MeasurementDateGMT,Greenwich - Falconwood: Nitric Oxide (ug/m3),Greenwich - Falconwood: Nitrogen Dioxide (ug/m3),Greenwich - Falconwood: Oxides of Nitrogen (ug/m3),Greenwich - Falconwood: Ozone (ug/m3),Greenwich - Falconwood: PM10 Particulate (ug/m3)
2018-03-14,1820.8615384615387,1543.5461538461543,4334.884615384615,665.5615384615385,524.2153846153847
2018-03-15,887.1,1343.35,2703.4500000000007,864.7499999999999,528.8
2018-03-16,456.7999999999999,878.5999999999999,1578.8999999999999,1062.8999999999996,568.7
2018-03-17,408.4,657.1999999999999,1283.4999999999998,1064.2999999999997,551.2999999999998
2018-03-18,368.7,646.3,1211.9,1227.0,788.5
2018-03-19,682.4000000000001,915.2000000000002,1961.6000000000001,1313.3,914.4
2018-03-20,843.4000000000002,1291.8999999999999,2584.7999999999997,1076.9,746.6999999999999
2018-03-21,836.4999999999998,1475.1000000000001,2758.100000000001,657.5,664.8999999999999
2018-03-22,401.1000000000001,750.4000000000001,1365.2000000000003,1204.6999999999996,519.2
2018-03-23,184.0,490.1,772.4,1614.1000000000001,472.7
2018-03-24,1217.6000000000001,1637.0000000000002,3503.5999999999995,428.9,963.6
2018-03-25,897.4999999999999,1594.6000000000001,2970.9,449.09999999999997,1082.8999999999999
2018-03-26,1086.5000000000005,1597.3999999999994,3262.9999999999995,760.7,667.9000000000001
2018-03-27,509.50000000000006,951.0,1732.2,1030.5,422.1
2018-03-28,943.1,1533.3000000000004,2979.3000000000006,770.2,386.5
2018-03-29,659.1,964.0,1974.8,1067.1999999999998,363.3
2018-03-30,633.5000000000001,1135.6,2107.6000000000004,929.8000000000001,376.0
2018-03-31,376.5999999999999,770.3000000000001,1347.6000000000001,992.0000000000001,240.20000000000002
2018-04-01,427.4,944.7,1600.4,999.8000000000001,431.0
2018-04-02,153.60000000000002,425.19999999999993,660.6000000000001,1341.4999999999998,297.80000000000007
2018-04-03,126.69999999999999,350.09999999999997,544.3999999999999,1482.6999999999996,361.1
2018-04-04,222.69999999999996,424.1999999999999,766.0000000000001,1540.8,336.29999999999995
2018-04-05,566.9,900.9000000000001,1770.2999999999997,1247.3999999999996,244.09999999999997
2018-04-06,588.8000000000001,1104.9,2008.1000000000004,1037.1999999999998,543.3
2018-04-07,452.90000000000003,905.2000000000003,1600.6000000000001,928.4,609.4
2018-04-08,688.2,1288.6,2344.0000000000005,625.8000000000003,504.99999999999994
2018-04-09,1124.8000000000002,1463.1000000000001,3188.3000000000006,576.7,681.3000000000002
2018-04-10,1290.5,1788.1999999999998,3766.1000000000004,536.1999999999999,820.0
2018-04-11,1277.1000000000001,1417.3000000000004,3375.7999999999997,330.89999999999986,1148.3000000000002
2018-04-12,1074.6999999999998,1176.2999999999997,2823.8,483.49999999999994,885.8000000000002
2018-04-13,610.7,961.3000000000001,1897.8000000000002,658.2,555.7
2018-04-14,672.4,1221.4,2252.3,628.5000000000001,884.0000000000001
2018-04-15,357.79999999999995,736.3999999999999,1284.6000000000001,999.9999999999998,669.9000000000001
2018-04-16,155.1,445.0,682.1,1527.0,502.9
2018-04-17,167.8,489.69999999999993,746.8999999999999,1543.6999999999996,362.29999999999995
2018-04-18,461.5,1158.7,1866.0999999999997,897.5999999999998,615.85
2018-04-19,1142.1999999999998,1703.7,3454.4,1037.6999999999998,992.6999999999999
2018-04-20,571.1,1302.3,2178.3,1069.3999999999999,783.4
2018-04-21,890.4999999999999,1633.1,2998.3999999999996,557.7999999999998,1106.5000000000002
2018-04-22,238.60000000000005,654.4,1019.7999999999997,1359.2000000000003,868.5000000000001
2018-04-23,174.8,400.50000000000006,668.0,1462.6000000000004,291.0
2018-04-24,163.95,368.95,620.6000000000001,1274.5,270.19999999999993
2018-04-25,244.0,475.7000000000001,850.2999999999997,1365.6000000000001,243.70000000000002
2018-04-26,183.59999999999997,426.79999999999995,708.5,1472.8000000000004,317.80000000000007
2018-04-27,999.8999999999999,1444.5,2977.6000000000004,746.7999999999996,490.8999999999999
2018-04-28,729.3,1323.4000000000003,2441.7,768.4999999999998,348.29999999999995
2018-04-29,327.59999999999997,612.8,1115.1,1442.4000000000003,300.1
2018-04-30,550.5,1029.1,1873.3999999999999,1154.1999999999996,365.2
2018-05-01,230.60000000000002,572.1,925.2000000000002,1281.0,286.9
2018-05-02,316.9,829.3000000000001,1314.9000000000003,1237.8999999999996,248.0
2018-05-03,505.3,901.3000000000001,1676.2999999999997,1009.4999999999998,374.90000000000003
2018-05-04,638.6,1187.0,2166.2999999999993,997.0999999999997,554.0999999999999
2018-05-05,716.4000000000001,1594.6,2692.7000000000003,1089.2,718.0999999999999
2018-05-06,528.2999999999998,1621.8,2431.8999999999996,1116.0,901.6000000000001
2018-05-07,610.8000000000001,1867.1000000000004,2803.8,1083.6999999999998,1008.9999999999998
2018-05-08,978.5,1374.9,2875.2000000000003,1043.4,830.5999999999999
2018-05-09,324.3,633.5,1130.4999999999998,1132.2000000000003,470.60000000000014
2018-05-10,607.3999999999997,1062.1000000000001,1993.2,1098.4999999999998,408.1000000000001
2018-05-11,393.3,822.7000000000002,1425.0999999999997,1234.7,515.8
2018-05-12,284.8,825.2999999999998,1262.4,1095.5999999999997,380.8
2018-05-13,403.6,1082.9,1701.7000000000003,667.3999999999999,466.59999999999997
2018-05-14,524.8,1001.6000000000001,1806.0999999999997,1116.9,540.7
2018-05-15,639.1,1251.8000000000004,2232.0,1252.3000000000002,532.2
2018-05-16,583.4999999999999,894.3999999999999,1788.5,1154.0999999999997,620.3
2018-05-17,739.8,1016.3,2151.0000000000005,1080.1,698.1999999999999
2018-05-18,1007.5999999999999,1381.6,2926.4,825.5,644.1
2018-05-19,692.3,1236.2000000000003,2297.8,815.8000000000001,864.8
2018-05-20,502.4000000000001,1004.8,1775.4999999999995,942.5999999999999,659.4
2018-05-21,943.7999999999998,1636.2999999999997,3083.8999999999996,898.4999999999997,1003.4999999999998
2018-05-22,580.3000000000001,1036.6000000000001,1926.3999999999999,1275.8,803.4499999999999
2018-05-23,529.1999999999998,912.0999999999999,1723.7,1502.8999999999996,779.9999999999999
2018-05-24,697.7,1235.6999999999998,2305.2999999999997,850.2,825.8000000000002
2018-05-25,833.8,1454.1,2732.7,845.5,749.5
2018-05-26,322.9,809.5,1304.9,1555.0,1007.6000000000001
2018-05-27,321.8,1008.0999999999999,1501.5,962.8,969.6000000000003
2018-05-28,368.7999999999999,965.7000000000002,1531.6000000000001,903.3,938.6
2018-05-29,511.69999999999993,905.4999999999998,1689.6000000000004,1156.5,670.1
2018-05-30,874.8999999999999,1198.2,2539.5000000000005,770.5000000000001,596.5
2018-05-31,978.6000000000001,1553.9999999999998,3054.6000000000004,692.6,889.4999999999998
2018-06-01,339.40000000000003,690.2,1210.6999999999996,841.6999999999999,552.6999999999999
2018-06-02,211.9,514.7,839.8000000000001,946.8000000000001,362.2
2018-06-03,305.0,750.2000000000002,1218.3,1027.2,445.99999999999994
2018-06-04,667.0000000000001,957.1,1980.1000000000004,1041.8000000000002,597.4
2018-06-05,712.9999999999999,978.1999999999998,2071.2999999999997,1064.1000000000001,600.3000000000001
2018-06-06,751.9,1044.6,2197.2000000000003,888.6000000000001,791.4000000000001
2018-06-07,812.5999999999999,1104.6,2349.9,797.4,694.4
2018-06-08,765.2,1055.1,2228.6,833.6000000000001,670.2999999999998
2018-06-09,459.1,820.5999999999999,1524.1,1115.0000000000002,562.9
2018-06-10,361.09999999999997,623.6999999999999,1177.3000000000002,1106.1999999999998,496.50000000000006
2018-06-11,790.6999999999999,958.4000000000001,2170.5999999999995,795.0000000000001,557.8
2018-06-12,886.8,1070.6999999999998,2430.1999999999994,742.1000000000001,507.2
2018-06-13,375.90000000000003,578.5999999999999,1154.8000000000002,1059.4,377.69999999999993
2018-06-14,307.09999999999997,612.0,1082.7,906.5999999999997,387.99999999999994
2018-06-15,541.1999999999999,957.4,1787.5,875.8000000000001,504.4000000000001
2018-06-16,130.39999999999998,317.59999999999997,517.5,1132.0999999999997,331.3999999999999
2018-06-17,99.6,210.29999999999995,362.99999999999994,1153.6,265.9
2018-06-18,181.4,339.90000000000003,618.4,887.0,314.40000000000003
2018-06-19,300.2,399.59999999999997,860.0,501.59999999999997,239.00000000000006
2018-06-20,196.09999999999997,348.1000000000001,648.9,349.4,278.40000000000003
2018-06-21,520.35,915.1500000000001,1712.7500000000002,935.8999999999997,426.99999999999994
2018-06-22,632.3000000000002,1049.0,2018.6999999999996,887.3999999999999,520.6
2018-06-23,387.0,1005.6999999999999,1599.5000000000002,1033.6,497.0999999999999
2018-06-24,418.6,1151.1999999999998,1792.8999999999999,985.7,554.4999999999999
2018-06-25,331.3,1073.0000000000002,1581.6999999999998,1577.6999999999998,584.7
2018-06-26,758.0000000000002,1256.1999999999998,2418.1000000000004,959.4,647.7
2018-06-27,605.5000000000001,949.3,1877.8000000000002,1076.9,672.4000000000002
2018-06-28,620.6000000000001,1096.3000000000002,2047.6999999999996,1113.1,764.9
2018-06-29,590.1999999999999,1020.4999999999999,1925.8999999999999,1138.0,695.2999999999998
2018-06-30,354.0,785.3,1328.0000000000002,1552.0,623.9
2018-07-01,296.90000000000003,983.9000000000001,1439.3000000000002,1741.1000000000004,714.9000000000001
2018-07-02,514.2,977.9,1766.2999999999995,1656.5999999999997,739.0999999999999
2018-07-03,461.8,864.4,1572.4999999999998,1475.2000000000003,611.9
2018-07-04,645.5999999999999,1162.8000000000002,2152.6000000000004,1134.8,671.1999999999999
2018-07-05,324.6,989.6,1487.2,1407.8999999999999,711.4
2018-07-06,547.5,1469.6000000000004,2308.8999999999996,1217.6,825.0
2018-07-07,318.59999999999997,1153.3000000000002,1641.1999999999998,1439.3,755.8000000000002
2018-07-08,375.1000000000001,1117.9,1692.5999999999997,1256.2,573.2
2018-07-09,594.7000000000002,1255.3,2167.3999999999996,765.2999999999998,571.2
2018-07-10,577.3000000000002,806.5,1691.7999999999997,860.3999999999999,492.79999999999995
2018-07-11,655.2000000000002,1001.8,2005.7000000000005,948.8999999999999,582.9
2018-07-12,793.3000000000002,1381.1,2597.9000000000005,817.7000000000002,701.2
2018-07-13,746.0999999999998,1281.9999999999998,2426.1,995.3,659.6
2018-07-14,352.69999999999993,914.6999999999999,1455.5999999999997,1427.7000000000003,500.80000000000007
2018-07-15,146.6,656.3,880.7000000000002,1828.2000000000003,439.55000000000007
2018-07-16,347.70000000000005,886.0999999999999,1419.5000000000002,1494.2999999999997,473.25
2018-07-17,250.99999999999997,497.6,882.5,1172.1,355.50000000000006
2018-07-18,329.0,724.9,1229.3,1157.8000000000002,366.6000000000001
2018-07-19,653.7,1221.5000000000002,2223.7,941.8,499.90000000000003
2018-07-20,656.4,1092.6000000000004,2098.7000000000007,1324.7,513.3
2018-07-21,205.79999999999998,806.4,1122.3,1991.3999999999999,522.0
2018-07-22,179.9,671.9,947.7000000000002,1355.8999999999999,375.4
2018-07-23,214.80000000000004,544.5000000000001,874.0999999999998,1333.0,378.1
2018-07-24,203.89999999999995,518.6999999999999,831.5,1400.4,400.50000000000006
2018-07-25,690.9000000000001,1313.3999999999999,2373.400000000001,1038.2,624.6999999999999
2018-07-26,677.2,1119.9,2157.7,1481.0,759.9000000000002
2018-07-27,303.1,839.0999999999999,1303.8999999999999,1330.0000000000002,650.6999999999999
2018-07-28,58.599999999999994,152.9,242.9,1254.3,382.0999999999999
2018-07-29,66.6,155.7,257.70000000000005,1008.6999999999999,241.99999999999997
2018-07-30,227.40000000000003,265.8,614.3999999999999,646.0,228.8
2018-07-31,279.5,432.4000000000001,860.5999999999999,1013.2999999999998,298.70000000000005
2018-08-01,239.49999999999994,467.9,835.1999999999999,1153.9000000000003,320.20000000000005
2018-08-02,247.40000000000003,595.0,973.9,1103.0,371.50000000000006
2018-08-03,630.6999999999999,1215.2,2182.2999999999997,1059.3000000000002,588.3999999999999
2018-08-04,353.6000000000001,732.1999999999999,1274.2,914.1999999999999,388.4
2018-08-05,394.09999999999997,824.2,1428.6000000000004,939.4000000000002,381.5999999999999
2018-08-06,426.8999999999999,935.3999999999999,1589.6,1600.9,484.09999999999997
2018-08-07,255.0,748.2,1139.1,1699.8,498.5
2018-08-08,173.30000000000004,357.09999999999997,622.7,1281.0,251.09999999999997
2018-08-09,884.9999999999999,1072.5,2429.2999999999993,439.3,413.6000000000001
2018-08-10,390.1999999999998,582.0,1180.0,753.2000000000002,263.29999999999995
2018-08-11,175.29999999999998,469.7999999999999,738.2,936.2,268.1
2018-08-12,106.6,259.1,422.79999999999995,1175.1,269.29999999999995
2018-08-13,462.5,738.4000000000001,1447.4999999999998,586.8999999999997,335.6
2018-08-14,368.80000000000007,666.1,1231.8000000000002,822.5,253.14999999999992
2018-08-15,166.69999999999996,304.7000000000001,560.1999999999999,1139.4,294.29999999999995
2018-08-16,287.70000000000005,476.8999999999999,917.8,709.5999999999999,327.2
2018-08-17,281.5000000000001,460.40000000000003,891.8000000000001,746.8000000000002,335.30000000000007
2018-08-18,136.19999999999996,286.29999999999995,495.00000000000006,1009.8999999999999,310.0
2018-08-19,119.4,278.30000000000007,460.5,841.1,280.8
2018-08-20,357.40000000000003,551.1999999999999,1099.7,598.1,284.8
2018-08-21,302.19999999999993,549.9,1013.3000000000001,820.5999999999998,270.30000000000007
2018-08-22,302.79999999999995,503.7,966.4000000000002,638.0999999999999,330.2
2018-08-23,375.00000000000006,518.2,1092.6,773.0000000000001,307.70000000000005
2018-08-24,316.00000000000006,526.6,1011.4000000000001,1010.4000000000001,273.9
2018-08-25,403.9999999999999,786.4999999999998,1405.5,691.2,264.4
2018-08-26,170.70000000000005,386.5999999999999,648.1999999999999,915.0000000000001,262.6
2018-08-27,130.50000000000003,289.90000000000003,490.0,937.6000000000001,222.00000000000006
2018-08-28,416.4999999999999,701.2,1339.5999999999997,798.4,298.3
2018-08-29,1063.9,1322.4,2953.8999999999996,449.00000000000006,465.7
2018-08-30,1042.8,1308.3000000000002,2907.3,546.0000000000001,535.8
2018-08-31,1134.0999999999997,1399.2999999999993,3138.2000000000003,549.4,630.8
2018-09-01,598.5000000000002,881.6,1798.5999999999997,1275.0,477.9000000000001
2018-09-02,514.2,1138.9,1927.5,1289.1,580.1999999999999
2018-09-03,880.6,1596.1,2945.9999999999995,976.7,673.5000000000001
2018-09-04,607.4,1119.6,2050.8,1242.3,566.8000000000001
2018-09-05,728.8999999999999,1265.4500000000003,2382.1000000000004,904.05,511.2000000000001
2018-09-06,860.6999999999999,1102.7,2421.5999999999985,576.9999999999999,502.70000000000005
2018-09-07,418.59999999999997,849.9000000000002,1492.3000000000002,623.8999999999999,286.6
2018-09-08,176.59999999999997,491.79999999999995,762.7000000000002,833.9999999999998,255.2
2018-09-09,102.7,356.9999999999999,514.1,1061.3999999999999,300.70000000000005
2018-09-10,233.1,394.0999999999999,751.9,982.7999999999995,336.94999999999993
2018-09-11,120.14999999999999,257.79999999999995,442.49999999999994,862.3499999999998,316.1
2018-09-12,1267.4999999999998,1388.1,3331.3,426.7999999999998,380.59999999999997
2018-09-13,886.0999999999999,1083.2000000000003,2441.999999999999,323.99999999999994,405.50000000000006
2018-09-14,279.5,581.1,1009.6000000000005,695.9999999999999,259.5
2018-09-15,195.29999999999998,420.90000000000015,720.1000000000003,836.6999999999998,348.09999999999997
2018-09-16,109.6,303.4,471.90000000000026,1143.7000000000005,343.3
2018-09-17,177.09999999999997,435.40000000000003,706.6000000000001,1227.9,347.4
2018-09-18,91.40000000000002,208.89999999999995,348.9,1247.0000000000007,367.79999999999995
2018-09-19,106.8,200.59999999999994,364.1999999999998,1111.4000000000003,443.4
2018-09-20,101.19999999999997,193.29999999999993,348.6,1199.4999999999998,491.40000000000003
2018-09-21,224.69999999999993,367.80000000000007,712.8999999999996,999.6000000000004,233.9
2018-09-22,572.8000000000001,854.5999999999999,1732.7000000000003,733.8,340.0
2018-09-23,505.7,875.1,1649.9999999999998,676.3,234.2
2018-09-24,991.3,1285.8999999999999,2805.8999999999996,238.40000000000003,324.0
2018-09-25,1150.8999999999999,1042.4,2807.3999999999996,561.6999999999999,411.40000000000003
2018-09-26,415.6,920.9,1558.2999999999997,730.9000000000002,391.59999999999997
2018-09-27,535.5,1176.8999999999999,1998.3000000000002,689.0,483.8
2018-09-28,772.4000000000001,981.5999999999999,2165.7,640.1999999999998,436.5
2018-09-29,858.1,1225.3,2540.8999999999996,380.3,469.50000000000006
2018-09-30,376.29999999999995,893.9999999999998,1470.2999999999997,618.6,382.7
2018-10-01,748.1999999999998,993.7000000000002,2141.0,604.8000000000003,320.4
2018-10-02,419.19999999999993,705.8000000000001,1348.9000000000003,695.6000000000001,311.40000000000003
2018-10-03,782.7,1004.9000000000001,2204.5000000000005,344.0,319.8
2018-10-04,382.5000000000001,546.9000000000001,1133.5000000000002,370.99999999999994,368.2000000000001
2018-10-05,1423.6000000000001,1170.6,3353.7000000000007,414.8,619.1999999999999
2018-10-06,574.3,848.8000000000002,1729.7,707.5999999999999,349.1999999999999
2018-10-07,473.6000000000001,897.8000000000001,1624.3000000000002,528.4,346.70000000000005
2018-10-08,433.50000000000006,790.3000000000001,1455.1999999999998,600.9999999999999,252.74999999999997
2018-10-09,547.3,839.2,1678.3999999999999,715.8,377.30000000000007
2018-10-10,1629.3,1692.2,4190.300000000001,312.1,1108.9
2018-10-11,211.20000000000002,403.1000000000001,726.9999999999999,1024.7999999999997,454.19999999999993
2018-10-12,94.10000000000001,214.9999999999999,359.19999999999993,1219.3000000000002,360.40000000000003
2018-10-13,60.400000000000006,202.6999999999999,295.29999999999995,1178.3000000000004,364.7999999999999
2018-10-14,355.4,683.0999999999999,1228.5,902.0000000000001,246.4
2018-10-15,1218.6999999999998,1191.3999999999999,3059.9,398.3999999999999,466.9
2018-10-16,357.8,535.6999999999999,1084.1,649.9000000000001,486.49999999999994
2018-10-17,1237.3999999999999,1184.2,3081.3999999999996,317.20000000000005,434.3
2018-10-18,1078.5,1185.1999999999998,2838.6,427.4,533.5
2018-10-19,1740.8999999999999,1601.6,4270.8,178.9,583.1
2018-10-20,591.5000000000001,1020.1000000000001,1926.9999999999998,299.7999999999999,613.7
2018-10-21,296.00000000000006,791.9,1245.6000000000004,494.90000000000003,430.3
2018-10-22,1123.6999999999998,1233.8,2956.8,493.19999999999993,502.50000000000006
2018-10-23,765.3999999999999,1162.8000000000002,2335.9,350.70000000000005,450.6000000000001
2018-10-24,798.4999999999998,1092.3,2316.7,267.5,473.1
2018-10-25,655.9000000000002,1147.8999999999999,2153.4,385.69999999999993,460.6
2018-10-26,656.6999999999999,1090.4,2097.1999999999994,635.0999999999999,299.8
2018-10-27,465.90000000000003,780.1999999999999,1494.6999999999998,783.6000000000004,191.8
2018-10-28,426.90000000000003,722.6,1377.6,900.6999999999998,213.1
2018-10-29,874.9,957.0,2298.7,609.8,311.9
2018-10-30,811.6,991.5999999999999,2235.9000000000005,375.6000000000001,382.4
2018-10-31,1613.1000000000004,1354.8999999999999,3828.3000000000006,260.79999999999995,521.0
2018-11-01,1393.3999999999999,1351.1000000000001,3487.9,144.20000000000005,418.2000000000001
2018-11-02,631.3,1187.7,2155.7,198.5,481.40000000000003
2018-11-03,473.90000000000003,842.6000000000001,1569.1,663.4000000000001,506.1
2018-11-04,559.1999999999999,904.9000000000001,1762.4,555.9999999999998,650.1000000000001
2018-11-05,2020.5000000000002,1193.3000000000002,4292.099999999999,95.9,1199.1
2018-11-06,711.1000000000003,714.7,1805.1999999999998,404.7,529.0
2018-11-07,185.3,379.1,662.9999999999999,919.8,219.39999999999998
2018-11-08,373.70000000000005,651.0000000000001,1224.0000000000002,826.5999999999999,354.40000000000003
2018-11-09,631.9000000000001,661.3999999999999,1630.3,826.3,385.20000000000005
2018-11-10,415.80000000000007,679.3,1316.6999999999998,966.6999999999999,327.29999999999995
2018-11-11,187.8,481.50000000000006,769.0000000000001,967.4000000000001,253.89999999999998
2018-11-12,404.3,682.6999999999999,1303.0,829.8000000000002,276.09999999999997
2018-11-13,261.59999999999997,650.2999999999998,1051.9,921.2999999999997,314.4000000000001
2018-11-14,420.09999999999997,755.3999999999999,1399.5000000000002,690.2999999999997,392.7
2018-11-15,1232.1999999999996,973.5,2862.7,180.49999999999997,603.9000000000001
2018-11-16,1738.2000000000005,1148.8000000000004,3814.1000000000004,138.9000000000001,469.70000000000005
2018-11-17,1134.3,1267.1,3005.8999999999996,155.4,683.2
2018-11-18,690.2999999999998,1041.9999999999998,2100.5999999999995,484.19999999999993,574.3
2018-11-19,656.0999999999999,750.4999999999998,1756.5000000000002,753.5000000000001,374.90000000000003
2018-11-20,1432.6000000000001,1299.5000000000005,3496.5,436.59999999999997,502.5
2018-11-21,2108.3999999999996,1408.3000000000002,4641.400000000001,153.80000000000004,619.6
2018-11-22,5200.100000000001,1780.6999999999998,9754.0,40.59999999999999,1242.9
2018-11-23,2571.0,1606.8999999999996,5548.9,33.0,1021.7000000000002
2018-11-24,997.5000000000001,1235.3,2764.8999999999996,171.50000000000003,771.2
2018-11-25,576.2,861.0999999999999,1745.6,386.50000000000006,584.4999999999999
2018-11-26,1242.6999999999998,1215.6000000000001,3120.7999999999997,267.4999999999999,515.1999999999999
2018-11-27,1050.6,947.9999999999998,2558.5,342.70000000000005,425.40000000000003
2018-11-28,134.6,342.3,549.2999999999998,1139.3999999999996,258.09999999999997
2018-11-29,86.99999999999999,256.69999999999993,390.00000000000006,1299.7999999999997,276.00000000000006
2018-11-30,252.10000000000002,578.3,964.5,991.4,323.9
2018-12-01,156.8,420.4999999999999,661.5,1105.3999999999999,233.99999999999997
