MeasurementDateGMT,Enfield - Derby Road: Nitric Oxide (ug/m3),Enfield - Derby Road: Nitrogen Dioxide (ug/m3),Enfield - Derby Road: Oxides of Nitrogen (ug/m3)
2018-10-02,400.8000000000001,488.09999999999997,1102.9999999999998
2018-10-03,1611.8000000000002,907.4,3378.9
2018-10-04,741.5000000000001,756.1,1892.8000000000002
2018-10-05,1818.3000000000002,1327.7,4116.1
2018-10-06,862.8999999999999,522.4999999999999,1845.6000000000001
2018-10-07,484.40000000000003,643.4000000000001,1386.3999999999999
2018-10-08,530.6000000000001,1016.0000000000001,1830.1000000000001
2018-10-09,1258.7999999999997,1263.8,3193.9000000000005
2018-10-10,1679.9,1369.0,3944.6
2018-10-11,390.1,759.6999999999999,1357.8000000000002
2018-10-12,216.6,474.70000000000005,806.9000000000001
2018-10-13,81.60000000000001,384.29999999999995,509.30000000000007
2018-10-14,170.99999999999997,287.5,549.9000000000001
2018-10-15,882.1000000000001,786.9000000000001,2139.7
2018-10-16,696.8000000000001,776.6,1845.1000000000006
2018-10-17,986.7,1022.7999999999998,2535.3
2018-10-18,971.3,984.5999999999999,2473.65
2018-10-19,2862.3000000000006,1375.7999999999997,5764.8
2018-10-20,2683.6000000000013,1252.1,5366.8
2018-10-21,1178.0,821.4999999999998,2627.999999999999
2018-10-22,1151.8000000000002,1017.5,2783.7000000000003
2018-10-23,700.4999999999999,830.8,1905.1000000000006
2018-10-24,825.1,862.7,2127.6
2018-10-25,930.5999999999998,948.1999999999999,2375.5
2018-10-26,597.2000000000002,782.3000000000002,1697.9
2018-10-27,386.5,419.40000000000003,1011.6000000000001
2018-10-28,278.6,371.1000000000001,798.4000000000001
2018-10-29,850.8499999999999,805.3,2110.35
2018-10-30,710.3,676.9000000000001,1765.7999999999997
2018-10-31,2769.599999999999,1253.4,5500.100000000001
2018-11-01,1436.0,1005.6,3207.600000000001
2018-11-02,3066.3,1541.9999999999998,6243.5
2018-11-03,758.1000000000001,1038.1000000000001,2200.7999999999997
2018-11-04,263.9,777.3999999999999,1181.95
2018-11-05,2030.2,812.5000000000001,3925.9999999999995
2018-11-06,1733.2,745.7999999999998,3403.2
2018-11-07,402.79999999999995,562.1,1179.6000000000001
2018-11-08,566.6999999999998,950.7,1819.5
2018-11-09,650.9000000000001,659.1,1657.1000000000004
2018-11-10,530.4,905.7000000000002,1718.8
2018-11-11,237.2,734.9,1098.4999999999998
2018-11-12,556.2000000000002,979.1,1832.2
2018-11-13,441.2000000000001,977.4,1654.2
2018-11-14,1088.5,1085.5,2755.0000000000005
2018-11-15,1317.2000000000003,834.6999999999999,2854.4
2018-11-16,930.3999999999999,607.15,2033.2
2018-11-17,861.1,782.6,2102.8
2018-11-18,482.69999999999993,640.0999999999999,1379.8999999999999
2018-11-19,800.0999999999999,707.6,1934.4
2018-11-20,944.8000000000001,794.8,2243.2
2018-11-21,1888.0999999999997,953.3,3847.899999999999
2018-11-22,2711.9999999999995,1093.3000000000002,5251.799999999999
2018-11-23,1539.8999999999999,939.2000000000002,3300.8000000000006
2018-11-24,668.8,825.0,1850.3999999999999
2018-11-25,372.1,479.2,1049.1000000000001
2018-11-26,1035.0499999999997,948.6999999999999,2535.9
2018-11-27,1261.4,947.6999999999999,2882.3
2018-11-28,542.8999999999999,865.05,1697.0999999999995
2018-11-29,211.7,504.6000000000001,829.0
2018-11-30,346.4,852.0999999999999,1382.7000000000003
2018-12-01,269.4,798.1,1210.9
2018-12-02,109.0,334.4,501.79999999999995
2018-12-03,473.5,704.0000000000002,1429.8000000000002
2018-12-04,2507.0000000000005,1464.9999999999998,5308.5
2018-12-05,771.2000000000002,983.2,2165.8
2018-12-06,265.1,685.4000000000002,1092.1
2018-12-07,312.6000000000001,578.6,1058.1000000000001
2018-12-08,116.90000000000002,308.9,488.4
2018-12-09,293.8,411.30000000000007,861.3
2018-12-10,1144.0000000000002,1249.8000000000002,3004.1000000000004
2018-12-11,4512.9,1514.7,8434.399999999998
2018-12-12,1000.9499999999997,1259.8,2794.4
2018-12-13,1398.4999999999998,1130.6999999999998,3274.999999999999
2018-12-14,1646.0,1143.4000000000003,3666.7
2018-12-15,337.09999999999997,691.3,1208.1
2018-12-16,426.3,1116.2999999999997,1770.1000000000004
2018-12-17,643.9999999999999,1097.4,2084.3
2018-12-18,387.09999999999997,700.6,1294.1000000000001
2018-12-19,394.9000000000001,1222.6000000000001,1828.2000000000003
2018-12-20,383.0999999999999,971.6,1559.3000000000002
2018-12-21,253.3,677.6999999999999,1065.9
2018-12-22,215.1,762.8,1092.3000000000002
2018-12-23,230.89999999999998,750.6999999999998,1104.4000000000003
2018-12-24,2488.1,1233.4,5048.299999999999
2018-12-25,2545.6,1227.1999999999998,5129.899999999999
2018-12-26,842.0000000000001,1038.3999999999999,2329.2999999999997
2018-12-27,6320.400000000002,1685.2,11376.0
2018-12-28,2081.5,1151.6,4343.2
2018-12-29,597.2,829.6999999999999,1745.3
2018-12-30,391.3,854.5999999999999,1454.7
2018-12-31,341.0000000000001,562.5000000000001,1085.6000000000001
2019-01-01,156.0,448.2,687.9000000000001
2019-01-02,633.0,912.0000000000001,1882.2
2019-01-03,1038.8,1328.4999999999998,2920.900000000001
2019-01-04,1081.5,1323.6,2981.9
2019-01-05,505.4000000000001,992.9999999999999,1767.8999999999999
2019-01-06,380.2,951.5999999999999,1534.5999999999997
2019-01-07,342.20000000000005,876.3000000000001,1400.7
2019-01-08,677.5,831.9000000000001,1870.9
2019-01-09,701.0999999999999,968.8,2043.9999999999998
2019-01-10,1405.3,1344.1999999999998,3498.8000000000006
2019-01-11,1020.0999999999999,1202.0000000000002,2766.4000000000005
2019-01-12,293.2,761.2000000000002,1210.4
2019-01-13,196.7,414.8,716.9000000000001
2019-01-14,741.8,1054.4,2191.4000000000005
2019-01-15,403.5,1078.8,1697.2999999999995
2019-01-16,381.5,960.4000000000001,1545.3
2019-01-17,712.0,1069.7,2161.5
2019-01-18,1848.2,1464.7999999999997,4298.8
2019-01-19,474.3,995.9000000000001,1723.0999999999995
2019-01-20,1309.1000000000001,1258.9,3266.2000000000003
2019-01-21,2745.7000000000007,1419.0,5628.9
2019-01-22,861.8000000000001,1340.8000000000002,2661.9000000000005
2019-01-23,1600.0,1328.8999999999999,3782.0
2019-01-24,3146.150000000001,1786.1000000000001,6609.9
2019-01-25,1206.5,1288.4,3138.0
2019-01-26,123.10000000000002,644.3000000000002,832.6999999999999
2019-01-27,189.49999999999997,323.4,613.8
2019-01-28,939.6,1154.0,2594.3
2019-01-29,2125.1,1668.8999999999996,4927.2
2019-01-30,1698.3999999999999,1496.2,4100.5
2019-01-31,3679.3999999999996,1525.9,7167.7
2019-02-01,767.3000000000001,1048.7,2224.9000000000005
2019-02-02,349.0,534.3,1069.7000000000003
2019-02-03,386.09999999999997,979.1,1571.4
2019-02-04,750.8,1103.8999999999999,2255.5
2019-02-05,1289.5,1207.0,3184.2
2019-02-06,499.80000000000007,1115.9999999999998,1881.8
2019-02-07,197.30000000000004,609.6999999999999,912.0999999999998
2019-02-08,161.10000000000002,597.5,844.8000000000002
2019-02-09,98.8,419.79999999999995,571.0000000000001
2019-02-10,218.8,707.9,1043.1000000000001
2019-02-11,1342.8999999999999,1484.5,3543.4999999999995
2019-02-12,1029.2,1415.9,2994.3000000000006
2019-02-13,782.2999999999998,1391.6000000000001,2591.1500000000005
2019-02-14,3112.6,1701.4,6474.2
2019-02-15,3110.2000000000003,1768.6000000000001,6537.500000000002
2019-02-16,774.2,1317.8999999999999,2504.8999999999996
2019-02-17,318.6000000000001,947.1,1436.0000000000002
2019-02-18,343.7,1153.6000000000001,1680.7999999999997
2019-02-19,632.8999999999999,1118.9,2089.6000000000004
2019-02-20,452.79999999999995,903.0999999999999,1597.3999999999999
2019-02-21,312.90000000000003,1046.6000000000001,1526.4000000000003
2019-02-22,882.8000000000002,1291.0,2644.8999999999996
2019-02-23,1021.9999999999999,1160.8,2727.7
2019-02-24,1391.3999999999999,1167.1,3300.7999999999997
2019-02-25,2462.4000000000005,1654.6999999999998,5430.900000000001
2019-02-26,2745.8000000000006,1851.3,6061.199999999999
2019-02-27,2910.7999999999997,2006.0000000000002,6469.399999999999
2019-02-28,795.1999999999999,1224.2999999999997,2443.3000000000006
2019-03-01,774.8,1085.2,2272.8000000000006
2019-03-02,182.7,645.0,925.7000000000002
2019-03-03,73.89999999999999,393.70000000000005,507.30000000000007
2019-03-04,274.3,616.2000000000002,1037.1
2019-03-05,310.0,835.5999999999999,1310.4999999999998
2019-03-06,208.80000000000004,719.8999999999999,1040.3000000000002
2019-03-07,233.70000000000002,555.9,914.3
2019-03-08,603.8999999999999,1011.9000000000001,1937.7999999999995
2019-03-09,172.59999999999997,597.9999999999999,862.8000000000002
2019-03-10,171.3,512.35,775.3
2019-03-11,346.0,687.7000000000002,1218.2
2019-03-12,232.29999999999998,722.3,1078.5
2019-03-13,341.0,554.0,1076.7
2019-03-14,266.0,634.1000000000001,1041.8999999999999
2019-03-15,260.8,551.1000000000001,951.3
2019-03-16,75.59999999999998,300.50000000000006,416.20000000000005
2019-03-17,221.30000000000004,624.4,963.5
2019-03-18,803.6000000000003,1180.8999999999999,2413.6
2019-03-19,625.2999999999998,1218.1000000000004,2176.8000000000006
2019-03-20,292.4500000000001,933.7500000000001,1382.3000000000002
2019-03-21,691.7000000000002,902.0999999999998,1962.1
2019-03-22,367.29999999999995,975.4000000000001,1538.0000000000002
2019-03-23,352.9,885.5000000000002,1427.4
2019-03-24,323.49999999999994,773.1,1269.1999999999998
2019-03-25,555.9,860.4000000000001,1713.0
2019-03-26,1476.3,1465.3,3729.3999999999996
2019-03-27,845.0999999999998,1319.1999999999998,2614.6999999999994
2019-03-28,685.7,1434.4999999999998,2486.2000000000003
2019-03-29,1382.8000000000004,1558.2000000000003,3678.9
2019-03-30,986.1999999999999,1179.7,2691.7999999999997
2019-03-31,153.6,432.79999999999995,668.4000000000001
2019-04-01,558.7000000000002,944.8,1801.6
2019-04-02,1170.1999999999998,1304.2000000000003,3098.5
2019-04-03,740.8,1274.4,2410.3999999999996
2019-04-04,510.4,1015.4,1798.5
2019-04-05,545.6999999999999,959.4000000000001,1796.3
2019-04-06,365.4999999999999,707.6,1268.0000000000002
2019-04-07,266.20000000000005,500.7,908.8000000000002
2019-04-08,967.9,1094.3000000000002,2578.4
2019-04-09,742.4000000000003,1061.7,2200.100000000001
2019-04-10,590.0999999999999,844.2,1749.3000000000002
2019-04-11,585.3000000000001,1055.7,1952.9999999999998
2019-04-12,570.35,1023.5,1898.2499999999995
2019-04-13,292.1,700.3999999999999,1148.2
2019-04-14,157.7,653.6999999999999,895.8000000000001
2019-04-15,573.7,991.1000000000001,1870.8
2019-04-16,848.3000000000002,1326.5,2627.1
2019-04-17,484.9,1034.0,1777.9999999999995
2019-04-18,644.4,1214.9999999999998,2203.1000000000004
2019-04-19,274.49999999999994,1004.9,1426.3
2019-04-20,216.89999999999995,897.6999999999999,1230.4
2019-04-21,101.6,897.8999999999999,1053.6999999999998
2019-04-22,164.4,1184.7000000000003,1436.7
2019-04-23,695.2,1501.8,2567.3
2019-04-24,431.30000000000007,984.1999999999998,1645.4000000000003
2019-04-25,260.4,826.1000000000003,1224.9999999999995
2019-04-26,275.6,820.5,1243.0
2019-04-27,165.6,421.3999999999999,675.3999999999999
2019-04-28,185.4,459.39999999999986,743.5999999999999
2019-04-29,488.5000000000001,1003.2999999999998,1752.3999999999999
2019-04-30,378.35,1038.2,1617.6000000000001
2019-05-01,501.7999999999999,1174.1000000000001,1943.4
2019-05-02,450.20000000000005,863.3000000000001,1553.3
2019-05-03,558.7000000000002,868.8000000000002,1725.1
2019-05-04,232.20000000000002,364.0,720.3
2019-05-05,150.70000000000002,569.4,800.7999999999998
2019-05-06,178.70000000000002,594.4000000000001,868.3
2019-05-07,245.0,969.2999999999998,1344.9
2019-05-08,363.5,1046.6,1604.6000000000004
2019-05-09,879.6,942.1000000000003,2290.4999999999995
2019-05-10,362.00000000000006,881.2000000000002,1436.2000000000003
2019-05-11,320.30000000000007,786.1999999999999,1277.1000000000001
2019-05-12,215.4,655.8999999999999,985.6
2019-05-13,514.3000000000001,960.1999999999997,1748.7
2019-05-14,390.4999999999999,867.9999999999999,1466.8
2019-05-15,392.0,962.7,1563.9
2019-05-16,399.6,919.6,1532.5
2019-05-17,534.1000000000001,913.8,1732.6999999999996
2019-05-18,268.0,791.0,1201.5
2019-05-19,314.3,663.9000000000001,1145.9
2019-05-20,459.8,884.6999999999997,1589.3999999999999
2019-05-21,414.7,860.9000000000002,1496.8000000000002
2019-05-22,282.3,953.8000000000001,1386.2999999999997
2019-05-23,161.5,944.2,1192.3
2019-05-24,369.2999999999999,775.5,1341.5999999999997
