MeasurementDateGMT,Westminster - Covent Garden: Nitric Oxide (ug/m3),Westminster - Covent Garden: Nitrogen Dioxide (ug/m3),Westminster - Covent Garden: Oxides of Nitrogen (ug/m3)
2018-03-01,358.0,1024.3999999999999,1573.3999999999999
2018-03-02,459.5,1180.9999999999998,1885.4999999999998
2018-03-03,550.5,1334.1,2178.1000000000004
2018-03-04,257.5,1113.0,1508.4
2018-03-05,301.90000000000003,1195.5999999999997,1658.1
2018-03-06,315.7,1205.7,1689.6999999999998
2018-03-07,474.4,1502.1999999999998,2229.0
2018-03-08,153.5,919.8,1154.8000000000002
2018-03-09,757.95,1543.3000000000002,2705.7000000000003
2018-03-10,182.90000000000003,979.8000000000001,1260.6000000000001
2018-03-11,462.9999999999999,1578.3000000000002,2288.2
2018-03-12,340.69999999999993,1160.6000000000004,1683.1000000000006
2018-03-13,216.29999999999998,987.8,1319.1000000000001
2018-03-14,212.39999999999998,1064.0,1389.6
2018-03-15,278.1,1328.8000000000002,1755.3999999999999
2018-03-16,197.89999999999998,1050.5,1354.2
2018-03-17,147.89999999999998,671.0,897.8000000000001
2018-03-18,159.7,763.8000000000001,1009.2999999999998
2018-03-19,185.9,847.5999999999999,1132.6
2018-03-20,121.29999999999998,965.0,1151.0000000000002
2018-03-21,386.0,1296.5000000000002,1888.2000000000003
2018-03-22,137.79999999999998,967.6000000000001,1178.4999999999998
2018-03-23,118.80000000000003,834.1,1016.3
2018-03-24,250.20000000000002,1093.7,1477.2
2018-03-25,131.1,927.0999999999999,1128.4
2018-03-26,109.49999999999997,975.6000000000001,1142.9
2018-03-27,211.60000000000002,1051.0,1375.5000000000002
2018-03-28,176.9,1222.0999999999997,1493.3
2018-03-29,269.8,1232.8999999999999,1646.4
2018-03-30,218.7,1123.3000000000002,1457.8
2018-03-31,112.79999999999998,679.4000000000001,852.1
2018-04-01,88.50000000000001,700.1,835.3000000000001
2018-04-02,105.00000000000001,767.4999999999999,928.3000000000001
2018-04-03,157.60000000000002,813.8,1055.3
2018-04-04,110.55000000000001,739.4,909.55
2018-04-05,143.59999999999997,736.8,957.4000000000001
2018-04-06,227.10000000000002,1115.2999999999997,1463.1999999999998
2018-04-07,322.70000000000005,1257.8000000000002,1752.2
2018-04-08,123.5,968.9000000000002,1158.4000000000003
2018-04-09,390.99999999999994,1337.2,1936.7000000000003
2018-04-10,302.5,1289.0,1752.5
2018-04-11,249.49999999999997,923.0999999999999,1305.3
2018-04-12,311.4,855.5,1333.6
2018-04-13,198.79999999999998,906.3000000000001,1210.7
2018-04-14,317.09999999999997,1324.5,1810.6999999999996
2018-04-15,142.59999999999997,840.8000000000003,1059.5
2018-04-16,101.89999999999999,735.8000000000002,892.4000000000002
2018-04-17,148.0,792.6999999999998,1020.0
2018-04-18,293.40000000000003,1325.3000000000002,1775.9000000000003
2018-04-19,642.9,1895.8999999999996,2881.7
2018-04-20,278.90000000000003,1274.1,1701.9999999999995
2018-04-21,368.29999999999995,1705.4999999999998,2270.0
2018-04-22,78.70000000000002,797.5,918.2999999999998
2018-04-23,99.5,612.6999999999999,765.2999999999998
2018-04-24,105.9,608.9,771.6000000000001
2018-04-25,106.50000000000001,629.0000000000002,792.4000000000002
2018-04-26,106.8,674.6,838.6999999999999
2018-04-27,288.1000000000001,1234.1999999999998,1676.1000000000001
2018-04-28,103.10000000000001,793.3000000000001,951.4999999999999
2018-04-29,54.7,418.1,501.5000000000001
2018-04-30,142.7,832.7,1051.8
2018-05-01,173.2,838.8,1104.4
2018-05-02,158.1,927.5000000000001,1170.3
2018-05-03,292.4,1049.5,1497.4
2018-05-04,173.60000000000002,1068.4999999999998,1334.2999999999997
2018-05-05,290.30000000000007,1579.7999999999997,2024.5999999999997
2018-05-06,162.5,1461.0,1710.1000000000001
2018-05-07,125.1,1685.2000000000003,1876.6999999999998
2018-05-08,405.20000000000005,1448.1999999999994,2069.8
2018-05-09,155.9,732.3000000000001,971.1999999999999
2018-05-10,82.30000000000001,590.7,717.2000000000002
2018-05-11,131.10000000000002,929.6,1130.7
2018-05-12,84.1,826.2,955.4
2018-05-13,93.1,762.1999999999999,905.0000000000002
2018-05-14,114.7,676.3000000000001,851.6
2018-05-15,94.79999999999998,686.0,831.1999999999999
2018-05-16,98.05,552.2,702.5500000000001
2018-05-17,108.8,539.1999999999999,705.8999999999999
2018-05-18,136.3,741.6999999999999,951.0
2018-05-19,244.70000000000002,1107.0,1482.3999999999999
2018-05-20,227.69999999999996,1120.4,1469.6999999999998
2018-05-21,161.70000000000002,1226.0,1473.6999999999998
2018-05-22,97.89999999999999,589.3999999999999,739.0999999999999
2018-05-23,79.30000000000001,550.0000000000001,671.9999999999999
2018-05-24,208.10000000000002,955.1,1273.8000000000002
2018-05-25,200.60000000000002,1131.1000000000001,1438.7000000000003
2018-05-26,85.1,778.9000000000001,909.4999999999999
2018-05-27,87.69999999999997,826.8999999999999,960.6999999999999
2018-05-28,102.9,794.3499999999999,952.0999999999999
2018-05-29,102.8,732.1,889.9000000000001
2018-05-30,279.2,1203.2999999999997,1631.4
2018-05-31,274.1,1434.9,1854.9
2018-06-01,123.3,929.0999999999998,1118.8
2018-06-02,99.69999999999999,723.5,876.6999999999999
2018-06-03,141.3,996.8999999999999,1212.8000000000002
2018-06-04,131.9,660.4,862.5
2018-06-05,99.6,531.6,684.1999999999999
2018-06-06,156.10000000000002,707.7000000000002,946.9000000000001
2018-06-07,145.29999999999998,848.7500000000001,1071.3500000000001
2018-06-08,125.45,703.65,896.05
2018-06-09,84.5,754.5,884.2
2018-06-10,61.400000000000006,579.1,673.5999999999999
2018-06-11,144.1,757.0,978.0
2018-06-12,73.9,599.4,712.8
2018-06-13,137.8,773.6,985.8
2018-06-14,90.39999999999999,563.0,701.9000000000001
2018-06-15,84.19999999999999,658.6,788.0000000000001
2018-06-16,59.39999999999999,531.4,622.8000000000001
2018-06-17,46.1,397.80000000000007,468.09999999999997
2018-06-18,93.49999999999999,504.3,647.9
2018-06-19,128.4,449.2,645.5
2018-06-20,185.7,472.3,757.3
2018-06-21,74.69999999999999,471.6000000000001,586.0
2018-06-22,107.4,604.2,769.0000000000001
2018-06-23,65.1,604.3000000000001,703.4999999999998
2018-06-24,56.2,659.9999999999999,746.1
2018-06-25,99.3,849.0,1001.1999999999998
2018-06-26,221.1,1197.8999999999996,1537.2000000000003
2018-06-27,167.30000000000004,844.0000000000002,1100.45
2018-06-28,95.9,662.0000000000001,808.8999999999997
2018-06-29,124.7,705.7,896.7
2018-06-30,80.39999999999999,606.0999999999999,729.3
2018-07-01,44.699999999999996,645.3000000000001,713.5000000000001
2018-07-02,92.10000000000001,725.1999999999999,866.4000000000001
2018-07-03,109.9,782.3000000000001,951.0000000000001
2018-07-04,154.39999999999998,869.6,1106.5
2018-07-05,115.10000000000002,1025.0,1201.8
2018-07-06,61.10000000000001,859.5000000000002,953.2
2018-07-07,70.39999999999999,778.3999999999997,886.2999999999998
2018-07-08,34.00000000000001,617.0,669.4
2018-07-09,140.85000000000002,845.4000000000001,1060.95
2018-07-10,96.1,395.79999999999995,543.3000000000001
2018-07-11,65.10000000000001,425.4,525.5
2018-07-12,99.0,794.8500000000001,946.7500000000001
2018-07-13,194.3,1028.2,1325.6999999999998
2018-07-14,69.39999999999999,822.2000000000002,928.5999999999999
2018-07-15,59.500000000000014,598.1,689.8
2018-07-16,77.19999999999999,737.8999999999999,856.5999999999999
2018-07-17,81.19999999999999,490.40000000000003,614.9999999999999
2018-07-18,89.0,670.8,807.5000000000001
2018-07-19,149.2,1097.1999999999998,1326.0
2018-07-20,140.49999999999997,1004.4000000000003,1219.2
2018-07-21,54.2,803.5,886.4
2018-07-22,63.6,717.0999999999999,814.5
2018-07-23,94.79999999999998,672.8,818.0999999999999
2018-07-24,96.09999999999998,680.5999999999999,827.7000000000002
2018-07-25,129.0,847.1999999999999,1044.8
2018-07-26,185.00000000000003,1187.3000000000002,1471.2000000000003
2018-07-27,120.59999999999998,942.5,1127.45
2018-07-28,56.9,326.1000000000001,413.00000000000006
2018-07-29,58.699999999999996,331.3999999999999,421.19999999999993
2018-07-30,187.40000000000003,491.99999999999994,779.2500000000002
2018-07-31,117.1,521.0,700.6999999999999
2018-08-01,153.0,616.3000000000001,851.4
2018-08-02,126.50000000000001,704.5999999999999,898.9999999999999
2018-08-03,178.6,812.5999999999999,1086.3999999999999
2018-08-04,146.50000000000003,632.8,856.6999999999999
2018-08-05,310.40000000000003,904.6000000000003,1380.6000000000001
2018-08-06,271.0,982.8000000000001,1398.5000000000002
2018-08-07,127.9,861.3,1057.1000000000001
2018-08-08,121.99999999999999,500.29999999999995,687.1000000000003
2018-08-09,273.90000000000003,947.2,1367.7
2018-08-10,191.4,704.1999999999999,997.4999999999999
2018-08-11,175.70000000000002,721.3000000000002,990.4000000000001
2018-08-12,104.80000000000001,495.5,656.2000000000002
2018-08-13,132.0,580.8,783.0
2018-08-14,176.40000000000003,665.6,935.9000000000001
2018-08-15,133.09999999999997,542.6000000000001,746.9
2018-08-16,227.90000000000003,681.3,1030.8
2018-08-17,250.20000000000007,695.4,1079.2
2018-08-18,116.30000000000001,519.3999999999999,697.4999999999999
2018-08-19,112.1,402.6,574.0
2018-08-20,151.1,567.0000000000001,798.8000000000002
2018-08-21,135.8,677.4999999999999,885.5999999999998
2018-08-22,182.9,720.9999999999999,1001.0
2018-08-23,169.49999999999997,598.1999999999999,858.6
2018-08-24,175.2,647.8000000000001,915.8999999999999
2018-08-25,182.60000000000002,642.2999999999998,921.6999999999999
2018-08-26,187.1,776.4,1063.3999999999999
2018-08-27,132.39999999999998,593.8,796.6000000000001
2018-08-28,151.19999999999996,740.6999999999999,972.7
2018-08-29,197.6,950.3,1253.2999999999997
2018-08-30,134.29999999999998,685.1000000000001,890.6999999999999
2018-08-31,261.80000000000007,1046.5,1447.4999999999998
2018-09-01,184.09999999999997,970.4000000000001,1252.9999999999998
2018-09-02,189.1,1107.1999999999998,1396.8000000000004
2018-09-03,376.0,1335.8,1912.4000000000003
2018-09-04,106.60000000000001,741.5,904.8999999999997
2018-09-05,96.29999999999998,673.7999999999998,821.1
2018-09-06,173.9,775.2,1041.8999999999999
2018-09-07,180.6,798.5,1075.8999999999999
2018-09-08,117.69999999999999,777.5000000000001,957.8000000000001
2018-09-09,62.2,580.6,676.6
2018-09-10,133.50000000000003,674.7000000000002,879.2000000000002
2018-09-11,152.39999999999998,623.5999999999999,856.8999999999999
2018-09-12,199.8,874.1,1180.2000000000003
2018-09-13,831.7,1179.6000000000001,2455.1
2018-09-14,194.1,981.8000000000001,1279.2
2018-09-15,130.39999999999998,739.3,939.1
2018-09-16,78.9857142857143,629.7928571428572,750.7857142857141
2018-09-17,172.80383795309174,879.3884861407249,1144.7963752665248
2018-09-18,173.42686567164176,925.7194029850748,1191.4746268656718
2018-09-19,155.37313432835825,807.0805970149254,1045.3253731343284
2018-09-20,154.61044776119402,663.1686567164178,900.5179104477613
2018-09-21,172.1,696.3,959.9000000000003
2018-09-22,212.7,907.0,1233.3999999999999
2018-09-23,97.50000000000001,616.4,766.3000000000001
2018-09-24,556.9000000000001,1045.2,1898.9
2018-09-25,1719.6000000000004,1533.8000000000002,4171.0
2018-09-26,350.00000000000006,1431.3999999999999,1968.0000000000002
2018-09-27,400.7,1458.5,2072.6000000000004
2018-09-28,188.5,738.3,1027.8
2018-09-29,486.9,1307.6000000000001,2053.7999999999997
2018-09-30,257.4,859.1999999999999,1253.8
2018-10-01,159.29999999999998,747.5999999999999,991.7
2018-10-02,164.29999999999998,774.5000000000001,1026.1
2018-10-03,388.99999999999994,906.4,1502.9
2018-10-04,251.7,778.9000000000001,1165.2999999999997
2018-10-05,471.49999999999994,1298.9000000000003,2022.2000000000005
2018-10-06,130.00000000000003,794.4,993.3999999999999
2018-10-07,179.20000000000002,832.5999999999999,1107.3000000000002
2018-10-08,195.6,976.4999999999999,1276.2000000000003
2018-10-09,371.9,1331.0999999999997,1901.3999999999996
2018-10-10,962.5999999999999,2026.1999999999996,3502.2000000000003
2018-10-11,126.89999999999999,861.3000000000002,1055.8000000000002
2018-10-12,100.90000000000002,624.0,778.8999999999999
2018-10-13,104.30000000000004,656.0,815.6
2018-10-14,61.7,536.0000000000001,630.7
2018-10-15,265.50000000000006,944.9,1351.8
2018-10-16,264.19999999999993,909.3,1314.1000000000001
2018-10-17,427.8,1200.6,1856.8999999999999
2018-10-18,152.30000000000004,881.3,1114.9
2018-10-19,654.9,1412.3999999999999,2417.2000000000003
2018-10-20,1504.9,1549.4999999999995,3856.6999999999994
2018-10-21,288.7,1026.8999999999999,1469.6000000000001
2018-10-22,295.4,900.0,1352.6000000000001
2018-10-23,343.00000000000006,1040.6,1566.5000000000002
2018-10-24,260.70000000000005,987.4,1387.5
2018-10-25,232.00000000000003,962.8999999999999,1318.7999999999995
2018-10-26,156.10000000000002,945.6000000000001,1184.6999999999998
2018-10-27,137.1,649.0999999999999,859.3
2018-10-28,88.99999999999999,590.0,726.9
2018-10-29,223.09999999999997,891.1,1233.3999999999999
2018-10-30,263.1,882.5999999999999,1286.3000000000004
2018-10-31,993.6000000000004,1404.5000000000002,2927.9000000000005
2018-11-01,655.4000000000001,1314.3,2318.5999999999995
2018-11-02,858.3,1514.4,2830.1
2018-11-03,199.3,1085.5,1391.4
2018-11-04,190.60000000000002,932.6999999999999,1225.2
2018-11-05,1941.6999999999998,1435.8999999999999,4413.2
2018-11-06,584.7000000000002,1067.4999999999998,1963.7999999999997
2018-11-07,262.90000000000003,796.9000000000001,1199.6
2018-11-08,198.0,1003.4,1307.2000000000003
2018-11-09,285.3,902.6000000000001,1339.8
2018-11-10,192.89999999999998,984.9999999999998,1280.6999999999998
2018-11-11,97.30000000000001,756.0,905.0
2018-11-12,232.49999999999997,1107.8000000000002,1464.4
2018-11-13,259.4,1084.1,1481.8
2018-11-14,454.59999999999997,1202.3,1899.1000000000004
2018-11-15,576.0,1100.3,1983.5
2018-11-16,888.2000000000002,1029.7,2391.7000000000003
2018-11-17,691.6,1245.4999999999998,2306.0
2018-11-18,264.7,1003.5999999999999,1408.7
2018-11-19,215.10000000000002,802.3,1132.3
2018-11-20,296.0,943.9999999999999,1397.8999999999996
2018-11-21,832.5999999999999,1201.5,2478.2000000000003
2018-11-22,1839.9,1485.4,4306.099999999999
2018-11-23,1203.8999999999999,1427.6000000000001,3273.6
2018-11-24,497.30000000000007,1259.3999999999996,2022.1999999999996
2018-11-25,197.0,851.0000000000001,1152.9999999999998
2018-11-26,366.4,1098.2,1659.8999999999996
2018-11-27,793.0999999999999,1288.4,2504.2
2018-11-28,154.7,973.8,1211.0
2018-11-29,93.30000000000003,758.6000000000001,901.4
2018-11-30,162.7,1017.4000000000001,1267.0
2018-12-01,132.0,944.1999999999998,1146.4
2018-12-02,77.19999999999999,654.9999999999999,773.6000000000001
2018-12-03,155.2,1005.5,1243.5000000000002
2018-12-04,904.5999999999999,1571.6,2958.2
2018-12-05,534.5999999999999,1243.3,2063.2999999999997
2018-12-06,154.29999999999998,993.0,1229.35
2018-12-07,147.40000000000003,854.5,1080.8
2018-12-08,122.00000000000001,863.2000000000002,1049.8
2018-12-09,89.80000000000001,710.3,848.4
2018-12-10,293.6,1248.1000000000001,1698.3
2018-12-11,1065.9,1571.3000000000004,3205.8000000000006
2018-12-12,452.9,1230.1000000000001,1924.3999999999999
2018-12-13,1102.3,1404.2000000000003,3094.600000000001
2018-12-14,1294.7,1379.8000000000002,3365.1
2018-12-15,267.2,862.9,1272.6
2018-12-16,182.29999999999998,1168.0,1447.6
2018-12-17,403.79999999999995,1302.4,1921.7000000000003
2018-12-18,117.8,754.5,935.1
2018-12-19,198.40000000000003,1090.3,1394.4999999999998
2018-12-20,136.10000000000002,937.0,1145.5999999999997
2018-12-21,116.50000000000001,869.8000000000001,1048.7
2018-12-22,219.3,1179.1,1515.1000000000001
2018-12-23,119.2,883.5000000000001,1066.5
2018-12-24,543.0,1283.3,2115.9
2018-12-25,625.1,1321.8,2280.1
2018-12-26,211.80000000000004,1007.2000000000002,1331.8
2018-12-27,3316.5999999999995,1868.1000000000001,6954.000000000001
2018-12-28,1796.5999999999997,1434.3,4189.099999999999
2018-12-29,309.70000000000005,1174.5,1649.4000000000003
2018-12-30,267.2,1038.0,1448.2
2018-12-31,85.10000000000001,654.8000000000001,785.4000000000001
2019-01-01,101.20000000000002,713.6,868.0999999999999
2019-01-02,146.10000000000002,898.2,1122.3
2019-01-03,134.89999999999998,962.9000000000001,1169.6
2019-01-04,256.3,1110.6000000000001,1503.1000000000004
2019-01-05,175.7,1037.3,1306.4999999999998
2019-01-06,215.89999999999998,1175.8,1506.4999999999998
2019-01-07,186.29999999999998,1161.0,1446.8000000000002
2019-01-08,145.1,927.2999999999998,1149.9
2019-01-09,218.8,1119.0000000000002,1454.3
2019-01-10,720.2,1408.6999999999998,2512.9999999999995
2019-01-11,280.90000000000003,1250.5,1680.8000000000002
2019-01-12,139.6,1029.8999999999999,1244.2
2019-01-13,69.99999999999999,611.8,718.6
2019-01-14,126.80000000000001,905.0999999999998,1099.4
2019-01-15,167.0,1116.3000000000002,1372.6000000000001
2019-01-16,121.10000000000001,868.5999999999999,1054.6
2019-01-17,186.09999999999997,1093.3,1378.6
2019-01-18,651.1999999999998,1435.9000000000003,2434.2000000000007
2019-01-19,370.4000000000001,1043.1,1611.0000000000002
2019-01-20,420.6,1278.9,1923.9999999999998
2019-01-21,1311.6000000000001,1396.1,3406.8
2019-01-22,268.25000000000006,1207.05,1618.45
2019-01-23,400.59999999999997,1280.2000000000003,1894.5000000000002
2019-01-24,1296.5000000000002,1801.2000000000003,3788.9
2019-01-25,556.8999999999999,1470.6999999999998,2324.6000000000004
2019-01-26,105.54999999999998,855.8,1017.8
2019-01-27,49.8,483.09999999999997,559.8000000000001
2019-01-28,280.29999999999995,1093.5,1523.3000000000002
2019-01-29,387.90000000000003,1395.6999999999998,1990.5000000000007
2019-01-30,408.40000000000003,1314.6,1940.3999999999999
2019-01-31,1558.3999999999999,1763.3000000000002,4152.6
2019-02-01,220.29999999999995,1069.3999999999999,1407.6000000000001
2019-02-02,135.7,862.9000000000002,1071.3999999999996
2019-02-03,247.49999999999997,1014.9000000000002,1394.0
2019-02-04,285.20000000000005,1064.1000000000001,1501.8000000000002
2019-02-05,353.2999999999999,1145.7999999999997,1687.4999999999998
2019-02-06,210.39999999999995,1132.4999999999998,1455.0000000000002
2019-02-07,115.20000000000002,797.9,974.8
2019-02-08,87.09999999999998,672.5,805.8000000000001
2019-02-09,81.19999999999999,622.5,746.6999999999999
2019-02-10,78.1,780.6,900.7000000000002
2019-02-11,243.09999999999997,1176.3,1549.5
2019-02-12,245.1,1277.1999999999998,1652.4999999999998
2019-02-13,270.8,1181.5,1597.1000000000001
2019-02-14,1269.0999999999997,1796.3000000000002,3742.4999999999995
2019-02-15,957.0000000000002,1781.6,3249.0999999999995
2019-02-16,199.8,1280.9,1587.3000000000002
2019-02-17,163.6,1101.3,1352.2
2019-02-18,133.3,1088.0,1292.6000000000001
2019-02-19,162.20000000000002,1005.7,1254.1999999999998
2019-02-20,115.19999999999999,892.9999999999999,1069.6999999999998
2019-02-21,130.8,1059.6999999999998,1259.9
2019-02-22,1338.2,1637.2,3688.9999999999995
2019-02-23,904.1000000000001,1502.6,2888.8000000000006
2019-02-24,1535.1000000000004,1977.3999999999999,4331.400000000001
2019-02-25,2157.8,2429.4,5738.200000000001
2019-02-26,2799.4999999999995,2670.7000000000003,6963.0999999999985
2019-02-27,1765.3,2295.0,5001.300000000001
2019-02-28,120.30000000000001,1293.1000000000001,1477.6000000000001
2019-03-01,124.39999999999999,1043.2,1233.7000000000003
2019-03-02,81.4,727.5000000000001,852.9999999999999
2019-03-03,34.10000000000001,464.7,517.1
2019-03-04,114.5,730.9999999999999,906.1
2019-03-05,100.30000000000003,770.5,924.4
2019-03-06,124.1,748.8000000000001,938.8000000000003
2019-03-07,88.0,682.8000000000001,817.9
2019-03-08,153.80000000000004,906.7,1143.0000000000002
2019-03-09,66.30000000000001,693.2,794.7
2019-03-10,53.1,582.9,664.0999999999999
2019-03-11,81.39999999999998,615.9000000000001,740.4999999999999
2019-03-12,84.3,700.9,830.3999999999999
2019-03-13,86.19999999999999,698.4,830.8999999999999
2019-03-14,72.49999999999999,729.6999999999999,841.3
2019-03-15,83.69999999999996,635.2,764.0999999999999
2019-03-16,39.1,412.9,472.79999999999995
2019-03-17,72.39999999999998,669.5999999999999,780.8
2019-03-18,148.79999999999998,1033.5,1262.0000000000002
2019-03-19,147.3,1024.2999999999997,1250.3000000000004
2019-03-20,86.89999999999999,856.4,989.5000000000002
2019-03-21,174.7,884.6999999999998,1152.3
2019-03-22,102.60000000000002,791.9,948.7
2019-03-23,179.4,1062.9,1338.2
2019-03-24,131.30000000000004,911.4999999999999,1113.0
2019-03-25,121.8,790.6999999999999,977.3000000000001
2019-03-26,243.0,1291.0000000000002,1664.2000000000003
2019-03-27,178.0,1056.6999999999998,1329.3999999999994
2019-03-28,203.30000000000007,1274.5000000000002,1586.1
2019-03-29,517.75,1554.3500000000001,2348.5499999999997
2019-03-30,759.4999999999998,1408.8,2573.2
2019-03-31,107.1,683.4,847.4000000000001
2019-04-01,244.4,1092.7,1468.0000000000002
2019-04-02,134.4,1098.8999999999999,1305.3000000000004
2019-04-03,189.90000000000003,1157.1999999999998,1448.6000000000001
2019-04-04,179.40000000000003,960.9,1236.3
2019-04-05,203.6,1092.8999999999999,1405.1000000000001
2019-04-06,113.49999999999999,773.9000000000001,948.0999999999999
2019-04-07,105.10000000000001,645.9000000000001,806.9999999999998
2019-04-08,246.7,1208.2,1586.8
2019-04-09,136.7,837.1999999999999,1046.9999999999998
2019-04-10,114.39999999999999,643.1000000000001,818.4
2019-04-11,175.29999999999998,953.6999999999998,1222.2
2019-04-12,186.10000000000008,1123.4999999999998,1409.0999999999997
2019-04-13,163.80000000000004,961.6999999999998,1212.9
2019-04-14,112.69999999999999,849.7000000000002,1022.4000000000001
2019-04-15,307.00000000000006,1317.3,1788.4
2019-04-16,447.79999999999995,1638.1,2324.5000000000005
2019-04-17,280.26683673469387,1332.3132653061223,1760.1520408163265
2019-04-18,242.55306122448982,1359.538775510204,1728.0367346938776
2019-04-19,229.32857142857142,1307.2285714285715,1655.7428571428572
2019-04-20,216.10408163265302,1254.9183673469388,1583.4489795918366
2019-04-21,202.87959183673468,1202.6081632653063,1511.1551020408162
2019-04-22,189.6551020408163,1150.2979591836736,1438.861224489796
2019-04-23,176.43061224489793,1097.987755102041,1366.5673469387757
2019-04-24,163.20612244897958,1045.677551020408,1294.273469387755
2019-04-25,130.22602040816324,954.4295918367345,1152.9622448979594
2019-04-26,95.6,654.8000000000001,801.2000000000002
2019-04-27,58.2,515.6999999999999,604.8000000000001
2019-04-28,43.1,493.29999999999995,559.6
2019-04-29,195.25,1071.15,1370.5
2019-04-30,231.20000000000002,1341.2000000000003,1696.1
2019-05-01,88.35,940.6500000000001,1076.1499999999999
2019-05-02,74.84999999999998,828.3500000000001,942.8499999999999
2019-05-03,201.7,1024.7,1334.0
2019-05-04,87.10000000000001,658.4999999999999,792.1999999999999
2019-05-05,90.10000000000001,655.0000000000001,793.5
2019-05-06,37.300000000000004,560.9,618.1
2019-05-07,87.7,832.4,966.8000000000001
2019-05-08,132.19999999999996,995.4499999999998,1197.8999999999999
2019-05-09,119.34999999999998,1043.6,1227.3
2019-05-10,82.50000000000001,788.7499999999998,915.2500000000002
2019-05-11,102.54999999999997,820.4999999999999,978.25
2019-05-12,107.3,788.5999999999999,952.6999999999998
2019-05-13,233.06555435952635,1239.9848762109798,1597.2810548977398
2019-05-14,181.03595263724432,1688.82109795479,1967.4897739504845
2019-05-15,179.0518837459634,1656.269967707212,1931.83853606028
2019-05-16,177.06781485468247,1623.7188374596342,1896.1872981700753
2019-05-17,175.0837459634015,1591.1677072120558,1860.536060279871
2019-05-18,173.09967707212056,1558.616576964478,1824.8848223896662
2019-05-19,171.1156081808396,1526.0654467168997,1789.2335844994618
2019-05-20,169.1315392895587,1493.514316469322,1753.5823466092572
2019-05-21,167.1474703982777,1460.9631862217436,1717.9311087190526
2019-05-22,165.16340150699676,1428.4120559741662,1682.2798708288483
2019-05-23,163.17933261571582,1395.8609257265878,1646.6286329386432
2019-05-24,161.19526372443488,1363.3097954790096,1610.977395048439
