MeasurementDateGMT,Tower Hamlets - Blackwall: Nitric Oxide (ug/m3),Tower Hamlets - Blackwall: Nitrogen Dioxide (ug/m3),Tower Hamlets - Blackwall: Oxides of Nitrogen (ug/m3),Tower Hamlets - Blackwall: Ozone (ug/m3),Tower Hamlets - Blackwall: PM10 Particulate (ug/m3),Tower Hamlets - Blackwall: PM2.5 Particulate (ug/m3)
2018-02-18,1204.1999999999998,1652.2,3498.4999999999995,391.90000000000003,788.8,394.6000000000001
2018-02-19,2231.7000000000003,1643.3000000000002,5065.1,293.50000000000006,639.2,394.7
2018-02-20,1444.3000000000002,1267.5000000000002,3482.1,466.70000000000005,476.8,218.89999999999998
2018-02-21,843.5,1074.8,2368.4,550.3000000000001,1246.9,884.7
2018-02-22,375.49999999999994,1015.0,1591.3,761.8999999999999,836.4999999999999,565.2
2018-02-23,536.6000000000001,1163.5000000000002,1986.1000000000001,630.3,762.6000000000001,453.19999999999993
2018-02-24,123.90000000000003,820.0999999999999,1010.5000000000001,837.0999999999998,791.9000000000001,496.30000000000007
2018-02-25,75.39999999999999,509.8,625.0,1214.3999999999999,452.8,204.39999999999998
2018-02-26,248.29999999999998,662.4,1042.9,1196.2,453.9,141.9
2018-02-27,794.2999999999998,1286.6999999999998,2505.0,776.5999999999998,507.40000000000003,191.8
2018-02-28,483.2000000000001,995.6,1736.5,874.2000000000002,584.1999999999999,406.29999999999995
2018-03-01,83.50000000000003,665.8,793.4000000000002,1053.2,1011.1,659.7
2018-03-02,162.59999999999997,948.5,1198.5999999999997,699.8999999999999,1155.35,904.1
2018-03-03,219.5,1155.9,1493.0,348.6000000000001,1841.1999999999998,1548.7
2018-03-04,737.3,1435.3,2565.5,413.20000000000005,649.9999999999999,464.3
2018-03-05,596.8,1308.3999999999999,2223.7999999999997,723.7,534.5,220.49999999999997
2018-03-06,1612.0999999999995,1824.5000000000002,4296.2,550.0999999999997,644.9999999999999,276.90000000000003
2018-03-07,2420.6000000000004,2078.3999999999996,5789.700000000001,408.29999999999995,768.4000000000001,379.09999999999997
2018-03-08,1103.6000000000001,1239.9999999999995,2931.8,956.2000000000002,420.8,130.5
2018-03-09,1224.1999999999998,1518.9999999999995,3396.5,365.79999999999995,633.6,268.0
2018-03-10,917.4000000000001,1348.8,2755.3999999999996,474.5,627.4999999999999,304.6
2018-03-11,434.79999999999995,1274.7,1942.0,399.90000000000003,648.4999999999998,331.6
2018-03-12,1267.6000000000004,1421.8000000000002,3365.500000000001,317.90000000000003,445.00000000000006,248.0
2018-03-13,2260.2999999999997,1754.8,5220.199999999999,416.6,608.8000000000001,305.0
2018-03-14,477.0,1116.2,1847.6000000000001,845.4000000000001,553.4,202.7
2018-03-15,730.3,1474.9,2594.100000000001,601.0000000000001,491.80000000000007,217.50000000000003
2018-03-16,1046.8999999999999,1519.8999999999994,3125.0000000000005,628.3000000000001,698.5999999999999,251.80000000000004
2018-03-17,161.5,541.7000000000002,789.3,1007.2,457.69999999999993,279.50000000000006
2018-03-18,86.60000000000001,484.29999999999995,616.8,1211.2999999999995,666.6499999999999,416.0999999999999
2018-03-19,261.1,732.6999999999999,1132.8,1275.3,601.5999999999999,262.09999999999997
2018-03-20,959.5,1408.3999999999996,2879.9,857.3999999999999,727.3999999999999,213.1
2018-03-21,2254.1,2008.2999999999995,5464.200000000001,508.0,965.0999999999998,389.95000000000005
2018-03-22,1264.4,1495.6000000000004,3434.6000000000004,833.1000000000001,735.0999999999999,284.4
2018-03-23,868.9,1342.3,2674.5000000000005,1019.1999999999998,699.2000000000002,207.5
2018-03-24,324.3,1047.6,1544.9000000000003,459.50000000000006,797.8999999999999,586.4
2018-03-25,1066.1000000000001,1482.8,3117.2999999999997,494.1,1128.0,671.3
2018-03-26,1796.9,2023.8000000000002,4778.799999999999,550.3000000000001,769.9000000000001,287.70000000000005
2018-03-27,1273.4,1452.8,3405.5999999999995,732.5499999999998,578.95,198.6
2018-03-28,1877.4999999999998,1898.6000000000004,4777.099999999999,634.3000000000001,470.3999999999999,216.54999999999998
2018-03-29,1314.2999999999997,1669.7,3685.4999999999995,611.6000000000001,487.95,183.00000000000003
2018-03-30,292.90000000000003,1090.3999999999999,1539.3,796.2999999999998,344.59999999999997,171.60000000000002
2018-03-31,944.8999999999999,1276.7000000000003,2725.7999999999997,663.4000000000001,411.4,216.29999999999995
2018-04-01,536.8,1111.1000000000001,1934.0,799.1000000000001,523.0499999999998,296.49999999999994
2018-04-02,397.09999999999997,1012.6999999999998,1621.6,824.0000000000001,400.2,191.20000000000002
2018-04-03,949.5000000000001,1433.3,2889.1000000000004,700.6000000000001,524.8,232.7
2018-04-04,652.9999999999999,1166.3000000000002,2167.3,985.3999999999999,519.2,177.20000000000002
2018-04-05,1088.2999999999997,1319.1,2988.2000000000003,936.5,441.30000000000007,139.29999999999998
2018-04-06,496.2,1225.2999999999997,1986.1000000000004,820.3999999999999,735.5,329.1
2018-04-07,832.5999999999999,1541.1000000000001,2817.5,448.9,920.2,526.2
2018-04-08,748.0999999999999,1400.8000000000002,2548.3999999999996,419.1,647.3,444.40000000000003
2018-04-09,420.8,1087.1,1732.3,518.6999999999999,711.1000000000001,534.0
2018-04-10,378.5,1140.7999999999997,1720.9999999999998,597.8000000000001,871.1,634.8000000000001
2018-04-11,1077.0,1165.3000000000002,2816.2999999999997,282.5,1314.4,995.8000000000001
2018-04-12,1266.9,1143.2,3086.1,349.9,1141.1999999999998,790.2999999999998
2018-04-13,1783.4999999999995,1630.4499999999998,4365.449999999999,326.59999999999997,962.3,603.4
2018-04-14,566.5,1185.6999999999998,2054.3999999999996,577.6999999999999,1108.3,864.6999999999999
2018-04-15,385.2,1201.6000000000001,1791.9,583.5,824.6000000000001,617.6999999999999
2018-04-16,826.9,1263.0000000000002,2530.9,1010.3000000000001,600.8,231.0
2018-04-17,704.7,1360.9,2442.0000000000005,924.3,591.7,225.7
2018-04-18,898.8000000000001,1523.8999999999999,2901.600000000001,646.4,788.6500000000001,415.2
2018-04-19,1079.7,1936.6000000000001,3591.7000000000003,778.9000000000001,1364.2999999999995,800.3499999999999
2018-04-20,1398.3,1803.1999999999998,3947.0000000000005,737.0499999999998,1248.8,654.4999999999999
2018-04-21,279.9,1294.0000000000002,1723.3999999999999,650.7000000000002,1223.2,874.8000000000001
2018-04-22,419.6,1099.8,1743.1,1028.5,973.1000000000003,622.6000000000001
2018-04-23,923.1,1066.7,2482.3999999999996,1010.1000000000001,437.09999999999997,181.7
2018-04-24,877.8,1013.8000000000001,2359.8,815.5,427.40000000000003,182.3
2018-04-25,939.2,1101.7,2541.5,977.2,479.65,167.0
2018-04-26,1031.5,1191.9,2773.1000000000004,975.3,496.45,191.6
2018-04-27,476.1,1253.9500000000003,1983.6999999999998,642.5,474.9,211.84999999999997
2018-04-28,1149.3999999999999,1480.7999999999997,3242.9999999999995,567.0000000000001,503.69999999999993,276.50000000000006
2018-04-29,348.8,676.3,1211.0,1150.0000000000002,325.09999999999997,147.20000000000002
2018-04-30,1116.55,1375.1499999999996,3086.95,890.3,467.8,206.60000000000002
2018-05-01,1044.9999999999998,1380.5,2982.899999999999,993.1999999999999,554.05,255.65000000000003
2018-05-02,1027.0,1452.4999999999998,3027.4,970.5000000000001,426.80000000000007,200.3
2018-05-03,1660.2,1759.5,4305.1,701.5999999999999,714.3,339.5
2018-05-04,1323.5000000000005,1656.2999999999995,3685.5,810.9500000000003,843.8999999999999,390.1
2018-05-05,425.7999999999999,1150.0999999999997,1802.9000000000003,1337.3000000000002,821.5500000000001,516.85
2018-05-06,267.3,1240.8000000000002,1650.5,1463.6,1012.4999999999999,763.6999999999999
2018-05-07,182.49999999999997,1293.4000000000003,1573.0999999999995,1595.6000000000001,1050.0,832.4
2018-05-08,1212.1,1821.5000000000002,3679.9,863.65,1273.3500000000001,876.3
2018-05-09,1171.4,1315.6999999999998,3111.6000000000004,856.4999999999998,671.8,314.3
2018-05-10,1154.7999999999997,1446.6,3216.7,979.0000000000001,613.3,261.6
2018-05-11,604.7,1237.5,2164.7999999999997,1043.15,630.6,293.2
2018-05-12,954.3000000000001,1590.0999999999997,3053.3,710.3000000000001,633.6,346.3
2018-05-13,994.8000000000001,1511.0,3036.3,650.4,697.4000000000001,433.1
2018-05-14,1026.4,1309.3,2882.7000000000003,953.5,604.0999999999999,263.3
2018-05-15,999.8000000000001,1556.8999999999999,3090.7000000000007,1096.6999999999998,771.0,350.6000000000001
2018-05-16,704.1999999999998,976.4,2055.9999999999995,1017.9,716.8000000000001,276.6000000000001
2018-05-17,580.1,817.7999999999998,1707.2,1079.8000000000002,642.9,231.89999999999998
2018-05-18,657.6000000000001,1070.8,2079.2000000000003,910.8,589.9,242.99999999999997
2018-05-19,467.3,1024.4,1741.3999999999999,942.8999999999999,718.2999999999998,385.70000000000005
2018-05-20,188.29999999999998,836.0999999999998,1124.9,969.6,736.6999999999998,523.9
2018-05-21,479.4999999999999,1250.1000000000001,1985.4999999999995,983.1,948.0000000000001,629.4000000000001
2018-05-22,783.2,1265.7000000000003,2467.1999999999994,1171.6,976.2,516.1000000000001
2018-05-23,754.9,1072.8499999999997,2230.45,1253.4499999999998,872.9000000000001,456.90000000000003
2018-05-24,1054.1999999999998,1378.3000000000002,2995.1,707.6,1017.4,595.8
2018-05-25,1099.1000000000001,1645.8999999999999,3331.0,640.0000000000001,972.4,691.9000000000001
2018-05-26,130.3,601.3,800.8999999999999,1669.3000000000004,1199.7999999999997,1057.9
2018-05-27,189.6,924.8000000000001,1215.7999999999997,1098.3,1020.2176470588233,771.1684782608694
2018-05-28,315.2,857.7999999999998,1341.5000000000002,943.4999999999999,862.6323529411765,763.1347826086957
2018-05-29,661.4999999999999,1025.8000000000002,2040.0,1070.1,795.4999999999998,717.4304347826086
2018-05-30,496.5,1158.4,1919.6999999999994,742.3000000000002,720.6,671.7260869565217
2018-05-31,260.2,1024.9,1423.7000000000003,922.9,991.4999999999999,587.8102173913043
2018-06-01,850.6000000000001,1334.2,2638.6000000000004,649.1,840.5000000000001,407.605
2018-06-02,661.9,1154.1000000000001,2168.6,712.1,524.0999999999999,526.74
2018-06-03,352.9,869.7,1410.7,1014.9,483.59999999999997,621.7799999999999
2018-06-04,477.4,785.9,1517.8999999999999,1053.5000000000002,697.7,426.0876086956522
2018-06-05,405.59999999999997,668.7,1290.8000000000002,1103.8,825.8,303.61739130434785
2018-06-06,416.40000000000003,761.9000000000001,1400.2,1002.4,749.0,292.45000000000005
2018-06-07,417.70000000000005,761.7000000000003,1402.2,978.1999999999997,717.6,364.4500000000001
2018-06-08,438.10000000000014,750.1999999999999,1421.6,1017.3000000000001,641.6999999999998,284.65
2018-06-09,205.9,574.0,889.3,1205.9999999999998,570.3,324.24999999999994
2018-06-10,106.4,428.6000000000001,591.9,1145.4,505.40000000000003,353.24999999999994
2018-06-11,243.6,581.1999999999999,954.8999999999999,967.0,425.59999999999997,95.75
2018-06-12,624.0,848.2,1804.7000000000003,788.6,555.4,258.75
2018-06-13,1092.5,1392.7,3067.7,702.3999999999999,509.80000000000007,248.29999999999998
2018-06-14,1158.3,1253.8000000000002,3029.7000000000003,666.8,575.9,250.49999999999994
2018-06-15,1398.1999999999998,1608.2000000000003,3752.1000000000004,697.2,600.4999999999999,265.1
2018-06-16,615.6999999999999,962.8,1907.0000000000002,873.7,435.29999999999995,188.49999999999997
2018-06-17,420.1,686.2999999999998,1330.3999999999999,859.3,321.50000000000006,170.7
2018-06-18,770.6499999999999,825.7,2007.1000000000001,691.0000000000001,426.15000000000003,364.8279069767442
2018-06-19,967.6,814.0,2296.9,378.9,363.2000000000001,299.30232558139534
2018-06-20,895.3999999999999,713.5999999999999,2086.6,302.79999999999995,390.9,228.30697674418604
2018-06-21,1182.6999999999998,1210.8999999999999,3024.3999999999996,750.9999999999999,542.8,168.36279069767443
2018-06-22,884.0999999999999,1028.8000000000002,2384.0,775.1999999999999,516.8000000000002,190.00000000000003
2018-06-23,775.3,1291.6999999999998,2480.3999999999996,853.6999999999999,525.1499999999999,221.6
2018-06-24,205.0,796.0999999999999,1110.5,1064.7,529.0,362.90000000000003
2018-06-25,875.8500000000001,1748.4999999999998,3091.75,1156.3,650.1500000000001,414.44999999999993
2018-06-26,263.5,849.4,1253.7,902.3,525.5,354.2
2018-06-27,161.6,505.1000000000001,753.0000000000001,1063.0,500.3,311.35662188099803
2018-06-28,371.5,661.8,1231.1999999999998,1175.3999999999999,650.6999999999999,318.9143953934741
2018-06-29,371.9,685.5000000000001,1256.1000000000001,1086.5,546.8,316.48214971209217
2018-06-30,163.4,482.69999999999993,732.9999999999999,1510.5,487.70000000000005,314.0499040307102
2018-07-01,129.10000000000002,627.3000000000001,825.0,1830.1999999999996,572.1999999999999,311.6176583493283
2018-07-02,264.59999999999997,781.4000000000001,1187.1000000000001,1610.8000000000002,506.34999999999997,309.1854126679462
2018-07-03,132.29999999999998,564.2,766.9000000000002,1483.9,458.3,306.75316698656434
2018-07-04,288.7,892.9000000000001,1336.0,1061.3,541.1000000000001,304.3209213051823
2018-07-05,994.1,1899.1999999999998,3423.7,838.2,874.6999999999998,301.8886756238004
2018-07-06,1017.4,1760.2000000000003,3320.5000000000005,995.7,913.9000000000001,299.4564299424184
2018-07-07,576.5999999999999,1528.6,2413.4,1082.8,932.1999999999997,297.02418426103645
2018-07-08,285.79999999999995,945.9,1384.2999999999997,1242.3,536.8,294.59193857965454
2018-07-09,791.6000000000001,1311.1000000000006,2524.9999999999995,660.3000000000002,603.5000000000001,292.1596928982725
2018-07-10,977.7,885.8000000000002,2384.6000000000004,664.9999999999999,549.0,289.72744721689065
2018-07-11,832.5,924.4000000000001,2201.2,777.6,586.3,287.29520153550857
2018-07-12,535.3000000000001,911.9999999999999,1732.5,842.1999999999999,630.1999999999999,284.8629558541267
2018-07-13,316.0,764.7,1249.5,1033.8,517.4,282.4307101727447
2018-07-14,266.0,947.6999999999999,1355.8000000000002,1295.5000000000005,471.2,279.99846449136277
2018-07-15,480.2,1357.8999999999999,2094.4,1310.6999999999996,505.7,277.56621880998074
2018-07-16,984.5499999999998,1590.7499999999998,3100.15,987.6,553.7,275.1339731285989
2018-07-17,921.2000000000002,1032.8999999999999,2445.2,772.6999999999999,377.55,272.7017274472169
2018-07-18,978.8,1398.7000000000003,2899.9000000000005,639.4000000000001,450.9000000000001,270.26948176583494
2018-07-19,540.7999999999998,1176.6000000000001,2005.6999999999998,799.1,475.19999999999993,267.83723608445297
2018-07-20,594.6999999999998,1518.6000000000001,2430.7000000000003,787.3000000000001,521.4499999999998,265.404990403071
2018-07-21,742.6,1791.8,2930.3999999999996,1068.3000000000002,729.4000000000002,262.9727447216891
2018-07-22,633.5000000000001,1396.6999999999998,2368.3,736.4000000000001,511.7999999999999,260.5404990403071
2018-07-23,838.3999999999999,1348.9,2634.3999999999996,733.6999999999999,528.9000000000001,258.1082533589252
2018-07-24,896.8000000000001,1320.8999999999996,2696.0000000000005,801.2000000000002,572.25,255.67600767754317
2018-07-25,719.4,1300.3,2403.6999999999994,828.0000000000002,598.2142857142857,253.24376199616125
2018-07-26,552.6,1561.7999999999997,2409.2000000000003,819.3000000000002,729.5999999999999,250.81151631477928
2018-07-27,1024.3999999999999,1807.0,3377.7000000000003,717.2,647.5857142857143,248.37927063339734
2018-07-28,409.3,625.8999999999999,1253.2999999999997,830.4000000000002,421.4,245.9470249520153
2018-07-29,294.6,501.5,953.4000000000001,646.4000000000002,275.7,243.5147792706334
2018-07-30,833.8000000000001,801.2,2080.0,334.59999999999997,366.0,241.08253358925145
2018-07-31,1091.1,1163.7999999999997,2837.1,542.3000000000001,459.0,238.65028790786948
2018-08-01,945.2999999999998,1098.0999999999997,2547.6000000000004,682.75,480.79999999999995,236.21804222648757
2018-08-02,1005.9,1371.3999999999999,2913.500000000001,644.1000000000001,506.83863636363634,233.7857965451056
2018-08-03,822.9000000000002,1447.4999999999998,2708.9999999999995,705.8,590.6454545454545,231.3535508637236
2018-08-04,583.0000000000001,894.4999999999997,1788.7000000000003,725.7,522.165909090909,228.92130518234165
2018-08-05,117.80000000000001,552.7,734.3000000000001,992.5,428.59999999999997,226.4890595009597
2018-08-06,1034.7,1862.1000000000001,3448.5,857.7,799.5500000000001,224.0568138195777
2018-08-07,992.2,1749.9999999999998,3271.9000000000005,949.5000000000001,683.5999999999999,221.6245681381958
2018-08-08,682.3,908.0,1953.8000000000006,792.8,449.1,219.19232245681383
2018-08-09,1893.7,1531.8000000000002,4435.599999999999,303.9000000000001,598.8,225.00230326295588
2018-08-10,1108.1,1068.1,2767.2999999999997,473.20000000000005,381.2,115.60000000000001
2018-08-11,784.0000000000001,1098.6000000000001,2300.7,505.6,271.0,138.7
2018-08-12,482.5,840.7999999999998,1580.9,627.5,220.29999999999998,101.10000000000001
2018-08-13,1166.7000000000003,1115.3999999999999,2904.899999999999,459.40000000000003,368.6000000000001,175.79999999999998
2018-08-14,1121.8000000000002,1188.6999999999998,2908.8999999999996,561.7,325.75,145.29999999999998
2018-08-15,743.6,912.7,2052.9999999999995,644.9,310.1,148.7
2018-08-16,1108.6,1055.4,2754.9999999999995,376.6,339.3999999999999,164.4
2018-08-17,1116.4,1070.2000000000003,2782.0999999999995,453.00000000000006,355.2,174.4
2018-08-18,579.0999999999999,718.6999999999999,1606.6999999999998,608.3,309.1,155.1
2018-08-19,558.8,655.2,1511.6000000000001,506.8,268.3,145.09999999999997
2018-08-20,1175.9999999999998,1059.8,2862.8,317.24999999999994,341.3,175.79999999999998
2018-08-21,1042.2,1203.0,2800.5,447.90000000000003,322.9000000000001,161.59999999999997
2018-08-22,1013.2,948.6999999999999,2502.6,353.79999999999995,361.5,201.19999999999996
2018-08-23,1036.6000000000001,923.6,2513.5,467.59999999999997,331.59999999999997,145.8
2018-08-24,969.9,960.2,2447.5,590.8999999999999,302.09999999999997,106.60000000000002
2018-08-25,1257.6,1211.6000000000001,3140.1,499.39999999999986,328.3999999999999,168.70000000000002
2018-08-26,746.5,987.6000000000001,2132.2999999999993,428.09999999999997,256.9000000000001,159.59999999999997
2018-08-27,544.8,703.0000000000001,1538.3,611.8,185.09999999999997,99.0
2018-08-28,1496.4999999999998,1482.4999999999995,3777.2999999999997,378.30000000000007,312.79999999999995,191.10000000000002
2018-08-29,1841.6000000000001,1587.8,4410.800000000001,279.0,498.9,291.29999999999995
2018-08-30,1237.4999999999998,1178.8999999999999,3076.3,436.3999999999999,469.3999999999999,237.89999999999998
2018-08-31,709.3,1033.3,2121.0,525.2,472.2,252.40000000000006
2018-09-01,785.8499999999999,1345.55,2550.4,697.3000000000001,500.7999999999999,334.00000000000006
2018-09-02,315.4999999999999,1027.4999999999998,1511.2,975.3999999999999,534.0000000000001,382.4
2018-09-03,1047.0,1603.9999999999998,3208.9999999999995,765.0,655.8999999999997,437.6
2018-09-04,872.1999999999998,1248.6,2586.0000000000005,803.1,617.5999999999998,363.00000000000006
2018-09-05,952.4,1179.3,2639.7999999999997,735.8,514.0,262.3
2018-09-06,1395.4999999999995,1312.0,3452.2000000000003,486.20000000000005,584.1999999999999,315.9000000000001
2018-09-07,1192.9999999999995,1202.1,3031.2,586.6000000000001,320.1,169.9
2018-09-08,644.6999999999999,1023.3000000000002,2011.8000000000002,646.4,258.90000000000003,144.0
2018-09-09,505.60000000000014,895.8,1671.0000000000002,833.5999999999999,252.00000000000003,140.5
2018-09-10,767.7,886.3000000000001,2063.8,805.7,304.0,129.6
2018-09-11,721.8,772.5000000000001,1879.4,712.8999999999997,328.59999999999997,181.39999999999998
2018-09-12,1563.8,1303.1999999999998,3701.0,510.09999999999997,283.0536977491962,217.00000000000003
2018-09-13,2670.2000000000003,1757.1000000000001,5851.5999999999985,230.89999999999998,398.14533762057886,353.6
2018-09-14,1016.1000000000001,1167.4,2726.2000000000003,479.70000000000005,467.0430868167203,139.7
2018-09-15,846.3,1141.4999999999998,2439.1,530.5,535.9408360128617,199.60000000000005
2018-09-16,582.0999999999999,1054.2,1946.6,753.2000000000002,604.8385852090033,145.0
2018-09-17,825.8000000000002,1366.8000000000004,2632.899999999999,757.5,673.7363344051447,197.6
2018-09-18,608.1,969.4000000000001,1902.0999999999997,833.3000000000001,742.6340836012863,159.50000000000006
2018-09-19,695.0000000000001,901.5,1967.0000000000005,737.1000000000001,811.5318327974276,202.99999999999997
2018-09-20,738.9999999999998,962.3,2095.0,755.1999999999999,880.4295819935691,205.79999999999998
2018-09-21,884.9000000000001,949.1999999999999,2305.8,799.3000000000001,949.3273311897107,108.65
2018-09-22,584.6999999999999,934.9999999999999,1831.4000000000003,638.7999999999998,1018.2250803858522,117.3
2018-09-23,941.5,1129.1000000000001,2572.7999999999997,597.5,1087.1228295819933,157.7
2018-09-24,2704.3,1754.1,5900.7,305.1000000000001,1156.0205787781351,276.5
2018-09-25,3049.6,1924.2,6599.5,297.6,686.0508038585209,398.69999999999993
2018-09-26,1709.2,1972.0999999999997,4592.6,393.5,519.6999999999999,298.2
2018-09-27,1922.6999999999998,2086.4999999999995,5034.799999999999,459.69999999999993,642.8999999999999,388.8
2018-09-28,773.6999999999999,978.2000000000002,2164.6000000000004,619.4,368.29999999999995,167.99999999999997
2018-09-29,1859.1000000000001,1751.8999999999999,4602.400000000001,302.50000000000006,569.3,335.8
2018-09-30,1054.7000000000003,1332.7,2949.9,509.4,381.1000000000001,249.89999999999998
2018-10-01,1444.2,1313.6,3528.2000000000007,544.7,343.8,168.7
2018-10-02,1145.8,1049.6,2806.5999999999995,624.6999999999999,272.2,124.59999999999998
2018-10-03,2485.3999999999996,1591.3,5402.799999999999,273.5,394.30000000000007,249.7
2018-10-04,1650.8999999999999,1244.6,3775.9,172.7,441.6,303.3
2018-10-05,1781.1999999999998,1684.3000000000002,4415.400000000001,216.1,699.6999999999999,483.8
2018-10-06,836.6,1088.3999999999999,2371.2000000000003,640.6,337.30000000000007,239.00000000000006
2018-10-07,970.3000000000001,1251.4,2740.0,499.99999999999994,305.29999999999995,176.6
2018-10-08,1299.9000000000003,1388.3999999999999,3381.6,524.9000000000001,305.1,163.5
2018-10-09,1762.8,1803.7000000000003,4506.500000000001,355.2,517.7000000000002,338.19999999999993
2018-10-10,918.3,1505.2999999999997,2913.4999999999995,298.09999999999997,1132.8,911.1000000000001
2018-10-11,684.1,1117.8,2166.5,610.1,370.69999999999993,268.7
2018-10-12,604.9999999999999,1003.8000000000002,1931.6000000000004,791.5,321.8999999999999,157.8
2018-10-13,389.9,883.3,1481.1,833.6999999999999,252.70000000000005,178.70000000000002
2018-10-14,584.4999999999999,896.0999999999999,1791.9999999999998,790.0000000000001,171.00000000000003,122.10000000000001
2018-10-15,1027.4,1024.8999999999999,2600.4,412.59999999999997,355.2,292.6
2018-10-16,1194.0888888888887,932.2111111111111,2763.0333333333338,441.4000000000001,521.1,363.40000000000003
2018-10-17,1908.411111111111,1560.5388888888888,4487.016666666666,355.6,533.8,369.69999999999993
