MeasurementDateGMT,Ealing - Hanger Lane Gyratory: Nitric Oxide (ug/m3),Ealing - Hanger Lane Gyratory: Nitrogen Dioxide (ug/m3),Ealing - Hanger Lane Gyratory: Oxides of Nitrogen (ug/m3),Ealing - Hanger Lane Gyratory: PM10 Particulate (ug/m3)
2018-01-27,3681.0000000000005,1962.3999999999999,7606.499999999999,642.6
2018-01-28,1385.9,1191.8,3316.7999999999993,256.59999999999997
2018-01-29,2980.2999999999997,1709.7,6279.399999999999,415.2
2018-01-30,8051.300000000002,2790.6,15135.900000000001,1151.2999999999997
2018-01-31,2603.0,1587.6,5578.5,340.30000000000007
2018-02-01,3299.4999999999995,1655.9999999999998,6715.1,610.7
2018-02-02,4502.1,2047.6499999999999,8950.899999999998,906.4
2018-02-03,3800.4999999999995,2293.7999999999997,8121.000000000001,531.4
2018-02-04,195.00000000000003,642.1999999999999,940.6,177.50000000000003
2018-02-05,341.29999999999995,959.5999999999999,1482.6,328.90000000000003
2018-02-06,1326.3999999999999,1401.7000000000003,3435.5,643.8000000000001
2018-02-07,4367.2,2242.7,8939.2,1023.6999999999999
2018-02-08,5807.199999999999,2611.6999999999994,11516.300000000001,1144.0000000000002
2018-02-09,3737.9000000000005,1983.5,7714.999999999998,541.5
2018-02-10,4064.4,2181.6,8413.8,492.79999999999995
2018-02-11,2059.7000000000003,1406.7999999999997,4565.2,310.9
2018-02-12,5283.700000000001,2499.0,10600.5,900.6
2018-02-13,3892.7000000000007,2192.0000000000005,8160.7,377.7
2018-02-14,4593.6,2179.8,9223.500000000004,528.1000000000001
2018-02-15,4040.5000000000005,2172.7999999999997,8368.099999999999,682.3000000000001
2018-02-16,6163.299999999999,2898.7000000000003,12348.900000000001,1065.2
2018-02-17,4499.500000000001,2716.5000000000005,9615.8,1131.3
2018-02-18,4210.0,2719.7999999999997,9174.799999999997,953.5000000000001
2018-02-19,4771.549999999999,2169.4,9485.65,829.1
2018-02-20,1313.9999999999998,1094.7,3109.4999999999995,385.70000000000016
2018-02-21,668.0,1106.0,2130.1000000000004,977.0000000000001
2018-02-22,218.90000000000006,912.0,1248.0,835.4
2018-02-23,357.6,1043.5,1591.5999999999997,1191.2999999999995
2018-02-24,188.19999999999993,830.5,1119.4,1064.4
2018-02-25,82.79999999999998,469.2,596.0,399.4
2018-02-26,212.1,663.3000000000001,987.8000000000001,549.0000000000001
2018-02-27,599.8000000000002,1213.9,2133.9000000000005,586.3000000000001
2018-02-28,437.0000000000001,961.4,1631.4,717.6000000000001
2018-03-01,149.39999999999998,664.4999999999999,893.4,1060.0
2018-03-02,191.9,892.3,1186.8000000000002,1194.4
2018-03-03,255.19999999999996,1107.3,1498.2000000000003,1403.3
2018-03-04,2586.8,2158.6,6124.800000000001,1321.5999999999997
2018-03-05,3640.0000000000005,2115.9000000000005,7696.9,981.6
2018-03-06,5196.700000000001,2623.6,10591.8,969.5999999999999
2018-03-07,5183.099999999999,2629.2,10576.599999999999,984.1000000000003
2018-03-08,2797.2000000000003,1799.8999999999999,6089.200000000001,627.2
2018-03-09,2213.1000000000004,1914.3999999999996,5300.000000000001,879.6
2018-03-10,4595.299999999999,2362.1,9408.300000000001,942.6999999999999
2018-03-11,742.4,1454.3999999999999,2592.7999999999997,618.3999999999999
2018-03-12,2289.2999999999993,1654.0,5164.199999999998,418.59999999999997
2018-03-13,4960.299999999999,2254.6,9860.400000000001,985.1000000000001
2018-03-14,2652.9,1907.4000000000003,5975.2,718.5999999999999
2018-03-15,2828.8999999999996,2036.7000000000003,6373.700000000001,854.1999999999999
2018-03-16,3984.0,2324.3000000000006,8433.1,919.0000000000001
2018-03-17,103.1,516.7,674.6,413.7
2018-03-18,98.0,492.9,643.1999999999998,646.8
2018-03-19,156.5,616.3,856.0,655.3000000000001
2018-03-20,568.6,1083.05,1954.9499999999996,595.6999999999999
2018-03-21,5624.7,2604.1000000000004,11228.3,1415.1
2018-03-22,3851.9,2113.0,8019.299999999999,1260.5000000000002
2018-03-23,3849.1,2196.9,8099.000000000001,1183.3999999999999
2018-03-24,705.7,1268.7,2351.1,688.7
2018-03-25,1778.6000000000001,1411.1000000000001,4138.2,1131.3
2018-03-26,4928.500000000001,2696.5,10253.8,1118.0
2018-03-27,3920.0,2213.1000000000004,8224.2,731.6999999999999
2018-03-28,5297.300000000002,2721.3000000000006,10843.5,709.1
2018-03-29,4579.499999999999,2546.0,9567.5,845.7
2018-03-30,876.7000000000002,1332.0000000000002,2676.2999999999997,259.29999999999995
2018-03-31,3301.4,1828.2,6889.800000000001,444.3999999999999
2018-04-01,2111.6000000000004,1624.9999999999998,4862.499999999999,489.70000000000005
2018-04-02,3602.3,2218.9,7742.8,594.4
2018-04-03,3725.0,2101.3,7812.600000000001,695.0999999999999
2018-04-04,2726.3,1834.8000000000004,6014.600000000001,601.1000000000003
2018-04-05,3722.2000000000003,2107.5,7814.9,609.3999999999999
2018-04-06,2513.8500000000004,2136.05,5991.049999999999,795.5999999999999
2018-04-07,2436.2,2212.9,5948.799999999999,994.6999999999999
2018-04-08,2166.2000000000003,1721.6,5043.399999999998,628.5999999999999
2018-04-09,321.59999999999997,1217.3,1710.6999999999998,545.5
2018-04-10,242.80000000000004,1056.1000000000001,1428.6,652.8000000000001
2018-04-11,627.0000000000001,1055.7000000000003,2017.0000000000005,985.4
2018-04-12,903.9000000000001,1017.9,2403.4000000000005,888.5
2018-04-13,5603.4,2281.2000000000003,10872.6,1324.6000000000001
2018-04-14,2639.100000000001,1867.1000000000001,5913.800000000001,1257.7999999999997
2018-04-15,2436.1000000000004,1987.1000000000004,5722.499999999999,978.7
2018-04-16,3395.9,2087.2999999999997,7294.500000000001,925.1000000000001
2018-04-17,3335.8999999999996,2076.2,7191.400000000001,780.8499999999999
2018-04-18,3604.0000000000005,1806.5000000000002,7332.500000000001,1008.05
2018-04-19,1671.7000000000003,1538.8000000000002,4102.0,1440.5000000000005
2018-04-20,2634.7000000000003,1405.9000000000003,5445.5,1252.0
2018-04-21,666.6000000000001,1181.9,2204.4,1316.4
2018-04-22,1257.4,1303.2,3231.8000000000006,922.2
2018-04-23,2688.100000000001,1622.1999999999996,5744.000000000001,644.1999999999999
2018-04-24,2595.6999999999994,1400.6,5380.400000000001,607.2
2018-04-25,2433.2000000000003,1445.6000000000001,5176.200000000001,662.0999999999999
2018-04-26,2642.5,1628.2,5680.200000000002,900.1999999999998
2018-04-27,2548.9999999999995,1879.4,5787.600000000001,605.8000000000001
2018-04-28,985.1000000000001,1217.3999999999999,2727.5,268.7
2018-04-29,219.9,516.8999999999999,854.0000000000001,209.19999999999993
2018-04-30,1439.7999999999997,1121.6,3329.2,492.99999999999994
2018-05-01,3731.6,2088.1,7809.8,734.3000000000002
2018-05-02,3234.6000000000004,1911.4,6871.099999999999,517.6000000000001
2018-05-03,4226.9,2082.3,8563.9,879.4
2018-05-04,3599.5,2140.8,7660.2,983.0999999999999
2018-05-05,1221.8999999999999,1532.0000000000002,3405.9000000000005,860.7999999999998
2018-05-06,588.0,1397.3999999999999,2299.0999999999995,964.9
2018-05-07,509.29999999999984,1477.5000000000005,2258.2999999999997,1119.4
2018-05-08,2786.7,2549.4999999999986,6822.699999999998,1422.0999999999997
2018-05-09,3085.1,1935.9999999999998,6666.300000000002,1019.5
2018-05-10,2901.0,1971.3,6419.5999999999985,773.0000000000001
2018-05-11,3529.0999999999995,2269.6,7680.299999999999,981.0999999999998
2018-05-12,3301.4,2285.5,7348.0,841.9999999999999
2018-05-13,2575.8,1833.6000000000004,5783.3,798.3
2018-05-14,1131.2000000000003,1140.7000000000003,2875.4999999999995,456.70000000000005
2018-05-15,999.0000000000001,1246.1,2777.9000000000005,419.3000000000001
2018-05-16,476.90000000000003,679.6,1411.0,506.40000000000015
2018-05-17,446.09999999999997,678.0,1361.6999999999998,465.00000000000006
2018-05-18,840.8999999999999,1159.7,2449.1000000000004,499.5
2018-05-19,1416.1000000000001,1375.5000000000005,3546.8000000000006,659.5
2018-05-20,1086.9,1336.2,3002.7999999999997,632.9
2018-05-21,486.30000000000007,1185.4,1930.6000000000001,726.9000000000001
2018-05-22,531.4500000000002,919.15,1734.7,673.3000000000001
2018-05-23,516.0,878.7000000000002,1670.0999999999997,664.0
2018-05-24,1691.5999999999997,1389.7999999999997,3983.3000000000006,878.9999999999999
2018-05-25,2314.7,1841.4999999999998,5390.9,878.7
2018-05-26,169.7,701.4000000000001,961.6999999999999,937.1
2018-05-27,1736.0,1879.6000000000001,4541.4,908.8
2018-05-28,566.7,1054.1000000000001,1923.6,841.4000000000001
2018-05-29,588.4448275862068,1051.972906403941,1953.900328407225,584.3000000000001
2018-05-30,783.6965517241381,1298.600985221675,2499.3018062397373,732.5
2018-05-31,814.151724137931,1300.870935960591,2548.2633825944167,915.6
2018-06-01,844.6068965517242,1303.1408866995075,2597.2249589490957,1041.5000000000002
2018-06-02,875.0620689655171,1305.4108374384236,2646.1865353037756,583.4
2018-06-03,905.5172413793103,1307.6807881773398,2695.1481116584564,505.70000000000005
2018-06-04,935.9724137931034,1309.9507389162563,2744.1096880131367,446.29999999999995
2018-06-05,966.4275862068965,1312.2206896551725,2793.071264367817,480.8
2018-06-06,996.8827586206896,1314.4906403940886,2842.0328407224965,637.4
2018-06-07,1027.3379310344828,1316.760591133005,2890.994417077176,571.5000000000001
2018-06-08,1057.7931034482758,1319.030541871921,2939.955993431856,555.2
2018-06-09,1088.248275862069,1321.3004926108374,2988.9175697865353,542.6
2018-06-10,1118.7034482758622,1323.5704433497538,3037.879146141215,434.40000000000003
2018-06-11,1149.158620689655,1325.8403940886699,3086.8407224958946,392.4
2018-06-12,1179.6137931034482,1328.1103448275862,3135.8022988505736,377.2
2018-06-13,1210.0689655172414,1330.3802955665026,3184.763875205253,792.1
2018-06-14,1240.5241379310344,1332.6502463054187,3233.7254515599334,703.3000000000001
2018-06-15,1270.9793103448276,1334.9201970443348,3282.6870279146137,773.9999999999999
2018-06-16,1301.4344827586208,1337.1901477832514,3331.648604269294,568.9000000000001
2018-06-17,1331.8896551724138,1339.4600985221675,3380.6101806239744,444.20000000000005
2018-06-18,1362.3448275862067,1341.7300492610839,3429.571756978655,584.9000000000001
2018-06-19,1392.7999999999997,1344.0,3478.533333333334,583.4
2018-06-20,1423.2551724137932,1346.2699507389164,3527.4949096880136,523.6999999999999
2018-06-21,1453.7103448275864,1348.5399014778325,3576.456486042693,420.7999999999999
2018-06-22,1484.1655172413793,1350.8098522167488,3625.418062397373,457.20000000000005
2018-06-23,1514.6206896551723,1353.079802955665,3674.3796387520524,596.5999999999999
2018-06-24,1545.0758620689653,1355.3497536945813,3723.341215106732,459.1
2018-06-25,1575.5310344827585,1357.6197044334976,3772.302791461411,637.8000000000002
2018-06-26,1605.9862068965517,1359.8896551724138,3821.2643678160907,545.6
2018-06-27,1636.4413793103447,1362.1596059113301,3870.225944170771,415.2999999999999
2018-06-28,1666.8965517241377,1364.4295566502462,3919.1875205254523,499.9999999999999
2018-06-29,1697.3517241379311,1366.6995073891626,3968.1490968801318,375.69999999999993
2018-06-30,1727.806896551724,1368.9694581280787,4017.110673234812,415.69999999999993
2018-07-01,1758.262068965517,1371.2394088669953,4066.0722495894925,450.79999999999995
2018-07-02,1788.7172413793103,1373.5093596059114,4115.033825944171,572.55
2018-07-03,1819.1724137931033,1375.7793103448275,4163.995402298851,441.9
2018-07-04,1849.6275862068967,1378.0492610837439,4212.95697865353,697.8000000000002
2018-07-05,1880.0827586206897,1380.31921182266,4261.91855500821,898.8
2018-07-06,1910.5379310344827,1382.5891625615766,4310.880131362889,794.1000000000001
2018-07-07,1940.993103448276,1384.8591133004927,4359.841707717569,857.2
2018-07-08,1971.448275862069,1387.1290640394088,4408.803284072248,474.00000000000006
2018-07-09,2001.9034482758618,1389.3990147783252,4457.76486042693,639.4
2018-07-10,2032.358620689655,1391.6689655172413,4506.726436781609,357.79999999999995
2018-07-11,2062.8137931034485,1393.9389162561577,4555.688013136291,380.59999999999997
2018-07-12,2093.2689655172417,1396.2088669950742,4604.6495894909685,502.1
2018-07-13,2123.7241379310344,1398.4788177339904,4653.61116584565,506.9000000000001
2018-07-14,2154.1793103448276,1400.7487684729062,4702.572742200328,674.2
2018-07-15,2184.634482758621,1403.0187192118226,4751.534318555009,555.3000000000001
2018-07-16,2215.0896551724136,1405.288669950739,4800.495894909687,566.6
2018-07-17,2245.544827586207,1407.5586206896553,4849.457471264368,538.9000000000001
2018-07-18,2276.0000000000005,1409.8285714285714,4898.419047619046,721.8
2018-07-19,2306.455172413793,1412.0985221674875,4947.380623973727,598.6999999999999
2018-07-20,2336.9103448275864,1414.368472906404,4996.342200328405,744.2
2018-07-21,2367.3655172413796,1416.63842364532,5045.303776683086,686.5999999999998
2018-07-22,2397.820689655172,1418.9083743842366,5094.265353037768,491.9000000000001
2018-07-23,2428.2758620689656,1421.1783251231527,5143.226929392446,636.6
2018-07-24,2458.731034482759,1423.448275862069,5192.18850574713,585.5000000000001
2018-07-25,2489.1862068965515,1425.7182266009852,5241.150082101806,578.4
2018-07-26,2519.6413793103447,1427.9881773399013,5290.111658456488,814.2000000000002
2018-07-27,2550.0965517241384,1430.258128078818,5339.073234811165,743.2
2018-07-28,2580.5517241379307,1432.528078817734,5388.034811165847,423.1
2018-07-29,2611.0068965517244,1434.7980295566504,5436.996387520524,313.69999999999993
2018-07-30,2641.4620689655176,1437.0679802955667,5485.957963875206,450.0999999999999
2018-07-31,2671.9172413793103,1439.3379310344828,5534.919540229885,473.70000000000005
2018-08-01,2702.3724137931035,1441.6078817733992,5583.881116584565,541.0999999999999
2018-08-02,2732.8275862068967,1443.8778325123155,5632.842692939243,622.4000000000001
2018-08-03,2763.2827586206895,1446.1477832512317,5681.804269293923,563.6
2018-08-04,2793.7379310344827,1448.417733990148,5730.765845648607,286.90000000000003
2018-08-05,2824.193103448276,1450.6876847290641,5779.727422003284,388.40000000000003
2018-08-06,2854.6482758620687,1452.9576354679805,5828.688998357968,625.472448979592
2018-08-07,2885.1034482758623,1455.2275862068968,5877.650574712643,586.8734693877551
2018-08-08,2915.558620689655,1457.497536945813,5926.612151067326,475.6540816326531
2018-08-09,2946.0137931034483,1459.767487684729,5975.573727422002,548.05
2018-08-10,2976.468965517242,1462.0374384236454,6024.5353037766845,482.50000000000006
2018-08-11,3006.9241379310347,1464.3073891625618,6073.496880131361,561.2
2018-08-12,3037.3793103448274,1466.577339901478,6122.458456486043,463.4
2018-08-13,2726.4103448275864,1493.0399014778327,5672.889819376028,491.69999999999993
2018-08-14,2830.3999999999996,1555.8999999999999,5895.500000000001,523.0
2018-08-15,2311.3,1377.0999999999997,4921.699999999999,427.3
2018-08-16,3498.0999999999995,1507.8000000000002,6870.899999999999,483.2000000000001
2018-08-17,3212.7000000000003,1506.2,6432.500000000001,516.1
2018-08-18,2101.4000000000005,1197.7000000000003,4420.400000000001,419.00000000000006
2018-08-19,1307.1,833.8,2838.2,323.70000000000005
2018-08-20,2875.7999999999997,1484.1000000000004,5893.7,404.99999999999994
2018-08-21,3733.4000000000005,2012.7,7736.7,311.62671166827386
2018-08-22,3213.1,1496.5,6423.200000000001,254.1049180327869
2018-08-23,2724.8000000000006,1327.85,5505.65,260.60366441658635
2018-08-24,2470.7999999999997,1304.0,5092.1,267.1024108003857
2018-08-25,3053.1,1513.1999999999996,6194.799999999999,273.6011571841852
2018-08-26,2283.7,1360.1999999999996,4861.3,280.09990356798454
2018-08-27,1808.0000000000002,1147.0999999999997,3919.2999999999997,286.59864995178407
2018-08-28,4799.000000000001,2212.5,9570.7,293.0973963355834
2018-08-29,3438.6000000000004,1724.5,6997.299999999999,299.5961427193829
2018-08-30,1892.3999999999999,1251.7,4153.3,306.09488910318225
2018-08-31,1163.2,1268.6,3052.2999999999997,312.5936354869817
2018-09-01,3096.5000000000005,2275.1000000000004,7022.8,319.0923818707811
2018-09-02,1377.3999999999996,1680.9,3793.400000000001,325.59112825458055
2018-09-03,2586.1000000000004,1999.5999999999995,5965.199999999998,332.0898746383799
2018-09-04,591.4000000000002,946.4999999999999,1853.5999999999997,338.5886210221794
2018-09-05,735.7,947.9000000000001,2076.4,345.08736740597874
2018-09-06,2842.8999999999996,1513.9000000000003,5872.799999999999,351.5861137897782
2018-09-07,2802.3,1580.2,5876.900000000001,358.0848601735776
2018-09-08,2857.9000000000005,1655.6,6037.6,364.58360655737704
2018-09-09,1645.2,1325.1,3847.999999999999,371.08235294117645
2018-09-10,2130.7,1315.7999999999997,4583.0999999999985,377.58109932497587
2018-09-11,2015.2499999999998,1134.6500000000003,4224.45,384.07984570877534
2018-09-12,2483.3,1375.9,5183.3,390.57859209257475
2018-09-13,4935.200000000001,1900.6000000000001,9467.999999999998,397.07733847637417
2018-09-14,3135.1,1668.3000000000002,6475.800000000001,403.5760848601736
2018-09-15,3404.7,1878.6999999999998,7099.700000000001,410.074831243973
2018-09-16,2099.6,1506.1,4725.7,416.57357762777247
2018-09-17,3251.099999999999,2048.5000000000005,7033.600000000001,423.0723240115718
2018-09-18,1719.6000000000001,1179.9999999999998,3817.1,429.5710703953713
2018-09-19,1848.3000000000004,1112.8000000000002,3946.7999999999997,436.06981677917065
2018-09-20,1973.6000000000001,1112.9,4139.399999999999,442.56856316297007
2018-09-21,1895.2999999999997,1142.3,4048.5999999999995,449.0673095467695
2018-09-22,1700.8999999999999,1239.0000000000002,3846.5,455.56605593056906
2018-09-23,1274.0,1030.8,2984.8,462.0648023143683
2018-09-24,4521.4,1883.1,8815.8,468.5635486981678
2018-09-25,7645.699999999999,2586.7999999999997,14310.099999999999,475.0622950819672
2018-09-26,4913.7,2536.4999999999995,10071.4,481.5610414657667
2018-09-27,3921.5,2305.3999999999996,8318.699999999999,488.0597878495661
2018-09-28,442.40000000000003,766.0,1444.4,494.55853423336544
2018-09-29,4631.799999999999,2347.3,9449.199999999999,501.0572806171649
2018-09-30,2730.599999999999,1582.4,5769.200000000001,507.5560270009643
2018-10-01,2605.6000000000004,1464.6,5459.900000000001,514.0547733847637
2018-10-02,2209.6,1338.6000000000001,4727.0,520.5535197685631
2018-10-03,4142.8,1823.1,8175.800000000001,629.746094503375
2018-10-04,4471.799999999999,1658.75,8514.85,737.35
2018-10-05,3807.3,2150.8,7988.5,955.0999999999999
2018-10-06,757.3000000000001,875.0999999999999,2036.6999999999998,360.09999999999997
2018-10-07,2104.1,1360.0,4586.2,392.9
2018-10-08,3512.200000000001,1833.6,7219.099999999998,504.20000000000005
2018-10-09,4617.500000000001,2308.2000000000003,9388.6,681.9
2018-10-10,985.3,1670.1000000000001,3181.0999999999995,980.7999999999998
2018-10-11,3663.2000000000003,1982.9,7600.299999999998,706.5000000000001
2018-10-12,2423.3999999999996,1400.5,5116.400000000001,553.3
2018-10-13,2257.8000000000006,1477.6999999999998,4939.900000000001,561.8000000000001
2018-10-14,575.5000000000001,813.1999999999999,1695.3999999999999,192.9
2018-10-15,480.30000000000007,945.4,1682.1000000000001,260.70000000000005
2018-10-16,3833.5999999999995,1785.9999999999998,7664.1,835.0000000000001
2018-10-17,3631.9,1746.85,7315.200000000001,525.3
2018-10-18,561.0,1055.5,1914.9999999999998,407.0
2018-10-19,5760.199999999999,2379.1999999999994,11211.3,931.9000000000001
2018-10-20,6670.5,2421.3,12648.900000000001,1118.8999999999999
2018-10-21,3414.1000000000004,1747.3,6981.899999999999,679.4
2018-10-22,2951.5000000000005,1567.4,6092.8,627.7
2018-10-23,3607.4,1688.4,7219.5,661.5000000000001
2018-10-24,4502.799999999999,1916.6,8820.699999999999,746.6999999999999
2018-10-25,4292.6,1959.9000000000003,8541.800000000001,707.9000000000001
2018-10-26,3205.5,1697.1,6612.1,437.00000000000006
2018-10-27,1197.8,986.5,2822.6999999999994,215.89999999999998
2018-10-28,239.79999999999998,669.3,1037.1,121.0
2018-10-29,665.6,1007.6000000000001,2027.7000000000003,252.89999999999998
2018-10-30,3029.0000000000005,1307.3999999999999,5951.700000000001,461.6000000000001
2018-10-31,3759.2000000000003,1823.6,7587.499999999999,635.3
2018-11-01,5447.300000000001,2059.6,10411.6,632.4
2018-11-02,7031.7,2534.0,13315.600000000004,1156.7999999999997
2018-11-03,3429.999999999999,2073.4999999999995,7332.499999999999,794.3000000000001
2018-11-04,2524.499999999999,1719.3999999999999,5590.500000000001,768.9000000000001
2018-11-05,1703.3000000000002,1220.3999999999999,3832.2,1125.1
2018-11-06,3932.2999999999997,1736.2,7766.0,879.0
2018-11-07,3745.4000000000005,1660.1999999999998,7403.599999999999,429.4
2018-11-08,3232.7999999999997,1923.0,6879.699999999999,680.7000000000002
2018-11-09,2633.8,1656.7000000000003,5695.4000000000015,611.1000000000001
2018-11-10,3668.8,2017.8999999999999,7643.0,554.1
2018-11-11,2266.4,1597.3000000000002,5072.4000000000015,371.4000000000001
2018-11-12,3839.3500000000004,1954.75,7841.05,638.1999999999999
2018-11-13,4063.5,2063.9999999999995,8294.4,706.5
2018-11-14,4329.699999999999,2110.5000000000005,8748.900000000001,764.3000000000001
2018-11-15,3164.1999999999994,1584.7999999999997,6436.5999999999985,856.3
2018-11-16,811.4000000000002,951.9999999999998,2196.2999999999997,385.99999999999994
2018-11-17,319.20000000000005,1001.0999999999999,1490.1999999999996,535.0
2018-11-18,200.60000000000002,859.9000000000001,1167.5,453.8000000000001
2018-11-19,137.5,651.0999999999999,862.0000000000001,193.10000000000005
2018-11-20,311.7,934.5,1412.1999999999998,312.70000000000005
2018-11-21,2133.4999999999995,1369.3000000000002,4640.5,704.0
2018-11-22,2212.4000000000005,1347.2,4739.8,1182.8
2018-11-23,1025.8,1160.0,2733.1500000000005,930.3000000000002
2018-11-24,291.6000000000001,989.5,1436.8999999999999,632.0999999999999
2018-11-25,220.20000000000002,638.4000000000001,975.8,481.9999999999999
2018-11-26,1696.6,1187.8999999999999,3789.6000000000004,453.3
2018-11-27,3621.6,1679.4,7232.599999999999,622.1999999999999
2018-11-28,3208.0000000000005,1673.9,6592.6,463.7999999999999
2018-11-29,2386.45,1350.05,5008.8499999999985,463.4
2018-11-30,3988.6,1917.3000000000006,8033.600000000002,678.9
2018-12-01,3568.600000000001,1989.9,7462.1,502.59999999999985
2018-12-02,1201.9999999999995,969.9999999999999,2813.4,211.89999999999998
2018-12-03,3119.5,1634.3,6417.5,527.9000000000001
2018-12-04,6354.5,2372.5,12116.199999999999,816.1
2018-12-05,4097.9,1808.9,8092.000000000001,506.9
2018-12-06,2814.3,1567.3999999999999,5882.799999999999,407.6
2018-12-07,2337.3,1402.3999999999996,4986.4000000000015,346.4999999999999
2018-12-08,1307.5000000000002,999.1,3004.1,383.7
2018-12-09,2177.7000000000003,1317.3999999999996,4656.3,309.5
2018-12-10,6053.5,2352.5000000000005,11634.699999999997,796.4999999999999
2018-12-11,4907.000000000001,2061.7,9585.4,987.7
2018-12-12,1136.25,1441.4999999999998,3183.9500000000003,474.5
2018-12-13,642.8000000000001,1252.5000000000002,2238.6000000000004,490.59999999999997
2018-12-14,4838.3,1971.5000000000005,9390.299999999997,1212.8
2018-12-15,2106.7000000000003,1332.2,4562.4,576.3999999999999
2018-12-16,3750.1000000000004,2290.0,8040.099999999999,578.7
2018-12-17,5943.9000000000015,2330.2999999999993,11443.999999999998,664.2
2018-12-18,3899.2000000000007,1856.4999999999998,7836.000000000001,679.6999999999999
2018-12-19,5423.8,2417.6,10733.9,543.6
2018-12-20,3110.6,1845.7000000000003,6615.2,538.4
2018-12-21,1796.1000000000001,1311.8999999999999,4065.8,535.2999999999998
2018-12-22,2842.0000000000005,1746.2999999999997,6104.0,586.3
2018-12-23,1707.0,1334.2000000000003,3951.2999999999993,285.79999999999995
2018-12-24,1738.5000000000002,1468.6999999999998,4134.599999999999,522.3000000000001
2018-12-25,3518.700000000001,1887.5,7283.0999999999985,661.9999999999999
2018-12-26,3755.9,1949.1,7708.2,676.5999999999999
2018-12-27,9410.2,2669.0,17097.6,1310.9
2018-12-28,6411.4000000000015,2145.8000000000006,11976.699999999997,1103.1000000000001
2018-12-29,3143.3,1709.9000000000003,6529.599999999999,603.3
2018-12-30,3136.4,1750.0,6559.0,522.8
2018-12-31,2858.399999999999,1777.5,6160.4,480.90000000000003
2019-01-01,1337.2,1145.8,3196.1000000000004,393.19999999999993
2019-01-02,627.9,1127.7,2090.1,356.9
2019-01-03,922.6999999999999,1470.0,2884.2000000000003,416.5
2019-01-04,3066.2999999999993,1855.1,6556.8,957.8
2019-01-05,3794.5,2079.5000000000005,7897.7,829.8000000000001
2019-01-06,3571.2000000000003,1977.0000000000002,7452.599999999999,781.7
2019-01-07,2749.0999999999995,1563.8999999999999,5778.800000000001,571.3999999999997
2019-01-08,2732.8,1677.6000000000001,5867.599999999999,750.8
2019-01-09,1692.1000000000001,1438.1000000000001,4032.500000000001,460.59999999999997
2019-01-10,5351.0,2180.3,10384.900000000001,1123.1999999999998
2019-01-11,3802.9,1947.3999999999999,7778.300000000001,912.5000000000001
2019-01-12,2417.6,1492.1999999999998,5199.2,453.3
2019-01-13,1238.3999999999999,989.6999999999998,2888.7000000000007,384.50000000000006
2019-01-14,3499.3999999999996,1815.8,7181.499999999999,787.5
2019-01-15,3884.1,1893.6999999999998,7849.499999999998,622.0
2019-01-16,3506.900000000001,1811.8,7188.700000000001,406.9
2019-01-17,4040.7,1990.6999999999998,8185.8,712.0999999999999
2019-01-18,4056.6,2112.0,8332.4,910.1
2019-01-19,589.7,1087.8,1992.1999999999998,451.1
2019-01-20,1275.5,1449.4,3404.8999999999996,752.7
2019-01-21,8283.0,2560.600000000001,15260.799999999997,1477.8
2019-01-22,5609.7,2450.5000000000005,11051.8,643.2
