MeasurementDateGMT,Kensington and Chelsea - North Ken: Carbon Monoxide (mg/m3),Kensington and Chelsea - North Ken: Nitric Oxide (ug/m3),Kensington and Chelsea - North Ken: Nitrogen Dioxide (ug/m3),Kensington and Chelsea - North Ken: Oxides of Nitrogen (ug/m3),Kensington and Chelsea - North Ken: Ozone (ug/m3),Kensington and Chelsea - North Ken: PM2.5 Particulate (ug/m3),Kensington and Chelsea - North Ken: Sulphur Dioxide (ug/m3)
2018-02-04,3.2000000000000015,14.399999999999995,297.6,566.8000000000001,1050.5000000000002,213.60000000000008,38.40000000000001
2018-02-05,3.2000000000000015,14.399999999999995,297.6,970.3999999999999,865.1,213.60000000000008,38.40000000000001
2018-02-06,3.4000000000000017,14.399999999999995,297.6,1425.3000000000002,627.0,213.60000000000008,38.40000000000001
2018-02-07,4.85,14.399999999999995,297.6,2006.4,531.7500000000001,213.60000000000008,38.40000000000001
2018-02-08,4.599999999999998,14.399999999999995,297.6,2086.1000000000004,712.6000000000001,213.60000000000008,38.40000000000001
2018-02-09,2.6000000000000014,14.399999999999995,297.6,895.0,1035.6999999999998,213.60000000000008,38.40000000000001
2018-02-10,2.700000000000001,14.399999999999995,297.6,1029.4,783.5162162162161,213.60000000000008,38.40000000000001
2018-02-11,2.400000000000001,14.399999999999995,297.6,372.00000000000006,1156.7837837837835,213.60000000000008,38.40000000000001
2018-02-12,3.4000000000000017,14.399999999999995,297.6,1234.4,1159.1189189189188,213.60000000000008,38.40000000000001
2018-02-13,3.2000000000000015,14.399999999999995,297.6,942.6,898.731081081081,213.60000000000008,38.40000000000001
2018-02-14,3.100000000000001,14.399999999999995,297.6,1152.7,810.1999999999999,213.60000000000008,38.40000000000001
2018-02-15,3.7000000000000015,14.399999999999995,297.6,898.2999999999998,983.1,213.60000000000008,38.40000000000001
2018-02-16,4.300000000000002,14.399999999999995,297.6,1537.2,656.0999999999999,213.60000000000008,38.40000000000001
2018-02-17,5.400000000000002,14.399999999999995,297.6,2172.3000000000006,613.9000000000001,213.60000000000008,38.40000000000001
2018-02-18,2.800000000000001,14.399999999999995,297.6,1053.0,980.5999999999997,213.60000000000008,38.40000000000001
2018-02-19,3.600000000000001,14.399999999999995,297.6,1338.8999999999999,533.5000000000001,213.60000000000008,38.40000000000001
2018-02-20,3.0000000000000013,14.399999999999995,297.6,706.8,875.6,213.60000000000008,38.40000000000001
2018-02-21,3.400000000000001,14.399999999999995,297.6,1120.3,827.3000000000002,213.60000000000008,38.40000000000001
2018-02-22,3.0000000000000013,14.399999999999995,297.6,1081.6999999999998,1005.1499999999999,213.60000000000008,38.40000000000001
2018-02-23,2.9000000000000012,14.399999999999995,297.6,1281.9,780.2000000000002,213.60000000000008,38.40000000000001
2018-02-24,2.6000000000000014,14.399999999999995,297.6,1094.7000000000003,877.0,213.60000000000008,38.40000000000001
2018-02-25,2.400000000000001,14.399999999999995,297.6,669.3999999999999,1278.2,213.60000000000008,38.40000000000001
2018-02-26,3.0000000000000013,14.399999999999995,297.6,703.7000000000002,1365.4999999999998,213.60000000000008,38.40000000000001
2018-02-27,3.700000000000001,14.399999999999995,297.6,1283.5,1010.9999999999999,213.60000000000008,38.40000000000001
2018-02-28,2.700000000000001,14.399999999999995,297.6,1160.0999999999997,1027.6,213.60000000000008,38.40000000000001
2018-03-01,3.8000000000000016,14.399999999999995,297.6,874.0999999999999,1063.8,213.60000000000008,38.40000000000001
2018-03-02,5.6000000000000005,14.399999999999995,297.6,1250.5000000000002,748.9,213.60000000000008,38.40000000000001
2018-03-03,8.0,14.399999999999995,297.6,1657.4999999999998,387.40000000000003,213.60000000000008,38.40000000000001
2018-03-04,4.500000000000001,14.399999999999995,297.6,1323.8000000000002,899.0000000000001,213.60000000000008,38.40000000000001
2018-03-05,3.2000000000000015,14.399999999999995,297.6,990.3,1184.3000000000002,213.60000000000008,38.40000000000001
2018-03-06,3.4462686567164185,14.399999999999995,297.6,1320.8500000000001,1031.1000000000001,213.60000000000008,38.40000000000001
2018-03-07,4.065671641791044,14.399999999999995,297.6,2012.5391304347827,720.4000000000001,213.60000000000008,38.40000000000001
2018-03-08,3.205970149253732,14.399999999999995,297.6,663.8608695652174,1384.8999999999999,213.60000000000008,38.40000000000001
2018-03-09,3.1820895522388075,14.399999999999995,297.6,1690.1000000000001,515.4,213.60000000000008,38.40000000000001
2018-03-10,2.400000000000001,14.399999999999995,297.6,756.9,924.0,213.60000000000008,38.40000000000001
2018-03-11,4.000000000000002,14.399999999999995,297.6,2052.2000000000003,417.40000000000003,213.60000000000008,38.40000000000001
2018-03-12,2.8000000000000007,14.399999999999995,297.6,1373.5999999999997,484.6000000000001,213.60000000000008,38.40000000000001
2018-03-13,3.1000000000000014,14.399999999999995,297.6,1086.0,831.9999999999999,213.60000000000008,38.40000000000001
2018-03-14,2.600000000000001,14.399999999999995,297.6,847.2000000000002,1363.0000000000002,213.60000000000008,38.40000000000001
2018-03-15,3.200000000000001,14.399999999999995,297.6,1609.8000000000002,1274.8,213.60000000000008,38.40000000000001
2018-03-16,3.400000000000001,14.399999999999995,297.6,988.5000000000001,1303.7000000000003,213.60000000000008,38.40000000000001
2018-03-17,2.600000000000001,14.399999999999995,297.6,517.3,1237.7,213.60000000000008,38.40000000000001
2018-03-18,2.400000000000001,14.399999999999995,297.6,575.9,1308.5000000000002,213.60000000000008,38.40000000000001
2018-03-19,2.500000000000001,14.399999999999995,297.6,585.7999999999998,1684.4,213.60000000000008,38.40000000000001
2018-03-20,2.500000000000001,14.399999999999995,297.6,727.5,1532.4999999999993,213.60000000000008,38.40000000000001
2018-03-21,3.350000000000001,14.399999999999995,297.6,1711.9999999999998,840.2,213.60000000000008,38.40000000000001
2018-03-22,2.500000000000001,14.399999999999995,297.6,680.1000000000001,1438.3000000000002,213.60000000000008,38.40000000000001
2018-03-23,2.400000000000001,14.399999999999995,297.6,518.8,1814.9999999999998,213.60000000000008,38.40000000000001
2018-03-24,3.1000000000000014,14.399999999999995,297.6,1129.2,654.9,213.60000000000008,38.40000000000001
2018-03-25,3.8000000000000007,14.399999999999995,297.6,1088.1,862.8,213.60000000000008,38.40000000000001
2018-03-26,3.4000000000000017,14.399999999999995,297.6,1093.0,1186.7999999999997,213.60000000000008,38.40000000000001
2018-03-27,3.100000000000001,14.399999999999995,297.6,822.8999999999999,1275.3,213.60000000000008,38.40000000000001
2018-03-28,2.700000000000001,14.399999999999995,297.6,1088.4,1113.6999999999998,213.60000000000008,38.40000000000001
2018-03-29,3.300000000000001,14.399999999999995,297.6,1151.1000000000001,1201.7,213.60000000000008,38.40000000000001
2018-03-30,2.600000000000001,14.399999999999995,297.6,915.2999999999998,1158.6,213.60000000000008,38.40000000000001
2018-03-31,2.400000000000001,14.399999999999995,297.6,533.1999999999999,1172.3000000000002,213.60000000000008,38.40000000000001
2018-04-01,2.400000000000001,39.7,451.20000000000005,512.1999999999999,1436.2000000000005,198.80000000000004,30.6
2018-04-02,2.500000000000001,33.59999999999999,552.1,603.6999999999999,1317.4999999999998,138.99999999999997,33.00000000000001
2018-04-03,2.600000000000001,37.3,465.30000000000007,522.6,1573.1,123.69999999999997,31.20000000000001
2018-04-04,2.500000000000001,40.24999999999999,421.7499999999999,482.85,1701.9000000000003,126.50000000000001,31.20000000000001
2018-04-05,2.500000000000001,63.50000000000001,436.2,534.4,1646.8000000000002,70.2,31.20000000000001
2018-04-06,3.0000000000000013,66.3,776.7000000000002,878.3,1358.3999999999999,212.2,27.700000000000003
2018-04-07,3.200000000000001,135.39999999999998,926.4000000000002,1133.8,1011.7,340.3,25.7
2018-04-08,3.500000000000001,53.5,629.0,711.1000000000001,991.1000000000001,313.0,15.799999999999997
2018-04-09,3.4000000000000012,159.40000000000006,1075.0,1318.8999999999999,620.6000000000001,374.80000000000007,20.000000000000004
2018-04-10,3.6,122.99999999999999,979.4,1168.0999999999997,920.9,488.7,28.300000000000004
2018-04-11,2.700000000000001,121.3,765.9999999999999,952.0,621.7999999999997,760.8000000000002,26.499999999999996
2018-04-12,2.8000000000000007,111.4,624.8000000000001,795.4,771.0000000000001,606.3999999999999,29.700000000000003
2018-04-13,3.200000000000001,90.5,763.8000000000002,902.5999999999999,821.0,398.7,23.400000000000006
2018-04-14,5.600000000000001,142.2,1009.0,1227.3000000000002,956.1000000000001,660.1,33.4
2018-04-15,3.6000000000000014,50.400000000000006,688.5999999999999,766.1,1277.6000000000001,446.0,34.89999999999999
2018-04-16,2.600000000000001,55.099999999999994,493.7000000000001,578.2,1815.8,173.0,24.4
2018-04-17,2.400000000000001,29.700000000000003,422.8,468.40000000000015,1917.2,140.8,29.800000000000004
2018-04-18,4.7,86.25,872.15,1004.3,1398.5000000000005,197.20000000000002,25.099999999999998
2018-04-19,5.300000000000001,426.69999999999993,1256.1,1910.6,1538.1000000000001,469.4,51.6
2018-04-20,4.100000000000001,176.5999999999999,851.2000000000002,1122.5,1330.7000000000003,376.59999999999997,31.099999999999998
2018-04-21,4.499999999999998,122.79999999999998,1147.3000000000004,1335.8,1318.4,613.1999999999999,48.89999999999999
2018-04-22,3.9000000000000017,29.700000000000003,469.5,515.0,1853.8999999999999,351.4000000000001,35.400000000000006
2018-04-23,2.5000000000000013,36.5,392.6000000000001,448.5,1530.3000000000002,92.90000000000002,21.199999999999996
2018-04-24,2.400000000000001,35.2,381.7999999999999,435.5,1397.7,107.10000000000004,27.899999999999995
2018-04-25,2.800000000000001,84.49999999999997,368.69999999999993,498.1,1613.2,89.70000000000003,23.999999999999996
2018-04-26,2.600000000000001,41.7,376.0000000000001,439.8,1655.6,114.4,18.200000000000003
2018-04-27,3.9000000000000012,122.49999999999999,951.6,1139.1000000000001,1035.8999999999999,173.39999999999998,38.1
2018-04-28,2.7000000000000015,43.1,553.2,619.1,1326.5,123.69999999999995,23.59999999999999
2018-04-29,2.400000000000001,28.099999999999998,261.0,304.0,1794.3,96.89999999999999,20.8
2018-04-30,2.700000000000001,54.80000000000001,554.3,637.9,1495.8999999999999,118.09999999999998,34.2
2018-05-01,2.800000000000001,105.0,657.4999999999999,818.5,1413.6,111.09999999999998,33.5
2018-05-02,3.3000000000000003,71.2,642.9999999999999,752.0999999999999,1492.2,74.3,34.9
2018-05-03,3.200000000000001,219.19999999999996,828.9,1165.2,1123.3,158.89999999999998,27.399999999999995
2018-05-04,3.1000000000000014,84.4,725.0000000000001,854.0999999999999,1358.3999999999999,206.20000000000002,14.600000000000003
2018-05-05,3.8000000000000016,224.39999999999998,1189.8,1534.2,1543.1000000000004,372.59999999999997,30.100000000000005
2018-05-06,3.300000000000001,36.40000000000001,955.7999999999998,1011.8999999999999,2056.9,519.7,49.2
2018-05-07,5.200000000000002,53.69999999999999,1280.3999999999999,1363.0000000000002,1953.7999999999997,556.1999999999999,65.89999999999999
2018-05-08,5.4999999999999964,312.4,1164.5000000000002,1642.9,1548.7,465.80000000000007,63.400000000000006
2018-05-09,2.800000000000001,71.7,574.8000000000001,684.6,1326.7,198.49999999999997,33.50000000000001
2018-05-10,2.8000000000000016,75.4,409.99999999999994,525.5,1678.9999999999998,126.70000000000002,19.5
2018-05-11,2.700000000000001,39.900000000000006,585.6000000000001,647.1000000000001,1669.5000000000002,184.79999999999995,29.5
2018-05-12,3.100000000000001,33.4,643.4999999999999,694.6999999999998,1288.6,194.10000000000002,29.3
2018-05-13,4.2,105.89999999999999,746.0,909.1,1079.8,262.9,31.200000000000006
2018-05-14,2.700000000000001,59.8,493.3,584.8000000000001,1633.6000000000001,118.3,40.49999999999999
2018-05-15,3.1000000000000005,46.29999999999999,462.0,533.1,2057.3,147.3,54.99999999999999
2018-05-16,2.400000000000001,35.44999999999999,294.95,348.7500000000001,1662.5499999999997,206.1,51.300000000000004
2018-05-17,2.400000000000001,46.60000000000001,319.2,390.4,1622.1,174.5,20.8
2018-05-18,2.800000000000001,64.89999999999999,632.1999999999999,731.6,1324.2,203.3,30.7
2018-05-19,4.200000000000002,183.7,890.1000000000001,1171.9999999999998,1296.7,310.9,42.79999999999999
2018-05-20,3.7000000000000015,109.0,759.2999999999998,926.6,1445.1999999999996,402.5,36.400000000000006
2018-05-21,3.8000000000000003,86.3,906.1,1038.7,1520.8999999999999,459.5,53.8
2018-05-22,2.400000000000001,35.599999999999994,356.40000000000003,410.9,2105.5,284.09999999999997,45.2
2018-05-23,2.400000000000001,39.599999999999994,327.8,388.6000000000001,2151.1000000000004,346.1000000000001,25.8
2018-05-24,3.4000000000000012,85.50000000000001,638.3,769.2,1332.1,455.7,23.499999999999996
2018-05-25,4.6,75.1,819.6,934.5999999999999,1259.0000000000002,434.2,24.4
2018-05-26,3.0000000000000013,27.299999999999994,489.60000000000014,531.1,2165.4999999999995,661.0999999999999,27.499999999999996
2018-05-27,3.400000000000001,33.0,486.10000000000014,536.5,1810.4,403.7,29.799999999999994
2018-05-28,3.4000000000000017,33.29999999999999,526.5,577.8,1525.2000000000003,642.5999999999999,29.099999999999998
2018-05-29,2.500000000000001,29.400000000000002,418.79999999999995,463.9,1791.3999999999999,373.29999999999995,29.8
2018-05-30,4.75,193.2,910.5,1206.8999999999999,976.6999999999999,388.20000000000005,30.35
2018-05-31,4.300000000000001,113.4,974.6999999999999,1148.3999999999999,1148.1000000000001,627.8000000000001,22.599999999999994
2018-06-01,3.0000000000000018,37.7,623.6999999999998,681.6999999999999,1242.6999999999998,375.9,18.300000000000004
2018-06-02,3.3000000000000016,22.5,445.8000000000001,480.2999999999999,1334.4000000000003,131.7,17.3
2018-06-03,4.100000000000001,45.59999999999999,625.1999999999999,695.1999999999999,1435.0999999999997,143.3,23.7
2018-06-04,3.0000000000000013,32.4,410.0,459.09999999999997,1593.7999999999997,263.50000000000006,21.8
2018-06-05,2.400000000000001,37.9,360.70000000000005,419.3,1658.0000000000002,195.9,33.6
2018-06-06,2.700000000000001,46.199999999999996,452.00000000000006,522.7999999999998,1557.4,257.7,39.9
2018-06-07,3.300000000000001,47.30000000000001,487.4,560.0,1406.1999999999998,229.3,39.19999999999999
2018-06-08,2.400000000000001,47.19999999999999,414.00000000000006,486.3,1526.2000000000003,216.89999999999998,40.2
2018-06-09,3.200000000000001,36.399999999999984,444.70000000000005,500.50000000000006,1550.0999999999997,268.0,22.500000000000004
2018-06-10,2.600000000000001,28.5,362.7,406.7,1516.0,264.9,27.09999999999999
2018-06-11,2.400000000000001,63.699999999999996,444.8,542.4,1408.5000000000002,140.50000000000003,32.7
2018-06-12,2.400000000000001,46.599999999999994,435.70000000000005,507.5,1175.3999999999999,170.6,23.099999999999998
2018-06-13,2.600000000000001,93.60000000000001,526.8000000000001,670.3000000000001,1377.4999999999998,120.1,24.3
2018-06-14,2.500000000000001,44.15,404.59999999999997,472.9,1270.0999999999997,141.5,36.75
2018-06-15,3.200000000000001,114.80000000000001,633.1000000000001,808.7,1194.7,154.39999999999998,39.099999999999994
2018-06-16,2.400000000000001,21.2,318.9,351.6,1360.8000000000002,103.09999999999998,35.8
2018-06-17,2.400000000000001,17.5,231.6,258.9,1319.7999999999997,109.49999999999999,27.500000000000004
2018-06-18,2.400000000000001,31.800000000000004,257.09999999999997,306.09999999999997,1217.2000000000003,107.0,25.099999999999994
2018-06-19,2.400000000000001,48.699999999999996,258.9,333.90000000000003,765.1,47.0,18.9
2018-06-20,3.800000000000001,76.60000000000001,298.1,416.19999999999993,562.8,91.0,28.9
2018-06-21,2.400000000000001,39.9,268.40000000000003,330.0,1477.3,81.3,21.1
2018-06-22,2.800000000000001,57.10000000000001,466.50000000000006,554.1,1337.0,120.80000000000001,16.1
2018-06-23,3.7000000000000015,34.90000000000001,408.1,461.5,1575.1999999999998,127.50000000000001,23.9
2018-06-24,3.1000000000000014,27.2,513.9,555.6,1766.3999999999999,146.7,34.900000000000006
2018-06-25,3.9000000000000012,48.5,619.9,694.1000000000001,2276.2,162.50000000000003,33.199999999999996
2018-06-26,3.200000000000001,155.60000000000002,976.9999999999997,1215.8999999999999,1329.3999999999999,174.70000000000002,37.300000000000004
2018-06-27,2.9000000000000012,62.300000000000004,540.4,636.0,1398.4000000000003,217.70000000000002,23.099999999999998
2018-06-28,3.2000000000000006,47.699999999999996,427.29999999999995,500.30000000000007,1682.5,250.49999999999997,22.400000000000002
2018-06-29,2.500000000000001,51.59999999999999,415.90000000000003,495.09999999999997,1666.9,196.1,31.000000000000004
2018-06-30,2.400000000000001,27.2,331.3,372.79999999999995,1981.5,166.40000000000003,36.9
2018-07-01,3.500000000000001,28.9,468.90000000000003,513.4999999999999,2458.3,155.5,29.799999999999994
2018-07-02,2.9000000000000012,46.4,473.7,545.1000000000001,2189.1,96.0,50.49999999999999
2018-07-03,2.500000000000001,43.6,443.09999999999997,510.1000000000001,1940.0000000000002,96.8,27.899999999999995
2018-07-04,3.7,76.80000000000001,637.9,755.9,1584.7999999999995,215.89999999999995,29.700000000000006
2018-07-05,4.200000000000002,62.59999999999999,672.5,768.6,1764.6,305.70000000000005,30.349999999999998
2018-07-06,4.000000000000002,45.499999999999986,658.6000000000001,728.5,1952.7999999999997,298.49999999999994,22.9
2018-07-07,3.7000000000000015,101.69999999999999,639.9,796.0999999999998,1889.5000000000005,386.7000000000001,21.2
2018-07-08,3.5000000000000013,20.000000000000004,460.8999999999999,491.79999999999995,1939.9000000000003,188.99999999999997,24.000000000000004
2018-07-09,3.0000000000000013,106.30000000000001,697.1,860.5000000000001,1326.4,163.09999999999997,23.90000000000001
2018-07-10,2.0000000000000004,44.60000000000001,253.3,322.49999999999994,1250.6,108.69999999999999,43.10000000000001
2018-07-11,2.400000000000001,34.599999999999994,284.70000000000005,337.30000000000007,1423.0000000000002,157.79999999999998,21.4
2018-07-12,2.600000000000001,37.0,547.5000000000001,604.2,1401.6999999999998,212.89999999999998,25.200000000000003
2018-07-13,3.0000000000000013,62.09999999999999,718.4000000000001,813.6999999999998,1399.4000000000003,228.90000000000003,26.3
2018-07-14,3.0000000000000013,30.299999999999997,537.2,582.9999999999999,1798.8000000000004,205.49999999999997,24.0
2018-07-15,3.600000000000001,24.999999999999996,469.90000000000003,508.00000000000006,1947.5,168.60000000000002,31.8
2018-07-16,3.400000000000001,72.49999999999999,671.9000000000001,783.3999999999999,1603.4000000000003,150.80000000000004,29.299999999999997
2018-07-17,2.400000000000001,31.1,341.1,389.09999999999997,1293.3000000000002,81.40000000000002,23.300000000000008
2018-07-18,2.800000000000001,40.400000000000006,470.20000000000005,532.3,1368.1,93.7,25.099999999999998
2018-07-19,3.0000000000000013,66.39999999999999,816.8999999999999,918.3,1296.3999999999996,132.1,27.000000000000007
2018-07-20,4.200000000000001,60.2,718.8999999999999,810.8000000000001,1635.9,158.1,42.69999999999999
2018-07-21,2.400000000000001,22.500000000000004,503.59999999999997,538.1999999999999,2145.5,266.50000000000006,12.1
2018-07-22,3.400000000000001,26.300000000000004,481.8000000000001,523.0,1423.3999999999999,163.69999999999993,31.1
2018-07-23,2.900000000000001,51.900000000000006,466.00000000000006,546.0999999999999,1517.3999999999999,113.99999999999997,18.300000000000004
2018-07-24,2.400000000000001,36.80000000000001,417.1,473.69999999999993,1574.8999999999996,148.29999999999998,18.200000000000006
2018-07-25,2.700000000000001,58.34999999999997,606.6499999999999,696.35,1494.3999999999999,158.6,23.8
2018-07-26,4.1000000000000005,87.10000000000001,788.8,922.1999999999998,1849.6000000000001,337.4999999999999,24.6
2018-07-27,2.500000000000001,39.4,622.2999999999998,682.7,1630.1999999999996,215.3,18.900000000000002
2018-07-28,3.0000000000000013,15.1,195.79999999999995,218.99999999999997,1372.0105263157893,114.7,31.20000000000001
2018-07-29,3.4000000000000012,18.299999999999997,186.90000000000006,215.30000000000004,1124.2105263157896,70.89999999999999,44.0
2018-07-30,2.400000000000001,36.9,245.6,302.09999999999997,849.2789473684211,71.79999999999998,51.699999999999996
2018-07-31,2.400000000000001,25.300000000000004,290.09999999999997,328.90000000000003,1095.1999999999998,84.60000000000002,46.2
2018-08-01,2.7000000000000015,47.900000000000006,388.5,462.09999999999997,1187.5,94.70000000000002,39.6
2018-08-02,2.9000000000000012,45.39999999999999,474.0,543.6000000000001,1161.2,95.19999999999999,33.00000000000001
2018-08-03,2.800000000000001,80.20000000000003,652.6,775.9000000000001,1184.9,103.10000000000001,26.10000000000001
2018-08-04,2.9000000000000012,31.5,370.2,418.20000000000005,1215.8,95.70000000000002,34.6
2018-08-05,3.0000000000000013,47.9,558.7,632.1999999999999,1326.6,122.1,19.3
2018-08-06,3.300000000000001,71.9,618.2,728.5999999999998,1931.2,153.49999999999997,44.800000000000004
2018-08-07,3.0000000000000013,47.3,637.7,709.8499999999999,1650.25,154.40000000000003,36.25000000000001
2018-08-08,2.800000000000001,27.599999999999998,286.7,329.0,1237.3999999999996,72.69999999999999,40.599999999999994
2018-08-09,3.900000000000001,149.2,774.1999999999999,1002.6,447.09999999999997,107.19999999999997,40.20000000000001
2018-08-10,3.0000000000000013,83.60000000000001,546.6,674.4999999999999,627.6000000000001,67.10000000000002,31.199999999999996
2018-08-11,4.100000000000001,116.90000000000003,541.2,720.6999999999997,785.6999999999998,87.09999999999998,27.0
2018-08-12,2.400000000000001,19.099999999999998,272.3,301.59999999999997,1092.3000000000002,75.4,20.2
2018-08-13,2.500000000000001,59.099999999999994,418.29999999999995,508.8,844.6,95.69999999999999,26.599999999999998
2018-08-14,2.400000000000001,62.300000000000004,440.59999999999997,536.8,905.1,94.40000000000002,28.700000000000003
2018-08-15,2.400000000000001,28.099999999999998,322.0,365.4,1042.1000000000001,119.50000000000001,28.899999999999995
2018-08-16,2.900000000000001,72.1,456.29999999999995,567.3,664.3000000000001,102.1,34.500000000000014
2018-08-17,2.700000000000001,115.69999999999999,448.4000000000001,625.9999999999998,719.6,99.99999999999997,36.800000000000004
2018-08-18,2.700000000000001,30.000000000000007,321.0,366.69999999999993,845.4999999999999,132.89999999999998,31.099999999999998
2018-08-19,2.400000000000001,17.999999999999996,190.8,218.49999999999997,857.1000000000001,116.49999999999999,16.1
2018-08-20,2.700000000000001,61.0,413.3000000000001,507.4000000000001,700.8,81.1,24.4
2018-08-21,2.400000000000001,52.6,473.0999999999999,553.4,968.2000000000002,71.89999999999999,34.400000000000006
2018-08-22,2.600000000000001,67.75,512.9999999999999,616.5500000000001,517.7,118.0,36.25
2018-08-23,2.600000000000001,52.8,339.3,420.3,786.5,90.0,24.100000000000005
2018-08-24,2.700000000000001,42.19999999999999,360.3,425.20000000000005,844.1999999999999,72.7,30.1
2018-08-25,3.9000000000000004,356.5,521.6999999999999,1068.7,713.3000000000002,92.30000000000001,40.7
2018-08-26,4.400000000000002,164.4,588.2999999999998,840.5,635.9999999999999,101.2,43.400000000000006
2018-08-27,2.600000000000001,49.300000000000004,364.2,439.9000000000001,742.9000000000002,76.00000000000001,45.400000000000006
2018-08-28,2.800000000000001,52.800000000000004,584.5,666.2,845.5999999999999,101.49999999999999,31.000000000000004
2018-08-29,3.500000000000001,116.79999999999998,716.9000000000002,895.8000000000001,608.9000000000001,146.29999999999998,28.8
2018-08-30,2.9000000000000017,81.19999999999999,564.1999999999999,688.1000000000001,801.4000000000002,115.39999999999998,42.900000000000006
2018-08-31,3.0000000000000013,110.90000000000003,730.6000000000001,900.8999999999999,856.3,157.80000000000004,33.3
2018-09-01,3.9000000000000017,162.70000000000007,715.5,965.3000000000001,1273.8,178.70000000000002,25.799999999999994
2018-09-02,4.600000000000002,118.60000000000001,832.7,1014.4,1442.4,247.29999999999998,48.39999999999999
