MeasurementDateGMT,Ealing - Western Avenue: Nitric Oxide (ug/m3),Ealing - Western Avenue: Nitrogen Dioxide (ug/m3),Ealing - Western Avenue: Oxides of Nitrogen (ug/m3),Ealing - Western Avenue: PM10 Particulate (ug/m3)
2018-02-03,1848.0000000000002,1795.5000000000002,4629.1,489.50000000000006
2018-02-04,154.10000000000002,481.09999999999997,716.9000000000001,198.99999999999997
2018-02-05,503.40000000000003,926.8000000000001,1698.4,537.9
2018-02-06,860.2000000000002,1177.2999999999997,2496.0,757.9999999999999
2018-02-07,1764.5,1638.2000000000003,4344.0,990.0000000000001
2018-02-08,3537.3000000000006,1984.2,7408.0999999999985,1128.9000000000003
2018-02-09,1468.2,1418.4999999999998,3680.7000000000003,640.8000000000001
2018-02-10,1321.0,1382.9999999999993,3408.0000000000005,477.7999999999999
2018-02-11,510.90000000000003,804.2999999999998,1587.4,333.79999999999995
2018-02-12,1926.6999999999996,1652.7,4607.200000000001,945.5000000000001
2018-02-13,1274.8999999999999,1425.6,3380.3999999999996,367.1
2018-02-14,2203.4500000000003,1545.3500000000001,4924.05,491.0999999999999
2018-02-15,1465.7000000000003,1660.5000000000002,3908.1000000000004,698.8000000000001
2018-02-16,2969.3,2169.0000000000005,6721.8,1192.9
2018-02-17,2112.7999999999997,2056.0,5296.200000000002,1166.9
2018-02-18,1120.6000000000001,1668.3000000000002,3386.4999999999995,883.0
2018-02-19,2020.35,1563.3000000000004,4661.049999999999,609.5500000000001
2018-02-20,853.9999999999999,987.2,2296.6,321.0
2018-02-21,776.1,1123.2,2313.2999999999997,1091.1
2018-02-22,592.4,1180.9,2089.4999999999995,936.5999999999998
2018-02-23,730.1999999999999,1222.0,2340.9999999999995,919.4999999999998
2018-02-24,400.79999999999995,970.6999999999999,1585.5000000000002,962.2
2018-02-25,190.29999999999998,579.1,870.5000000000001,528.3
2018-02-26,414.90000000000003,887.8,1524.4000000000003,563.7999999999998
2018-02-27,907.1,1427.2,2818.6,548.0
2018-02-28,792.3000000000001,1274.1000000000004,2488.9999999999995,679.2000000000003
2018-03-01,412.50000000000006,990.5999999999998,1623.6,1069.1
2018-03-02,447.5,1250.4,1936.3,1098.0
2018-03-03,427.75000000000006,1315.5999999999997,1971.55,1511.8000000000004
2018-03-04,948.2000000000002,1763.5,3217.3,819.4000000000001
2018-03-05,1651.9999999999998,1818.2000000000003,4350.900000000001,867.0000000000001
2018-03-06,4062.500000000001,2064.6,8293.7,868.2
2018-03-07,2287.6000000000004,1995.7,5502.850000000001,854.3000000000002
2018-03-08,1106.8999999999999,1314.9,3012.5,587.3000000000001
2018-03-09,2283.2999999999997,1976.8000000000004,5477.600000000001,868.4999999999999
2018-03-10,1497.8000000000004,1543.5,3839.8999999999996,645.9000000000002
2018-03-11,772.4,1665.6000000000004,2849.2000000000003,636.8
2018-03-12,1193.4,1409.6,3239.4999999999995,377.09999999999997
2018-03-13,2182.0,1556.9,4901.799999999998,989.1
2018-03-14,1462.3000000000002,1544.3,3786.500000000001,809.2000000000002
2018-03-15,1918.1999999999998,1712.2,4653.100000000001,698.3000000000001
2018-03-16,1496.3000000000002,1527.6,3822.0,851.9000000000001
2018-03-17,169.90000000000003,613.6999999999998,874.1000000000001,420.8
2018-03-18,133.5,582.4,786.6999999999999,675.8
2018-03-19,261.0,699.0,1099.0000000000002,596.0
2018-03-20,247.05,871.4499999999998,1250.0500000000002,642.85
2018-03-21,2255.3999999999996,1795.2,5251.099999999999,1084.5
2018-03-22,1243.1999999999998,1340.6,3246.5000000000005,1024.8999999999999
2018-03-23,1026.3,1232.8,2806.9,951.6000000000003
2018-03-24,585.8,1324.9000000000003,2221.5,687.9
2018-03-25,543.6999999999999,935.8000000000002,1769.2,922.2
2018-03-26,1549.2,1813.2999999999997,4189.1,834.4999999999999
2018-03-27,1993.9000000000005,1649.6,4706.700000000001,549.3
2018-03-28,2229.8999999999996,1973.9000000000005,5393.4000000000015,485.00000000000017
2018-03-29,2421.0,2045.0999999999997,5757.200000000001,630.3000000000002
2018-03-30,538.2,1411.1999999999998,2236.3999999999996,291.40000000000003
2018-03-31,717.5999999999999,1063.0,2163.500000000001,300.0
2018-04-01,612.3,1185.6999999999998,2124.7,466.0
2018-04-02,704.9000000000001,1264.8000000000002,2345.7,392.2
2018-04-03,950.9000000000002,1149.8,2607.5,482.79999999999995
2018-04-04,929.8999999999999,1150.7000000000003,2576.800000000001,470.9999999999999
2018-04-05,1016.7,1323.3,2882.1000000000004,547.3000000000001
2018-04-06,1175.6000000000001,1708.6999999999998,3511.5999999999995,923.4500000000002
2018-04-07,1275.4999999999998,1719.0999999999997,3675.1,1059.4999999999998
2018-04-08,529.9,1211.7000000000003,2024.0999999999997,569.3000000000001
2018-04-09,730.0999999999999,1507.0,2625.9999999999995,646.7
2018-04-10,430.7,1343.8999999999999,2004.2,782.6999999999999
2018-04-11,457.90000000000003,1081.5,1783.6000000000001,1035.4
2018-04-12,495.3,925.3,1684.3999999999996,925.9999999999999
2018-04-13,1899.8999999999996,1579.9,4492.9,1172.4999999999998
2018-04-14,1146.5000000000005,1684.8,3442.7000000000003,1482.6000000000001
2018-04-15,423.5,1255.5999999999997,1904.6999999999996,1409.5
2018-04-16,906.1999999999999,1305.3000000000002,2695.0,927.7
2018-04-17,890.4000000000001,1134.8999999999999,2500.2000000000003,1126.5000000000002
2018-04-18,1319.1999999999998,1932.5999999999997,3955.6,941.6999999999999
2018-04-19,1543.5999999999997,2578.2000000000003,4945.099999999999,1357.1999999999998
2018-04-20,1281.15,1719.1999999999998,3683.2000000000007,1093.3000000000002
2018-04-21,397.6,1869.8,2479.4000000000005,1234.1999999999998
2018-04-22,263.90000000000003,1056.7000000000003,1461.5,767.5000000000001
2018-04-23,763.4,996.5,2167.1,584.8
2018-04-24,923.2,882.5,2298.3,571.9999999999999
2018-04-25,1158.6,998.1999999999999,2774.7999999999997,503.09999999999985
2018-04-26,828.9,1072.6,2343.7,661.1
2018-04-27,1316.6,1905.3,3924.5000000000005,605.5999999999999
2018-04-28,234.3,809.5,1168.8000000000002,240.5
2018-04-29,81.1,282.5,407.1,240.0
2018-04-30,407.9,896.3000000000001,1521.5,379.70000000000005
2018-05-01,1312.1000000000004,1300.3000000000002,3312.100000000001,575.4999999999999
2018-05-02,1250.6999999999998,1420.7,3338.1000000000004,383.9000000000001
2018-05-03,1594.0,1630.5999999999997,4074.2000000000003,794.1
2018-05-04,1306.5000000000002,1624.5,3627.6,818.95
2018-05-05,607.7999999999998,1535.4999999999998,2467.4999999999995,1076.3999999999999
2018-05-06,218.00000000000006,1274.1999999999998,1608.3999999999996,898.6
2018-05-07,289.2,1769.4000000000003,2213.0,1198.0999999999997
2018-05-08,1280.8,1836.6000000000001,3800.4,1154.4999999999998
2018-05-09,1145.3999999999996,1326.8999999999999,3083.0000000000005,780.5999999999998
2018-05-10,868.9000000000001,1514.1,2845.900000000001,661.9000000000002
2018-05-11,1396.6,1879.8000000000002,4021.5,930.2000000000002
2018-05-12,1068.6,1818.0,3457.099999999999,636.6999999999998
2018-05-13,474.4000000000001,1216.6999999999998,1944.0000000000002,573.9
2018-05-14,232.39999999999998,767.8000000000001,1124.0000000000002,451.6000000000001
2018-05-15,268.5,882.1999999999999,1293.3999999999996,527.4
2018-05-16,178.1,536.2999999999998,809.3000000000001,664.3000000000002
2018-05-17,195.70000000000002,530.5999999999999,830.7,738.0
2018-05-18,376.1,1094.3000000000002,1670.7,818.4000000000001
2018-05-19,568.3000000000001,1255.4999999999998,2127.1,831.7
2018-05-20,301.5,1127.9999999999998,1590.3000000000004,792.8000000000001
2018-05-21,335.09999999999997,1084.6000000000001,1598.6999999999998,937.2
2018-05-22,164.6,590.3000000000002,842.1000000000001,861.4500000000002
2018-05-23,144.79999999999995,526.1999999999999,748.6999999999998,789.6000000000001
2018-05-24,613.3,1110.7000000000003,2051.0,943.8999999999997
2018-05-25,960.0999999999999,1597.2,3069.2000000000003,901.5
2018-05-26,128.4,696.1999999999999,892.6999999999999,1016.6
2018-05-27,356.4,1220.5,1767.6,830.1999999999999
2018-05-28,157.50000000000003,781.6,1023.2000000000003,871.8000000000001
2018-05-29,195.4,813.3999999999999,1112.6000000000001,669.7
2018-05-30,649.214478619655,1292.4545386346588,2289.515003750938,879.9500000000002
2018-05-31,858.729632408102,1583.4499624906227,2902.6825206301573,1169.2
2018-06-01,858.3191297824455,1574.5917479369843,2893.1545386346584,1011.9
2018-06-02,857.9086271567891,1565.7335333833457,2883.6265566391603,516.6
2018-06-03,857.4981245311326,1556.8753188297076,2874.098574643661,498.5000000000001
2018-06-04,857.0876219054765,1548.0171042760692,2864.5705926481614,537.9999999999998
2018-06-05,856.6771192798199,1539.1588897224308,2855.0426106526634,562.5
2018-06-06,856.2666166541634,1530.3006751687922,2845.514628657165,781.4999999999999
2018-06-07,855.856114028507,1521.442460615154,2835.9866466616654,645.7
2018-06-08,855.4456114028505,1512.5842460615154,2826.4586646661664,642.3999999999999
2018-06-09,855.0351087771944,1503.726031507877,2816.930682670668,550.1
2018-06-10,854.6246061515378,1494.8678169542388,2807.4027006751694,588.0999999999999
2018-06-11,854.2141035258815,1486.0096024006002,2797.874718679669,503.50000000000006
2018-06-12,853.803600900225,1477.1513878469618,2788.346736684171,453.9
2018-06-13,853.3930982745685,1468.2931732933234,2778.818754688673,676.2
2018-06-14,852.9825956489121,1459.434958739685,2769.290772693173,587.9
2018-06-15,852.5720930232557,1450.5767441860467,2759.762790697674,738.1
2018-06-16,852.1615903975993,1441.7185296324083,2750.234808702176,475.79999999999995
2018-06-17,851.7510877719429,1432.8603150787696,2740.706826706677,350.7
2018-06-18,851.3405851462865,1424.0021005251315,2731.1788447111776,459.59999999999997
2018-06-19,850.9300825206301,1415.143885971493,2721.650862715679,395.70000000000005
2018-06-20,850.5195798949736,1406.2856714178545,2712.122880720181,478.29999999999995
2018-06-21,850.1090772693173,1397.4274568642163,2702.594898724681,646.0
2018-06-22,849.6985746436609,1388.5692423105777,2693.0669167291817,529.8999999999999
2018-06-23,849.2880720180044,1379.711027756939,2683.5389347336836,506.9000000000001
2018-06-24,848.877569392348,1370.8528132033011,2674.010952738185,512.3
2018-06-25,848.4670667666916,1361.9945986496625,2664.482970742685,731.7000000000002
2018-06-26,848.0565641410352,1353.1363840960241,2654.9549887471867,655.6
2018-06-27,847.6460615153788,1344.2781695423857,2645.4270067516886,607.3000000000001
2018-06-28,847.2355588897224,1335.4199549887473,2635.8990247561887,618.9000000000002
2018-06-29,846.8250562640659,1326.5617404351087,2626.3710427606898,533.4000000000001
2018-06-30,846.4145536384095,1317.7035258814706,2616.8430607651912,499.1
2018-07-01,846.004051012753,1308.8453113278322,2607.315078769693,555.0
2018-07-02,845.5935483870968,1299.9870967741936,2597.7870967741937,582.3
2018-07-03,845.1830457614403,1291.1288822205554,2588.2591147786943,534.3
2018-07-04,844.7725431357838,1282.2706676669168,2578.7311327831962,751.4
2018-07-05,844.3620405101275,1273.4124531132782,2569.2031507876973,892.1000000000001
2018-07-06,843.951537884471,1264.5542385596402,2559.6751687921974,772.1
2018-07-07,843.5410352588146,1255.6960240060016,2550.147186796699,794.9000000000001
2018-07-08,843.1305326331582,1246.837809452363,2540.619204801201,466.20000000000005
2018-07-09,842.7200300075018,1237.9795948987248,2531.0912228057014,686.3000000000001
2018-07-10,842.3095273818454,1229.1213803450864,2521.5632408102024,496.2
2018-07-11,841.899024756189,1220.2631657914478,2512.035258814704,435.1
2018-07-12,841.4885221305326,1211.4049512378097,2502.5072768192053,612.0999999999999
2018-07-13,841.0780195048761,1202.546736684171,2492.9792948237055,659.0
2018-07-14,840.6675168792198,1193.6885221305326,2483.451312828207,637.5
2018-07-15,840.2570142535633,1184.8303075768943,2473.923330832709,491.59999999999997
2018-07-16,839.8465116279069,1175.9720930232559,2464.395348837209,537.0999999999999
2018-07-17,839.4360090022506,1167.1138784696175,2454.86736684171,598.7000000000002
2018-07-18,839.0255063765941,1158.255663915979,2445.339384846212,746.0
2018-07-19,838.6150037509377,1149.3974493623407,2435.811402850713,750.5000000000001
2018-07-20,838.2045011252812,1140.539234808702,2426.283420855213,968.4000000000001
2018-07-21,837.7939984996248,1131.681020255064,2416.755438859715,711.3999999999999
2018-07-22,837.3834958739685,1122.8228057014255,2407.2274568642165,533.6
2018-07-23,836.972993248312,1113.964591147787,2397.699474868718,708.6000000000001
2018-07-24,836.5624906226557,1105.1063765941487,2388.171492873218,721.1999999999998
2018-07-25,836.1519879969991,1096.2481620405104,2378.6435108777196,655.8000000000001
2018-07-26,835.7414853713427,1087.3899474868717,2369.115528882221,947.3999999999999
2018-07-27,835.3309827456864,1078.5317329332333,2359.5875468867207,889.6999999999999
2018-07-28,834.92048012003,1069.673518379595,2350.0595648912226,528.6
2018-07-29,834.5099774943736,1060.8153038259566,2340.531582895724,345.4
2018-07-30,834.099474868717,1051.9570892723182,2331.0036009002256,458.9000000000001
2018-07-31,833.6889722430607,1043.0988747186798,2321.4756189047257,536.9000000000001
2018-08-01,833.2784696174043,1034.2406601650412,2311.9476369092276,618.8
2018-08-02,832.867966991748,1025.382445611403,2302.4196549137287,667.0999999999999
2018-08-03,832.4574643660916,1016.5242310577644,2292.8916729182297,590.9000000000001
2018-08-04,832.046961740435,1007.6660165041262,2283.3636909227307,391.90000000000003
2018-08-05,831.6364591147785,998.8078019504876,2273.835708927232,443.00000000000006
2018-08-06,831.2259564891223,989.9495873968492,2264.307726931733,687.3999999999999
2018-08-07,830.8154538634659,981.091372843211,2254.7797449362333,885.9999999999999
2018-08-08,830.4049512378095,972.2331582895724,2245.2517629407353,444.8999999999999
2018-08-09,829.994448612153,963.374943735934,2235.7237809452363,668.9
2018-08-10,829.5839459864966,954.5167291822956,2226.1957989497373,509.90000000000003
2018-08-11,829.1734433608401,945.6585146286573,2216.6678169542383,463.0
2018-08-12,828.7629407351839,936.8003000750189,2207.13983495874,430.8999999999999
2018-08-13,828.3524381095273,927.9420855213805,2197.6118529632413,488.50000000000017
2018-08-14,827.9419354838708,919.0838709677421,2188.083870967742,520.9000000000001
2018-08-15,827.5314328582144,910.2256564141037,2178.5558889722433,550.8999999999999
2018-08-16,827.1209302325582,901.3674418604651,2169.027906976744,538.1999999999999
2018-08-17,826.7104276069017,892.5092273068266,2159.499924981246,587.1500000000001
2018-08-18,826.2999249812452,883.6510127531884,2149.9719429857464,469.7000000000001
2018-08-19,825.8894223555887,874.7927981995499,2140.4439609902474,373.1000000000001
2018-08-20,825.4789197299325,865.9345836459116,2130.9159789947485,471.9
2018-08-21,825.068417104276,857.0763690922731,2121.38799699925,511.90000000000003
2018-08-22,824.6579144786195,848.2181545386347,2111.860015003751,554.4
2018-08-23,824.2474118529632,839.3599399849963,2102.3320330082524,416.70000000000005
2018-08-24,823.8369092273067,830.501725431358,2092.8040510127535,425.40000000000003
2018-08-25,823.4264066016503,821.6435108777193,2083.276069017254,395.1
2018-08-26,823.0159039759941,812.7852963240811,2073.7480870217555,353.9
2018-08-27,822.6054013503374,803.9270817704426,2064.2201050262565,280.99999999999994
2018-08-28,822.1948987246811,795.0688672168042,2054.6921230307576,520.0
2018-08-29,821.7843960990247,786.2106526631659,2045.1641410352586,544.2
2018-08-30,821.3738934733683,777.3524381095274,2035.63615903976,509.1
2018-08-31,820.9633908477119,768.494223555889,2026.1081770442613,620.8000000000002
2018-09-01,820.5528882220555,759.6360090022506,2016.5801950487623,708.4
2018-09-02,820.142385596399,750.7777944486122,2007.0522130532636,643.9000000000002
2018-09-03,819.7318829707426,741.9195798949738,1997.5242310577642,884.3000000000002
2018-09-04,819.3213803450863,733.0613653413354,1987.9962490622654,572.9999999999999
2018-09-05,818.9108777194299,724.203150787697,1978.4682670667664,526.4
2018-09-06,818.5003750937733,715.3449362340587,1968.940285071268,575.3000000000001
2018-09-07,818.0898724681168,706.4867216804203,1959.412303075769,491.80000000000007
2018-09-08,817.6793698424606,697.6285071267818,1949.8843210802702,461.0
2018-09-09,817.2688672168042,688.7702925731433,1940.3563390847712,336.59999999999997
2018-09-10,816.8583645911478,679.9120780195049,1930.8283570892722,529.4
2018-09-11,816.4478619654914,671.0538634658666,1921.3003750937737,475.7000000000001
2018-09-12,816.0373593398349,662.1956489122281,1911.7723930982743,476.3
2018-09-13,815.6268567141785,653.3374343585897,1902.2444111027758,722.1
2018-09-14,815.2163540885219,644.4792198049514,1892.7164291072768,524.3
2018-09-15,814.8058514628658,635.6210052513129,1883.1884471117778,559.5999999999999
2018-09-16,814.3953488372092,626.7627906976745,1873.6604651162788,487.8
2018-09-17,813.9848462115527,617.9045761440361,1864.1324831207803,592.1
2018-09-18,719.3391972993248,580.5458364591148,1682.3097899474867,521.4
2018-09-19,763.4,562.6,1733.1000000000001,549.2999999999998
2018-09-20,773.3999999999997,561.3999999999999,1748.0,622.3000000000002
2018-09-21,796.2000000000002,606.4000000000002,1826.8999999999999,379.79999999999995
2018-09-22,940.9,975.7,2418.3,455.20000000000005
2018-09-23,405.7999999999999,577.6,1200.0000000000002,224.39999999999995
2018-09-24,2215.2999999999997,1214.1000000000001,4610.5,593.8
2018-09-25,4152.200000000001,1689.6999999999998,8056.5,965.0000000000001
2018-09-26,2606.3000000000006,1873.9,5870.400000000001,863.1
2018-09-27,1987.0000000000005,1779.1000000000001,4825.7,832.3000000000001
2018-09-28,359.99999999999994,644.1,1196.2,430.3
2018-09-29,1763.1999999999998,1581.4,4284.5,787.4999999999999
2018-09-30,1026.8000000000002,1101.2,2675.5,462.6999999999999
2018-10-01,889.8000000000001,1016.2999999999998,2380.5,427.80000000000007
2018-10-02,976.3,986.2999999999998,2483.2999999999997,464.6000000000001
2018-10-03,2160.0,1397.4999999999995,4709.1,637.8
2018-10-04,1742.25,1161.7,3832.5499999999997,755.6
2018-10-05,1672.9739130434784,1472.8347826086958,4037.021739130435,1060.3999999999999
2018-10-06,1356.2608695652173,1379.6521739130435,3457.1826086956526,415.8999999999999
2018-10-07,1198.486956521739,1167.6173913043478,3003.060869565217,597.3000000000001
2018-10-08,1074.0282608695652,1177.6956521739128,2823.1347826086962,743.6999999999999
2018-10-09,2277.2999999999993,1765.8999999999996,5257.699999999999,840.4999999999999
2018-10-10,1315.8999999999996,1728.4999999999998,3745.8,1250.5
2018-10-11,1288.0,1299.8999999999999,3274.7000000000007,748.4999999999999
2018-10-12,796.8999999999999,795.3000000000001,2017.1999999999998,616.6
2018-10-13,409.29999999999995,678.8000000000001,1306.3999999999999,506.7000000000001
2018-10-14,165.89999999999998,551.9,806.9999999999998,172.59999999999997
2018-10-15,490.00000000000006,895.8999999999999,1647.5999999999997,419.8
2018-10-16,1578.8,1204.5000000000002,3625.1,1016.4999999999999
2018-10-17,1897.8000000000002,1407.4,4316.800000000001,653.7999999999998
2018-10-18,493.0,924.1,1680.8,519.2
2018-10-19,2364.6,1559.9000000000003,5185.1,932.3000000000002
2018-10-20,3553.8,1703.9,7152.899999999999,1162.3000000000002
2018-10-21,1340.3999999999999,1089.6999999999998,3145.3999999999996,707.2000000000002
2018-10-22,1110.6,1091.8999999999999,2794.4999999999995,613.6999999999999
2018-10-23,1533.5000000000005,1296.6999999999998,3648.2000000000003,725.5999999999999
2018-10-24,1757.8000000000004,1312.8999999999999,4007.7999999999997,744.7999999999998
2018-10-25,1594.1,1349.2000000000003,3793.3,696.2
2018-10-26,1187.8999999999999,1250.1000000000001,3071.9,447.5
2018-10-27,349.8000000000001,672.5999999999998,1209.3999999999996,241.6
2018-10-28,121.2,427.1,612.7,162.40000000000003
2018-10-29,444.50000000000006,854.4000000000003,1535.6000000000001,338.09999999999997
2018-10-30,1279.9000000000003,1034.7,2997.7999999999993,434.0
2018-10-31,2744.3999999999996,1636.7499999999995,5844.35,853.1
2018-11-01,2869.7000000000003,1551.2,5951.300000000001,669.7
2018-11-02,4050.2,1924.2999999999997,8134.299999999999,1382.5000000000002
2018-11-03,1583.1,1515.2000000000003,3942.4000000000005,999.6000000000001
2018-11-04,1072.3,1232.3000000000002,2876.7000000000003,836.0999999999999
2018-11-05,2272.2,1196.6000000000001,4680.400000000001,1512.0999999999997
2018-11-06,2204.1,1275.0000000000005,4654.8,1140.4
2018-11-07,1368.6999999999998,1059.1000000000001,3157.2000000000007,430.80000000000007
2018-11-08,1982.4,1604.0999999999997,4643.6,891.8000000000001
2018-11-09,1311.3999999999999,1178.6999999999998,3189.3000000000006,776.4
2018-11-10,1332.3,1379.3000000000004,3422.5000000000005,545.1
2018-11-11,1010.0,1195.8999999999999,2744.5,478.99999999999994
2018-11-12,1745.3000000000004,1427.0999999999997,4103.400000000001,733.3999999999999
2018-11-13,1582.3999999999996,1445.1,3871.1,863.7000000000002
2018-11-14,2429.9,1632.8999999999999,5359.299999999999,1058.0
2018-11-15,2604.4999999999995,1551.4,5545.300000000001,1282.4999999999998
2018-11-16,1235.0,1027.0,2920.6,700.5999999999999
2018-11-17,684.9,1045.0,2094.7999999999997,707.1999999999999
2018-11-18,357.6,824.9,1373.2,597.6999999999998
2018-11-19,372.29999999999995,676.5999999999999,1247.6000000000004,452.69999999999993
2018-11-20,582.4,859.3000000000001,1752.4,444.40000000000003
2018-11-21,2173.1,1389.8000000000002,4721.5,921.7
2018-11-22,2398.999999999999,1353.1,5032.000000000002,1502.1999999999998
2018-11-23,1345.8499999999997,1237.8,3301.6000000000004,1270.3000000000002
2018-11-24,522.8,959.2000000000003,1760.6000000000001,880.5000000000001
2018-11-25,258.20000000000005,640.3999999999999,1036.4,649.7
2018-11-26,744.5,981.7999999999998,2123.6,619.3000000000001
2018-11-27,2217.5,1457.5,4857.600000000001,758.4000000000002
2018-11-28,1252.0999999999997,1242.9,3162.5000000000005,695.3000000000001
2018-11-29,778.1500000000001,847.4000000000001,2040.5,538.4
2018-11-30,1629.3999999999996,1437.3,3935.4999999999995,772.2999999999998
2018-12-01,1184.9999999999998,1349.4,3166.1999999999994,439.3999999999999
2018-12-02,447.6999999999999,624.4999999999998,1311.0999999999997,242.70000000000005
2018-12-03,890.4999999999999,1027.7,2392.9,542.9
2018-12-04,3957.8000000000006,2021.6999999999998,8090.5,1095.9
2018-12-05,1736.8,1373.7,4036.9999999999995,489.49999999999994
2018-12-06,924.4000000000001,1011.7,2429.0000000000005,439.40000000000003
2018-12-07,768.1999999999999,897.6999999999999,2075.5000000000005,380.99999999999994
2018-12-08,427.80000000000007,595.3000000000001,1251.1999999999996,445.5
2018-12-09,734.3,952.1,2077.9,342.50000000000006
2018-12-10,2235.8,1680.4,5108.6,845.2
2018-12-11,3959.3000000000006,1947.4,8018.300000000001,1340.0000000000002
2018-12-12,1594.3500000000001,1463.7500000000002,3908.6499999999996,818.2
2018-12-13,1292.9000000000003,1247.8999999999999,3230.0999999999995,754.5000000000001
2018-12-14,3043.1999999999994,1665.3,6331.600000000001,1588.5
2018-12-15,1249.7000000000003,1167.3,3083.5,667.7
2018-12-16,1962.7,1923.8000000000002,4933.2,513.8000000000001
2018-12-17,2611.5000000000005,1681.1000000000001,5685.5,570.6
2018-12-18,1086.3,1084.7,2750.2,660.8999999999999
2018-12-19,1790.1,1639.6000000000001,4384.5,429.49999999999994
2018-12-20,1168.1999999999998,1286.2999999999997,3077.7,599.5000000000001
2018-12-21,544.3,870.8000000000002,1705.1,539.3000000000001
2018-12-22,830.6999999999998,1201.5,2475.6,525.7
2018-12-23,720.9000000000002,1133.4000000000003,2239.0000000000005,301.30000000000007
2018-12-24,1607.2,1372.3,3836.7000000000003,656.9000000000001
2018-12-25,2167.0,1529.2999999999997,4852.199999999999,851.6999999999998
2018-12-26,1319.1000000000004,1357.1,3379.7000000000003,650.8000000000001
2018-12-27,5702.8,1900.4999999999998,10644.400000000001,1403.6
2018-12-28,3075.1000000000013,1471.1000000000004,6186.100000000001,1042.6999999999998
2018-12-29,1001.6,1109.8000000000002,2645.7,498.8000000000001
2018-12-30,829.9,1106.0,2378.9,438.70000000000005
2018-12-31,712.4,1176.3,2268.5,359.09999999999997
2019-01-01,358.4000000000001,859.5000000000001,1409.1999999999998,390.6
2019-01-02,321.8000000000001,1024.6,1517.7000000000003,448.50000000000006
2019-01-03,588.9,1391.0,2293.9000000000005,558.7000000000002
2019-01-04,1352.4000000000003,1569.8000000000002,3643.5000000000005,1084.3999999999999
2019-01-05,1112.2,1488.3999999999999,3193.5,794.8999999999999
2019-01-06,1017.4000000000001,1446.2,3005.8999999999996,735.4999999999999
2019-01-07,678.1,1111.1,2150.4,586.6999999999999
2019-01-08,816.9499999999999,1246.8999999999999,2498.8500000000004,756.8499999999999
2019-01-09,564.2,1185.1000000000001,2049.8999999999996,610.9
2019-01-10,2153.3999999999996,1581.6000000000001,4883.8,1273.2999999999997
2019-01-11,1523.1000000000001,1527.6,3862.7,1096.4
2019-01-12,506.80000000000007,962.1,1739.7000000000003,470.3
2019-01-13,228.9,577.3,928.1999999999999,397.20000000000005
2019-01-14,1137.1999999999998,1299.3,3043.1,767.6999999999999
2019-01-15,1185.6999999999998,1267.5,3085.2,559.6
2019-01-16,1092.6,1128.8999999999999,2803.9999999999995,386.0999999999999
2019-01-17,1375.8000000000002,1391.6999999999998,3501.2000000000003,679.5
2019-01-18,2681.6000000000004,1721.6000000000001,5833.100000000001,1188.4
