MeasurementDateGMT,Harrow - Stanmore: Nitric Oxide (ug/m3),Harrow - Stanmore: Nitrogen Dioxide (ug/m3),Harrow - Stanmore: Oxides of Nitrogen (ug/m3),Harrow - Stanmore: PM10 Particulate (ug/m3)
2018-03-09,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-10,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-11,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-12,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-13,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-14,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-15,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-16,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-17,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-18,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-19,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-20,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-21,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-22,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-23,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-24,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-25,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-26,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-27,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-28,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-29,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-30,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-03-31,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-01,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-02,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-03,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-04,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-05,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-06,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-07,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-08,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-09,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-10,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-11,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-12,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-13,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-14,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-15,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-16,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-17,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-18,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-19,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-20,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-21,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-22,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-23,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-24,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-25,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-26,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-27,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-28,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-29,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-04-30,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-01,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-02,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-03,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-04,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-05,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-06,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-07,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-08,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-09,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-10,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-11,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-12,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-13,57.59999999999998,199.20000000000007,290.4,477.5999999999998
2018-05-14,43.54999999999999,198.6,266.25,321.20000000000005
2018-05-15,36.30000000000002,277.09999999999997,332.4,307.7
2018-05-16,40.99999999999999,191.4,254.1,478.6
2018-05-17,45.50000000000001,230.29999999999998,300.3,483.40204081632646
2018-05-18,71.22941176470589,283.98823529411766,393.11764705882354,532.2367346938776
2018-05-19,45.370588235294115,320.31176470588235,388.9823529411765,569.361224489796
2018-05-20,86.69999999999999,591.9999999999999,724.8000000000002,592.2
2018-05-21,46.99999999999999,396.09999999999997,468.00000000000006,716.8000000000001
2018-05-22,36.400000000000006,201.49999999999994,257.40000000000003,634.8000000000001
2018-05-23,35.800000000000004,203.70000000000002,258.75,647.1499999999999
2018-05-24,64.30000000000001,400.2999999999999,498.59999999999997,576.1687499999999
2018-05-25,66.8,552.5,655.1999999999999,628.88125
2018-05-26,32.7,225.39999999999998,275.3999999999999,848.4
2018-05-27,41.4,370.0999999999999,433.29999999999995,742.9999999999998
2018-05-28,38.49999999999999,263.70000000000005,322.40000000000003,739.5
2018-05-29,32.800000000000004,212.15000000000003,262.4,507.5999999999999
2018-05-30,81.4,520.1999999999999,644.9000000000001,526.3
2018-05-31,73.30000000000003,453.0499999999999,565.0999999999999,598.21
2018-06-01,55.99999999999999,381.8,467.09999999999997,568.305
2018-06-02,37.73098591549295,158.91478873239436,214.81126760563382,544.833
2018-06-03,33.33802816901408,151.17042253521123,199.97746478873242,521.3610000000001
2018-06-04,31.309859154929576,163.94788732394363,209.71267605633804,497.88900000000007
2018-06-05,29.281690140845072,176.72535211267606,219.44788732394363,474.417
2018-06-06,27.253521126760564,189.50281690140844,229.18309859154928,450.94499999999994
2018-06-07,25.225352112676056,202.28028169014084,238.91830985915493,427.47299999999996
2018-06-08,23.197183098591548,215.05774647887324,248.65352112676052,404.00100000000003
2018-06-09,21.169014084507044,227.83521126760562,258.3887323943662,380.5290000000001
2018-06-10,19.140845070422536,240.61267605633805,268.1239436619718,357.057
2018-06-11,17.112676056338028,253.3901408450704,277.8591549295774,333.585
2018-06-12,15.084507042253518,266.1676056338028,287.59436619718304,310.11299999999994
2018-06-13,13.05633802816901,278.9450704225352,297.3295774647887,286.64099999999996
2018-06-14,39.3,298.8,358.80000000000007,263.169
2018-06-15,42.699999999999996,300.2,365.59999999999997,239.697
2018-06-16,26.1,265.2,304.99999999999994,216.22500000000002
2018-06-17,20.300000000000004,218.89999999999998,250.10000000000005,242.2
2018-06-18,23.499999999999996,146.50000000000003,182.09999999999997,281.1
2018-06-19,33.5,199.79999999999998,251.3,171.5
2018-06-20,61.99999999999999,249.59999999999994,344.79999999999995,191.8
2018-06-21,17.799999999999997,220.0,247.79999999999998,281.0
2018-06-22,31.800000000000004,336.99999999999994,385.9,362.00000000000006
2018-06-23,21.9,341.99999999999994,375.8,316.35
2018-06-24,14.0,390.49999999999994,411.8,372.3
2018-06-25,26.299999999999997,452.09999999999997,492.4,399.00000000000006
2018-06-26,78.89999999999999,551.4,672.3999999999999,411.99999999999994
2018-06-27,21.7,247.89999999999998,281.30000000000007,405.7000000000001
2018-06-28,21.300000000000008,256.99999999999994,289.7,484.70000000000005
2018-06-29,23.600000000000005,216.1,252.90000000000003,392.20000000000005
2018-06-30,11.1,173.60000000000002,190.49999999999997,410.7
2018-07-01,15.4,298.9,322.59999999999997,505.1
2018-07-02,22.4,305.9,340.09999999999997,443.9
2018-07-03,14.200000000000001,226.40000000000003,248.70000000000005,411.0
2018-07-04,41.69999999999999,567.6,632.0000000000001,504.6000000000001
2018-07-05,27.9,500.00000000000006,542.2,579.8000000000001
2018-07-06,27.800000000000008,399.69999999999993,442.6,569.1999999999999
2018-07-07,19.099999999999998,355.09999999999997,384.09999999999997,583.7000000000002
2018-07-08,13.000000000000002,315.0,334.7,407.00000000000006
2018-07-09,38.650000000000006,356.80000000000007,415.85,445.99999999999983
2018-07-10,21.999999999999996,175.79999999999998,209.2,327.44999999999993
2018-07-11,23.399999999999995,197.6,233.70000000000002,342.8
2018-07-12,23.900000000000002,287.40000000000003,323.8,463.40000000000003
2018-07-13,22.400000000000006,345.90000000000003,380.40000000000003,412.9
2018-07-14,68.50000000000001,551.9,657.1000000000001,477.8500000000001
2018-07-15,27.599999999999998,384.0,426.90000000000003,352.8999999999999
2018-07-16,27.699999999999996,296.0,338.69999999999993,343.65
2018-07-17,20.199999999999996,239.3,270.3,296.05
2018-07-18,44.800000000000004,564.1,632.8000000000001,366.85
2018-07-19,118.2,718.0,898.7999999999998,448.7
2018-07-20,64.20000000000002,764.6999999999999,863.3,486.8
2018-07-21,16.7,325.5,350.79999999999995,476.6999999999999
2018-07-22,25.799999999999997,479.59999999999997,519.5,394.40000000000015
2018-07-23,42.70000000000001,491.50000000000006,556.6,400.09999999999997
2018-07-24,27.0,344.9,386.3999999999999,316.79999999999995
2018-07-25,29.299999999999997,392.49999999999994,437.8,423.15000000000003
2018-07-26,46.8241935483871,579.2274193548387,650.3225806451613,665.9000000000002
2018-07-27,16.051612903225806,390.2451612903226,413.75483870967736,439.05
2018-07-28,24.72258064516129,325.8322580645161,362.96774193548384,386.80000000000007
2018-07-29,33.39354838709678,261.4193548387097,312.1806451612903,209.09999999999997
2018-07-30,34.85806451612903,225.32580645161286,278.9741935483871,253.7
2018-07-31,28.299999999999994,249.8,293.3,241.2
2018-08-01,53.800000000000004,369.7999999999999,452.29999999999995,329.69999999999993
2018-08-02,46.69999999999999,352.69999999999993,423.8999999999999,325.4000000000001
2018-08-03,55.60000000000001,382.1,467.09999999999997,375.0
2018-08-04,25.599999999999998,222.99999999999994,261.8,326.29999999999995
2018-08-05,46.1,481.8,552.3,349.8
2018-08-06,41.8,504.0,567.9,422.40000000000003
2018-08-07,35.40000000000001,383.09999999999997,437.2,426.1
2018-08-08,17.900000000000002,163.60000000000005,191.3,241.6
2018-08-09,139.4,574.6,788.0999999999999,272.2
2018-08-10,85.29999999999998,375.0,505.70000000000005,229.0
2018-08-11,49.8,313.59999999999997,389.7,233.50000000000003
2018-08-12,21.099999999999998,203.39999999999998,235.8,233.39999999999998
2018-08-13,32.0,226.90000000000006,276.6000000000001,254.0
2018-08-14,35.900000000000006,216.29999999999998,271.49999999999994,236.7
2018-08-15,38.50000000000001,245.59999999999997,304.40000000000003,328.40000000000003
2018-08-16,45.199999999999996,294.2,363.2999999999999,257.70000000000005
2018-08-17,74.30000000000001,215.70000000000002,329.50000000000006,282.09999999999997
2018-08-18,25.400000000000002,200.99999999999997,239.89999999999998,295.6
2018-08-19,26.400000000000006,186.8,226.80000000000004,247.89999999999998
2018-08-20,36.19999999999999,288.59999999999997,344.3999999999999,202.19999999999996
2018-08-21,45.90000000000001,369.59999999999997,440.49999999999994,236.10000000000005
2018-08-22,37.699999999999996,326.40000000000003,384.59999999999997,243.9999999999999
2018-08-23,42.000000000000014,250.89999999999998,315.0,212.89999999999998
2018-08-24,32.599999999999994,200.70000000000002,250.50000000000006,198.09999999999994
2018-08-25,157.4,400.8,642.3000000000001,158.3
2018-08-26,310.29999999999995,441.5999999999999,917.7,255.39999999999995
2018-08-27,21.900000000000002,171.5,204.89999999999998,148.0
2018-08-28,49.9,496.6,572.9,224.50000000000006
2018-08-29,50.20000000000001,508.09999999999997,585.3000000000001,252.49999999999997
2018-08-30,49.600000000000016,435.4,511.5999999999999,314.09999999999997
2018-08-31,74.79999999999998,596.4,710.5999999999999,360.8000000000001
2018-09-01,109.79999999999998,711.0,879.2,433.8
2018-09-02,83.9,828.9000000000001,957.4,499.80000000000007
2018-09-03,122.49999999999999,704.9,892.8,516.8999999999999
2018-09-04,13.5,320.7,341.3999999999999,406.80000000000007
2018-09-05,13.850000000000003,285.7,306.95000000000005,361.40000000000003
2018-09-06,33.599999999999994,389.5,440.4,331.69999999999993
2018-09-07,22.100000000000005,371.59999999999997,405.4,204.20000000000002
2018-09-08,83.0,498.1,625.7000000000002,249.6
2018-09-09,10.500000000000002,227.89999999999995,243.80000000000007,207.1
2018-09-10,18.899999999999995,240.09999999999997,269.1000000000001,322.9
2018-09-11,17.8,264.2,291.40000000000003,235.6
2018-09-12,131.79999999999998,455.70000000000005,657.6999999999999,173.4
2018-09-13,289.6000000000001,561.1,1004.6,311.89999999999986
2018-09-14,46.300000000000004,437.0,508.3,231.09999999999997
2018-09-15,39.2,354.99999999999994,415.19999999999993,279.4
2018-09-16,12.400000000000002,319.9,338.9,301.0
2018-09-17,13.700000000000001,362.79999999999995,383.49999999999994,310.2
2018-09-18,10.899999999999999,244.3,261.20000000000005,324.1
2018-09-19,16.200000000000003,235.99999999999997,260.70000000000005,361.9
2018-09-20,15.299999999999999,218.79999999999998,242.29999999999998,416.6
2018-09-21,11.299999999999997,164.3,181.19999999999996,134.10000000000002
2018-09-22,32.800000000000004,401.9999999999999,451.9000000000001,234.70000000000005
2018-09-23,16.3,260.6,285.50000000000006,118.2
2018-09-24,94.2,528.3,673.1,184.4
2018-09-25,461.39999999999986,881.2,1588.4999999999998,330.8
2018-09-26,438.70000000000005,1080.5,1752.8,389.9
2018-09-27,362.70000000000005,893.3,1449.4,448.8
2018-09-28,23.4,269.7,305.20000000000005,242.29999999999995
2018-09-29,144.70000000000002,796.8,1019.0,324.1000000000001
2018-09-30,122.69999999999999,422.90000000000003,610.6,274.0
2018-10-01,40.6,389.9999999999999,452.0,203.4
2018-10-02,22.199999999999996,214.8,248.60000000000002,200.80000000000004
2018-10-03,298.3,562.9,1020.3999999999999,217.65
2018-10-04,88.4,433.7,569.0,326.1
2018-10-05,328.40000000000003,803.0000000000001,1306.4,650.9000000000001
2018-10-06,134.9,317.49999999999994,523.8999999999999,274.1
2018-10-07,119.3,506.0,689.0,243.5
2018-10-08,342.3,810.0,1334.1000000000001,289.5999999999999
2018-10-09,187.89999999999998,822.5999999999999,1110.5,337.4999999999999
2018-10-10,135.7,1100.6000000000001,1309.4000000000003,892.4000000000001
2018-10-11,20.0,394.49999999999994,424.60000000000014,404.1
2018-10-12,11.399999999999999,177.0,194.39999999999998,322.4999999999999
2018-10-13,13.4,217.6,238.39999999999998,327.7
2018-10-14,9.3,143.1,156.4,90.39999999999999
2018-10-15,26.9,402.99999999999994,444.6,163.2
2018-10-16,60.9,469.6999999999999,562.8999999999999,432.5
2018-10-17,140.70000000000002,779.9999999999999,995.8,287.5
2018-10-18,43.3,546.5,612.0,357.5999999999999
2018-10-19,326.0,817.4000000000002,1316.9000000000003,371.5999999999999
2018-10-20,770.6999999999999,1017.6999999999999,2199.8,621.0
2018-10-21,297.5999999999999,557.9000000000001,1014.6999999999999,417.1000000000001
2018-10-22,171.8,634.9,897.9,360.6
2018-10-23,111.5,514.0999999999998,685.0,363.29999999999995
2018-10-24,46.39999999999999,480.3999999999999,551.5,368.5
2018-10-25,88.6,495.4,631.4999999999999,339.5
2018-10-26,18.200000000000006,371.7,400.1,193.29999999999998
2018-10-27,15.899999999999999,282.6,307.0,118.10000000000001
2018-10-28,9.1,254.6,269.00000000000006,114.10000000000002
2018-10-29,52.599999999999994,484.09999999999997,565.0,193.79999999999998
2018-10-30,59.20000000000001,564.0,654.5,228.4
2018-10-31,527.8,1095.3,1904.5,382.2
2018-11-01,202.1,937.1999999999998,1246.8000000000002,262.6
2018-11-02,959.9,948.0,2419.7,945.7000000000002
2018-11-03,284.00000000000006,864.4000000000002,1300.6000000000004,512.5000000000001
2018-11-04,27.2,563.9,605.4,527.3
2018-11-05,762.5999999999999,948.1000000000001,2117.3,1015.8999999999999
2018-11-06,699.4999999999998,737.0000000000001,1809.8,639.8000000000001
2018-11-07,15.700000000000001,410.2,434.0999999999999,287.3
2018-11-08,38.10000000000001,639.9999999999999,698.4999999999999,343.2
2018-11-09,123.9,586.8999999999997,776.4999999999999,363.3
2018-11-10,47.70000000000001,553.5,626.9,315.50000000000006
2018-11-11,41.1,520.6999999999999,584.1,267.5
2018-11-12,62.099999999999994,574.2999999999998,669.8,294.49999999999994
2018-11-13,43.99999999999999,692.2,759.6999999999999,304.4
2018-11-14,149.79999999999998,784.2,1013.8,366.50000000000006
2018-11-15,215.50000000000003,880.2,1210.1000000000001,555.8
2018-11-16,160.49999999999997,667.8000000000002,914.0999999999999,278.9
2018-11-17,98.09999999999998,707.4,857.4,499.1000000000001
2018-11-18,38.50000000000001,439.9,499.2000000000001,408.49999999999994
2018-11-19,20.399999999999995,307.30000000000007,338.80000000000007,180.69999999999996
2018-11-20,41.1,471.6,534.1,256.2
2018-11-21,457.59999999999997,947.9000000000002,1649.1999999999998,434.6
2018-11-22,149.42320000000004,827.3967999999999,1056.4232000000002,534.24
2018-11-23,261.7344,824.5056,1226.5344000000005,530.88
2018-11-24,411.0336,859.5264,1491.0336000000004,553.92
2018-11-25,560.3327999999999,894.5471999999999,1755.5328000000004,576.9599999999999
2018-11-26,709.6319999999998,929.5680000000001,2020.0320000000006,600.0
2018-11-27,477.04399999999987,934.456,1667.044,448.69999999999993
2018-11-28,9.199999999999998,477.2999999999999,491.59999999999997,254.7
2018-11-29,1.6,310.1,312.5,280.3
2018-11-30,45.1,769.6,838.4000000000001,316.09999999999997
2018-12-01,16.2,603.0,627.8,217.39999999999998
2018-12-02,5.3,194.6,202.69999999999996,129.8
2018-12-03,14.000000000000002,403.09999999999997,424.50000000000006,291.0
2018-12-04,993.5000000000001,1445.8000000000002,2968.9999999999995,391.6000000000001
2018-12-05,116.39999999999995,807.6999999999999,985.8000000000001,268.0
2018-12-06,15.000000000000004,469.9,493.09999999999997,208.00000000000006
2018-12-07,8.600000000000001,318.00000000000006,331.49999999999994,211.30000000000004
2018-12-08,6.499999999999999,178.49999999999997,188.8,310.29999999999995
2018-12-09,8.1,190.99999999999994,203.39999999999998,145.29999999999998
2018-12-10,80.69999999999999,788.8000000000001,912.5999999999999,299.90000000000003
2018-12-11,1884.1000000000004,1724.6999999999996,4613.300000000001,699.5
2018-12-12,137.05,1072.8,1282.5,459.6
2018-12-13,287.35,1063.95,1505.1,459.5
2018-12-14,1225.25,1487.9500000000003,3366.9,721.6
2018-12-15,30.7,725.45,773.05,432.09999999999997
2018-12-16,196.00000000000003,1086.0999999999997,1386.7,246.6
2018-12-17,165.90000000000003,982.3999999999999,1236.2,294.7
2018-12-18,16.95,404.95000000000005,430.55000000000007,325.7000000000001
2018-12-19,43.39999999999999,759.5,825.5999999999999,180.7
2018-12-20,29.699999999999996,696.0,741.6,244.7
2018-12-21,15.400000000000002,321.09999999999997,344.7,383.50000000000006
2018-12-22,59.60000000000001,630.6,722.1,306.9
2018-12-23,36.29999999999999,601.9999999999999,657.8999999999997,166.20000000000002
2018-12-24,747.2,1133.9,2279.6,420.8
2018-12-25,981.4,1400.1,2904.7,502.3
2018-12-26,179.5,1002.9000000000001,1278.1000000000001,395.70000000000005
2018-12-27,1388.6,1203.8999999999999,3332.8999999999996,682.5
2018-12-28,1027.7,984.4999999999999,2560.7999999999997,625.5000000000001
2018-12-29,61.5,453.5999999999999,547.9,313.69999999999993
2018-12-30,69.39999999999999,489.79999999999995,596.0000000000001,243.50000000000003
2018-12-31,34.1,220.40000000000003,272.99999999999994,203.09999999999997
2019-01-01,15.599999999999996,247.40000000000006,271.09999999999997,299.09999999999997
2019-01-02,23.799999999999994,493.3,529.5000000000001,342.9
2019-01-03,29.4,729.8000000000002,775.2000000000002,352.40000000000003
2019-01-04,94.20000000000002,862.7,1006.7999999999997,723.1
2019-01-05,32.400000000000006,654.9,705.15,536.6999999999999
2019-01-06,37.800000000000004,686.5500000000001,745.05,527.5999999999999
2019-01-07,21.8,390.1,423.59999999999997,369.29999999999995
2019-01-08,32.1,434.40000000000003,483.1999999999999,470.7
2019-01-09,32.400000000000006,499.3999999999999,548.8,281.1
2019-01-10,245.1,1005.0999999999999,1381.0000000000002,639.7999999999998
2019-01-11,67.6,716.4,819.7,405.49999999999994
2019-01-12,16.8,321.4000000000001,347.09999999999997,215.90000000000003
2019-01-13,13.8,150.0,171.09999999999997,196.4
2019-01-14,26.6,470.59999999999997,511.7,324.8
2019-01-15,66.69999999999999,711.3000000000001,813.6999999999998,238.69999999999996
2019-01-16,28.1,642.2,685.2,180.8
2019-01-17,54.699999999999996,643.4,726.7999999999998,213.50000000000003
2019-01-18,986.1999999999999,1163.3000000000002,2675.7999999999997,432.4
2019-01-19,64.9,801.3,900.8,415.1
2019-01-20,287.65,1086.0000000000002,1527.1499999999999,602.9999999999999
2019-01-21,566.75,1102.1,1971.6499999999999,779.3000000000002
2019-01-22,139.3,921.8000000000002,1135.7,211.5
2019-01-23,634.0,1025.75,1997.5,333.29999999999995
2019-01-24,1456.6000000000001,1444.95,3678.35,678.9
2019-01-25,204.6,805.9,1119.3000000000002,375.79999999999995
2019-01-26,14.399999999999997,332.59999999999997,354.9000000000001,209.4
2019-01-27,11.799999999999999,129.9,148.10000000000002,198.9
2019-01-28,136.2,657.6,866.5999999999999,247.79999999999998
2019-01-29,434.2999999999999,1163.0,1828.4999999999998,327.0000000000001
2019-01-30,599.1,1000.9000000000002,1919.4,255.5
2019-01-31,1053.8000000000002,1145.5999999999997,2761.2000000000003,481.3
2019-02-01,28.95,405.09999999999997,449.34999999999997,255.1
2019-02-02,32.1,339.6,388.70000000000005,240.99999999999994
2019-02-03,86.50000000000001,637.0999999999999,769.8000000000001,287.7
2019-02-04,107.0,699.8000000000001,863.6,179.8
2019-02-05,190.0,722.4499999999999,1013.6,268.1
2019-02-06,109.6,797.3,965.1000000000001,303.0
2019-02-07,36.99999999999999,354.1,410.7,188.79999999999998
2019-02-08,32.800000000000004,271.80000000000007,321.6,223.3
2019-02-09,32.8,182.4,232.40000000000003,311.3999999999999
2019-02-10,37.3,292.20000000000005,349.6,91.6
2019-02-11,316.7,945.7,1430.9,191.9
2019-02-12,476.09999999999997,1086.0,1815.6000000000001,359.7
2019-02-13,117.80000000000001,819.0,999.7,452.99999999999994
2019-02-14,1381.1999999999998,1588.1000000000001,3706.0,748.1999999999998
2019-02-15,1003.7,1480.3999999999999,3019.7999999999997,836.6
2019-02-16,100.30000000000003,876.3,1030.2,676.6
