MeasurementDateGMT,Hillingdon - Keats Way: Nitric Oxide (ug/m3),Hillingdon - Keats Way: Nitrogen Dioxide (ug/m3),Hillingdon - Keats Way: Oxides of Nitrogen (ug/m3),Hillingdon - Keats Way: Ozone (ug/m3)
2018-04-19,1005.1999999999999,2401.6,3942.4999999999995,572.9
2018-04-20,450.6,1072.8000000000002,1764.1000000000004,892.8999999999999
2018-04-21,627.6,1993.0,2955.6000000000004,662.3000000000002
2018-04-22,396.3,1066.4999999999998,1674.1999999999998,1223.1000000000004
2018-04-23,616.3000000000001,1251.6999999999998,2196.2,990.4999999999999
2018-04-24,644.7,1184.6,2172.9999999999995,807.5
2018-04-25,406.29999999999995,1029.8999999999999,1653.1000000000001,1118.8999999999999
2018-04-26,596.4000000000001,1344.2999999999997,2259.3,992.1000000000001
2018-04-27,955.5,1834.4000000000003,3299.2,356.0
2018-04-28,24.599999999999998,399.4,437.2999999999999,1344.1
2018-04-29,15.500000000000004,187.29999999999998,211.3,1748.1
2018-04-30,71.9,509.5,619.6,1525.3999999999999
2018-05-01,856.4000000000001,1657.4,2970.6000000000004,837.0000000000001
2018-05-02,529.0,1246.4999999999998,2057.2999999999997,1147.5
2018-05-03,902.8000000000002,1494.8999999999999,2879.4,728.3999999999997
2018-05-04,876.6000000000001,1426.4,2770.6000000000004,817.6000000000001
2018-05-05,589.1999999999999,1950.4000000000003,2854.2000000000003,764.4000000000001
2018-05-06,175.3,1576.9,1845.6000000000001,1405.8000000000006
2018-05-07,312.9,1811.2,2290.5,1339.6000000000001
2018-05-08,841.1499999999999,1431.9499999999994,2721.400000000001,1143.3999999999999
2018-05-09,446.40000000000003,1098.1,1782.8,873.5999999999999
2018-05-10,322.8,949.2,1443.9999999999998,1282.0
2018-05-11,1425.4000000000003,2153.0000000000005,4338.35,473.7
2018-05-12,867.5000000000001,1715.9999999999998,3046.1,436.09999999999997
2018-05-13,156.1,715.8000000000002,955.1,1004.6
2018-05-14,41.19999999999998,398.69999999999993,461.9,1590.5000000000002
2018-05-15,38.49999999999999,446.3,504.9999999999999,1856.3999999999999
2018-05-16,27.7,261.0999999999999,303.30000000000007,1621.5000000000002
2018-05-17,38.599999999999994,286.20000000000005,345.40000000000003,1582.1999999999996
2018-05-18,227.8,692.0999999999999,1041.3000000000002,1157.1999999999996
2018-05-19,647.5,1055.9999999999998,2048.2999999999997,1095.2999999999997
2018-05-20,284.4,1387.6,1824.0999999999997,965.8000000000001
2018-05-21,84.5,675.3,804.8000000000001,1573.7
2018-05-22,29.199999999999996,304.7,349.8,2049.0
2018-05-23,21.9,232.0,265.5,2114.8999999999996
2018-05-24,158.20000000000002,627.9000000000001,870.2999999999998,1150.6000000000001
2018-05-25,194.3,915.1999999999999,1213.4,987.9
2018-05-26,49.24235294117648,486.72117647058826,562.1388235294116,1835.1000000000001
2018-05-27,84.52235294117646,771.2611764705879,899.3788235294118,923.8000000000002
2018-05-28,166.5176470588235,841.0588235294122,1094.5411764705882,1431.4000000000003
2018-05-29,248.51294117647058,910.8564705882352,1289.7035294117647,1758.8000000000002
2018-05-30,316.8047058823529,1053.5023529411765,1538.1376470588236,790.4
2018-05-31,411.3,1375.1,2006.3999999999996,539.9999999999999
2018-06-01,636.3999999999999,1432.6,2408.2000000000003,542.5999999999999
2018-06-02,318.30000000000007,1060.7000000000003,1549.0000000000002,886.2
2018-06-03,402.6000000000001,1273.3000000000002,1889.8999999999994,856.6000000000001
2018-06-04,58.399999999999984,461.5000000000001,550.5999999999999,1306.3000000000002
2018-06-05,38.9,320.50000000000006,380.09999999999997,1491.6999999999998
2018-06-06,53.55000000000001,330.7,412.84999999999997,1479.4
2018-06-07,60.50000000000001,468.2000000000001,561.0000000000001,1233.9
2018-06-08,44.1,339.49999999999994,407.00000000000006,1429.1000000000001
2018-06-09,55.5,447.9,532.7,1298.9999999999998
2018-06-10,86.10000000000001,546.5,678.5,1237.8999999999999
2018-06-11,164.0,841.1,1092.6000000000001,1006.3999999999997
2018-06-12,68.10000000000002,479.0000000000001,583.1,1011.7
2018-06-13,664.5,1316.3000000000002,2335.1999999999994,745.1999999999999
2018-06-14,314.90000000000003,684.8999999999997,1167.8999999999996,1101.8000000000002
2018-06-15,176.8,609.2000000000002,880.5,1180.0
2018-06-16,423.20000000000005,1149.0000000000002,1797.7,741.2999999999998
2018-06-17,352.00000000000006,1021.7,1561.1000000000001,712.1
2018-06-18,367.1,845.7000000000002,1408.9,754.9999999999999
2018-06-19,582.5000000000001,828.3000000000002,1721.5,362.19999999999993
2018-06-20,785.4000000000002,681.0,1885.3000000000002,327.1
2018-06-21,25.899999999999995,244.49999999999997,284.7,1454.0000000000002
2018-06-22,151.7,582.1,815.3000000000001,1234.2000000000003
2018-06-23,131.79999999999998,640.7,842.8000000000001,1312.2999999999997
2018-06-24,126.39999999999998,854.1999999999999,1047.9999999999998,1547.3999999999999
2018-06-25,430.20000000000005,1392.7,2052.3999999999996,1619.4999999999998
2018-06-26,388.7,1513.8999999999999,2109.6000000000004,999.2
2018-06-27,82.30000000000001,623.3000000000002,749.0,1286.2
2018-06-28,64.49999999999999,515.0999999999999,614.2999999999998,1488.0999999999997
2018-06-29,45.5,310.0,379.49999999999994,1645.1000000000001
2018-06-30,65.49999999999999,595.9,696.3999999999999,1673.3
2018-07-01,36.599999999999994,562.1999999999999,618.6999999999999,2337.2
2018-07-02,54.7,630.4999999999999,714.6,2073.6000000000004
2018-07-03,167.5,1045.6000000000001,1302.6,1483.6000000000004
2018-07-04,250.5,1283.0,1667.1,1113.0999999999997
2018-07-05,417.20000000000005,1198.8999999999999,1838.6,1550.5999999999997
2018-07-06,67.1,739.8,842.6999999999997,1811.4999999999998
2018-07-07,86.49999999999999,720.2,853.0000000000001,1684.1
2018-07-08,65.6,565.9999999999999,666.5,1703.1000000000004
2018-07-09,139.3,704.4000000000001,917.9,1242.8999999999999
2018-07-10,37.50000000000001,243.0,300.49999999999994,1204.6000000000001
2018-07-11,40.50000000000001,309.0,371.6,1260.1000000000001
2018-07-12,64.69999999999999,516.8,615.7,1238.6
2018-07-13,221.09999999999997,1178.0999999999997,1517.2999999999995,1086.2
2018-07-14,565.4,1826.1999999999998,2693.0999999999995,903.8999999999999
2018-07-15,195.70000000000002,994.1999999999999,1294.1000000000004,1365.8000000000004
2018-07-16,171.1,1026.3999999999999,1289.0,1270.4
2018-07-17,329.69999999999993,990.7,1496.1999999999998,808.1999999999998
2018-07-18,668.9000000000001,1500.6,2526.1,629.1999999999999
2018-07-19,1197.7000000000003,1735.4999999999998,3572.0000000000005,758.1
2018-07-20,635.8,2113.0999999999995,3087.6,657.5000000000001
2018-07-21,120.60000000000002,1004.0,1188.3999999999999,1461.0
2018-07-22,277.7,1018.9000000000001,1445.3,949.7999999999998
2018-07-23,700.9999999999999,1596.9,2671.3,656.5
2018-07-24,453.79999999999995,1368.1,2063.6,792.4000000000001
2018-07-25,272.79999999999995,1131.3,1549.6000000000001,1031.6000000000001
2018-07-26,510.19999999999993,2100.5,2882.8999999999996,867.4999999999999
2018-07-27,648.4999999999999,1463.9,2458.1,889.2000000000003
2018-07-28,376.6000000000001,884.7,1462.1,813.5999999999999
2018-07-29,491.8,836.7,1590.7999999999997,519.1999999999999
2018-07-30,915.4,1006.6499999999999,2409.7,250.39999999999998
2018-07-31,656.9999999999999,1197.3999999999999,2204.8999999999996,545.5
2018-08-01,747.6,1296.9,2443.5000000000005,572.6999999999999
2018-08-02,668.6999999999997,1147.1,2172.7,609.3999999999999
2018-08-03,362.49999999999994,792.1999999999999,1347.6999999999998,930.6
2018-08-04,47.8,377.1,450.3,1193.3000000000002
2018-08-05,333.79999999999995,1251.4999999999998,1763.2999999999997,882.2
2018-08-06,374.20000000000005,1532.4000000000003,2105.6,1147.8999999999999
2018-08-07,368.80000000000007,1499.6,2065.1000000000004,927.8999999999997
2018-08-08,429.80000000000007,1046.0,1705.5000000000005,812.8000000000001
2018-08-09,752.2,994.5999999999999,2147.7999999999997,304.20000000000005
2018-08-10,845.4000000000001,1039.9,2336.4,467.8
2018-08-11,803.6000000000001,1268.5,2500.4999999999995,374.9
2018-08-12,687.8,1227.5999999999997,2282.899999999999,357.4
2018-08-13,356.40000000000003,508.3,1054.3999999999999,731.4000000000001
2018-08-14,133.9,527.7,733.0000000000001,856.9
2018-08-15,577.5500000000001,1112.5500000000002,1998.0500000000002,509.8
2018-08-16,742.5000000000001,961.2999999999998,2099.7999999999997,397.5000000000001
2018-08-17,790.7000000000003,863.0,2075.4,555.3
2018-08-18,593.1,990.6,1899.5999999999997,394.9
2018-08-19,256.90000000000003,575.5,969.3999999999999,555.7
2018-08-20,383.1,821.9999999999999,1409.7,431.49999999999994
2018-08-21,401.59999999999997,1081.4,1697.7000000000003,581.1999999999999
2018-08-22,773.3000000000001,1069.8999999999999,2255.7000000000003,236.9
2018-08-23,400.7000000000001,613.2999999999998,1227.4,699.9000000000002
2018-08-24,302.6,760.2000000000002,1224.0999999999997,684.7
2018-08-25,447.5,597.8999999999999,1284.4,751.4000000000001
2018-08-26,1260.6000000000001,1224.8,3157.4000000000005,291.7
2018-08-27,235.9,709.2,1071.0000000000002,586.6000000000001
2018-08-28,1150.5,1583.8999999999999,3347.8,268.1
2018-08-29,261.59999999999997,734.4999999999999,1135.7999999999997,579.6
2018-08-30,133.7,617.9,822.7,727.1
2018-08-31,528.3,1182.75,1993.3,520.5999999999999
2018-09-01,1191.8,1787.3,3614.4000000000005,450.9
2018-09-02,522.3000000000001,1679.8000000000002,2480.1,680.6
2018-09-03,642.0000000000001,1295.9,2280.3999999999996,979.2000000000002
2018-09-04,32.4,335.3999999999999,385.2,1201.8
2018-09-05,41.3,321.4,384.59999999999997,1306.2999999999997
2018-09-06,159.40000000000003,540.0000000000001,784.5,884.4
2018-09-07,194.79999999999995,637.4,936.8999999999999,818.1999999999999
2018-09-08,918.0,1373.3,2781.0999999999995,365.4
2018-09-09,343.9999999999999,1095.4,1622.8,741.9
2018-09-10,752.2000000000002,1265.8000000000002,2419.1999999999994,619.1999999999999
2018-09-11,590.9000000000001,987.0999999999999,1892.9999999999998,644.6
2018-09-12,428.5,600.1,1256.8999999999999,766.5
2018-09-13,1110.1000000000001,1108.5,2810.6,470.0
2018-09-14,928.0999999999999,1518.5999999999997,2941.4999999999995,364.9
2018-09-15,822.5,1394.3000000000002,2655.2,450.6999999999999
2018-09-16,588.4999999999999,1431.9999999999998,2334.2000000000003,601.8
2018-09-17,681.6,1626.3999999999996,2671.0999999999995,624.5999999999999
2018-09-18,454.0,915.0000000000002,1610.8999999999999,893.8
2018-09-19,589.7,877.9000000000002,1782.1999999999998,779.6999999999999
2018-09-20,580.4000000000001,889.0999999999999,1779.5,831.8
2018-09-21,436.55,750.4,1419.75,844.8999999999999
2018-09-22,735.5999999999999,1149.9999999999998,2278.500000000001,432.1000000000001
2018-09-23,160.49999999999997,283.5,530.0999999999999,984.5
2018-09-24,732.5000000000001,730.1999999999999,1853.1,615.3000000000001
2018-09-25,3775.78698630137,2172.539726027397,7961.609589041096,173.80000000000004
2018-09-26,4046.5726027397254,2456.2520547945205,8660.77808219178,95.308
2018-09-27,3264.238356164383,2015.967123287671,7021.150684931506,339.888
2018-09-28,2481.9041095890407,1575.6821917808222,5381.523287671233,591.024
2018-09-29,1699.5698630136985,1135.3972602739725,3741.8958904109595,842.1600000000001
2018-09-30,917.2356164383563,695.1123287671232,2102.2684931506847,1093.296
2018-10-01,333.14246575342463,556.6493150684933,1067.4739726027394,1062.724
2018-10-02,320.29999999999984,506.5,997.3500000000001,850.2000000000002
2018-10-03,938.05,765.2500000000001,2203.4,497.1
2018-10-04,983.7500000000002,933.45,2441.6500000000005,204.0
2018-10-05,1073.9499999999998,1180.2499999999998,2827.45,244.29999999999995
2018-10-06,265.9,309.74999999999994,717.7000000000002,893.1
2018-10-07,558.7,674.65,1531.35,793.2000000000004
2018-10-08,1428.3000000000002,1488.7999999999997,3678.2500000000005,227.89999999999995
2018-10-09,1749.25,1638.8,4320.900000000001,269.0
2018-10-10,928.6499999999996,1266.0,2689.6499999999996,306.99999999999994
2018-10-11,759.7000000000002,1210.8999999999999,2375.9,460.4
2018-10-12,405.9,704.3,1326.6000000000001,960.6
2018-10-13,431.79999999999995,746.85,1408.7999999999997,812.8
2018-10-14,82.34999999999998,146.54999999999998,270.95000000000005,1209.6999999999998
2018-10-15,107.60000000000001,492.5,657.4,671.9999999999998
2018-10-16,1106.9499999999998,1163.75,2861.15,209.99999999999997
2018-10-17,967.3499999999999,1009.3000000000001,2492.7499999999995,138.8
2018-10-18,101.45,422.4,578.05,548.1999999999999
2018-10-19,1112.6,917.0499999999998,2623.15,392.29999999999995
2018-10-20,2186.5499999999993,1352.4499999999998,4705.25,156.39999999999995
2018-10-21,877.55,612.9000000000001,1958.2499999999998,520.5
2018-10-22,599.4499999999999,690.1000000000001,1609.5,777.3
2018-10-23,640.0500000000002,734.5,1715.2999999999997,603.9999999999999
2018-10-24,251.9,580.8000000000001,967.2000000000002,517.1
2018-10-25,323.0000000000001,675.1499999999999,1170.5000000000002,689.4
2018-10-26,228.19999999999996,667.85,1017.7499999999999,820.9999999999999
2018-10-27,54.24999999999999,250.44999999999996,333.1,1058.0
2018-10-28,49.05,174.4,249.60000000000002,1196.6
2018-10-29,117.8,411.2999999999999,592.0499999999998,865.3
2018-10-30,399.05000000000007,659.0999999999999,1270.9,554.6000000000001
2018-10-31,2186.0500000000006,1602.75,4954.500000000001,122.50000000000001
2018-11-01,1462.6499999999996,1252.9499999999998,3496.2000000000007,112.60000000000001
2018-11-02,1867.25,1503.85,4366.85,277.50000000000006
2018-11-03,1540.95,1839.3500000000004,4202.099999999999,308.9
2018-11-04,1009.15,1528.65,3075.5499999999997,343.1000000000001
2018-11-05,1687.8,1252.1999999999998,3840.55,51.2
2018-11-06,2025.25,1368.2999999999997,4473.300000000001,169.89999999999998
2018-11-07,796.9999999999999,1148.8000000000002,2371.5499999999993,554.1
2018-11-08,1260.9,1670.9000000000003,3604.2999999999997,370.10000000000014
2018-11-09,1017.2499999999999,1289.7000000000003,2849.399999999999,485.7
2018-11-10,1044.5,1687.75,3289.6499999999996,444.7000000000001
2018-11-11,860.1,1544.8500000000001,2863.2499999999995,450.70000000000005
2018-11-12,1301.7999999999997,1754.25,3750.75,355.1999999999998
2018-11-13,1223.3500000000001,1633.8499999999997,3509.8999999999996,427.8
2018-11-14,1835.9999999999998,1776.8000000000002,4592.3,287.89999999999986
2018-11-15,2263.75,1489.5999999999997,4960.799999999999,46.599999999999994
2018-11-16,1374.1,1160.0499999999997,3267.05,39.9
2018-11-17,444.05,1042.1499999999999,1722.8999999999999,130.1
2018-11-18,191.59999999999997,708.4000000000001,1001.8500000000001,540.6
2018-11-19,74.5,475.59999999999997,590.25,878.7
2018-11-20,284.34999999999997,706.8500000000001,1143.3000000000002,593.2499999999999
2018-11-21,2421.45,1580.4499999999996,5293.300000000001,65.00000000000001
2018-11-22,2353.2000000000003,1342.0500000000004,4949.849999999999,30.899999999999995
2018-11-23,1161.15,1279.2000000000003,3059.499999999999,37.099999999999994
2018-11-24,335.55000000000007,1028.5000000000002,1542.95,236.29999999999998
2018-11-25,94.1,614.95,759.55,462.00000000000006
2018-11-26,268.55,751.3499999999999,1162.7999999999997,469.5000000000001
2018-11-27,1735.0500000000004,1497.55,4157.55,108.39999999999999
2018-11-28,637.8000000000002,1278.65,2256.95,592.7000000000003
2018-11-29,387.7,970.2,1564.4000000000003,819.5000000000001
2018-11-30,1016.1999999999998,1514.3,3072.2999999999997,384.79999999999995
2018-12-01,822.0499999999998,1471.4500000000003,2731.6500000000005,384.40000000000003
2018-12-02,288.79999999999995,566.45,1009.5500000000001,803.5999999999999
2018-12-03,427.7,813.95,1469.55,727.4000000000002
2018-12-04,2510.45,1691.9000000000003,5541.4,101.7
2018-12-05,1435.3000000000004,1365.9999999999998,3567.3,290.5
2018-12-06,693.65,1105.25,2168.2,441.8
2018-12-07,278.09999999999997,668.35,1094.4,998.7
2018-12-08,201.70000000000002,567.65,877.2,1216.5000000000002
2018-12-09,88.25000000000001,302.1,437.3,1304.4
2018-12-10,194.0,754.6000000000001,1052.3000000000002,594.7
2018-12-11,3537.95,1722.3,7147.1500000000015,33.199999999999996
2018-12-12,1576.1,1686.1999999999998,4102.950000000001,107.30000000000001
2018-12-13,1026.4499999999998,1240.8999999999999,2815.0499999999997,140.2
2018-12-14,2950.0499999999997,1612.5500000000004,6135.749999999999,39.50000000000001
2018-12-15,1081.95,1249.55,2908.6,260.0
2018-12-16,1387.3000000000002,1874.2499999999998,4001.45,319.59999999999997
2018-12-17,1757.7500000000002,1721.6000000000004,4416.450000000001,322.1
2018-12-18,640.2,1154.3500000000001,2135.8500000000004,691.4
2018-12-19,1211.8,1846.3,3705.0,309.3999999999999
2018-12-20,923.5000000000001,1533.3500000000004,2949.1999999999994,431.20000000000005
2018-12-21,418.0959183673468,886.3870748299321,1526.6496598639455,689.1
2018-12-22,431.92653061224496,906.9673469387756,1568.0938775510201,656.0
2018-12-23,395.4857142857143,868.3714285714286,1473.857142857143,525.8
2018-12-24,359.0448979591835,829.7755102040816,1379.6204081632654,251.39999999999998
2018-12-25,322.6040816326531,791.1795918367347,1285.3836734693878,29.3
2018-12-26,286.16326530612247,752.5836734693878,1191.1469387755103,59.900000000000006
2018-12-27,249.72244897959183,713.9877551020408,1096.9102040816326,32.900000000000006
2018-12-28,213.2816326530612,675.3918367346939,1002.6734693877551,82.6
2018-12-29,176.84081632653061,636.795918367347,908.4367346938776,489.6
2018-12-30,140.39999999999995,598.2,814.1999999999999,510.90000000000003
2018-12-31,103.95918367346938,559.6040816326531,719.9632653061225,1177.9
2019-01-01,67.51836734693875,521.0081632653062,625.7265306122449,1143.2
2019-01-02,35.25714285714283,627.597619047619,682.3880952380953,1039.9
2019-01-03,42.00000000000001,733.1999999999999,797.8999999999999,1053.3
2019-01-04,205.49999999999997,1071.3999999999999,1386.7000000000003,433.0000000000001
2019-01-05,129.7,873.9000000000001,1072.8,652.4
2019-01-06,170.0,904.8,1165.8000000000002,562.4000000000001
2019-01-07,563.9000000000001,1229.3000000000002,2093.7,578.4
2019-01-08,47.5,581.2,654.2,1147.1999999999998
2019-01-09,70.10000000000001,705.0999999999999,812.5999999999999,973.6999999999999
2019-01-10,642.8,1280.8000000000002,2266.6000000000004,211.9
2019-01-11,252.20000000000002,1056.3,1443.2,407.80000000000007
2019-01-12,151.3,733.9999999999999,965.8999999999997,912.8
2019-01-13,51.199999999999996,391.3,469.8999999999999,1341.4999999999998
2019-01-14,119.3,672.5,855.6,1115.8999999999999
2019-01-15,1105.3,1628.4,3323.3999999999996,388.2
2019-01-16,832.2,1417.0,2693.0000000000005,591.9000000000001
2019-01-17,257.5,988.8000000000001,1384.0000000000002,697.3
2019-01-18,2871.2000000000003,2099.0,6501.0999999999985,164.59999999999997
2019-01-19,931.6999999999999,1507.7,2936.2000000000003,275.0
2019-01-20,807.7,1229.8,2468.8,282.70000000000005
2019-01-21,3347.699999999999,1899.3000000000002,7032.200000000001,141.9
2019-01-22,1300.1,1769.1999999999998,3762.7999999999997,440.90000000000003
2019-01-23,662.3,1171.6999999999998,2187.7,584.0
2019-01-24,3163.0,1980.3,6830.4,38.800000000000004
2019-01-25,1390.7000000000003,1280.7999999999997,3413.4,317.3
2019-01-26,380.70000000000005,1084.3999999999999,1667.7,830.4999999999998
2019-01-27,17.400000000000002,215.49999999999997,242.4,1505.2
2019-01-28,517.6,985.9,1779.7999999999997,955.5
2019-01-29,2306.100000000001,2135.7,5671.499999999999,299.9
2019-01-30,1295.3,1353.6000000000001,3339.8000000000006,562.5000000000001
2019-01-31,3285.2999999999993,1907.4000000000003,6944.499999999999,303.99999999999994
2019-02-01,92.2,730.3000000000002,871.8,989.7999999999998
2019-02-02,44.3,502.09999999999997,569.8,1045.0
2019-02-03,870.8000000000001,1562.0,2896.600000000001,409.59999999999997
2019-02-04,1628.2,1631.1999999999998,4127.7,484.1
2019-02-05,1650.8999999999999,1643.1999999999998,4174.1,194.4
2019-02-06,1630.3999999999996,1813.3000000000002,4312.799999999999,238.4
2019-02-07,571.6999999999999,1203.8,2080.4,931.9
