MeasurementDateGMT,Tower Hamlets - Mile End Road: Nitric Oxide (ug/m3),Tower Hamlets - Mile End Road: Nitrogen Dioxide (ug/m3),Tower Hamlets - Mile End Road: Oxides of Nitrogen (ug/m3)
2018-03-13,1256.5,1393.1999999999998,3320.0
2018-03-14,330.09999999999997,847.9000000000001,1354.1
2018-03-15,509.90000000000003,995.1000000000001,1777.1000000000001
2018-03-16,872.8,1059.3,2397.2
2018-03-17,1012.1999999999998,798.8,2351.2999999999997
2018-03-18,783.5999999999999,840.8999999999999,2042.5
2018-03-19,1203.1999999999998,1083.0,2928.0
2018-03-20,1400.9999999999998,1234.2,3382.3500000000004
2018-03-21,1849.9,1470.0000000000005,4306.7
2018-03-22,912.8999999999999,1135.8,2535.099999999999
2018-03-23,279.6,638.7,1067.1999999999998
2018-03-24,1113.9,902.0,2610.2999999999997
2018-03-25,1603.0000000000002,1389.1999999999996,3846.7999999999997
2018-03-26,1417.7000000000003,1445.0000000000002,3619.2999999999993
2018-03-27,967.5999999999999,795.9000000000001,2255.4
2018-03-28,1388.8000000000002,1382.8999999999999,3512.4000000000005
2018-03-29,409.2999999999999,1031.6000000000001,1659.0000000000007
2018-03-30,407.7,1024.5,1649.3000000000004
2018-03-31,653.6,719.8000000000002,1721.8999999999999
2018-04-01,664.8999999999999,1008.6,2028.6
2018-04-02,95.39999999999998,609.4,755.6999999999999
2018-04-03,143.79999999999998,507.5,727.8
2018-04-04,199.1,484.59999999999997,789.8
2018-04-05,685.4000000000002,706.4,1757.3999999999999
2018-04-06,511.5,788.2000000000002,1572.2
2018-04-07,891.5000000000001,1000.6999999999998,2367.3999999999996
2018-04-08,932.1,1136.0,2565.1000000000004
2018-04-09,1081.3,1173.6,2831.2999999999997
2018-04-10,1619.8,1128.7,3612.4
2018-04-11,2008.9999999999998,677.7,3757.8999999999996
2018-04-12,1814.2,676.3000000000001,3458.1999999999994
2018-04-13,852.8000000000001,1056.4,2363.7
2018-04-14,735.1999999999998,1115.1,2241.5999999999995
2018-04-15,387.80000000000007,847.8000000000002,1442.7000000000003
2018-04-16,240.29999999999998,614.1,982.4
2018-04-17,145.5,510.80000000000007,734.2000000000002
2018-04-18,547.8,935.5,1775.5
2018-04-19,1535.0999999999997,1407.4000000000003,3761.2999999999997
2018-04-20,1433.8999999999996,1415.4,3614.3000000000006
2018-04-21,776.2,1314.3,2504.4999999999995
2018-04-22,610.2,1056.5,1992.1000000000004
2018-04-23,647.9,737.2000000000002,1730.7999999999997
2018-04-24,464.7,535.4000000000001,1247.8999999999996
2018-04-25,775.3999999999999,773.1999999999998,1962.2999999999997
2018-04-26,637.3000000000001,714.4,1691.2
2018-04-27,629.3000000000002,925.8999999999999,1890.5000000000005
2018-04-28,1067.8,937.9000000000001,2575.1
2018-04-29,606.5999999999999,743.5,1673.5999999999997
2018-04-30,936.9,1126.9,2563.3999999999996
2018-05-01,723.9,801.1,1911.1000000000001
2018-05-02,803.15,776.35,2007.8500000000001
2018-05-03,1146.9,987.9999999999999,2746.2999999999997
2018-05-04,1025.6999999999998,1070.1000000000001,2643.2
2018-05-05,1090.3,1215.1,2886.6
2018-05-06,693.9,1448.5000000000002,2512.5
2018-05-07,794.2999999999998,1682.9,2900.7999999999997
2018-05-08,1420.4,1334.5,3512.399999999999
2018-05-09,922.8,852.6999999999999,2267.9000000000005
2018-05-10,1101.8,1016.3,2705.4
2018-05-11,252.3,680.9999999999999,1067.6999999999998
2018-05-12,590.9000000000001,1085.3,1991.4000000000003
2018-05-13,1299.0,1066.6,3058.2000000000003
2018-05-14,1111.0,901.0999999999999,2604.6
2018-05-15,931.8000000000001,1212.0,2640.5499999999993
2018-05-16,715.9999999999999,1054.8,2152.6
2018-05-17,807.6999999999999,1127.9,2366.1000000000004
2018-05-18,924.1000000000001,1325.6,2742.6000000000004
2018-05-19,655.8000000000001,1249.2999999999997,2254.8999999999996
2018-05-20,400.29999999999995,1030.1000000000001,1643.8000000000002
2018-05-21,981.8,1803.6999999999998,3309.5
2018-05-22,644.5999999999999,1210.7,2199.2000000000003
2018-05-23,624.2,1146.1,2102.9999999999995
2018-05-24,767.9000000000001,1508.0,2685.4
2018-05-25,1025.3999999999999,1624.3000000000002,3196.7000000000003
2018-05-26,384.4,1286.6,1875.6
2018-05-27,341.7,1310.5,1834.5
2018-05-28,468.49999999999994,1279.7,1998.0000000000005
2018-05-29,610.2,1152.15,2087.85
2018-05-30,661.5,1387.5,2402.2000000000003
2018-05-31,637.6000000000001,1397.9,2375.7000000000007
2018-06-01,369.3999999999999,1108.4,1674.7
2018-06-02,535.7,1243.7,2065.1000000000004
2018-06-03,406.49999999999994,1106.9,1729.9000000000003
2018-06-04,758.0000000000001,1190.9,2353.7
2018-06-05,860.1999999999999,1243.6,2562.1
2018-06-06,811.8,1236.0,2480.6000000000004
2018-06-07,921.1928571428572,1130.907142857143,2544.057142857143
2018-06-08,1171.1904761904764,1228.942857142857,3025.9428571428575
2018-06-09,1264.904761904762,1205.6285714285711,3146.6285714285714
2018-06-10,1358.619047619048,1182.3142857142857,3267.3142857142857
2018-06-11,1452.3333333333335,1159.0,3388.0
2018-06-12,1392.7095238095235,1268.2571428571428,3405.057142857143
2018-06-13,537.4000000000001,984.9,1808.1999999999998
2018-06-14,660.6,1031.6,2043.8000000000002
2018-06-15,935.6,1483.8000000000002,2917.9
2018-06-16,318.0,763.0000000000001,1250.9
2018-06-17,200.1,531.3,837.6
2018-06-18,462.1,787.3,1496.3
2018-06-19,555.9999999999999,687.5999999999999,1539.9000000000003
2018-06-20,578.5,620.8000000000001,1508.2
2018-06-21,896.7,1224.35,2599.1000000000004
2018-06-22,872.3000000000001,1185.9,2523.9
2018-06-23,692.3,1314.3,2376.0
2018-06-24,424.5,1099.8999999999999,1750.6000000000004
2018-06-25,644.5,1674.3000000000002,2662.6999999999994
2018-06-26,527.4500000000002,1173.8500000000001,1982.6499999999999
2018-06-27,542.6,934.4,1765.6999999999996
2018-06-28,791.6999999999999,1206.6000000000004,2420.1
2018-06-29,697.2,1099.6,2168.7
2018-06-30,438.00000000000006,990.8,1662.6
2018-07-01,429.59999999999997,1335.4,1994.1999999999998
2018-07-02,591.1,1280.6000000000004,2187.1
2018-07-03,390.7,892.9999999999999,1492.3000000000002
2018-07-04,542.8,1138.5,1970.8
2018-07-05,602.4,1569.3000000000002,2493.0
2018-07-06,772.1999999999998,1806.1000000000001,2990.3
2018-07-07,469.99999999999994,1492.1999999999996,2213.2
2018-07-08,379.5,1177.1,1759.2000000000003
2018-07-09,767.2000000000003,1445.3,2621.1
2018-07-10,797.6999999999998,956.7,2179.8499999999995
2018-07-11,891.2000000000002,1117.6,2483.9
2018-07-12,790.3000000000001,1238.6,2450.1000000000004
2018-07-13,567.8,1148.2000000000005,2019.1999999999998
2018-07-14,232.29999999999998,890.5999999999999,1247.1000000000004
2018-07-15,383.7,1281.7,1869.8999999999999
2018-07-16,629.0,1368.7000000000003,2332.9
2018-07-17,599.3,1012.3000000000002,1931.5999999999997
2018-07-18,577.25,1080.65,1965.85
2018-07-19,514.5999999999998,1248.9,2037.9999999999998
2018-07-20,389.10000000000014,1106.0999999999997,1702.3999999999999
2018-07-21,527.7999999999998,1566.4,2375.5
2018-07-22,504.40000000000003,1419.9000000000003,2193.9999999999995
2018-07-23,303.09999999999997,878.9,1344.0000000000002
2018-07-24,419.4999999999999,952.0999999999999,1595.6999999999998
2018-07-25,669.6999999999999,1224.7,2251.7000000000003
2018-07-26,449.69999999999993,1192.8999999999999,1882.6
2018-07-27,561.6,1309.8000000000002,2171.0
2018-07-28,134.39999999999998,471.2999999999999,677.5000000000001
2018-07-29,79.39999999999999,254.09999999999994,376.5
2018-07-30,213.2,410.5,736.6
2018-07-31,375.9000000000001,646.9,1223.9
2018-08-01,443.09999999999997,759.4000000000002,1438.5999999999997
2018-08-02,503.70000000000005,970.2,1742.5000000000002
2018-08-03,793.8000000000002,1403.0,2619.7999999999997
2018-08-04,468.29999999999995,837.4000000000001,1555.8000000000004
2018-08-05,331.8,826.8000000000001,1335.3
2018-08-06,656.1999999999999,1342.8999999999999,2349.2000000000003
2018-08-07,400.34999999999997,1220.2,1833.5500000000002
2018-08-08,408.50000000000006,777.8,1403.7
2018-08-09,1006.5,1079.5,2622.5
2018-08-10,647.8999999999999,1017.7999999999998,2012.0
2018-08-11,372.90000000000003,819.4,1390.8
2018-08-12,115.79999999999998,424.9,602.3
2018-08-13,844.1,975.9999999999998,2270.3
2018-08-14,883.2000000000002,1292.1000000000001,2645.4999999999995
2018-08-15,361.4,726.4000000000001,1280.8999999999999
2018-08-16,550.4000000000001,697.6,1541.3000000000002
2018-08-17,725.5,1024.3999999999999,2136.600000000001
2018-08-18,299.99999999999994,560.3000000000001,1020.1
2018-08-19,415.5,518.4,1155.3
2018-08-20,902.4,1038.7,2422.7
2018-08-21,429.24999999999994,731.5999999999999,1389.5
2018-08-22,551.1000000000001,875.5,1720.3000000000002
2018-08-23,686.1000000000003,965.8000000000001,2018.4000000000003
2018-08-24,687.0,1007.1,2060.1000000000004
2018-08-25,1084.0,1155.1999999999998,2816.8999999999996
2018-08-26,286.29999999999995,796.7999999999997,1236.1
2018-08-27,624.4,897.8000000000001,1855.8
2018-08-28,553.1000000000001,934.8000000000002,1782.8
2018-08-29,1354.5,1538.0,3615.3
2018-08-30,1293.7000000000003,1412.9,3396.3
2018-08-31,952.0000000000002,1270.7,2730.7000000000003
2018-09-01,542.9,1048.6,1880.9999999999995
2018-09-02,572.0,1256.7,2133.2
2018-09-03,1180.9999999999995,1899.4999999999998,3710.3999999999996
2018-09-04,752.1,1327.5,2480.6500000000005
2018-09-05,862.0999999999999,1246.5999999999997,2568.7000000000003
2018-09-06,1139.9999999999998,1435.0999999999997,3183.2000000000003
2018-09-07,1066.5,1398.1,3032.7
2018-09-08,349.59999999999997,834.6999999999998,1370.9999999999998
2018-09-09,361.7,786.9,1341.7
2018-09-10,434.00000000000006,838.8000000000001,1504.1999999999998
2018-09-11,343.00000000000006,484.5999999999999,1010.5
2018-09-12,1702.7,1490.8999999999999,4101.799999999999
2018-09-13,2121.8,1752.9000000000003,5006.3
2018-09-14,639.1,856.0000000000001,1835.9999999999998
2018-09-15,412.49999999999994,893.5999999999999,1526.3999999999999
2018-09-16,160.6,546.5000000000001,793.0000000000001
2018-09-17,176.2,657.2,927.5999999999999
2018-09-18,245.4,494.30000000000007,870.6
2018-09-19,191.59999999999997,421.6,715.3
2018-09-20,156.1,347.69999999999993,587.3000000000002
2018-09-21,596.6999999999999,882.9000000000002,1797.1999999999998
2018-09-22,487.4000000000002,1076.3,1824.0999999999997
2018-09-23,714.9,1160.4999999999998,2256.4999999999995
2018-09-24,2451.4999999999995,1767.5999999999997,5526.400000000001
2018-09-25,2219.7,1621.4999999999998,5024.6
2018-09-26,1110.5,1768.4,3471.4000000000005
2018-09-27,1310.1,1903.3,3911.7000000000003
2018-09-28,1137.7000000000003,1278.8,3023.0
2018-09-29,1597.6,1676.4,4126.1
2018-09-30,925.0000000000001,1489.6999999999996,2907.6
2018-10-01,1297.8,1383.6,3373.7000000000003
2018-10-02,820.5222222222222,1007.6333333333332,2265.8666666666672
2018-10-03,1856.3277777777776,1512.7666666666667,4359.433333333334
2018-10-04,719.9000000000001,882.0000000000001,1986.1
2018-10-05,1593.4999999999998,1607.5,4051.1
2018-10-06,579.0,1247.6,2135.9
2018-10-07,845.9,1364.0000000000002,2661.2000000000003
2018-10-08,564.1,1094.3000000000002,1959.7
2018-10-09,703.6999999999999,1180.7,2259.5
2018-10-10,1481.2000000000005,1676.1000000000001,3947.0
2018-10-11,183.20000000000002,708.8000000000001,990.2
2018-10-12,109.0,438.1,605.2
2018-10-13,95.0,366.20000000000005,512.1
2018-10-14,288.29999999999995,1099.0,1541.1
2018-10-15,1337.8999999999999,1310.6,3362.2999999999997
2018-10-16,470.7000000000001,704.25,1425.5500000000002
2018-10-17,1598.3,1159.3000000000002,3610.2000000000003
2018-10-18,1585.7999999999995,1491.1999999999998,3922.7000000000003
2018-10-19,3109.3,2039.6,6807.699999999999
2018-10-20,2710.7000000000003,1981.5999999999997,6138.4
2018-10-21,936.05,1396.0,2830.8500000000004
2018-10-22,1626.8,1573.0,4067.4
2018-10-23,1352.2,1560.7,3634.0
2018-10-24,1523.9999999999995,1523.2,3859.7999999999997
2018-10-25,1491.1,1728.6999999999998,4014.899999999999
2018-10-26,1108.8999999999999,1461.2,3161.4
2018-10-27,802.6,1098.1,2328.2999999999997
2018-10-28,758.9000000000002,1085.6000000000001,2249.4
2018-10-29,1306.5,1380.0,3383.0
2018-10-30,1292.1999999999998,1261.5,3242.9500000000003
2018-10-31,1775.5999999999997,1494.3999999999999,4217.0
2018-11-01,1599.3,1442.6000000000001,3895.4
2018-11-02,2229.4,2034.8999999999999,5452.7
2018-11-03,335.90000000000003,1117.6,1632.6
2018-11-04,495.49999999999994,826.3,1585.9
2018-11-05,2934.100000000001,1323.4999999999998,5822.200000000001
2018-11-06,986.0999999999999,1022.9,2534.9
2018-11-07,177.70000000000002,674.9,947.3
2018-11-08,253.4,859.3999999999999,1247.7999999999997
2018-11-09,513.8000000000001,752.4000000000001,1540.0000000000007
2018-11-10,114.2,916.0,1090.6
2018-11-11,138.79999999999998,673.9,886.5
2018-11-12,186.00000000000006,705.8000000000001,990.9999999999998
2018-11-13,423.65,1008.1,1657.6500000000003
2018-11-14,557.9,886.8999999999999,1742.3000000000002
2018-11-15,1122.8,1012.1999999999999,2734.1
2018-11-16,1143.1,817.1,2570.3999999999996
2018-11-17,1013.3000000000001,1250.6000000000001,2804.3
2018-11-18,1011.5999999999999,1547.9,3099.1999999999994
2018-11-19,1026.3999999999999,1263.4,2837.9999999999995
2018-11-20,1361.7,1450.0,3538.0
2018-11-21,1376.4,1057.4,3167.7
2018-11-22,4129.900000000001,1672.5000000000002,8004.900000000002
2018-11-23,2224.5,1509.9999999999998,4920.900000000001
2018-11-24,1320.5,1571.5000000000005,3595.7999999999997
2018-11-25,1110.1999999999998,1450.7999999999997,3152.7000000000003
2018-11-26,1898.8999999999994,1610.8000000000004,4522.4
2018-11-27,1783.8924137931035,1246.2027586206896,3981.5234482758624
2018-11-28,1855.5889655172411,1300.1131034482758,4145.561379310345
2018-11-29,1566.7944827586202,1337.056551724138,3739.580689655172
2018-11-30,1278.0,1374.0000000000002,3333.6
2018-12-01,989.2055172413793,1410.943448275862,2927.619310344828
2018-12-02,700.4110344827587,1447.8868965517242,2521.638620689655
2018-12-03,762.3075862068966,1506.8972413793103,2675.5765517241384
2018-12-04,1763.6999999999998,1703.4,4407.8
2018-12-05,408.09999999999997,1126.8999999999999,1752.3
2018-12-06,334.20000000000005,853.0999999999999,1365.3999999999999
2018-12-07,345.0,924.1,1453.2000000000003
2018-12-08,259.1,757.6,1155.3
2018-12-09,468.05,903.2,1620.8999999999999
2018-12-10,1384.3000000000004,1617.5000000000002,3740.6
2018-12-11,2436.6500000000005,1658.5000000000005,5394.7
2018-12-12,512.4000000000001,1213.2,1998.9
2018-12-13,1085.6000000000001,1228.5,2893.6499999999996
2018-12-14,1437.8499999999997,1419.2,3633.250000000001
2018-12-15,159.69999999999996,741.8999999999999,986.7000000000002
2018-12-16,163.70000000000002,781.2,1031.8999999999999
2018-12-17,518.2,1098.8000000000002,1893.3
2018-12-18,71.99999999999999,637.0,747.2999999999998
2018-12-19,169.29999999999995,799.2999999999998,1058.4999999999998
2018-12-20,297.50000000000006,866.5,1322.4
2018-12-21,254.90000000000003,899.6999999999999,1291.1
2018-12-22,414.6000000000001,979.6999999999999,1615.3999999999999
2018-12-23,241.90000000000003,978.4,1349.3
2018-12-24,2203.0,1493.3999999999999,4871.0
2018-12-25,2182.3999999999996,1379.3999999999996,4725.9000000000015
2018-12-26,313.9000000000001,1076.1000000000001,1557.1000000000001
2018-12-27,4149.6,1886.6000000000004,8249.6
2018-12-28,2295.8,1859.3999999999999,5379.400000000001
2018-12-29,754.1999999999999,1199.8,2356.0
2018-12-30,734.7,1109.5,2235.7999999999997
2018-12-31,717.4000000000001,1465.9000000000003,2565.9000000000005
2019-01-01,477.5000000000001,1121.5000000000002,1853.4999999999998
2019-01-02,986.4,1554.1,3066.2999999999997
2019-01-03,1464.0999999999997,1833.1000000000001,4078.0
2019-01-04,1668.0000000000002,1670.2000000000003,4227.9
2019-01-05,1074.0,1440.7000000000003,3087.2999999999997
2019-01-06,1226.7,1458.1999999999998,3339.1
2019-01-07,619.3,1219.3999999999999,2168.9
2019-01-08,1074.6000000000001,1320.3000000000002,2967.6
2019-01-09,1147.4000000000003,1325.6999999999998,3085.1
2019-01-10,2205.6999999999994,1545.1000000000001,4926.999999999999
2019-01-11,1727.3000000000002,1610.9,4259.799999999999
2019-01-12,566.9,1270.1000000000001,2139.1000000000004
2019-01-13,372.49999999999994,924.2000000000002,1495.5000000000002
2019-01-14,979.9,1318.3,2820.7000000000003
2019-01-15,469.1,1053.1,1772.3000000000004
2019-01-16,382.59999999999997,910.1,1496.5
2019-01-17,1079.8,1767.9999999999995,3423.2999999999997
2019-01-18,735.1999999999998,1417.2000000000003,2544.7000000000003
2019-01-19,465.1,920.9,1634.3
2019-01-20,1902.9999999999998,1818.9000000000003,4736.900000000001
2019-01-21,2293.5000000000005,1905.5999999999997,5422.1
2019-01-22,1115.0,1753.2,3462.5
2019-01-23,2031.2999999999995,1862.8999999999999,4977.599999999999
2019-01-24,2292.2999999999993,1989.2,5503.7
2019-01-25,1275.3000000000002,1545.5,3500.8
2019-01-26,139.39999999999995,1003.5000000000001,1217.1
2019-01-27,250.20000000000002,850.9,1235.0
2019-01-28,1138.6999999999998,1568.8,3314.8
2019-01-29,470.4,1325.2000000000003,2046.3999999999999
2019-01-30,1845.65,1837.2999999999997,4667.3
2019-01-31,2334.4,1825.8999999999999,5405.6
2019-02-01,1027.3,1604.8999999999999,3179.7999999999997
2019-02-02,739.5,1359.9999999999998,2494.1999999999994
2019-02-03,630.6999999999999,1239.9999999999995,2207.7999999999997
2019-02-04,431.59999999999997,956.2,1617.7
2019-02-05,279.3999999999999,961.2,1389.8999999999999
2019-02-06,248.4,977.4000000000001,1358.0000000000002
2019-02-07,257.3,863.1999999999998,1257.5000000000005
2019-02-08,31.699999999999996,528.2000000000002,576.0
2019-02-09,112.6,512.1999999999999,685.4000000000001
2019-02-10,204.6,847.0,1160.6000000000001
2019-02-11,1359.1999999999998,1751.55,3835.499999999999
2019-02-12,641.0999999999999,1328.3,2311.3000000000006
2019-02-13,272.2,814.2999999999998,1232.3000000000002
2019-02-14,2326.9,1609.4999999999995,5177.600000000001
2019-02-15,1821.4,1561.7999999999997,4354.799999999999
2019-02-16,177.39999999999998,865.4000000000001,1137.3999999999999
2019-02-17,228.49999999999994,786.4000000000001,1136.4
2019-02-18,174.70000000000002,797.5,1065.7
2019-02-19,330.29999999999995,907.0000000000001,1413.5000000000002
2019-02-20,192.09999999999994,622.7,917.4000000000001
2019-02-21,306.5,803.9,1273.8000000000002
2019-02-22,1173.9,1147.0,2947.2999999999997
2019-02-23,934.7,1097.7000000000003,2531.0
2019-02-24,1361.8999999999999,1428.5,3517.3
2019-02-25,2565.8000000000006,1925.8000000000002,5859.299999999999
2019-02-26,2934.0999999999995,2167.8,6666.2
2019-02-27,2274.1000000000004,2040.9999999999998,5527.5
2019-02-28,449.80000000000007,1237.2,1926.6999999999998
2019-03-01,758.2,1302.3,2465.2000000000003
2019-03-02,171.2,677.9000000000001,940.5
2019-03-03,38.0,434.00000000000006,492.0999999999999
2019-03-04,272.1000000000001,837.0000000000001,1253.7999999999997
2019-03-05,215.20000000000007,609.5999999999999,939.8000000000002
2019-03-06,82.89999999999999,409.7999999999999,536.3
2019-03-07,253.30000000000004,698.3000000000001,1086.6000000000001
2019-03-08,354.30000000000007,843.9000000000001,1387.1000000000001
2019-03-09,200.2,725.9000000000001,1033.0
2019-03-10,141.2,762.7000000000002,979.5000000000002
2019-03-11,433.1,750.7000000000002,1414.2
2019-03-12,134.10000000000002,676.2,881.3
2019-03-13,356.85,751.0,1298.35
2019-03-14,271.8,809.0000000000001,1225.8999999999999
2019-03-15,216.7,666.1,998.0999999999999
2019-03-16,67.6,402.5,506.40000000000003
2019-03-17,253.49999999999994,748.6,1137.3
2019-03-18,782.1000000000003,1278.3999999999999,2477.9
2019-03-19,371.0,957.0,1525.9
2019-03-20,379.80000000000007,899.1,1481.2
2019-03-21,581.8000000000001,970.2,1862.3000000000004
2019-03-22,314.8999999999999,702.8000000000001,1185.6999999999998
2019-03-23,515.0,1043.6000000000001,1833.5
2019-03-24,582.3,1069.1,1962.3
2019-03-25,676.7,1053.8000000000002,2091.2
2019-03-26,1070.9999999999998,1573.0,3215.1
2019-03-27,1209.7499999999998,1557.3500000000001,3412.4
2019-03-28,733.0999999999998,1282.9,2406.9000000000005
2019-03-29,884.1,1169.9,2525.1000000000004
2019-03-30,1300.8999999999996,1374.3999999999999,3369.2
2019-03-31,354.3,627.9000000000001,1171.3
2019-04-01,565.3999999999999,868.0000000000002,1734.7000000000003
2019-04-02,421.09999999999997,1058.3999999999999,1704.4999999999998
2019-04-03,731.3000000000001,1258.4,2379.7999999999997
2019-04-04,129.7,582.8000000000001,781.5999999999998
2019-04-05,207.9,696.1,1015.0999999999998
2019-04-06,500.2999999999999,850.8000000000001,1617.8999999999996
2019-04-07,532.5,726.6,1543.1000000000001
2019-04-08,951.2,1172.6,2631.1
2019-04-09,555.1,1265.4999999999998,2116.7999999999997
2019-04-10,574.4,996.6,1877.5
2019-04-11,495.9000000000001,921.5,1681.6000000000001
2019-04-12,532.2,1045.3999999999999,1861.4
2019-04-13,427.2,921.9000000000001,1577.0000000000002
2019-04-14,292.2,793.0,1240.6999999999998
2019-04-15,426.3,946.2,1599.9000000000003
2019-04-16,914.4,1428.1,2830.2000000000003
2019-04-17,612.0000000000002,1186.3000000000002,2125.0000000000005
2019-04-18,634.2,1203.1,2175.5
2019-04-19,450.29999999999995,1294.6,1985.3999999999999
2019-04-20,296.9,1094.3000000000002,1549.6999999999998
2019-04-21,222.60000000000002,1134.1,1475.4
2019-04-22,263.9,1388.5000000000002,1792.8
2019-04-23,610.0000000000001,1494.1999999999998,2429.0999999999995
2019-04-24,413.7,994.0000000000001,1628.6000000000004
2019-04-25,75.80000000000001,394.6,511.09999999999997
2019-04-26,101.90000000000002,400.3,556.9000000000001
2019-04-27,188.7,464.5,754.0
2019-04-28,469.7000000000001,734.8000000000001,1454.8999999999999
2019-04-29,640.0999999999999,1012.5000000000001,1994.1000000000004
2019-04-30,454.30000000000007,1031.4,1727.7000000000005
2019-05-01,527.1,1171.6999999999998,1979.6999999999998
2019-05-02,581.6000000000001,975.7,1867.7
2019-05-03,690.4000000000001,1201.7,2260.3
2019-05-04,372.2,665.6,1236.4000000000003
2019-05-05,398.99999999999994,839.1999999999999,1450.8999999999999
2019-05-06,338.90000000000003,774.3,1293.0
2019-05-07,155.1,555.8999999999999,793.8
2019-05-08,117.35000000000001,728.85,909.1499999999999
2019-05-09,631.9,1025.3000000000002,1994.5
2019-05-10,289.3,862.2999999999998,1306.1000000000001
2019-05-11,459.8999999999999,944.9,1649.6999999999998
2019-05-12,294.09999999999997,760.1,1211.9
2019-05-13,366.79999999999995,794.7,1356.9
2019-05-14,353.5,723.1999999999999,1265.0
2019-05-15,370.59999999999997,840.4999999999999,1408.8999999999996
2019-05-16,428.79999999999995,860.7000000000002,1518.1000000000001
2019-05-17,745.6,839.3999999999999,1982.5000000000002
2019-05-18,520.6,1054.0,1852.1000000000001
2019-05-19,507.6999999999999,1024.7,1803.3999999999999
2019-05-20,688.2,1156.1000000000001,2211.3
