MeasurementDateGMT,Barking and Dagenham - Rush Green: Nitric Oxide (ug/m3),Barking and Dagenham - Rush Green: Nitrogen Dioxide (ug/m3),Barking and Dagenham - Rush Green: Oxides of Nitrogen (ug/m3),Barking and Dagenham - Rush Green: Sulphur Dioxide (ug/m3)
2018-07-19,51.20000000000001,558.6999999999998,710.6999999999999,105.69999999999999
2018-07-20,18.599999999999998,470.40000000000015,572.3000000000002,96.99999999999996
2018-07-21,6.8,421.30000000000007,512.0,74.1
2018-07-22,22.700000000000003,434.79999999999995,547.3999999999999,82.59999999999997
2018-07-23,44.30000000000001,453.39999999999986,598.7999999999998,81.39999999999998
2018-07-24,36.00000000000001,384.4,514.1,83.2
2018-07-25,17.099999999999998,359.0499999999999,385.24999999999983,89.05
2018-07-26,16.099999999999998,436.49999999999994,461.09999999999997,90.1
2018-07-27,33.89999999999999,643.9000000000001,695.7000000000002,86.00000000000001
2018-07-28,6.699999999999999,111.49999999999993,122.19999999999995,101.59999999999998
2018-07-29,1.2000000000000002,113.59999999999998,115.69999999999997,94.89999999999996
2018-07-30,23.599999999999998,168.79999999999998,204.59999999999997,106.9
2018-07-31,17.400000000000002,235.19999999999996,262.0,105.30000000000003
2018-08-01,82.04695438799078,386.9287961893765,513.4454387990762,123.49999999999999
2018-08-02,74.07869515011548,283.37442263279445,398.0695150115473,112.50000000000003
2018-08-03,73.78770207852195,283.53239030023104,397.77020785219406,105.69999999999996
2018-08-04,73.4967090069284,283.6903579676674,397.4709006928407,106.85000000000002
2018-08-05,73.20571593533485,283.848325635104,397.17159353348734,101.49999999999999
2018-08-06,72.91472286374133,284.00629330254037,396.872286374134,115.70000000000002
2018-08-07,72.62372979214781,284.16426096997697,396.57297921478056,108.19999999999997
2018-08-08,72.3327367205543,284.3222286374134,396.27367205542726,95.30000000000001
2018-08-09,72.04174364896075,284.48019630484987,395.974364896074,84.59999999999998
2018-08-10,71.7507505773672,284.63816397228646,395.67505773672053,86.60000000000002
2018-08-11,71.45975750577365,284.79613163972283,395.3757505773672,94.19999999999999
2018-08-12,71.16876443418013,284.9540993071595,395.07644341801387,84.60000000000004
2018-08-13,70.87777136258661,285.1120669745958,394.77713625866056,84.09999999999998
2018-08-14,70.5867782909931,285.2700346420324,394.4778290993072,80.9
2018-08-15,70.29578521939955,285.4280023094688,394.1785219399538,64.80000000000001
2018-08-16,70.00479214780599,285.58596997690535,393.87921478060053,78.0
2018-08-17,69.71379907621245,285.7439376443419,393.5799076212471,72.6
2018-08-18,69.42280600461893,285.90190531177825,393.28060046189375,70.0
2018-08-19,69.1318129330254,286.0598729792149,392.9812933025405,60.1
2018-08-20,68.8408198614319,286.2178406466512,392.6819861431871,57.89999999999999
2018-08-21,68.54982678983836,286.3758083140878,392.3826789838337,61.300000000000004
2018-08-22,68.2588337182448,286.53377598152423,392.0833718244804,48.14999999999999
2018-08-23,67.96784064665125,286.69174364896077,391.784064665127,48.100000000000016
2018-08-24,67.67684757505772,286.8497113163973,391.4847575057737,51.4
2018-08-25,67.38585450346422,287.0076789838337,391.1854503464204,49.60000000000001
2018-08-26,67.09486143187068,287.1656466512703,390.886143187067,47.99999999999999
2018-08-27,66.80386836027715,287.32361431870663,390.5868360277137,44.4
2018-08-28,66.5128752886836,287.4815819861432,390.2875288683603,32.7
2018-08-29,66.22188221709006,287.63954965357965,389.9882217090069,41.45
2018-08-30,65.93088914549652,287.7975173210162,389.68891454965365,32.10000000000001
2018-08-31,65.639896073903,287.9554849884527,389.3896073903003,27.599999999999994
2018-09-01,65.34890300230948,288.11345265588915,389.09030023094687,39.9
2018-09-02,65.05790993071595,288.27142032332574,388.79099307159356,32.999999999999986
2018-09-03,64.76691685912239,288.42938799076205,388.49168591224014,25.800000000000015
2018-09-04,64.47592378752884,288.58735565819865,388.19237875288684,18.999999999999996
2018-09-05,64.18493071593532,288.74532332563507,387.89307159353353,22.99999999999999
2018-09-06,63.8939376443418,288.9032909930716,387.5937644341802,28.199999999999996
2018-09-07,63.60294457274828,289.06125866050814,387.2944572748268,28.40000000000001
2018-09-08,63.311951501154766,289.21922632794457,386.99515011547345,34.900000000000006
2018-09-09,63.02095842956121,289.37719399538116,386.69584295612015,18.500000000000004
2018-09-10,62.72996535796765,289.53516166281753,386.3965357967668,17.399999999999995
2018-09-11,62.438972286374124,289.69312933025407,386.0972286374134,14.800000000000002
2018-09-12,62.1479792147806,289.8510969976905,385.7979214780601,23.900000000000006
2018-09-13,61.85698614318708,290.009064665127,385.4986143187067,38.39999999999999
2018-09-14,61.56599307159356,290.16703233256356,385.19930715935334,23.1
2018-09-15,61.275,290.325,384.9000000000001,15.600000000000001
2018-09-16,60.984006928406444,290.4829676674366,384.60069284064673,15.700000000000001
2018-09-17,60.693013856812925,290.64093533487295,384.3013856812933,17.499999999999996
2018-09-18,60.4020207852194,290.7989030023095,384.00207852194,13.299999999999999
2018-09-19,60.11102771362588,290.9568706697459,383.70277136258665,10.5
2018-09-20,59.82003464203236,291.11483833718245,383.4034642032333,12.0
2018-09-21,59.52904157043879,291.272806004619,383.10415704388,5.4
2018-09-22,59.238048498845245,291.4307736720554,382.8048498845266,10.900000000000002
2018-09-23,58.947055427251726,291.588741339492,382.50554272517326,6.499999999999999
2018-09-24,58.6560623556582,291.74670900692837,382.2062355658199,18.2
2018-09-25,58.365069284064674,291.90467667436496,381.90692840646653,30.299999999999994
2018-09-26,58.074076212471155,292.0626443418014,381.6076212471132,19.599999999999998
2018-09-27,57.7830831408776,292.22061200923787,381.30831408775987,66.19999999999999
2018-09-28,57.492090069284046,292.3785796766744,381.0090069284065,95.00000000000001
2018-09-29,57.20109699769053,292.53654734411083,380.70969976905315,98.00000000000003
2018-09-30,56.910103926097,292.6945150115474,380.4103926096997,94.20000000000003
2018-10-01,56.619110854503475,292.8524826789838,380.1110854503465,95.75000000000001
2018-10-02,56.32811778290995,293.0104503464204,379.8117782909932,91.10000000000001
2018-10-03,56.037124711316395,293.1684180138568,379.5124711316398,88.1
2018-10-04,55.74613163972285,293.3263856812933,379.21316397228634,102.34999999999997
2018-10-05,55.45513856812932,293.4843533487299,378.91385681293303,102.05000000000003
2018-10-06,55.1641454965358,293.64232101616625,378.6145496535797,91.10000000000001
2018-10-07,54.873152424942276,293.80028868360284,378.31524249422637,84.10000000000002
2018-10-08,54.58215935334876,293.9582563510392,378.01593533487306,82.10000000000002
2018-10-09,54.291166281755196,294.1162240184758,377.71662817551965,94.55
2018-10-10,54.00017321016165,294.27419168591223,377.41732101616634,86.39999999999999
2018-10-11,53.70918013856812,294.4321593533487,377.1180138568129,65.94999999999999
2018-10-12,53.418187066974596,294.5901270207853,376.8187066974596,73.24999999999999
2018-10-13,53.12719399538107,294.74809468822167,376.51939953810626,73.4
2018-10-14,52.836200923787544,294.90606235565826,376.2200923787529,71.5
2018-10-15,52.545207852194,295.06403002309463,375.92078521939953,58.10000000000001
2018-10-16,52.25421478060045,295.2219976905312,375.62147806004623,59.6
2018-10-17,51.96322170900692,295.37996535796765,375.32217090069287,71.0
2018-10-18,51.6722286374134,295.53793302540413,375.02286374133956,64.9
2018-10-19,51.38123556581987,295.6959006928407,374.72355658198614,85.6
2018-10-20,51.090242494226345,295.8538683602771,374.42424942263284,102.4625
2018-10-21,50.7992494226328,296.0118360277137,374.1249422632795,81.68750000000001
2018-10-22,50.50825635103925,296.16980369515005,373.8256351039261,71.30000000000001
2018-10-23,50.21726327944572,296.32777136258665,373.52632794457276,63.9
2018-10-24,49.9262702078522,296.48573903002307,373.22702078521945,63.50000000000001
2018-10-25,49.63527713625867,296.64370669745955,372.9277136258661,58.1
2018-10-26,49.344284064665146,296.80167436489614,372.62840646651273,62.800000000000004
2018-10-27,49.05329099307159,296.9596420323325,372.3290993071593,64.60000000000002
2018-10-28,48.762297921478044,297.1176096997691,372.02979214780606,65.4
2018-10-29,48.47130484988452,297.27557736720547,371.7304849884527,59.00000000000001
2018-10-30,48.18031177829099,297.43354503464207,371.43117782909934,62.3
2018-10-31,47.889318706697466,297.5915127020785,371.1318706697459,65.7
2018-11-01,47.59832563510395,297.74948036951497,370.8325635103926,63.19999999999999
2018-11-02,47.307332563510386,297.90744803695156,370.53325635103926,80.69999999999999
2018-11-03,47.01633949191684,298.06541570438793,370.23394919168595,68.69999999999997
2018-11-04,46.725346420323326,298.2233833718246,369.9346420323326,59.400000000000006
2018-11-05,46.43435334872979,298.3813510392609,369.63533487297923,51.7
2018-11-06,46.14336027713627,298.53931870669754,369.3360277136259,60.80000000000001
2018-11-07,45.85236720554275,298.6972863741339,369.0367205542725,50.89999999999999
2018-11-08,45.561374133949194,298.8552540415704,368.7374133949192,59.05000000000001
2018-11-09,45.27038106235564,299.013221709007,368.43810623556584,58.900000000000006
2018-11-10,44.97938799076212,299.17118937644335,368.1387990762125,54.79999999999999
2018-11-11,44.688394919168594,299.32915704388,367.8394919168591,49.5
2018-11-12,44.39740184757506,299.48712471131637,367.5401847575058,50.600000000000016
2018-11-13,44.10640877598154,299.64509237875296,367.24087759815245,54.7
2018-11-14,43.815415704387995,299.80306004618933,366.94157043879915,53.8
2018-11-15,43.52442263279444,299.9610277136258,366.6422632794458,58.3
2018-11-16,43.23342956120092,300.1189953810624,366.3429561200924,48.900000000000006
2018-11-17,42.94243648960739,300.27696304849877,366.04364896073906,55.6
2018-11-18,42.65144341801386,300.4349307159354,365.7443418013857,65.75
2018-11-19,42.36045034642034,300.5928983833718,365.44503464203234,60.90000000000001
2018-11-20,42.069457274826796,300.7508660508084,365.14572748267904,53.40000000000001
2018-11-21,41.77846420323324,300.90883371824475,364.8464203233257,61.8
2018-11-22,41.48747113163972,301.06680138568123,364.5471131639723,84.79999999999998
2018-11-23,41.19647806004619,301.2247690531178,364.2478060046189,47.35
2018-11-24,40.905484988452656,301.38273672055425,363.94849884526565,62.949999999999996
2018-11-25,40.614491916859144,301.54070438799084,363.64919168591234,51.90000000000001
2018-11-26,40.3234988452656,301.6986720554272,363.3498845265589,45.4
2018-11-27,40.03250577367204,301.85663972286386,363.0505773672055,48.55000000000002
2018-11-28,39.74151270207852,302.01460739030017,362.7512702078522,42.4
2018-11-29,39.45051963048499,302.1725750577367,362.45196304849884,42.59999999999999
2018-11-30,39.15952655889146,302.33054272517325,362.15265588914554,36.4
2018-12-01,38.86853348729794,302.48851039260967,361.85334872979223,50.400000000000006
2018-12-02,38.57754041570438,302.64647806004626,361.5540415704388,48.2
2018-12-03,38.286547344110836,302.80444572748263,361.25473441108545,49.70000000000002
2018-12-04,37.995554272517325,302.9624133949193,360.9554272517321,47.1
2018-12-05,37.704561200923784,303.1203810623556,360.65612009237884,11.2
2018-12-06,37.41356812933025,303.27834872979207,360.3568129330254,6.699999999999998
2018-12-07,37.12257505773673,303.43631639722867,360.05750577367206,7.6
2018-12-08,36.831581986143185,303.5942840646651,359.7581986143187,15.699999999999996
2018-12-09,36.54058891454964,303.7522517321017,359.4588914549654,16.1
2018-12-10,36.249595842956126,303.91021939953805,359.15958429561204,21.099999999999998
2018-12-11,35.958602771362585,304.0681870669747,358.86027713625873,45.10000000000001
2018-12-12,35.66760969976905,304.226154734411,358.5609699769053,29.9
2018-12-13,35.37661662817553,304.38412240184755,358.26166281755195,22.600000000000005
2018-12-14,35.08562355658199,304.5420900692841,357.96235565819865,35.00000000000001
2018-12-15,34.794630484988446,304.7000577367205,357.6630484988453,13.900000000000002
2018-12-16,34.50363741339492,304.8580254041571,357.3637413394919,24.5
2018-12-17,34.212644341801386,305.01599307159347,357.0644341801386,27.800000000000008
2018-12-18,33.92165127020785,305.1739607390301,356.76512702078526,26.09999999999999
2018-12-19,33.63065819861433,305.33192840646643,356.4658198614319,27.999999999999996
2018-12-20,33.33966512702079,305.489896073903,356.1665127020786,27.700000000000003
2018-12-21,33.04867205542725,305.6478637413395,355.8672055427252,33.8
2018-12-22,32.75767898383372,305.80583140877593,355.5678983833719,42.50000000000001
2018-12-23,32.46668591224019,305.9637990762125,355.26859122401845,44.0
2018-12-24,32.17569284064665,306.1217667436489,354.9692840646651,66.9
2018-12-25,31.88469976905312,306.27973441108554,354.66997690531184,43.4
2018-12-26,31.593706697459584,306.43770207852185,354.3706697459584,45.50000000000002
2018-12-27,31.302713625866048,306.5956697459584,354.0713625866051,107.0
2018-12-28,31.011720554272518,306.7536374133949,353.77205542725176,81.29999999999998
2018-12-29,30.72072748267899,306.91160508083135,353.4727482678984,56.10000000000001
2018-12-30,30.429734411085448,307.06957274826794,353.17344110854503,56.1
2018-12-31,30.13874133949192,307.2275404157043,352.8741339491917,46.3
2019-01-01,29.847748267898385,307.38550808314096,352.5748267898384,60.449999999999996
2019-01-02,29.55675519630485,307.54347575057733,352.275519630485,55.3
2019-01-03,29.26576212471132,307.70144341801375,351.97621247113165,48.69999999999999
2019-01-04,28.974769053117782,307.85941108545035,351.6769053117783,59.19999999999999
2019-01-05,28.68377598152425,308.0173787528868,351.377598152425,48.0
2019-01-06,28.392782909930716,308.1753464203234,351.0782909930716,59.8
2019-01-07,28.101789838337183,308.33331408775973,350.7789838337183,60.399999999999984
2019-01-08,27.810796766743643,308.4912817551964,350.47967667436495,53.5
2019-01-09,27.519803695150117,308.64924942263275,350.18036951501153,52.9
2019-01-10,27.228810623556583,308.8072170900693,349.88106235565823,56.5
2019-01-11,26.937817551963043,308.96518475750577,349.58175519630487,55.099999999999994
2019-01-12,26.646824480369514,309.12315242494225,349.2824480369515,63.50000000000001
2019-01-13,26.355831408775984,309.28112009237884,348.9831408775982,63.3
2019-01-14,26.06483833718244,309.43908775981515,348.68383371824484,55.6
