MeasurementDateGMT,Greenwich - Woolwich Flyover: Nitric Oxide (ug/m3),Greenwich - Woolwich Flyover: Nitrogen Dioxide (ug/m3),Greenwich - Woolwich Flyover: Oxides of Nitrogen (ug/m3),Greenwich - Woolwich Flyover: Ozone (ug/m3),Greenwich - Woolwich Flyover: PM10 Particulate (ug/m3)
2018-03-10,2494.7000000000003,1668.0,5492.3,428.30000000000007,671.8999999999999
2018-03-11,619.0999999999999,1361.3999999999999,2310.6,407.9,489.79999999999995
2018-03-12,1827.6999999999998,1610.4,4412.3,246.39999999999995,369.5
2018-03-13,3366.4,2042.3999999999999,7203.900000000001,357.2999999999999,857.2999999999998
2018-03-14,1335.1000000000001,1272.0999999999997,3319.7999999999997,828.6000000000001,642.1000000000001
2018-03-15,1374.1999999999998,1452.5,3559.7,769.5000000000001,439.5
2018-03-16,2268.6000000000004,1817.1,5295.999999999999,581.1,879.8499999999998
2018-03-17,184.9,486.0,769.4000000000001,1049.2,384.29999999999995
2018-03-18,154.39999999999998,427.7,664.9000000000001,1260.3,517.8
2018-03-19,243.2,629.3000000000002,1001.8000000000001,1374.1000000000001,496.7000000000001
2018-03-20,338.9,887.8,1407.2999999999997,1184.3,481.70000000000005
2018-03-21,4067.9000000000005,2372.0999999999995,8609.199999999999,353.2,1608.65
2018-03-22,2603.3,1754.4999999999998,5746.1,709.2,1034.4
2018-03-23,2297.7,1648.2,5171.2,930.2999999999997,997.5
2018-03-24,492.59999999999997,941.5999999999998,1697.5,538.5999999999998,609.7
2018-03-25,1543.6999999999998,1363.4999999999998,3730.6,535.2999999999998,846.1999999999999
2018-03-26,2593.6,2186.8,6163.700000000001,438.5000000000001,961.9
2018-03-27,2667.1,1907.7,5997.299999999999,537.2999999999998,667.7000000000002
2018-03-28,3307.6,2210.9999999999995,7282.699999999999,461.1,426.4000000000001
2018-03-29,3403.1,2202.0,7419.500000000002,407.59999999999997,711.1000000000001
2018-03-30,898.5999999999999,1235.1000000000001,2613.0,724.0,315.7
2018-03-31,1954.6999999999998,1371.8,4369.000000000001,618.8,375.30000000000007
2018-04-01,1004.3000000000001,1009.6000000000001,2549.2000000000007,854.0000000000002,422.30000000000007
2018-04-02,1556.0,1163.3000000000002,3549.3999999999996,816.3000000000002,356.59999999999997
2018-04-03,2419.4500000000003,1417.0499999999997,5126.45,740.7,571.0999999999999
2018-04-04,2129.2999999999997,1245.0999999999995,4509.999999999999,928.1999999999997,611.6999999999999
2018-04-05,2114.9,1347.5,4590.1,871.9000000000001,470.4000000000001
2018-04-06,2028.1000000000004,1175.0,4284.799999999999,913.2999999999997,626.3999999999999
2018-04-07,1367.678350515464,1441.6329896907216,3539.0597938144333,401.7,718.5000000000001
2018-04-08,1011.3896907216495,1194.6061855670098,2745.723711340206,515.3,425.6000000000001
2018-04-09,655.101030927835,947.5793814432991,1952.3876288659792,677.1999999999999,511.8999999999999
2018-04-10,298.8123711340206,700.5525773195877,1159.051546391752,665.0999999999999,612.5
2018-04-11,532.1185567010309,833.7288659793815,1649.6773195876287,380.4,908.6999999999999
2018-04-12,569.5,735.9999999999998,1609.1,516.7,767.3000000000001
2018-04-13,3264.9000000000005,1814.8999999999999,6821.200000000001,326.69999999999993,1012.5999999999999
2018-04-14,1482.4999999999998,1329.4,3602.6,611.7,912.5999999999999
2018-04-15,1013.4999999999999,1240.2,2794.2000000000003,626.5,790.7
2018-04-16,2304.2000000000003,1706.8,5240.500000000001,819.6999999999998,867.0
2018-04-17,2089.4,1662.7,4866.5,846.4,692.7
2018-04-18,2299.0000000000005,1897.3000000000002,5422.199999999998,592.1,860.1999999999999
2018-04-19,2102.2,2303.2,5527.199999999999,603.6,1251.1
2018-04-20,2540.0,2160.7000000000003,6056.999999999999,669.6999999999999,988.6999999999999
2018-04-21,484.89999999999986,1287.5000000000002,2031.1,722.5999999999999,941.9000000000001
2018-04-22,710.4,1190.2000000000003,2278.7,1030.9,828.0
2018-04-23,2203.4999999999995,1511.0,4890.1,841.0,540.9000000000001
2018-04-24,2224.3999999999996,1377.8,4788.8,757.9,610.2
2018-04-25,2266.000000000001,1512.7999999999997,4987.200000000001,816.0000000000001,585.7000000000002
2018-04-26,2367.5,1688.8500000000001,5318.5999999999985,778.3,818.3000000000002
2018-04-27,1143.6000000000001,1340.9,3094.0000000000005,694.7000000000003,383.49999999999983
2018-04-28,622.3999999999999,1068.5999999999997,2023.2999999999995,826.0999999999999,256.0
2018-04-29,110.1,332.0,500.69999999999993,1466.8999999999996,204.1
2018-04-30,792.1000000000001,1087.9,2302.6000000000004,1097.5,291.6
2018-05-01,2812.7000000000003,1930.0000000000002,6242.999999999999,620.8000000000001,556.2
2018-05-02,2288.2999999999997,1799.8,5308.699999999999,714.3999999999999,386.00000000000006
2018-05-03,3196.6000000000004,2204.0,7106.0999999999985,441.4,687.8
2018-05-04,2422.2999999999993,1971.3999999999996,5685.5,610.1,767.8000000000002
2018-05-05,752.3000000000003,1291.8999999999999,2446.3999999999996,1204.6999999999998,625.9
2018-05-06,340.4000000000001,1149.8,1671.8999999999999,1461.9999999999998,714.5000000000001
2018-05-07,306.2,1470.2,1940.0,1383.9999999999998,813.0000000000002
2018-05-08,2208.2999999999997,2336.3000000000006,5722.200000000002,529.0999999999999,1034.0000000000002
2018-05-09,2584.2000000000003,1947.6,5909.9,536.3,706.9
2018-05-10,1916.7,1669.1,4608.5,763.1,507.5
2018-05-11,1612.4999999999998,1632.7,4105.099999999999,793.8,655.8000000000001
2018-05-12,2199.9,2039.4999999999998,5412.4,484.30000000000007,500.4
2018-05-13,1547.9,1470.3,3843.5,643.9000000000001,517.8000000000001
2018-05-14,430.00000000000006,860.9999999999999,1520.1,1172.6,409.6
2018-05-15,342.0,906.2,1430.6000000000001,1483.9,420.50000000000006
2018-05-16,138.8,597.4000000000001,810.4,1229.5,715.3
2018-05-17,150.89999999999995,484.3,715.2000000000002,1334.8999999999999,459.70000000000005
2018-05-18,362.09999999999997,832.1000000000001,1387.6999999999998,1085.5,414.1
2018-05-19,637.5999999999999,1002.0000000000001,1980.0,1018.8999999999999,466.09999999999997
2018-05-20,272.09999999999997,784.2999999999998,1201.5000000000002,1124.2999999999997,477.2000000000001
2018-05-21,601.1999999999999,1267.8000000000002,2189.5,1007.5,808.1000000000001
2018-05-22,205.69999999999996,692.2,1007.3,1466.3000000000002,765.8000000000001
2018-05-23,175.0,595.1,864.0000000000002,1673.4999999999998,734.3000000000001
2018-05-24,1347.5000000000002,1320.3999999999996,3386.7999999999997,788.3999999999997,929.4000000000001
2018-05-25,1519.9000000000003,1599.9,3930.2,716.0999999999999,830.0000000000001
2018-05-26,125.29999999999998,544.6,737.2000000000002,1604.9999999999998,882.4000000000001
2018-05-27,468.49999999999994,1011.1999999999999,1729.3999999999996,921.2999999999997,800.2
2018-05-28,218.29999999999998,687.2999999999998,1021.9,967.9,767.1999999999999
2018-05-29,258.2,727.3,1123.1999999999998,1159.4999999999998,595.5
2018-05-30,963.9500000000002,1226.0000000000002,2704.0000000000005,706.9500000000002,636.1000000000001
2018-05-31,378.40000000000003,995.1,1575.6000000000001,860.6,790.7000000000002
2018-06-01,2621.2,1976.6000000000001,5995.500000000001,355.8000000000002,941.8
2018-06-02,1897.1999999999996,1778.2,4687.3,434.0,555.3
2018-06-03,588.8,927.9,1830.9,975.5,411.2
2018-06-04,186.9,636.1,922.5,1093.5,550.5
2018-06-05,177.10000000000005,549.9,821.8000000000001,1097.0,454.09999999999997
2018-06-06,243.39999999999995,627.0,1000.3,910.1500000000001,605.6
2018-06-07,243.29999999999998,666.6999999999998,1039.5,917.1000000000004,558.1999999999999
2018-06-08,298.70000000000005,655.1999999999997,1113.1,929.7,542.3000000000001
2018-06-09,161.1,529.3000000000001,776.3000000000003,1097.0,512.3
2018-06-10,96.4,400.50000000000017,548.2000000000002,1049.3000000000002,390.2999999999999
2018-06-11,210.00000000000003,609.0,931.1999999999999,840.9000000000003,407.50000000000006
2018-06-12,232.00000000000003,650.0000000000002,1006.4,775.0,448.5
2018-06-13,1904.85,1618.1499999999999,4538.8,486.50000000000006,586.0999999999999
2018-06-14,1782.3999999999999,1375.7999999999997,4108.700000000001,507.8,624.8000000000001
2018-06-15,1915.2,1869.0,4805.599999999999,395.50000000000006,666.7999999999998
2018-06-16,1790.2,1436.5999999999997,4181.599999999999,472.70000000000016,510.59999999999997
2018-06-17,1375.3000000000004,1156.6000000000001,3265.4000000000005,519.5000000000001,387.0
2018-06-18,1916.8999999999999,1323.5999999999997,4262.9,387.2,592.5
2018-06-19,2211.9,1223.6000000000001,4615.500000000001,167.50000000000006,508.69999999999993
2018-06-20,2200.4,1059.4,4433.5,143.10000000000002,456.40000000000003
2018-06-21,483.8,722.8000000000001,1464.1999999999998,830.5999999999999,423.00000000000006
2018-06-22,744.3,885.8000000000001,2026.5999999999997,761.9999999999999,521.9000000000001
2018-06-23,1205.1000000000004,1341.0,3188.7000000000003,727.4999999999999,482.49999999999994
2018-06-24,227.59999999999997,745.1000000000001,1094.2,994.0,484.00000000000006
2018-06-25,1595.7999999999997,1991.8999999999999,4438.7,895.7,735.9000000000001
2018-06-26,373.40000000000003,898.9000000000001,1471.5999999999997,873.7999999999997,508.9
2018-06-27,211.29999999999998,543.0000000000001,866.8000000000002,981.4999999999997,497.09999999999997
2018-06-28,184.4,548.8,831.7999999999998,1110.8,581.1500000000001
2018-06-29,152.00000000000003,507.6000000000001,740.9000000000001,1128.5,485.80000000000007
2018-06-30,122.10000000000002,400.1,587.4999999999999,1423.0000000000002,508.20000000000005
2018-07-01,103.80000000000003,568.2,727.5999999999999,1695.1,495.59999999999997
2018-07-02,154.59999999999997,675.5999999999999,912.5999999999999,1480.1,608.5
2018-07-03,162.00000000000003,543.5,791.9999999999999,1373.6,443.8
2018-07-04,430.59999999999997,875.0000000000001,1535.6000000000001,878.9,534.25
2018-07-05,2447.7999999999997,2512.1000000000004,6265.299999999999,433.9,1046.1999999999998
2018-07-06,980.0000000000001,1573.0000000000002,3075.7000000000003,922.9000000000002,1006.6999999999998
2018-07-07,1014.7000000000002,1707.1000000000001,3263.1,885.7000000000003,846.4999999999999
2018-07-08,183.20000000000005,726.4,1007.1000000000001,1203.8,452.90000000000003
2018-07-09,1094.9,1250.3000000000004,2929.5000000000005,648.5000000000001,618.9
2018-07-10,282.1,494.20000000000005,926.8000000000001,750.3000000000003,533.8
2018-07-11,321.9999999999999,579.2,1073.5000000000002,837.9000000000003,539.7999999999998
2018-07-12,444.0,895.0999999999999,1575.8,766.3000000000002,654.8
2018-07-13,359.8,758.6000000000001,1310.3999999999999,932.1000000000003,521.6999999999999
2018-07-14,847.9000000000001,1295.6,2595.7,952.4999999999998,508.5
2018-07-15,1137.3000000000002,1861.8,3605.8,781.6000000000001,620.1999999999999
2018-07-16,2026.9000000000003,2082.5,5190.4,549.8000000000001,662.4
2018-07-17,2138.1000000000004,1543.0,4821.4,435.1000000000001,549.7
2018-07-18,2354.7999999999997,1853.6000000000001,5464.999999999999,334.84999999999997,595.4000000000001
2018-07-19,970.4,1274.6999999999998,2762.9000000000005,650.4,496.99999999999994
2018-07-20,1463.9,1890.9000000000005,4135.7,509.30000000000007,627.9999999999999
2018-07-21,1470.8999999999999,2103.7000000000003,4358.799999999999,781.1,630.1999999999999
2018-07-22,1613.2999999999997,1929.8,4403.4000000000015,417.7,455.3000000000001
2018-07-23,2313.4,1995.6,5543.599999999999,365.40000000000003,658.4999999999999
2018-07-24,2379.6000000000004,2082.3999999999996,5730.800000000002,373.50000000000006,638.2
2018-07-25,908.6999999999999,1449.2999999999997,2842.8,597.4,603.6999999999999
2018-07-26,1262.1000000000001,2079.7000000000003,4015.0,500.4,1228.0
2018-07-27,2288.0,2292.1,5799.8,360.40000000000003,955.3999999999997
2018-07-28,1736.5999999999997,1242.4,3905.0000000000005,428.40000000000003,620.6999999999999
2018-07-29,890.8000000000001,694.6000000000003,2060.4,417.60000000000014,371.5
2018-07-30,2140.8999999999996,1063.1000000000001,4346.400000000001,198.2,448.50000000000006
2018-07-31,2318.4,1514.9000000000003,5070.000000000001,231.19999999999996,1177.7499999999998
2018-08-01,2346.0,1610.1000000000001,5207.0,296.29999999999995,690.9
2018-08-02,2431.5000000000005,1967.4,5695.6,249.39999999999998,916.2000000000002
2018-08-03,1184.4,1675.1,3490.5,440.49999999999994,657.8000000000001
2018-08-04,334.7,616.9000000000001,1129.9000000000003,634.4999999999999,343.09999999999997
2018-08-05,195.6,564.6,864.4,777.7999999999998,318.59999999999997
2018-08-06,1646.6000000000001,2161.8,4686.5,477.30000000000007,701.8
2018-08-07,2138.5000000000005,2252.7000000000003,5531.4,459.59999999999997,720.0999999999999
2018-08-08,2016.7999999999997,1409.6999999999998,4501.699999999999,386.9,532.2000000000002
2018-08-09,2652.4,1595.7000000000003,5662.7,131.8000000000001,487.9000000000001
2018-08-10,2584.5999999999995,1471.9999999999998,5434.7,183.49999999999997,551.2
2018-08-11,2020.3999999999999,1432.9999999999995,4531.2,249.89999999999998,446.9
2018-08-12,1271.8000000000004,1084.8000000000002,3034.9000000000005,356.79999999999995,339.8
2018-08-13,2164.6,1371.1000000000001,4690.099999999999,197.59999999999994,598.3
2018-08-14,2245.7000000000003,1477.8000000000004,4921.300000000002,267.4,653.8999999999997
2018-08-15,2187.500000000001,1320.8999999999999,4675.4,309.29999999999995,522.9000000000001
2018-08-16,2457.3999999999996,1299.8000000000002,5074.499999999999,183.60000000000005,937.3
2018-08-17,2575.2999999999997,1469.5,5418.400000000001,163.39999999999995,606.1
2018-08-18,1846.4000000000003,1109.3999999999999,3940.3,267.8999999999999,542.0
2018-08-19,1227.6,831.8000000000001,2713.8999999999996,281.79999999999984,602.8000000000001
2018-08-20,2571.2000000000003,1481.2,5423.8,95.70000000000002,629.4
2018-08-21,2454.5999999999995,1603.3999999999999,5367.700000000001,149.89999999999998,528.4000000000001
2018-08-22,2629.8999999999996,1356.3000000000002,5388.6,106.20000000000002,587.8000000000001
2018-08-23,1929.2,1204.8,4162.8,198.7,510.8999999999999
2018-08-24,2226.8000000000006,1327.0,4741.599999999999,271.79999999999995,482.5
2018-08-25,1868.5,1344.6999999999998,4209.499999999999,249.60000000000005,401.6
2018-08-26,1321.3000000000002,1026.5,3052.2999999999997,255.89999999999998,324.3
2018-08-27,1600.2000000000003,1090.8999999999999,3544.4,256.59999999999997,313.9999999999999
2018-08-28,3002.7999999999997,1798.1000000000001,6401.999999999999,139.20000000000002,673.1
2018-08-29,1387.2000000000003,1358.2999999999997,3485.0000000000005,176.89999999999998,446.9000000000001
2018-08-30,802.1999999999998,950.3000000000002,2180.4000000000005,380.49999999999994,509.0
2018-08-31,878.9999999999999,1146.4,2494.3,335.7999999999999,555.2000000000002
2018-09-01,1895.3999999999996,1808.2,4714.500000000001,301.9,593.0
2018-09-02,940.0000000000001,1265.9999999999998,2707.2999999999997,716.7,606.3000000000001
2018-09-03,2606.55,1682.05,5678.949999999999,557.9999999999999,780.9000000000001
2018-09-04,1663.6000000000001,920.8999999999999,3472.0999999999995,779.5,589.9000000000002
2018-09-05,1850.474074074074,560.9629629629632,3398.859259259259,720.0,493.1000000000001
2018-09-06,2286.3851851851855,890.2074074074075,4396.548148148148,297.09999999999997,591.8000000000001
2018-09-07,2722.296296296296,1219.4518518518519,5394.237037037035,266.7999999999999,529.5000000000001
2018-09-08,2554.7444444444445,1554.4777777777776,5472.455555555556,268.5,423.45
2018-09-09,1287.9,1273.3000000000002,3248.2999999999997,475.2,402.9
2018-09-10,2197.2,1414.8,4783.499999999999,398.40000000000003,516.3
2018-09-11,1740.3999999999999,1104.0,3778.4999999999995,375.99999999999994,474.0000000000001
2018-09-12,1082.3,1031.4,2691.4,460.20000000000016,398.40000000000003
2018-09-13,4108.099999999999,2033.2000000000003,8332.2,72.3,703.4000000000001
2018-09-14,2632.2,1642.3000000000002,5678.500000000001,205.59999999999994,690.2
2018-09-15,2425.2,1761.9,5480.8,183.7,530.6999999999999
2018-09-16,1271.7,1274.4,3223.9,484.7,397.39999999999986
2018-09-17,1689.8000000000002,1525.0,4116.099999999999,492.40000000000003,528.35
2018-09-18,1630.5000000000002,1224.0,3724.1,520.5999999999998,545.7999999999998
2018-09-19,1525.6000000000001,1049.5,3388.7,496.99999999999994,716.1
2018-09-20,1633.9999999999998,1059.7000000000003,3565.2999999999997,565.2000000000002,624.4
2018-09-21,1828.6999999999996,1185.5,3989.5,452.0999999999999,468.59999999999997
2018-09-22,1620.4,1209.8,3694.499999999999,386.6,400.90000000000003
2018-09-23,428.7999999999999,726.4,1383.8999999999999,603.1999999999999,204.59999999999997
2018-09-24,2878.9,1578.1,5992.1,216.60000000000005,509.2
2018-09-25,3670.7,1998.6,7626.999999999999,118.6,794.7000000000002
2018-09-26,3742.0000000000005,2380.2000000000003,8118.299999999999,105.10000000000001,788.3
2018-09-27,3871.1,2545.4999999999995,8481.000000000002,154.69999999999996,833.8000000000002
2018-09-28,181.49999999999994,557.3,835.5999999999999,657.3000000000001,423.19999999999993
2018-09-29,2994.2000000000003,1922.2999999999997,6513.700000000002,156.8,690.1999999999999
2018-09-30,1332.3000000000006,1359.3,3402.5,343.09999999999997,471.00000000000006
2018-10-01,1285.6,1157.5999999999997,3129.1000000000004,387.7000000000001,391.0
2018-10-02,1768.5,1263.4,3974.9,356.09999999999997,481.1999999999999
2018-10-03,3048.8,1612.9,6289.0,165.59999999999997,610.0999999999999
2018-10-04,3179.2000000000003,1445.3999999999999,6319.9,55.699999999999996,674.4999999999999
2018-10-05,3007.1999999999994,1889.4000000000003,6500.599999999999,54.1,853.1
2018-10-06,591.0000000000001,748.4000000000002,1654.3999999999996,622.7000000000002,320.19999999999993
2018-10-07,1368.6999999999998,1100.3,3198.7999999999997,435.7,333.9
2018-10-08,3481.8999999999996,1957.3000000000002,7296.4,115.5,588.8
2018-10-09,3439.1999999999994,2100.5,7373.9,162.5,747.6999999999999
2018-10-10,1174.1,1454.4999999999998,3254.6000000000004,192.50000000000003,1066.0
2018-10-11,1732.9999999999995,1381.5000000000005,4038.5000000000005,370.8,621.8999999999999
2018-10-12,1482.8999999999999,1157.9000000000003,3431.7000000000003,588.9000000000001,518.8
2018-10-13,1136.1,1055.3999999999999,2797.2999999999997,573.1999999999999,424.6
2018-10-14,287.69999999999993,604.4000000000001,1045.9999999999998,782.8,206.0
2018-10-15,424.89999999999986,826.5,1477.7999999999997,370.09999999999997,366.34999999999997
2018-10-16,2532.9,1456.8999999999999,5341.1,250.50000000000003,844.7
2018-10-17,3453.6,1768.9999999999998,7063.900000000001,91.10000000000004,609.5999999999999
2018-10-18,263.8,786.1999999999999,1190.4,433.29999999999995,451.7
2018-10-19,2670.9000000000005,1735.5000000000002,5830.900000000001,158.90000000000003,765.4000000000001
2018-10-20,4418.400000000001,2200.4,8975.3,39.30000000000001,937.8999999999999
2018-10-21,2141.1,1587.1000000000001,4870.2,173.10000000000002,579.6
2018-10-22,1371.6000000000001,1174.8,3278.1000000000004,473.2000000000001,684.0000000000001
2018-10-23,3097.8,1793.2999999999997,6543.199999999999,122.3,683.2
2018-10-24,3382.4999999999995,1773.3000000000002,6959.799999999998,116.20000000000002,778.6999999999999
2018-10-25,3218.8,1875.1,6810.299999999998,175.6,750.6
2018-10-26,2151.7999999999997,1613.3,4912.9,315.6,462.90000000000003
2018-10-27,453.7000000000001,725.1999999999999,1420.6,667.1,194.50000000000006
2018-10-28,101.49999999999999,432.49999999999994,587.8000000000001,890.9000000000002,138.95
2018-10-29,433.8,827.3000000000001,1492.3,512.4,331.3
2018-10-30,2092.5,1306.3999999999999,4515.000000000001,240.90000000000012,463.1000000000001
2018-10-31,1878.1000000000004,1424.9,4304.7,115.20000000000002,567.3000000000001
2018-11-01,3400.399999999999,1794.1,7008.100000000001,38.800000000000004,536.3000000000001
2018-11-02,4888.699999999998,2263.3,9759.2,37.800000000000004,1366.2
2018-11-03,2834.3000000000006,2025.6000000000001,6371.599999999999,137.5,729.8999999999999
2018-11-04,1164.0,1269.7,3054.7,241.99999999999994,594.2
2018-11-05,2044.8000000000004,1143.0999999999997,4278.200000000001,5.200000000000001,1099.5
2018-11-06,2680.399999999999,1421.6,5532.0,100.4,925.4999999999998
2018-11-07,1959.2000000000003,1246.6999999999998,4250.900000000001,343.29999999999995,306.8
2018-11-08,2020.8,1504.0,4602.699999999999,334.1,749.7
2018-11-09,1441.8000000000002,1202.3,3412.9000000000005,325.4,842.0
2018-11-10,2216.7999999999997,1650.9,5049.5,347.29999999999995,479.3
2018-11-11,1595.3000000000002,1342.6000000000001,3788.2,405.5999999999999,370.8
2018-11-12,2996.6999999999994,1776.4999999999998,6371.599999999998,215.60000000000002,394.29999999999995
2018-11-13,2770.899999999999,1731.4999999999998,5980.200000000001,300.3,727.5
2018-11-14,2729.7000000000003,1682.6000000000001,5867.499999999999,185.69999999999996,872.5
2018-11-15,1864.5000000000005,1148.9,4008.0,75.49999999999999,822.1
2018-11-16,667.3,756.6999999999999,1779.5,112.50000000000001,400.00000000000006
2018-11-17,437.59999999999997,962.5000000000001,1633.8000000000002,108.10000000000001,562.0
2018-11-18,230.80000000000004,864.6,1218.8,354.79999999999995,432.80000000000007
2018-11-19,223.79999999999998,598.1999999999999,941.8000000000001,596.7,242.20000000000002
2018-11-20,427.59999999999997,800.3,1456.2,374.5999999999999,316.5999999999999
2018-11-21,1411.3000000000002,1125.3,3289.2000000000003,103.29999999999998,514.2
2018-11-22,4514.0,1654.9999999999995,8576.0,15.499999999999991,1106.7999999999997
2018-11-23,1077.2,1141.5000000000002,2792.9,4.599999999999998,807.0999999999999
2018-11-24,473.8,956.1999999999999,1682.7000000000003,170.39999999999998,593.4999999999999
2018-11-25,196.6,620.3999999999999,922.0999999999999,357.8999999999999,429.69999999999993
2018-11-26,889.0999999999999,1033.9,2397.3999999999996,205.90000000000003,402.09999999999997
2018-11-27,1877.8,1247.4999999999998,4127.1,120.9,446.1000000000001
