MeasurementDateGMT,Brent - Neasden Lane: Nitric Oxide (ug/m3),Brent - Neasden Lane: Nitrogen Dioxide (ug/m3),Brent - Neasden Lane: Oxides of Nitrogen (ug/m3),Brent - Neasden Lane: PM10 Particulate (ug/m3)
2018-09-24,1825.9999999999998,1166.1999999999998,3966.0999999999995,514.2
2018-09-25,3107.6999999999994,1523.3999999999996,6288.8,826.6999999999999
2018-09-26,1715.6499999999999,1620.15,4250.75,1307.5
2018-09-27,1845.6000000000004,1369.3999999999999,4198.9,1433.0
2018-09-28,267.0,452.49999999999994,862.0000000000002,498.69999999999993
2018-09-29,1735.2,1291.6,3952.4,846.6
2018-09-30,534.8,819.6,1639.1999999999998,455.59999999999997
2018-10-01,766.3,981.3,2156.399999999999,712.9999999999999
2018-10-02,579.2999999999998,823.0999999999999,1711.6000000000001,945.5000000000001
2018-10-03,1594.6000000000004,1175.4999999999998,3620.5999999999995,1149.0000000000002
2018-10-04,904.2999999999996,824.6,2211.2000000000003,929.1999999999999
2018-10-05,1058.4,1093.0000000000002,2716.0,1026.8
2018-10-06,371.49999999999994,461.79999999999995,1031.9,359.79999999999995
2018-10-07,598.0,822.8000000000001,1739.6000000000001,268.9
2018-10-08,954.3999999999999,1284.0,2748.1000000000004,854.7000000000002
2018-10-09,1103.6000000000001,1194.5,2886.6,726.4999999999999
2018-10-10,1423.0999999999992,1268.6000000000001,3450.200000000001,1280.9999999999998
2018-10-11,162.99999999999997,540.5,789.9000000000001,461.9
2018-10-12,130.60000000000002,377.4,577.4999999999999,425.9
2018-10-13,104.1,372.3,531.4000000000001,380.6000000000001
2018-10-14,78.3,367.69999999999993,487.80000000000007,142.0
2018-10-15,385.19999999999993,791.6,1382.3999999999999,342.4
2018-10-16,484.90000000000003,876.5999999999999,1620.3,596.0
2018-10-17,992.0999999999998,1258.6000000000001,2780.1,533.5999999999999
2018-10-18,479.09999999999997,933.2,1667.8,639.1999999999999
2018-10-19,2603.4,1628.3,5619.999999999999,841.9000000000001
2018-10-20,3523.500000000001,1609.9999999999995,7012.099999999999,1139.8999999999999
2018-10-21,1123.7999999999997,907.5999999999999,2631.4,610.9000000000001
2018-10-22,1063.25,1123.9499999999998,2754.2000000000003,674.6
2018-10-23,880.3000000000002,1217.0000000000002,2567.1,1032.4
2018-10-24,1014.9999999999999,1140.1,2696.2,847.5999999999999
2018-10-25,1201.5000000000002,1288.4999999999998,3130.1999999999994,915.8000000000001
2018-10-26,642.5,1044.8000000000002,2029.5,810.9999999999999
2018-10-27,226.0,580.0999999999998,926.7000000000002,238.69999999999996
2018-10-28,88.39999999999999,374.8,509.99999999999994,117.29999999999998
2018-10-29,546.5,884.6,1722.9,387.4
2018-10-30,801.4,1063.8,2292.5,482.7
2018-10-31,1936.3999999999999,1348.5,4317.099999999999,830.0999999999999
2018-11-01,1477.9,1266.3,3532.7,487.00000000000006
2018-11-02,3354.3,1594.1000000000001,6736.999999999999,1269.1000000000001
2018-11-03,349.99999999999994,900.9999999999998,1437.7,460.9
2018-11-04,165.39999999999998,661.5000000000002,915.1,509.4000000000001
2018-11-05,1692.0,998.9,3592.9000000000005,1294.1
2018-11-06,945.1999999999997,736.35,2185.9999999999995,583.5
2018-11-07,292.4,560.5,1008.9000000000001,253.8
2018-11-08,226.60000000000002,840.9000000000001,1188.2,394.90000000000003
2018-11-09,370.9999999999999,720.9000000000002,1289.7,432.0
2018-11-10,266.50000000000006,773.4999999999999,1182.0,298.80000000000007
2018-11-11,213.59999999999997,690.0,1017.2000000000002,237.3
2018-11-12,420.9,975.9000000000001,1621.7,357.59999999999997
2018-11-13,805.8000000000001,1294.9999999999998,2530.4000000000005,833.3
2018-11-14,522.9,1025.3,1827.3,435.7
2018-11-15,550.8000000000001,971.7000000000002,1816.3,605.2
2018-11-16,548.8,736.8999999999999,1578.2,401.2999999999999
2018-11-17,341.59999999999997,822.1,1345.8,565.9
2018-11-18,129.79999999999995,647.4,846.1000000000001,391.40000000000003
2018-11-19,384.3,640.6999999999999,1229.8000000000002,353.9
2018-11-20,496.20000000000005,845.6,1606.3,340.29999999999995
2018-11-21,836.9999999999999,1053.8,2337.0499999999997,483.4
2018-11-22,2012.0999999999997,1365.2,4450.1,1147.3999999999999
2018-11-23,895.2,1016.9,2389.1999999999994,983.4000000000001
2018-11-24,430.00000000000006,847.4,1506.6,702.0
2018-11-25,148.6,566.3000000000001,793.7,505.5
2018-11-26,828.9000000000001,999.3,2270.1,652.3000000000001
2018-11-27,716.6999999999999,1026.8000000000002,2126.0000000000005,483.8999999999999
2018-11-28,252.99999999999997,743.4,1130.7,297.2
2018-11-29,317.4000000000001,626.8,1113.5,433.69999999999993
2018-11-30,992.9,1348.4999999999998,2871.0,891.5
2018-12-01,275.2,728.8999999999999,1151.3,266.6
2018-12-02,219.70000000000002,474.8999999999999,811.6000000000003,237.9
2018-12-03,622.1999999999999,1055.2,2009.4999999999998,819.3000000000001
2018-12-04,2675.4999999999995,2037.0000000000005,6138.900000000001,725.3
2018-12-05,511.74999999999994,1033.6,1818.1000000000001,285.54999999999995
2018-12-06,892.6999999999998,1234.1000000000001,2602.5,628.0999999999999
2018-12-07,507.5,858.5999999999999,1636.9999999999998,520.3000000000001
2018-12-08,277.19999999999993,554.0,978.5999999999999,905.8000000000001
2018-12-09,191.2,578.6,871.6,285.1
2018-12-10,1507.8999999999999,1698.3000000000002,4010.4000000000005,906.5999999999999
2018-12-11,2964.7000000000007,1729.2000000000005,6275.199999999999,743.1
2018-12-12,183.4,929.8000000000001,1210.9,430.5
2018-12-13,540.8,1058.7000000000003,1887.8,458.5000000000001
2018-12-14,1727.4000000000005,1332.0,3980.9000000000005,818.4000000000001
2018-12-15,159.0,664.7,908.5,419.5
2018-12-16,636.1999999999997,1021.1999999999999,1996.9,305.4
2018-12-17,1416.6000000000001,1468.4999999999995,3639.9,484.29999999999995
2018-12-18,191.9,636.9999999999999,931.1999999999997,328.8999999999999
2018-12-19,688.1,1199.3999999999999,2254.6000000000004,308.80000000000007
2018-12-20,1014.7000000000002,1218.3,2774.2,643.9
2018-12-21,423.8999999999999,700.1,1350.1,593.5000000000001
2018-12-22,436.2,888.7,1557.2,406.20000000000005
2018-12-23,220.6,651.6000000000001,989.8999999999997,185.0
2018-12-24,2136.5,965.5000000000001,4241.7,568.9000000000001
2018-12-25,1946.6999999999998,1063.5,4047.9,509.19999999999993
2018-12-26,710.1,965.9,2055.0,392.1000000000001
2018-12-27,4569.200000000001,1455.5,8461.5,1005.8000000000001
2018-12-28,2239.0,1240.5000000000002,4673.699999999999,748.0
2018-12-29,857.3,830.8,2145.4,400.9
2018-12-30,566.2999999999998,815.2999999999998,1683.2,395.00000000000006
2018-12-31,318.1000000000001,756.6,1244.1000000000001,289.2
2019-01-01,156.9,539.4,779.7,273.5
2019-01-02,478.2,993.5499999999998,1726.8,439.84999999999997
2019-01-03,573.6999999999999,1106.9,1986.3999999999999,640.5999999999999
2019-01-04,952.0,1181.1999999999998,2640.9,1286.1999999999998
2019-01-05,651.8000000000001,939.0,1938.6000000000004,781.3000000000001
2019-01-06,520.2,819.5000000000001,1617.4999999999998,647.8000000000001
2019-01-07,644.9000000000001,854.9,1843.3,1046.3
2019-01-08,757.7,928.3000000000002,2090.2,914.3000000000001
2019-01-09,601.4,909.5000000000002,1831.8,537.7
2019-01-10,1656.4,1090.6,3630.0000000000005,1027.8999999999999
2019-01-11,1123.6999999999998,785.8,2508.7,730.9000000000001
2019-01-12,406.7,563.5999999999999,1187.0999999999997,998.3999999999999
2019-01-13,189.6,353.8,643.9999999999999,571.5000000000002
2019-01-14,829.3000000000001,1016.6999999999999,2288.4,751.9
2019-01-15,937.8,1101.4499999999998,2539.5,851.1000000000001
2019-01-16,627.6,893.3,1855.8,386.1
2019-01-17,880.8,1101.8000000000002,2453.0000000000005,529.9
2019-01-18,1621.6000000000001,782.8999999999999,3269.399999999999,566.8
2019-01-19,131.0,634.3000000000002,835.1,452.29999999999995
2019-01-20,1110.6,875.6999999999998,2578.2,809.4
2019-01-21,3404.1000000000004,1383.0000000000002,6602.099999999999,1385.4000000000003
2019-01-22,1261.9999999999998,1215.2,3150.0,950.8999999999997
2019-01-23,2131.2999999999997,1231.1999999999998,4499.2,543.7
2019-01-24,3860.4,1421.1000000000001,7340.600000000001,1146.0
2019-01-25,1230.6999999999998,1030.1,2916.8000000000006,817.2000000000002
2019-01-26,369.40000000000003,586.4000000000001,1152.8000000000002,488.6
2019-01-27,112.89999999999999,302.0,475.5000000000001,260.19999999999993
2019-01-28,1261.6,1222.5,3157.5,710.8
2019-01-29,1199.2,1342.6000000000001,3181.7,495.6
2019-01-30,3000.5,1678.2999999999997,6278.7,862.9000000000002
2019-01-31,3868.2499999999995,1574.4999999999998,7505.799999999999,847.2
2019-02-01,423.69999999999993,792.0999999999999,1441.3,420.5
2019-02-02,354.19999999999993,768.8000000000001,1311.4,434.0
2019-02-03,667.6999999999999,1098.3000000000002,2122.4,419.5
2019-02-04,1657.2,1215.6,3756.5,447.9
2019-02-05,826.1500000000001,1124.85,2391.7499999999995,369.50000000000006
2019-02-06,1037.2,1286.8,2876.5999999999995,596.2
2019-02-07,478.40000000000003,865.1999999999999,1598.5,985.5999999999998
2019-02-08,273.2,569.6999999999999,989.0000000000001,358.19999999999993
2019-02-09,250.2,523.4,906.9999999999998,855.8999999999999
2019-02-10,270.7,748.9,1164.0,365.0
2019-02-11,1550.8999999999999,1647.8999999999999,4025.6999999999994,512.1
2019-02-12,1925.1000000000004,1701.1999999999998,4653.200000000001,1137.7
2019-02-13,715.1999999999998,1326.7,2423.0,630.0
