MeasurementDateGMT,Greenwich - Blackheath: Nitric Oxide (ug/m3),Greenwich - Blackheath: Nitrogen Dioxide (ug/m3),Greenwich - Blackheath: Oxides of Nitrogen (ug/m3),Greenwich - Blackheath: PM10 Particulate (ug/m3)
2018-02-12,386.4,874.1999999999999,1467.0999999999997,369.20000000000005
2018-02-13,688.1999999999999,832.8000000000001,1887.8,309.59999999999997
2018-02-14,837.4000000000002,934.7,2218.6999999999994,410.19999999999993
2018-02-15,245.8,721.3000000000001,1098.5,399.7
2018-02-16,712.6,1137.8,2230.5,527.8
2018-02-17,1032.6999999999998,1271.3999999999999,2854.899999999999,711.3000000000001
2018-02-18,494.6,922.0000000000001,1680.6000000000001,547.4
2018-02-19,991.9999999999999,1051.2999999999997,2572.8,442.6000000000001
2018-02-20,779.0,781.6999999999999,1976.1,362.9
2018-02-21,1100.0000000000002,988.0000000000002,2674.3999999999996,1263.6999999999998
2018-02-22,1394.8,1287.2,3425.9,1012.5
2018-02-23,1503.1000000000001,1333.0000000000002,3637.7999999999997,926.7
2018-02-24,756.6999999999999,1046.0,2206.1000000000004,1002.5
2018-02-25,634.3,870.3,1842.7999999999997,680.2999999999998
2018-02-26,1014.3,903.0,2457.9,653.6000000000001
2018-02-27,1001.9000000000001,1153.4,2689.1,724.15
2018-02-28,818.4000000000001,1020.4,2274.9000000000005,708.8
2018-03-01,1018.4000000000001,920.1,2481.5999999999995,1055.6
2018-03-02,1136.1999999999998,1042.5,2784.5999999999995,1150.9
2018-03-03,936.4,1161.6000000000001,2597.4,1680.2
2018-03-04,520.5,924.9999999999999,1723.3999999999999,499.90000000000003
2018-03-05,773.6,977.5000000000001,2163.5000000000005,581.9
2018-03-06,581.3,1113.0,2004.7000000000003,457.1
2018-03-07,752.7999999999998,1267.4,2422.1,554.1999999999999
2018-03-08,214.89999999999998,634.2,963.8000000000001,292.7
2018-03-09,987.3000000000001,1119.4,2633.5000000000005,555.3000000000001
2018-03-10,285.50000000000006,813.5999999999999,1250.9999999999998,506.2
2018-03-11,674.3,1293.9999999999998,2327.5999999999995,715.3000000000001
2018-03-12,1028.5,1217.2999999999997,2794.3000000000006,356.7
2018-03-13,593.2999999999998,1110.1000000000001,2019.9999999999995,484.4000000000001
2018-03-14,653.0000000000001,940.9999999999999,1942.4,468.6000000000001
2018-03-15,596.0000000000001,1130.9999999999998,2045.1000000000001,365.20000000000005
2018-03-16,654.8999999999999,1147.1,2151.2999999999997,600.1999999999999
2018-03-17,426.6,756.3999999999999,1409.8000000000002,548.7
2018-03-18,459.90000000000003,838.1999999999999,1543.1000000000001,807.5
2018-03-19,762.0999999999998,1027.4,2195.9999999999995,894.4
2018-03-20,587.8000000000001,1091.1000000000001,1992.3999999999999,668.35
2018-03-21,787.3999999999999,1390.8000000000002,2597.9,667.5
2018-03-22,202.79999999999998,898.9,1210.1000000000004,518.3000000000001
2018-03-23,336.4,927.7999999999998,1443.8,549.9000000000001
2018-03-24,464.3,1129.4999999999998,1841.3999999999999,769.0000000000001
2018-03-25,967.3,1378.3,2861.5,1228.6999999999998
2018-03-26,596.9999999999998,1413.8999999999999,2328.8999999999996,573.6999999999999
2018-03-27,457.2,1051.9,1752.8000000000002,357.99999999999994
2018-03-28,603.7000000000002,1317.6,2243.3,259.20000000000005
2018-03-29,744.1,1155.8999999999999,2296.9,361.9999999999999
2018-03-30,454.09999999999997,1014.0999999999999,1710.2,337.90000000000003
2018-03-31,308.99999999999994,774.3000000000001,1248.3999999999999,295.3999999999999
2018-04-01,240.09999999999997,725.8000000000001,1093.5,404.80000000000007
2018-04-02,151.1,603.5000000000001,834.8999999999999,260.3
2018-04-03,241.4,691.1,1061.7,366.4999999999999
2018-04-04,285.0,610.7,1047.8,386.40000000000003
2018-04-05,551.4000000000001,787.9000000000003,1632.9999999999998,281.9
2018-04-06,537.3,931.6,1755.5000000000002,531.8
2018-04-07,361.5,992.7000000000002,1547.1,707.0
2018-04-08,322.90000000000003,917.3,1412.1,484.5
2018-04-09,1079.8,1116.4,2771.7500000000005,641.3
2018-04-10,937.5999999999999,1284.9,2722.2999999999993,928.0
2018-04-11,805.8999999999999,953.3,2188.7999999999997,1165.4
2018-04-12,708.1999999999999,811.6,1897.8999999999999,951.3
2018-04-13,484.5,962.5999999999999,1705.7999999999997,671.0000000000001
2018-04-14,459.7,1131.8,1836.5,985.6000000000001
2018-04-15,208.39999999999998,741.8999999999999,1062.3999999999999,667.4999999999999
2018-04-16,270.3999999999999,719.6,1134.2,512.1
2018-04-17,312.09999999999997,798.0999999999999,1276.5,445.29999999999995
2018-04-18,475.2,1231.9,1960.4,633.7
2018-04-19,1154.6,1769.3000000000002,3539.5,1156.4
2018-04-20,669.3000000000001,1453.9999999999998,2480.3,859.9
2018-04-21,628.5,1422.8999999999996,2387.2,1151.6
2018-04-22,124.70000000000002,767.0,958.0999999999999,748.1000000000001
2018-04-23,109.30000000000001,595.9,763.5,263.90000000000003
2018-04-24,227.60000000000002,616.8999999999999,965.9000000000002,334.00000000000006
2018-04-25,136.4,559.5999999999999,768.8000000000001,247.00000000000003
2018-04-26,147.70000000000002,611.1,837.5000000000001,326.1
2018-04-27,622.9,1113.0,2068.3000000000006,385.09999999999997
2018-04-28,465.09999999999997,919.6999999999999,1633.0000000000005,391.49999999999994
2018-04-29,252.60000000000002,564.4000000000001,951.4,293.6
2018-04-30,411.3999999999999,805.5999999999999,1436.4,369.8
2018-05-01,338.0,867.7,1386.1000000000001,324.4
2018-05-02,680.3,1075.6999999999998,2119.4999999999995,279.40000000000003
2018-05-03,527.9000000000001,1083.8,1892.9999999999998,422.5999999999999
2018-05-04,641.8,1186.4,2170.2,568.9999999999999
2018-05-05,617.0999999999999,1497.8000000000002,2443.8,749.0999999999999
2018-05-06,321.0000000000001,1330.6,1822.5000000000005,949.9
2018-05-07,381.7000000000001,1611.0,2196.3,1094.2
2018-05-08,755.5000000000002,1396.6999999999998,2555.6,915.1999999999999
2018-05-09,321.7,833.1000000000001,1326.3999999999999,505.6
2018-05-10,389.70000000000005,829.4,1427.0999999999997,421.69999999999993
2018-05-11,548.1,983.8999999999999,1824.6,595.9
2018-05-12,202.09999999999997,879.9999999999999,1190.1,374.30000000000007
2018-05-13,556.9,1022.1000000000001,1876.0,533.0
2018-05-14,492.7,806.3,1562.1,421.49999999999994
2018-05-15,569.1,1012.9000000000002,1885.2000000000003,510.3
2018-05-16,507.5999999999999,715.0000000000002,1493.7000000000005,592.3000000000001
2018-05-17,789.0999999999999,885.8000000000001,2095.5,622.9000000000001
2018-05-18,731.2999999999998,1049.4999999999998,2171.1,542.5999999999999
2018-05-19,412.50000000000006,1040.4,1673.1999999999998,696.45
2018-05-20,371.5999999999999,888.9,1458.4999999999998,663.6
2018-05-21,863.1999999999999,1436.2999999999997,2759.7000000000003,985.5
2018-05-22,454.0,800.1000000000001,1496.1999999999998,807.3000000000001
2018-05-23,512.4000000000001,733.6000000000001,1519.1999999999998,750.1000000000001
2018-05-24,612.8999999999999,1052.6000000000001,1992.5000000000002,882.7999999999998
2018-05-25,500.50000000000006,1176.8999999999999,1944.3,781.8
2018-05-26,425.3,1029.7999999999997,1681.3000000000004,1129.9999999999998
2018-05-27,282.2,910.2,1342.8,906.6000000000003
2018-05-28,283.79999999999995,827.8999999999999,1263.1999999999998,1066.8
2018-05-29,440.3000000000001,819.5,1494.4000000000003,695.9999999999999
2018-05-30,644.1000000000001,1075.2,2062.5,722.2
2018-05-31,755.2999999999998,1352.7999999999997,2510.6999999999994,1030.55
2018-06-01,328.6,912.7000000000002,1416.6,603.9
2018-06-02,116.29999999999997,560.1,737.9999999999999,334.9
2018-06-03,222.19999999999996,779.8000000000001,1120.7999999999997,382.90000000000003
2018-06-04,568.0,855.2000000000002,1726.2999999999997,520.4
2018-06-05,744.3,853.8000000000001,1995.1999999999998,459.80000000000007
2018-06-06,766.55,940.5,2115.15,680.4
2018-06-07,806.1999999999999,1023.9000000000001,2260.0,625.5
2018-06-08,675.4999999999999,914.4,1949.5999999999995,596.0
2018-06-09,374.90000000000003,765.5,1340.3000000000002,586.5
2018-06-10,324.30000000000007,694.2,1191.2,515.6
2018-06-11,812.7999999999998,962.8,2209.3,469.5999999999999
2018-06-12,771.15,891.3500000000001,2073.7,423.40000000000003
2018-06-13,445.59999999999997,849.8000000000001,1533.3,387.1
2018-06-14,382.50000000000006,736.5999999999998,1323.1,438.00000000000006
2018-06-15,391.5999999999999,894.7000000000002,1494.8000000000002,551.6999999999999
2018-06-16,115.39999999999996,515.9,692.7000000000002,312.00000000000006
2018-06-17,85.69999999999999,391.90000000000003,522.9,252.7
2018-06-18,141.4,421.70000000000005,638.5999999999999,298.99999999999994
2018-06-19,241.59999999999994,432.50000000000006,803.4,207.9
2018-06-20,333.79999999999995,444.7000000000001,956.4,255.0
2018-06-21,601.5000000000001,634.7999999999997,1557.2,390.9
2018-06-22,569.9,750.0000000000001,1624.1999999999996,447.7
2018-06-23,263.7,709.4,1113.1999999999998,430.59999999999997
2018-06-24,243.3,843.4999999999999,1216.6000000000001,485.3999999999999
2018-06-25,320.5,1045.6,1537.1000000000004,537.6999999999999
2018-06-26,743.5999999999999,1119.9,2260.2999999999997,517.6999999999999
2018-06-27,801.7999999999998,960.6999999999999,2190.2999999999997,575.9
2018-06-28,662.0000000000001,995.6999999999999,2010.7,633.4
2018-06-29,743.9000000000001,977.4000000000001,2118.4,548.9
2018-06-30,380.6,772.3000000000002,1356.2,536.4
2018-07-01,330.50000000000006,998.9,1505.3,656.8000000000001
2018-07-02,649.9,1156.1000000000001,2152.7000000000003,602.1000000000001
2018-07-03,686.4999999999999,982.6000000000001,2035.1999999999996,514.0
2018-07-04,659.4999999999999,1014.0999999999998,2025.6,593.0
2018-07-05,319.59999999999997,1175.0000000000002,1664.8999999999996,787.9000000000002
2018-07-06,561.9000000000001,1316.6000000000001,2177.9,791.0999999999999
2018-07-07,225.5,960.0999999999999,1306.0,821.2999999999997
2018-07-08,212.99999999999994,913.5,1240.0,525.9
2018-07-09,516.0,1052.1,1843.6999999999998,502.29999999999995
2018-07-10,558.4,605.1999999999999,1461.7000000000003,402.7
2018-07-11,566.5999999999999,665.4000000000002,1534.6000000000001,509.99999999999994
2018-07-12,516.1,975.4,1766.5999999999997,632.3000000000002
2018-07-13,580.7,969.1999999999999,1859.6000000000006,588.0000000000001
2018-07-14,208.10000000000005,774.9,1093.4999999999998,464.3999999999999
2018-07-15,133.29999999999998,715.9,920.5,428.3
2018-07-16,274.1000000000001,843.5000000000001,1263.5999999999997,451.59999999999997
2018-07-17,188.4,471.40000000000003,760.0999999999999,325.0
2018-07-18,416.4000000000001,781.3,1419.8999999999999,602.4
2018-07-19,667.6999999999999,1107.6000000000001,2131.6000000000004,516.1
2018-07-20,442.50000000000006,999.8,1678.5,506.6
2018-07-21,145.89999999999998,771.5,994.9,551.1999999999999
2018-07-22,147.70000000000002,672.5999999999999,899.0,422.19999999999993
2018-07-23,285.00000000000006,720.0000000000001,1157.1,400.7
2018-07-24,159.70000000000002,577.9000000000001,822.5,402.69999999999993
2018-07-25,395.39999999999986,918.5,1524.4,626.6000000000001
2018-07-26,411.50000000000006,1101.1999999999998,1732.5,755.6999999999999
2018-07-27,277.3999999999999,880.9000000000001,1306.1999999999998,599.3999999999999
2018-07-28,160.3,337.2,582.9,430.1
2018-07-29,139.5,250.49999999999994,464.39999999999986,266.30000000000007
2018-07-30,338.8,391.5,911.8999999999999,278.79999999999995
2018-07-31,254.19999999999996,493.49999999999994,882.9000000000002,314.15000000000003
2018-08-01,312.1000000000001,584.9000000000001,1063.6999999999998,369.89999999999986
2018-08-02,249.50000000000003,663.2,1045.9,430.40000000000003
2018-08-03,574.3000000000001,964.6,1845.4000000000003,568.4000000000001
2018-08-04,329.2999999999999,600.9000000000001,1105.4,417.90000000000003
2018-08-05,254.20000000000005,666.4999999999999,1056.5,416.09999999999997
2018-08-06,352.9,958.0,1499.2000000000003,557.0
2018-08-07,182.79999999999998,809.8000000000002,1089.8,531.9999999999999
2018-08-08,159.2,470.9000000000001,714.8999999999999,312.9
2018-08-09,506.8,796.3999999999999,1573.8,387.1000000000001
2018-08-10,309.1,556.6999999999999,1031.0,315.50000000000006
2018-08-11,208.70000000000002,539.2,859.3000000000001,307.3
2018-08-12,161.6,447.4,695.1,298.45000000000005
2018-08-13,308.79999999999995,557.8,1031.9,408.2
2018-08-14,236.3,556.0999999999999,918.7000000000002,345.5
2018-08-15,227.10000000000002,435.9,784.1,380.7
2018-08-16,379.6,539.2,1121.5,444.95
2018-08-17,333.2999999999999,533.5,1044.7,386.1
2018-08-18,130.1,343.4,542.8,422.0
2018-08-19,114.29999999999998,321.4000000000001,496.5,359.6000000000001
2018-08-20,201.20000000000002,509.80000000000007,818.5,340.1000000000001
2018-08-21,311.2,636.6000000000001,1113.8,325.9
2018-08-22,257.50000000000006,512.6,907.3999999999999,438.0
2018-08-23,270.50000000000006,456.0,871.0000000000001,445.0
2018-08-24,212.59999999999997,434.29999999999995,760.6999999999999,313.74999999999994
2018-08-25,466.29999999999995,618.8,1333.8999999999999,390.1500000000001
2018-08-26,270.0,449.8,864.1999999999999,305.3
2018-08-27,59.400000000000006,304.70000000000005,396.1,301.0999999999999
2018-08-28,481.90000000000003,754.8999999999999,1493.8000000000002,405.90000000000003
2018-08-29,751.2,884.0000000000001,2035.8,560.3
2018-08-30,647.3999999999999,793.4,1786.4,595.5999999999999
2018-08-31,824.5999999999999,986.4000000000002,2251.0,624.0999999999999
2018-09-01,321.8,824.9999999999999,1318.0,569.6000000000001
2018-09-02,347.6,967.7,1500.5000000000002,633.6000000000003
2018-09-03,585.7,1174.6999999999998,2072.2999999999997,740.4999999999999
2018-09-04,457.80000000000007,796.1999999999999,1497.6999999999998,590.1000000000001
2018-09-05,508.25,778.15,1557.5500000000004,550.3
2018-09-06,474.99999999999994,699.8999999999999,1427.8999999999999,549.4000000000001
2018-09-07,296.3,692.6,1147.1999999999998,371.40000000000003
2018-09-08,178.80000000000004,573.0,847.1000000000001,318.90000000000003
2018-09-09,120.70000000000002,479.90000000000003,664.3,369.50000000000006
2018-09-10,174.00000000000006,430.99999999999994,697.4999999999999,372.8
2018-09-11,237.30000000000004,398.59999999999997,762.7,350.7
2018-09-12,847.1999999999998,772.5999999999998,2071.5,391.6
2018-09-13,931.8000000000001,855.6999999999999,2284.2999999999997,491.90000000000015
2018-09-14,216.40000000000003,579.9,911.1999999999999,302.09999999999997
2018-09-15,303.50000000000006,617.1999999999999,1083.4,419.1
2018-09-16,168.3,515.0,773.6000000000001,371.1
2018-09-17,354.1,727.1,1270.5,419.9
2018-09-18,200.10000000000002,419.69999999999993,726.9999999999998,455.1999999999999
2018-09-19,235.89999999999998,390.2,751.9000000000001,529.9
2018-09-20,218.7,363.90000000000003,699.2,527.4999999999999
2018-09-21,102.60000000000001,290.20000000000005,447.2,273.65000000000003
2018-09-22,481.3,641.6999999999999,1379.7,336.0
2018-09-23,383.79999999999995,559.5999999999999,1147.3,264.79999999999995
2018-09-24,1051.5,939.8999999999999,2552.3,452.20000000000005
2018-09-25,1168.0999999999997,959.0000000000002,2750.1000000000004,537.2
2018-09-26,889.1,1189.3,2552.6000000000004,528.75
2018-09-27,1057.1000000000001,1297.2,2917.9,612.1999999999999
2018-09-28,863.3999999999999,774.1000000000001,2098.2,488.79999999999995
2018-09-29,854.8000000000001,1035.3,2346.4999999999995,612.9
2018-09-30,340.6,736.6999999999999,1258.5000000000002,467.29999999999995
2018-10-01,715.4999999999999,737.8,1834.4999999999998,415.80000000000007
2018-10-02,479.6,612.5,1347.4000000000003,349.7
2018-10-03,823.6999999999999,818.4,2081.2000000000003,414.0
2018-10-04,575.15,645.1500000000001,1527.0499999999997,406.2
2018-10-05,1193.4999999999998,1150.7,2980.8,717.6999999999999
2018-10-06,505.0,727.3,1501.5999999999997,433.1999999999999
2018-10-07,401.79999999999995,721.0000000000001,1337.0000000000002,362.8
2018-10-08,494.39999999999986,800.7,1558.2,353.05000000000007
2018-10-09,668.5000000000001,1050.3999999999999,2075.0,476.6999999999999
2018-10-10,1211.9,1344.0999999999997,3201.8000000000006,1223.9
2018-10-11,471.5,649.8999999999999,1372.0,460.20000000000005
2018-10-12,277.2,471.39999999999986,896.2999999999998,383.90000000000003
2018-10-13,149.69999999999996,402.6,631.6,390.20000000000005
2018-10-14,291.6,526.2,973.0999999999999,200.44999999999993
2018-10-15,736.9,797.6,1927.2,448.49999999999994
2018-10-16,546.1000000000001,685.4,1522.5,511.2
2018-10-17,817.7,973.1,2227.2,456.5
2018-10-18,1023.9000000000001,914.7,2484.5000000000005,487.69999999999993
2018-10-19,1642.5999999999997,1199.5,3718.3000000000006,655.3
2018-10-20,1209.5,992.4,2847.1999999999994,894.2
2018-10-21,484.40000000000003,793.2,1535.6000000000001,548.7
2018-10-22,968.9999999999999,880.9000000000001,2366.4,494.29999999999995
2018-10-23,656.2,941.1000000000001,1947.0000000000002,489.80000000000007
2018-10-24,656.5999999999999,883.6999999999998,1890.5,502.09999999999997
2018-10-25,604.4999999999999,941.6000000000001,1868.8999999999999,506.9000000000001
2018-10-26,860.1000000000001,907.9999999999999,2226.7000000000003,291.6000000000001
2018-10-27,398.4,524.1999999999999,1134.6,235.25
2018-10-28,379.09999999999997,528.7,1109.7,274.8
2018-10-29,723.9000000000002,719.0000000000001,1828.7999999999997,319.1
2018-10-30,759.6000000000001,742.2999999999998,1906.6,404.5
2018-10-31,1015.5,972.9999999999999,2530.1000000000004,471.95
2018-11-01,1201.4999999999998,1044.8999999999999,2887.0,397.65
2018-11-02,1044.5,1167.3,2769.0,664.05
2018-11-03,406.09999999999997,787.5999999999998,1410.1999999999998,527.1999999999999
2018-11-04,364.2,723.0,1281.0,640.9000000000001
2018-11-05,1578.2,802.4,3222.1000000000004,1210.8999999999999
2018-11-06,930.9999999999999,717.9,2145.6,636.1000000000003
2018-11-07,444.00000000000006,557.3000000000001,1238.4999999999998,306.0999999999999
2018-11-08,565.9000000000001,766.4000000000001,1634.0,486.80000000000007
2018-11-09,563.1,635.2000000000003,1498.5,368.6500000000001
2018-11-10,286.3,690.6,1129.8,392.6
2018-11-11,173.30000000000007,548.4999999999999,813.6,318.9
2018-11-12,467.1999999999999,805.8000000000001,1522.1000000000004,331.9
2018-11-13,362.4000000000001,770.7,1325.8999999999996,410.29999999999995
2018-11-14,755.9000000000001,959.7000000000002,2118.7999999999997,451.49999999999994
2018-11-15,1184.0,844.1,2659.7000000000007,777.6000000000001
2018-11-16,1265.2000000000003,776.6,2716.6000000000004,481.15
2018-11-17,917.0000000000001,1014.2999999999998,2420.1000000000004,829.3000000000001
2018-11-18,508.3,968.8000000000001,1747.9,639.8000000000001
2018-11-19,845.0999999999999,813.1,2109.1,359.6000000000001
2018-11-20,1125.7,945.0999999999999,2670.9,450.0
2018-11-21,1349.7,1016.8999999999999,3086.7000000000007,708.9
2018-11-22,3779.7999999999993,1274.9,7070.2,1343.6
2018-11-23,1453.6999999999996,1168.0,3396.7999999999993,1052.8999999999999
2018-11-24,1005.2999999999998,1128.9,2670.2999999999997,890.8000000000001
2018-11-25,605.1999999999998,781.6999999999998,1709.6999999999998,761.4999999999999
2018-11-26,1039.9,1020.6000000000001,2615.4,539.1999999999999
2018-11-27,1074.7000000000003,1016.7,2664.5,486.80000000000007
2018-11-28,415.3000000000001,677.9999999999999,1314.8000000000002,274.45000000000005
2018-11-29,322.90000000000003,595.7,1091.1,355.30000000000007
2018-11-30,440.3,864.2,1538.9999999999998,426.30000000000007
2018-12-01,280.90000000000003,679.9,1110.3000000000002,291.25
2018-12-02,98.60000000000002,334.6000000000001,486.0000000000001,172.94999999999993
2018-12-03,443.0,773.8999999999999,1453.6,439.29999999999995
2018-12-04,1166.6,1405.3000000000002,3193.8000000000006,522.8
2018-12-05,634.4000000000001,896.5,1869.1000000000001,330.90000000000003
2018-12-06,278.29999999999995,632.2000000000002,1058.9999999999998,289.0
2018-12-07,220.49999999999997,517.1,855.4,234.7
2018-12-08,105.3,272.59999999999997,433.5,370.49999999999994
2018-12-09,261.1,640.4,1040.7,331.3500000000001
2018-12-10,602.3,1192.4,2115.3,448.2
2018-12-11,1928.3,1404.8000000000002,4361.9,810.9000000000001
2018-12-12,809.9000000000003,1087.4,2329.0,629.5000000000001
2018-12-13,1317.3000000000004,1250.7999999999997,3270.7,689.2999999999998
2018-12-14,1235.4000000000003,1207.3999999999999,3101.600000000001,882.1999999999997
2018-12-15,416.09999999999997,631.9,1269.8999999999999,585.8000000000001
2018-12-16,315.1,863.6,1346.3999999999999,410.34999999999997
2018-12-17,483.9000000000001,1015.1999999999999,1756.8999999999996,417.3
2018-12-18,487.30000000000007,665.6,1413.2,479.3999999999999
2018-12-19,599.4,1151.7,2070.8,299.69999999999993
2018-12-20,339.8,781.2999999999998,1301.9999999999998,343.0
2018-12-21,150.79999999999998,432.80000000000007,664.1999999999998,442.4
2018-12-22,152.2,552.6,786.1,436.19999999999993
2018-12-23,245.20000000000002,668.6999999999999,1045.2,260.4
2018-12-24,1143.8999999999999,1169.8999999999999,2924.6,618.8000000000001
2018-12-25,1017.5999999999999,1082.8,2642.5000000000005,606.6999999999998
2018-12-26,370.90000000000003,850.8000000000001,1419.2,512.5
2018-12-27,2581.4000000000005,1371.6999999999998,5330.0,1097.0000000000002
2018-12-28,1080.4,1226.6999999999998,2883.8999999999996,832.8999999999999
2018-12-29,233.0,799.9999999999999,1157.1000000000004,434.8
2018-12-30,199.1,749.4,1054.8999999999999,363.8999999999999
2018-12-31,214.29999999999998,646.3000000000002,974.6999999999999,318.6
2019-01-01,242.10000000000002,662.2,1033.5,413.6
2019-01-02,410.29999999999995,875.8000000000001,1504.9999999999998,509.50000000000006
2019-01-03,766.4,1273.6999999999998,2448.8999999999996,546.5000000000001
2019-01-04,996.1999999999999,1437.2,2964.7000000000007,978.6000000000003
2019-01-05,525.6000000000001,1038.5,1844.5000000000002,742.4000000000001
2019-01-06,389.2999999999999,1193.2,1790.1000000000001,729.0000000000001
2019-01-07,182.79999999999998,822.3000000000001,1102.6,495.09999999999997
2019-01-08,742.3999999999999,1065.6,2204.3,666.1000000000001
2019-01-09,690.9000000000001,1024.1,2083.6,512.6999999999999
2019-01-10,1372.8999999999999,1495.5000000000002,3600.7999999999997,944.1000000000001
2019-01-11,1049.3000000000002,1436.7,3045.499999999999,746.5999999999999
2019-01-12,162.70000000000002,792.4000000000001,1041.4,304.09999999999997
2019-01-13,137.90000000000003,558.5000000000001,769.8000000000001,340.19999999999993
2019-01-14,705.6999999999999,1270.8000000000004,2352.6000000000004,607.6999999999998
2019-01-15,276.49999999999994,959.4999999999998,1383.6000000000001,318.0
2019-01-16,441.7,916.2,1593.8999999999999,262.20000000000005
2019-01-17,1020.9000000000001,1323.3999999999999,2888.7,522.8
2019-01-18,1251.1,1395.8999999999996,3314.4999999999995,741.8000000000001
2019-01-19,495.00000000000006,879.7000000000003,1638.7,684.3000000000001
2019-01-20,1197.9999999999998,1378.7000000000003,3215.5999999999995,1029.1000000000001
2019-01-21,2626.0000000000014,1591.7000000000005,5617.6,1187.5000000000005
2019-01-22,510.94999999999993,1199.4999999999998,1982.9500000000003,370.80000000000007
2019-01-23,992.7,1287.9,2810.2000000000003,598.5000000000001
2019-01-24,2107.7,1867.7,5099.799999999999,885.6999999999998
2019-01-25,1015.3,1412.2999999999997,2969.2000000000007,600.5000000000001
2019-01-26,144.20000000000002,503.79999999999995,725.4999999999999,239.89999999999998
2019-01-27,290.9000000000001,537.4,983.4000000000001,395.2
2019-01-28,1143.8000000000002,1341.8000000000002,3095.4999999999995,694.3
2019-01-29,987.8000000000001,1431.8000000000002,2946.5999999999995,517.2
2019-01-30,1293.3,1551.4,3534.5,472.90000000000003
2019-01-31,2091.2,1507.0000000000007,4713.6,720.7
2019-02-01,901.6000000000001,1090.0999999999995,2472.8000000000006,459.3
2019-02-02,448.6,732.7999999999997,1420.8,567.8000000000001
2019-02-03,402.69999999999993,975.4999999999998,1593.3999999999999,460.2
2019-02-04,681.1,985.9000000000001,2030.6000000000001,297.4
2019-02-05,898.3999999999999,1160.8000000000002,2538.2000000000003,371.59999999999997
2019-02-06,730.5999999999999,1150.3999999999999,2270.7999999999997,347.20000000000005
2019-02-07,222.5,569.5000000000001,910.9,288.40000000000003
2019-02-08,247.39999999999998,497.4,876.7999999999998,319.79999999999995
2019-02-09,131.1,393.8,594.8,387.5000000000001
2019-02-10,248.2,782.6000000000003,1163.0,203.89999999999998
2019-02-11,1052.1000000000001,1366.9999999999998,2980.6000000000004,485.5
2019-02-12,523.1,1175.6000000000001,1978.1,491.59999999999997
2019-02-13,823.6999999999999,1234.5,2497.4,634.5000000000001
