MeasurementDateGMT,Ealing - Horn Lane: Nitric Oxide (ug/m3),Ealing - Horn Lane: Nitrogen Dioxide (ug/m3),Ealing - Horn Lane: Oxides of Nitrogen (ug/m3),Ealing - Horn Lane: PM10 Particulate (ug/m3)
2018-02-09,760.7000000000002,995.3000000000002,2161.7,352.0
2018-02-10,770.9999999999999,1136.3999999999996,2318.2000000000003,277.0
2018-02-11,176.70000000000005,379.59999999999997,650.4,180.0
2018-02-12,1672.2000000000005,1613.3000000000002,4176.899999999999,742.0
2018-02-13,507.0,922.1,1699.4999999999998,252.0
2018-02-14,655.4999999999999,947.4000000000001,1952.2000000000003,298.0
2018-02-15,812.7999999999998,1316.9,2563.5,521.0
2018-02-16,1836.4,1825.3999999999999,4641.100000000001,689.0
2018-02-17,2098.2,1740.9999999999998,4958.199999999999,789.0
2018-02-18,818.4000000000001,1214.0,2469.000000000001,648.0
2018-02-19,1467.3500000000001,1314.4,3564.5999999999995,593.0
2018-02-20,540.4999999999999,881.4000000000002,1710.1999999999998,371.8620689655172
2018-02-21,1142.0000000000002,1278.3,3028.9999999999995,966.1379310344828
2018-02-22,658.4999999999999,1293.4,2302.6000000000004,853.0
2018-02-23,742.1,1311.9,2449.7999999999997,784.0
2018-02-24,451.4000000000001,1077.1999999999998,1769.4,822.0
2018-02-25,250.10000000000002,761.6999999999999,1145.0,445.0
2018-02-26,595.5000000000001,1017.0,1927.4,431.0
2018-02-27,1037.2,1525.8000000000002,3116.3000000000006,410.0
2018-02-28,707.0,1167.4,2251.9999999999995,585.0
2018-03-01,355.6,881.2000000000002,1426.4,994.0
2018-03-02,413.59999999999997,1070.4,1704.3,1125.0
2018-03-03,443.0999999999999,1246.1000000000001,1925.8999999999999,1725.0
2018-03-04,358.0,1069.5,1618.4,525.0
2018-03-05,450.5,1074.3000000000002,1765.1000000000004,423.0
2018-03-06,1008.2000000000002,1479.7,3025.5,494.0
2018-03-07,1662.8,1843.7500000000002,4393.200000000001,808.0
2018-03-08,655.0999999999998,1051.0,2055.0,542.0
2018-03-09,1622.6999999999996,1646.2,4134.4,594.0
2018-03-10,421.90000000000003,876.0000000000001,1523.0,567.0
2018-03-11,1082.3000000000002,1647.0999999999997,3306.5,677.0
2018-03-12,1161.9999999999998,1368.5,3149.9,356.0
2018-03-13,1076.3,1326.4,2976.6,677.0
2018-03-14,333.9,942.7000000000002,1454.3,438.0
2018-03-15,402.59999999999997,1126.3,1743.1,340.0
2018-03-16,1060.5,1429.1999999999998,3055.0999999999995,775.0
2018-03-17,358.20000000000005,766.4999999999999,1315.8999999999999,444.0
2018-03-18,324.3,830.5,1327.5,675.0
2018-03-19,491.09999999999997,942.1999999999998,1695.6999999999998,606.0
2018-03-20,763.65,1267.1500000000003,2438.7999999999997,619.0
2018-03-21,1423.6999999999998,1544.7,3727.5999999999995,930.0
2018-03-22,762.8000000000001,1265.1000000000001,2434.4999999999995,814.0
2018-03-23,716.6999999999999,1142.8000000000002,2241.599999999999,764.0
2018-03-24,841.0,1333.0,2622.6000000000004,770.0
2018-03-25,742.9000000000001,1192.0,2330.9999999999995,945.0
2018-03-26,960.2,1540.5,3013.000000000001,754.0
2018-03-27,759.2,1110.1000000000001,2274.5,348.0
2018-03-28,1070.0000000000002,1642.3,3282.3000000000006,317.0
2018-03-29,661.1999999999999,1284.5,2298.2000000000007,290.0
2018-03-30,413.4,1147.1999999999998,1780.6,260.0
2018-03-31,448.7,804.5999999999998,1492.8000000000002,278.0
2018-04-01,235.40000000000003,687.3000000000001,1048.3,387.0
2018-04-02,231.80000000000004,759.0999999999999,1114.6000000000001,278.0
2018-04-03,564.1,944.5,1808.9,399.0
2018-04-04,316.59999999999997,730.9999999999999,1216.4,345.0
2018-04-05,527.9,814.7,1623.9,353.0
2018-04-06,396.1,1086.2,1693.3000000000002,577.0
2018-04-07,487.1000000000001,1238.6999999999996,1985.3,724.0
2018-04-08,409.20000000000005,987.2000000000002,1614.4999999999998,494.0
2018-04-09,858.4000000000001,1475.3999999999999,2791.4000000000005,564.0
2018-04-10,718.1999999999999,1534.9000000000003,2636.2,781.0
2018-04-11,877.2999999999998,1206.3,2551.6,1064.0
2018-04-12,898.4,1050.4999999999998,2428.5,953.0
2018-04-13,978.5999999999998,1243.7,2744.2,862.0
2018-04-14,539.7,1226.3,2053.3,986.0
2018-04-15,229.5,828.8000000000001,1180.3,727.0
2018-04-16,583.2,1073.6,1968.3,747.0
2018-04-17,433.6,839.0000000000001,1503.7,690.0
2018-04-18,511.6,1252.6000000000001,2037.3000000000002,658.0
2018-04-19,962.4999999999998,1820.0000000000007,3295.6,1108.0
2018-04-20,901.1999999999998,1599.2,2981.3000000000006,1159.0
2018-04-21,406.0,1574.5,2196.9,1035.0
2018-04-22,206.09999999999997,693.0,1009.0000000000001,772.0
2018-04-23,572.4000000000002,982.2999999999997,1860.0,629.0
2018-04-24,635.8,1002.9999999999999,1977.8000000000004,541.0
2018-04-25,510.1,838.4999999999999,1620.6999999999998,608.0
2018-04-26,649.4999999999999,1082.2999999999997,2078.2,717.0
2018-04-27,707.3,1398.3999999999999,2482.4,443.0
2018-04-28,438.69999999999993,949.1,1621.9999999999998,314.0
2018-04-29,268.3,567.0000000000001,978.3000000000001,301.0
2018-04-30,476.9999999999999,799.65,1530.6999999999998,395.0
2018-05-01,887.5000000000001,1110.1000000000001,2470.6000000000004,696.0
2018-05-02,635.3000000000001,999.1999999999997,1973.0,307.0
2018-05-03,1029.5,1173.3999999999999,2751.900000000001,698.0
2018-05-04,684.3499999999998,1211.95,2261.15,833.0
2018-05-05,730.7,1531.8,2652.0999999999995,850.0
2018-05-06,230.3,1385.8000000000002,1738.7,955.0
2018-05-07,427.60000000000014,1670.8,2326.1000000000004,1018.0
2018-05-08,1232.2999999999997,1708.3000000000002,3597.2000000000003,1289.0
2018-05-09,718.3,949.4999999999999,2050.7999999999997,859.0
2018-05-10,649.8000000000002,1009.6000000000003,2006.0000000000002,609.0
2018-05-11,346.59999999999997,901.4999999999999,1433.1000000000001,596.0
2018-05-12,432.30000000000007,1064.3000000000002,1727.1,478.0
2018-05-13,441.00000000000006,978.2,1654.2,644.0
2018-05-14,462.3999999999999,929.6000000000001,1638.8000000000002,421.0
2018-05-15,358.29999999999995,908.7,1457.6000000000001,457.0
2018-05-16,478.6,762.5,1496.0,630.0
2018-05-17,458.99999999999994,788.8,1492.3999999999999,564.0
2018-05-18,577.4,1184.5,2070.6000000000004,742.0
2018-05-19,541.9,1224.1,2054.9,769.0
2018-05-20,239.6,998.9000000000001,1365.6,690.0
2018-05-21,496.79999999999995,1392.7,2153.7,1041.0
2018-05-22,394.50000000000006,866.0999999999999,1471.1,808.0
2018-05-23,428.29999999999995,882.0000000000001,1539.0000000000002,795.0
2018-05-24,645.1,1154.4999999999998,2143.8,1131.0
2018-05-25,675.5999999999999,1394.1000000000001,2430.2999999999993,1047.0
2018-05-26,217.60000000000005,852.9,1186.5,1062.0
2018-05-27,144.99999999999997,739.4000000000001,961.4000000000001,758.0
2018-05-28,234.89999999999998,869.9000000000001,1229.6999999999998,934.0
2018-05-29,451.19999999999993,1019.1000000000003,1710.7,672.0
2018-05-30,880.9,1268.7,2619.7000000000003,813.0
2018-05-31,750.6,1459.8,2610.3999999999996,1110.0
2018-06-01,678.5999999999999,1225.2,2265.7999999999997,978.0
2018-06-02,408.40000000000003,845.3000000000001,1471.5000000000002,433.0
2018-06-03,324.19999999999993,979.2,1476.5,368.0
2018-06-04,529.4,991.0,1802.5000000000002,543.0
2018-06-05,511.9,881.4000000000001,1666.1999999999998,561.0
2018-06-06,525.9000000000001,918.9000000000001,1725.3000000000002,708.0
2018-06-07,621.7999999999998,1031.3,1984.5000000000002,612.0
2018-06-08,597.6,1030.7,1947.1000000000001,608.0
2018-06-09,508.9,944.9,1725.3,624.0
2018-06-10,372.7999999999999,789.6999999999998,1361.2000000000003,482.0
2018-06-11,624.6999999999999,1097.8999999999999,2055.7000000000003,402.0
2018-06-12,745.3999999999999,1041.9,2185.4000000000005,620.0
2018-06-13,814.8000000000002,1208.3,2457.2999999999997,654.0
2018-06-14,720.5,935.5,2040.0999999999997,793.0
2018-06-15,859.0999999999999,1094.8,2411.7000000000003,876.0
2018-06-16,400.8000000000002,692.8,1306.6000000000001,445.0
2018-06-17,230.9,512.1,865.7000000000002,279.0
2018-06-18,579.4000000000001,779.1999999999997,1668.0,667.0
2018-06-19,766.4999999999999,693.3,1868.4,515.0
2018-06-20,915.9,663.4,2067.4999999999995,583.0
2018-06-21,682.1000000000001,796.5,1842.2999999999997,474.0
2018-06-22,767.4,1038.6,2215.0999999999995,487.0
2018-06-23,610.0999999999999,1057.8000000000002,1993.2,557.0
2018-06-24,346.6000000000001,916.0,1448.1000000000004,421.0
2018-06-25,648.6999999999999,1525.6000000000001,2520.2,746.0
2018-06-26,681.3000000000001,1471.6000000000001,2516.0000000000005,613.0
2018-06-27,477.2,1117.6000000000001,1849.1999999999998,552.0
2018-06-28,470.3,1031.1,1752.5,609.0
2018-06-29,519.4,1049.5,1845.7,549.0
2018-06-30,266.1,900.3,1308.6999999999998,431.0
2018-07-01,219.6,1108.1,1444.9,584.0
2018-07-02,411.75,1069.1499999999999,1700.9499999999998,568.0
2018-07-03,279.3,902.1000000000001,1330.1000000000001,445.0
2018-07-04,427.6000000000001,1148.0000000000002,1803.1999999999998,700.0
2018-07-05,618.4,1428.5000000000002,2376.399999999999,1031.0
2018-07-06,571.5999999999999,1433.5000000000002,2310.4,995.0
2018-07-07,353.1000000000001,1233.6000000000001,1775.2999999999997,862.0
2018-07-08,193.59999999999997,906.8,1203.4,535.0
2018-07-09,646.4000000000002,1290.6,2282.0,710.0
2018-07-10,459.30000000000007,673.0,1377.2,408.0
2018-07-11,447.4,786.5999999999999,1472.8500000000001,551.0
2018-07-12,472.5,1105.5,1829.6,654.0
2018-07-13,430.29999999999995,1255.8999999999999,1915.9,628.0
2018-07-14,251.10000000000002,932.6000000000003,1318.2,614.0
2018-07-15,229.00000000000003,964.1999999999999,1315.1000000000004,517.0
2018-07-16,605.1,1190.1,2118.0000000000005,681.0
2018-07-17,578.1999999999998,862.0000000000001,1748.6999999999998,699.0
2018-07-18,543.2,1160.2999999999997,1992.6999999999998,588.0
2018-07-19,498.59999999999997,1335.8999999999999,2100.7,624.0
2018-07-20,499.9,1347.6999999999998,2114.3,598.0
2018-07-21,277.0,1029.8000000000002,1454.7999999999997,666.0
2018-07-22,234.3,864.6999999999999,1224.2000000000003,434.0
2018-07-23,489.2,1075.6,1825.4,737.0
2018-07-24,525.4,1103.5000000000002,1908.9000000000005,807.0
2018-07-25,403.49999999999994,1116.6000000000001,1735.8,696.0
2018-07-26,422.9999999999999,1329.6,1977.6000000000001,916.0
2018-07-27,353.0999999999999,1122.0,1663.2000000000003,933.5
2018-07-28,171.3,383.9,646.5000000000002,557.0
2018-07-29,102.50000000000001,275.5,432.5,217.0
2018-07-30,425.5,577.8000000000001,1231.0,434.0
2018-07-31,425.9000000000001,778.1999999999999,1431.4,537.0
2018-08-01,505.80000000000007,936.5,1712.1,641.0
2018-08-02,650.8,1133.3999999999999,2131.3999999999996,687.0
2018-08-03,583.8,1200.4999999999998,2095.8,615.0
2018-08-04,213.6,721.5,1048.8999999999999,370.0
2018-08-05,157.29999999999998,801.1999999999998,1042.6000000000001,391.0
2018-08-06,380.70000000000005,1132.6,1716.3,784.0
2018-08-07,966.8555555555556,1672.7049382716048,3154.062962962963,835.0
2018-08-08,1099.9999999999998,1532.1777777777777,3217.066666666667,729.0
2018-08-09,959.1999999999999,1266.2222222222222,2734.9333333333334,422.0
2018-08-10,708.1444444444443,997.3950617283951,2081.437037037037,391.0
2018-08-11,411.49999999999994,800.8,1431.1999999999996,325.0
2018-08-12,122.50000000000001,494.09999999999997,682.4000000000002,282.0
2018-08-13,605.6,879.9,1808.2999999999995,501.0
2018-08-14,527.6,775.3999999999999,1584.1999999999998,620.0
2018-08-15,569.0,837.5,1709.4,783.0
2018-08-16,656.1999999999999,823.0000000000002,1829.0000000000002,411.0
2018-08-17,777.9,851.1,2043.3999999999999,674.0
2018-08-18,281.29999999999995,561.5,992.7,415.0
2018-08-19,150.00000000000003,242.60000000000002,472.40000000000003,333.0
2018-08-20,606.0,789.2,1718.4999999999998,628.0
2018-08-21,451.30000000000007,755.8000000000001,1447.5,488.0
2018-08-22,745.6999999999999,972.2000000000002,2115.3999999999996,749.0
2018-08-23,612.0000000000001,672.35,1610.9,521.0
2018-08-24,626.6,614.2,1574.8999999999999,571.0
2018-08-25,689.9999999999999,664.6,1722.8,414.0
2018-08-26,530.7,693.3,1507.2000000000003,278.0
2018-08-27,291.09999999999997,483.09999999999997,930.0999999999999,235.0
2018-08-28,544.6,951.3,1787.1,440.0
2018-08-29,880.7999999999998,1138.7,2489.000000000001,504.0
2018-08-30,730.1000000000001,1015.4999999999999,2134.7,547.0
2018-08-31,665.1,1128.6000000000001,2148.4,545.0
2018-09-01,678.6,1115.0,2155.1,579.0
2018-09-02,483.09999999999997,1166.6000000000001,1907.2000000000003,615.0
2018-09-03,1245.6999999999998,1897.0999999999997,3807.4,821.0
2018-09-04,721.4499999999999,1114.6999999999998,2221.5,581.0
2018-09-05,480.59999999999997,913.5000000000001,1650.7,532.0
2018-09-06,778.4999999999999,1090.6999999999998,2284.7,828.0
2018-09-07,623.7000000000002,860.9999999999998,1817.5,751.0
2018-09-08,338.7999999999999,805.6000000000003,1325.0000000000002,395.0
2018-09-09,184.20000000000002,529.0999999999999,811.3,279.0
2018-09-10,604.9999999999999,947.6000000000003,1874.7,865.0
2018-09-11,566.2,783.3000000000001,1651.8,715.0
2018-09-12,1055.6999999999998,1094.9999999999998,2714.1,465.0
2018-09-13,1961.7000000000003,1338.5000000000002,4346.599999999999,765.0
2018-09-14,845.4,1202.1999999999998,2498.5999999999995,700.0
2018-09-15,482.90000000000003,844.2000000000002,1584.9,433.0
2018-09-16,197.60000000000002,557.0,860.0000000000001,396.0
2018-09-17,461.50000000000006,960.6,1667.8000000000002,538.0
2018-09-18,508.69999999999993,757.2999999999997,1537.3000000000002,689.0
2018-09-19,457.7000000000001,685.7,1387.9,637.0
2018-09-20,484.1,617.6000000000001,1359.7,589.0
2018-09-21,546.4,720.6999999999999,1558.5,513.0
2018-09-22,563.5000000000001,1033.8,1898.3999999999999,365.0
2018-09-23,335.0999999999999,677.9,1191.9,224.0
2018-09-24,1981.5,1343.0000000000002,4381.400000000001,596.0
2018-09-25,3167.9,1638.7000000000003,6496.000000000001,785.0
2018-09-26,1419.3999999999999,1701.8999999999999,3878.2,916.0
2018-09-27,1234.8000000000002,1615.2999999999997,3508.9000000000005,905.0
2018-09-28,615.9999999999999,883.3000000000002,1828.1000000000001,454.0
2018-09-29,1227.5,1371.8,3254.2,681.0
2018-09-30,690.0,933.8000000000001,1991.6999999999998,476.0
2018-10-01,705.8,890.7,1972.7999999999997,412.0
2018-10-02,726.0999999999999,767.4999999999999,1880.8,543.0
2018-10-03,1424.1000000000001,1013.1999999999999,3196.6,691.0
2018-10-04,958.35,846.6500000000001,2316.45,600.0
2018-10-05,826.8,1297.3999999999999,2565.1,892.0
2018-10-06,639.4,914.3,1894.9,422.0
2018-10-07,472.4,832.4,1556.5,359.0
2018-10-08,887.8500000000003,1216.6999999999998,2577.7500000000005,543.0
2018-10-09,1469.4,1497.1000000000001,3750.0,660.0
2018-10-10,1669.0000000000005,1916.2999999999997,4475.2,1213.0
2018-10-11,294.59999999999997,691.9,1143.5000000000002,484.0
2018-10-12,275.2,473.90000000000003,895.8000000000002,491.0
2018-10-13,118.2,363.29999999999995,544.5000000000001,396.0
2018-10-14,217.50000000000003,564.2999999999998,898.0999999999999,208.0
2018-10-15,768.9000000000003,1095.4999999999998,2274.4,378.0
2018-10-16,664.9999999999999,948.9999999999999,1968.6000000000006,675.0
2018-10-17,979.9,1234.7999999999997,2737.3,502.0
2018-10-18,786.0,1132.5,2337.5,555.0
2018-10-19,2643.1,1716.7000000000003,5769.499999999998,1085.0
2018-10-20,2999.8999999999996,1479.6,6078.999999999999,1113.0
2018-10-21,885.8000000000001,922.3000000000001,2280.600000000001,706.0
2018-10-22,1051.8,1146.9,2759.7999999999997,525.0
2018-10-23,1025.7,1100.3,2673.2999999999997,663.0
2018-10-24,994.1000000000001,1141.4,2665.9,668.0
2018-10-25,847.3,1096.9,2395.900000000001,623.0
2018-10-26,751.8,1097.0,2249.4000000000005,415.0
2018-10-27,333.9000000000001,631.2,1143.6999999999998,240.0
2018-10-28,314.20000000000005,657.1999999999999,1139.1,207.0
2018-10-29,786.2,1066.3000000000002,2271.2,288.0
2018-10-30,822.8,973.9,2235.0,413.0
2018-10-31,2490.6,1468.9999999999998,5287.499999999999,610.0
2018-11-01,1412.2,1362.9,3527.9999999999995,510.0
2018-11-02,2914.1999999999994,1730.5,6199.0,794.0
2018-11-03,353.7,921.7,1463.7000000000005,533.0
2018-11-04,249.6,649.9,1032.4,574.0
2018-11-05,2607.8,1422.5,5421.5,1330.0
2018-11-06,1066.6000000000001,889.8,2525.7000000000003,668.0
2018-11-07,432.69999999999993,645.3000000000001,1308.4999999999998,289.0
2018-11-08,519.0,1009.3999999999999,1805.3000000000002,436.0
2018-11-09,478.40000000000003,740.6,1473.9,404.0
2018-11-10,364.7,806.0999999999999,1365.0999999999997,396.0
2018-11-11,255.90000000000003,663.8,1056.0,304.0
2018-11-12,575.8000000000001,965.5000000000001,1848.6999999999996,431.0
2018-11-13,958.8,1262.3,2732.2000000000003,622.0
2018-11-14,769.5999999999999,1076.2,2255.9,698.0
2018-11-15,841.8999999999999,1013.1999999999999,2304.2999999999997,745.0
2018-11-16,1167.6,958.7,2748.9,522.0
2018-11-17,730.1,1092.4000000000003,2212.0999999999995,707.0
2018-11-18,425.49999999999994,870.5000000000001,1523.0000000000005,549.0
2018-11-19,492.5,817.9000000000002,1573.3000000000002,347.0
2018-11-20,729.2999999999998,1039.3,2157.9,433.0
2018-11-21,1351.3,1229.2,3301.1,715.0
2018-11-22,2828.8999999999996,1569.1,5907.3,1320.0
2018-11-23,1511.2999999999997,1337.7,3654.8999999999996,1062.0
2018-11-24,562.6000000000001,1116.6000000000001,1979.4999999999998,767.0
2018-11-25,381.3,819.0,1403.7,597.0
2018-11-26,911.9999999999999,1130.9,2529.3,505.0
2018-11-27,864.9,1120.3999999999999,2446.2,538.0
2018-11-28,431.7,900.3999999999997,1562.7999999999997,307.0
2018-11-29,300.79999999999995,663.5999999999999,1124.8999999999996,353.0
2018-11-30,851.9999999999999,1277.2,2583.8999999999996,522.0
2018-12-01,237.19999999999996,723.4000000000001,1086.9,233.0
2018-12-02,247.9,693.4000000000001,1073.1999999999998,164.0
2018-12-03,805.6999999999999,1269.6,2504.6000000000004,422.0
2018-12-04,2211.0000000000005,1729.3999999999996,5119.199999999999,564.0
2018-12-05,677.9,1087.8000000000002,2127.5,324.0
2018-12-06,674.3000000000001,1082.9,2117.2,357.0
2018-12-07,420.1000000000001,783.5,1427.8999999999999,269.0
2018-12-08,156.3,485.90000000000003,725.7999999999998,344.0
2018-12-09,228.00000000000003,532.8000000000001,882.2000000000002,266.0
2018-12-10,753.3413793103449,1264.3931034482757,2418.21724137931,446.5
2018-12-11,788.6275862068966,1681.8620689655172,2889.7448275862066,923.0
2018-12-12,533.7810344827586,1777.3448275862072,2595.4879310344822,577.0
2018-12-13,993.5999999999999,1262.6000000000004,2786.1,606.0
2018-12-14,1997.9000000000005,1460.7,4524.100000000001,908.0
2018-12-15,264.1,758.1,1163.2,510.5
2018-12-16,752.1999999999999,1295.3999999999999,2449.0,357.0
2018-12-17,1644.4,1576.6000000000004,4098.0,447.5
2018-12-18,232.29999999999998,591.7,948.0000000000001,356.0
2018-12-19,825.9,1254.1999999999998,2520.3,278.0
2018-12-20,790.6000000000001,1143.4,2355.6999999999994,393.0
2018-12-21,336.99999999999994,762.8000000000001,1279.5000000000002,496.0
2018-12-22,347.00000000000006,981.4999999999998,1513.6999999999998,414.0
2018-12-23,320.5,844.6,1336.2999999999997,256.0
2018-12-24,1975.8,1523.0,4552.7,640.0
2018-12-25,1560.8000000000004,1196.9999999999995,3590.1,654.0
2018-12-26,539.1999999999999,998.1999999999998,1825.4,554.0
2018-12-27,4451.2,1662.5,8487.3,1222.0
2018-12-28,2023.8999999999999,1198.8,4301.8,854.0
2018-12-29,523.5,837.3,1639.5999999999997,407.0
2018-12-30,331.9,687.4,1196.5,326.0
2018-12-31,302.4,598.0,1061.4999999999998,266.0
2019-01-01,220.3,610.9000000000001,948.5000000000002,368.0
2019-01-02,371.50000000000006,1014.0000000000001,1583.6999999999996,445.0
2019-01-03,549.3000000000001,1345.9,2187.7,519.0
2019-01-04,739.0,1371.6999999999998,2504.9,931.0
2019-01-05,367.3999999999999,1078.4,1641.4999999999998,728.0
2019-01-06,453.70000000000005,1089.0,1784.5999999999997,694.0
2019-01-07,683.3499999999999,1051.15,2098.9,592.0
2019-01-08,730.1000000000001,1096.05,2215.6000000000004,641.5
2019-01-09,588.8000000000001,1130.8,2033.8000000000002,478.0
2019-01-10,1436.3000000000002,1527.6,3729.8,918.0
2019-01-11,1037.0,1394.7,2984.4,634.0
2019-01-12,302.09999999999997,742.3999999999999,1205.1999999999998,298.0
2019-01-13,132.1,354.80000000000007,557.1999999999999,252.0
2019-01-14,691.9999999999999,1124.0,2185.2,537.0
2019-01-15,932.0,1369.9,2798.8,445.0
2019-01-16,765.5714285714287,1034.4714285714285,2207.471428571428,185.42857142857142
2019-01-17,748.1357142857145,1151.485714285714,2298.0857142857144,179.23809523809527
2019-01-18,430.24285714285713,975.2428571428571,1635.0428571428574,188.38095238095235
2019-01-19,401.50000000000006,794.4,1409.8999999999999,197.5238095238095
2019-01-20,1253.4999999999998,1221.8000000000002,3143.5000000000005,206.66666666666666
2019-01-21,2954.0,1429.8,5959.199999999999,215.80952380952377
2019-01-22,1008.8,1199.3,2746.1000000000004,224.9523809523809
2019-01-23,1107.1,1131.0,2828.6999999999994,234.09523809523807
2019-01-24,2756.9,1627.0,5853.7,243.23809523809518
2019-01-25,987.1000000000001,1109.3999999999999,2622.7000000000003,252.38095238095235
2019-01-26,317.09999999999997,669.6,1155.8,261.52380952380946
2019-01-27,187.2,302.0,589.1,270.66666666666663
2019-01-28,1101.6,1178.8,2867.4999999999995,279.80952380952374
2019-01-29,1194.5999999999997,1398.5000000000002,3229.7000000000003,288.9523809523809
2019-01-30,1587.9000000000003,1313.0,3747.5000000000005,298.09523809523796
2019-01-31,3632.6000000000004,1677.5,7247.499999999999,307.23809523809524
2019-02-01,707.9999999999999,1073.5999999999997,2159.4000000000005,429.0
2019-02-02,370.90000000000003,692.0999999999999,1261.0,491.0
2019-02-03,592.8999999999999,1028.9,1938.5000000000002,492.0
2019-02-04,1385.55,1112.85,3237.5500000000006,459.0
2019-02-05,791.0000000000001,980.8,2194.3999999999996,406.0
2019-02-06,1122.0,1250.3000000000004,2971.0,508.4081632653061
2019-02-07,468.69999999999993,799.8000000000002,1518.2,477.30612244897964
2019-02-08,359.19999999999993,533.1,1083.4,350.2857142857142
2019-02-09,231.39999999999998,498.2,853.4000000000002,518.0
2019-02-10,250.45000000000002,563.0,946.9000000000001,261.0
2019-02-11,1511.0,1609.2,3925.399999999999,723.0
2019-02-12,1637.4999999999998,1584.2999999999995,4095.0999999999995,1035.0
2019-02-13,765.3000000000001,1148.5,2321.8,882.0
2019-02-14,3933.1,1970.3,8001.0,1482.0
2019-02-15,4017.4999999999995,2117.7999999999997,8277.800000000001,1478.0
2019-02-16,882.6999999999999,1178.2,2531.5000000000005,961.0
2019-02-17,216.50000000000003,671.9,1003.6999999999999,925.0
2019-02-18,655.3,1068.5000000000002,2073.5,551.0
2019-02-19,1143.55,1351.6,3104.9,832.0
2019-02-20,681.4000000000001,903.3999999999999,1948.3999999999994,886.0
2019-02-21,772.0,1226.4,2410.2999999999997,891.0
2019-02-22,1198.6,1342.4000000000003,3180.5999999999995,1010.0
2019-02-23,1024.8999999999999,1231.4,2803.0,1053.0
2019-02-24,2562.9,1780.2,5709.499999999998,1233.0
2019-02-25,2940.4000000000005,2285.9,6794.4,1565.0
2019-02-26,3793.9000000000005,2502.2999999999997,8319.8,1901.0
2019-02-27,4397.6,2561.9,9304.400000000001,2156.0
2019-02-28,1024.4500000000003,1393.1500000000003,2963.95,1025.0
2019-03-01,622.0,1131.3999999999996,2085.0,1037.0
2019-03-02,236.4,505.00000000000006,867.3000000000001,521.0
2019-03-03,99.30000000000003,235.1,387.4000000000001,337.0
2019-03-04,476.79999999999995,802.6999999999999,1534.1999999999998,564.0
2019-03-05,579.4,954.4,1842.9,687.0
2019-03-06,355.4,605.1,1150.1999999999998,406.0
2019-03-07,374.49999999999994,695.6,1269.5000000000002,533.0
2019-03-08,860.9000000000003,1105.5000000000002,2425.3999999999996,518.0
2019-03-09,220.39999999999995,609.9,947.7999999999998,614.0
