MeasurementDateGMT,Westminster - Horseferry Road: Nitric Oxide (ug/m3),Westminster - Horseferry Road: Nitrogen Dioxide (ug/m3),Westminster - Horseferry Road: Oxides of Nitrogen (ug/m3),Westminster - Horseferry Road: PM10 Particulate (ug/m3),Westminster - Horseferry Road: PM2.5 Particulate (ug/m3)
2018-05-17,177.39999999999998,573.1000000000001,844.7,507.50000000000006,236.0
2018-05-18,199.0,752.1000000000001,1057.4,448.69999999999993,231.0
2018-05-19,177.29999999999995,847.5000000000001,1119.4000000000003,603.5000000000001,356.0
2018-05-20,125.30000000000001,721.9000000000001,914.0999999999999,641.0000000000001,404.0
2018-05-21,224.1,1205.1999999999998,1548.5,807.4,529.0
2018-05-22,138.19999999999996,694.9,906.4,650.1999999999998,377.0
2018-05-23,153.69999999999996,653.2,888.5000000000001,660.4999999999999,412.0
2018-05-24,245.6,940.1999999999998,1316.9000000000003,751.8,479.0
2018-05-25,164.20000000000002,936.8,1188.8,650.5,455.0
2018-05-26,74.49999999999999,649.3,763.9,984.1999999999999,670.0
2018-05-27,65.9,607.4,708.8000000000002,690.7000000000002,441.0
2018-05-28,93.39999999999999,747.4,891.1999999999999,945.9999999999998,619.0
2018-05-29,167.9,800.1,1057.5,590.1,436.0
2018-05-30,208.39999999999998,901.3999999999997,1220.6999999999998,543.3,368.0
2018-05-31,244.69999999999996,1101.7999999999997,1476.8,943.4000000000001,580.0
2018-06-01,96.69999999999997,552.5,700.1999999999999,598.0000000000001,382.0
2018-06-02,96.4,424.90000000000003,572.5,300.40000000000003,183.0
2018-06-03,75.8,513.9999999999999,630.4,367.50000000000006,224.0
2018-06-04,165.7,659.0000000000001,913.1,452.30000000000007,295.0
2018-06-05,171.79999999999998,523.5,786.1999999999999,386.5,203.0
2018-06-06,200.59999999999994,665.0999999999999,972.6,563.9999999999999,269.0
2018-06-07,209.7,834.0999999999999,1155.1999999999998,520.5,274.0
2018-06-08,158.20000000000002,637.3000000000002,879.9000000000002,499.99999999999994,205.68421052631578
2018-06-09,105.5,546.6,707.6999999999999,489.79999999999995,129.97894736842105
2018-06-10,130.6,483.40000000000003,684.0,505.10000000000014,87.53684210526318
2018-06-11,205.09999999999997,663.4999999999999,978.0999999999999,375.1,45.09473684210527
2018-06-12,222.7,687.8000000000001,1029.5,334.3,73.70526315789475
2018-06-13,157.20000000000002,575.2,816.0000000000001,328.19999999999993,181.0
2018-06-14,138.1,526.4,738.0,372.09999999999997,216.0
2018-06-15,193.60000000000005,711.9999999999999,1008.5999999999999,420.3,219.0
2018-06-16,71.1,277.1,386.3,268.4,156.0
2018-06-17,39.8,176.79999999999998,237.79999999999998,217.9,131.0
2018-06-18,121.9,331.79999999999995,518.8,319.2,159.0
2018-06-19,160.1,304.00000000000006,549.0999999999999,251.40000000000003,134.0
2018-06-20,184.40000000000003,292.4,575.5,288.80000000000007,146.0
2018-06-21,202.39999999999998,438.6000000000001,749.0000000000001,314.09999999999997,175.0
2018-06-22,176.0,523.5,793.6000000000001,348.05000000000007,177.0
2018-06-23,198.40000000000003,575.3,879.6999999999999,335.4000000000001,191.0
2018-06-24,72.99999999999999,526.9,639.0000000000001,354.40000000000003,203.0
2018-06-25,131.49999999999997,766.5000000000001,968.3000000000002,455.4000000000001,275.0
2018-06-26,230.90000000000003,910.3000000000001,1264.8,466.70000000000005,241.00529202347732
2018-06-27,215.0,685.0000000000001,1014.2000000000002,473.79999999999995,168.0519580486866
2018-06-28,173.59999999999997,621.4,887.4,525.0,168.10737996728568
2018-06-29,164.8,629.1000000000003,881.0999999999999,431.70000000000005,168.16280188588473
2018-06-30,88.7,443.1,579.3000000000001,379.7000000000001,168.21822380448376
2018-07-01,62.29999999999999,598.0000000000001,693.8999999999999,466.2000000000001,168.27364572308284
2018-07-02,161.2,683.8999999999999,931.5000000000001,392.2076923076923,168.32906764168192
2018-07-03,123.55,573.6000000000003,763.25,375.34230769230777,168.3844895602809
2018-07-04,120.90000000000002,621.9,807.1,516.8,168.43991147888
2018-07-05,154.6,919.3,1155.8999999999999,691.8999999999999,168.49533339747907
2018-07-06,125.10000000000001,962.9000000000001,1154.8,626.2499999999998,168.55075531607815
2018-07-07,98.49999999999997,774.2,924.8,710.4999999999999,168.60617723467718
2018-07-08,55.10000000000001,638.3000000000002,722.7,455.0,168.66159915327623
2018-07-09,162.5,842.0000000000001,1090.8999999999999,415.3,168.7170210718753
2018-07-10,283.54999999999995,525.95,960.3500000000001,315.09999999999997,168.77244299047436
2018-07-11,157.39999999999995,506.8,748.7000000000003,469.99999999999994,168.82786490907338
2018-07-12,164.59999999999997,783.6,1036.0,682.4,168.88328682767246
2018-07-13,213.9,917.3000000000002,1245.3999999999999,555.4,168.93870874627154
2018-07-14,69.2,558.2000000000002,664.5,388.7,168.99413066487054
2018-07-15,64.69999999999999,547.2,646.3,333.3,169.04955258346962
2018-07-16,150.4,771.1999999999999,1001.8000000000002,348.95,169.1049745020687
2018-07-17,127.0,376.0,570.8999999999999,256.9000000000001,169.16039642066778
2018-07-18,99.6,456.8,609.4000000000001,271.3,169.2158183392668
2018-07-19,152.2,845.5000000000001,1079.1000000000001,319.25,169.27124025786586
2018-07-20,142.0,727.9999999999999,945.5,398.70000000000005,169.32666217646494
2018-07-21,89.70000000000002,625.7,762.7,479.40000000000003,169.382084095064
2018-07-22,82.30000000000003,559.5999999999999,685.6,357.9,169.437506013663
2018-07-23,104.4,481.40000000000003,641.3,335.3,169.4929279322621
2018-07-24,117.10000000000001,454.0,633.1999999999999,377.05000000000007,169.54834985086117
2018-07-25,170.20000000000002,755.3000000000003,1015.8999999999999,426.8,169.60377176946017
2018-07-26,170.0,865.6999999999999,1125.7000000000003,697.3999999999997,169.65919368805925
2018-07-27,122.69999999999999,708.6999999999998,896.4,482.80000000000007,169.71461560665833
2018-07-28,60.4,179.70000000000002,272.1,313.29999999999995,169.7700375252574
2018-07-29,33.99999999999999,136.10000000000002,187.8,192.79999999999995,169.82545944385643
2018-07-30,86.1,218.5,350.90000000000003,222.50000000000003,169.88088136245548
2018-07-31,103.6,317.3999999999999,475.69999999999993,261.8,169.93630328105456
2018-08-01,108.70000000000002,347.8,514.5,280.5,169.99172519965362
2018-08-02,99.3,440.79999999999995,592.6,303.5999999999999,170.04714711825264
2018-08-03,146.10000000000002,708.0,932.0000000000001,351.35,170.10256903685172
2018-08-04,83.9,421.59999999999997,550.0,253.10000000000008,170.1579909554508
2018-08-05,75.0,504.40000000000003,619.7,320.8,170.2134128740498
2018-08-06,152.4,739.8,973.2,424.99999999999994,170.26883479264887
2018-08-07,105.00000000000003,618.0000000000002,779.0999999999999,401.3,170.32425671124795
2018-08-08,106.99999999999999,334.40000000000003,498.20000000000005,232.49999999999997,170.37967862984704
2018-08-09,398.20000000000005,838.1,1449.1000000000001,298.0,170.43510054844606
2018-08-10,145.0,489.70000000000005,711.8,208.4,170.4905224670451
2018-08-11,104.00000000000003,441.2000000000001,601.4000000000002,201.19999999999996,170.5459443856442
2018-08-12,38.4,246.79999999999995,305.69999999999993,204.00000000000003,170.60136630424324
2018-08-13,181.99999999999997,590.6,869.5,268.1,170.65678822284227
2018-08-14,248.3,608.1,989.2999999999998,257.9,170.71221014144135
2018-08-15,96.89999999999999,316.69999999999993,465.40000000000003,285.40000000000003,170.76763206004043
2018-08-16,175.6,510.7999999999999,780.4999999999999,279.80000000000007,170.82305397863945
2018-08-17,188.70000000000002,503.9000000000001,792.9,298.1,170.8784758972385
2018-08-18,94.7,296.0,440.79999999999995,277.09999999999997,170.93389781583758
2018-08-19,87.69999999999999,302.40000000000003,436.7,240.59999999999997,170.98931973443666
2018-08-20,163.7,499.2,749.6999999999999,207.19999999999996,171.0447416530357
2018-08-21,108.79999999999998,466.7000000000001,633.6999999999998,197.59999999999997,171.10016357163474
2018-08-22,110.4,445.20000000000005,613.9,256.7,171.15558549023382
2018-08-23,172.4,488.0,751.7,228.89999999999995,171.21100740883287
2018-08-24,178.70000000000002,521.5,795.4999999999998,224.1,171.2664293274319
2018-08-25,240.39999999999998,640.4,1009.1,200.0,171.32185124603097
2018-08-26,122.60000000000001,514.9999999999999,703.3,205.8,171.37727316463005
2018-08-27,97.50000000000001,394.1,543.6,173.49999999999997,171.43269508322908
2018-08-28,99.9,505.7499999999999,658.5500000000001,213.99999999999997,171.48811700182813
2018-08-29,318.5,968.5,1456.6,317.6,171.5435389204272
2018-08-30,237.4,828.8999999999999,1193.0,321.7,171.59896083902626
2018-08-31,264.7,913.0999999999999,1319.2,388.7000000000001,171.6543827576253
2018-09-01,115.39999999999999,687.7,864.9999999999999,404.2,171.70980467622437
2018-09-02,95.00000000000001,801.3999999999999,947.3000000000001,506.15000000000003,171.76522659482345
2018-09-03,311.99999999999994,1305.3,1783.2999999999997,571.6000000000001,171.8206485134225
2018-09-04,142.8,853.8999999999999,1073.8,427.70000000000016,171.87607043202152
2018-09-05,155.49999999999997,776.7,1014.8999999999999,374.29999999999995,171.9314923506206
2018-09-06,283.4000000000001,826.9,1261.2000000000003,403.44999999999993,171.98691426921968
2018-09-07,212.3,787.5000000000001,1113.1999999999998,238.6,172.0423361878187
2018-09-08,74.79999999999998,537.6999999999999,652.3000000000001,215.3,172.09775810641776
2018-09-09,78.7,474.50000000000006,595.4,243.7,172.15318002501684
2018-09-10,96.35,350.25,497.8999999999999,272.25,172.20860194361592
2018-09-11,78.7,343.1,463.6,280.3999999999999,172.26402386221494
2018-09-12,362.0,871.2999999999998,1426.0000000000002,238.79999999999998,172.319445780814
2018-09-13,765.8,1041.0,2215.45,365.05,172.37486769941307
2018-09-14,109.19999999999997,614.5,781.6999999999999,218.89999999999998,172.43028961801213
2018-09-15,72.69999999999999,415.09999999999997,526.9999999999999,294.3,172.48571153661115
2018-09-16,43.6,353.6,420.69999999999993,269.6,172.54113345521023
2018-09-17,77.89999999999999,601.9,721.8,313.20000000000005,172.5965553738093
2018-09-18,50.49999999999999,318.29999999999995,395.2,316.3,172.65197729240833
2018-09-19,55.900000000000006,265.5,350.8999999999999,407.2000000000001,172.70739921100738
2018-09-20,54.900000000000006,229.89999999999995,313.7,404.50000000000006,172.76282112960646
2018-09-21,112.49999999999997,359.5999999999999,531.8,211.95000000000005,172.81824304820555
2018-09-22,129.2,619.3000000000001,817.3999999999999,264.00000000000006,172.87366496680457
2018-09-23,115.10000000000001,592.1,768.8,174.49999999999994,172.92908688540362
2018-09-24,529.8999999999999,1022.0999999999999,1834.9999999999998,263.8,172.9845088040027
2018-09-25,2152.6835616438357,1234.9301369863012,4535.26301369863,423.70000000000005,173.03993072260175
2018-09-26,1657.5945205479452,1112.876712328767,3653.6876712328763,345.42666666666656,173.09535264120078
2018-09-27,940.3561643835618,1016.6136986301369,2457.5013698630137,306.2933333333334,173.15077455979986
2018-09-28,354.5657534246577,895.3794520547946,1438.3479452054794,329.03000000000003,173.20619647839894
2018-09-29,402.3999999999999,1129.2,1746.4000000000003,444.7125,173.26161839699796
2018-09-30,163.9,822.5,1073.6,367.33750000000003,173.317040315597
2018-10-01,208.7,653.3,973.9,282.20000000000005,173.3724622341961
2018-10-02,167.00000000000003,557.0,813.2000000000002,259.6,173.42788415279517
2018-10-03,435.59999999999997,826.8000000000001,1494.7,188.34999999999997,173.4833060713942
2018-10-04,148.39999999999998,531.8999999999999,759.2999999999998,303.3,173.53872798999325
2018-10-05,287.50000000000006,997.3000000000001,1437.1999999999998,577.95,173.59414990859233
2018-10-06,155.2,726.6999999999998,964.6000000000001,358.29999999999995,173.64957182719138
2018-10-07,127.39999999999999,701.4,896.6000000000001,272.4,173.7049937457904
2018-10-08,114.7,614.6000000000001,790.3,242.20000000000002,173.76041566438948
2018-10-09,192.7,911.9,1207.4000000000003,382.79999999999995,173.81583758298856
2018-10-10,566.9999999999999,1585.7,2455.6000000000004,1118.8,173.8712595015876
2018-10-11,84.39999999999999,494.79999999999995,624.7,386.5,173.92668142018664
2018-10-12,58.20000000000001,281.0,369.69999999999993,348.06,173.98210333878572
2018-10-13,49.2,271.59999999999997,346.30000000000007,307.44,174.0375252573848
2018-10-14,83.5,459.9,588.5000000000002,136.6,174.09294717598382
2018-10-15,334.30000000000007,884.3,1396.8,308.8,174.14836909458288
2018-10-16,120.6,528.5,713.3,458.59999999999997,174.20379101318196
2018-10-17,377.49999999999994,958.4,1537.5,333.9,174.259212931781
2018-10-18,246.10000000000002,865.9999999999999,1242.9999999999998,375.22,174.31463485038003
2018-10-19,772.1,1337.0999999999997,2520.7000000000003,493.45500000000004,174.3700567689791
2018-10-20,1134.1000000000001,1220.4999999999998,2959.9000000000005,690.175,174.4254786875782
2018-10-21,179.4,828.0999999999999,1103.1000000000004,505.65000000000015,174.48090060617722
2018-10-22,393.2,889.7,1492.8999999999999,369.70000000000005,174.53632252477627
2018-10-23,321.59999999999997,919.8000000000001,1412.5,392.1,174.59174444337535
2018-10-24,385.90000000000003,934.6999999999999,1526.1,407.9999999999999,174.64716636197443
2018-10-25,317.19999999999993,911.4,1397.6,403.2,174.70258828057345
2018-10-26,226.2,828.9,1175.6,216.10000000000002,174.7580101991725
2018-10-27,164.49999999999997,569.2,820.9,159.79999999999998,174.81343211777158
2018-10-28,181.59999999999997,681.6,959.8000000000002,165.9,174.86885403637064
2018-10-29,372.9,891.9,1463.0000000000002,192.29999999999995,174.92427595496966
2018-10-30,488.6,789.9,1539.1999999999998,288.2,174.97969787356874
2018-10-31,698.1,1106.4,2176.8,418.90000000000003,175.03511979216782
2018-11-01,692.6,1161.0,2223.2,377.69999999999993,175.09054171076684
2018-11-02,847.7999999999998,1320.5999999999997,2620.6999999999994,468.50000000000006,175.1459636293659
2018-11-03,121.8,721.9999999999999,908.4,400.59999999999997,175.20138554796497
2018-11-04,107.99999999999999,600.3,765.9,508.0,175.25680746656406
2018-11-05,1488.8,1088.3999999999999,3371.6,1141.5,175.31222938516308
2018-11-06,461.50000000000006,799.3000000000001,1506.7,550.4999999999999,175.36765130376213
2018-11-07,106.6,450.79999999999995,614.1999999999999,231.5,175.4230732223612
2018-11-08,160.30000000000004,679.1999999999999,924.5,356.90000000000003,175.47849514096026
2018-11-09,261.80000000000007,618.8999999999999,1020.0,333.59999999999985,175.5339170595593
2018-11-10,113.5,592.5000000000001,766.5999999999999,292.7,175.58933897815837
2018-11-11,63.99999999999999,449.90000000000003,547.9,238.9,175.64476089675745
2018-11-12,296.3818181818181,783.55,1237.1227272727276,326.2,175.70018281535647
2018-11-13,256.7181818181819,872.8499999999998,1266.527272727273,333.3999999999999,175.75560473395552
2018-11-14,280.8,871.6,1302.8,412.40000000000003,175.8110266525546
2018-11-15,386.99999999999994,902.5999999999999,1496.4,654.9999999999999,175.86644857115368
2018-11-16,579.3000000000001,816.6999999999999,1705.4,401.9,175.9218704897527
2018-11-17,456.1,1043.6999999999998,1743.4,633.1999999999999,175.97729240835176
2018-11-18,253.30000000000004,956.9,1344.6,513.4,176.03271432695084
2018-11-19,332.8000000000001,759.8,1269.6000000000004,237.09999999999994,176.0881362455499
2018-11-20,508.4000000000001,931.7,1711.1000000000001,332.59999999999997,176.1435581641489
2018-11-21,773.1999999999999,1019.6000000000003,2205.2,586.0,176.198980082748
2018-11-22,2039.0,1377.7,4504.3,1164.8999999999999,176.25440200134707
2018-11-23,1039.2,1251.8000000000002,2845.5000000000005,976.9,176.3098239199461
2018-11-24,552.4000000000001,1153.7,2000.8,705.3000000000002,176.36524583854515
2018-11-25,250.80000000000004,829.0000000000001,1213.5,514.4,176.42066775714423
2018-11-26,506.8,1044.1999999999998,1821.3999999999999,371.2,176.4760896757433
2018-11-27,587.8000000000001,1058.3,1959.9,443.5,176.53151159434233
2018-11-28,79.2,586.5999999999998,707.8999999999999,267.3,176.58693351294139
2018-11-29,76.0,444.1,560.6,275.20000000000005,176.64235543154047
2018-11-30,158.20000000000002,796.5000000000002,1038.8999999999999,336.9,176.69777735013952
2018-12-01,90.2,574.6000000000001,712.7,201.50000000000003,176.75319926873854
2018-12-02,41.89999999999999,314.90000000000003,379.1,116.39999999999999,176.80862118733762
2018-12-03,270.5,818.1999999999999,1233.1999999999998,348.4,176.8640431059367
2018-12-04,721.3000000000001,1285.6000000000001,2391.5500000000006,380.5,176.91946502453573
2018-12-05,299.5,882.5,1342.3999999999999,297.1,176.97488694313478
2018-12-06,130.1,592.1000000000001,791.9,216.59999999999997,177.03030886173386
2018-12-07,234.39999999999995,599.3000000000002,958.2,198.39999999999998,177.08573078033294
2018-12-08,102.09999999999998,361.40000000000003,517.4,303.09999999999997,177.14115269893196
2018-12-09,113.80000000000001,604.4,779.1,207.0,177.196574617531
2018-12-10,537.0000000000001,1218.3000000000002,2042.1000000000001,340.8999999999999,177.2519965361301
2018-12-11,998.5,1374.1999999999998,2905.2999999999997,627.4,177.30741845472915
2018-12-12,315.70000000000005,978.4999999999999,1462.8000000000002,487.3,177.36284037332817
2018-12-13,755.9999999999999,1103.1,2262.8,517.1,177.41826229192725
2018-12-14,566.6000000000001,1071.9,1941.0000000000007,607.4,177.47368421052633
2018-12-15,209.3,681.8999999999999,1003.0999999999999,435.9,177.52910612912535
2018-12-16,102.99999999999999,844.1999999999999,1002.1999999999998,266.59999999999997,177.5845280477244
2018-12-17,235.2,880.1000000000001,1241.8000000000004,335.9,177.63994996632348
