MeasurementDateGMT,Westminster - Oxford Street: Nitric Oxide (ug/m3),Westminster - Oxford Street: Nitrogen Dioxide (ug/m3),Westminster - Oxford Street: Oxides of Nitrogen (ug/m3),Westminster - Oxford Street: PM10 Particulate (ug/m3)
2018-04-20,1918.7,1926.3999999999999,4868.400000000001,840.0
2018-04-21,2103.5,2085.8,5311.1,840.0
2018-04-22,1148.2999999999997,1612.6,3373.3999999999996,840.0
2018-04-23,2025.8000000000002,1520.7999999999997,4627.3,840.0
2018-04-24,1834.8999999999999,1244.3999999999999,4057.999999999999,840.0
2018-04-25,2294.5999999999995,1578.5000000000002,5096.8,840.0
2018-04-26,2171.3,1595.2,4924.700000000002,840.0
2018-04-27,2448.6,1769.6,5524.2,840.0
2018-04-28,890.6,1177.0,2542.3999999999996,840.0
2018-04-29,246.39999999999998,507.5,885.3000000000002,840.0
2018-04-30,1206.9999999999998,1230.1000000000001,3081.0,840.0
2018-05-01,1893.1,1542.3,4444.699999999999,840.0
2018-05-02,1760.4,1489.5,4188.799999999999,840.0
2018-05-03,2631.5,1938.1000000000004,5973.3,840.0
2018-05-04,1874.8000000000002,1803.0,4677.3,840.0
2018-05-05,2213.4,2279.4,5673.3,840.0
2018-05-06,942.2,1943.3000000000002,3387.9999999999995,840.0
2018-05-07,1256.0,2320.6000000000004,4246.099999999999,840.0
2018-05-08,2369.3999999999996,2491.7999999999997,6124.9,840.0
2018-05-09,2499.9,1744.3,5577.799999999999,840.0
2018-05-10,2237.3,1817.2000000000003,5247.4,840.0
2018-05-11,2144.7000000000003,1840.4,5129.400000000001,840.0
2018-05-12,2409.9999999999995,1796.8999999999999,5492.499999999999,840.0
2018-05-13,1273.5,1340.2,3292.7000000000003,840.0
2018-05-14,871.1999999999998,1091.6,2428.2000000000003,840.0
2018-05-15,797.6999999999998,1229.2,2451.7000000000003,840.0
2018-05-16,459.4,659.7,1364.5000000000002,840.0
2018-05-17,566.9999999999999,760.7999999999998,1629.9999999999998,840.0
2018-05-18,1196.8,1294.7,3129.7999999999997,840.0
2018-05-19,1664.3999999999994,1691.6999999999998,4244.2,840.0
2018-05-20,1210.2999999999997,1521.3,3377.1000000000004,840.0
2018-05-21,1122.1000000000001,1736.8999999999996,3457.0,840.0
2018-05-22,575.5,1020.4999999999999,1902.6000000000001,840.0
2018-05-23,485.04999999999995,846.8999999999999,1590.85,840.0
2018-05-24,1573.3,1361.5,3773.499999999999,840.0
2018-05-25,1550.7,1564.3,3941.8,840.0
2018-05-26,714.6999999999999,1283.1999999999998,2379.1999999999994,840.0
2018-05-27,936.9999999999999,1369.3000000000002,2806.5000000000005,840.0
2018-05-28,429.3,1092.8,1750.9999999999998,840.0
2018-05-29,434.1000000000001,903.1500000000003,1568.9499999999998,840.0
2018-05-30,1865.9499999999996,1762.6499999999999,4624.05,840.0
2018-05-31,1603.8999999999999,2009.7999999999997,4469.199999999999,840.0
2018-06-01,2073.7,1727.1,4907.0,840.0
2018-06-02,2273.4,1777.6000000000001,5263.200000000002,840.0
2018-06-03,1028.8,1265.1,2842.4999999999995,840.0
2018-06-04,473.1,846.8999999999999,1572.7,840.0
2018-06-05,467.10000000000014,715.9000000000001,1432.4,840.0
2018-06-06,713.5999999999998,913.5999999999999,2008.1000000000001,807.0
2018-06-07,873.5,1073.9999999999998,2413.7999999999997,675.0
2018-06-08,1037.6269911504426,940.6654867256636,2533.7442477876107,577.6197822141561
2018-06-09,1371.329203539823,1098.6138053097345,3204.142300884956,585.8112522686025
2018-06-10,1387.3858407079645,1119.8187610619468,3249.916460176991,594.6969147005444
2018-06-11,1403.4424778761063,1141.0237168141593,3295.6906194690264,603.5825771324864
2018-06-12,1419.499115044248,1162.2286725663716,3341.464778761062,612.4682395644282
2018-06-13,1435.5557522123893,1183.4336283185842,3387.238938053098,621.3539019963702
2018-06-14,1451.612389380531,1204.6385840707965,3433.013097345133,630.2395644283122
2018-06-15,1467.6690265486725,1225.843539823009,3478.787256637168,639.1252268602541
2018-06-16,1483.725663716814,1247.0484955752213,3524.5614159292036,648.010889292196
2018-06-17,1499.782300884956,1268.2534513274336,3570.335575221239,656.896551724138
2018-06-18,1515.8389380530973,1289.4584070796461,3616.1097345132744,665.7822141560798
2018-06-19,1531.895575221239,1310.6633628318582,3661.8838938053095,674.6678765880217
2018-06-20,1547.9522123893805,1331.8683185840707,3707.6580530973447,683.5535390199638
2018-06-21,1564.0088495575221,1353.0732743362832,3753.4322123893803,692.4392014519055
2018-06-22,1580.0654867256637,1374.2782300884955,3799.2063716814155,701.3248638838475
2018-06-23,1596.1221238938053,1395.483185840708,3844.980530973451,710.2105263157895
2018-06-24,1612.178761061947,1416.6881415929204,3890.754690265487,719.0961887477314
2018-06-25,1628.2353982300885,1437.893097345133,3936.528849557522,727.9818511796734
2018-06-26,1644.2920353982302,1459.0980530973452,3982.303008849557,736.8675136116152
2018-06-27,1660.3486725663718,1480.3030088495575,4028.077168141593,745.7531760435571
2018-06-28,1676.4053097345134,1501.50796460177,4073.8513274336283,754.638838475499
2018-06-29,1692.461946902655,1522.7129203539826,4119.625486725664,763.5245009074409
2018-06-30,1708.5185840707966,1543.9178761061944,4165.3996460176995,772.4101633393828
2018-07-01,1724.5752212389382,1565.1228318584072,4211.173805309735,781.2958257713249
2018-07-02,1740.6318584070798,1586.32778761062,4256.94796460177,790.1814882032668
2018-07-03,1756.6884955752214,1607.532743362832,4302.7221238938055,799.0671506352087
2018-07-04,1772.745132743363,1628.7376991150445,4348.496283185841,807.9528130671506
2018-07-05,1788.8017699115046,1649.9426548672568,4394.270442477876,816.8384754990926
2018-07-06,1804.8584070796462,1671.147610619469,4440.044601769911,825.7241379310346
2018-07-07,1820.9150442477878,1692.3525663716816,4485.818761061947,834.6098003629763
2018-07-08,1836.9716814159294,1713.5575221238937,4531.592920353982,843.4954627949184
2018-07-09,1853.028318584071,1734.7624778761065,4577.367079646017,852.3811252268603
2018-07-10,1869.0849557522126,1755.9674336283188,4623.141238938053,861.2667876588023
2018-07-11,1885.1415929203542,1777.1723893805313,4668.915398230088,870.1524500907441
2018-07-12,1901.1982300884958,1798.3773451327438,4714.689557522123,879.0381125226859
2018-07-13,1917.2548672566372,1819.582300884956,4760.463716814159,887.923774954628
2018-07-14,1933.311504424779,1840.7872566371684,4806.237876106195,896.8094373865699
2018-07-15,1949.3681415929207,1861.992212389381,4852.012035398229,905.6950998185117
2018-07-16,1965.424778761062,1883.197168141593,4897.786194690266,914.5807622504537
2018-07-17,1981.4814159292039,1904.4021238938055,4943.5603539823005,923.4664246823955
2018-07-18,1997.5380530973455,1925.607079646018,4989.334513274336,932.3520871143376
2018-07-19,2013.5946902654869,1946.8120353982301,5035.108672566372,941.2377495462794
2018-07-20,2029.6513274336287,1968.016991150443,5080.8828318584065,950.1234119782214
2018-07-21,2045.7079646017703,1989.221946902655,5126.656991150442,959.0090744101634
2018-07-22,2061.7646017699117,2010.4269026548677,5172.431150442478,967.8947368421052
2018-07-23,2077.8212389380533,2031.6318584070798,5218.205309734513,976.7803992740472
2018-07-24,2093.877876106195,2052.8368141592923,5263.979469026549,823.568058076225
2018-07-25,2636.2601769911503,2343.370265486726,6385.655044247787,802.0
2018-07-26,2009.6999999999998,1980.7,5061.7,1145.0
2018-07-27,1940.5,1988.9999999999998,4964.7,963.0
2018-07-28,1376.3999999999999,996.4000000000001,3107.1000000000004,1118.0
2018-07-29,709.6999999999999,599.1999999999999,1687.6000000000001,450.0
2018-07-30,2052.75,1180.5500000000002,4328.4,516.0
2018-07-31,2518.3,1537.2,5398.799999999999,582.0
2018-08-01,2610.999999999999,1928.2000000000003,5931.500000000001,683.0
2018-08-02,2399.6000000000004,1753.0,5432.200000000002,698.0
2018-08-03,1767.3,1794.0000000000002,4503.6,728.0
2018-08-04,1147.6,1353.7,3113.2,619.0
2018-08-05,1208.7,1387.9,3241.2000000000003,607.0
2018-08-06,2456.0,2512.1,6277.5,825.0
2018-08-07,2177.6,2198.2999999999997,5537.099999999999,915.0
2018-08-08,2587.0000000000005,1671.3000000000002,5637.9,646.0
2018-08-09,2991.3000000000006,1572.1999999999998,6159.3,581.0
2018-08-10,2306.1,1386.4,4922.4,492.0
2018-08-11,1989.4,1389.4999999999998,4440.1,466.0
2018-08-12,1231.0,1000.6999999999999,2888.6,408.0
2018-08-13,2583.2000000000003,1515.3,5476.299999999999,594.0
2018-08-14,3061.7000000000003,1657.6,6351.700000000001,608.0
2018-08-15,2777.1000000000004,1496.6,5754.8,578.0
2018-08-16,3372.9,1405.6,6576.599999999999,613.0
2018-08-17,3744.3999999999996,1783.3,7524.6,653.0
2018-08-18,2349.6000000000004,1193.3999999999999,4795.8,545.0
2018-08-19,1706.0,996.8,3613.0000000000005,493.0
2018-08-20,2754.8,1430.3,5654.200000000001,487.0
2018-08-21,2447.4,1603.6000000000004,5356.7,458.0
2018-08-22,2731.0000000000005,1355.6,5543.1,524.0
2018-08-23,2765.1500000000005,1446.55,5686.45,561.0
2018-08-24,3026.9999999999995,1512.5000000000002,6153.399999999999,551.0
2018-08-25,2148.3000000000006,1311.5,4605.9,495.0
2018-08-26,1333.9,1059.9,3105.2000000000003,369.0
2018-08-27,2593.7999999999997,1239.3000000000002,5216.5999999999985,494.0
2018-08-28,2193.2,1455.1,4818.299999999999,546.0
2018-08-29,2153.1,1481.0000000000002,4782.2,684.0
2018-08-30,1478.1,1215.1,3481.1000000000004,817.0
2018-08-31,2291.3999999999996,1605.3,5119.3,816.0
2018-09-01,1882.5000000000002,1724.9000000000003,4611.3,728.0
2018-09-02,1347.2,1568.4,3634.0000000000005,732.0
2018-09-03,1822.7999999999995,1956.4,4751.3,972.0
2018-09-04,709.5999999999999,1081.3999999999999,2169.7000000000007,969.0
2018-09-05,1056.0,1173.3,2792.2,869.0
2018-09-06,2473.4,1490.65,5282.65,623.0
2018-09-07,3026.8,1785.3999999999999,6426.799999999998,478.0
2018-09-08,2896.1,1639.5,6080.0,446.0
2018-09-09,1875.6,1355.5,4230.8,457.0
2018-09-10,2409.8999999999996,1481.4,5176.499999999999,544.0
2018-09-11,1981.5,1165.6000000000001,4203.8,501.0
2018-09-12,1527.3,1214.5,3556.3,593.0
2018-09-13,3600.9000000000005,1745.3000000000002,7266.700000000001,666.0
2018-09-14,3254.5999999999995,1748.1000000000001,6738.699999999999,506.0
2018-09-15,2709.2999999999997,1528.3,5682.299999999999,532.0
2018-09-16,1152.3,1106.2,2872.8999999999996,482.0
2018-09-17,2130.2999999999997,1662.5000000000002,4928.7,541.0
2018-09-18,2039.6,1330.8,4458.2,546.0
2018-09-19,1885.4999999999998,1416.9,4308.000000000001,662.0
2018-09-20,1300.3999999999999,1047.0000000000002,3041.2000000000003,596.0
2018-09-21,2501.3999999999996,1532.0,5367.6,492.0
2018-09-22,1852.1000000000004,1360.8,4200.400000000001,439.0
2018-09-23,750.9000000000001,871.6,2022.6,333.0
2018-09-24,2384.3999999999996,1501.1,5157.4000000000015,595.0
2018-09-25,4120.999999999999,2130.7999999999997,8449.9,805.0
2018-09-26,3079.500000000001,2125.7999999999997,6847.399999999999,655.0
2018-09-27,2632.4999999999995,2020.8000000000002,6057.3,726.0
2018-09-28,658.1,876.2,1885.8999999999999,707.0
2018-09-29,2896.2999999999997,1938.3999999999996,6379.599999999999,668.0
2018-09-30,1360.6999999999998,1348.1000000000001,3434.4000000000005,568.0
2018-10-01,1850.6000000000004,1503.9,4341.3,555.0
2018-10-02,2136.7,1452.6,4729.000000000001,498.0
2018-10-03,2801.2000000000003,1559.6999999999998,5854.700000000001,595.0
2018-10-04,2223.7000000000003,1254.9999999999998,4665.099999999999,579.0
2018-10-05,2426.0999999999995,1890.7,5610.3,869.0
2018-10-06,647.5000000000001,930.4,1923.2,552.0
2018-10-07,936.3000000000001,1036.4999999999998,2471.8,413.0
2018-10-08,2097.7,1536.6,4752.9,463.0
2018-10-09,1556.8999999999999,1688.7999999999997,4075.7,629.0
2018-10-10,3006.4000000000005,2238.5,6847.8,1395.0
2018-10-11,1747.4,1487.4,4167.0,653.0
2018-10-12,1183.3999999999999,1011.4000000000001,2826.0000000000005,625.0
2018-10-13,1001.0,1052.1000000000001,2587.0,491.0
2018-10-14,549.1999999999999,848.4000000000001,1690.6999999999998,267.0
2018-10-15,823.3,1013.5,2276.2999999999997,560.0
2018-10-16,3291.8,1955.1999999999998,7002.6,873.0
2018-10-17,1960.4999999999998,1469.7999999999997,4476.000000000001,576.0
2018-10-18,1112.1,1248.9,2954.6000000000004,674.0
2018-10-19,2075.4,1809.9,4992.700000000001,839.0
2018-10-20,4151.0,1946.1999999999996,8310.900000000001,952.0
2018-10-21,1919.9,1469.1999999999998,4413.2,636.0
2018-10-22,2324.3999999999996,1601.8999999999999,5165.500000000001,771.0
2018-10-23,2564.2999999999997,1629.2,5561.099999999999,654.0
2018-10-24,2745.9,1576.1000000000001,5786.099999999999,663.0
2018-10-25,2464.0,1755.3,5533.399999999999,647.0
2018-10-26,2592.5,1758.7999999999997,5733.899999999999,431.0
2018-10-27,1541.7,1357.6,3721.5999999999995,352.0
2018-10-28,453.49999999999994,773.8000000000001,1469.9999999999998,313.0
2018-10-29,888.0,993.1,2354.9000000000005,575.0
2018-10-30,2910.2999999999997,1623.75,6086.0,525.0
2018-10-31,2589.3000000000006,1712.9999999999998,5682.900000000001,956.0
2018-11-01,2987.6000000000004,1700.0,6281.0,618.0
2018-11-02,2961.7,1912.8999999999996,6453.5,773.0
2018-11-03,902.4999999999999,1389.0,2773.2999999999997,622.0
2018-11-04,835.9,1190.3999999999999,2472.4,659.0
2018-11-05,2957.2999999999993,1576.5000000000002,6111.2,1488.0
2018-11-06,1712.2999999999997,1401.3999999999999,4027.2999999999997,803.0
2018-11-07,1203.9000000000003,1167.4,3013.1000000000004,486.0
2018-11-08,1421.3,1421.0999999999997,3601.2,627.0
2018-11-09,1257.1999999999998,1279.8999999999999,3207.9,584.0
2018-11-10,1133.4000000000003,1370.6,3108.2000000000003,531.0
2018-11-11,651.5,1117.9,2117.2000000000003,388.0
2018-11-12,864.7,1272.9999999999995,2599.0,611.0
2018-11-13,1354.3999999999999,1518.2000000000003,3595.1,634.0
2018-11-14,1850.8000000000002,1342.2000000000003,4180.5,726.0
2018-11-15,2430.3999999999996,1399.7000000000003,5126.5,1036.0
2018-11-16,2458.6000000000004,1329.0,5099.0,733.0
2018-11-17,1554.7,1366.0999999999997,3749.5000000000005,855.0
2018-11-18,664.4,1131.5000000000002,2150.1,666.0
2018-11-19,601.0999999999999,942.1000000000001,1863.6000000000001,434.0
2018-11-20,885.3000000000001,1069.3999999999999,2426.8,475.0
2018-11-21,2566.7000000000003,1639.1999999999998,5574.700000000001,952.0
2018-11-22,3045.9999999999995,1691.1,6361.799999999999,1379.0
2018-11-23,2068.2,1523.0000000000002,4694.9,1336.5673076923076
2018-11-24,1055.3000000000002,1240.6999999999998,2858.5999999999995,1188.8076923076922
2018-11-25,463.6,836.8999999999999,1547.3000000000002,939.5769230769231
2018-11-26,1118.1000000000001,1113.3000000000002,2827.6999999999994,690.3461538461538
2018-11-27,2336.2000000000007,1543.8,5125.500000000001,476.20192307692304
2018-11-28,1264.2000000000003,1387.1999999999998,3325.3,433.0
2018-11-29,1250.6000000000001,1286.8,3204.1,485.0
2018-11-30,1728.3,1606.3,4256.4,578.0
2018-12-01,1281.7999999999997,1479.3000000000002,3443.8999999999996,403.0
2018-12-02,921.3,1088.0999999999997,2500.9,275.0
2018-12-03,1544.2,1349.9,3717.6,520.0
2018-12-04,2698.8000000000006,1822.3999999999996,5960.700000000001,607.0
2018-12-05,1537.1,1385.3000000000002,3742.4,566.0
2018-12-06,1382.5000000000002,1377.9,3497.6499999999996,473.0
2018-12-07,1484.1000000000001,1346.9000000000003,3622.6000000000004,434.0
2018-12-08,1252.3,1294.8999999999999,3214.9999999999995,549.0
2018-12-09,1421.2,1309.9999999999998,3489.0,460.0
2018-12-10,2824.8999999999996,1756.6,6088.200000000001,656.0
2018-12-11,3059.2999999999997,1848.1,6539.5,1104.0
2018-12-12,1755.3,1647.3,4338.700000000001,945.0
2018-12-13,1781.6999999999996,1574.0,4306.399999999999,968.0
2018-12-14,2465.7999999999997,1556.2000000000003,5336.899999999999,993.0
2018-12-15,1403.1000000000001,1276.3,3427.9000000000005,685.0
2018-12-16,1373.2,1688.9,3794.499999999999,546.0
2018-12-17,1582.2000000000003,1544.8000000000004,3970.6999999999994,630.0
2018-12-18,1109.5,1113.9000000000003,2815.1999999999994,596.6785714285714
2018-12-19,1644.3,1574.8999999999996,4095.899999999999,757.5
2018-12-20,2142.0,1721.7999999999997,5005.9,772.3214285714286
2018-12-21,1771.1,1541.9999999999998,4257.599999999999,686.0
2018-12-22,2456.2000000000003,1679.8999999999999,5446.299999999999,606.0
2018-12-23,1548.8,1377.5000000000002,3751.8999999999996,396.0
2018-12-24,2180.2,1526.4,4869.1,603.0
2018-12-25,1295.8,1412.7,3399.1000000000004,530.0
2018-12-26,2033.1999999999998,1570.4999999999998,4688.200000000001,583.0
2018-12-27,5441.299999999999,2025.6,10368.1,1177.0
2018-12-28,4705.2,1745.1,8959.9,996.0
2018-12-29,2812.2999999999997,1632.9000000000003,5945.1,588.0
2018-12-30,2257.7999999999997,1527.0999999999997,4988.6,494.0
2018-12-31,2195.3,1702.3000000000002,5068.700000000001,442.0
2019-01-01,1636.4,1482.1,3990.7,544.0
2019-01-02,735.6000000000001,1220.2,2348.6,763.0
2019-01-03,863.5000000000001,1311.2999999999997,2635.0,705.0
2019-01-04,1890.3,1558.5000000000002,4457.0,936.0
2019-01-05,2289.2999999999997,1734.2,5244.4,812.0
2019-01-06,1759.1000000000001,1549.7000000000003,4247.3,769.0
2019-01-07,2428.6000000000004,1765.6000000000006,5489.200000000001,621.0
2019-01-08,1948.2,1654.2,4641.800000000001,741.0
2019-01-09,935.5999999999999,1325.3,2759.8999999999996,760.0
2019-01-10,2930.9000000000005,1668.8000000000002,6162.599999999999,948.0
2019-01-11,2045.8999999999999,1572.6,4710.1,789.0
2019-01-12,2231.0000000000005,1631.4999999999998,5051.8,438.0
2019-01-13,1088.7,1165.5,2834.3999999999996,404.0
2019-01-14,2127.8999999999996,1594.4999999999998,4857.0,627.0
2019-01-15,1980.1000000000001,1623.5,4659.8,420.0
2019-01-16,1757.0000000000002,1410.2,4104.3,353.0
2019-01-17,2179.8999999999996,1672.2,5014.8,534.0
2019-01-18,2393.9999999999995,1865.0000000000002,5535.1,774.0
2019-01-19,1722.3999999999999,1442.5,4083.4,749.0
2019-01-20,992.5999999999998,1346.0000000000002,2868.1,843.0
2019-01-21,2983.8000000000006,1728.5999999999997,6304.000000000002,1065.0
2019-01-22,1980.6999999999998,1739.4999999999995,4777.0,467.0
2019-01-23,1332.0000000000002,1438.4,3480.5,703.0
2019-01-24,3743.8146341463416,1880.9536585365852,7621.147154471543,938.0
2019-01-25,4178.107317073171,2176.126829268292,8581.990243902439,704.0
2019-01-26,3857.7951219512197,2326.448780487804,8241.073170731708,383.0
2019-01-27,3537.4829268292683,2476.770731707317,7900.1560975609755,450.0
2019-01-28,3217.1707317073174,2627.092682926829,7559.239024390244,688.0
2019-01-29,2955.529268292683,2675.0073170731707,7206.194308943091,767.0
2019-01-30,2763.8999999999996,2075.7000000000003,6313.499999999999,653.0
2019-01-31,3191.7,2208.9,7102.5,1120.0
2019-02-01,436.20000000000005,1181.4,1850.5000000000002,555.0
2019-02-02,904.8000000000001,1150.0,2537.2999999999997,571.0
2019-02-03,1226.3,1377.1000000000001,3257.6,542.0
2019-02-04,1571.1999999999998,1286.0,3694.8,451.0
2019-02-05,1189.5,1295.1999999999998,3118.8,540.0
2019-02-06,1639.8,1556.8000000000002,4071.2999999999997,526.0
2019-02-07,1499.5000000000002,1263.3000000000002,3562.7999999999997,911.0
2019-02-08,860.5,928.5,2248.399999999999,415.0
2019-02-09,1038.6,1002.9000000000001,2596.1,546.0
2019-02-10,894.4999999999999,1192.4,2563.9,295.0
2019-02-11,1543.8999999999999,1573.8999999999996,3940.9,571.0
2019-02-12,1924.7999999999997,1673.9999999999998,4624.799999999999,680.0
2019-02-13,1283.3000000000002,1391.2000000000003,3359.2999999999993,1585.0
2019-02-14,2146.0,1726.8,5017.5,3140.0
2019-02-15,1746.1,1709.4,4386.9,1325.0
2019-02-16,1086.9,1360.5,3027.1,1728.0
2019-02-17,618.1999999999999,1095.9,2044.1000000000001,918.0
2019-02-18,1140.1999999999998,1271.9999999999998,3020.2999999999997,3399.0
2019-02-19,1382.4,1462.1000000000001,3581.7999999999997,927.0
