MeasurementDateGMT,Southwark - Tower Bridge Road: Nitric Oxide (ug/m3),Southwark - Tower Bridge Road: Nitrogen Dioxide (ug/m3),Southwark - Tower Bridge Road: Oxides of Nitrogen (ug/m3)
2018-03-14,196.79999999999993,348.0,650.4000000000003
2018-03-15,196.79999999999993,348.0,650.4000000000003
2018-03-16,196.79999999999993,348.0,650.4000000000003
2018-03-17,196.79999999999993,348.0,650.4000000000003
2018-03-18,196.79999999999993,348.0,650.4000000000003
2018-03-19,196.79999999999993,348.0,650.4000000000003
2018-03-20,196.79999999999993,348.0,650.4000000000003
2018-03-21,196.79999999999993,348.0,650.4000000000003
2018-03-22,196.79999999999993,348.0,650.4000000000003
2018-03-23,196.79999999999993,348.0,650.4000000000003
2018-03-24,196.79999999999993,348.0,650.4000000000003
2018-03-25,196.79999999999993,348.0,650.4000000000003
2018-03-26,196.79999999999993,348.0,650.4000000000003
2018-03-27,196.79999999999993,348.0,650.4000000000003
2018-03-28,196.79999999999993,348.0,650.4000000000003
2018-03-29,196.79999999999993,348.0,650.4000000000003
2018-03-30,196.79999999999993,348.0,650.4000000000003
2018-03-31,196.79999999999993,348.0,650.4000000000003
2018-04-01,196.79999999999993,348.0,650.4000000000003
2018-04-02,196.79999999999993,348.0,650.4000000000003
2018-04-03,196.79999999999993,348.0,650.4000000000003
2018-04-04,196.79999999999993,348.0,650.4000000000003
2018-04-05,196.79999999999993,348.0,650.4000000000003
2018-04-06,196.79999999999993,348.0,650.4000000000003
2018-04-07,196.79999999999993,348.0,650.4000000000003
2018-04-08,196.79999999999993,348.0,650.4000000000003
2018-04-09,196.79999999999993,348.0,650.4000000000003
2018-04-10,196.79999999999993,348.0,650.4000000000003
2018-04-11,196.79999999999993,348.0,650.4000000000003
2018-04-12,196.79999999999993,348.0,650.4000000000003
2018-04-13,196.79999999999993,348.0,650.4000000000003
2018-04-14,196.79999999999993,348.0,650.4000000000003
2018-04-15,196.79999999999993,348.0,650.4000000000003
2018-04-16,196.79999999999993,348.0,650.4000000000003
2018-04-17,196.79999999999993,348.0,650.4000000000003
2018-04-18,196.79999999999993,348.0,650.4000000000003
2018-04-19,196.79999999999993,348.0,650.4000000000003
2018-04-20,196.79999999999993,348.0,650.4000000000003
2018-04-21,196.79999999999993,348.0,650.4000000000003
2018-04-22,196.79999999999993,348.0,650.4000000000003
2018-04-23,196.79999999999993,348.0,650.4000000000003
2018-04-24,196.79999999999993,348.0,650.4000000000003
2018-04-25,196.79999999999993,348.0,650.4000000000003
2018-04-26,196.79999999999993,348.0,650.4000000000003
2018-04-27,196.79999999999993,348.0,650.4000000000003
2018-04-28,196.79999999999993,348.0,650.4000000000003
2018-04-29,196.79999999999993,348.0,650.4000000000003
2018-04-30,196.79999999999993,348.0,650.4000000000003
2018-05-01,196.79999999999993,348.0,650.4000000000003
2018-05-02,196.79999999999993,348.0,650.4000000000003
2018-05-03,196.79999999999993,348.0,650.4000000000003
2018-05-04,196.79999999999993,348.0,650.4000000000003
2018-05-05,196.79999999999993,348.0,650.4000000000003
2018-05-06,196.79999999999993,348.0,650.4000000000003
2018-05-07,196.79999999999993,348.0,650.4000000000003
2018-05-08,196.79999999999993,348.0,650.4000000000003
2018-05-09,196.79999999999993,348.0,650.4000000000003
2018-05-10,196.79999999999993,348.0,650.4000000000003
2018-05-11,196.79999999999993,348.0,650.4000000000003
2018-05-12,196.79999999999993,348.0,650.4000000000003
2018-05-13,196.79999999999993,348.0,650.4000000000003
2018-05-14,196.79999999999993,348.0,650.4000000000003
2018-05-15,196.79999999999993,348.0,650.4000000000003
2018-05-16,196.79999999999993,348.0,650.4000000000003
2018-05-17,196.79999999999993,348.0,650.4000000000003
2018-05-18,196.79999999999993,348.0,650.4000000000003
2018-05-19,196.79999999999993,348.0,650.4000000000003
2018-05-20,196.79999999999993,348.0,650.4000000000003
2018-05-21,196.79999999999993,348.0,650.4000000000003
2018-05-22,196.79999999999993,348.0,650.4000000000003
2018-05-23,196.79999999999993,348.0,650.4000000000003
2018-05-24,196.79999999999993,348.0,650.4000000000003
2018-05-25,196.79999999999993,348.0,650.4000000000003
2018-05-26,196.79999999999993,348.0,650.4000000000003
2018-05-27,196.79999999999993,348.0,650.4000000000003
2018-05-28,196.79999999999993,348.0,650.4000000000003
2018-05-29,196.79999999999993,348.0,650.4000000000003
2018-05-30,196.79999999999993,348.0,650.4000000000003
2018-05-31,196.79999999999993,348.0,650.4000000000003
2018-06-01,196.79999999999993,348.0,650.4000000000003
2018-06-02,196.79999999999993,348.0,650.4000000000003
2018-06-03,196.79999999999993,348.0,650.4000000000003
2018-06-04,196.79999999999993,348.0,650.4000000000003
2018-06-05,196.79999999999993,348.0,650.4000000000003
2018-06-06,196.79999999999993,348.0,650.4000000000003
2018-06-07,196.79999999999993,348.0,650.4000000000003
2018-06-08,196.79999999999993,348.0,650.4000000000003
2018-06-09,196.79999999999993,348.0,650.4000000000003
2018-06-10,196.79999999999993,348.0,650.4000000000003
2018-06-11,196.79999999999993,348.0,650.4000000000003
2018-06-12,196.79999999999993,348.0,650.4000000000003
2018-06-13,196.79999999999993,348.0,650.4000000000003
2018-06-14,196.79999999999993,348.0,650.4000000000003
2018-06-15,196.79999999999993,348.0,650.4000000000003
2018-06-16,196.79999999999993,348.0,650.4000000000003
2018-06-17,196.79999999999993,348.0,650.4000000000003
2018-06-18,196.79999999999993,348.0,650.4000000000003
2018-06-19,196.79999999999993,348.0,650.4000000000003
2018-06-20,196.79999999999993,348.0,650.4000000000003
2018-06-21,196.79999999999993,348.0,650.4000000000003
2018-06-22,196.79999999999993,348.0,650.4000000000003
2018-06-23,196.79999999999993,348.0,650.4000000000003
2018-06-24,196.79999999999993,348.0,650.4000000000003
2018-06-25,196.79999999999993,348.0,650.4000000000003
2018-06-26,196.79999999999993,348.0,650.4000000000003
2018-06-27,196.79999999999993,348.0,650.4000000000003
2018-06-28,196.79999999999993,348.0,650.4000000000003
2018-06-29,196.79999999999993,348.0,650.4000000000003
2018-06-30,196.79999999999993,348.0,650.4000000000003
2018-07-01,196.79999999999993,348.0,650.4000000000003
2018-07-02,196.79999999999993,348.0,650.4000000000003
2018-07-03,196.79999999999993,348.0,650.4000000000003
2018-07-04,196.79999999999993,348.0,650.4000000000003
2018-07-05,196.79999999999993,348.0,650.4000000000003
2018-07-06,196.79999999999993,348.0,650.4000000000003
2018-07-07,196.79999999999993,348.0,650.4000000000003
2018-07-08,196.79999999999993,348.0,650.4000000000003
2018-07-09,196.79999999999993,348.0,650.4000000000003
2018-07-10,196.79999999999993,348.0,650.4000000000003
2018-07-11,196.79999999999993,348.0,650.4000000000003
2018-07-12,196.79999999999993,348.0,650.4000000000003
2018-07-13,196.79999999999993,348.0,650.4000000000003
2018-07-14,196.79999999999993,348.0,650.4000000000003
2018-07-15,196.79999999999993,348.0,650.4000000000003
2018-07-16,196.79999999999993,348.0,650.4000000000003
2018-07-17,196.79999999999993,348.0,650.4000000000003
2018-07-18,196.79999999999993,348.0,650.4000000000003
2018-07-19,196.79999999999993,348.0,650.4000000000003
2018-07-20,196.79999999999993,348.0,650.4000000000003
2018-07-21,196.79999999999993,348.0,650.4000000000003
2018-07-22,196.79999999999993,348.0,650.4000000000003
2018-07-23,196.79999999999993,348.0,650.4000000000003
2018-07-24,196.79999999999993,348.0,650.4000000000003
2018-07-25,196.79999999999993,348.0,650.4000000000003
2018-07-26,196.79999999999993,348.0,650.4000000000003
2018-07-27,196.79999999999993,348.0,650.4000000000003
2018-07-28,196.79999999999993,348.0,650.4000000000003
2018-07-29,196.79999999999993,348.0,650.4000000000003
2018-07-30,196.79999999999993,348.0,650.4000000000003
2018-07-31,196.79999999999993,348.0,650.4000000000003
2018-08-01,196.79999999999993,348.0,650.4000000000003
2018-08-02,196.79999999999993,348.0,650.4000000000003
2018-08-03,196.79999999999993,348.0,650.4000000000003
2018-08-04,196.79999999999993,348.0,650.4000000000003
2018-08-05,196.79999999999993,348.0,650.4000000000003
2018-08-06,196.79999999999993,348.0,650.4000000000003
2018-08-07,196.79999999999993,348.0,650.4000000000003
2018-08-08,196.79999999999993,348.0,650.4000000000003
2018-08-09,196.79999999999993,348.0,650.4000000000003
2018-08-10,196.79999999999993,348.0,650.4000000000003
2018-08-11,196.79999999999993,348.0,650.4000000000003
2018-08-12,196.79999999999993,348.0,650.4000000000003
2018-08-13,196.79999999999993,348.0,650.4000000000003
2018-08-14,196.79999999999993,348.0,650.4000000000003
2018-08-15,196.79999999999993,348.0,650.4000000000003
2018-08-16,196.79999999999993,348.0,650.4000000000003
2018-08-17,196.79999999999993,348.0,650.4000000000003
2018-08-18,196.79999999999993,348.0,650.4000000000003
2018-08-19,196.79999999999993,348.0,650.4000000000003
2018-08-20,196.79999999999993,348.0,650.4000000000003
2018-08-21,196.79999999999993,348.0,650.4000000000003
2018-08-22,196.79999999999993,348.0,650.4000000000003
2018-08-23,196.79999999999993,348.0,650.4000000000003
2018-08-24,196.79999999999993,348.0,650.4000000000003
2018-08-25,196.79999999999993,348.0,650.4000000000003
2018-08-26,196.79999999999993,348.0,650.4000000000003
2018-08-27,196.79999999999993,348.0,650.4000000000003
2018-08-28,196.79999999999993,348.0,650.4000000000003
2018-08-29,196.79999999999993,348.0,650.4000000000003
2018-08-30,196.79999999999993,348.0,650.4000000000003
2018-08-31,196.79999999999993,348.0,650.4000000000003
2018-09-01,196.79999999999993,348.0,650.4000000000003
2018-09-02,196.79999999999993,348.0,650.4000000000003
2018-09-03,196.79999999999993,348.0,650.4000000000003
2018-09-04,196.79999999999993,348.0,650.4000000000003
2018-09-05,196.79999999999993,348.0,650.4000000000003
2018-09-06,196.79999999999993,348.0,650.4000000000003
2018-09-07,196.79999999999993,348.0,650.4000000000003
2018-09-08,196.79999999999993,348.0,650.4000000000003
2018-09-09,196.79999999999993,348.0,650.4000000000003
2018-09-10,196.79999999999993,348.0,650.4000000000003
2018-09-11,196.79999999999993,348.0,650.4000000000003
2018-09-12,196.79999999999993,348.0,650.4000000000003
2018-09-13,196.79999999999993,348.0,650.4000000000003
2018-09-14,196.79999999999993,348.0,650.4000000000003
2018-09-15,196.79999999999993,348.0,650.4000000000003
2018-09-16,196.79999999999993,348.0,650.4000000000003
2018-09-17,196.79999999999993,348.0,650.4000000000003
2018-09-18,196.79999999999993,348.0,650.4000000000003
2018-09-19,196.79999999999993,348.0,650.4000000000003
2018-09-20,196.79999999999993,348.0,650.4000000000003
2018-09-21,196.79999999999993,348.0,650.4000000000003
2018-09-22,196.79999999999993,348.0,650.4000000000003
2018-09-23,196.79999999999993,348.0,650.4000000000003
2018-09-24,196.79999999999993,348.0,650.4000000000003
2018-09-25,196.79999999999993,348.0,650.4000000000003
2018-09-26,196.79999999999993,348.0,650.4000000000003
2018-09-27,196.79999999999993,348.0,650.4000000000003
2018-09-28,196.79999999999993,348.0,650.4000000000003
2018-09-29,196.79999999999993,348.0,650.4000000000003
2018-09-30,196.79999999999993,348.0,650.4000000000003
2018-10-01,196.79999999999993,348.0,650.4000000000003
2018-10-02,196.79999999999993,348.0,650.4000000000003
2018-10-03,196.79999999999993,348.0,650.4000000000003
2018-10-04,196.79999999999993,348.0,650.4000000000003
2018-10-05,196.79999999999993,348.0,650.4000000000003
2018-10-06,196.79999999999993,348.0,650.4000000000003
2018-10-07,196.79999999999993,348.0,650.4000000000003
2018-10-08,196.79999999999993,348.0,650.4000000000003
2018-10-09,196.79999999999993,348.0,650.4000000000003
2018-10-10,196.79999999999993,348.0,650.4000000000003
2018-10-11,196.79999999999993,348.0,650.4000000000003
2018-10-12,196.79999999999993,348.0,650.4000000000003
2018-10-13,196.79999999999993,348.0,650.4000000000003
2018-10-14,196.79999999999993,348.0,650.4000000000003
2018-10-15,196.79999999999993,348.0,650.4000000000003
2018-10-16,196.79999999999993,348.0,650.4000000000003
2018-10-17,196.79999999999993,348.0,650.4000000000003
2018-10-18,196.79999999999993,348.0,650.4000000000003
2018-10-19,196.79999999999993,348.0,650.4000000000003
2018-10-20,196.79999999999993,348.0,650.4000000000003
2018-10-21,196.79999999999993,348.0,650.4000000000003
2018-10-22,196.79999999999993,348.0,650.4000000000003
2018-10-23,196.79999999999993,348.0,650.4000000000003
2018-10-24,196.79999999999993,348.0,650.4000000000003
2018-10-25,196.79999999999993,348.0,650.4000000000003
2018-10-26,196.79999999999993,348.0,650.4000000000003
2018-10-27,196.79999999999993,348.0,650.4000000000003
2018-10-28,196.79999999999993,348.0,650.4000000000003
2018-10-29,196.79999999999993,348.0,650.4000000000003
2018-10-30,196.79999999999993,348.0,650.4000000000003
2018-10-31,196.79999999999993,348.0,650.4000000000003
2018-11-01,196.79999999999993,348.0,650.4000000000003
2018-11-02,196.79999999999993,348.0,650.4000000000003
2018-11-03,196.79999999999993,348.0,650.4000000000003
2018-11-04,196.79999999999993,348.0,650.4000000000003
2018-11-05,196.79999999999993,348.0,650.4000000000003
2018-11-06,196.79999999999993,348.0,650.4000000000003
2018-11-07,196.79999999999993,348.0,650.4000000000003
2018-11-08,196.79999999999993,348.0,650.4000000000003
2018-11-09,196.79999999999993,348.0,650.4000000000003
2018-11-10,196.79999999999993,348.0,650.4000000000003
2018-11-11,196.79999999999993,348.0,650.4000000000003
2018-11-12,196.79999999999993,348.0,650.4000000000003
2018-11-13,196.79999999999993,348.0,650.4000000000003
2018-11-14,196.79999999999993,348.0,650.4000000000003
2018-11-15,196.79999999999993,348.0,650.4000000000003
2018-11-16,196.79999999999993,348.0,650.4000000000003
2018-11-17,196.79999999999993,348.0,650.4000000000003
2018-11-18,196.79999999999993,348.0,650.4000000000003
2018-11-19,196.79999999999993,348.0,650.4000000000003
2018-11-20,196.79999999999993,348.0,650.4000000000003
2018-11-21,196.79999999999993,348.0,650.4000000000003
2018-11-22,196.79999999999993,348.0,650.4000000000003
2018-11-23,196.79999999999993,348.0,650.4000000000003
2018-11-24,196.79999999999993,348.0,650.4000000000003
2018-11-25,196.79999999999993,348.0,650.4000000000003
2018-11-26,196.79999999999993,348.0,650.4000000000003
2018-11-27,196.79999999999993,348.0,650.4000000000003
2018-11-28,196.79999999999993,348.0,650.4000000000003
2018-11-29,196.79999999999993,348.0,650.4000000000003
2018-11-30,196.79999999999993,348.0,650.4000000000003
2018-12-01,196.79999999999993,348.0,650.4000000000003
2018-12-02,196.79999999999993,348.0,650.4000000000003
2018-12-03,196.79999999999993,348.0,650.4000000000003
2018-12-04,196.79999999999993,348.0,650.4000000000003
2018-12-05,196.79999999999993,348.0,650.4000000000003
2018-12-06,196.79999999999993,348.0,650.4000000000003
2018-12-07,196.79999999999993,348.0,650.4000000000003
2018-12-08,196.79999999999993,348.0,650.4000000000003
2018-12-09,196.79999999999993,348.0,650.4000000000003
2018-12-10,196.79999999999993,348.0,650.4000000000003
2018-12-11,196.79999999999993,348.0,650.4000000000003
2018-12-12,196.79999999999993,348.0,650.4000000000003
2018-12-13,196.79999999999993,348.0,650.4000000000003
2018-12-14,196.79999999999993,348.0,650.4000000000003
2018-12-15,196.79999999999993,348.0,650.4000000000003
2018-12-16,196.79999999999993,348.0,650.4000000000003
2018-12-17,196.79999999999993,348.0,650.4000000000003
2018-12-18,196.79999999999993,348.0,650.4000000000003
2018-12-19,196.79999999999993,348.0,650.4000000000003
2018-12-20,196.79999999999993,348.0,650.4000000000003
2018-12-21,196.79999999999993,348.0,650.4000000000003
2018-12-22,196.79999999999993,348.0,650.4000000000003
2018-12-23,196.79999999999993,348.0,650.4000000000003
2018-12-24,196.79999999999993,348.0,650.4000000000003
2018-12-25,196.79999999999993,348.0,650.4000000000003
2018-12-26,196.79999999999993,348.0,650.4000000000003
2018-12-27,196.79999999999993,348.0,650.4000000000003
2018-12-28,196.79999999999993,348.0,650.4000000000003
2018-12-29,196.79999999999993,348.0,650.4000000000003
2018-12-30,196.79999999999993,348.0,650.4000000000003
2018-12-31,196.79999999999993,348.0,650.4000000000003
2019-01-01,196.79999999999993,348.0,650.4000000000003
2019-01-02,196.79999999999993,348.0,650.4000000000003
2019-01-03,196.79999999999993,348.0,650.4000000000003
2019-01-04,196.79999999999993,348.0,650.4000000000003
2019-01-05,196.79999999999993,348.0,650.4000000000003
2019-01-06,196.79999999999993,348.0,650.4000000000003
2019-01-07,196.79999999999993,348.0,650.4000000000003
2019-01-08,196.79999999999993,348.0,650.4000000000003
2019-01-09,196.79999999999993,348.0,650.4000000000003
2019-01-10,196.79999999999993,348.0,650.4000000000003
2019-01-11,196.79999999999993,348.0,650.4000000000003
2019-01-12,196.79999999999993,348.0,650.4000000000003
2019-01-13,196.79999999999993,348.0,650.4000000000003
2019-01-14,196.79999999999993,348.0,650.4000000000003
2019-01-15,196.79999999999993,348.0,650.4000000000003
2019-01-16,196.79999999999993,348.0,650.4000000000003
2019-01-17,196.79999999999993,348.0,650.4000000000003
2019-01-18,196.79999999999993,348.0,650.4000000000003
2019-01-19,196.79999999999993,348.0,650.4000000000003
2019-01-20,196.79999999999993,348.0,650.4000000000003
2019-01-21,196.79999999999993,348.0,650.4000000000003
2019-01-22,196.79999999999993,348.0,650.4000000000003
2019-01-23,196.79999999999993,348.0,650.4000000000003
2019-01-24,196.79999999999993,348.0,650.4000000000003
2019-01-25,196.79999999999993,348.0,650.4000000000003
2019-01-26,196.79999999999993,348.0,650.4000000000003
2019-01-27,196.79999999999993,348.0,650.4000000000003
2019-01-28,196.79999999999993,348.0,650.4000000000003
2019-01-29,196.79999999999993,348.0,650.4000000000003
2019-01-30,196.79999999999993,348.0,650.4000000000003
2019-01-31,196.79999999999993,348.0,650.4000000000003
2019-02-01,196.79999999999993,348.0,650.4000000000003
2019-02-02,196.79999999999993,348.0,650.4000000000003
2019-02-03,196.79999999999993,348.0,650.4000000000003
2019-02-04,196.79999999999993,348.0,650.4000000000003
2019-02-05,196.79999999999993,348.0,650.4000000000003
2019-02-06,196.79999999999993,348.0,650.4000000000003
2019-02-07,196.79999999999993,348.0,650.4000000000003
2019-02-08,196.79999999999993,348.0,650.4000000000003
2019-02-09,196.79999999999993,348.0,650.4000000000003
2019-02-10,196.79999999999993,348.0,650.4000000000003
2019-02-11,196.79999999999993,348.0,650.4000000000003
2019-02-12,196.79999999999993,348.0,650.4000000000003
2019-02-13,196.79999999999993,348.0,650.4000000000003
2019-02-14,196.79999999999993,348.0,650.4000000000003
2019-02-15,196.79999999999993,348.0,650.4000000000003
2019-02-16,196.79999999999993,348.0,650.4000000000003
2019-02-17,196.79999999999993,348.0,650.4000000000003
2019-02-18,196.79999999999993,348.0,650.4000000000003
2019-02-19,196.79999999999993,348.0,650.4000000000003
2019-02-20,196.79999999999993,348.0,650.4000000000003
2019-02-21,196.79999999999993,348.0,650.4000000000003
2019-02-22,196.79999999999993,348.0,650.4000000000003
2019-02-23,196.79999999999993,348.0,650.4000000000003
2019-02-24,196.79999999999993,348.0,650.4000000000003
2019-02-25,196.79999999999993,348.0,650.4000000000003
2019-02-26,196.79999999999993,348.0,650.4000000000003
2019-02-27,196.79999999999993,348.0,650.4000000000003
2019-02-28,196.79999999999993,348.0,650.4000000000003
2019-03-01,196.79999999999993,348.0,650.4000000000003
2019-03-02,196.79999999999993,348.0,650.4000000000003
2019-03-03,196.79999999999993,348.0,650.4000000000003
2019-03-04,196.79999999999993,348.0,650.4000000000003
2019-03-05,196.79999999999993,348.0,650.4000000000003
2019-03-06,196.79999999999993,348.0,650.4000000000003
2019-03-07,196.79999999999993,348.0,650.4000000000003
2019-03-08,196.79999999999993,348.0,650.4000000000003
2019-03-09,196.79999999999993,348.0,650.4000000000003
2019-03-10,196.79999999999993,348.0,650.4000000000003
2019-03-11,196.79999999999993,348.0,650.4000000000003
2019-03-12,196.79999999999993,348.0,650.4000000000003
2019-03-13,196.79999999999993,348.0,650.4000000000003
2019-03-14,196.79999999999993,348.0,650.4000000000003
2019-03-15,196.79999999999993,348.0,650.4000000000003
2019-03-16,196.79999999999993,348.0,650.4000000000003
2019-03-17,196.79999999999993,348.0,650.4000000000003
2019-03-18,196.79999999999993,348.0,650.4000000000003
2019-03-19,196.79999999999993,348.0,650.4000000000003
2019-03-20,196.79999999999993,348.0,650.4000000000003
2019-03-21,196.79999999999993,348.0,650.4000000000003
2019-03-22,196.79999999999993,348.0,650.4000000000003
2019-03-23,196.79999999999993,348.0,650.4000000000003
2019-03-24,196.79999999999993,348.0,650.4000000000003
2019-03-25,196.79999999999993,348.0,650.4000000000003
2019-03-26,196.79999999999993,348.0,650.4000000000003
2019-03-27,196.79999999999993,348.0,650.4000000000003
2019-03-28,196.79999999999993,348.0,650.4000000000003
2019-03-29,196.79999999999993,348.0,650.4000000000003
2019-03-30,196.79999999999993,348.0,650.4000000000003
2019-03-31,196.79999999999993,348.0,650.4000000000003
2019-04-01,196.79999999999993,348.0,650.4000000000003
2019-04-02,196.79999999999993,348.0,650.4000000000003
2019-04-03,196.79999999999993,348.0,650.4000000000003
2019-04-04,196.79999999999993,348.0,650.4000000000003
2019-04-05,196.79999999999993,348.0,650.4000000000003
2019-04-06,196.79999999999993,348.0,650.4000000000003
2019-04-07,196.79999999999993,348.0,650.4000000000003
2019-04-08,196.79999999999993,348.0,650.4000000000003
2019-04-09,196.79999999999993,348.0,650.4000000000003
2019-04-10,196.79999999999993,348.0,650.4000000000003
2019-04-11,196.79999999999993,348.0,650.4000000000003
2019-04-12,196.79999999999993,348.0,650.4000000000003
2019-04-13,196.79999999999993,348.0,650.4000000000003
2019-04-14,196.79999999999993,348.0,650.4000000000003
2019-04-15,196.79999999999993,348.0,650.4000000000003
2019-04-16,196.79999999999993,348.0,650.4000000000003
2019-04-17,196.79999999999993,348.0,650.4000000000003
2019-04-18,196.79999999999993,348.0,650.4000000000003
2019-04-19,196.79999999999993,348.0,650.4000000000003
2019-04-20,196.79999999999993,348.0,650.4000000000003
2019-04-21,196.79999999999993,348.0,650.4000000000003
2019-04-22,196.79999999999993,348.0,650.4000000000003
2019-04-23,196.79999999999993,348.0,650.4000000000003
2019-04-24,196.79999999999993,348.0,650.4000000000003
2019-04-25,196.79999999999993,348.0,650.4000000000003
2019-04-26,196.79999999999993,348.0,650.4000000000003
2019-04-27,196.79999999999993,348.0,650.4000000000003
2019-04-28,196.79999999999993,348.0,650.4000000000003
2019-04-29,196.79999999999993,348.0,650.4000000000003
2019-04-30,196.79999999999993,348.0,650.4000000000003
2019-05-01,196.79999999999993,348.0,650.4000000000003
2019-05-02,196.79999999999993,348.0,650.4000000000003
2019-05-03,196.79999999999993,348.0,650.4000000000003
2019-05-04,196.79999999999993,348.0,650.4000000000003
2019-05-05,196.79999999999993,348.0,650.4000000000003
2019-05-06,196.79999999999993,348.0,650.4000000000003
2019-05-07,196.79999999999993,348.0,650.4000000000003
2019-05-08,196.79999999999993,348.0,650.4000000000003
2019-05-09,196.79999999999993,348.0,650.4000000000003
2019-05-10,196.79999999999993,348.0,650.4000000000003
2019-05-11,196.79999999999993,348.0,650.4000000000003
2019-05-12,196.79999999999993,348.0,650.4000000000003
2019-05-13,196.79999999999993,348.0,650.4000000000003
2019-05-14,196.79999999999993,348.0,650.4000000000003
2019-05-15,196.79999999999993,348.0,650.4000000000003
2019-05-16,196.79999999999993,348.0,650.4000000000003
2019-05-17,196.79999999999993,348.0,650.4000000000003
2019-05-18,196.79999999999993,348.0,650.4000000000003
2019-05-19,196.79999999999993,348.0,650.4000000000003
2019-05-20,196.79999999999993,348.0,650.4000000000003
2019-05-21,196.79999999999993,348.0,650.4000000000003
2019-05-22,196.79999999999993,348.0,650.4000000000003
2019-05-23,196.79999999999993,348.0,650.4000000000003
2019-05-24,196.79999999999993,348.0,650.4000000000003
2019-05-25,196.79999999999993,348.0,650.4000000000003
