MeasurementDateGMT,Havering - Romford: Nitric Oxide (ug/m3),Havering - Romford: Nitrogen Dioxide (ug/m3),Havering - Romford: Oxides of Nitrogen (ug/m3),Havering - Romford: PM10 Particulate (ug/m3)
2018-02-16,2273.6,1912.8999999999999,5398.8,784.8999999999999
2018-02-17,2209.9000000000005,2006.2999999999997,5394.999999999999,880.4999999999999
2018-02-18,1109.5000000000002,1687.6,3388.9000000000005,786.1999999999999
2018-02-19,963.3,1192.4,2669.3000000000015,412.99999999999994
2018-02-20,179.3,554.3,828.6000000000003,176.0
2018-02-21,655.8000000000001,939.2000000000002,1944.4999999999998,1051.8
2018-02-22,311.90000000000003,948.6000000000001,1426.9000000000003,738.6
2018-02-23,329.0,909.0999999999999,1413.3,612.2
2018-02-24,243.70000000000005,715.0999999999999,1088.7,680.8
2018-02-25,177.4,597.4,869.3000000000001,369.4
2018-02-26,292.5999999999999,642.6999999999998,1091.8999999999999,315.70000000000005
2018-02-27,508.49999999999994,899.3,1679.4000000000003,398.70000000000005
2018-02-28,380.0999999999999,810.8,1393.2,544.5
2018-03-01,152.70000000000002,512.7,746.8000000000001,905.2
2018-03-02,221.6,776.1000000000003,1116.3,1072.5
2018-03-03,296.09999999999997,919.4000000000001,1373.1,1665.4000000000003
2018-03-04,600.5999999999999,1272.9,2194.1,520.1999999999998
2018-03-05,893.1999999999999,1355.9999999999998,2725.4000000000005,425.20000000000005
2018-03-06,1461.85,1773.9499999999996,4015.2000000000003,629.75
2018-03-07,619.1,1355.8999999999999,2305.6,465.7
2018-03-08,406.3999999999999,871.0000000000001,1493.8,244.39999999999998
2018-03-09,1594.9000000000003,1714.3000000000002,4159.9,546.8
2018-03-10,1478.6999999999998,1647.6,3915.1,546.3000000000001
2018-03-11,439.2,1073.9,1747.0000000000002,478.4
2018-03-12,203.00000000000003,690.4999999999999,1001.7999999999997,164.7
2018-03-13,818.2,1080.8,2335.1,416.40000000000003
2018-03-14,520.3,1070.2,1868.3000000000002,422.0
2018-03-15,507.6,1165.2,1943.9999999999998,321.7
2018-03-16,841.5999999999998,1423.8999999999996,2714.7,568.0
2018-03-17,175.5,526.2,795.7,419.9
2018-03-18,148.7,494.40000000000003,722.9,634.8999999999999
2018-03-19,216.30000000000004,591.8000000000001,923.5,465.9999999999999
2018-03-20,275.29999999999995,798.0,1219.8,352.20000000000005
2018-03-21,615.2,1046.4,1989.9999999999998,440.3
2018-03-22,139.4,711.4,925.1,396.6000000000001
2018-03-23,610.8000000000001,1199.8000000000002,2136.4,604.9
2018-03-24,526.6999999999999,1032.9,1840.5,788.3000000000001
2018-03-25,219.50000000000003,936.7,1273.2,760.3
2018-03-26,397.29999999999995,1029.0,1637.8,375.0
2018-03-27,395.19999999999993,1000.6,1607.0000000000002,231.0
2018-03-28,463.90000000000003,1251.2,1962.9999999999998,239.29999999999998
2018-03-29,1379.3999999999999,1724.6999999999996,3839.9,453.4000000000001
2018-03-30,476.0,1136.4999999999998,1866.6000000000001,255.80000000000007
2018-03-31,487.80000000000007,891.2999999999998,1639.0000000000002,245.5
2018-04-01,166.89999999999998,614.2000000000002,870.3000000000001,319.79999999999995
2018-04-02,684.5999999999999,1155.1999999999998,2205.1000000000004,287.90000000000003
2018-04-03,625.1999999999999,1202.5,2161.5,404.29999999999995
2018-04-04,414.40000000000003,889.4999999999999,1525.0000000000002,371.7
2018-04-05,279.40000000000003,727.3000000000001,1155.5,238.2
2018-04-06,521.4,1247.7,2047.1000000000001,536.7
2018-04-07,649.7,1464.7,2460.9,735.0
2018-04-08,375.30000000000007,1002.3999999999996,1578.0000000000002,486.9999999999999
2018-04-09,262.0,780.9000000000001,1182.8000000000002,591.5
2018-04-10,387.1,1100.9999999999998,1694.5,710.8
2018-04-11,398.19999999999993,818.8000000000002,1429.35,1133.0000000000002
2018-04-12,331.20000000000005,688.0,1196.1,835.0000000000001
2018-04-13,839.4999999999999,1255.6,2542.4,763.4999999999998
2018-04-14,697.9000000000002,1174.7,2245.2999999999997,970.4000000000001
2018-04-15,406.1999999999999,1031.2000000000003,1653.9,743.9999999999999
2018-04-16,556.7999999999998,1206.4999999999998,2060.5,575.7999999999998
2018-04-17,599.6000000000001,1262.7,2181.9,503.3
2018-04-18,767.6000000000001,1337.2999999999997,2514.099999999999,691.2
2018-04-19,963.2999999999997,1917.2,3394.2000000000003,1059.8
2018-04-20,686.1000000000001,1146.8,2199.0,922.4
2018-04-21,242.6,1013.7000000000002,1385.6,996.0000000000001
2018-04-22,191.3,773.1999999999998,1066.2,908.1000000000001
2018-04-23,169.6,595.5,855.1,283.3
2018-04-24,376.09999999999997,777.4000000000002,1354.0000000000002,320.5
2018-04-25,189.4,572.1,862.1999999999999,269.70000000000005
2018-04-26,225.39999999999998,648.9000000000001,994.4,325.6
2018-04-27,619.6000000000001,1263.6999999999998,2213.6000000000004,423.5
2018-04-28,80.3,531.6,654.9,259.09999999999997
2018-04-29,201.79999999999995,472.7,781.9,201.5
2018-04-30,83.4,421.7,550.1999999999999,249.4
2018-05-01,543.8999999999999,1113.3000000000002,1947.5000000000005,406.19999999999993
2018-05-02,474.6000000000001,1051.3999999999999,1779.4999999999998,301.1
2018-05-03,900.1999999999999,1362.8,2742.7,449.20000000000005
2018-05-04,669.2,1291.1,2317.1999999999994,705.0999999999999
2018-05-05,366.5000000000001,1124.8999999999999,1686.2999999999995,696.8000000000001
2018-05-06,179.9,1081.9999999999998,1358.1999999999998,900.6000000000001
2018-05-07,151.90000000000003,1134.3999999999999,1367.6000000000001,951.2000000000002
2018-05-08,470.3999999999999,1149.7,1870.9,1039.0
2018-05-09,290.8,841.5,1287.2,477.69999999999993
2018-05-10,120.39999999999999,592.8999999999999,777.4,329.3
2018-05-11,510.90000000000003,1158.8,1942.4,569.9000000000001
2018-05-12,371.0,1096.3000000000002,1665.2,440.49999999999994
2018-05-13,124.5,638.1,828.8000000000001,426.99999999999994
2018-05-14,133.29999999999998,542.0,746.4000000000001,291.9
2018-05-15,176.98260869565217,546.1347826086957,817.4608695652173,396.9
2018-05-16,189.21739130434784,489.76521739130436,779.3391304347825,442.90000000000003
2018-05-17,238.4,513.0,878.4500000000002,435.2
2018-05-18,223.4,584.9999999999999,927.9000000000001,440.49999999999994
2018-05-19,242.2,721.3,1093.0000000000002,554.6999999999999
2018-05-20,164.2,579.2,830.8,619.2000000000002
2018-05-21,259.99999999999994,898.9999999999999,1297.6,744.4999999999999
2018-05-22,153.49999999999997,544.6999999999999,779.8,666.7000000000002
2018-05-23,160.39999999999998,507.7000000000001,753.4,594.8
2018-05-24,197.5,657.4999999999999,960.2000000000002,647.6999999999999
2018-05-25,279.70000000000005,918.8000000000002,1347.3999999999999,725.5
2018-05-26,128.7,636.0,833.6,998.2000000000002
2018-05-27,132.20000000000002,797.3000000000001,999.9,1039.5
2018-05-28,121.29999999999997,524.1999999999999,710.2000000000002,849.7000000000002
2018-05-29,203.30000000000004,600.0,911.4000000000001,572.3000000000001
2018-05-30,331.09999999999997,914.5,1421.8999999999999,630.3000000000001
2018-05-31,246.7,858.9999999999999,1237.7999999999997,822.4000000000001
2018-06-01,460.2999999999999,1124.4,1830.3999999999996,736.8000000000001
2018-06-02,94.60000000000002,573.1,718.3000000000002,326.90000000000003
2018-06-03,159.7,698.0,942.9999999999999,349.59999999999997
2018-06-04,249.8,630.3000000000001,1013.7,398.50000000000006
2018-06-05,214.60000000000002,539.6,868.8000000000001,371.50000000000006
2018-06-06,215.3,573.5999999999999,904.0999999999999,525.6999999999999
2018-06-07,206.10000000000005,557.2000000000002,873.1000000000001,450.99999999999994
2018-06-08,214.79999999999998,529.9,859.7999999999998,452.3
2018-06-09,173.8,520.9000000000001,787.3,430.5
2018-06-10,106.19999999999999,348.70000000000005,511.49999999999994,378.7999999999999
2018-06-11,205.39999999999998,488.50000000000006,803.7999999999998,320.1
2018-06-12,117.30000000000001,411.5,591.1,295.5
2018-06-13,467.8,912.8000000000001,1630.0,459.29999999999995
2018-06-14,248.99999999999994,502.3000000000001,884.0999999999998,455.7
2018-06-15,146.09999999999997,578.0999999999999,802.2000000000002,429.59999999999997
2018-06-16,301.6,649.8,1111.9,382.3
2018-06-17,220.39999999999998,439.1,776.8,296.9
2018-06-18,154.7,379.0,616.0,314.5
2018-06-19,280.85,422.55,852.9,251.55
2018-06-20,395.8999999999999,421.99999999999994,1029.1000000000001,418.69999999999993
2018-06-21,65.89999999999999,269.4,370.5999999999999,268.59999999999997
2018-06-22,142.70000000000002,417.09999999999997,635.6999999999999,349.29999999999995
2018-06-23,76.70000000000003,476.59999999999997,594.4,345.0
2018-06-24,97.00000000000001,525.3000000000001,674.0,443.9000000000001
2018-06-25,257.15714285714284,890.094930875576,1285.1640552995389,443.95
2018-06-26,247.71428571428575,890.4221198156682,1271.502304147465,358.0
2018-06-27,246.06857142857143,884.1577880184332,1262.6897695852535,407.9000000000001
2018-06-28,244.4228571428571,877.893456221198,1253.8772350230413,507.60000000000014
2018-06-29,242.77714285714288,871.629124423963,1245.064700460829,433.3
2018-06-30,241.1314285714286,865.3647926267281,1236.2521658986175,415.09999999999997
2018-07-01,239.48571428571427,859.100460829493,1227.4396313364055,520.5000000000001
2018-07-02,237.83999999999997,852.836129032258,1218.6270967741934,429.8
2018-07-03,236.19428571428574,846.5717972350228,1209.8145622119814,348.3
2018-07-04,234.54857142857145,840.307465437788,1201.0020276497694,412.4000000000001
2018-07-05,232.90285714285713,834.0431336405529,1192.1894930875574,717.6999999999999
2018-07-06,231.25714285714292,827.778801843318,1183.3769585253453,693.7999999999998
2018-07-07,229.61142857142863,821.5144700460829,1174.5644239631335,726.8000000000001
2018-07-08,227.96571428571428,815.2501382488479,1165.7518894009213,439.4
2018-07-09,226.31999999999996,808.9858064516129,1156.9393548387095,378.49999999999994
2018-07-10,224.67428571428573,802.7214746543777,1148.1268202764977,290.99999999999994
2018-07-11,223.0285714285714,796.4571428571428,1139.3142857142857,370.3
2018-07-12,221.38285714285712,790.1928110599077,1130.501751152074,430.3
2018-07-13,219.73714285714289,783.9284792626728,1121.6892165898619,392.1
2018-07-14,218.09142857142862,777.6641474654377,1112.8766820276498,421.4
2018-07-15,216.4457142857143,771.3998156682028,1104.0641474654378,501.0
2018-07-16,214.79999999999995,765.1354838709676,1095.251612903226,468.3999999999999
2018-07-17,213.15428571428572,758.8711520737328,1086.4390783410138,337.09999999999997
2018-07-18,211.50857142857146,752.6068202764976,1077.6265437788018,426.5
2018-07-19,209.86285714285714,746.3424884792627,1068.81400921659,454.0
2018-07-20,208.21714285714282,740.0781566820276,1060.0014746543777,505.5
2018-07-21,206.5714285714286,733.8138248847926,1051.188940092166,583.1
2018-07-22,204.9257142857143,727.5494930875576,1042.376405529954,428.09999999999997
2018-07-23,203.27999999999997,721.2851612903224,1033.5638709677419,527.2
2018-07-24,201.63428571428568,715.0208294930876,1024.7513364055299,469.2
2018-07-25,199.98857142857145,708.7564976958525,1015.9388018433178,507.7
2018-07-26,198.34285714285716,702.4921658986175,1007.1262672811059,857.1999999999998
2018-07-27,196.6971428571428,696.2278341013824,998.3137327188941,738.1
2018-07-28,195.05142857142863,689.9635023041475,989.5011981566818,435.9000000000001
2018-07-29,193.40571428571434,683.6991705069124,980.6886635944701,265.1
2018-07-30,191.76,677.4348387096774,971.8761290322581,311.90000000000003
2018-07-31,190.1142857142857,671.1705069124424,963.0635944700459,344.90000000000003
2018-08-01,188.46857142857144,664.9061751152072,954.251059907834,367.4000000000001
2018-08-02,186.82285714285712,658.6418433179724,945.438525345622,440.30000000000007
2018-08-03,185.17714285714283,652.3775115207372,936.6259907834101,466.4000000000001
2018-08-04,183.5314285714286,646.1131797235024,927.8134562211982,333.2
2018-08-05,181.88571428571433,639.8488479262672,919.0009216589862,231.12941176470588
2018-08-06,180.24,633.5845161290323,910.188387096774,197.67529411764707
2018-08-07,178.59428571428566,627.3201843317972,901.3758525345621,207.1623529411765
2018-08-08,176.94857142857146,621.0558525345621,892.5633179723503,216.64941176470586
2018-08-09,335.3599999999999,750.4896774193548,1264.6922580645162,226.13647058823526
2018-08-10,566.4000000000001,892.8000000000001,1761.0,235.62352941176474
2018-08-11,662.4000000000001,988.4,2004.0000000000002,245.11058823529413
2018-08-12,467.3,863.0,1579.1999999999998,254.5976470588235
2018-08-13,96.5,416.29999999999984,564.6,264.084705882353
2018-08-14,129.6,415.1,614.1,273.5717647058824
2018-08-15,460.70000000000005,747.0,1453.2,283.05882352941177
2018-08-16,927.1000000000001,959.5,2380.9,399.5000000000001
2018-08-17,716.3000000000002,784.1999999999998,1882.2,370.0
2018-08-18,500.3,726.1,1492.7,351.0999999999999
2018-08-19,286.7,495.5,935.3999999999999,310.49999999999994
2018-08-20,368.8,716.9000000000002,1281.9,305.90000000000003
2018-08-21,439.50000000000006,868.6999999999998,1542.3999999999999,300.8500000000001
2018-08-22,723.9000000000001,858.7,1968.5000000000007,414.0999999999999
2018-08-23,333.40000000000003,413.1000000000001,924.0999999999999,269.5
2018-08-24,132.60000000000002,292.59999999999997,495.6,218.70000000000005
2018-08-25,311.1,370.0,846.9,249.2
2018-08-26,670.9999999999999,757.4999999999998,1786.2,319.9
2018-08-27,32.9,189.00000000000006,238.80000000000007,202.1
2018-08-28,863.8000000000001,1054.1000000000001,2378.3,375.90000000000003
2018-08-29,267.1,666.2,1076.1,362.79999999999995
2018-08-30,197.70000000000005,559.6,862.5000000000001,371.9
2018-08-31,370.25,803.0999999999999,1371.1999999999998,425.1
2018-09-01,548.4,1172.6,2013.7999999999997,567.1
2018-09-02,247.9,979.7000000000003,1359.5000000000005,606.8000000000002
2018-09-03,368.90000000000015,950.1,1515.3000000000002,544.8999999999999
2018-09-04,58.00000000000001,478.9,567.6000000000001,440.50000000000006
2018-09-05,92.19999999999997,487.70000000000005,629.3000000000001,405.7
2018-09-06,107.8,432.70000000000005,597.9000000000002,395.50000000000006
2018-09-07,124.30000000000001,516.8,707.4000000000001,276.1
2018-09-08,908.2999999999998,1174.0000000000002,2566.8000000000006,347.0
2018-09-09,379.0999999999999,732.6,1313.7,312.59999999999997
2018-09-10,555.0,730.9999999999999,1581.5999999999997,377.09999999999997
2018-09-11,506.89999999999986,663.6000000000001,1440.9000000000003,373.8
2018-09-12,569.3,719.2999999999998,1592.1999999999998,247.8
2018-09-13,1045.1,845.7000000000002,2448.1,454.7
2018-09-14,616.2999999999998,986.0999999999999,1931.1999999999998,334.1
2018-09-15,710.8000000000001,956.4000000000001,2046.4,399.19999999999993
2018-09-16,445.09999999999997,917.2999999999998,1599.9,407.0
2018-09-17,582.4999999999999,1227.8,2120.6,458.20000000000005
2018-09-18,448.0,739.5,1426.1000000000001,413.29999999999995
2018-09-19,521.7,705.2,1505.1,501.5
2018-09-20,488.99999999999994,716.2,1465.8999999999999,490.7
2018-09-21,85.39999999999999,340.0,471.39999999999986,225.30000000000004
2018-09-22,415.4000000000001,740.5,1376.6,279.3
2018-09-23,116.89999999999998,453.1999999999999,631.9999999999999,192.89999999999998
2018-09-24,1055.2999999999997,943.4,2561.2999999999997,326.7999999999999
2018-09-25,2288.8,1612.4,5121.700000000002,514.0000000000001
2018-09-26,1924.9,1796.2,4748.0,568.6
2018-09-27,1620.2000000000003,1569.2999999999997,4053.4999999999995,640.6
2018-09-28,445.8999999999999,629.1,1313.2,320.6000000000001
2018-09-29,666.3000000000001,1139.3999999999999,2161.0,463.2
2018-09-30,422.4999999999999,620.0,1267.7,386.3
2018-10-01,91.4,497.95,637.85,246.0
2018-10-02,103.19999999999997,431.5999999999999,589.8999999999999,240.89999999999998
2018-10-03,872.6000000000001,751.9999999999999,2090.2,337.00000000000006
2018-10-04,1906.1999999999998,1130.9,4053.7999999999997,547.4999999999999
2018-10-05,2078.2,1637.0,4823.2,788.8000000000001
2018-10-06,834.8000000000001,810.4000000000001,2090.2,327.6
2018-10-07,550.3000000000001,643.8000000000001,1487.7,339.6
2018-10-08,1728.7000000000003,1442.2,4092.899999999999,416.90000000000003
2018-10-09,1692.3000000000004,1735.1,4329.799999999999,590.1000000000001
2018-10-10,511.50000000000006,1207.2,1991.7,1059.8
2018-10-11,580.3000000000001,1060.4,1950.5,497.9000000000001
2018-10-12,509.50000000000006,965.8999999999999,1747.0,427.6000000000001
2018-10-13,615.2999999999998,1042.7,1986.3999999999994,420.2999999999999
2018-10-14,145.20000000000002,423.7999999999999,646.7,146.0
2018-10-15,418.49999999999994,657.8,1299.3,299.0
2018-10-16,1174.3999999999999,1183.6000000000001,2984.100000000001,670.9999999999999
2018-10-17,1435.7,1275.9,3477.3999999999996,432.2
2018-10-18,375.80000000000007,712.6,1288.8,346.20000000000005
2018-10-19,1459.5,1154.3999999999999,3391.5000000000005,588.6
2018-10-20,3367.2000000000007,1642.5875000000003,6805.2125,999.0999999999999
2018-10-21,1066.4999999999995,1087.7625,2723.0375,645.9000000000002
2018-10-22,743.7000000000002,889.6999999999999,2029.7,410.6
2018-10-23,259.8,716.4000000000001,1115.1000000000004,366.29999999999995
2018-10-24,207.09999999999997,752.8999999999999,1070.6999999999998,399.7999999999999
2018-10-25,251.30000000000004,749.4999999999999,1134.5,418.5
2018-10-26,64.1,579.0,676.9,215.60000000000002
2018-10-27,88.2,378.90000000000003,513.9,121.39999999999999
2018-10-28,262.79999999999995,458.40000000000003,861.1,145.0
2018-10-29,571.1,656.1999999999999,1532.3,147.3
2018-10-30,166.6,586.1,841.7,248.00000000000003
2018-10-31,1327.8499999999997,1229.4,3265.25,422.4000000000001
2018-11-01,1264.6999999999998,1145.5,3084.9,409.8
2018-11-02,2361.1,1479.7000000000003,5099.8,670.0
2018-11-03,1240.4,1531.0,3433.1,767.7000000000002
2018-11-04,541.2000000000002,1021.5999999999999,1851.7,661.4999999999999
2018-11-05,1021.4000000000001,920.4,2486.2000000000003,1233.3
2018-11-06,1079.6999999999996,1020.3000000000002,2675.7000000000003,652.9
2018-11-07,708.1999999999999,819.9000000000001,1906.1,296.4
2018-11-08,984.9999999999999,1255.0,2765.8999999999996,434.5000000000001
2018-11-09,589.9000000000001,867.8,1772.0000000000002,377.8999999999999
2018-11-10,1198.5,1372.1000000000001,3210.0000000000005,434.79999999999995
2018-11-11,920.0000000000001,1208.3000000000004,2618.5999999999995,343.59999999999997
2018-11-12,1423.8,1446.0999999999997,3629.4,410.59999999999997
2018-11-13,1394.2000000000003,1371.9,3509.8,481.8
2018-11-14,1276.1,1391.5,3347.9000000000005,539.3
2018-11-15,1245.4000000000003,1017.9,2927.5000000000005,705.0999999999999
2018-11-16,673.9000000000001,719.3,1752.3,353.6
2018-11-17,421.2,824.1,1470.1999999999998,637.9
2018-11-18,212.9,702.1999999999999,1029.0,453.9999999999999
2018-11-19,177.20000000000005,469.59999999999997,741.6,204.59999999999994
2018-11-20,334.49999999999994,717.3000000000001,1230.3999999999999,348.3
2018-11-21,1488.8000000000002,1121.1,3403.7,682.4999999999999
2018-11-22,2096.8,1252.2000000000003,4466.900000000001,1100.1000000000001
2018-11-23,979.8000000000001,1139.3,2641.9000000000005,898.7
2018-11-24,458.00000000000006,1028.2,1730.1999999999998,694.8999999999999
2018-11-25,185.5,599.5,884.0,529.8000000000001
2018-11-26,183.99999999999997,686.8000000000002,968.4999999999999,366.49999999999994
2018-11-27,1099.6,1073.6000000000001,2759.8000000000006,440.9
2018-11-28,722.5999999999999,1133.4999999999998,2241.4000000000005,302.79999999999995
2018-11-29,655.4000000000001,1064.8999999999999,2069.5,337.59999999999997
2018-11-30,1120.3999999999999,1313.8,3031.5999999999995,417.69999999999993
2018-12-01,1037.2,1390.7,2981.2,302.80000000000007
2018-12-02,449.7,660.9,1350.3,172.80000000000007
2018-12-03,399.20000000000005,739.2999999999998,1351.0000000000002,357.59999999999997
2018-12-04,2300.7000000000003,1639.9,5167.2,638.6
2018-12-05,1179.5,1213.2,3021.6000000000004,372.9
2018-12-06,667.2999999999998,963.9,1986.9999999999998,276.4
2018-12-07,348.1000000000001,716.3000000000001,1250.0,212.99999999999997
2018-12-08,132.50000000000006,410.4000000000001,613.9999999999999,323.8
2018-12-09,76.3,258.90000000000003,375.40000000000003,201.1
2018-12-10,238.70000000000002,1060.9,1426.4,324.50000000000006
2018-12-11,2962.9000000000005,1626.5,6170.300000000001,789.3
2018-12-12,525.8999999999999,1088.8999999999999,1895.7000000000003,504.5
2018-12-13,593.9999999999999,1032.9,1943.6,518.7
2018-12-14,1668.0000000000002,1388.4999999999998,3946.4999999999995,816.2
2018-12-15,479.49999999999994,783.6999999999999,1519.3,497.0
2018-12-16,1437.4000000000005,1588.8000000000002,3793.0999999999995,374.49999999999994
2018-12-17,1485.3000000000002,1402.9,3680.7999999999997,451.1
2018-12-18,557.3999999999999,930.9000000000001,1784.9999999999998,396.7
2018-12-19,1459.9999999999995,1660.4,3899.2000000000003,410.09999999999997
2018-12-20,1225.4,1365.7,3244.8,386.50000000000006
2018-12-21,296.19999999999993,680.7,1135.0000000000002,381.40000000000003
2018-12-22,105.80000000000001,609.1999999999999,770.9,338.20000000000005
2018-12-23,270.79999999999984,719.7,1134.6000000000001,236.70000000000005
2018-12-24,2234.5,1348.2,4773.900000000001,704.0
2018-12-25,1615.3,1369.3000000000002,3845.7,597.8999999999999
2018-12-26,1157.2000000000003,1201.9999999999998,2976.6000000000004,585.4000000000001
2018-12-27,4454.4,1700.8000000000002,8531.100000000002,1203.2
2018-12-28,2919.6,1539.5999999999997,6016.5,931.1000000000001
2018-12-29,371.30000000000007,824.8000000000002,1394.5000000000002,362.30000000000007
2018-12-30,379.2000000000002,792.5000000000002,1374.0000000000002,330.1
2018-12-31,-8.900000000000004,308.90000000000003,295.30000000000007,197.4
2019-01-01,9.999999999999998,339.4500000000001,354.65000000000003,318.8999999999999
2019-01-02,48.599999999999994,596.1,670.8,360.2
2019-01-03,130.0,804.0999999999999,1003.6000000000001,442.8000000000001
2019-01-04,202.0,996.6999999999999,1306.6,695.8000000000001
2019-01-05,9.100000000000001,670.0,682.9,563.3
2019-01-06,72.4,915.8999999999999,1027.1,552.3999999999999
2019-01-07,164.99999999999997,828.5000000000001,1082.3,421.39999999999986
2019-01-08,17.9,423.0000000000001,450.2,354.30000000000007
2019-01-09,50.50000000000001,532.3000000000001,609.6,299.20000000000005
2019-01-10,478.3999999999999,1120.7,1854.2,722.5
2019-01-11,165.39999999999998,947.5999999999999,1201.6,479.8
2019-01-12,55.4,619.5999999999999,704.9000000000001,216.5
2019-01-13,-21.800000000000004,237.29999999999998,204.70000000000007,171.90000000000003
2019-01-14,59.8,688.6999999999999,780.5,345.90000000000003
2019-01-15,754.1,1234.5000000000002,2391.0999999999995,321.59999999999997
2019-01-16,811.0,1213.0000000000002,2457.1,274.7
2019-01-17,168.0,827.4999999999999,1085.1,263.4
2019-01-18,2157.5,1844.1999999999998,5151.9,685.9000000000001
2019-01-19,394.40000000000003,948.6999999999999,1553.3999999999999,509.5
2019-01-20,706.5000000000001,1116.0,2199.1,777.4000000000001
2019-01-21,2741.7,1737.1999999999998,5940.900000000001,1186.1
2019-01-22,512.4,1102.6999999999998,1888.1999999999998,316.84999999999997
2019-01-23,229.60000000000002,721.9000000000001,1074.4,408.0
2019-01-24,2668.2000000000003,1874.4,5965.099999999999,789.6
2019-01-25,1349.7,1372.2,3441.750000000001,538.0
2019-01-26,365.2,823.0000000000001,1383.2,283.1
2019-01-27,15.300000000000004,222.2999999999999,246.30000000000013,226.1
2019-01-28,531.5,844.8,1660.2999999999997,315.0
2019-01-29,2541.2,1890.5000000000005,5787.5,618.3000000000001
2019-01-30,1006.9,1303.8,2847.7999999999997,404.29999999999995
2019-01-31,2498.2999999999993,1390.5999999999997,5220.8,703.8999999999999
2019-02-01,334.9,749.2999999999998,1262.9,340.3
2019-02-02,49.5,373.20000000000005,449.0,301.50000000000006
2019-02-03,729.1,1178.6999999999996,2296.6,503.5
2019-02-04,1364.2000000000003,1338.7,3430.3000000000006,349.90000000000003
2019-02-05,1658.2999999999997,1503.7999999999997,4047.2999999999984,434.1
2019-02-06,1341.8999999999999,1483.8999999999996,3541.0,441.59999999999997
2019-02-07,275.2,670.3000000000001,1092.4,271.6
2019-02-08,345.70000000000005,734.1000000000001,1264.3999999999999,295.09999999999997
2019-02-09,257.6,580.6,976.4000000000001,337.8
2019-02-10,111.99999999999997,680.8000000000002,852.3,146.29999999999998
2019-02-11,661.6999999999999,1099.55,2114.2000000000003,322.29999999999995
