MeasurementDateGMT,Westminster - Strand (Northbank BID): Nitric Oxide (ug/m3),Westminster - Strand (Northbank BID): Nitrogen Dioxide (ug/m3),Westminster - Strand (Northbank BID): Oxides of Nitrogen (ug/m3)
2018-05-15,671.0000000000001,1516.0,2544.4
2018-05-16,799.4000000000001,1270.3,2496.1000000000004
2018-05-17,1166.6,1500.1,3288.8
2018-05-18,1701.1999999999998,2095.5,4704.3
2018-05-19,1940.2999999999993,2319.7,5294.6
2018-05-20,2112.8,2497.2,5736.899999999999
2018-05-21,1902.05,2513.6000000000004,5429.950000000001
2018-05-22,741.3999999999999,1300.9,2437.9000000000005
2018-05-23,743.8,1257.0,2397.1000000000004
2018-05-24,2200.3999999999996,2102.4000000000005,5476.199999999999
2018-05-25,2759.6000000000004,2612.2000000000003,6843.800000000001
2018-05-26,1232.3,2068.7000000000003,3958.3
2018-05-27,1328.3999999999999,2245.1,4281.900000000001
2018-05-28,552.9999999999999,1099.1,1947.3000000000004
2018-05-29,787.4,1419.2,2626.8
2018-05-30,3073.5,2566.9,7279.6
2018-05-31,2672.2000000000003,2908.4,7005.9000000000015
2018-06-01,2721.4000000000005,2750.6000000000004,6923.5
2018-06-02,1672.8,2079.8,4644.6
2018-06-03,1517.8,2240.1000000000004,4567.1
2018-06-04,1118.6000000000001,1723.6000000000001,3438.8
2018-06-05,1446.1000000000001,1794.7999999999995,4012.3999999999996
2018-06-06,1684.6999999999998,1926.4,4509.3
2018-06-07,1789.5999999999995,2091.9000000000005,4836.099999999999
2018-06-08,1575.5,1909.9,4325.400000000001
2018-06-09,1438.6000000000001,1953.6000000000001,4159.3
2018-06-10,1301.3999999999999,1658.6,3654.100000000001
2018-06-11,2266.3999999999996,2239.3999999999996,5714.6
2018-06-12,1322.1,1703.0999999999995,3730.4000000000005
2018-06-13,2480.7,2527.8000000000006,6331.399999999999
2018-06-14,1795.6000000000004,1926.9000000000003,4680.599999999999
2018-06-15,2007.1000000000001,2337.6,5415.400000000001
2018-06-16,1526.7999999999997,1957.8999999999994,4299.3
2018-06-17,1132.1000000000001,1522.1999999999998,3257.8
2018-06-18,1679.6,1895.3,4470.500000000001
2018-06-19,2285.3,1745.4999999999998,5249.4
2018-06-20,2466.5,1614.2000000000003,5396.0
2018-06-21,567.0000000000001,1135.2,2004.4999999999998
2018-06-22,1213.3000000000002,1676.8500000000001,3537.1000000000004
2018-06-23,851.7,1640.1,2946.4
2018-06-24,803.8000000000001,1631.1000000000004,2864.3999999999996
2018-06-25,1445.9,2627.899999999999,4844.8
2018-06-26,2488.8999999999996,2912.4,6729.100000000001
2018-06-27,2087.3,2345.2,5545.4
2018-06-28,1502.3999999999999,2120.6000000000004,4424.300000000001
2018-06-29,1354.4999999999998,1949.7,4026.500000000001
2018-06-30,1112.8999999999999,1986.8,3692.699999999999
2018-07-01,692.8000000000001,1949.2000000000003,3011.4
2018-07-02,1485.6,2458.8000000000006,4736.2
2018-07-03,1895.0,2533.5,5439.000000000001
2018-07-04,2445.5,2903.0000000000005,6652.599999999999
2018-07-05,2284.5999999999995,3242.4000000000005,6745.9000000000015
2018-07-06,860.8000000000001,2301.5,3621.0999999999995
2018-07-07,1059.4000000000003,2498.7999999999997,4123.5
2018-07-08,611.8,1745.8,2684.5000000000005
2018-07-09,1484.1000000000001,2211.5000000000005,4487.200000000001
2018-07-10,843.4,1220.9,2513.9
2018-07-11,960.6000000000003,1539.1999999999998,3012.3
2018-07-12,1575.8999999999999,2239.1,4655.599999999999
2018-07-13,2085.8999999999996,2643.7999999999993,5842.200000000001
2018-07-14,2039.0,3124.8999999999996,6251.1
2018-07-15,982.4,2420.3000000000006,3926.2999999999997
2018-07-16,1800.9999999999995,2853.7000000000003,5614.899999999999
2018-07-17,2140.8,2222.7999999999997,5505.5
2018-07-18,2700.1,2818.3,6958.4000000000015
2018-07-19,3199.7,3245.2000000000003,8151.400000000002
2018-07-20,2693.5999999999995,3324.5,7454.8
2018-07-21,1233.3000000000002,2809.3,4699.599999999999
2018-07-22,1126.9000000000003,2185.0,3912.699999999999
2018-07-23,1984.0999999999997,2773.7,5815.500000000001
2018-07-24,1919.8,2794.0999999999995,5737.599999999999
2018-07-25,1863.7,2836.9000000000005,5694.800000000001
2018-07-26,2633.3999999999996,3792.8999999999996,7831.0
2018-07-27,2403.7999999999997,3299.5000000000005,6985.1
2018-07-28,375.1,752.0,1327.2
2018-07-29,774.4,1020.8,2207.9999999999995
2018-07-30,2102.4,1841.4000000000003,5064.599999999999
2018-07-31,1956.9000000000005,2051.7999999999997,5051.999999999999
2018-08-01,2285.4,2419.4,5923.800000000001
2018-08-02,2232.9999999999995,2552.2999999999997,5976.5
2018-08-03,1647.0,2422.1,4947.199999999999
2018-08-04,731.9,1266.9,2389.2000000000007
2018-08-05,1301.8,1966.6,3963.1000000000004
2018-08-06,2162.0000000000005,3010.8,6325.799999999998
2018-08-07,1986.8,2892.5000000000005,5939.3
2018-08-08,1991.6999999999998,2016.3999999999996,5070.200000000001
2018-08-09,2252.6,1996.2000000000003,5450.299999999999
2018-08-10,2210.5,2024.2000000000003,5414.1
2018-08-11,2105.1,2289.2999999999997,5517.299999999999
2018-08-12,1336.1,1881.8999999999999,3930.3999999999996
2018-08-13,2386.207692307692,2024.8384615384616,5683.544230769232
2018-08-14,3356.492307692308,2346.4615384615386,7493.33076923077
2018-08-15,3225.0000000000005,2341.5999999999995,7286.775000000001
2018-08-16,2726.9999999999995,1870.4999999999995,6052.100000000001
2018-08-17,2558.1,2098.6,6021.100000000002
2018-08-18,1707.2,1700.4000000000003,4318.0
2018-08-19,1021.5000000000001,1217.9,2785.1
2018-08-20,2867.0000000000005,2111.2999999999997,6506.800000000003
2018-08-21,2231.8769230769226,2102.8615384615387,5525.323076923076
2018-08-22,3201.361538461539,2147.669230769231,7057.361538461538
2018-08-23,1908.7964221824689,1628.7389982110913,4555.327012522361
2018-08-24,2258.46511627907,1775.3302325581396,5237.888372093025
2018-08-25,2430.372093023256,1850.3441860465116,5576.790697674418
2018-08-26,2602.279069767442,1925.3581395348838,5915.693023255812
2018-08-27,2774.186046511628,2000.372093023256,6254.5953488372115
2018-08-28,2948.6627906976746,2206.625581395349,6727.920930232557
2018-08-29,1126.9999999999998,1749.3,3476.7
2018-08-30,1169.2,1683.1000000000001,3475.9
2018-08-31,2415.9,2420.599999999999,6125.2
2018-09-01,1928.5000000000002,2542.9,5499.599999999999
2018-09-02,1232.8999999999999,2319.0000000000005,4209.0
2018-09-03,1804.4000000000003,2611.9999999999995,5378.6
2018-09-04,600.0999999999999,1416.2,2336.4
2018-09-05,764.6999999999998,1440.4,2612.7000000000003
2018-09-06,1561.4999999999998,1798.2,4192.599999999999
2018-09-07,1835.1000000000004,1849.3999999999999,4663.3
2018-09-08,2207.1000000000004,2164.3,5548.500000000002
2018-09-09,1156.3,1729.9999999999998,3502.6000000000004
2018-09-10,2217.0499999999997,2064.3,5463.55
2018-09-11,2334.2000000000003,1804.3999999999999,5383.9
2018-09-12,1027.9,1553.7999999999997,3130.2000000000003
2018-09-13,3307.8999999999996,2281.0,7353.800000000001
2018-09-14,3028.2999999999997,2303.0999999999995,6946.4
2018-09-15,2072.0,2044.8,5221.8
2018-09-16,1223.3000000000002,1829.2,3704.7
2018-09-17,2189.7,2470.4999999999995,5827.7
2018-09-18,1968.8,2091.9000000000005,5110.099999999999
2018-09-19,1858.3000000000002,1912.7,4761.3
2018-09-20,2110.6999999999994,1919.7000000000005,5155.5
2018-09-21,1419.6,1702.7,3879.3
2018-09-22,2389.3999999999996,2143.4000000000005,5807.2
2018-09-23,435.4000000000001,1084.9999999999998,1753.1000000000004
2018-09-24,2235.0,2013.6499999999999,5440.349999999999
2018-09-25,5228.500000000002,2945.5000000000005,10961.399999999998
2018-09-26,4203.799999999999,3120.6,9566.400000000001
2018-09-27,3190.4000000000005,2870.8,7762.399999999999
2018-09-28,754.4999999999999,1330.7,2487.7000000000003
2018-09-29,2888.4,2484.8,6913.7
2018-09-30,1004.0,1508.1000000000001,3047.4
2018-10-01,1215.5,1503.0999999999997,3367.2
2018-10-02,1803.6999999999998,1726.6,4491.800000000001
2018-10-03,2941.1,1928.7000000000003,6438.000000000001
2018-10-04,3681.7000000000003,1977.0,7622.000000000001
2018-10-05,4886.9,2922.9,10416.500000000002
2018-10-06,765.5999999999999,1291.6000000000004,2465.2
2018-10-07,1473.0,1554.5000000000002,3813.2000000000003
2018-10-08,3109.299999999999,2345.5,7113.0
2018-10-09,3193.7000000000007,2554.6,7451.700000000001
2018-10-10,4434.6,3014.2999999999997,9814.6
2018-10-11,2033.1999999999998,2037.3,5154.099999999999
2018-10-12,1196.9999999999998,1468.8000000000002,3304.2
2018-10-13,1096.6,1499.1000000000004,3180.5
2018-10-14,382.09999999999997,980.1,1566.3
2018-10-15,1185.9,1496.5,3314.7999999999997
2018-10-16,2811.0999999999995,2049.9,6360.100000000001
2018-10-17,2922.5,2140.0,6621.399999999999
2018-10-18,1090.5,1573.6000000000001,3246.7
2018-10-19,1999.8999999999999,2129.2,5195.600000000001
2018-10-20,3999.5,2368.5999999999995,8501.300000000001
2018-10-21,1569.3000000000002,1652.0999999999997,4058.5000000000005
2018-10-22,1142.8,1465.6,3217.6999999999994
2018-10-23,1693.5,1634.5000000000002,4232.0
2018-10-24,1799.9999999999998,1603.1000000000004,4362.700000000002
2018-10-25,1693.1000000000001,1748.0,4343.400000000001
2018-10-26,1085.5,1542.2999999999997,3206.8
2018-10-27,426.40000000000003,1018.1999999999999,1671.9
2018-10-28,461.6,998.7,1706.2
2018-10-29,662.0999999999998,1205.3,2220.4999999999995
2018-10-30,1475.6000000000001,1377.6000000000001,3640.2000000000003
2018-10-31,3756.3,2252.7000000000003,8011.999999999999
2018-11-01,2867.7,1902.3999999999999,6299.4
2018-11-02,3939.8,2413.3999999999996,8454.3
2018-11-03,1660.2000000000003,1915.3999999999996,4461.5
2018-11-04,1657.9,1742.5999999999997,4284.5
2018-11-05,4344.6,1945.3999999999996,8606.8
2018-11-06,3180.6000000000004,1802.9,6679.500000000001
2018-11-07,1663.0000000000005,1469.6,4019.5000000000005
2018-11-08,2319.7999999999997,1987.6999999999998,5544.8
2018-11-09,2166.3,1822.7,5144.3
2018-11-10,1436.9000000000003,1716.4,3920.1
2018-11-11,1670.2000000000003,1806.2999999999997,4367.299999999999
2018-11-12,2316.4,2082.7,5634.099999999999
2018-11-13,2378.6,2089.0,5735.599999999999
2018-11-14,2906.6,2001.8999999999999,6458.599999999999
2018-11-15,3871.085882352941,1955.6305882352942,7890.887058823529
2018-11-16,4567.785882352941,2312.2305882352935,9315.48705882353
2018-11-17,4671.804705882353,2466.0564705882357,9629.237647058824
2018-11-18,4775.823529411766,2619.8823529411757,9942.988235294117
2018-11-19,4879.842352941177,2773.708235294118,10256.738823529411
2018-11-20,4983.861176470587,2927.5341176470583,10570.489411764704
2018-11-21,5087.88,3081.3599999999997,10884.239999999996
2018-11-22,5087.766470588234,2998.1976470588233,10800.231764705883
2018-11-23,3786.2000000000003,2389.4999999999995,8194.599999999999
2018-11-24,1405.7000000000003,1826.3000000000002,3981.5000000000005
2018-11-25,673.3,1211.7000000000003,2244.7
2018-11-26,1018.3000000000001,1469.6500000000003,3030.8
2018-11-27,3456.2,2188.8999999999996,7488.100000000002
2018-11-28,1688.3000000000002,2046.5000000000002,4635.4
2018-11-29,1502.1000000000001,1905.8,4208.700000000001
2018-11-30,2505.3,2531.1,6372.400000000001
2018-12-01,1783.2999999999997,2239.6000000000004,4973.4
2018-12-02,1085.6999999999998,1738.5999999999997,3403.0999999999995
2018-12-03,1234.1999999999998,1869.5,3761.8000000000006
2018-12-04,4185.4,2842.0,9259.5
2018-12-05,3183.3999999999996,2523.2000000000003,7405.000000000001
2018-12-06,2199.4,2384.0999999999995,5756.2
2018-12-07,1293.6,1976.0,3959.7999999999997
2018-12-08,935.6999999999998,1668.8000000000002,3103.9
2018-12-09,644.6999999999999,1390.1000000000001,2379.1
2018-12-10,1622.4999999999998,1945.7999999999997,4433.5
2018-12-11,4540.199999999999,2564.9999999999995,9526.2
2018-12-12,3198.6,2293.3999999999996,7197.900000000001
2018-12-13,3540.8999999999996,2256.7,7686.3
2018-12-14,3996.1,2157.3,8284.800000000001
2018-12-15,2164.7000000000007,1712.4,5031.899999999999
2018-12-16,1795.7000000000003,2099.2000000000003,4852.1
2018-12-17,2585.5,2154.5000000000005,6119.0
2018-12-18,1365.4,1604.7,3698.3
2018-12-19,2198.2,2161.5,5531.999999999999
2018-12-20,2375.2,2231.4,5873.3
2018-12-21,1285.8,1818.7000000000003,3790.1
2018-12-22,1462.1999999999998,1919.9000000000003,4161.700000000001
2018-12-23,980.2000000000002,1498.4999999999998,3001.7000000000003
2018-12-24,1878.8999999999999,1763.9999999999998,4644.599999999999
2018-12-25,1498.3999999999996,1648.5999999999995,3945.9
2018-12-26,1486.5000000000002,1594.3,3874.0999999999995
2018-12-27,5556.599999999999,2463.1,10983.199999999999
2018-12-28,3822.200000000001,2099.5,7960.5
2018-12-29,1439.9000000000003,1750.8999999999999,3959.0000000000005
2018-12-30,1375.1999999999996,1632.3999999999999,3740.399999999999
2018-12-31,591.8000000000001,1288.8000000000002,2196.0000000000005
2019-01-01,465.5999999999999,1128.4,1842.2
2019-01-02,509.3,1211.6999999999998,1992.3999999999999
2019-01-03,796.5000000000001,1545.5000000000002,2766.4
2019-01-04,1051.4,1546.8,3158.7999999999997
2019-01-05,1011.4000000000002,1682.3000000000002,3233.2999999999997
2019-01-06,954.5,1573.4999999999998,3037.1
2019-01-07,1414.6999999999998,1801.2999999999997,3970.6000000000004
2019-01-08,580.5000000000001,1357.7,2247.6
2019-01-09,560.85,1360.2,2220.4500000000003
2019-01-10,2138.5,1924.0000000000002,5203.000000000001
2019-01-11,1289.5000000000002,1720.4,3697.7000000000003
2019-01-12,1011.9,1635.6,3186.8
2019-01-13,464.5,1111.9,1824.0
2019-01-14,1066.6,1532.5,3167.5000000000005
2019-01-15,2317.2,2200.8,5754.5
2019-01-16,1714.9000000000003,1851.4999999999998,4480.899999999999
2019-01-17,1083.3999999999999,1724.6000000000001,3385.5
2019-01-18,3250.45,2441.4499999999994,7425.049999999999
2019-01-19,2047.3999999999999,1886.8999999999999,5026.599999999999
2019-01-20,1067.9,1671.8999999999996,3309.3999999999996
2019-01-21,4143.3,2457.9,8810.7
2019-01-22,2348.6,2205.7000000000003,5806.6
2019-01-23,1179.6,1765.3,3573.8999999999996
2019-01-24,4070.6000000000004,2645.0000000000005,8887.099999999999
2019-01-25,2862.2,2125.5999999999995,6514.2
2019-01-26,1324.3,1879.4,3909.9
2019-01-27,429.5,1092.6000000000001,1751.2000000000003
2019-01-28,1370.3,1776.8,3878.0
2019-01-29,2916.2000000000003,2486.499999999999,6957.899999999999
2019-01-30,1942.5999999999997,2137.5,5116.099999999999
2019-01-31,4197.400000000001,2798.3000000000006,9234.600000000002
2019-02-01,765.8,1613.45,2787.65
2019-02-02,402.0,1206.1000000000001,1822.5000000000002
2019-02-03,1107.8000000000002,1747.2000000000005,3445.2000000000003
2019-02-04,2741.4,2145.6,6349.100000000001
2019-02-05,2506.6,2131.3999999999996,5974.700000000001
2019-02-06,3158.2000000000003,2549.999999999999,7392.099999999999
2019-02-07,1626.1,2045.8000000000004,4539.5
2019-02-08,1277.1000000000004,1874.2,3831.9
2019-02-09,1000.3000000000001,1629.1000000000001,3163.1
2019-02-10,742.2000000000002,1616.9999999999998,2755.2000000000007
2019-02-11,1713.6,2075.1000000000004,4702.4
2019-02-12,2516.9,2611.9,6471.600000000001
2019-02-13,2778.5,2623.2999999999997,6884.299999999999
2019-02-14,4258.900000000001,3136.4,9666.800000000003
2019-02-15,4526.4,3338.8,10279.800000000001
2019-02-16,2015.5000000000002,2531.2000000000003,5621.799999999998
2019-02-17,1366.4999999999998,2328.2999999999997,4423.6
2019-02-18,1883.8,2482.9,5371.2
2019-02-19,1667.7999999999995,2458.1,5015.1
2019-02-20,1660.7,2356.7,4903.0
2019-02-21,2138.2000000000003,2615.7000000000003,5894.000000000001
2019-02-22,3652.6,2930.5,8531.299999999997
2019-02-23,2772.7999999999997,2509.399999999999,6760.9
2019-02-24,2567.9999999999995,2678.6999999999994,6615.9
2019-02-25,4218.4,3690.4,10158.800000000003
2019-02-26,4857.899999999999,4013.3999999999996,11461.7
2019-02-27,5399.250000000001,4447.799999999999,12726.950000000003
2019-02-28,1526.4999999999998,2602.7000000000003,4943.6
2019-03-01,1703.3,2266.7,4877.999999999999
2019-03-02,1035.7999999999997,1883.9000000000003,3471.8000000000006
2019-03-03,568.4999999999999,1470.3999999999999,2342.7000000000003
2019-03-04,1146.5,1948.1999999999998,3705.9999999999995
2019-03-05,1598.2,2400.2000000000003,4850.7
2019-03-06,1073.1999999999998,1717.6999999999998,3363.2000000000003
2019-03-07,922.0000000000001,1750.1,3163.6
2019-03-08,1949.0999999999997,2474.9000000000005,5463.4
2019-03-09,785.6999999999998,1736.4,2941.7
2019-03-10,584.0000000000001,1436.8000000000002,2332.1000000000004
2019-03-11,992.4999999999997,1769.2000000000003,3291.1
2019-03-12,1106.7,1841.2,3538.1000000000004
2019-03-13,804.9,1631.4,2865.2
2019-03-14,838.0,1788.8,3073.6
2019-03-15,813.2,1577.1,2824.3
2019-03-16,684.8000000000001,1477.0000000000002,2527.2
2019-03-17,651.0,1497.5,2495.6
2019-03-18,1570.3,2179.2999999999997,4587.6
2019-03-19,2480.3,2475.7999999999997,6278.9
2019-03-20,2189.6,2349.3,5706.699999999998
2019-03-21,2838.1,2226.1,6577.300000000001
2019-03-22,2162.4,2132.5,5448.3
2019-03-23,1317.9999999999998,1901.8,3922.4000000000005
2019-03-24,458.7000000000001,1350.9,2054.5
2019-03-25,648.9,1402.1999999999998,2397.3
2019-03-26,1637.35,2180.4999999999995,4691.200000000002
2019-03-27,1097.1,2000.2999999999997,3682.3999999999996
2019-03-28,2612.4999999999995,2987.0499999999993,6991.900000000001
2019-03-29,3174.2,3373.7000000000003,8240.3
2019-03-30,1756.7000000000003,2550.8,5244.199999999999
2019-03-31,471.8,1326.3,2049.8999999999996
2019-04-01,1469.0000000000002,2169.6000000000004,4422.400000000001
2019-04-02,1767.4,2381.4999999999995,5091.700000000001
2019-04-03,1804.5,2380.8,5147.900000000001
2019-04-04,1703.8999999999999,2277.6,4890.300000000001
2019-04-05,1653.5000000000002,2373.8999999999996,4909.3
2019-04-06,510.5,1319.6000000000004,2102.5
2019-04-07,365.5,1164.4,1724.6
2019-04-08,1300.6999999999998,1978.1000000000001,3972.500000000001
2019-04-09,564.2,1409.5000000000002,2274.5
2019-04-10,503.4,1226.6000000000001,1999.2
2019-04-11,926.4,1780.0,3200.7
2019-04-12,1036.3999999999999,1756.1000000000001,3345.4
2019-04-13,828.9000000000001,1656.1000000000001,2927.3
2019-04-14,644.6999999999999,1567.2,2555.2
2019-04-15,1422.6,2072.2,4253.799999999999
2019-04-16,1366.8,2076.2999999999997,4172.0
2019-04-17,932.2,1959.1999999999998,3388.6
2019-04-18,994.6999999999999,1968.3000000000002,3493.4
2019-04-19,415.40000000000003,1735.3999999999999,2372.9
2019-04-20,421.2,1664.7000000000003,2310.4999999999995
2019-04-21,390.09999999999997,1874.3000000000002,2472.3
2019-04-22,677.6999999999999,2461.1000000000004,3500.5
2019-04-23,1657.4999999999995,2371.4,4912.7
2019-04-24,2667.557692307693,2466.784615384616,6557.661538461539
2019-04-25,2252.492307692308,2347.6153846153843,5801.338461538461
2019-04-26,1239.6999999999996,1680.8,3581.299999999999
2019-04-27,451.50000000000006,1014.9,1707.5
2019-04-28,271.1,734.1999999999999,1149.7999999999997
2019-04-29,1233.5000000000002,1711.3999999999999,3602.9999999999995
2019-04-30,1869.7,2245.2999999999997,5112.299999999999
2019-05-01,1222.1999999999998,2016.8999999999999,3891.1
2019-05-02,631.0000000000001,1418.2,2385.6000000000004
