MeasurementDateGMT,Westminster - Oxford Street East: Nitric Oxide (ug/m3),Westminster - Oxford Street East: Nitrogen Dioxide (ug/m3),Westminster - Oxford Street East: Oxides of Nitrogen (ug/m3),Westminster - Oxford Street East: PM10 Particulate (ug/m3)
2018-06-21,876.9101123595507,1660.9415730337073,2748.101123595506,853.8770949720671
2018-06-22,1046.7977528089887,1994.5685393258418,3266.177528089888,992.2458100558661
2018-06-23,1216.6853932584274,2328.1955056179763,3784.253932584271,1130.6145251396647
2018-06-24,1386.5730337078655,2661.8224719101117,4302.3303370786525,1268.9832402234638
2018-06-25,1403.7943820224718,2720.421348314607,4578.34382022472,1148.1396648044692
2018-06-26,958.8000000000001,1796.45,3267.000000000001,925.0
2018-06-27,1363.5000000000002,1691.2000000000003,3781.5,924.0
2018-06-28,1421.3,1967.3000000000002,4146.2,941.0
2018-06-29,1336.6999999999998,1904.2999999999997,3953.7999999999993,885.0
2018-06-30,851.3,1499.7000000000003,2804.9,661.603448275862
2018-07-01,1015.5,2200.2,3756.9,916.7586206896553
2018-07-02,1214.6,2126.9,3989.599999999999,1001.1379310344828
2018-07-03,1150.5,1771.3999999999999,3535.7,747.0
2018-07-04,1055.5,1696.3999999999999,3314.7,934.0
2018-07-05,1013.8999999999999,2031.4000000000003,3586.0,1070.0
2018-07-06,983.4999999999998,2071.0999999999995,3578.9999999999995,1054.0
2018-07-07,722.9,1663.9999999999998,2772.5,1005.0
2018-07-08,1146.5,2102.5,3860.5000000000005,964.0
2018-07-09,1603.6999999999998,2083.8,4543.0,847.0
2018-07-10,2210.5000000000005,1992.4,5381.799999999998,739.0
2018-07-11,1852.6,1854.2,4695.2,774.0
2018-07-12,1730.9,2123.6,4778.0,870.0
2018-07-13,988.1999999999999,1689.5000000000002,3204.9999999999995,830.0
2018-07-14,595.9,1483.7,2397.4,682.0
2018-07-15,1265.1,2158.4,4098.500000000001,593.0
2018-07-16,1055.2499999999998,1960.7,3578.4000000000005,760.5
2018-07-17,855.85,1328.0500000000004,2640.4500000000007,650.0
2018-07-18,1034.4,1741.7999999999997,3327.6000000000004,660.0
2018-07-19,1032.8,1788.0,3371.3,701.0
2018-07-20,487.80000000000007,1391.8,2139.5,668.0
2018-07-21,1042.3,2199.6,3797.700000000001,864.0
2018-07-22,1140.8,1885.9,3634.9000000000005,581.0
2018-07-23,732.6999999999999,1393.3999999999996,2516.7000000000003,615.0
2018-07-24,749.1,1411.4,2559.4,663.0
2018-07-25,1342.1999999999998,1968.3000000000002,4026.0999999999995,738.0
2018-07-26,719.6,1768.0,2871.7999999999997,1027.0
2018-07-27,781.6999999999999,1702.1000000000006,2900.4000000000005,824.0
2018-07-28,285.29999999999995,636.4,1074.0,833.0
2018-07-29,212.20000000000007,432.6000000000001,758.2999999999998,408.0
2018-07-30,513.0,703.9,1490.8999999999999,433.0
2018-07-31,651.9000000000001,985.0999999999999,1984.5,551.0
2018-08-01,963.4999999999999,1368.5999999999997,2846.1000000000004,629.0
2018-08-02,1082.4,1624.6,3283.9,625.0
2018-08-03,1292.15,1870.2,3851.9,651.0
2018-08-04,1061.0,1452.0,3078.9999999999995,503.0
2018-08-05,496.80000000000007,1169.1999999999998,1930.7,555.0
2018-08-06,855.5,1766.5999999999997,3078.5,782.0
2018-08-07,730.5999999999998,1699.1000000000004,2819.0999999999995,724.0
2018-08-08,711.1000000000001,1151.4,2242.2999999999997,621.0
2018-08-09,2263.6000000000004,1916.8,5387.9,641.0
2018-08-10,1260.9,1405.8000000000002,3339.3999999999996,579.0
2018-08-11,800.2,1215.5999999999997,2443.1,489.0
2018-08-12,382.0,807.6999999999999,1393.8999999999999,376.0
2018-08-13,1555.4000000000003,1575.8,3960.500000000001,376.6779661016949
2018-08-14,1756.5,1784.4,4477.6,454.77966101694915
2018-08-15,640.1,1113.4,2094.8999999999996,552.542372881356
2018-08-16,1268.0,1261.6,3206.5999999999995,597.0
2018-08-17,1354.3,1453.6000000000001,3530.0999999999995,629.0
2018-08-18,573.4,964.3000000000002,1843.3,549.0
2018-08-19,551.9,796.0999999999999,1642.3,504.0
2018-08-20,1176.3999999999999,1317.3999999999999,3121.1000000000004,425.0
2018-08-21,863.0,1318.5,2641.6499999999996,398.0
2018-08-22,837.9,1159.2000000000003,2443.9000000000005,494.0
2018-08-23,1441.0000000000002,1507.4,3716.4000000000005,451.5932203389831
2018-08-24,1218.2999999999997,1533.5999999999997,3401.8999999999996,606.9152542372882
2018-08-25,1779.2000000000003,1701.3999999999999,4429.599999999999,665.4915254237287
2018-08-26,561.9,1080.6000000000001,1941.7000000000005,724.0677966101696
2018-08-27,890.2,1229.3,2594.5,782.6440677966102
2018-08-28,791.7,1293.9,2508.0,693.2881355932203
2018-08-29,2006.9,2114.7999999999997,5191.900000000001,604.0
2018-08-30,2495.4,2358.2999999999997,6184.600000000001,736.0
2018-08-31,1157.1,1724.8,3498.7000000000003,756.0
2018-09-01,625.1,1449.7,2408.0000000000005,665.0
2018-09-02,689.1000000000001,1667.0999999999997,2723.5000000000005,695.0
2018-09-03,1765.8999999999999,2720.5000000000005,5428.1,871.0
2018-09-04,1997.3,2126.6,5189.1,725.0
2018-09-05,2157.4,2283.2999999999997,5591.600000000001,663.0
2018-09-06,2703.500000000001,2533.6500000000005,6678.45,643.0
2018-09-07,2235.8999999999996,2129.1,5557.599999999999,587.0
2018-09-08,646.0000000000001,1272.5999999999997,2263.0,457.0
2018-09-09,1183.6,1555.8,3370.9,442.0
2018-09-10,745.0,1142.3,2284.6,547.0
2018-09-11,621.1,980.5,1932.9000000000003,540.0
2018-09-12,2403.3,2293.100000000001,5977.799999999999,513.0
2018-09-13,2603.0000000000005,2189.8999999999996,6181.400000000001,647.0
2018-09-14,958.6999999999998,1494.1999999999998,2963.9000000000005,516.0
2018-09-15,843.9000000000001,1364.4,2658.3999999999996,569.0
2018-09-16,314.7,910.6,1393.4,482.0
2018-09-17,463.09999999999997,1288.2000000000003,1998.1000000000001,518.0
2018-09-18,422.00000000000006,924.2,1570.8999999999999,571.0
2018-09-19,362.09999999999997,812.0,1367.5,669.0
2018-09-20,309.69999999999993,699.1999999999998,1173.8000000000002,627.0
2018-09-21,737.4000000000001,1191.7,2323.1,519.0
2018-09-22,1025.3999999999999,1479.8,3052.2000000000003,418.0
2018-09-23,828.3,1221.4000000000003,2490.9999999999995,343.0
2018-09-24,2616.2999999999997,2256.5,6268.400000000001,522.0
2018-09-25,2839.6999999999994,2208.0,6561.5999999999985,761.0
2018-09-26,1825.4999999999998,2487.5000000000005,5286.000000000001,754.0
2018-09-27,3099.35,3119.9999999999995,7872.65,862.0
2018-09-28,2037.6,2005.0,5129.2,657.0
2018-09-29,1787.4999999999998,2183.8999999999996,4924.2,775.0
2018-09-30,1038.8999999999996,1455.5,3048.3000000000006,536.0
2018-10-01,1405.0,1673.4,3827.4999999999995,491.0
2018-10-02,2662.2,2333.5,6415.599999999999,500.0
2018-10-03,2045.5,1866.5000000000002,5002.699999999999,581.0
2018-10-04,928.9000000000003,1129.2,2553.7,574.0
2018-10-05,1297.8000000000002,1906.0,3896.0,875.0
2018-10-06,1146.6,1587.8000000000002,3345.4000000000005,493.0
2018-10-07,882.8,1408.6,2762.3,448.0
2018-10-08,698.1999999999999,1409.8,2480.5,447.0
2018-10-09,890.1999999999998,1740.1,3105.0000000000005,633.0
2018-10-10,2078.0999999999995,2526.2,5712.8,1333.0
2018-10-11,418.8,1193.8,1835.6000000000004,675.0
2018-10-12,345.50000000000006,896.0,1426.2,757.0
2018-10-13,335.4000000000001,923.2,1437.2,623.0
2018-10-14,664.2,1148.3999999999999,2166.9999999999995,288.0
2018-10-15,1449.9,1677.3000000000002,3900.4,472.0
2018-10-16,734.9,1259.2000000000003,2386.5,618.0
2018-10-17,2524.2,2241.8999999999996,6111.8,577.0
2018-10-18,2645.7999999999997,2206.2,6262.9,628.0
2018-10-19,3379.7000000000003,2842.9,8024.9,686.0
2018-10-20,3041.7,2259.7999999999997,6923.799999999999,982.0
2018-10-21,1364.0000000000002,1742.4,3834.2,661.0
2018-10-22,2082.7999999999997,1858.3999999999999,5051.900000000001,617.0
2018-10-23,2665.3000000000006,2126.3999999999996,6213.1,587.0
2018-10-24,2920.2,2187.2,6664.500000000001,662.0
2018-10-25,2713.1,2296.3,6456.2,627.0
2018-10-26,2108.3999999999996,2112.2000000000003,5344.8,399.0
2018-10-27,1522.6000000000001,1582.6999999999998,3917.4,311.0
2018-10-28,853.3000000000002,1337.0000000000002,2644.7,276.0
2018-10-29,1616.6999999999998,1870.6999999999998,4349.5,327.0
2018-10-30,2376.2000000000003,1960.9000000000003,5604.499999999999,451.0
2018-10-31,2157.2000000000003,1921.8000000000002,5229.5,502.0
2018-11-01,3027.2,2424.4,7066.5,449.0
2018-11-02,2529.2,2241.8,6119.300000000002,550.0
2018-11-03,669.9999999999999,1505.1000000000001,2532.2000000000003,469.0
2018-11-04,469.19999999999993,1218.2,1937.9,748.3795620437957
2018-11-05,3218.9,2008.7,6943.800000000001,756.7883211678833
2018-11-06,1303.8999999999999,1506.3,3505.600000000001,765.1970802919708
2018-11-07,614.8,1173.7,2116.3999999999996,773.6058394160582
2018-11-08,777.8000000000001,1537.4000000000003,2729.4,782.0145985401459
2018-11-09,796.5021276595744,1354.0510638297872,2574.5372340425533,740.0145985401462
2018-11-10,685.2510638297872,1450.8255319148934,2499.8936170212774,610.0
2018-11-11,828.6382978723404,1666.51914893617,2935.5702127659583,435.0
2018-11-12,972.0255319148936,1882.2127659574467,3371.2468085106384,522.0
2018-11-13,1095.9829787234044,1974.9914893617017,3654.802127659575,594.0
2018-11-14,934.9000000000001,1421.8000000000002,2855.3,648.0
2018-11-15,1360.3000000000002,1448.8000000000004,3534.3000000000006,824.0
2018-11-16,2436.4,1690.85,5426.6,595.0
2018-11-17,2137.6,1910.4,5188.900000000001,771.0
2018-11-18,1111.5000000000002,1558.3999999999999,3262.8000000000006,614.0
2018-11-19,1947.1,1707.4999999999998,4693.5,440.0
2018-11-20,2057.0,1774.9999999999998,4929.4,439.0
2018-11-21,1924.3,1708.6999999999996,4659.2,588.0
2018-11-22,4496.1,2567.2,9461.1,960.0
2018-11-23,3713.8000000000006,2430.7999999999993,8125.200000000001,779.0
2018-11-24,1998.2,2104.2000000000003,5168.0,554.0
2018-11-25,1280.6,1506.4,3470.2,461.0
2018-11-26,2452.5000000000005,2078.7999999999993,5839.499999999999,357.0
2018-11-27,1928.2999999999997,1789.6999999999998,4746.199999999999,425.0
2018-11-28,619.3999999999999,1364.4,2313.9000000000005,285.0
2018-11-29,438.99999999999994,1051.6,1724.9999999999998,517.0
2018-11-30,766.2999999999998,1448.6000000000001,2624.0,610.0
2018-12-01,469.3,1195.9999999999998,1915.6999999999998,479.0
2018-12-02,298.59999999999997,800.9999999999999,1258.8000000000004,281.0
2018-12-03,1014.4999999999999,1374.5000000000002,2930.1000000000004,535.0
2018-12-04,1860.9999999999998,1890.5000000000002,4744.200000000001,594.0
2018-12-05,961.5999999999999,1347.1,2821.7,411.0
2018-12-06,622.5,1263.6999999999998,2218.0999999999995,318.0
2018-12-07,856.8000000000001,1314.0000000000002,2627.8999999999996,402.0
2018-12-08,553.1,1079.3999999999999,1927.9999999999998,530.0
2018-12-09,1143.7,1320.6000000000001,3073.9000000000005,380.0
2018-12-10,2190.0,2006.6,5364.599999999999,571.0
2018-12-11,1780.6999999999996,1808.1999999999998,4538.6,833.0
2018-12-12,951.1000000000001,1492.9999999999998,2951.7,759.0
2018-12-13,1616.1,1569.6000000000001,4047.6000000000004,768.0
2018-12-14,1557.6000000000001,1509.0999999999997,3897.4999999999995,804.0
2018-12-15,627.3000000000001,1104.5,2066.1,670.0
2018-12-16,542.2,1396.3,2227.5000000000005,488.0
2018-12-17,1045.3999999999999,1571.7,3174.3,539.0
2018-12-18,432.00000000000006,953.9999999999998,1616.2,453.0
2018-12-19,688.6,1416.1,2471.3999999999996,346.0
2018-12-20,647.3000000000002,1338.5000000000002,2331.1,367.0
2018-12-21,530.4,1127.3999999999999,1940.2,511.0
2018-12-22,933.0,1445.3000000000004,2875.500000000001,553.0
2018-12-23,749.0,1227.2000000000003,2375.9,329.0
2018-12-24,1177.8999999999999,1576.5999999999997,3382.4,534.0
2018-12-25,878.6999999999999,1363.9,2711.7000000000003,463.0
2018-12-26,569.5999999999999,1155.4999999999998,2028.9999999999998,489.0
2018-12-27,4072.1,2084.1000000000004,8328.2,1071.0
2018-12-28,3114.5,1763.3000000000002,6538.799999999998,887.0
2018-12-29,1298.6000000000001,1500.8,3492.7,522.0
2018-12-30,1167.8999999999999,1457.6000000000004,3248.6,409.0
2018-12-31,1114.8,1373.5,3083.1,369.0
2019-01-01,1176.7,1442.6,3246.8999999999996,459.0
2019-01-02,1274.1000000000001,1592.8,3546.1000000000004,625.0
2019-01-03,1584.7999999999997,1942.5000000000002,4372.3,517.0
2019-01-04,1945.6999999999996,1977.1999999999998,4960.900000000001,831.0
2019-01-05,1840.8999999999999,1857.1999999999998,4680.000000000001,739.0
2019-01-06,1088.2,1557.8000000000002,3226.6000000000004,648.0
2019-01-07,892.6,1504.3999999999999,2872.9999999999995,537.0
2019-01-08,1079.7,1475.7000000000003,3130.7999999999997,628.0
2019-01-09,1995.0,1778.6,4837.9,546.0
2019-01-10,2879.0,2144.6,6559.400000000001,875.0
2019-01-11,2122.3,2021.2,5274.700000000001,653.0
2019-01-12,993.3999999999999,1464.4999999999998,2987.7999999999997,351.0
2019-01-13,594.0000000000001,1006.2000000000002,1916.8999999999996,283.0
2019-01-14,1121.5,1514.0,3234.4,475.0
2019-01-15,594.0,1317.8,2229.0000000000005,367.0
2019-01-16,793.1,1308.7,2525.2000000000003,305.0
2019-01-17,3148.1,2302.9,7130.2,470.0
2019-01-18,1331.8,1837.6,3879.8000000000006,610.0
2019-01-19,943.7000000000002,1371.8,2818.4999999999995,587.0
2019-01-20,1340.1000000000001,1768.6,3823.6000000000004,663.0
2019-01-21,1953.8000000000002,1888.6000000000001,4884.1,804.0
2019-01-22,1639.1000000000001,1981.2000000000003,4494.2,362.0
2019-01-23,3071.9999999999995,2541.0,7251.000000000001,626.0
2019-01-24,3289.6000000000004,2387.5999999999995,7431.499999999999,751.5
2019-01-25,2021.9000000000005,2010.5999999999997,5110.899999999999,572.0
2019-01-26,528.7,1131.6000000000001,1942.0000000000002,354.0
2019-01-27,598.9999999999999,966.8,1884.8999999999999,379.0
2019-01-28,2345.1,2146.9,5742.499999999999,512.0
2019-01-29,1023.8,1742.6,3312.2,401.5
2019-01-30,2215.7,2311.1,5708.6,519.0
2019-01-31,2631.6000000000004,2266.9,6302.000000000002,827.5
2019-02-01,1188.9,1656.9999999999998,3479.9,506.0
2019-02-02,935.9000000000002,1255.9,2691.4000000000005,666.0
2019-02-03,923.1999999999998,1437.1000000000001,2852.599999999999,593.0
2019-02-04,793.6000000000001,1254.6,2471.5,408.0
2019-02-05,862.9000000000001,1351.1,2674.2,470.0
2019-02-06,808.3,1435.4,2674.3999999999996,464.0
2019-02-07,542.1,1100.2,1931.1,430.0
2019-02-08,322.8,854.0999999999999,1349.1,341.0
2019-02-09,367.2999999999999,826.2,1389.7,449.0
2019-02-10,999.0000000000001,1445.4,2977.4,277.0
2019-02-11,1890.2000000000003,1993.2,4890.999999999998,427.0
2019-02-12,1036.0,1677.3999999999996,3266.2000000000003,160.54285714285714
2019-02-13,925.2999999999998,1480.4,2899.2999999999993,146.3238095238095
2019-02-14,1829.3000000000006,1987.8,4792.400000000001,148.15238095238098
2019-02-15,1815.7,2105.7999999999997,4889.9,149.9809523809524
2019-02-16,853.1,1634.3000000000002,2942.2999999999997,151.80952380952382
