MeasurementDateGMT,Greenwich - Fiveways Sidcup Rd A20: Nitric Oxide (ug/m3),Greenwich - Fiveways Sidcup Rd A20: Nitrogen Dioxide (ug/m3),Greenwich - Fiveways Sidcup Rd A20: Oxides of Nitrogen (ug/m3),Greenwich - Fiveways Sidcup Rd A20: PM10 Particulate (ug/m3)
2018-07-05,689.3,1246.4999999999998,2303.7,446.5093909626719
2018-07-06,834.0999999999999,1496.5000000000002,2775.4,447.00730844793713
2018-07-07,439.90000000000003,1070.1,1744.5,447.5052259332024
2018-07-08,629.1000000000001,1179.8999999999999,2144.7,448.0031434184676
2018-07-09,931.4999999999999,1170.8500000000001,2598.7999999999997,448.5010609037329
2018-07-10,519.5999999999999,548.7,1345.2000000000003,448.998978388998
2018-07-11,776.9000000000001,800.4000000000001,1991.6,449.49689587426326
2018-07-12,1048.6,1222.0999999999997,2830.499999999999,449.99481335952856
2018-07-13,1385.1000000000001,1341.5,3465.4,450.4927308447937
2018-07-14,586.4000000000002,976.4,1875.1,450.990648330059
2018-07-15,407.9,939.1000000000001,1564.7999999999995,451.48856581532414
2018-07-16,661.7000000000002,1072.8000000000002,2087.6000000000004,451.9864833005894
2018-07-17,554.3,605.3,1455.1999999999998,452.48440078585463
2018-07-18,794.6,957.0,2175.6000000000004,452.9823182711198
2018-07-19,1388.8999999999999,1371.1,3500.3999999999996,453.4802357563851
2018-07-20,644.0999999999999,1006.1999999999998,1994.2,453.97815324165026
2018-07-21,487.7,1031.3,1778.1999999999996,454.4760707269155
2018-07-22,461.5,849.3000000000001,1556.8999999999999,454.9739882121808
2018-07-23,524.7,791.0000000000001,1595.4,455.47190569744595
2018-07-24,550.1,812.5999999999999,1656.3,455.96982318271125
2018-07-25,758.3999999999997,1116.4999999999998,2279.3,456.4677406679764
2018-07-26,622.0499999999997,1024.9999999999998,1978.8000000000002,456.96565815324163
2018-07-27,609.1999999999999,1101.1,2035.1999999999998,457.4635756385069
2018-07-28,162.8,225.59999999999994,475.30000000000007,457.9614931237721
2018-07-29,96.7,140.40000000000003,288.90000000000003,458.4594106090374
2018-07-30,298.7,310.00000000000006,767.8,458.9573280943025
2018-07-31,463.80000000000007,569.2999999999998,1280.5000000000002,459.45524557956776
2018-08-01,362.30000000000007,642.6999999999999,1198.7000000000003,459.95316306483306
2018-08-02,728.5,952.1,2069.1,460.4510805500982
2018-08-03,979.6999999999999,1305.6000000000001,2808.2000000000003,460.9489980353635
2018-08-04,431.0,645.8000000000001,1306.4999999999998,461.4469155206287
2018-08-05,779.9000000000001,889.3000000000001,2084.3,461.944833005894
2018-08-06,774.5,1146.8999999999996,2334.2000000000003,462.44275049115913
2018-08-07,602.0000000000001,1141.9999999999998,2064.9,462.9406679764243
2018-08-08,424.29999999999995,532.6999999999999,1183.15,408.50000000000006
2018-08-09,1054.7999999999997,1016.3999999999999,2633.5000000000005,501.7
2018-08-10,509.7,599.1,1380.6,360.9999999999999
2018-08-11,456.3000000000001,646.4,1346.1999999999998,388.79999999999995
2018-08-12,175.89999999999998,352.90000000000003,622.6,343.19999999999993
2018-08-13,734.5,739.4999999999999,1865.5,530.5000000000001
2018-08-14,771.5,771.9999999999998,1954.7,446.0000000000001
2018-08-15,401.29999999999995,468.99999999999994,1084.3,430.1000000000001
2018-08-16,493.6,547.7,1304.6,432.2
2018-08-17,788.0999999999999,688.3,1897.1999999999998,481.5
2018-08-18,328.2,401.4,904.8000000000001,443.80000000000007
2018-08-19,274.2,362.50000000000006,783.3,432.30000000000007
2018-08-20,805.5999999999999,770.3000000000001,2005.5999999999997,495.40000000000003
2018-08-21,710.35,815.95,1904.8,485.0000000000001
2018-08-22,636.3000000000001,665.9000000000001,1641.2000000000003,478.30000000000007
2018-08-23,589.0999999999999,569.4,1472.3000000000002,380.8
2018-08-24,641.6999999999999,566.6000000000001,1550.2000000000003,380.40000000000003
2018-08-25,808.5000000000001,778.9999999999999,2018.6999999999998,399.5000000000001
2018-08-26,401.9,400.8,1016.6999999999999,333.20000000000005
2018-08-27,360.20000000000005,381.4,933.9999999999999,364.9
2018-08-28,773.2,872.5000000000001,2058.5,463.6
2018-08-29,817.3999999999999,977.5,2230.7999999999997,515.6999999999999
2018-08-30,1228.6000000000001,1160.8,3044.7,634.3000000000001
2018-08-31,1850.3000000000002,1439.8999999999999,4277.299999999999,786.1
2018-09-01,752.9000000000002,899.4000000000001,2053.8999999999996,686.8
2018-09-02,920.3000000000001,1220.7,2631.7999999999997,863.9
2018-09-03,1464.9999999999998,1505.1999999999998,3751.8999999999996,900.6999999999999
2018-09-04,451.49999999999994,835.0,1526.8999999999999,633.1
2018-09-05,851.8,938.55,2244.75,588.2999999999998
2018-09-06,1086.4999999999998,949.8,2615.6,661.5
2018-09-07,796.4,833.0000000000001,2053.8,414.59999999999997
2018-09-08,362.5000000000001,607.8,1163.1,355.8
2018-09-09,185.4,452.5,737.0,417.8
2018-09-10,412.6000000000001,509.7000000000001,1142.8000000000002,434.8999999999999
2018-09-11,247.10000000000002,366.49999999999994,745.0,410.0
2018-09-12,1088.9,1018.3,2688.5,405.0
2018-09-13,1740.4,1283.3,3951.7000000000003,652.9000000000002
2018-09-14,703.2999999999998,810.3000000000002,1888.8999999999999,405.59999999999997
2018-09-15,416.50000000000006,623.3,1262.3,486.40000000000003
2018-09-16,103.69999999999999,408.70000000000005,567.8000000000001,427.29999999999995
2018-09-17,269.19999999999993,612.6999999999999,1026.5,481.29999999999995
2018-09-18,213.1,462.50000000000006,789.2,603.5000000000001
2018-09-19,161.39999999999998,377.9,625.3,550.4999999999999
2018-09-20,140.59999999999994,367.0,582.4999999999999,553.3999999999999
2018-09-21,408.90000000000003,479.4999999999999,1106.4000000000003,379.00000000000006
2018-09-22,780.7999999999998,889.3000000000002,2086.2,445.1000000000001
2018-09-23,431.0,736.0999999999999,1396.8000000000002,351.1
2018-09-24,1735.7999999999997,1342.5,4004.1999999999994,526.6999999999998
2018-09-25,2182.8999999999996,1383.8999999999996,4731.100000000001,529.8000000000001
2018-09-26,1409.0999999999997,1485.5,3646.5000000000005,620.3999999999999
2018-09-27,1924.8,1772.6,4724.1,713.3999999999999
2018-09-28,1359.2000000000003,1242.6000000000001,3326.5,543.3000000000001
2018-09-29,1947.0000000000002,1581.0000000000002,4566.6,671.6
2018-09-30,498.5999999999999,807.0,1571.3000000000002,506.6000000000001
2018-10-01,536.1999999999999,806.6000000000001,1628.6000000000001,400.2
2018-10-02,574.6,699.7999999999998,1581.3999999999999,373.55
2018-10-03,1217.4,1034.9,2901.6999999999994,444.3000000000001
2018-10-04,895.7999999999998,831.3,2204.5999999999995,489.70000000000005
2018-10-05,1892.4999999999998,1440.4,4342.400000000001,749.1999999999999
2018-10-06,501.4000000000001,710.6999999999999,1479.5000000000002,431.79999999999995
2018-10-07,655.5,867.6999999999999,1872.5999999999997,445.19999999999993
2018-10-08,728.4999999999999,895.4,2012.7000000000003,380.79999999999995
2018-10-09,1071.5,1178.4,2821.3999999999996,537.7
2018-10-10,2208.3999999999996,1876.4,5262.2,1349.5
2018-10-11,275.3,465.70000000000005,887.8999999999999,498.9
2018-10-12,191.69999999999996,321.99999999999994,615.9,452.3
2018-10-13,139.69999999999996,297.40000000000003,511.5,423.79999999999995
2018-10-14,480.40000000000003,715.2000000000002,1452.3,312.50000000000006
2018-10-15,1608.1999999999998,1244.1999999999998,3710.1000000000004,599.3
2018-10-16,780.1500000000001,737.5999999999999,1933.7499999999998,616.8000000000002
2018-10-17,1456.1,1221.9000000000003,3454.6,501.9
2018-10-18,2168.2000000000003,1610.7,4935.2,666.9999999999999
2018-10-19,3061.900000000001,1805.7,6500.3,767.4000000000001
2018-10-20,1628.8999999999999,1395.1000000000001,3892.3999999999996,851.0999999999999
2018-10-21,848.9,990.9000000000001,2292.3,587.9
2018-10-22,1234.2,1114.7,3007.3,514.5
2018-10-23,886.3,1036.5,2395.8999999999996,507.0
2018-10-24,1309.3000000000002,1136.6,3144.2000000000003,576.0
2018-10-25,1366.3,1257.3999999999999,3352.1,596.0
2018-10-26,803.3,963.6000000000001,2195.4,331.8999999999999
2018-10-27,291.5,476.40000000000003,923.2,232.4
2018-10-28,807.9999999999999,833.3000000000001,2072.2000000000003,286.80000000000007
2018-10-29,981.6999999999999,953.3000000000002,2458.300000000001,336.7
2018-10-30,746.8000000000003,804.7999999999998,1949.4,402.4
2018-10-31,2042.7,1319.8,4452.200000000001,586.8999999999999
2018-11-01,1487.2999999999995,1317.3999999999999,3597.399999999999,490.40000000000003
2018-11-02,1404.6,1412.4,3566.6,615.5999999999999
2018-11-03,364.29999999999995,683.0,1240.8999999999999,534.3
2018-11-04,591.8,748.9999999999999,1656.4,693.8000000000001
2018-11-05,2549.3,1270.6999999999998,5179.3,1338.7999999999995
2018-11-06,723.9999999999999,680.8999999999999,1791.2000000000003,795.3000000000001
2018-11-07,260.7,365.0,764.4999999999999,300.49999999999994
2018-11-08,381.5,547.9000000000001,1132.4999999999998,468.59999999999997
2018-11-09,453.8999999999999,539.2,1235.1999999999996,433.7000000000001
2018-11-10,338.8,574.4,1093.8,430.3999999999999
2018-11-11,166.7,431.8,686.9999999999999,332.5
2018-11-12,520.8,726.5000000000001,1525.1000000000004,378.79999999999995
2018-11-13,471.59999999999997,769.0,1491.9999999999998,450.1
2018-11-14,1357.1,1086.5,3167.2,603.1
2018-11-15,1484.1,1043.3,3319.3000000000006,770.8
2018-11-16,2018.5000000000005,1131.3,4225.999999999999,540.7
2018-11-17,1363.3000000000002,1269.9000000000003,3360.2000000000003,842.9000000000002
2018-11-18,1113.0,1178.7000000000003,2885.2999999999997,699.6
2018-11-19,1417.1999999999998,1100.3,3272.8,433.7
2018-11-20,2282.1,1501.1999999999998,5000.3,584.1
2018-11-21,2406.4,1413.2,5103.099999999999,842.7999999999998
2018-11-22,6648.0,2093.3999999999996,12286.999999999998,1554.8
2018-11-23,3117.1,1672.9,6452.3,1200.8
2018-11-24,1820.9,1503.2999999999997,4295.4,934.5
2018-11-25,1240.7000000000003,1129.0,3031.2000000000003,684.6
2018-11-26,742.1000000000001,1004.7000000000002,2141.9,496.80000000000007
2018-11-27,1140.8500000000001,975.8499999999997,2725.65,456.30000000000007
2018-11-28,167.39999999999998,446.40000000000003,702.8000000000001,266.1
2018-11-29,175.60000000000008,411.9000000000001,681.0,324.59999999999997
2018-11-30,455.6,767.9,1466.4000000000003,410.69999999999993
2018-12-01,166.10000000000005,444.7000000000001,699.0999999999999,219.99999999999997
2018-12-02,131.89999999999998,294.2,496.5999999999999,176.20000000000002
2018-12-03,538.7,747.4999999999999,1573.4,387.20000000000005
2018-12-04,2052.5,1538.4999999999998,4685.700000000001,576.0
2018-12-05,534.4,750.8000000000001,1569.6999999999998,305.30000000000007
2018-12-06,419.10000000000014,610.9999999999998,1254.1000000000001,295.90000000000003
2018-12-07,415.7,478.7,1116.3999999999996,258.5
2018-12-08,283.7,358.4,792.7999999999998,409.4
2018-12-09,411.20000000000005,644.6000000000001,1275.1,353.40000000000003
2018-12-10,1491.4,1366.6999999999998,3653.5999999999995,533.6999999999998
2018-12-11,3949.4,1856.1000000000001,7911.6,1054.1000000000001
2018-12-12,1143.4,1119.5000000000002,2873.5000000000005,709.1999999999999
2018-12-13,2086.3,1419.0999999999997,4617.5,787.1999999999998
2018-12-14,2579.999999999999,1500.2,5456.1,980.0
2018-12-15,282.7999999999999,521.0,954.7000000000002,586.6
2018-12-16,314.6181818181817,576.809090909091,1058.8,300.4
2018-12-17,727.3818181818182,893.6909090909089,2008.5,481.90000000000003
2018-12-18,127.19999999999999,270.29999999999995,464.6,426.1000000000001
2018-12-19,399.2,738.8000000000001,1351.0,325.1
2018-12-20,327.59999999999997,609.9,1112.1000000000001,383.7
2018-12-21,289.49999999999994,394.3,838.6,485.79999999999995
2018-12-22,428.1,611.4000000000001,1267.6999999999998,491.59999999999997
2018-12-23,244.3,484.1000000000001,858.9,289.6
2018-12-24,3062.6000000000004,1678.8,6374.4,834.3
2018-12-25,1268.6,940.8999999999999,2885.9,549.3999999999999
2018-12-26,630.4,856.5,1823.1999999999998,534.9000000000001
2018-12-27,3249.9000000000005,1587.8999999999999,6571.6,1068.4
2018-12-28,1643.5,1328.3999999999999,3848.2999999999997,863.2
2018-12-29,625.4,796.0999999999999,1755.0999999999997,489.59999999999997
2018-12-30,618.7,838.1,1786.5999999999997,407.70000000000005
2018-12-31,714.1999999999998,799.4000000000001,1894.6999999999998,441.7
2019-01-01,330.04999999999995,566.1,1072.05,450.6
2019-01-02,422.44999999999993,791.55,1439.2999999999997,538.3999999999999
2019-01-03,1068.7,1381.6000000000001,3020.35,665.3000000000001
2019-01-04,1750.8000000000002,1679.6499999999996,4364.599999999999,1125.9
2019-01-05,704.1499999999999,985.9499999999999,2065.9,764.8999999999999
2019-01-06,873.7500000000001,1226.4,2565.9500000000003,816.0000000000001
2019-01-07,643.5499999999998,784.8,1771.3999999999996,544.6999999999999
2019-01-08,494.65000000000003,777.2499999999999,1535.8,606.7
2019-01-09,493.04999999999995,827.5999999999999,1583.3500000000004,504.0
2019-01-10,2564.4,1649.9499999999998,5581.3,1053.5
2019-01-11,1829.6,1518.9,4323.75,776.9
2019-01-12,571.3999999999999,714.6499999999999,1590.6500000000003,348.29999999999995
2019-01-13,314.9,392.80000000000007,875.9499999999999,336.5
2019-01-14,849.35,1089.4999999999998,2391.45,625.5
2019-01-15,637.7,874.8000000000002,1852.7,400.30000000000007
2019-01-16,497.55,680.4,1443.2,327.4
2019-01-17,910.25,1093.5000000000002,2488.6000000000004,501.0
2019-01-18,1418.2000000000003,1314.7000000000003,3488.7999999999997,695.9
2019-01-19,828.1,961.25,2230.8999999999996,760.7999999999998
2019-01-20,2187.3999999999996,1705.9499999999998,5059.849999999999,1054.8
2019-01-21,2691.3,1630.15,5756.500000000001,1136.9000000000003
2019-01-22,1331.3,1328.5,3369.75,471.7999999999999
2019-01-23,1052.0,1232.05,2845.5,533.0
2019-01-24,3340.0499999999997,2179.6,7300.549999999999,1007.1
2019-01-25,1609.7500000000002,1384.7999999999995,3852.6499999999996,621.3999999999999
2019-01-26,258.8,460.50000000000006,857.4500000000002,297.7
2019-01-27,331.5,473.44999999999993,981.4000000000001,371.5
2019-01-28,1045.4,1217.3999999999999,2820.7000000000003,537.3
2019-01-29,777.0999999999999,1130.1000000000001,2321.65,463.20000000000005
2019-01-30,1983.7500000000002,1598.55,4641.05,566.1
2019-01-31,2534.7500000000005,1629.3500000000001,5515.8,786.6999999999999
2019-02-01,1381.6500000000003,1254.3,3373.1000000000004,505.1
2019-02-02,356.15000000000003,638.7,1184.55,450.4
2019-02-03,559.55,875.3499999999998,1733.1,472.3
2019-02-04,439.75,680.45,1354.8000000000002,322.4000000000001
2019-02-05,662.5500000000001,807.3000000000001,1823.5,422.40000000000003
