MeasurementDateGMT,Richmond Upon Thames - Barnes Wetlands: Nitric Oxide (ug/m3),Richmond Upon Thames - Barnes Wetlands: Nitrogen Dioxide (ug/m3),Richmond Upon Thames - Barnes Wetlands: Oxides of Nitrogen (ug/m3),Richmond Upon Thames - Barnes Wetlands: Ozone (ug/m3),Richmond Upon Thames - Barnes Wetlands: PM10 Particulate (ug/m3)
2018-03-09,190.9,809.1,1101.8999999999999,688.9999999999999,362.00000000000006
2018-03-10,15.3,310.1,333.8,1089.4,380.19999999999993
2018-03-11,127.9,1091.8,1287.8999999999996,496.7,455.2000000000001
2018-03-12,123.99999999999997,850.7,1041.3000000000002,596.8,203.90000000000006
2018-03-13,69.6,616.3999999999999,723.5999999999999,942.5999999999999,249.1
2018-03-14,44.199999999999996,443.7,511.9,1439.0,332.8
2018-03-15,71.69999999999999,578.8999999999999,688.9,1453.2000000000003,239.39999999999998
2018-03-16,19.000000000000007,509.20000000000005,538.5999999999999,1397.6000000000004,339.5
2018-03-17,12.6,430.8000000000002,450.50000000000006,1158.3000000000002,374.70000000000005
2018-03-18,19.400000000000006,476.40000000000003,506.0,1265.5,582.0
2018-03-19,31.6,445.30000000000007,493.5,1612.0999999999997,415.50000000000006
2018-03-20,20.599999999999994,515.4,547.1,1584.9999999999998,315.4
2018-03-21,239.1,1018.1999999999999,1385.0000000000002,841.9999999999999,457.8999999999999
2018-03-22,43.7,445.49999999999994,512.6,1534.7999999999997,391.09999999999997
2018-03-23,14.1,268.8,290.70000000000005,1912.9,395.7
2018-03-24,9.027979274611399,463.84041450777204,477.3823834196892,769.8000000000002,529.9
2018-03-25,7.83419689119171,430.1160621761658,441.86735751295333,857.8000000000001,677.5999999999999
2018-03-26,6.640414507772022,396.39170984455956,406.3523316062176,1187.9,339.0
2018-03-27,5.446632124352332,362.66735751295334,370.8373056994818,1342.6000000000001,202.1
2018-03-28,4.252849740932643,328.94300518134713,335.32227979274614,1298.3000000000002,172.29999999999998
2018-03-29,3.059067357512954,295.2186528497409,299.80725388601036,1252.9999999999998,183.9
2018-03-30,1.8652849740932649,261.4943005181347,264.2922279792746,1182.0,192.5
2018-03-31,0.6715025906735759,227.76994818652847,228.77720207253884,1237.2999999999997,142.4
2018-04-01,10.602072538860103,340.2585492227979,356.96165803108806,1455.8000000000002,223.99999999999997
2018-04-02,13.0,304.49999999999994,324.3999999999999,1420.6,248.10000000000002
2018-04-03,13.5,237.70000000000002,258.1,1650.6000000000001,232.9
2018-04-04,22.5,293.00000000000006,327.1000000000001,1753.1,248.10000000000002
2018-04-05,23.699999999999996,307.1,343.50000000000006,1680.9000000000003,116.00000000000001
2018-04-06,34.6,560.1,613.1999999999999,1387.8000000000002,398.6000000000001
2018-04-07,57.9,762.9999999999998,850.9,1021.6,532.5
2018-04-08,30.099999999999994,591.0,637.4000000000001,869.4999999999999,395.59999999999997
2018-04-09,45.599999999999994,887.1999999999998,956.8999999999999,637.9000000000001,519.0
2018-04-10,79.49999999999997,971.4999999999999,1093.4,752.5,622.3000000000001
2018-04-11,66.3,698.4999999999997,800.0999999999998,478.8,893.4999999999999
2018-04-12,58.65,478.79999999999995,568.9,727.15,717.0
2018-04-13,31.7,434.49999999999994,482.99999999999994,966.5,482.79999999999995
2018-04-14,46.500000000000014,712.4,783.7,964.1,794.7
2018-04-15,23.699999999999996,489.6999999999999,526.2,1226.4,669.2000000000002
2018-04-16,12.9,289.3,309.0,1877.1999999999998,371.20000000000005
2018-04-17,8.6,239.79999999999998,253.10000000000002,1951.3000000000002,408.9
2018-04-18,47.800000000000004,575.1,648.0,1459.4000000000003,536.9000000000001
2018-04-19,208.5,1041.3999999999999,1361.0000000000002,1533.0,834.3
2018-04-20,119.10000000000002,633.8999999999999,816.1000000000001,1334.7,629.7
2018-04-21,52.40000000000001,761.3000000000001,841.5999999999999,1572.7999999999997,890.1
2018-04-22,15.299999999999999,326.8,350.0,1684.7,612.6000000000003
2018-04-23,17.300000000000004,210.90000000000003,237.5,1640.95,212.20000000000002
2018-04-24,16.599999999999998,190.3,216.00000000000003,1475.0000000000005,245.70000000000002
2018-04-25,24.299999999999994,200.49999999999997,238.29999999999998,1683.3000000000004,186.80000000000004
2018-04-26,19.800000000000004,212.70000000000002,243.30000000000004,1694.1000000000001,265.59999999999997
2018-04-27,40.5,549.5,611.4,1177.4,281.6
2018-04-28,9.8,392.7,407.6,1342.3999999999999,170.9
2018-04-29,3.2,218.7,223.7,1751.2000000000003,196.8
2018-04-30,17.800000000000004,417.3,444.90000000000003,1521.4999999999998,262.6
2018-05-01,62.50000000000001,369.60000000000014,465.40000000000015,1561.6000000000001,253.29999999999998
2018-05-02,25.3,348.9,387.5,1584.1000000000001,140.3
2018-05-03,267.7,568.6,979.1999999999999,1185.4,285.2
2018-05-04,199.5,510.59999999999997,816.6500000000002,1422.7,437.90000000000003
2018-05-05,120.00000000000001,729.5000000000001,913.6000000000001,1579.7999999999997,512.2
2018-05-06,75.49999999999999,812.7,927.9000000000001,1778.3000000000002,736.2000000000002
2018-05-07,109.89999999999999,953.6000000000001,1121.5000000000002,1771.5000000000002,879.4
2018-05-08,143.7,697.8000000000001,918.0000000000001,1558.8,815.4
2018-05-09,73.7,410.2,523.5999999999999,1310.6000000000001,454.09999999999997
2018-05-10,15.700000000000001,262.19999999999993,285.59999999999997,1605.6999999999996,245.10000000000002
2018-05-11,27.900000000000002,311.8,354.6,1616.9999999999998,412.9
2018-05-12,16.799999999999997,436.29999999999995,462.1,1184.5,275.6
2018-05-13,86.0,477.19999999999993,609.4,1039.0,327.40000000000003
2018-05-14,45.800000000000004,367.4,437.3,1542.8000000000002,232.39999999999998
2018-05-15,26.9,312.79999999999995,353.79999999999995,2047.8000000000004,266.29999999999995
2018-05-16,19.800000000000004,247.79999999999998,278.0,1629.1000000000001,359.0
2018-05-17,26.999999999999996,232.49999999999997,273.8,1642.1999999999996,359.59999999999997
2018-05-18,59.20000000000001,461.84999999999997,552.0,1401.1999999999998,351.3
2018-05-19,73.00000000000001,512.9000000000001,625.1,1369.1,450.70000000000005
2018-05-20,62.3,523.9000000000001,619.7,1433.1999999999996,518.5
2018-05-21,112.50000000000001,849.1999999999999,1021.6999999999999,1418.4,682.0
2018-05-22,15.699999999999996,272.20000000000005,295.9,2056.5000000000005,536.2999999999998
2018-05-23,9.6,233.9,248.50000000000006,2109.7000000000003,489.49999999999994
2018-05-24,51.4,537.1999999999999,616.0,1223.1,598.2
2018-05-25,47.10000000000001,629.5999999999999,701.7000000000002,1322.3000000000004,527.1999999999999
2018-05-26,14.299999999999999,390.49999999999994,411.90000000000003,2222.7,831.7999999999997
2018-05-27,22.700000000000003,332.4,366.80000000000007,1760.3999999999999,546.8999999999999
2018-05-28,44.49999999999999,348.7,416.7000000000001,1364.6,656.3
2018-05-29,8.199999999999998,392.49999999999994,405.09999999999997,1788.6000000000006,466.0
2018-05-30,162.7,624.4000000000001,874.0000000000001,1046.9,421.1
2018-05-31,138.3,837.4999999999999,1049.5,1194.1,761.6999999999999
2018-06-01,10.700000000000003,310.9,327.2,1390.4999999999998,463.59999999999997
2018-06-02,22.099999999999998,298.3,332.1,1342.4,224.2
2018-06-03,18.4,372.3,400.40000000000015,1489.1999999999998,295.34999999999997
2018-06-04,18.499999999999996,402.79999999999995,431.4,1491.6000000000001,322.30000000000007
2018-06-05,20.000000000000004,301.90000000000003,332.79999999999995,1600.4,300.20000000000005
2018-06-06,39.2,411.29999999999995,471.34999999999997,1513.3999999999999,455.09999999999997
2018-06-07,45.1,543.6,612.3,1291.0999999999997,451.00000000000006
2018-06-08,36.89999999999999,457.4000000000001,513.6999999999999,1408.8999999999999,446.2
2018-06-09,26.4,402.3,443.1,1568.0,418.69999999999993
2018-06-10,14.399999999999997,353.29999999999995,375.5999999999999,1427.5,393.5999999999999
2018-06-11,55.800000000000004,459.30000000000007,544.4999999999999,1327.8000000000002,315.7
2018-06-12,34.1,379.1,431.49999999999994,1179.9,291.3
2018-06-13,83.7,422.0,550.1,1362.1000000000001,280.9
2018-06-14,18.0,277.7,305.2,1369.5000000000002,304.7
2018-06-15,52.5,408.90000000000003,489.09999999999997,1328.4,346.1
2018-06-16,7.800000000000001,221.30000000000004,233.29999999999998,1376.2000000000003,245.1
2018-06-17,-0.49999999999999967,156.00000000000003,155.20000000000005,1316.8999999999999,197.4
2018-06-18,15.3,187.50000000000006,211.20000000000002,1217.9999999999998,250.09999999999997
2018-06-19,36.800000000000004,167.00000000000003,224.0,752.5000000000001,196.2
2018-06-20,43.6,188.6,255.5,530.6999999999999,234.3
2018-06-21,18.4,229.20000000000005,257.70000000000005,1463.1,296.5
2018-06-22,35.4,312.09999999999997,366.4,1382.0999999999997,301.7
2018-06-23,26.300000000000004,280.09999999999997,319.90000000000003,1570.1,289.09999999999997
2018-06-24,23.800000000000004,388.2999999999999,425.3,1847.3999999999999,334.70000000000005
2018-06-25,46.400000000000006,536.8,607.8,2091.9,383.8
2018-06-26,65.7,531.1999999999999,632.2999999999997,1546.3,441.90000000000003
2018-06-27,62.800000000000004,421.7,518.4000000000001,1400.3999999999999,411.4
2018-06-28,39.30000000000001,321.3,381.7,1709.5000000000002,447.1000000000001
2018-06-29,34.599999999999994,319.29999999999995,372.9,1671.4999999999995,338.0
2018-06-30,10.399999999999999,245.99999999999997,261.8,1976.6,345.1
2018-07-01,25.5,444.49999999999994,483.80000000000007,2398.8,422.50000000000006
2018-07-02,27.399999999999995,411.5000000000001,453.70000000000005,2160.7000000000003,369.90000000000003
2018-07-03,27.500000000000007,308.0,350.0,1947.1,315.90000000000003
2018-07-04,46.7,392.79999999999995,464.2999999999999,1741.6000000000001,396.6999999999999
2018-07-05,30.900000000000006,447.2,495.00000000000006,1910.1000000000001,517.2
2018-07-06,30.200000000000006,465.1,511.29999999999995,1964.9,516.5000000000001
2018-07-07,23.9,492.6000000000001,529.5999999999999,1924.2,580.8
2018-07-08,6.099999999999998,361.6000000000001,370.90000000000003,1870.1,341.1000000000001
2018-07-09,43.89999999999999,474.1000000000001,541.3,1368.7999999999997,365.60000000000014
2018-07-10,25.900000000000006,180.59999999999997,219.6,1250.0,254.40000000000003
2018-07-11,37.85000000000001,240.8,299.0,1350.8500000000001,293.4
2018-07-12,53.199999999999996,488.8999999999999,570.4,1352.6999999999998,428.59999999999997
2018-07-13,61.1,545.1,638.6999999999999,1523.1,420.1
2018-07-14,6.899999999999997,278.09999999999997,288.3,1994.4,370.0999999999999
2018-07-15,15.9,345.3,370.0,1956.6999999999998,291.2
2018-07-16,60.70000000000001,467.8000000000001,560.9,1695.1,350.0
2018-07-17,22.499999999999996,226.60000000000002,261.0,1351.4000000000003,236.00000000000003
2018-07-18,36.40000000000001,309.6,365.40000000000003,1410.1,280.00000000000006
2018-07-19,55.800000000000004,548.1000000000001,633.7999999999998,1366.8999999999999,352.15
2018-07-20,69.69999999999999,490.1000000000001,596.8000000000002,1737.1999999999998,371.29999999999995
2018-07-21,22.699999999999996,386.9,421.40000000000003,2107.0,417.4
2018-07-22,27.900000000000002,315.30000000000007,357.7000000000001,1450.1000000000001,267.4
2018-07-23,18.300000000000004,246.10000000000002,273.9,1510.7,267.29999999999995
2018-07-24,15.500000000000004,231.20000000000002,255.2,1640.1000000000004,324.99999999999994
2018-07-25,42.8,425.19999999999993,490.9,1582.5000000000002,291.1
2018-07-26,0.0,518.112,518.112,1961.8,653.1999999999999
2018-07-27,46.4,470.9880000000001,542.0880000000001,1548.1,427.90000000000003
2018-07-28,5.500000000000001,147.79999999999998,156.19999999999996,1333.7000000000003,271.4
2018-07-29,4.6,135.30000000000004,142.40000000000006,962.7,149.89999999999998
2018-07-30,15.6,150.79999999999995,174.99999999999991,747.6000000000001,145.6
2018-07-31,20.5,191.0,222.40000000000003,1161.2,171.7
2018-08-01,37.000000000000014,256.09999999999997,312.8999999999999,1158.6000000000001,222.50000000000003
2018-08-02,21.85,271.35,304.95000000000005,1190.2499999999998,241.7
2018-08-03,109.19999999999997,492.1000000000001,659.7,1317.3999999999999,299.8
2018-08-04,27.5,280.10000000000014,322.5,1244.5000000000005,211.19999999999996
2018-08-05,21.199999999999996,262.30000000000007,293.9000000000001,1495.6000000000001,246.40000000000006
2018-08-06,27.599999999999998,368.0,410.3,1925.6999999999994,326.3
2018-08-07,25.799999999999997,397.5,437.2,1730.3000000000002,342.1999999999999
2018-08-08,20.199999999999996,201.0,231.50000000000006,1304.2,162.7
2018-08-09,97.60000000000001,547.8000000000001,697.6,450.1,206.20000000000002
2018-08-10,33.59999999999999,266.8,318.40000000000003,738.8000000000002,132.6
2018-08-11,34.199999999999996,272.70000000000005,325.3,836.3999999999999,164.7
2018-08-12,5.0,156.0,163.7,1082.5999999999997,161.9
2018-08-13,35.49999999999999,272.2,327.0999999999999,782.0999999999999,179.50000000000003
2018-08-14,61.0,375.90000000000003,469.40000000000003,884.4999999999998,188.20000000000002
2018-08-15,15.600000000000001,175.5,199.70000000000005,1109.1999999999998,220.75
2018-08-16,31.6,244.7,293.0,732.9999999999998,217.5
2018-08-17,66.9,292.19999999999993,395.0,759.1000000000001,225.6
2018-08-18,8.2,176.79999999999998,189.3,933.3000000000003,231.8
2018-08-19,13.0,191.2,210.99999999999997,750.8000000000002,211.00000000000003
2018-08-20,71.40000000000002,289.6000000000001,399.2999999999999,720.3000000000001,180.8
2018-08-21,39.7,293.5000000000001,354.3999999999999,952.4999999999999,194.79999999999998
2018-08-22,26.099999999999998,230.3,270.1,612.4,204.00000000000003
2018-08-23,36.69999999999999,222.6,279.40000000000003,810.3000000000002,198.90000000000003
2018-08-24,50.800000000000004,306.3,384.49999999999994,915.7,185.10000000000002
2018-08-25,65.2,369.7,469.70000000000005,769.6,136.0
2018-08-26,63.30000000000001,325.99999999999994,422.9999999999999,652.3,189.7
2018-08-27,19.4,232.10000000000002,262.0,824.8,136.3
2018-08-28,47.400000000000006,429.4,502.3999999999999,727.6000000000003,174.3
2018-08-29,64.10000000000001,503.2,601.7,600.85,236.4
2018-08-30,93.89999999999999,504.05,648.5500000000001,706.1,279.54999999999995
2018-08-31,209.7,614.9999999999999,937.1,728.3,324.6000000000001
2018-09-01,71.59999999999998,407.3,516.5999999999999,1196.3,343.9
2018-09-02,67.50000000000001,498.7,602.2999999999998,1346.6999999999998,445.4000000000001
2018-09-03,152.5,724.0,957.6999999999998,1268.7000000000003,469.30000000000007
2018-09-04,34.199999999999996,428.0000000000001,480.80000000000007,1234.3999999999999,363.70000000000005
2018-09-05,41.6,313.1,376.9000000000001,1383.0000000000002,341.7
2018-09-06,91.2,459.2,598.7,902.3,374.90000000000003
2018-09-07,80.0,487.79999999999995,610.5,891.5,209.5
2018-09-08,22.900000000000002,312.8,347.3999999999999,991.2,200.40000000000003
2018-09-09,14.6,228.20000000000002,250.70000000000002,1286.6999999999998,215.49999999999997
2018-09-10,17.349999999999994,192.24999999999997,219.0,1195.45,262.49999999999994
2018-09-11,26.899999999999995,182.79999999999995,224.09999999999997,1104.4,251.8
2018-09-12,236.0,426.09999999999997,788.2,813.6,145.2
2018-09-13,543.3,655.6999999999999,1489.3,478.9,310.7
2018-09-14,50.900000000000006,375.59999999999997,454.4,851.5999999999999,186.70000000000002
2018-09-15,49.09999999999999,253.3,329.3999999999999,962.4,239.19999999999996
2018-09-16,38.0,215.79999999999995,274.70000000000005,1351.3,260.0
2018-09-17,49.20000000000001,282.6,358.30000000000007,1576.7000000000003,328.1
2018-09-18,26.999999999999996,162.59999999999997,204.7,1493.6999999999991,293.20000000000005
2018-09-19,43.300000000000004,161.99999999999997,228.59999999999997,1333.8,429.40000000000003
2018-09-20,36.9,129.79999999999998,187.39999999999998,1404.2000000000003,383.49999999999994
2018-09-21,34.8,288.0,341.1000000000001,1259.8000000000002,121.5
2018-09-22,30.9,475.6,522.6,851.1999999999997,207.50000000000003
2018-09-23,16.799999999999997,479.30000000000007,505.2000000000001,931.8000000000003,127.39999999999999
2018-09-24,451.30000000000007,708.0,1400.0,519.9000000000001,187.7
2018-09-25,680.6999999999998,785.9999999999999,1830.2,554.8000000000002,300.2
2018-09-26,149.64999999999998,784.9999999999999,1014.5999999999998,671.8000000000001,320.40000000000003
2018-09-27,398.90000000000003,918.1000000000001,1529.4999999999998,661.0,394.6000000000001
2018-09-28,27.1,452.1000000000001,493.0,1036.5,242.00000000000003
2018-09-29,409.40000000000003,829.8,1457.4,495.2,315.09999999999997
2018-09-30,63.09999999999999,477.20000000000005,574.3000000000001,820.6000000000001,258.2
2018-10-01,41.7,474.1999999999999,538.1000000000001,945.6,171.89999999999998
2018-10-02,21.3,318.9,350.70000000000005,1041.1,207.8
2018-10-03,260.69999999999993,532.4000000000001,931.7999999999998,543.9999999999999,292.0
2018-10-04,46.0,344.5,415.4,477.2,259.1
2018-10-05,156.10000000000002,690.6999999999999,930.2,502.5,529.2
2018-10-06,80.69999999999999,476.3,599.9999999999998,833.2,247.69999999999993
2018-10-07,52.800000000000004,528.1000000000001,609.0,764.0000000000001,183.6
2018-10-08,36.29999999999999,384.2000000000001,439.7,942.4,176.8
2018-10-09,94.80000000000001,463.9999999999999,610.1999999999999,877.1999999999999,238.39999999999998
2018-10-10,395.40000000000003,1124.2,1730.1999999999996,474.0,851.7
2018-10-11,23.599999999999998,295.2,331.30000000000007,1250.6000000000004,316.90000000000003
2018-10-12,5.999999999999999,173.2,182.2,1455.5,240.49999999999997
2018-10-13,2.9000000000000004,206.9,211.10000000000002,1427.5999999999997,277.7
2018-10-14,-2.8,298.69999999999993,294.19999999999993,1274.3999999999999,90.7
2018-10-15,48.499999999999986,703.8,778.1999999999999,576.3000000000001,220.50000000000003
2018-10-16,67.9,365.59999999999997,469.8999999999999,843.4999999999999,362.7999999999999
2018-10-17,108.65,732.75,899.0,428.5000000000001,220.25
2018-10-18,64.8,599.6000000000001,699.0000000000001,771.9999999999998,286.70000000000005
2018-10-19,1397.5,914.8000000000001,3057.4999999999995,338.2,416.59999999999997
2018-10-20,868.1000000000003,675.1,2006.1,320.00000000000006,548.4
2018-10-21,259.9999999999999,614.2999999999998,1012.9999999999999,475.09999999999997,411.7000000000001
2018-10-22,362.4,595.1,1151.0,821.8,293.49999999999994
2018-10-23,94.90000000000002,594.4,739.9000000000002,621.3999999999999,304.6
2018-10-24,197.49999999999997,670.1,972.6000000000001,422.79999999999995,331.79999999999995
2018-10-25,140.60000000000002,599.0,814.6999999999998,765.8999999999999,321.1
2018-10-26,43.400000000000006,540.6000000000001,606.9000000000001,976.6000000000003,187.39999999999998
2018-10-27,21.799999999999997,391.9,425.20000000000005,1019.5999999999998,121.49999999999999
2018-10-28,9.2,425.29999999999995,439.4,1091.7999999999997,119.8
2018-10-29,57.50000000000001,583.5999999999999,672.3000000000001,822.4000000000002,177.8
2018-10-30,66.19999999999999,563.6,665.1999999999999,578.8000000000001,199.4
2018-10-31,385.80000000000007,814.4000000000001,1405.4999999999998,439.09999999999997,321.6
2018-11-01,350.3500000000001,898.65,1435.7,141.9,302.79999999999995
2018-11-02,957.0,930.3999999999999,2397.7000000000003,245.20000000000002,380.6000000000001
2018-11-03,41.900000000000006,578.6999999999998,642.8999999999999,886.1,336.80000000000007
2018-11-04,15.599999999999998,488.79999999999995,512.6999999999999,921.3000000000001,460.40000000000003
2018-11-05,973.6,1038.5000000000002,2531.1999999999994,54.9,969.5
2018-11-06,786.144,486.48000000000013,1692.9119999999998,478.40000000000003,495.5999999999999
2018-11-07,29.055999999999997,299.12,343.38800000000003,1075.8,146.60000000000002
2018-11-08,60.4,510.7,603.1999999999999,1045.0,273.45
2018-11-09,69.99999999999999,455.40000000000015,562.8000000000001,995.5999999999997,297.7
2018-11-10,28.6,387.2,431.1,1158.8999999999999,243.1
2018-11-11,5.4,339.9,348.8,1159.6999999999998,175.10000000000002
2018-11-12,60.2,441.29999999999995,533.4999999999999,1046.9999999999998,206.89999999999995
2018-11-13,29.700000000000003,402.8,448.8,1184.6999999999998,233.6
2018-11-14,163.70000000000002,602.0,852.7,786.7999999999998,328.90000000000003
2018-11-15,359.59999999999997,722.4,1273.7000000000003,250.89999999999995,496.79999999999995
2018-11-16,159.69999999999996,696.3000000000001,940.8,136.8,322.49999999999994
2018-11-17,150.20000000000002,937.4999999999998,1168.0999999999997,159.70000000000002,514.5
2018-11-18,78.09999999999998,819.5000000000002,939.7000000000002,572.4,428.1
2018-11-19,28.200000000000003,530.2,573.5999999999999,892.6000000000005,188.99999999999997
2018-11-20,68.4,772.3000000000001,877.2,517.8000000000001,289.5
2018-11-21,379.6,914.4999999999999,1496.0999999999997,202.7,455.1
2018-11-22,2292.0000000000005,1191.7,4705.8,-2.5,1021.6
2018-11-23,476.29999999999984,1110.2,1840.3000000000002,16.8,861.8000000000002
2018-11-24,233.60000000000002,1015.1999999999997,1373.7000000000003,236.1,624.6000000000001
2018-11-25,36.9,667.6999999999998,724.5999999999999,413.60000000000014,458.9000000000001
2018-11-26,166.3,799.3,1054.1999999999998,402.0000000000001,299.8
2018-11-27,264.49999999999994,794.2000000000003,1199.6000000000001,351.50000000000006,370.29999999999995
2018-11-28,30.499999999999996,309.09999999999997,355.49999999999994,1295.0999999999997,193.8
2018-11-29,17.400000000000002,244.79999999999998,271.5,1483.7999999999995,214.49999999999997
2018-11-30,25.000000000000007,441.9000000000001,480.4,1210.5000000000002,249.7
2018-12-01,6.9,336.59999999999997,347.29999999999995,1267.5,178.09999999999994
2018-12-02,1.999999999999999,206.50000000000003,209.8,1261.0,113.1
2018-12-03,19.3,500.95,530.3000000000001,1098.0000000000002,245.1
2018-12-04,640.4,1066.3,2048.5000000000005,156.1,264.90000000000003
2018-12-05,97.59999999999998,585.4,735.0999999999999,746.4000000000002,246.09999999999997
2018-12-06,18.400000000000002,322.1999999999999,350.69999999999993,1180.6000000000004,158.4
2018-12-07,15.399999999999999,337.29999999999995,361.40000000000003,1401.3000000000006,161.4
2018-12-08,5.3,249.10000000000002,257.1,1582.6999999999998,249.50000000000006
2018-12-09,14.1,461.2,482.9000000000001,1239.5,130.3
2018-12-10,224.25,997.2499999999999,1341.2,459.4000000000001,237.89999999999998
