MeasurementDateGMT,Westminster - Cavendish Square: Nitric Oxide (ug/m3),Westminster - Cavendish Square: Nitrogen Dioxide (ug/m3),Westminster - Cavendish Square: Oxides of Nitrogen (ug/m3),Westminster - Cavendish Square: PM10 Particulate (ug/m3)
2018-02-18,1416.0,2234.399999999999,4404.0,1080.0
2018-02-19,1416.0,2234.399999999999,4404.0,1080.0
2018-02-20,1416.0,2234.399999999999,4404.0,1080.0
2018-02-21,1416.0,2234.399999999999,4404.0,1080.0
2018-02-22,1416.0,2234.399999999999,4404.0,1080.0
2018-02-23,1416.0,2234.399999999999,4404.0,1080.0
2018-02-24,1416.0,2234.399999999999,4404.0,1080.0
2018-02-25,1416.0,2234.399999999999,4404.0,1080.0
2018-02-26,1416.0,2234.399999999999,4404.0,1080.0
2018-02-27,1416.0,2234.399999999999,4404.0,1080.0
2018-02-28,1416.0,2234.399999999999,4404.0,1080.0
2018-03-01,1416.0,2234.399999999999,4404.0,1080.0
2018-03-02,1416.0,2234.399999999999,4404.0,1080.0
2018-03-03,1416.0,2234.399999999999,4404.0,1080.0
2018-03-04,1416.0,2234.399999999999,4404.0,1080.0
2018-03-05,1416.0,2234.399999999999,4404.0,1080.0
2018-03-06,1416.0,2234.399999999999,4404.0,1080.0
2018-03-07,1416.0,2234.399999999999,4404.0,1080.0
2018-03-08,1416.0,2234.399999999999,4404.0,1080.0
2018-03-09,1416.0,2234.399999999999,4404.0,1080.0
2018-03-10,1416.0,2234.399999999999,4404.0,1080.0
2018-03-11,1416.0,2234.399999999999,4404.0,1080.0
2018-03-12,1416.0,2234.399999999999,4404.0,1080.0
2018-03-13,1416.0,2234.399999999999,4404.0,1080.0
2018-03-14,1416.0,2234.399999999999,4404.0,1080.0
2018-03-15,1416.0,2234.399999999999,4404.0,1080.0
2018-03-16,1416.0,2234.399999999999,4404.0,1080.0
2018-03-17,1416.0,2234.399999999999,4404.0,1080.0
2018-03-18,1416.0,2234.399999999999,4404.0,1080.0
2018-03-19,1416.0,2234.399999999999,4404.0,1080.0
2018-03-20,1416.0,2234.399999999999,4404.0,1080.0
2018-03-21,1416.0,2234.399999999999,4404.0,1080.0
2018-03-22,1416.0,2234.399999999999,4404.0,1080.0
2018-03-23,1416.0,2234.399999999999,4404.0,1080.0
2018-03-24,1416.0,2234.399999999999,4404.0,1080.0
2018-03-25,1416.0,2234.399999999999,4404.0,1080.0
2018-03-26,1416.0,2234.399999999999,4404.0,1080.0
2018-03-27,1416.0,2234.399999999999,4404.0,1080.0
2018-03-28,1416.0,2234.399999999999,4404.0,1080.0
2018-03-29,1416.0,2234.399999999999,4404.0,1080.0
2018-03-30,1416.0,2234.399999999999,4404.0,1080.0
2018-03-31,1416.0,2234.399999999999,4404.0,1080.0
2018-04-01,1416.0,2234.399999999999,4404.0,1080.0
2018-04-02,1416.0,2234.399999999999,4404.0,1080.0
2018-04-03,1416.0,2234.399999999999,4404.0,1080.0
2018-04-04,1416.0,2234.399999999999,4404.0,1080.0
2018-04-05,1416.0,2234.399999999999,4404.0,1080.0
2018-04-06,1416.0,2234.399999999999,4404.0,1080.0
2018-04-07,1416.0,2234.399999999999,4404.0,1080.0
2018-04-08,1416.0,2234.399999999999,4404.0,1080.0
2018-04-09,1416.0,2234.399999999999,4404.0,1080.0
2018-04-10,1416.0,2234.399999999999,4404.0,1080.0
2018-04-11,1416.0,2234.399999999999,4404.0,1080.0
2018-04-12,1416.0,2234.399999999999,4404.0,1080.0
2018-04-13,1416.0,2234.399999999999,4404.0,1080.0
2018-04-14,1416.0,2234.399999999999,4404.0,1080.0
2018-04-15,1416.0,2234.399999999999,4404.0,1080.0
2018-04-16,1416.0,2234.399999999999,4404.0,1080.0
2018-04-17,1416.0,2234.399999999999,4404.0,1080.0
2018-04-18,1416.0,2234.399999999999,4404.0,1080.0
2018-04-19,1416.0,2234.399999999999,4404.0,1080.0
2018-04-20,1416.0,2234.399999999999,4404.0,1080.0
2018-04-21,1416.0,2234.399999999999,4404.0,1080.0
2018-04-22,1416.0,2234.399999999999,4404.0,1080.0
2018-04-23,1416.0,2234.399999999999,4404.0,1080.0
2018-04-24,1416.0,2234.399999999999,4404.0,1080.0
2018-04-25,1416.0,2234.399999999999,4404.0,1080.0
2018-04-26,1416.0,2234.399999999999,4404.0,1080.0
2018-04-27,1416.0,2234.399999999999,4404.0,1080.0
2018-04-28,1416.0,2234.399999999999,4404.0,1080.0
2018-04-29,1416.0,2234.399999999999,4404.0,1080.0
2018-04-30,1416.0,2234.399999999999,4404.0,1080.0
2018-05-01,1416.0,2234.399999999999,4404.0,1080.0
2018-05-02,1416.0,2234.399999999999,4404.0,1080.0
2018-05-03,1416.0,2234.399999999999,4404.0,1080.0
2018-05-04,1416.0,2234.399999999999,4404.0,1080.0
2018-05-05,1416.0,2234.399999999999,4404.0,1080.0
2018-05-06,1416.0,2234.399999999999,4404.0,1080.0
2018-05-07,1416.0,2234.399999999999,4404.0,1080.0
2018-05-08,1416.0,2234.399999999999,4404.0,1080.0
2018-05-09,1416.0,2234.399999999999,4404.0,1080.0
2018-05-10,1416.0,2234.399999999999,4404.0,1080.0
2018-05-11,1416.0,2234.399999999999,4404.0,1080.0
2018-05-12,1416.0,2234.399999999999,4404.0,1080.0
2018-05-13,1416.0,2234.399999999999,4404.0,1080.0
2018-05-14,1416.0,2234.399999999999,4404.0,1080.0
2018-05-15,1416.0,2234.399999999999,4404.0,1080.0
2018-05-16,1416.0,2234.399999999999,4404.0,1080.0
2018-05-17,1416.0,2234.399999999999,4404.0,1080.0
2018-05-18,1416.0,2234.399999999999,4404.0,1080.0
2018-05-19,1416.0,2234.399999999999,4404.0,1080.0
2018-05-20,1416.0,2234.399999999999,4404.0,1080.0
2018-05-21,1416.0,2234.399999999999,4404.0,1080.0
2018-05-22,1416.0,2234.399999999999,4404.0,1080.0
2018-05-23,1416.0,2234.399999999999,4404.0,1080.0
2018-05-24,1416.0,2234.399999999999,4404.0,1080.0
2018-05-25,1416.0,2234.399999999999,4404.0,1080.0
2018-05-26,1416.0,2234.399999999999,4404.0,1080.0
2018-05-27,1416.0,2234.399999999999,4404.0,1080.0
2018-05-28,1416.0,2234.399999999999,4404.0,1080.0
2018-05-29,1416.0,2234.399999999999,4404.0,1080.0
2018-05-30,1416.0,2234.399999999999,4404.0,1080.0
2018-05-31,1162.2000000000003,2142.7,3924.2000000000003,1202.0
2018-06-01,1110.0,1737.8999999999999,3439.3999999999996,888.0
2018-06-02,829.1,1439.1000000000004,2710.1000000000004,579.0
2018-06-03,536.4,1272.8999999999999,2095.2000000000003,516.0
2018-06-04,620.4999999999999,1146.4999999999998,2097.4999999999995,628.0
2018-06-05,607.8000000000001,1069.3999999999999,2001.2,669.0
2018-06-06,636.9000000000001,1143.8,2120.3,863.0
2018-06-07,730.8999999999999,1234.8000000000002,2355.3999999999996,784.0
2018-06-08,615.5000000000001,1122.8,2066.4,720.0
2018-06-09,451.99999999999994,992.1000000000001,1685.1,737.0
2018-06-10,351.99999999999994,808.0,1347.8000000000004,572.0
2018-06-11,616.0,1073.7,2017.8,637.0
2018-06-12,808.8000000000001,1212.4999999999995,2452.2999999999993,565.0
2018-06-13,1503.8999999999999,1813.0999999999997,4119.3,651.0
2018-06-14,1468.7,1640.3000000000002,3891.8,807.0
2018-06-15,894.5000000000001,1431.5,2802.8,671.0
2018-06-16,706.8000000000001,1253.1,2337.8999999999996,518.0
2018-06-17,637.5,1056.0,2033.6999999999998,421.0
2018-06-18,905.5000000000001,1315.0,2703.1999999999994,645.0
2018-06-19,1310.9,1214.8,3225.2999999999997,563.0
2018-06-20,1328.9999999999995,1155.0,3192.500000000001,594.0
2018-06-21,764.9000000000001,1080.8999999999999,2253.5999999999995,601.0
2018-06-22,685.9000000000001,1175.3,2226.9,583.0
2018-06-23,550.3,1206.8000000000002,2051.2,545.0
2018-06-24,390.9000000000001,1043.8000000000002,1643.1000000000001,529.0
2018-06-25,658.2,1660.4,2669.7999999999997,675.0
2018-06-26,987.2999999999998,1796.2000000000003,3309.7999999999997,817.0
2018-06-27,529.4,1049.7000000000003,1861.2,770.0
2018-06-28,415.75454545454545,628.1787878787878,1265.8666666666663,791.0
2018-06-29,595.2,948.9333333333333,1861.8666666666666,726.0
2018-06-30,678.9818181818182,1255.551515151515,2297.0666666666666,722.0
2018-07-01,762.7636363636364,1562.1696969696966,2732.266666666667,717.0
2018-07-02,636.6999999999998,1497.8666666666666,2474.2333333333327,878.0
2018-07-03,536.6,1207.9,2029.8000000000002,701.0
2018-07-04,769.2000000000002,1506.3000000000002,2685.5999999999995,814.0
2018-07-05,746.5000000000001,1889.9999999999998,3034.3,1059.0
2018-07-06,606.5000000000001,1803.4,2733.2,937.0
2018-07-07,383.9,1397.2999999999997,1986.1999999999998,923.0
2018-07-08,315.8,1033.9,1517.8000000000002,651.0
2018-07-09,742.5,1523.7000000000003,2662.4999999999995,749.0
2018-07-10,583.4,876.4,1771.0999999999997,525.0
2018-07-11,615.5,977.3000000000001,1920.8,639.0
2018-07-12,687.8999999999997,1336.1,2390.8999999999996,822.0
2018-07-13,596.0,1312.4000000000005,2226.3,740.0
2018-07-14,651.0,1538.7000000000005,2537.0000000000005,756.0
2018-07-15,443.8999999999999,1313.6,1994.2999999999997,494.75
2018-07-16,827.1999999999999,1675.7999999999995,2944.1,681.25
2018-07-17,1172.6,1380.2999999999997,3178.6,887.5
2018-07-18,1057.8000000000002,1571.0,3192.8,596.0
2018-07-19,1106.3,1774.7999999999997,3471.600000000001,741.5
2018-07-20,998.8999999999999,1594.9,3126.5000000000005,708.0
2018-07-21,698.5,1503.1999999999998,2574.5,673.0
2018-07-22,671.9,1215.5,2245.6,503.0
2018-07-23,1107.8,1556.3,3254.8,677.0
2018-07-24,1281.0000000000002,1604.8,3568.9999999999995,776.0
2018-07-25,1049.3,1577.1000000000001,3185.8000000000006,727.0
2018-07-26,1236.3000000000002,2039.6999999999998,3935.2999999999997,942.0
2018-07-27,1036.1,1614.3999999999999,3203.0,817.0
2018-07-28,810.7999999999998,952.1999999999999,2195.3999999999996,745.0
2018-07-29,592.8,571.1999999999999,1479.9999999999998,313.0
2018-07-30,1142.1,967.5999999999999,2718.7,534.0
2018-07-31,1114.9000000000003,1205.6,2914.899999999999,563.0
2018-08-01,1253.9000000000003,1315.3999999999999,3237.8999999999996,633.0
2018-08-02,1254.3,1479.4,3402.1999999999994,617.0
2018-08-03,978.6,1397.9999999999998,2898.5,635.0
2018-08-04,670.5999999999999,830.0999999999999,1858.2,396.0
2018-08-05,652.5999999999998,1033.8,2033.8999999999999,543.0
2018-08-06,1099.1,1774.3,3459.7,792.0
2018-08-07,940.2999999999998,1569.3,3011.0,810.0
2018-08-08,1162.1,1201.6,2983.7000000000003,548.0
2018-08-09,1189.6000000000004,1125.6,2949.3999999999996,491.0
2018-08-10,1270.0,1169.4999999999998,3116.4999999999995,517.0
2018-08-11,878.7,978.1999999999998,2325.1999999999994,379.0
2018-08-12,673.6999999999999,651.8,1684.8,332.0
2018-08-13,985.7999999999998,940.9,2452.4,557.0
2018-08-14,1177.8999999999999,1082.1000000000001,2887.9,592.0
2018-08-15,1378.1,1236.2000000000003,3349.4,633.0
2018-08-16,1427.4,1068.5,3257.4,524.0
2018-08-17,1337.1000000000001,1102.6000000000001,3152.3000000000006,622.0
2018-08-18,1090.9,893.5000000000002,2566.6000000000004,503.0
2018-08-19,744.8999999999999,654.3000000000001,1796.3999999999996,374.0
2018-08-20,1153.3999999999999,1021.8000000000002,2790.1000000000004,528.0
2018-08-21,1208.3999999999999,1207.4217391304348,3060.404347826086,420.0
2018-08-22,1765.2999999999997,1744.378260869565,4451.195652173913,522.0
2018-08-23,1056.3,1288.1999999999998,2908.1000000000004,476.0
2018-08-24,1125.4,1361.9999999999998,3087.7000000000003,520.0
2018-08-25,777.0,1127.9,2319.1,330.0
2018-08-26,657.3,1124.3999999999999,2132.0,303.0
2018-08-27,710.6999999999999,1034.5,2124.4,366.0
2018-08-28,937.6999999999999,1347.1999999999998,2785.2999999999997,481.0
2018-08-29,1166.3,1567.0999999999995,3355.6,482.0
2018-08-30,926.6000000000003,1318.2000000000003,2738.9,540.0
2018-08-31,1043.4,1555.3,3155.3999999999996,628.0
2018-09-01,714.5000000000001,1492.2,2587.5,626.0
2018-09-02,548.6000000000003,1527.5,2368.7000000000003,692.0
2018-09-03,1034.6999999999998,1996.7,3583.4,788.0
2018-09-04,677.5,1274.8999999999999,2313.8,623.0
2018-09-05,840.1999999999998,1224.0,2512.6000000000004,588.0
2018-09-06,1225.6000000000004,1482.8,3362.0000000000005,615.0
2018-09-07,1186.9999999999998,1471.3999999999999,3290.7999999999997,477.0
2018-09-08,1193.7999999999997,1561.6,3392.2999999999997,460.0
2018-09-09,760.5000000000001,1407.6000000000001,2572.8999999999996,432.0
2018-09-10,1330.6999999999998,1465.0,3505.2999999999997,609.0
2018-09-11,1221.8999999999999,1242.9,3116.5,691.0
2018-09-12,1402.1,1468.5,3618.1,433.0
2018-09-13,2064.3999999999996,1778.8000000000002,4943.700000000001,725.0
2018-09-14,1683.5,1788.4,4369.7,528.0
2018-09-15,925.7999999999998,1303.3,2723.0000000000005,490.0
2018-09-16,506.00000000000006,1017.4999999999999,1793.5000000000002,468.0
2018-09-17,746.2,1374.4000000000003,2518.7,669.0
2018-09-18,1018.9000000000001,1232.5000000000002,2794.5,624.0
2018-09-19,951.7,1117.1,2576.2000000000003,756.0
2018-09-20,882.0000000000001,1005.3,2357.7000000000003,712.0
2018-09-21,1116.5,1373.3,3085.2999999999993,547.0
2018-09-22,1036.6000000000001,1326.7999999999995,2915.8,396.0
2018-09-23,574.3,931.6999999999999,1812.3999999999999,274.0
2018-09-24,1804.6000000000004,1568.1,4335.3,460.0
2018-09-25,3131.4999999999995,1943.1,6744.9,796.0
2018-09-26,1991.9000000000003,2180.2999999999997,5234.700000000001,1073.0
2018-09-27,1867.2500000000005,2108.8,4971.7,944.5
2018-09-28,696.0,1014.1,2081.0,565.0
2018-09-29,1360.1,1659.4000000000003,3744.7000000000007,678.0
2018-09-30,681.2,1109.7,2153.8999999999996,476.0
2018-10-01,1012.5999999999999,1241.8000000000002,2794.9000000000005,472.0
2018-10-02,1013.1,1158.8,2711.9,614.0
2018-10-03,1612.9999999999998,1424.1999999999998,3897.2999999999993,591.0
2018-10-04,1597.1999999999998,1343.4,3792.8,623.0
2018-10-05,1476.3999999999999,1824.8,4088.899999999999,895.0
2018-10-06,634.4000000000001,1046.6999999999998,2019.4999999999995,424.0
2018-10-07,759.5,1150.3,2314.9,375.0
2018-10-08,1746.7000000000003,1768.3999999999999,4446.6,720.0
2018-10-09,1127.3999999999999,1713.5,3442.2,646.0
2018-10-10,1724.6,2143.7000000000003,4788.1,1239.0
2018-10-11,758.0,1235.7,2398.2000000000003,724.0
2018-10-12,331.59999999999997,762.1000000000001,1270.0,718.0
2018-10-13,294.8,731.1000000000001,1182.5000000000002,456.0
2018-10-14,430.99999999999994,853.3000000000001,1514.0999999999997,226.0
2018-10-15,1043.8999999999999,1372.8000000000002,2973.6999999999994,393.0
2018-10-16,1122.2,1385.7,3106.3,721.0
2018-10-17,1991.6,1819.8999999999999,4873.1,532.0
2018-10-18,845.5500000000002,1304.25,2600.5999999999995,482.0
2018-10-19,1827.5000000000005,1921.0999999999997,4723.099999999999,622.0
2018-10-20,2821.2999999999993,1988.9000000000003,6315.300000000001,921.0
2018-10-21,1055.3,1391.2999999999997,3009.6000000000004,546.0
2018-10-22,1356.6000000000001,1413.5,3493.3000000000006,572.0
2018-10-23,1598.6,1656.2,4107.200000000001,717.0
2018-10-24,1509.1,1535.0,3848.8,808.0
2018-10-25,1531.0999999999997,1669.1999999999996,4016.3999999999996,681.0
2018-10-26,1068.2000000000003,1509.3999999999999,3147.3000000000006,384.0
2018-10-27,643.0999999999999,986.9,1973.3000000000004,259.0
2018-10-28,413.9,894.6,1529.5,219.0
2018-10-29,887.6999999999998,1217.8999999999999,2578.6,301.0
2018-10-30,1343.5,1374.3,3434.2000000000003,480.0
2018-10-31,2373.0999999999995,1898.4999999999998,5537.4,646.0
2018-11-01,1927.4000000000003,1765.0,4720.4,565.0
2018-11-02,2635.1,2091.9,6132.5,840.0
2018-11-03,549.9000000000001,1187.7999999999997,2031.2,550.0
2018-11-04,688.0,1180.4,2235.8,639.0
2018-11-05,2632.4,1588.2,5624.2,1267.0
2018-11-06,1858.7,1539.3999999999999,4389.1,824.0
2018-11-07,941.9000000000002,1198.5,2642.7999999999997,559.0
2018-11-08,1096.3999999999999,1446.6,3127.3000000000006,826.0
2018-11-09,1145.0000000000002,1324.6,3080.0,669.0
2018-11-10,768.3000000000001,1331.9999999999998,2509.7,525.0
2018-11-11,629.2000000000002,1143.6999999999998,2108.7999999999997,376.0
2018-11-12,649.3,1302.5,2297.8,606.0
2018-11-13,1466.0000000000002,1806.5000000000002,4055.0,793.0
2018-11-14,1454.4,1481.5,3711.0,731.0
2018-11-15,1870.3,1454.9,4322.9,904.0
2018-11-16,1202.3,1155.1499999999999,2998.75,544.0
2018-11-17,642.9000000000001,1237.5,2223.1000000000004,710.0
2018-11-18,349.1,1060.7,1595.5,577.0
2018-11-19,404.20000000000005,903.2,1522.5,384.0
2018-11-20,683.0000000000001,1169.3999999999999,2216.9,386.0
2018-11-21,1830.9999999999998,1596.0999999999997,4403.8,749.0
2018-11-22,2385.4,1713.4999999999995,5371.1,1267.0
2018-11-23,1622.3,1631.8000000000002,4119.4,1079.0
2018-11-24,681.5999999999999,1364.4000000000003,2409.5000000000005,742.0
2018-11-25,477.70000000000005,1046.0,1778.3000000000002,561.0
2018-11-26,1348.4,1408.1,3476.2,499.0
2018-11-27,1635.7,1529.9999999999998,4037.8,599.0
2018-11-28,673.4999999999999,1220.2,2252.8999999999996,422.0
2018-11-29,865.1,1214.6999999999998,2541.2999999999997,530.0
2018-11-30,1793.0,1899.0999999999997,4648.8,736.0
2018-12-01,893.9999999999999,1389.6999999999998,2761.1,371.0
2018-12-02,712.2,1115.6000000000001,2206.9,253.0
2018-12-03,1474.6999999999998,1646.5,3907.3,631.0
2018-12-04,2480.3,2017.9,5820.699999999999,699.0
2018-12-05,1173.2,1487.0000000000002,3286.0,502.0
2018-12-06,1854.3999999999999,1939.8000000000004,4783.2,618.5
2018-12-07,1494.0000000000002,1644.6000000000004,3935.5000000000005,575.0
2018-12-08,966.8999999999999,1398.3000000000002,2880.6000000000004,604.0
2018-12-09,554.0000000000002,1034.8999999999999,1884.0,389.0
2018-12-10,1470.8,1700.1,3954.7999999999993,633.0
2018-12-11,2235.5,1876.1999999999998,5303.3,888.0
2018-12-12,1194.1999999999996,1605.6000000000004,3436.8000000000006,770.0
2018-12-13,1247.3999999999999,1399.1,3311.3999999999996,747.0
2018-12-14,1724.3,1624.8,4268.5,874.0
2018-12-15,894.9,1264.3,2636.5,636.0
2018-12-16,843.8,1545.0,2839.2,455.0
2018-12-17,1470.5,1747.8000000000002,4002.2999999999997,692.0
2018-12-18,658.5999999999999,1054.9,2064.4999999999995,594.0
2018-12-19,973.6999999999999,1468.6000000000001,2961.2,467.0
2018-12-20,1736.8,1841.2,4504.6,651.0
2018-12-21,1028.9,1441.4999999999998,3018.9,762.0
2018-12-22,1393.0,1648.5999999999997,3784.8,617.0
2018-12-23,786.0999999999999,1200.7999999999997,2406.0000000000005,317.0
2018-12-24,1097.2999999999997,1426.9,3109.2999999999997,515.0
2018-12-25,1131.3000000000002,1370.4,3104.9,544.0
2018-12-26,714.6,1249.2000000000003,2344.6,493.0
2018-12-27,4143.099999999999,2146.1000000000004,8499.099999999999,1167.0
2018-12-28,3052.599999999999,1715.1000000000004,6395.799999999999,988.0
2018-12-29,1259.8,1467.7,3399.9999999999995,546.0
2018-12-30,920.6,1304.8000000000002,2716.4,420.0
2018-12-31,625.6,1148.3,2107.7999999999997,330.0
2019-01-01,394.99999999999994,922.9999999999999,1528.0999999999995,415.0
2019-01-02,683.7,1148.4,2197.0,499.0
2019-01-03,877.7999999999998,1393.8,2739.7000000000007,496.0
2019-01-04,986.1999999999999,1504.3000000000002,3016.6,779.0
2019-01-05,751.1999999999999,1405.4000000000003,2556.8,675.0
2019-01-06,765.1,1408.6000000000001,2581.4000000000005,664.0
2019-01-07,1217.3999999999999,1638.5000000000002,3505.9,693.0
2019-01-08,770.9999999999999,1263.6,2445.4,644.0
2019-01-09,1084.6,1394.0000000000005,3057.2000000000007,496.0
2019-01-10,1701.1999999999998,1689.3000000000004,4297.299999999999,916.0
2019-01-11,1290.6,1622.6000000000001,3601.1,802.0
2019-01-12,730.7,1339.6,2460.1,395.0
2019-01-13,323.4,827.9,1324.4000000000003,319.0
2019-01-14,773.7000000000002,1260.7999999999997,2447.0999999999995,583.0
2019-01-15,1623.7000000000005,1771.9,4261.4,552.0
2019-01-16,1206.1000000000001,1450.4,3300.1000000000004,413.0
2019-01-17,1097.4,1545.8000000000002,3228.5000000000005,461.0
2019-01-18,1469.6999999999998,1746.95,4001.149999999999,676.0
2019-01-19,681.0,1217.6999999999998,2261.8,646.0
2019-01-20,882.4,1562.3,2915.599999999999,779.0
2019-01-21,2215.1000000000004,1793.5,5189.7,1060.0
2019-01-22,1545.6,1830.0000000000005,4199.7,525.0
2019-01-23,1610.1000000000001,1670.9,4139.8,530.0
2019-01-24,3058.1,2233.5,6922.3,892.0
2019-01-25,2000.3999999999999,1768.0,4834.900000000001,923.0
2019-01-26,836.5,1259.3,2541.7,392.0
2019-01-27,268.30000000000007,587.9,999.4000000000001,351.0
2019-01-28,1197.5999999999997,1462.8000000000002,3298.6,558.0
2019-01-29,1080.95,1666.7,3323.65,604.5
2019-01-30,1734.1000000000001,1810.9,4469.400000000001,534.0
2019-01-31,1930.8999999999999,1837.2999999999997,4798.300000000001,836.0
2019-02-01,678.4,1352.7,2392.5,410.0
2019-02-02,727.1999999999998,1076.6,2191.4,453.0
2019-02-03,786.5000000000001,1398.5,2604.000000000001,464.0
2019-02-04,1574.0,1466.3000000000002,3879.599999999999,443.0
2019-02-05,658.4999999999999,1211.1,2221.2,501.0
2019-02-06,1289.0999999999997,1545.0,3521.2,557.0
2019-02-07,1120.7000000000003,1437.5999999999997,3155.7000000000007,559.0
2019-02-08,510.3,931.3,1713.9,406.0
2019-02-09,634.1,978.9,1950.9999999999998,528.0
2019-02-10,429.2,1052.1999999999998,1710.1,213.0
2019-02-11,1219.0,1652.5000000000002,3521.5,442.0
2019-02-12,1792.0999999999997,2030.0000000000002,4777.800000000002,775.0
2019-02-13,850.8000000000002,1368.1,2672.5,778.0
2019-02-14,1691.1999999999998,1853.9,4447.3,970.0
2019-02-15,1575.7999999999997,1879.4999999999998,4295.900000000001,1126.0
2019-02-16,780.9000000000002,1481.7999999999997,2679.5999999999995,950.0
2019-02-17,440.3999999999999,1160.3,1835.7,837.0
2019-02-18,911.1999999999999,1388.8,2785.6000000000004,679.0
2019-02-19,1340.1,1651.4000000000003,3706.7,726.0
2019-02-20,1076.1000000000004,1441.8000000000002,3091.5000000000005,721.0
2019-02-21,1469.6000000000001,1822.4,4075.6000000000004,719.8285714285715
2019-02-22,1685.6000000000004,1797.6000000000001,4382.2,1388.1714285714286
2019-02-23,1314.2,1601.7,3616.5,1084.0
2019-02-24,1359.3999999999999,1868.0000000000002,3952.399999999999,1110.0
2019-02-25,2177.7000000000003,2380.2,5719.5,1346.0
2019-02-26,2941.2999999999997,2641.8,7151.8,1557.0
2019-02-27,3143.400000000001,2634.6,7454.500000000001,1849.0
2019-02-28,1635.8,2042.8999999999999,4551.0,1005.0
2019-03-01,1043.2,1576.2,3176.1000000000004,1260.0
2019-03-02,669.1999999999999,1094.6000000000001,2120.7,736.0
2019-03-03,327.0,743.2,1244.1,394.0
2019-03-04,1028.8000000000002,1474.3,3052.3999999999996,506.0
2019-03-05,1033.0000000000002,1487.3999999999999,3071.499999999999,553.0
2019-03-06,356.90000000000003,861.4,1408.8999999999999,568.0
2019-03-07,863.2,1295.6000000000001,2619.1000000000004,562.0
2019-03-08,1181.8999999999999,1577.8000000000002,3389.8,575.0
2019-03-09,574.9000000000001,1152.6,2034.2,717.0
2019-03-10,289.7,794.0,1238.7,311.0
2019-03-11,641.3999999999999,1159.1,2142.7,559.0
2019-03-12,695.1999999999999,1148.6,2214.1,416.0
2019-03-13,662.8000000000001,1100.1,2116.7,628.0
2019-03-14,705.4999999999999,1235.2,2316.5,523.0
2019-03-15,754.7,1242.4,2399.1000000000004,443.5
2019-03-16,522.5,906.4000000000001,1707.4,595.0
2019-03-17,459.79999999999995,1100.3,1805.4999999999998,281.0
