MeasurementDateGMT,Newham - Wren Close: Nitric Oxide (ug/m3),Newham - Wren Close: Nitrogen Dioxide (ug/m3),Newham - Wren Close: Oxides of Nitrogen (ug/m3),Newham - Wren Close: PM10 Particulate (ug/m3)
2018-04-04,66.0,314.4,415.2,356.0
2018-04-05,108.0,426.7000000000001,592.0000000000001,211.0
2018-04-06,158.20000000000002,736.6,979.1,501.0
2018-04-07,252.70000000000002,949.9,1337.1000000000001,775.0
2018-04-08,58.49999999999999,709.4,799.3999999999999,484.0
2018-04-09,77.3,692.9000000000001,811.1999999999999,585.0
2018-04-10,119.95,925.1,1109.4,750.0
2018-04-11,120.49999999999997,788.5000000000001,973.6,1080.0
2018-04-12,150.49999999999997,622.8000000000002,853.5999999999998,843.0
2018-04-13,143.8,866.8,1087.1999999999998,678.0
2018-04-14,187.60000000000002,1041.7,1329.9000000000003,1022.0
2018-04-15,83.20000000000002,619.0000000000001,746.4999999999998,750.0
2018-04-16,62.8,377.6,473.8000000000001,555.0
2018-04-17,74.60000000000002,402.49999999999994,516.6000000000001,670.0
2018-04-18,119.90000000000002,833.5,1016.9499999999999,663.0
2018-04-19,537.2,1464.6,2288.6000000000004,1245.0
2018-04-20,236.89999999999998,1083.8,1447.1999999999998,910.0
2018-04-21,167.99999999999997,1158.6000000000001,1416.3,1193.0
2018-04-22,100.59999999999997,616.1000000000001,770.6999999999999,856.0
2018-04-23,71.50000000000001,331.30000000000007,440.99999999999994,334.0
2018-04-24,60.4,313.8,406.30000000000007,380.0
2018-04-25,79.09999999999997,332.2,453.5,281.0
2018-04-26,72.00000000000001,322.3,432.49999999999994,380.0
2018-04-27,70.99999999999999,532.5,641.0,394.0
2018-04-28,67.89999999999999,513.4,618.4,295.0
2018-04-29,53.199999999999996,214.2,295.59999999999997,269.0
2018-04-30,97.0,488.2,636.5,344.0
2018-05-01,123.6,519.8,709.9,359.0
2018-05-02,107.19999999999999,661.0,825.6,293.0
2018-05-03,212.80000000000004,861.8000000000001,1187.9,459.0
2018-05-04,153.2,821.6,1056.6,628.0
2018-05-05,218.70000000000002,929.7999999999998,1265.0999999999995,741.0
2018-05-06,65.50000000000001,1041.9,1142.2,934.0
2018-05-07,88.7,1185.3,1321.0000000000002,1003.0
2018-05-08,439.99999999999994,1224.1999999999998,1898.6000000000001,1104.0
2018-05-09,110.1,499.9,668.5,523.0
2018-05-10,76.8,474.45,591.95,386.0
2018-05-11,63.20000000000001,392.3,489.0,561.0
2018-05-12,56.1,652.9,738.4999999999999,390.0
2018-05-13,167.2,762.4999999999999,1018.7,499.0
2018-05-14,106.5,469.69999999999993,633.4,328.0
2018-05-15,80.7,399.0999999999999,523.0,389.0
2018-05-16,83.6,305.5999999999999,434.4,505.0
2018-05-17,136.03448275862067,260.3758620689655,469.63103448275865,500.5
2018-05-18,178.88965517241377,372.9172413793103,647.8206896551725,476.0
2018-05-19,203.055172413793,518.2413793103448,829.8896551724138,615.0
2018-05-20,227.2206896551723,663.5655172413792,1011.9586206896553,616.0
2018-05-21,251.38620689655164,808.8896551724138,1194.0275862068968,689.0
2018-05-22,275.55172413793093,954.2137931034482,1376.0965517241382,672.0
2018-05-23,299.7172413793103,1099.5379310344827,1558.1655172413793,630.0
2018-05-24,225.99482758620678,1032.2086206896554,1378.0103448275866,734.0
2018-05-25,86.9,827.5999999999999,960.6000000000001,643.0
2018-05-26,35.1,398.5,452.0000000000001,850.0
2018-05-27,41.300000000000004,668.3999999999999,731.7,842.0
2018-05-28,38.50000000000001,522.1999999999999,581.4,813.0
2018-05-29,40.1,445.99999999999994,507.90000000000003,515.0
2018-05-30,65.80000000000001,660.0,760.6999999999998,497.0
2018-05-31,68.8,791.1999999999998,896.5999999999999,717.0
2018-06-01,53.29999999999999,634.5,716.1,559.0
2018-06-02,38.49999999999998,477.09999999999997,536.0,296.0
2018-06-03,52.7,505.9,586.9,321.0
2018-06-04,34.2,384.6000000000001,437.20000000000016,359.0
2018-06-05,38.79999999999999,295.70000000000005,354.79999999999995,382.0
2018-06-06,44.8,364.4,433.00000000000006,565.0
2018-06-07,40.8,394.99999999999994,457.6000000000001,485.0
2018-06-08,35.70000000000001,337.2,391.70000000000005,461.0
2018-06-09,26.50000000000001,299.09999999999997,339.8,437.0
2018-06-10,21.4,246.70000000000002,280.0,411.0
2018-06-11,44.699999999999996,310.30000000000007,378.6,338.0
2018-06-12,42.7,392.2,457.8999999999999,324.0
2018-06-13,122.8,545.8,734.5,433.0
2018-06-14,53.599999999999994,447.40000000000003,529.3,502.0
2018-06-15,65.3,596.6999999999999,696.7,434.0
2018-06-16,38.0,304.2000000000001,362.2,346.0
2018-06-17,24.000000000000004,222.2,258.9000000000001,254.0
2018-06-18,47.54999999999999,330.3999999999999,403.40000000000003,361.0
2018-06-19,74.5,335.09999999999997,449.0000000000001,239.0
2018-06-20,103.29999999999998,346.6000000000001,504.80000000000007,293.0
2018-06-21,54.0,341.4,424.0,345.0
2018-06-22,72.60000000000001,430.00000000000006,541.4,393.0
2018-06-23,52.89999999999999,497.7,578.8000000000001,390.0
2018-06-24,34.4,528.1,580.3000000000001,502.0
2018-06-25,49.9,663.3000000000001,739.8,502.0
2018-06-26,118.8,620.5,802.8000000000001,471.0
2018-06-27,36.099999999999994,299.00000000000006,354.4,451.0
2018-06-28,34.49999999999999,332.7,385.40000000000003,493.0
2018-06-29,45.20000000000001,345.2,414.69999999999993,442.0
2018-06-30,17.999999999999996,233.50000000000003,262.00000000000006,423.0
2018-07-01,24.499999999999993,399.00000000000006,436.9,523.0
2018-07-02,35.49999999999999,391.79999999999995,446.8999999999999,460.0
2018-07-03,22.399999999999995,290.1,325.00000000000006,385.0
2018-07-04,40.99999999999999,501.09999999999997,564.0,532.0
2018-07-05,82.3,856.8000000000001,983.3000000000001,727.0
2018-07-06,58.69999999999999,758.9999999999999,849.3000000000001,643.0
2018-07-07,43.099999999999994,641.5000000000001,707.7999999999998,724.0
2018-07-08,18.999999999999996,465.4,494.7000000000001,438.0
2018-07-09,126.80000000000001,721.8,916.5,486.0
2018-07-10,37.800000000000004,260.1,317.80000000000007,329.0
2018-07-11,32.3,333.6,383.09999999999997,394.0
2018-07-12,43.100000000000016,538.6999999999999,604.6,516.0
2018-07-13,37.800000000000004,428.9,486.29999999999995,450.0
2018-07-14,22.499999999999993,415.9999999999999,451.09999999999997,422.0
2018-07-15,30.099999999999998,575.0,621.1,368.0
2018-07-16,69.59999999999998,645.1999999999999,752.0000000000001,441.0
2018-07-17,57.199999999999996,396.90000000000003,484.2,397.0
2018-07-18,46.90000000000001,517.6,589.5,357.0
2018-07-19,135.10000000000005,729.0,936.2999999999997,433.0
2018-07-20,59.10000000000001,699.4000000000001,789.6,439.0
2018-07-21,42.5,714.4999999999999,779.6999999999999,500.0
2018-07-22,50.9,668.3,746.2,374.0
2018-07-23,60.90000000000001,558.3000000000001,651.4,452.0
2018-07-24,53.29999999999999,500.8999999999999,582.4000000000001,426.0
2018-07-25,49.300000000000004,547.9000000000001,623.5999999999999,473.0
2018-07-26,89.1,726.8000000000001,863.6999999999997,724.0
2018-07-27,61.10000000000001,734.0999999999999,827.5999999999999,620.0
2018-07-28,27.000000000000004,200.90000000000003,242.29999999999993,470.0
2018-07-29,21.200000000000003,165.89999999999998,198.5,226.0
2018-07-30,68.1,307.30000000000007,411.7999999999999,288.0
2018-07-31,51.099999999999994,380.9999999999999,459.40000000000003,328.0
2018-08-01,81.49999999999999,442.59999999999997,567.2,367.0
2018-08-02,60.7,589.3,682.1,393.0
2018-08-03,69.50000000000001,732.3999999999999,838.5000000000001,458.0
2018-08-04,36.599999999999994,366.6,423.00000000000006,309.0
2018-08-05,34.8,404.4,457.49999999999994,321.0
2018-08-06,176.70000000000007,821.5999999999999,1092.6999999999998,522.0
2018-08-07,70.80000000000003,757.6,866.1999999999999,566.0
2018-08-08,40.59999999999998,348.59999999999997,410.7999999999999,355.0
2018-08-09,172.2,837.0999999999998,1100.9,321.0
2018-08-10,79.8,533.5,655.6,264.0
2018-08-11,82.4,501.8,628.1999999999998,295.0
2018-08-12,24.900000000000002,261.3,299.90000000000003,237.0
2018-08-13,79.39999999999999,515.5,637.5,304.0
2018-08-14,106.19999999999997,547.6,710.1999999999999,311.0
2018-08-15,58.1,376.6,466.09999999999997,373.0
2018-08-16,106.80000000000001,563.2,727.5,353.0
2018-08-17,149.4,517.8,747.7000000000003,364.0
2018-08-18,42.199999999999996,327.59999999999997,392.1,325.0
2018-08-19,37.1,265.4,322.5,306.0
2018-08-20,110.79999999999998,530.8,700.5,247.0
2018-08-21,63.100000000000016,514.8999999999999,611.6,256.0
2018-08-22,83.2,550.6999999999999,678.8000000000001,336.0
2018-08-23,86.00000000000001,435.4,567.9999999999999,277.0
2018-08-24,71.10000000000001,437.9,547.1000000000001,283.0
2018-08-25,160.60000000000002,580.3000000000001,827.0999999999999,265.0
2018-08-26,105.5,483.9,645.0000000000002,246.0
2018-08-27,38.9,343.99999999999994,403.49999999999994,211.0
2018-08-28,108.39999999999998,678.9,845.0,313.0
2018-08-29,177.9,913.5000000000002,1186.2000000000003,356.0
2018-08-30,102.69999999999999,656.3999999999999,814.1,417.0
2018-08-31,144.00000000000003,730.9999999999998,951.6999999999999,483.0
2018-09-01,217.00000000000006,679.6999999999999,1012.8000000000001,461.0
2018-09-02,158.9,864.0000000000001,1107.5,531.0
2018-09-03,281.00000000000017,1123.6,1554.5999999999997,580.0
2018-09-04,34.5,578.1000000000001,631.0000000000001,408.0
2018-09-05,43.7,520.8,588.2,363.0
2018-09-06,146.29999999999998,668.4999999999999,892.8000000000003,390.0
2018-09-07,132.99999999999997,726.7000000000002,930.8,320.0
2018-09-08,51.90000000000001,575.7,655.2,283.0
2018-09-09,28.2,395.9,439.0,291.0
2018-09-10,48.45000000000001,400.65,474.75000000000006,375.0
2018-09-11,56.699999999999996,422.0999999999999,508.7,357.0
2018-09-12,335.0,718.5999999999999,1232.2,264.0
2018-09-13,987.6999999999999,1156.8999999999999,2671.3,471.0
2018-09-14,79.60000000000004,700.9,822.9999999999999,321.0
2018-09-15,51.10000000000001,449.50000000000006,528.5,357.0
2018-09-16,23.700000000000003,294.0999999999999,330.2,315.0
2018-09-17,37.79999999999999,421.09999999999985,479.0,423.0
2018-09-18,34.900000000000006,318.7,372.30000000000007,478.0
2018-09-19,38.300000000000004,296.5,355.40000000000003,632.0
2018-09-20,32.2,256.59999999999997,306.20000000000005,575.5
2018-09-21,50.100000000000016,364.4000000000001,441.1,313.0
2018-09-22,54.50000000000001,536.4,620.4000000000001,292.0
2018-09-23,110.30000000000001,546.0,714.9,240.0
2018-09-24,643.8,1020.4,2007.6,344.0
2018-09-25,1610.0999999999995,1227.1000000000001,3695.8999999999996,563.0
2018-09-26,222.49999999999994,1242.1000000000001,1583.3000000000004,469.0
2018-09-27,311.90000000000003,1293.1,1771.1999999999996,551.0
2018-09-28,49.3,451.79999999999995,527.7,347.0
2018-09-29,510.45000000000005,1176.35,1959.2499999999998,566.0
2018-09-30,138.40000000000003,819.9,1031.8,400.0
2018-10-01,105.20000000000002,645.6999999999998,807.0000000000001,310.0
2018-10-02,111.6,589.3000000000002,760.9999999999999,323.0
2018-10-03,449.1,956.2,1644.3000000000004,358.0
2018-10-04,209.59999999999997,724.2,1045.5000000000002,420.0
2018-10-05,659.4,1235.8,2246.8,677.9591836734695
2018-10-06,91.99999999999999,621.4000000000001,762.4000000000001,757.469387755102
2018-10-07,75.7,626.3000000000001,742.4000000000001,722.204081632653
2018-10-08,110.09999999999998,748.5999999999999,917.3000000000001,686.938775510204
2018-10-09,244.8,1000.3999999999999,1375.5,651.6734693877551
2018-10-10,582.8000000000001,1400.3999999999999,2294.0,616.408163265306
2018-10-11,36.5,411.6999999999999,467.5999999999999,503.34693877551024
2018-10-12,31.000000000000007,272.20000000000005,319.9000000000001,544.0
2018-10-13,26.8,269.7,310.6,357.0
2018-10-14,28.599999999999998,379.9999999999999,423.80000000000007,184.0
2018-10-15,106.39999999999999,712.4999999999999,875.8999999999999,274.0
2018-10-16,99.30000000000001,565.0,717.3999999999999,466.0
2018-10-17,434.59999999999997,1143.3999999999999,1809.5,386.0
2018-10-18,97.20000000000002,712.2000000000002,861.0000000000001,364.0
2018-10-19,1157.7,1389.5,3165.0000000000005,584.0
2018-10-20,1692.1,1412.8,4007.0000000000005,824.0
2018-10-21,237.99999999999994,982.7,1347.3999999999999,464.0
2018-10-22,337.3,813.0,1330.6,446.0
2018-10-23,229.6,968.6,1321.1999999999998,435.0
2018-10-24,312.40000000000003,964.9,1443.7000000000003,468.0
2018-10-25,235.8,944.3999999999997,1305.8999999999999,443.0
2018-10-26,147.09999999999997,833.8000000000001,1058.9,274.0
2018-10-27,59.199999999999996,449.0,539.8,217.0
2018-10-28,41.0,417.5999999999999,480.4,203.0
2018-10-29,114.40000000000002,613.0999999999999,788.5000000000001,243.0
2018-10-30,194.10000000000002,731.6999999999999,1029.8,336.0
2018-10-31,686.9999999999999,1065.9,2119.4,443.0
2018-11-01,503.79999999999995,1214.1,1986.2,344.0
2018-11-02,825.8000000000001,1452.2,2718.7,595.0
2018-11-03,49.8,710.6,786.8999999999999,481.0
2018-11-04,74.0,622.6,735.8,524.0
2018-11-05,1222.3000000000002,1073.6,2947.6999999999994,1179.0
2018-11-06,387.8999999999999,641.6000000000001,1236.0,530.0
2018-11-07,37.79999999999999,389.9,447.99999999999994,273.0
2018-11-08,43.6,515.9999999999999,583.0,458.0
2018-11-09,116.70000000000002,600.9000000000001,780.4000000000001,347.0
2018-11-10,55.6,568.8000000000001,654.3000000000001,355.0
2018-11-11,26.2,413.2,453.90000000000003,282.0
2018-11-12,70.89999999999999,713.3000000000001,822.0,351.0
2018-11-13,80.7,789.1,913.0,432.0
2018-11-14,182.59999999999997,826.9999999999999,1107.3999999999999,461.0
2018-11-15,264.3,760.8000000000001,1165.6999999999998,564.0
2018-11-16,138.0,652.5999999999998,864.3,330.5
2018-11-17,237.9,924.6999999999999,1289.3999999999999,571.0
2018-11-18,96.70000000000002,750.5,899.0999999999999,538.0
2018-11-19,53.7,452.5000000000001,534.9999999999999,266.0
2018-11-20,110.6,694.8,864.4000000000002,365.0
2018-11-21,692.6000000000001,1003.1999999999999,2065.3,628.0
2018-11-22,2367.1,1417.6000000000001,5047.100000000001,1151.0
2018-11-23,634.2,1153.7,2126.1000000000004,899.0
2018-11-24,259.6000000000001,953.8999999999999,1352.2999999999997,618.0
2018-11-25,77.4,624.5999999999999,743.2999999999998,486.0
2018-11-26,216.3,850.4999999999999,1182.3,393.0
2018-11-27,298.20000000000016,914.5999999999999,1372.0000000000002,375.5
2018-11-28,37.79999999999999,539.2,596.6,301.0
2018-11-29,33.3,389.1999999999999,440.0,334.0
2018-11-30,65.40000000000002,684.3000000000001,784.8,417.0
2018-12-01,31.0,504.1,551.5,219.0
2018-12-02,30.2,325.70000000000005,371.8,126.0
2018-12-03,94.7,702.4999999999999,847.4,382.0
2018-12-04,765.8,1366.6000000000001,2540.7999999999997,498.0
2018-12-05,161.2,841.1999999999999,1088.5999999999997,315.0
2018-12-06,80.44999999999999,754.3000000000001,878.475,237.5
2018-12-07,99.1,726.15,878.325,210.0
2018-12-08,19.9,338.6,369.4,361.0
2018-12-09,76.39999999999999,544.5,661.4000000000001,265.0
2018-12-10,267.50000000000006,1132.9999999999998,1543.2999999999997,386.0
2018-12-11,1511.4999999999998,1501.1000000000004,3819.2999999999993,752.0
2018-12-12,81.0,852.0000000000001,976.3,526.751677852349
2018-12-13,326.6000000000001,1012.3000000000001,1512.4,512.1342281879195
2018-12-14,383.4,1046.8,1634.5,477.34228187919456
2018-12-15,31.3,505.7999999999999,554.0000000000001,442.5503355704698
2018-12-16,61.00000000000001,683.5999999999999,777.4000000000001,407.7583892617449
2018-12-17,124.80000000000001,878.4999999999999,1070.7,372.96644295302013
2018-12-18,21.9,367.4000000000001,400.59999999999997,307.496644295302
2018-12-19,62.7,789.0,885.3000000000001,275.0
2018-12-20,48.19999999999999,617.8,691.6,319.0
2018-12-21,23.300000000000004,431.9,467.2,410.0
2018-12-22,39.400000000000006,532.6,593.1,356.0
2018-12-23,33.3,535.7,587.1999999999999,228.0
2018-12-24,1150.5,1183.6,2947.2999999999997,500.0
2018-12-25,1332.4999999999998,1119.1000000000004,3162.5000000000005,525.0
2018-12-26,112.80000000000001,778.2,951.4999999999999,363.0
2018-12-27,2871.2,1531.3000000000004,5934.500000000002,941.0
2018-12-28,1374.6,1318.2,3425.700000000001,699.0
2018-12-29,82.39999999999999,767.6999999999999,894.0,363.0
2018-12-30,115.4,708.3000000000001,885.4,246.0
2018-12-31,32.2,487.0000000000001,536.2,205.0
2019-01-01,29.5,411.49999999999994,456.6,311.0
2019-01-02,42.400000000000006,601.6,666.3000000000001,399.0
2019-01-03,84.1,939.2,1068.0,432.0
2019-01-04,245.29999999999998,1134.9,1510.4,722.0
2019-01-05,60.400000000000006,796.9999999999999,889.4,516.0
2019-01-06,150.3,1045.3,1275.1000000000001,543.0
2019-01-07,59.8,760.3000000000001,851.8,433.0
2019-01-08,102.5,764.0999999999998,921.4,495.0
2019-01-09,79.29999999999998,719.4999999999998,840.5999999999999,409.0
2019-01-10,787.9000000000001,1328.4999999999998,2536.9,760.0
2019-01-11,344.2,1125.8999999999999,1653.6999999999998,481.0
2019-01-12,41.099999999999994,627.5000000000001,690.3000000000001,239.0
2019-01-13,29.999999999999996,388.2,434.50000000000006,250.0
2019-01-14,131.9,817.4999999999999,1019.5000000000001,458.0
2019-01-15,62.900000000000006,776.3999999999999,872.3,328.0
2019-01-16,53.5,644.1999999999999,725.8,242.0
2019-01-17,201.54999999999995,965.3000000000001,1274.25,360.0
2019-01-18,489.09999999999997,1070.1,1819.8999999999996,525.0
2019-01-19,94.5,617.4,762.6999999999999,480.0
2019-01-20,636.9,1176.6000000000001,2153.2,774.0
2019-01-21,1774.9000000000003,1390.5,4112.5,952.0
2019-01-22,262.4,1084.4,1486.6,340.0
2019-01-23,468.2,1092.8,1809.9999999999998,414.0
2019-01-24,1286.1999999999998,1705.6000000000001,3678.1999999999994,685.0
2019-01-25,498.7000000000001,1268.8000000000002,2033.6000000000001,464.0
2019-01-26,23.999999999999996,381.6,418.50000000000006,213.0
2019-01-27,27.999999999999996,249.20000000000002,292.0,302.0
2019-01-28,275.9,951.4000000000001,1374.3,408.0
2019-01-29,212.40000000000003,1116.1000000000004,1442.1,409.0
2019-01-30,753.1000000000001,1427.1000000000001,2581.9,385.0
2019-01-31,1986.8999999999996,1393.8999999999999,4440.0999999999985,621.0
2019-02-01,89.99999999999999,685.1999999999999,823.2,341.0
2019-02-02,72.5,538.7,649.9000000000001,364.0
2019-02-03,229.29999999999998,861.7,1212.9,374.0
2019-02-04,287.9,863.9999999999999,1305.2,272.0
2019-02-05,188.49999999999997,821.9000000000001,1110.6,309.0
2019-02-06,142.29999999999998,893.9,1112.1999999999998,296.0
2019-02-07,40.99999999999999,410.1000000000001,472.59999999999997,306.0
2019-02-08,28.400000000000006,328.70000000000005,372.4,308.0
2019-02-09,23.399999999999995,270.0,306.0,359.0
2019-02-10,30.799999999999997,455.70000000000005,503.1,180.0
2019-02-11,274.1,1029.2,1449.8999999999999,367.0
2019-02-12,185.3000000000001,1057.2,1341.6999999999996,426.0
2019-02-13,130.8,929.7999999999998,1130.5000000000002,564.0
2019-02-14,1469.0499999999997,1458.8,3710.6499999999996,752.5
2019-02-15,1680.4000000000003,1559.3999999999999,4136.0,1033.0
2019-02-16,89.7,926.4,1063.3,715.0
2019-02-17,97.5,692.4,841.8000000000002,709.0
2019-02-18,57.1,825.3,912.9000000000001,452.0
2019-02-19,71.2,602.8000000000001,711.9999999999999,486.0
2019-02-20,55.4,618.8000000000001,703.7000000000002,465.0
2019-02-21,60.400000000000006,770.9,863.9,571.0
2019-02-22,534.3000000000002,1185.8,2005.1,731.0
2019-02-23,604.6999999999999,1053.4999999999998,1980.7999999999997,764.0
2019-02-24,1094.0,1524.5000000000002,3201.8999999999996,1020.0
2019-02-25,1812.8000000000004,1892.4999999999998,4672.2,1269.0
2019-02-26,2369.3999999999996,2237.3,5870.500000000001,1457.0
2019-02-27,1730.9000000000003,1977.6,4632.3,1380.0
2019-02-28,109.6,1079.4,1247.8999999999999,721.0
2019-03-01,118.19999999999999,926.6999999999999,1107.6999999999998,675.0
2019-03-02,42.300000000000004,447.29999999999995,511.90000000000003,392.0
2019-03-03,14.499999999999998,220.0,242.39999999999998,291.0
2019-03-04,59.9,485.2,577.2,255.0
2019-03-05,43.9,496.3999999999999,564.1,330.0
2019-03-06,31.9,397.90000000000003,447.0,371.0
2019-03-07,36.900000000000006,411.9,468.5999999999999,282.5
2019-03-08,85.9,605.3,737.4,319.0
2019-03-09,25.0,367.2999999999999,405.8999999999999,486.0
2019-03-10,23.2,304.20000000000005,339.2,200.0
2019-03-11,49.49999999999999,448.7999999999999,525.3000000000001,344.0
2019-03-12,34.599999999999994,445.6,498.30000000000007,251.0
2019-03-13,46.39999999999999,400.8,472.09999999999997,415.0
2019-03-14,44.2,415.6,482.8999999999999,293.0
2019-03-15,50.50000000000001,397.2,474.70000000000005,193.0
2019-03-16,18.1,187.9,215.59999999999997,284.0
2019-03-17,49.3,426.3,502.00000000000006,189.0
2019-03-18,133.20000000000002,994.5999999999999,1199.3999999999999,376.0
2019-03-19,119.49999999999999,922.4000000000001,1105.3999999999999,394.0
2019-03-20,48.099999999999994,622.7000000000002,696.7000000000002,330.0
2019-03-21,136.10000000000002,869.1,1077.4999999999998,387.0
2019-03-22,43.900000000000006,591.1,658.6,426.0
2019-03-23,49.60000000000001,731.7999999999998,807.9000000000001,474.0
2019-03-24,98.90000000000002,831.9999999999999,983.6000000000001,457.0
2019-03-25,45.0,549.6999999999999,618.6999999999999,431.0
2019-03-26,283.4000000000001,1303.8000000000002,1738.5000000000002,646.0
