MeasurementDateGMT,Bexley - Belvedere: Nitric Oxide (ug/m3),Bexley - Belvedere: Nitrogen Dioxide (ug/m3),Bexley - Belvedere: Oxides of Nitrogen (ug/m3),Bexley - Belvedere: PM10 Particulate (ug/m3)
2018-04-24,26.3,281.95,321.85,250.19999999999996
2018-04-25,32.79999999999999,335.6000000000001,386.19999999999993,219.29999999999998
2018-04-26,30.299999999999997,353.40000000000003,399.7,310.40000000000003
2018-04-27,148.79999999999998,944.1999999999999,1172.5,442.9000000000001
2018-04-28,19.000000000000004,488.90000000000003,518.5,245.00000000000006
2018-04-29,13.900000000000002,262.90000000000003,283.70000000000005,228.4
2018-04-30,76.39999999999999,664.1,781.2000000000002,317.20000000000005
2018-05-01,52.39999999999999,482.4000000000001,562.7,270.4
2018-05-02,37.599999999999994,476.29999999999995,533.7,194.39999999999998
2018-05-03,240.09999999999997,721.5000000000002,1089.25,359.40000000000003
2018-05-04,95.90000000000002,693.0999999999999,839.6999999999999,531.1999999999999
2018-05-05,165.49999999999994,970.4,1223.8999999999996,700.5
2018-05-06,66.60000000000001,930.5000000000001,1032.7000000000003,802.4999999999999
2018-05-07,121.09999999999997,1155.5,1341.5,912.7
2018-05-08,518.2,974.5000000000002,1768.9999999999998,869.9000000000001
2018-05-09,62.0,423.7999999999999,519.0,403.19999999999993
2018-05-10,26.0,381.2,421.20000000000016,326.2
2018-05-11,39.60000000000001,493.2,554.0000000000001,458.30000000000007
2018-05-12,29.0,516.8999999999999,561.1999999999999,322.09999999999997
2018-05-13,84.10000000000001,679.2,807.9,419.3
2018-05-14,86.99999999999997,620.4000000000001,754.0,382.3
2018-05-15,38.7,521.7,581.0000000000001,419.79999999999995
2018-05-16,47.7,469.00000000000006,542.4,547.2
2018-05-17,54.99999999999999,411.40000000000003,495.90000000000003,596.3
2018-05-18,77.79999999999998,613.1999999999999,732.4000000000001,541.2
2018-05-19,88.8,636.6,773.4000000000001,623.1999999999999
2018-05-20,74.5,639.2,753.2,573.6
2018-05-21,88.8,922.4,1058.8000000000002,856.7
2018-05-22,57.79999999999999,497.5,585.9000000000002,741.0000000000001
2018-05-23,43.00000000000001,393.59999999999997,460.1000000000001,701.5
2018-05-24,69.00000000000001,722.0000000000001,828.0,753.0999999999999
2018-05-25,52.899999999999984,684.8,765.9000000000001,652.8000000000001
2018-05-26,28.799999999999997,428.90000000000003,472.7,880.3000000000001
2018-05-27,73.69999999999999,776.7000000000002,889.5,982.5999999999999
2018-05-28,46.1,504.80000000000007,575.5999999999999,879.2
2018-05-29,48.1,558.6999999999998,632.5,595.8000000000001
2018-05-30,104.29999999999998,801.9500000000002,961.9,613.7
2018-05-31,87.00000000000001,903.4,1036.6999999999998,771.2
2018-06-01,44.79999999999999,471.9000000000001,540.7,507.2
2018-06-02,44.0,373.0,440.2,305.09999999999997
2018-06-03,61.79999999999999,465.6,560.1,519.9
2018-06-04,42.60000000000001,327.30000000000007,392.4,516.7
2018-06-05,56.2,381.6000000000001,467.5,552.6999999999999
2018-06-06,83.39999999999998,487.20000000000005,614.5000000000001,800.0
2018-06-07,81.39999999999999,462.9,588.0999999999999,693.5999999999999
2018-06-08,73.39999999999998,388.49999999999994,500.7,588.1999999999999
2018-06-09,59.7,290.69999999999993,382.49999999999994,447.8
2018-06-10,58.20000000000001,233.8,322.99999999999994,402.9
2018-06-11,108.3,449.3,615.6000000000001,647.3
2018-06-12,71.5,394.8999999999999,504.20000000000005,415.19999999999993
2018-06-13,93.49999999999997,392.30000000000007,535.5000000000001,370.3999999999999
2018-06-14,71.1,313.6,423.1,376.7
2018-06-15,80.60000000000001,470.19999999999993,593.5999999999999,407.6
2018-06-16,63.599999999999994,250.09999999999997,347.49999999999994,322.80000000000007
2018-06-17,57.5,126.8,215.30000000000004,269.7
2018-06-18,69.60000000000001,144.2,251.0,313.2
2018-06-19,104.58749999999999,150.8125,311.478125,201.20000000000007
2018-06-20,92.51249999999999,223.0875,366.271875,202.79999999999998
2018-06-21,78.6,341.8999999999999,462.6,398.4
2018-06-22,79.39999999999999,322.6,443.9,481.2
2018-06-23,64.80000000000001,328.40000000000003,427.4,373.5
2018-06-24,64.8,408.20000000000005,507.59999999999997,511.80000000000007
2018-06-25,43.949999999999996,336.29999999999995,403.5,473.9000000000001
2018-06-26,203.4,531.9,843.2,529.3000000000001
2018-06-27,80.50000000000003,277.8,401.3,714.0000000000001
2018-06-28,64.6,326.69999999999993,426.20000000000005,849.0
2018-06-29,65.49999999999999,306.6,407.0,620.3
2018-06-30,41.30000000000001,236.19999999999996,300.2,534.0
2018-07-01,42.29999999999999,427.2,491.59999999999997,610.0000000000001
2018-07-02,53.400000000000006,513.9000000000001,596.1,726.4000000000001
2018-07-03,58.099999999999994,491.8,581.3000000000001,653.5999999999999
2018-07-04,74.80000000000001,626.5500000000001,741.6499999999999,727.9
2018-07-05,54.599999999999994,675.0,758.6,656.6
2018-07-06,69.90000000000002,611.6,719.2,707.4999999999999
2018-07-07,33.3,531.6,582.5000000000001,718.8
2018-07-08,29.999999999999996,537.4,583.8,480.6999999999999
2018-07-09,104.5,712.6,872.9999999999999,569.0000000000001
2018-07-10,49.40000000000001,329.3999999999999,404.8,444.90000000000003
2018-07-11,34.2,349.09999999999997,401.50000000000006,470.40000000000003
2018-07-12,52.8,588.6999999999998,669.6,603.9000000000001
2018-07-13,65.10000000000001,532.9000000000001,632.0999999999999,643.8000000000001
2018-07-14,33.39999999999999,486.1,537.3,444.6999999999999
2018-07-15,15.4,457.5000000000001,481.4,422.9
2018-07-16,51.99999999999998,587.1,666.6,450.9
2018-07-17,28.200000000000003,357.6,400.69999999999993,311.7
2018-07-18,21.6,425.19999999999993,457.9999999999999,312.29999999999995
2018-07-19,217.50000000000003,968.6999999999998,1302.2,653.8
2018-07-20,85.8,758.9000000000001,890.3000000000003,463.2999999999999
2018-07-21,21.049999999999997,559.65,591.85,486.90000000000003
2018-07-22,18.200000000000003,530.1999999999999,558.0,335.70000000000005
2018-07-23,25.799999999999997,429.6,468.9,333.1
2018-07-24,17.250000000000007,386.70000000000005,412.7,341.40000000000003
2018-07-25,64.6,818.8000000000001,917.6,624.8
2018-07-26,128.4,1069.25,1266.7499999999998,939.9
2018-07-27,68.80000000000001,770.7999999999998,876.35,544.7999999999998
2018-07-28,6.800000000000003,231.49999999999994,242.1,337.6
2018-07-29,5.7,132.7,141.5,238.6
2018-07-30,30.099999999999994,191.09999999999997,237.2,182.6
2018-07-31,20.799999999999997,264.3,295.8,227.70000000000002
2018-08-01,33.29999999999999,350.1000000000001,401.0,278.90000000000003
2018-08-02,29.05,563.2500000000001,607.5500000000001,322.50000000000006
2018-08-03,154.5,727.4,965.1,592.8000000000001
2018-08-04,61.699999999999996,439.54999999999995,533.35,324.40000000000003
2018-08-05,55.74999999999999,517.0,602.1,313.0
2018-08-06,144.50000000000006,868.3,1090.0000000000002,591.0000000000001
2018-08-07,45.95,636.4499999999999,706.5,502.7
2018-08-08,8.6,281.7,295.0,209.6
2018-08-09,57.94492753623189,568.968115942029,655.8362318840578,256.59999999999997
2018-08-10,66.23478260869565,606.704347826087,705.8086956521739,225.7
2018-08-11,53.29565217391304,529.4869565217391,608.9739130434783,243.99999999999994
2018-08-12,40.356521739130436,452.26956521739135,512.1391304347827,236.29999999999995
2018-08-13,27.417391304347824,375.0521739130435,415.304347826087,293.5
2018-08-14,14.478260869565213,297.8347826086956,318.4695652173913,253.7
2018-08-15,31.422463768115943,263.33405797101454,311.46811594202904,269.2
2018-08-16,81.00000000000001,370.79999999999995,495.1,269.0
2018-08-17,83.4,455.3,583.1,314.79999999999995
2018-08-18,23.3,191.70000000000005,227.6,296.5999999999999
2018-08-19,16.799999999999997,143.7,169.4,286.2
2018-08-20,55.19999999999999,362.4,446.70000000000005,238.0
2018-08-21,68.70000000000003,362.2,466.9,232.89999999999995
2018-08-22,64.80000000000003,307.2,405.60000000000014,288.8
2018-08-23,64.80000000000003,376.3199999999999,474.72,240.60000000000002
2018-08-24,54.300000000000004,423.78,506.78000000000014,229.79999999999995
2018-08-25,103.6,494.4999999999999,653.4,228.0
2018-08-26,42.400000000000006,350.00000000000006,414.8999999999999,246.80000000000007
2018-08-27,33.89999999999999,220.39999999999998,272.4,181.5
2018-08-28,84.7,588.6,718.5000000000001,273.7
2018-08-29,105.6,726.0000000000002,887.8,331.7
2018-08-30,109.90000000000003,782.1999999999999,950.4999999999999,425.2000000000001
2018-08-31,218.00000000000003,976.2000000000002,1310.8,647.3000000000001
2018-09-01,224.60000000000002,763.2999999999997,1108.3000000000004,457.29999999999995
2018-09-02,165.70000000000002,984.7,1238.6000000000001,584.9999999999999
2018-09-03,250.10000000000002,1089.7,1473.1000000000004,616.9999999999999
2018-09-04,46.79999999999999,765.8,838.0,491.4
2018-09-05,69.20705882352942,738.7694117647059,845.63,461.85
2018-09-06,84.72000000000003,799.68,930.3599999999999,422.3
2018-09-07,85.39764705882352,815.9435294117646,947.64,260.2
2018-09-08,86.07529411764703,832.2070588235295,964.9200000000001,209.60000000000005
2018-09-09,86.75294117647059,848.4705882352941,982.2,284.0
2018-09-10,87.43058823529414,864.7341176470588,999.48,318.1
2018-09-11,88.10823529411766,880.9976470588235,1016.76,291.6000000000001
2018-09-12,203.50823529411764,1058.1976470588236,1370.3600000000001,309.5
2018-09-13,661.8000000000001,1334.7,2349.7,425.50000000000006
2018-09-14,38.9,766.0999999999999,826.3000000000002,240.0
2018-09-15,22.900000000000006,538.5000000000002,573.5,341.19999999999993
2018-09-16,7.500000000000001,378.00000000000006,389.49999999999994,321.70000000000005
2018-09-17,24.699999999999996,627.2,665.1,356.4
2018-09-18,14.600000000000003,329.6,352.29999999999995,350.6
2018-09-19,20.0,258.6,289.5000000000001,423.90000000000003
2018-09-20,18.1,230.4,258.3,474.9
2018-09-21,34.3,463.29999999999995,516.1,234.99999999999997
2018-09-22,62.900000000000006,673.4000000000001,769.7,315.29999999999995
2018-09-23,72.39999999999999,652.5000000000001,763.2,226.39999999999998
2018-09-24,322.69999999999993,1135.9999999999998,1630.3,292.29999999999995
2018-09-25,1142.95,1303.0000000000002,3055.3500000000004,557.9
2018-09-26,185.3,1129.8000000000002,1414.2000000000003,387.2999999999999
2018-09-27,385.6000000000001,1482.9,2074.4,497.99999999999994
2018-09-28,63.99999999999999,688.8000000000001,786.8999999999999,497.3000000000001
2018-09-29,314.50000000000006,1350.8,1833.1000000000004,498.20000000000005
2018-09-30,66.19999999999997,796.9999999999999,898.4000000000002,361.49999999999994
2018-10-01,44.1,781.2,849.0999999999999,282.20000000000005
2018-10-02,26.7,487.7000000000001,528.6,262.0
2018-10-03,229.19999999999996,1076.4,1428.4000000000003,304.8
2018-10-04,115.39999999999998,740.8000000000001,916.8499999999999,338.70000000000005
2018-10-05,507.2000000000001,1418.4,2196.4000000000005,620.9999999999999
2018-10-06,85.0,748.8000000000001,879.1999999999999,299.6
2018-10-07,154.49999999999997,1119.7000000000003,1356.4,336.1
2018-10-08,239.99999999999997,1180.7999999999997,1548.8,297.6
2018-10-09,362.4,1131.1000000000001,1686.9,400.29999999999995
2018-10-10,718.7000000000002,2035.6,3138.0,1232.0
2018-10-11,39.600000000000016,359.3,419.99999999999994,425.2000000000001
2018-10-12,13.9,180.0,201.0,349.40000000000003
2018-10-13,13.900000000000002,134.29999999999998,155.79999999999998,361.1
2018-10-14,22.6,308.8,343.00000000000006,176.80000000000004
2018-10-15,144.10000000000002,962.7,1184.1000000000001,398.90000000000003
2018-10-16,107.20000000000002,383.40000000000003,547.6999999999999,484.59999999999997
2018-10-17,335.20000000000005,992.3999999999999,1506.3,358.59999999999997
2018-10-18,99.4,786.1999999999999,938.6,458.49999999999994
2018-10-19,677.5,1469.0000000000002,2508.7,552.1999999999999
2018-10-20,845.9,1374.8999999999999,2672.0,737.1999999999999
2018-10-21,221.7,899.0,1239.2,469.2
2018-10-22,416.40000000000003,1170.3,1808.8,478.0
2018-10-23,114.6,899.2,1075.1,411.5
2018-10-24,172.09999999999997,911.0999999999999,1175.1,461.00000000000006
2018-10-25,122.00000000000001,955.6,1142.6999999999998,430.5
2018-10-26,33.7,709.5999999999999,761.3000000000002,236.60000000000005
2018-10-27,53.7,582.1,664.5000000000001,172.4
2018-10-28,48.09999999999999,468.4,542.1,168.5
2018-10-29,119.10000000000002,804.2000000000002,986.4999999999999,319.40000000000003
2018-10-30,75.69999999999999,869.5000000000002,985.3000000000001,300.5
2018-10-31,607.9000000000001,1274.8,2206.7000000000003,503.8
2018-11-01,327.5999999999999,1192.0,1694.4000000000003,328.99999999999994
2018-11-02,486.00000000000006,1680.3000000000002,2425.2999999999997,530.8
2018-11-03,168.00000000000003,968.7999999999998,1226.5,538.5
2018-11-04,170.3,935.1,1196.3999999999999,629.5
2018-11-05,1478.1999999999998,1317.3999999999999,3583.7000000000003,1184.5
2018-11-06,404.8,593.8,1214.8000000000002,494.79999999999995
2018-11-07,28.3,255.59999999999997,299.3,213.8
2018-11-08,73.20000000000002,699.4,811.8,365.0
2018-11-09,262.70000000000005,709.0,1111.7,387.7
2018-11-10,31.000000000000004,421.09999999999997,468.30000000000007,298.49999999999994
2018-11-11,35.8,501.5,556.6,250.49999999999997
2018-11-12,52.10000000000001,592.2999999999998,672.7000000000003,241.39999999999995
2018-11-13,127.89999999999998,771.3,967.2,322.59999999999997
2018-11-14,373.99999999999994,907.1,1480.6,435.29999999999995
2018-11-15,740.4000000000001,935.8,2070.7999999999997,616.4000000000001
2018-11-16,260.25,850.3500000000001,1249.3000000000002,359.2
2018-11-17,351.79999999999995,1227.1000000000004,1766.4999999999998,760.1
2018-11-18,157.79999999999995,996.7,1238.6000000000001,562.0000000000001
2018-11-19,66.5,653.2,755.6000000000001,338.3
2018-11-20,135.70000000000002,954.3,1161.9999999999998,446.2
2018-11-21,1000.5,1308.8999999999999,2842.6,585.0
2018-11-22,2547.2999999999997,1645.2000000000003,5550.800000000001,1240.3000000000004
2018-11-23,791.8,1391.3000000000004,2605.8999999999996,988.9000000000003
2018-11-24,276.90000000000003,1120.6999999999998,1545.3999999999999,678.2000000000002
2018-11-25,67.5,726.1999999999999,830.0000000000001,505.8999999999999
2018-11-26,206.79999999999998,1038.7999999999997,1356.2,455.99999999999994
2018-11-27,313.2,1049.1499999999999,1529.6499999999999,396.95000000000005
2018-11-28,20.1,318.5,349.40000000000003,278.7
2018-11-29,13.299999999999997,245.29999999999998,266.1,326.99999999999994
2018-11-30,47.69999999999999,702.8,776.5,373.2
2018-12-01,24.299999999999997,535.1,572.7,232.50000000000003
2018-12-02,12.3,192.29999999999998,210.79999999999998,144.7
2018-12-03,35.2,681.7999999999998,735.5000000000001,350.30000000000007
2018-12-04,1042.7000000000003,1848.3999999999999,3447.6000000000004,485.50000000000006
2018-12-05,237.59999999999997,981.3000000000001,1345.8000000000002,283.59999999999997
2018-12-06,23.2,488.00000000000006,523.4000000000001,220.69999999999996
2018-12-07,23.800000000000008,434.0,470.7,291.6
2018-12-08,11.899999999999999,322.2,340.1,347.50000000000006
2018-12-09,10.2,474.2,489.9,227.49999999999994
2018-12-10,82.89999999999999,1035.1000000000001,1162.1,329.2
2018-12-11,1833.5999999999997,1735.6000000000004,4546.999999999999,834.6999999999998
2018-12-12,200.2,1218.1,1525.0,565.0999999999999
2018-12-13,467.49999999999994,1435.0000000000005,2152.1,700.3999999999999
2018-12-14,620.8,1456.3999999999999,2407.7000000000003,736.4
2018-12-15,70.70000000000002,746.7,855.5000000000002,530.6
2018-12-16,81.1,774.1000000000001,898.3,289.70000000000005
2018-12-17,108.7,794.8,961.1999999999999,328.2
2018-12-18,25.8,346.7,386.4,348.50000000000006
2018-12-19,35.650000000000006,617.6500000000001,671.65,211.7
2018-12-20,32.3,622.8000000000001,672.4,256.2
2018-12-21,29.2,222.1,267.0,387.40000000000003
2018-12-22,42.50000000000001,393.90000000000003,459.00000000000006,340.0
2018-12-23,44.50000000000001,425.69999999999993,494.0,207.69999999999996
2018-12-24,1009.5999999999999,1067.4999999999998,2615.6,492.3
2018-12-25,829.9999999999998,872.1999999999998,2144.6000000000004,481.6000000000001
2018-12-26,134.45,540.2,746.4500000000002,391.5999999999999
2018-12-27,2498.8999999999996,1211.5,5043.0,891.5000000000001
2018-12-28,1482.7999999999997,1166.8000000000002,3440.899999999999,697.1999999999998
2018-12-29,93.3,612.1,755.0,346.3999999999999
2018-12-30,59.9,608.2,699.8999999999997,277.70000000000005
2018-12-31,23.799999999999997,443.79999999999995,480.19999999999993,244.0
2019-01-01,19.5,336.4,366.09999999999997,323.59999999999997
2019-01-02,70.10000000000001,717.7000000000002,825.1000000000001,429.19999999999993
2019-01-03,109.30000000000001,958.8000000000001,1126.1000000000004,527.4
2019-01-04,207.10000000000002,1149.3000000000002,1466.8999999999996,751.5
2019-01-05,21.000000000000004,671.5999999999999,704.5,585.8
2019-01-06,90.9,993.4000000000001,1132.7,631.85
2019-01-07,26.75,593.7499999999998,634.9,462.5
2019-01-08,37.49999999999999,579.0999999999999,637.0000000000001,487.09999999999997
2019-01-09,51.10000000000001,597.9,676.4999999999998,407.6999999999999
2019-01-10,720.9,1267.7000000000003,2372.8999999999996,811.8
2019-01-11,212.70000000000002,997.0,1323.5000000000002,531.3000000000001
2019-01-12,23.1,476.90000000000003,512.1999999999999,245.40000000000003
2019-01-13,12.7,278.1,297.3,253.39999999999998
2019-01-14,60.199999999999996,691.7,783.9000000000002,406.7000000000001
2019-01-15,32.400000000000006,532.9999999999999,582.6999999999999,262.90000000000003
2019-01-16,41.8,417.79999999999995,481.70000000000005,223.0
2019-01-17,68.7,735.6,841.3000000000001,298.1
2019-01-18,757.3,1181.9999999999998,2343.3000000000006,562.4
2019-01-19,168.8,706.5999999999999,965.1999999999999,515.9999999999999
2019-01-20,448.4,949.1999999999999,1637.0,673.3000000000001
2019-01-21,1577.7999999999997,1195.6000000000001,3615.1,915.2000000000002
2019-01-22,139.5,841.8000000000001,1055.7,328.8999999999999
2019-01-23,171.39999999999998,767.4,1030.9,374.50000000000006
2019-01-24,1053.0,1406.6000000000001,3020.7999999999997,615.4000000000001
2019-01-25,277.20000000000005,1017.0,1442.0000000000002,433.7000000000001
2019-01-26,24.700000000000006,182.2,220.10000000000002,248.3
2019-01-27,22.300000000000004,174.59999999999997,208.4,292.0
2019-01-28,198.79999999999998,819.5000000000001,1124.1,359.4000000000001
2019-01-29,139.79999999999998,839.8999999999999,1054.1000000000001,355.0
2019-01-30,947.2000000000002,1213.0,2665.0000000000005,389.2
2019-01-31,1836.9999999999998,1270.7,4087.6000000000004,672.4
2019-02-01,138.70000000000002,785.5999999999999,998.0999999999999,423.89999999999986
2019-02-02,56.39999999999999,358.20000000000005,444.19999999999993,314.8
2019-02-03,184.99999999999994,627.0,910.8999999999999,347.90000000000015
2019-02-04,174.4,489.5,756.6,244.80000000000007
2019-02-05,139.0,487.79999999999995,701.2000000000002,300.70000000000005
2019-02-06,97.0,515.4,664.3,276.40000000000003
2019-02-07,37.4,246.2,303.99999999999994,255.49999999999997
2019-02-08,24.900000000000002,157.29999999999998,195.9,322.9
2019-02-09,24.700000000000006,161.39999999999998,199.1,334.3
2019-02-10,23.900000000000002,352.3,389.20000000000005,135.1
2019-02-11,381.0,963.0499999999998,1547.4500000000003,321.5
2019-02-12,80.49999999999997,646.9,769.5999999999999,364.70000000000005
2019-02-13,143.89999999999998,605.0,825.7,498.1
2019-02-14,1155.4,1173.3000000000002,2944.8,880.5
2019-02-15,866.4000000000002,1050.4999999999998,2379.3999999999996,867.0
2019-02-16,202.79999999999995,698.4000000000001,1009.1,740.6
2019-02-17,115.89999999999998,518.1,695.5000000000002,714.0
2019-02-18,41.5,449.69999999999993,513.6000000000001,382.0999999999999
2019-02-19,46.5,359.40000000000003,430.7999999999999,388.5
2019-02-20,40.3,285.99999999999994,347.99999999999994,384.1
2019-02-21,62.5,422.90000000000003,518.8,516.5999999999999
2019-02-22,571.4999999999999,924.4,1800.6,855.9
2019-02-23,582.9,883.7999999999998,1777.7999999999997,885.8999999999997
