MeasurementDateGMT,Harrow - Pinner Road: Nitric Oxide (ug/m3),Harrow - Pinner Road: Nitrogen Dioxide (ug/m3),Harrow - Pinner Road: Oxides of Nitrogen (ug/m3),Harrow - Pinner Road: PM10 Particulate (ug/m3)
2018-07-11,210.09999999999997,323.29999999999995,645.0,332.5
2018-07-12,308.0999999999999,548.9,1021.1999999999999,442.30000000000007
2018-07-13,206.30000000000004,631.3999999999999,947.7999999999998,422.3999999999999
2018-07-14,561.1999999999999,1207.4,2068.1,540.2
2018-07-15,473.69999999999993,1035.8000000000002,1761.9000000000003,422.1000000000001
2018-07-16,598.5999999999999,1098.1,2016.1000000000001,412.49999999999994
2018-07-17,760.7,1013.5,2179.6,388.80000000000007
2018-07-18,826.8000000000001,1269.5000000000002,2537.4000000000005,497.29999999999995
2018-07-19,556.4,1192.6999999999996,2045.8999999999999,486.09999999999997
2018-07-20,439.49999999999994,1266.9000000000003,1940.3000000000002,512.9
2018-07-21,471.7,1201.9,1925.6999999999998,571.2
2018-07-22,543.6999999999999,1239.0,2072.6,437.6
2018-07-23,667.9000000000001,1389.6000000000004,2413.3000000000006,455.1000000000001
2018-07-24,670.8000000000001,1254.3000000000002,2283.5999999999995,455.99999999999994
2018-07-25,467.7000000000001,1171.2,1887.9000000000003,520.2999999999998
2018-07-26,293.8,1192.8999999999999,1642.9000000000003,681.8
2018-07-27,670.0000000000001,1355.1000000000004,2382.2,550.3000000000001
2018-07-28,285.70000000000005,543.8999999999999,982.3000000000001,379.4999999999999
2018-07-29,229.79999999999995,482.09999999999997,834.1999999999999,210.59999999999997
2018-07-30,328.4,570.9,1074.2000000000003,261.9
2018-07-31,380.79999999999995,705.0000000000001,1288.7,281.1
2018-08-01,622.5,974.7,1929.2999999999995,347.09999999999997
2018-08-02,783.3999999999999,1179.9,2380.6,380.3
2018-08-03,615.1,1151.4000000000003,2094.3,377.8999999999999
2018-08-04,303.49999999999994,735.0999999999998,1200.2000000000003,307.5999999999999
2018-08-05,250.79999999999998,895.4999999999999,1279.6,357.3
2018-08-06,678.0,1512.8999999999999,2552.2999999999993,446.49999999999994
2018-08-07,791.8999999999999,1347.6000000000001,2561.7000000000007,468.3
2018-08-08,644.8999999999999,835.7999999999998,1824.5000000000002,277.79999999999995
2018-08-09,1066.9999999999998,1087.3000000000002,2723.8000000000006,311.59999999999997
2018-08-10,946.0999999999999,972.2,2422.9999999999995,295.2
2018-08-11,651.6999999999999,891.2,1890.8000000000002,292.7
2018-08-12,436.79999999999995,693.0,1362.4999999999998,273.9
2018-08-13,660.6999999999998,803.8000000000002,1816.6999999999998,303.30000000000007
2018-08-14,940.9000000000001,953.7000000000002,2396.0,312.40000000000003
2018-08-15,629.6999999999998,760.4,1725.9000000000005,311.6
2018-08-16,871.6,867.9999999999999,2205.0,296.40000000000003
2018-08-17,1060.0000000000002,887.6,2513.0,341.1000000000001
2018-08-18,712.9999999999999,764.2,1857.9,330.00000000000006
2018-08-19,523.5,579.0000000000001,1382.0,266.90000000000003
2018-08-20,918.4,879.9999999999999,2288.3999999999996,266.2
2018-08-21,804.8,972.3000000000003,2205.9000000000005,298.40000000000003
2018-08-22,821.9,845.3000000000001,2106.0,302.4000000000001
2018-08-23,721.1,756.0,1861.5999999999997,268.8
2018-08-24,881.3,797.7999999999998,2148.6000000000004,258.0
2018-08-25,898.8000000000001,850.2000000000002,2228.2999999999997,248.09999999999997
2018-08-26,715.2999999999998,724.8999999999999,1821.4999999999998,258.90000000000003
2018-08-27,569.6,646.7000000000002,1520.3,179.5
2018-08-28,785.5999999999999,1021.0999999999998,2225.3999999999996,271.90000000000003
2018-08-29,742.6000000000001,943.4,2082.5999999999995,302.8
2018-08-30,429.4,692.7,1350.7,308.1
2018-08-31,452.09999999999997,854.8,1548.1000000000001,384.50000000000006
2018-09-01,644.5999999999999,1190.1,2178.2,481.99999999999994
2018-09-02,394.70000000000005,1088.8,1693.6999999999996,501.50000000000006
2018-09-03,583.6000000000001,1157.0000000000002,2051.4,542.4
2018-09-04,213.29999999999998,573.6999999999999,900.5000000000001,401.8000000000001
2018-09-05,329.3500000000001,677.9000000000001,1182.8999999999999,384.4
2018-09-06,675.6999999999999,876.0999999999999,1912.1,369.4000000000001
2018-09-07,1023.2999999999998,1046.1999999999998,2615.2000000000007,279.2
2018-09-08,763.3999999999999,952.4,2122.9,299.0
2018-09-09,558.9000000000001,762.1,1619.1999999999998,235.60000000000002
2018-09-10,520.9999999999999,664.6,1464.1000000000001,315.49999999999994
2018-09-11,525.5,627.0000000000001,1432.7,234.79999999999995
2018-09-12,781.4999999999999,820.6,2018.6999999999998,224.99999999999994
2018-09-13,1592.3,1154.8,3596.7000000000003,384.3
2018-09-14,884.9999999999998,1026.2,2383.1000000000004,296.40000000000003
2018-09-15,820.1999999999999,981.5,2239.2999999999997,359.19999999999993
2018-09-16,362.69999999999993,701.6000000000001,1257.7,314.1000000000001
2018-09-17,401.4999999999999,818.4000000000001,1433.8000000000002,348.49999999999994
2018-09-18,334.3,548.3,1060.8,326.5
2018-09-19,364.9,543.3000000000001,1102.8,353.40000000000003
2018-09-20,316.59999999999997,525.0999999999999,1010.5999999999998,404.0000000000001
2018-09-21,717.2999999999998,769.2,1869.0,202.00000000000003
2018-09-22,642.0000000000001,838.6999999999998,1822.8000000000004,243.49999999999997
2018-09-23,520.4000000000001,690.3,1488.2,146.1
2018-09-24,1425.7,1135.1,3321.3000000000006,273.59999999999997
2018-09-25,1902.2000000000003,1383.4999999999998,4300.4,441.59999999999997
2018-09-26,2547.6000000000004,1739.9,5646.8,512.3000000000001
2018-09-27,2034.3999999999996,1695.8999999999999,4815.4,574.1
2018-09-28,149.79999999999998,404.59999999999997,634.6000000000001,206.30000000000004
2018-09-29,1398.0,1450.5000000000002,3594.2999999999997,430.8
2018-09-30,764.7000000000003,898.4999999999999,2070.7999999999997,289.19999999999993
2018-10-01,837.1,940.2000000000002,2223.7999999999997,226.6
2018-10-02,600.8000000000001,717.0000000000002,1638.5,237.89999999999998
2018-10-03,1976.8999999999999,1250.65,4281.849999999999,392.8
2018-10-04,885.3000000000002,918.3999999999996,2276.0999999999995,434.99999999999994
2018-10-05,1339.3000000000002,1384.9000000000003,3438.3000000000006,722.2
2018-10-06,522.5,558.5,1359.6000000000008,331.50000000000006
2018-10-07,934.6999999999999,994.5000000000001,2427.8,326.9
2018-10-08,1430.0999999999997,1338.1000000000001,3530.8,395.5
2018-10-09,1339.9,1469.8,3524.1,484.4
2018-10-10,464.80000000000007,1366.3,2078.8999999999996,900.7
2018-10-11,323.9,801.0,1297.3000000000004,423.1
2018-10-12,273.2,539.1999999999999,957.7,359.1
2018-10-13,300.3,635.6,1096.4999999999998,367.2
2018-10-14,212.60000000000002,484.59999999999997,810.5,126.29999999999998
2018-10-15,212.2,625.8000000000001,950.9,199.20000000000005
2018-10-16,711.3999999999999,1004.4999999999999,2095.1000000000004,558.7000000000002
2018-10-17,1037.2999999999997,1264.5,2854.7999999999993,385.5999999999999
2018-10-18,299.0999999999999,720.7999999999998,1179.3,366.5
2018-10-19,1813.8999999999999,1479.5000000000002,4260.6,518.5999999999999
2018-10-20,2456.5,1604.1999999999998,5370.8,793.1000000000001
2018-10-21,1394.5,1108.8,3246.9999999999995,536.6999999999999
2018-10-22,1149.1999999999998,1087.1,2849.2999999999997,413.7999999999999
2018-10-23,999.9,1030.1,2563.1999999999994,410.8
2018-10-24,1011.3000000000001,1030.7,2580.8,432.0
2018-10-25,1223.6000000000001,1170.3000000000002,3046.3,413.40000000000003
2018-10-26,740.3,936.5,2071.1,260.20000000000005
2018-10-27,405.5,662.0,1283.8000000000004,161.10000000000005
2018-10-28,156.60000000000002,398.40000000000003,638.9999999999999,142.1
2018-10-29,356.8,665.9999999999999,1213.6,226.3
2018-10-30,958.3,1001.6999999999998,2471.5,301.7999999999999
2018-10-31,1379.8500000000001,1305.9500000000003,3421.500000000001,432.2500000000001
2018-11-01,2013.5000000000002,1555.3,4642.700000000001,421.69999999999993
2018-11-02,4583.75,2168.5,9196.65,843.0999999999999
2018-11-03,893.0999999999999,1340.6000000000001,2709.9000000000005,576.8
2018-11-04,376.1000000000001,895.5,1471.9999999999998,546.4000000000001
2018-11-05,1311.1,1169.6999999999998,3180.0,1080.5
2018-11-06,1273.4499999999998,1027.2,2979.7000000000007,739.0000000000001
2018-11-07,596.6999999999999,837.8000000000001,1753.1999999999998,383.5
2018-11-08,403.59999999999985,920.0,1538.9,467.50000000000006
2018-11-09,476.49999999999994,841.1999999999999,1571.5,421.3
2018-11-10,696.0999999999999,1073.2000000000003,2140.3999999999996,388.49999999999994
2018-11-11,611.1,926.4000000000001,1863.9000000000003,314.1
2018-11-12,851.0000000000001,1077.2,2381.7000000000003,410.39999999999986
2018-11-13,1201.8000000000004,1297.2,3139.899999999999,489.0999999999999
2018-11-14,934.6,1156.1999999999998,2589.5,486.6
2018-11-15,931.9999999999999,1102.1,2530.8,656.5
2018-11-16,493.20000000000005,805.3000000000001,1561.8999999999999,370.7
2018-11-17,323.9999999999999,819.7,1316.8,552.8000000000001
2018-11-18,178.60000000000002,499.79999999999995,773.8000000000002,442.3
2018-11-19,164.09999999999997,355.9,607.6,222.20000000000002
2018-11-20,239.5,476.79999999999995,844.1,303.3
2018-11-21,988.2,1015.8,2531.3000000000006,526.9999999999999
2018-11-22,2786.0999999999995,1214.9499999999998,5487.049999999999,1054.9
2018-11-23,735.3000000000001,1043.8,2171.1,886.3
2018-11-24,260.8,806.2000000000002,1205.8999999999999,615.1000000000001
2018-11-25,212.4,495.6000000000001,821.5,462.59999999999997
2018-11-26,768.6999999999999,890.1999999999999,2069.1,369.6
2018-11-27,772.7,1030.7,2215.1,421.40000000000003
2018-11-28,391.5999999999999,831.1,1431.4999999999998,267.6
2018-11-29,348.4,669.3,1203.1000000000001,291.4
2018-11-30,998.6,1312.1999999999998,2843.2,469.19999999999993
2018-12-01,531.6,1026.1999999999998,1841.8000000000002,265.0
2018-12-02,337.0,546.5000000000001,1063.0,155.2
2018-12-03,610.8000000000001,918.6999999999999,1855.2,335.40000000000003
2018-12-04,2984.2000000000003,1869.6999999999998,6445.500000000001,657.9999999999999
2018-12-05,714.6999999999999,1169.4,2265.0,312.4
2018-12-06,503.9000000000001,809.5,1581.9000000000003,253.70000000000002
2018-12-07,584.7,861.6,1758.2,231.39999999999998
2018-12-08,447.9,721.6000000000001,1408.6999999999998,372.7
2018-12-09,440.69999999999993,705.5,1381.0,198.10000000000002
2018-12-10,1613.7000000000003,1488.6,3962.7000000000003,519.9000000000001
2018-12-11,3779.3999999999996,2010.1,7804.999999999998,916.0
2018-12-12,269.2,1005.5,1418.5000000000002,455.09999999999985
2018-12-13,790.5,1141.6,2353.3,495.7
2018-12-14,2634.5,1699.6000000000001,5739.100000000001,814.6999999999999
2018-12-15,254.10000000000002,714.3000000000001,1103.8,414.4
2018-12-16,1800.7999999999997,1586.9000000000003,4348.000000000001,303.69999999999993
2018-12-17,1401.6999999999998,1455.4000000000003,3604.3,339.7
2018-12-18,276.9,626.9,1051.5,292.5
2018-12-19,793.0999999999999,1289.7,2505.5999999999995,338.00000000000006
2018-12-20,823.5,1178.8,2441.7000000000003,278.40000000000003
2018-12-21,558.4,888.9,1745.1999999999996,452.8999999999999
2018-12-22,1047.3999999999999,1219.5999999999997,2825.7999999999993,490.99999999999994
2018-12-23,612.0999999999999,999.6000000000003,1938.0,208.20000000000007
2018-12-24,3073.8999999999996,1564.3000000000002,6277.5,653.3
2018-12-25,1842.3000000000004,1485.4999999999998,4310.599999999999,650.6
2018-12-26,953.3000000000002,1274.7,2736.7000000000003,486.00000000000006
2018-12-27,4221.4,1624.6,8097.200000000002,1046.4
2018-12-28,3028.600000000001,1455.3,6098.700000000001,917.8000000000001
2018-12-29,1208.3000000000002,1113.9,2966.3,467.6
2018-12-30,1121.6999999999998,1188.8,2908.9,422.8
2018-12-31,782.2,1033.1000000000001,2232.100000000001,347.0
2019-01-01,308.7,643.7000000000002,1116.8999999999999,320.5
2019-01-02,561.3,1089.7000000000003,1950.6,385.7
2019-01-03,599.0999999999999,1222.0,2140.3,397.70000000000005
2019-01-04,1389.8000000000002,1421.0000000000002,3552.0,816.9
2019-01-05,1077.8,1341.0,2993.4999999999995,670.4999999999999
2019-01-06,986.5,1315.8000000000004,2828.3,618.8000000000001
2019-01-07,775.4,1102.1,2291.0,458.99999999999983
2019-01-08,705.6000000000001,923.6000000000001,2005.6000000000001,524.7
2019-01-09,616.3999999999999,1087.2,2032.2,376.80000000000007
2019-01-10,1658.5000000000002,1469.6000000000001,4012.8000000000006,779.8999999999999
2019-01-11,1378.2999999999997,1477.6000000000001,3590.9999999999995,667.6
2019-01-12,767.1,1070.3,2246.1000000000004,353.4
2019-01-13,447.09999999999997,681.4,1367.4,298.79999999999995
2019-01-14,812.5999999999999,1050.8,2296.7,427.09999999999997
2019-01-15,921.4999999999998,1246.8000000000002,2659.5,350.4
2019-01-16,777.3000000000001,1167.4999999999998,2359.7000000000003,252.7
2019-01-17,1176.6,1252.6999999999998,3057.1000000000004,433.8
2019-01-18,1840.6000000000001,1532.8999999999994,4354.900000000001,604.5
2019-01-19,237.70000000000005,952.0,1316.8999999999999,468.20000000000005
2019-01-20,1721.1,1522.6,4161.1,796.8000000000001
2019-01-21,3075.7999999999993,1757.9999999999998,6474.7,1074.9000000000003
2019-01-22,1560.1,1604.9999999999998,3997.000000000001,382.50000000000006
2019-01-23,2045.1999999999996,1651.1,4787.099999999999,413.9
2019-01-24,3761.1000000000004,2149.4,7916.200000000002,841.6000000000001
2019-01-25,1631.3000000000004,1621.9999999999998,4123.1,531.5
2019-01-26,403.40000000000003,786.6000000000001,1405.5,297.7
2019-01-27,283.50000000000006,456.20000000000005,890.6999999999998,318.79999999999995
2019-01-28,1453.7999999999997,1268.8999999999999,3498.1,644.0
2019-01-29,1812.4000000000003,1774.3000000000002,4553.500000000001,598.9000000000001
2019-01-30,3066.9999999999995,1991.1,6693.4,684.5
2019-01-31,2543.4000000000005,1569.25,5469.5,694.4
2019-02-01,176.90000000000003,599.4,871.0000000000002,297.70000000000005
2019-02-02,590.5,860.3,1765.5,487.1
2019-02-03,1103.9999999999998,1442.6999999999998,3135.4000000000005,750.8999999999999
2019-02-04,1260.8000000000002,1349.9000000000003,3283.2000000000003,328.09999999999997
2019-02-05,947.4,1266.7999999999997,2719.4999999999995,401.69999999999993
2019-02-06,1262.1,1449.3000000000002,3384.5,454.49999999999994
2019-02-07,640.6,915.5999999999998,1896.9999999999998,385.8
2019-02-08,339.15000000000003,686.1500000000001,1206.35,307.30000000000007
2019-02-09,365.79999999999995,596.0,1157.4,454.70000000000005
2019-02-10,439.09999999999997,672.7,1345.5999999999997,201.39999999999998
2019-02-11,1819.8000000000004,1373.9,4164.5,566.3
2019-02-12,2029.4000000000003,1300.8999999999999,4411.9,682.4000000000002
2019-02-13,911.9000000000001,1126.1,2523.7999999999997,697.6
