MeasurementDateGMT,City of London - Walbrook Wharf: Nitric Oxide (ug/m3),City of London - Walbrook Wharf: Nitrogen Dioxide (ug/m3),City of London - Walbrook Wharf: Oxides of Nitrogen (ug/m3)
2018-03-22,1835.4999999999998,2062.0,4876.400000000001
2018-03-23,2168.6,2280.3999999999996,5605.5
2018-03-24,2874.9999999999995,2152.5,6560.9
2018-03-25,799.6,1247.1000000000001,2472.8999999999996
2018-03-26,1845.2,2141.95,4971.45
2018-03-27,2079.25,2030.3999999999999,5218.500000000001
2018-03-28,2987.1,2530.9,7110.999999999999
2018-03-29,4342.1,2958.3,9615.800000000001
2018-03-30,2566.6000000000004,2404.3999999999996,6340.2
2018-03-31,1255.7,1551.1000000000004,3475.9
2018-04-01,1836.8,1901.5,4718.1
2018-04-02,1612.4,1914.8000000000002,4387.1
2018-04-03,1996.8000000000002,2045.8,5108.2
2018-04-04,1959.1,2032.9999999999995,5036.899999999999
2018-04-05,2034.7,2108.2,5228.2
2018-04-06,3375.0999999999995,2725.8999999999996,7901.5
2018-04-07,2307.7999999999997,2232.2000000000003,5770.900000000001
2018-04-08,1751.0,1916.6000000000001,4601.3
2018-04-09,3247.1,2268.1000000000004,7246.85
2018-04-10,3686.5999999999995,2501.5,8154.499999999999
2018-04-11,1885.5,1605.6000000000001,4496.6
2018-04-12,1236.8,1287.2,3183.6000000000004
2018-04-13,3093.2000000000003,2306.2999999999997,7048.800000000001
2018-04-14,2261.9999999999995,2457.6000000000004,5926.0
2018-04-15,1512.1000000000004,2030.1000000000001,4348.8
2018-04-16,2217.1,2395.3000000000006,5794.599999999999
2018-04-17,2092.7000000000003,2380.6,5589.4000000000015
2018-04-18,4558.099999999999,3420.8,10410.000000000002
2018-04-19,4507.9000000000015,3702.9000000000005,10614.900000000001
2018-04-20,2626.9,2804.5000000000005,6831.799999999999
2018-04-21,2537.1,2887.7000000000003,6777.900000000001
2018-04-22,441.2,1145.1000000000001,1821.8999999999999
2018-04-23,1617.1999999999998,1859.7999999999997,4339.599999999999
2018-04-24,1875.8999999999996,1897.2,4773.500000000002
2018-04-25,1390.9000000000005,1768.2,3900.6
2018-04-26,1568.8,2001.9,4407.7
2018-04-27,4616.900000000001,3089.5,10168.599999999999
2018-04-28,930.6999999999998,1332.2000000000003,2759.3999999999996
2018-04-29,271.6000000000001,875.8000000000001,1292.1000000000001
2018-04-30,594.3000000000001,1273.5,2184.7
2018-05-01,2282.0,2397.1,5896.4
2018-05-02,1903.3999999999996,2201.5000000000005,5120.600000000001
2018-05-03,3029.6,2626.4,7271.600000000001
2018-05-04,3145.1,2856.8,7678.8
2018-05-05,2516.1000000000004,3116.7,6974.400000000001
2018-05-06,1522.4,2863.7000000000003,5197.099999999999
2018-05-07,1430.2,3054.7999999999997,5248.0
2018-05-08,2773.1999999999994,2810.5,7062.499999999999
2018-05-09,2296.7,2183.6,5704.999999999999
2018-05-10,1379.6999999999998,1856.4999999999998,3972.3
2018-05-11,3471.2999999999993,2912.0000000000005,8234.800000000001
2018-05-12,2629.4000000000005,2420.2,6451.9
2018-05-13,1130.1000000000001,1749.5000000000002,3482.2999999999997
2018-05-14,733.2,1177.4,2301.7000000000003
2018-05-15,800.9000000000001,1390.1000000000001,2617.4999999999995
2018-05-16,1024.6000000000001,1311.0,2881.6
2018-05-17,1213.7000000000003,1441.0,3301.9
2018-05-18,1999.45,2032.45,5097.849999999999
2018-05-19,2060.8,2396.7999999999997,5557.0
2018-05-20,1631.2,2263.4,4765.2
2018-05-21,2627.7,2689.6000000000004,6718.7
2018-05-22,750.4000000000001,1262.1000000000001,2413.0
2018-05-23,592.9,1148.0000000000002,2057.5
2018-05-24,1926.5,1976.5000000000002,4929.7
2018-05-25,2707.7,2672.0,6823.650000000001
2018-05-26,1273.8,2372.2000000000003,4325.200000000001
2018-05-27,1327.6999999999996,2200.2999999999997,4236.000000000001
2018-05-28,527.7,1301.8000000000002,2111.2000000000003
2018-05-29,860.5,1437.2,2756.000000000001
2018-05-30,3603.2000000000007,2866.2000000000003,8391.100000000002
2018-05-31,3402.7000000000003,3148.1000000000004,8366.1
2018-06-01,2628.6999999999994,2733.8,6764.6
2018-06-02,951.4,1661.9,3120.3999999999996
2018-06-03,1591.3999999999999,2397.3999999999996,4837.299999999999
2018-06-04,1461.2000000000005,1748.2999999999997,3988.9
2018-06-05,1402.7,1530.1000000000001,3681.0999999999995
2018-06-06,2120.5000000000005,2160.9,5411.900000000001
2018-06-07,2942.7999999999997,2525.1000000000004,7037.299999999999
2018-06-08,2430.3999999999996,2459.1,6186.100000000001
2018-06-09,1609.4,2114.3999999999996,4582.399999999999
2018-06-10,1178.0000000000002,1749.2,3556.0
2018-06-11,3068.8999999999996,2474.1,7179.9000000000015
2018-06-12,1925.4999999999998,1779.8000000000002,4732.1
2018-06-13,2723.8999999999996,2499.1,6675.399999999998
2018-06-14,1430.2999999999997,1760.6000000000001,3953.5
2018-06-15,2012.7,2268.3999999999996,5354.6
2018-06-16,1181.9,1705.6000000000001,3517.8000000000006
2018-06-17,849.3999999999997,1296.1999999999998,2598.7999999999993
2018-06-18,1099.2,1512.2999999999997,3198.100000000001
2018-06-19,1773.8000000000006,1580.8999999999999,4300.400000000001
2018-06-20,1923.5999999999997,1487.1,4436.2
2018-06-21,758.8999999999999,1185.1000000000001,2348.8
2018-06-22,1606.3,1932.2,4395.400000000001
2018-06-23,780.5999999999998,1539.1999999999998,2736.3
2018-06-24,1399.8000000000002,2216.4,4362.4
2018-06-25,2249.1999999999994,3137.4999999999995,6585.999999999998
2018-06-26,3076.25,3102.85,7819.95
2018-06-27,2850.3999999999996,2631.000000000001,7001.2
2018-06-28,2288.9999999999995,2331.5,5841.299999999999
2018-06-29,2046.4,2051.3,5189.699999999999
2018-06-30,1608.3,2205.5,4671.4
2018-07-01,1437.2,2443.6,4647.0999999999985
2018-07-02,2170.9,2633.9000000000005,5962.7
2018-07-03,2813.7,2947.5999999999995,7261.700000000002
2018-07-04,3920.600000000001,3388.0999999999995,9399.4
2018-07-05,3330.4000000000005,3684.7999999999997,8791.499999999998
2018-07-06,1985.4,2947.2,5991.400000000001
2018-07-07,1199.0000000000002,2372.2,4210.799999999999
2018-07-08,1077.6000000000001,2088.7,3740.6
2018-07-09,2576.4,2647.1000000000004,6597.599999999999
2018-07-10,891.9000000000002,1174.8999999999999,2541.7000000000003
2018-07-11,1350.8999999999999,1575.1499999999996,3646.3499999999995
2018-07-12,2793.4000000000005,2724.2000000000003,7007.000000000001
2018-07-13,3171.4,3075.5999999999995,7938.299999999997
2018-07-14,2143.6,3049.2999999999997,6335.799999999999
2018-07-15,1237.9999999999998,2564.2000000000003,4462.600000000001
2018-07-16,2098.9999999999995,2712.9999999999995,5931.3
2018-07-17,1571.0,1816.8,4225.200000000001
2018-07-18,3137.7,2977.2,7788.400000000001
2018-07-19,4119.200000000001,3647.4,9963.399999999998
2018-07-20,3659.2000000000003,3598.3000000000006,9208.999999999998
2018-07-21,1520.4,2805.9,5137.5
2018-07-22,1210.4,2131.1,3986.7000000000003
2018-07-23,2697.3,2912.499999999999,7049.0
2018-07-24,2383.9,2700.2000000000003,6355.500000000002
2018-07-25,2620.3,2771.4,6789.3
2018-07-26,3203.3500000000004,3361.6,8272.65
2018-07-27,2374.399999999999,2945.7,6586.7
2018-07-28,1386.6000000000001,1543.2,3669.3999999999996
2018-07-29,681.1,841.0,1885.5999999999997
2018-07-30,2341.400000000001,1683.3,5273.299999999999
2018-07-31,2001.8,2018.0999999999997,5087.599999999999
2018-08-01,2328.0999999999995,2314.6,5884.3
2018-08-02,2459.0000000000005,2592.3000000000006,6362.599999999999
2018-08-03,2194.0,2464.6,5829.199999999999
2018-08-04,1018.3000000000001,1452.0000000000002,3013.2
2018-08-05,1093.1000000000001,1868.5,3544.2999999999997
2018-08-06,4141.200000000001,3933.1,10282.8
2018-08-07,2297.6999999999994,3270.6000000000004,6793.5
2018-08-08,2404.8,2213.1999999999994,5900.4
2018-08-09,3603.3999999999996,2463.7,7989.200000000001
2018-08-10,2401.7000000000007,2150.8,5833.2
2018-08-11,2269.5,2323.8,5803.299999999999
2018-08-12,1533.0000000000002,1833.1000000000001,4183.5
2018-08-13,1872.9000000000003,1813.7,4685.4
2018-08-14,1825.1999999999994,1763.3999999999999,4562.2
2018-08-15,2321.099999999999,2078.3,5637.0
2018-08-16,2624.2,2027.7000000000003,6051.499999999999
2018-08-17,2728.8999999999996,2148.5,6332.500000000002
2018-08-18,1632.8999999999996,1731.3,4234.7
2018-08-19,1149.2000000000003,1299.4999999999998,3061.5999999999995
2018-08-20,2367.6,1981.3,5611.499999999999
2018-08-21,2999.7,2429.9000000000005,7029.700000000002
2018-08-22,2414.4,1929.8,5631.299999999999
2018-08-23,1548.3999999999996,1455.8,3829.9
2018-08-24,1388.4000000000003,1516.1999999999996,3645.399999999999
2018-08-25,1198.5,1373.9,3211.8
2018-08-26,1564.3,1602.9999999999998,4001.4999999999995
2018-08-27,554.3000000000001,901.8,1751.8
2018-08-28,2887.0583333333334,2008.1541666666667,6435.304166666666
2018-08-29,1698.6416666666667,1660.195833333334,4264.345833333333
2018-08-30,1753.5000000000005,1601.1999999999998,4289.6
2018-08-31,2806.1999999999994,2196.3999999999996,6499.099999999999
2018-09-01,2417.5000000000005,2538.5000000000005,6245.300000000001
2018-09-02,1793.0,2482.000000000001,5231.5999999999985
2018-09-03,2769.7999999999997,2704.6000000000004,6951.299999999999
2018-09-04,802.9,1321.8999999999996,2552.600000000001
2018-09-05,968.4999999999999,1291.8999999999999,2777.4
2018-09-06,1421.1999999999998,1655.7,3835.1000000000004
2018-09-07,1288.0,1575.8000000000002,3550.3
2018-09-08,1527.5999999999997,1819.4999999999998,4161.900000000001
2018-09-09,756.1999999999998,1320.5,2479.8
2018-09-10,1462.6,1648.9,3891.4
2018-09-11,1686.6000000000004,1587.3000000000002,4173.3
2018-09-12,1386.1999999999998,1448.6,3573.7
2018-09-13,3313.9999999999995,2289.2000000000003,7370.099999999999
2018-09-14,2043.8,1959.4,5093.299999999999
2018-09-15,1607.4999999999998,1732.4,4197.3
2018-09-16,1106.7,1618.6000000000001,3315.5
2018-09-17,2387.8,2449.5,6111.4
2018-09-18,1501.4000000000003,1681.7000000000003,3983.3
2018-09-19,1673.5,1649.4,4215.4
2018-09-20,1888.1999999999996,1760.7,4655.8
2018-09-21,1040.7000000000003,1290.2,2885.9
2018-09-22,2256.1000000000004,1986.3,5445.500000000001
2018-09-23,612.0,1010.0999999999999,1948.6
2018-09-24,2726.0,2052.5000000000005,6232.0999999999985
2018-09-25,4712.099999999999,2914.600000000001,10139.999999999998
2018-09-26,3010.4999999999995,2743.7,7359.500000000001
2018-09-27,2618.7000000000007,2563.5999999999995,6578.999999999999
2018-09-28,1619.3000000000002,1594.7,4077.9999999999995
2018-09-29,2793.7000000000003,2403.2,6686.8
2018-09-30,904.0999999999999,1348.1000000000004,2734.3
2018-10-01,912.9000000000002,1231.6000000000001,2630.8999999999996
2018-10-02,978.3000000000001,1191.3,2691.5000000000005
2018-10-03,2048.9999999999995,1657.6000000000004,4799.4
2018-10-04,2818.600000000001,1800.1000000000001,6122.099999999998
2018-10-05,4384.0,2753.6000000000004,9475.300000000001
2018-10-06,896.5,1220.5000000000002,2595.2000000000007
2018-10-07,1191.9,1419.5,3246.7
2018-10-08,2078.5999999999995,2001.2999999999997,5189.100000000002
2018-10-09,3475.6999999999994,2701.7999999999997,8031.2
2018-10-10,5010.5,3099.9,10782.499999999998
2018-10-11,2905.500000000001,2325.8999999999996,6780.5999999999985
2018-10-12,1923.1000000000004,1818.1000000000004,4767.000000000001
2018-10-13,1526.1999999999998,1718.8999999999999,4059.2999999999997
2018-10-14,583.4999999999999,1039.3999999999996,1934.6000000000001
2018-10-15,2519.9999999999995,1849.4999999999998,5713.6
2018-10-16,3051.4,2100.0000000000005,6778.900000000001
2018-10-17,3663.3999999999996,2388.1,8005.0
2018-10-18,2344.7,1879.4999999999998,5474.400000000001
2018-10-19,3176.1,2376.8,7246.900000000002
2018-10-20,3759.7000000000003,2444.600000000001,8209.500000000002
2018-10-21,1458.6,1634.7,3871.1999999999994
2018-10-22,1563.8999999999999,1603.4999999999998,4001.7
2018-10-23,1639.5000000000002,1626.3000000000002,4140.499999999999
2018-10-24,2209.5999999999995,1758.8000000000002,5147.6
2018-10-25,2330.2000000000003,1975.2000000000003,5548.6
2018-10-26,1349.4,1692.6000000000001,3761.2000000000003
2018-10-27,530.2,974.1999999999998,1786.6999999999998
2018-10-28,1179.0,1463.5999999999997,3271.4000000000005
2018-10-29,1417.2000000000003,1584.3000000000002,3757.3
2018-10-30,1406.6,1358.4999999999998,3515.6000000000004
2018-10-31,5376.6,2891.4,11135.4
2018-11-01,3549.399999999999,2184.2,7626.700000000001
2018-11-02,3748.7000000000007,2549.1,8296.900000000001
2018-11-03,2338.0999999999995,2272.6,5857.299999999999
2018-11-04,2288.3000000000006,2053.4000000000005,5561.7
2018-11-05,6384.0,2511.0999999999995,12300.0
2018-11-06,4194.0999999999985,2181.4,8611.800000000001
2018-11-07,1944.2000000000003,1663.5000000000002,4644.599999999999
2018-11-08,3388.55,2499.4999999999995,7695.099999999998
2018-11-09,3518.9,2306.7999999999997,7702.100000000003
2018-11-10,2042.4,2061.6,5193.099999999999
2018-11-11,1367.1000000000001,1724.1000000000006,3819.7000000000003
2018-11-12,3210.7000000000003,2474.6,7397.6
2018-11-13,2510.2999999999997,2286.7999999999997,6135.7
2018-11-14,3514.0000000000005,2465.7000000000003,7854.2
2018-11-15,4596.6,2301.5999999999995,9349.400000000001
2018-11-16,4649.4,2090.9,9220.2
2018-11-17,3234.2999999999997,2130.8,7089.800000000001
2018-11-18,2242.0,2079.7000000000003,5517.000000000001
2018-11-19,2834.7000000000003,2045.0,6391.499999999999
2018-11-20,3428.2999999999997,2128.0,7384.999999999998
2018-11-21,5319.1,2578.7,10734.400000000001
2018-11-22,5898.2,2688.0,11732.3
2018-11-23,5499.1,2433.2999999999997,10865.5
2018-11-24,3138.4999999999995,2194.6,7007.200000000002
2018-11-25,1957.0,1627.7,4629.0
2018-11-26,1110.1000000000001,1448.2999999999997,3150.5000000000005
2018-11-27,4047.3999999999996,2271.3,8477.599999999999
2018-11-28,2154.3,1973.1000000000001,5276.300000000002
2018-11-29,1591.8999999999996,1745.3999999999999,4186.499999999999
2018-11-30,2087.7,2061.5,5262.799999999999
2018-12-01,3317.4999999999995,2719.0999999999995,7806.0
2018-12-02,1429.9,1598.2,3790.2999999999993
2018-12-03,1660.3000000000004,1721.2999999999997,4267.099999999999
2018-12-04,5987.500000000002,2848.75,12029.249999999998
2018-12-05,4390.7,2430.2999999999997,9162.3
2018-12-06,1746.0000000000002,1960.7999999999997,4637.999999999999
2018-12-07,1534.4999999999995,1836.1000000000001,4189.799999999999
2018-12-08,619.8,1246.2,2196.9
2018-12-09,515.5000000000001,1199.1000000000004,1989.7
2018-12-10,1867.2,1997.8999999999999,4861.2
2018-12-11,5282.2,2857.2,10956.300000000001
2018-12-12,4124.000000000001,2623.7999999999997,8946.9
2018-12-13,5385.200000000001,2761.1,11018.300000000001
2018-12-14,4986.799999999998,2580.2000000000003,10225.999999999998
2018-12-15,2251.3999999999996,1892.0,5344.3
2018-12-16,1879.0000000000002,2257.8999999999996,5138.9
2018-12-17,2816.3,2414.2999999999997,6732.799999999999
2018-12-18,2618.3,2267.5,6282.599999999999
2018-12-19,2946.2999999999993,2693.0,7210.4
2018-12-20,2206.75,2355.8999999999996,5739.0999999999985
2018-12-21,1093.3,1646.3999999999999,3323.1
2018-12-22,760.5,1414.6,2580.9
2018-12-23,826.1,1472.5,2738.9999999999995
2018-12-24,2316.1000000000004,1885.1999999999996,5436.400000000001
2018-12-25,2172.8999999999996,1882.9,5214.5999999999985
2018-12-26,1394.5000000000002,1584.6,3723.2999999999997
2018-12-27,4911.7,2281.0,9811.800000000001
2018-12-28,3484.2999999999997,1933.8999999999996,7276.599999999999
2018-12-29,813.5,1363.9,2611.2
2018-12-30,927.4999999999999,1364.7000000000003,2786.5
2018-12-31,487.70000000000005,1035.4,1783.3999999999999
2019-01-01,378.00000000000006,1003.8000000000001,1583.1000000000001
2019-01-02,561.1111111111111,1078.988888888889,1938.5888888888887
2019-01-03,807.1888888888889,1381.111111111111,2617.211111111111
2019-01-04,1300.3,1574.1999999999998,3567.45
2019-01-05,729.6,1367.5,2486.0
2019-01-06,915.0000000000001,1518.7000000000003,2921.3
2019-01-07,1142.0999999999997,1491.5999999999997,3242.6
2019-01-08,774.0,1309.3999999999996,2496.2000000000003
2019-01-09,637.5,1156.3,2133.4
2019-01-10,2693.3999999999996,1908.9,6038.799999999998
2019-01-11,1594.9,1614.1999999999998,4059.7000000000007
2019-01-12,740.1999999999999,1322.8999999999999,2458.1000000000004
2019-01-13,314.5999999999999,876.9,1359.6999999999996
2019-01-14,989.3000000000001,1496.8,3013.499999999999
2019-01-15,1684.6000000000004,1856.1000000000001,4439.099999999999
2019-01-16,1910.9,1919.5,4849.8
2019-01-17,1201.4,1667.6500000000003,3510.05
2019-01-18,4069.2000000000003,2655.4,8895.300000000001
2019-01-19,4284.3,2800.1,9369.000000000002
2019-01-20,925.8,1499.6000000000004,2919.6
2019-01-21,4214.200000000001,2386.4,8848.4
2019-01-22,2430.9000000000005,2264.8,5992.200000000001
2019-01-23,1275.1000000000004,1584.3,3539.4
2019-01-24,4500.4,2656.0000000000005,9556.4
2019-01-25,2569.4,2108.8999999999996,6049.0
2019-01-26,984.8999999999999,1479.4000000000003,2989.6000000000004
2019-01-27,291.09999999999997,875.1,1321.1000000000004
2019-01-28,1392.1,1812.0999999999997,3946.7000000000003
2019-01-29,3485.8999999999996,2663.400000000001,8008.6
2019-01-30,2408.2999999999997,2205.5,5898.400000000001
2019-01-31,5326.000000000001,2914.4000000000005,11080.500000000002
2019-02-01,2583.6000000000004,2102.4,6064.600000000001
2019-02-02,424.40000000000003,999.4000000000001,1650.5000000000002
2019-02-03,1505.9999999999998,1857.7999999999997,4166.900000000001
2019-02-04,2478.7999999999997,2027.7,5828.4
2019-02-05,3383.999999999999,2248.2000000000003,7437.199999999998
2019-02-06,3098.2,2244.6000000000004,6994.8
2019-02-07,1293.2000000000003,1621.4,3604.6
2019-02-08,1463.6999999999998,1740.0000000000002,3984.1
2019-02-09,773.9,1244.7,2431.1
2019-02-10,554.8,1242.9,2093.5
2019-02-11,1735.6,1858.1,4519.499999999999
2019-02-12,2123.2999999999997,2200.1,5455.600000000001
2019-02-13,2984.6999999999994,2398.1,6974.7
2019-02-14,5006.8,2874.9000000000005,10551.6
2019-02-15,4077.1000000000004,2732.2999999999997,8983.799999999997
2019-02-16,2768.4,2579.6,6824.299999999998
2019-02-17,1661.5999999999997,2211.5,4759.2
2019-02-18,2275.6,2220.9,5710.3
2019-02-19,1723.4,2040.7000000000003,4682.599999999999
2019-02-20,2011.6000000000004,2140.1,5224.2
2019-02-21,1985.1000000000004,2227.4999999999995,5271.5
2019-02-22,4461.2,2652.4,9492.599999999999
2019-02-23,3400.2999999999997,2329.9,7543.399999999999
2019-02-24,3320.1999999999994,2426.0,7517.1
2019-02-25,6201.500000000002,3266.0,12774.7
2019-02-26,6690.8,3542.4999999999995,13801.800000000001
2019-02-27,5080.999999999999,3173.7,10963.9
2019-02-28,1540.6999999999998,2169.0,4530.999999999999
2019-03-01,1833.6999999999998,2010.8000000000002,4821.999999999999
2019-03-02,952.0000000000001,1618.2,3078.2
2019-03-03,568.1999999999999,1250.9999999999998,2121.9000000000005
2019-03-04,864.5000000000001,1486.6,2812.0000000000005
2019-03-05,1726.1999999999996,2173.6,4820.7
2019-03-06,1968.9000000000003,2043.7999999999997,5062.800000000001
2019-03-07,917.1999999999999,1500.6000000000001,2906.7999999999997
2019-03-08,2081.3,2192.6,5384.5
2019-03-09,694.6999999999999,1358.6000000000001,2423.8
2019-03-10,450.90000000000003,1134.0,1825.0
2019-03-11,1010.6,1609.8999999999999,3159.3
2019-03-12,1332.7000000000003,1786.8,3829.5000000000005
2019-03-13,600.1999999999999,1316.3,2236.7000000000003
2019-03-14,669.3,1400.1000000000001,2426.2999999999997
2019-03-15,533.0,1182.2,1999.1999999999998
2019-03-16,562.4,1100.5,1962.5000000000002
2019-03-17,432.59999999999997,1132.5000000000002,1795.5
2019-03-18,1758.5,2147.7000000000003,4844.100000000001
2019-03-19,2344.2999999999997,2260.4999999999995,5855.099999999999
2019-03-20,1971.6,2158.4,5181.099999999999
2019-03-21,2745.2000000000007,2199.0999999999995,6408.500000000001
2019-03-22,2136.2999999999997,2147.6,5423.500000000001
2019-03-23,1370.5000000000002,1945.4,4046.8000000000006
2019-03-24,517.0999999999999,1287.3999999999996,2080.3
2019-03-25,816.9,1430.5,2683.0
2019-03-26,1892.2000000000003,2334.9999999999995,5236.0
2019-03-27,1758.9,2009.5000000000002,4706.2
2019-03-28,3590.268,2905.192,8410.692
2019-03-29,3537.732,2971.108,8395.708
2019-03-30,2339.2,2162.7,5749.699999999999
2019-03-31,1024.1000000000001,1536.0999999999995,3106.1000000000004
2019-04-01,2365.8,2148.8999999999996,5776.199999999999
2019-04-02,1887.0000000000002,1993.0999999999997,4886.400000000001
2019-04-03,2629.5,2397.6000000000004,6429.1
2019-04-04,2830.3,2466.4,6805.900000000001
2019-04-05,2714.8000000000006,2495.899999999999,6658.599999999999
2019-04-06,1652.6,1907.6000000000001,4441.2
2019-04-07,1037.4,1200.8,2791.499999999999
2019-04-08,2188.0000000000005,2019.4,5374.400000000001
2019-04-09,1580.2000000000003,1831.7999999999995,4254.700000000001
2019-04-10,1353.1000000000001,1783.3,3857.9
2019-04-11,2146.0,2431.8000000000006,5722.4
2019-04-12,2202.0000000000005,2533.299999999999,5910.200000000001
2019-04-13,1479.7000000000003,2030.1000000000001,4299.400000000001
2019-04-14,1082.9,1888.8999999999999,3549.4
2019-04-15,2498.8,2491.3,6322.700000000002
2019-04-16,3107.4999999999995,2708.6,7473.199999999999
2019-04-17,2448.4999999999995,2473.2000000000003,6227.500000000001
2019-04-18,2484.7999999999993,2600.0000000000005,6410.8
2019-04-19,1137.8000000000002,2334.5,4079.4000000000005
2019-04-20,912.2000000000002,2188.7,3587.7000000000003
2019-04-21,763.3999999999999,2244.8,3415.9
2019-04-22,940.5,2577.3,4019.6
2019-04-23,2530.3,2766.199999999999,6645.999999999999
2019-04-24,2429.0000000000005,2430.7,6155.2
2019-04-25,1909.8000000000002,2093.8,5022.3
2019-04-26,1610.2,1950.0999999999995,4419.3
2019-04-27,339.50000000000006,798.4000000000001,1318.7
2019-04-28,153.9,533.7,769.4000000000001
2019-04-29,1874.0999999999997,2093.0,4966.5
2019-04-30,2233.9999999999995,2552.9000000000005,5978.2
2019-05-01,1597.2000000000003,2136.6,4585.8
2019-05-02,661.0,1322.4999999999998,2336.3000000000006
2019-05-03,1804.8999999999996,1867.8999999999999,4635.500000000001
2019-05-04,282.2000000000001,646.7,1079.6999999999998
2019-05-05,411.0999999999999,967.6,1598.1
