MeasurementDateGMT,Ealing - Horn Lane TEOM: PM10 Particulate (ug/m3)
2018-05-10,600.2999999999998
2018-05-11,605.7
2018-05-12,387.0
2018-05-13,506.9000000000001
2018-05-14,414.8
2018-05-15,588.4
2018-05-16,782.2000000000002
2018-05-17,719.8999999999999
2018-05-18,838.3
2018-05-19,784.3
2018-05-20,702.0
2018-05-21,1144.2
2018-05-22,908.4999999999999
2018-05-23,894.3
2018-05-24,1227.5999999999997
2018-05-25,1078.6000000000001
2018-05-26,1022.8
2018-05-27,749.6999999999999
2018-05-28,877.9000000000001
2018-05-29,711.1999999999999
2018-05-30,796.3
2018-05-31,1061.7
2018-06-01,1036.0000000000002
2018-06-02,512.3
2018-06-03,412.8
2018-06-04,613.2000000000002
2018-06-05,650.0
2018-06-06,835.6000000000001
2018-06-07,753.6999999999999
2018-06-08,716.6000000000001
2018-06-09,648.0
2018-06-10,458.40000000000003
2018-06-11,458.09999999999997
2018-06-12,681.7000000000003
2018-06-13,797.6999999999998
2018-06-14,885.7
2018-06-15,1000.2
2018-06-16,531.3
2018-06-17,295.9
2018-06-18,803.1999999999999
2018-06-19,584.1
2018-06-20,656.0000000000001
2018-06-21,496.19999999999993
2018-06-22,588.5
2018-06-23,549.6
2018-06-24,413.5
2018-06-25,792.9000000000001
2018-06-26,659.5999999999998
2018-06-27,579.3000000000001
2018-06-28,682.8000000000001
2018-06-29,573.8
2018-06-30,447.40000000000003
2018-07-01,537.5
2018-07-02,607.5
2018-07-03,494.2999999999999
2018-07-04,703.3
2018-07-05,1072.5
2018-07-06,942.2
2018-07-07,771.3000000000001
2018-07-08,423.3
2018-07-09,694.9
2018-07-10,382.9
2018-07-11,492.29999999999995
2018-07-12,640.3
2018-07-13,561.3999999999999
2018-07-14,504.9999999999999
2018-07-15,406.1499999999999
2018-07-16,659.9
2018-07-17,817.1
2018-07-18,768.5999999999998
2018-07-19,736.1999999999999
2018-07-20,751.2499999999999
2018-07-21,678.3
2018-07-22,455.9000000000001
2018-07-23,800.1999999999998
2018-07-24,939.3000000000001
2018-07-25,747.7
2018-07-26,914.6
2018-07-27,1015.3999999999999
2018-07-28,572.4
2018-07-29,233.50000000000003
2018-07-30,485.29999999999995
2018-07-31,597.5999999999999
2018-08-01,675.9999999999999
2018-08-02,755.4999999999999
2018-08-03,660.5
2018-08-04,378.99999999999994
2018-08-05,378.1
2018-08-06,811.8000000000001
2018-08-07,875.6999999999998
2018-08-08,807.1999999999999
2018-08-09,428.99999999999994
2018-08-10,419.1
2018-08-11,343.40000000000003
2018-08-12,282.0
2018-08-13,528.3000000000001
2018-08-14,703.9000000000001
2018-08-15,857.0000000000001
2018-08-16,463.69999999999993
2018-08-17,738.0999999999999
2018-08-18,424.6999999999999
2018-08-19,314.59999999999997
2018-08-20,670.5999999999999
2018-08-21,525.4
2018-08-22,830.5
2018-08-23,554.9000000000001
2018-08-24,720.0000000000002
2018-08-25,373.0
2018-08-26,280.69999999999993
2018-08-27,164.9
2018-08-28,426.70000000000005
2018-08-29,468.50000000000006
2018-08-30,565.4999999999999
2018-08-31,542.5
2018-09-01,523.8000000000001
2018-09-02,567.0999999999999
2018-09-03,848.7000000000002
2018-09-04,585.6
2018-09-05,547.8000000000001
2018-09-06,925.5
2018-09-07,795.3
2018-09-08,382.7
2018-09-09,212.30000000000004
2018-09-10,991.4000000000001
2018-09-11,806.3000000000001
2018-09-12,438.9500000000001
2018-09-13,774.0
2018-09-14,764.6999999999999
2018-09-15,409.1999999999999
2018-09-16,344.20000000000005
2018-09-17,523.6999999999999
2018-09-18,778.0
2018-09-19,626.2
2018-09-20,624.8
2018-09-21,551.6
2018-09-22,337.19999999999993
2018-09-23,170.39999999999998
2018-09-24,580.8
2018-09-25,873.8000000000001
2018-09-26,970.1
2018-09-27,917.0
2018-09-28,462.20000000000005
2018-09-29,660.2
2018-09-30,371.2
2018-10-01,413.40000000000003
2018-10-02,619.0
2018-10-03,739.1999999999999
2018-10-04,592.25
2018-10-05,970.6999999999998
2018-10-06,420.0
2018-10-07,376.2
2018-10-08,665.0000000000001
2018-10-09,753.2
2018-10-10,1203.5
2018-10-11,537.5999999999999
2018-10-12,555.8
2018-10-13,421.99999999999994
2018-10-14,174.29999999999998
2018-10-15,363.1
2018-10-16,693.7
2018-10-17,505.2
2018-10-18,674.5
2018-10-19,1141.9999999999998
2018-10-20,1113.0000000000002
2018-10-21,641.2
2018-10-22,632.0000000000001
2018-10-23,850.2
2018-10-24,844.0999999999999
2018-10-25,686.7
2018-10-26,451.40000000000003
2018-10-27,215.20000000000002
2018-10-28,186.10000000000002
2018-10-29,361.29999999999995
2018-10-30,423.90000000000003
2018-10-31,653.7999999999998
2018-11-01,422.5
2018-11-02,863.3
2018-11-03,529.3
2018-11-04,564.5
2018-11-05,1301.1
2018-11-06,636.1
2018-11-07,239.7
2018-11-08,459.5999999999999
2018-11-09,429.09999999999997
2018-11-10,325.80000000000007
2018-11-11,264.40000000000003
2018-11-12,452.65000000000003
2018-11-13,661.0999999999999
2018-11-14,583.9
2018-11-15,731.1
2018-11-16,510.5999999999999
2018-11-17,673.5
2018-11-18,574.6
2018-11-19,382.5
2018-11-20,402.7
2018-11-21,660.6
2018-11-22,1279.1999999999996
2018-11-23,998.2499999999999
2018-11-24,757.8000000000001
2018-11-25,591.1999999999999
2018-11-26,529.8999999999999
2018-11-27,504.3999999999999
2018-11-28,307.9
2018-11-29,395.50000000000006
2018-11-30,595.5999999999999
2018-12-01,254.3
2018-12-02,162.10000000000002
2018-12-03,419.00000000000017
2018-12-04,576.9999999999999
2018-12-05,327.79999999999995
2018-12-06,379.99999999999994
2018-12-07,286.09999999999997
2018-12-08,398.4
2018-12-09,234.59999999999997
2018-12-10,525.4
2018-12-11,943.8
2018-12-12,543.2
2018-12-13,614.3000000000001
2018-12-14,961.5
2018-12-15,512.8
2018-12-16,324.70000000000005
2018-12-17,428.3
2018-12-18,351.2999999999999
2018-12-19,288.6
2018-12-20,421.4000000000001
2018-12-21,508.40000000000003
2018-12-22,413.1
2018-12-23,206.49999999999997
2018-12-24,640.0
2018-12-25,596.5999999999999
2018-12-26,437.0
2018-12-27,1106.6000000000001
2018-12-28,781.9
2018-12-29,373.0
2018-12-30,278.70000000000005
2018-12-31,239.10000000000002
2019-01-01,329.19999999999993
2019-01-02,459.20000000000005
2019-01-03,540.8
2019-01-04,997.4
2019-01-05,664.4
2019-01-06,727.3999999999999
2019-01-07,654.4000000000002
2019-01-08,825.75
2019-01-09,493.9
2019-01-10,902.9000000000001
2019-01-11,624.3000000000002
2019-01-12,305.8
2019-01-13,290.5
2019-01-14,657.0999999999998
2019-01-15,476.1
2019-01-16,223.62909090909088
2019-01-17,402.2836363636364
2019-01-18,538.1872727272728
2019-01-19,560.0
2019-01-20,906.8000000000001
2019-01-21,1344.3000000000002
2019-01-22,510.49999999999994
2019-01-23,468.79999999999995
2019-01-24,979.1
2019-01-25,593.5
2019-01-26,326.2
2019-01-27,328.4
2019-01-28,645.6
2019-01-29,548.3000000000001
2019-01-30,545.8
2019-01-31,800.3
2019-02-01,382.5
2019-02-02,408.30000000000007
2019-02-03,441.09999999999997
2019-02-04,413.9
2019-02-05,376.8
2019-02-06,484.5
2019-02-07,517.0999999999999
2019-02-08,319.3
2019-02-09,494.09999999999997
2019-02-10,172.89999999999998
2019-02-11,612.8
2019-02-12,984.9000000000002
2019-02-13,767.0
2019-02-14,1334.0000000000002
2019-02-15,1397.7
2019-02-16,812.4999999999999
2019-02-17,791.9
2019-02-18,453.79999999999995
2019-02-19,1084.85
2019-02-20,703.1000000000001
2019-02-21,647.1999999999999
2019-02-22,868.8
2019-02-23,920.8499999999999
2019-02-24,1113.6000000000001
2019-02-25,1488.2
2019-02-26,1846.9000000000003
2019-02-27,1986.5999999999997
2019-02-28,873.5
2019-03-01,931.9
2019-03-02,474.7999999999999
2019-03-03,292.09999999999997
2019-03-04,477.5
2019-03-05,617.3000000000001
2019-03-06,366.19999999999993
2019-03-07,409.09999999999997
2019-03-08,461.30000000000007
2019-03-09,496.0
2019-03-10,175.39999999999998
2019-03-11,577.9
2019-03-12,260.20000000000005
2019-03-13,540.8999999999999
2019-03-14,420.1
2019-03-15,318.3999999999999
2019-03-16,325.1
2019-03-17,123.9
2019-03-18,582.8
2019-03-19,661.5999999999999
2019-03-20,673.0999999999999
2019-03-21,801.8000000000001
2019-03-22,685.4
2019-03-23,313.8
2019-03-24,512.7000000000002
2019-03-25,552.1
2019-03-26,1169.1
2019-03-27,1192.6000000000001
2019-03-28,1018.9999999999999
2019-03-29,1503.3000000000002
2019-03-30,1602.1999999999998
2019-03-31,789.0000000000001
2019-04-01,725.7999999999998
2019-04-02,702.6
2019-04-03,616.6
2019-04-04,336.5999999999999
2019-04-05,485.80000000000007
2019-04-06,540.4
2019-04-07,1058.3999999999999
2019-04-08,1237.3
2019-04-09,986.3
2019-04-10,651.8000000000001
2019-04-11,569.7
2019-04-12,690.8000000000001
2019-04-13,528.8
2019-04-14,555.5999999999999
2019-04-15,1052.7000000000003
2019-04-16,1599.5
2019-04-17,1596.2
2019-04-18,1437.5999999999997
2019-04-19,1059.3000000000002
2019-04-20,935.0999999999999
2019-04-21,991.7999999999998
2019-04-22,1349.0
2019-04-23,1173.2
2019-04-24,952.0999999999999
2019-04-25,470.4000000000001
2019-04-26,537.4
2019-04-27,464.7
2019-04-28,366.5999999999999
2019-04-29,600.9000000000001
2019-04-30,840.1
2019-05-01,910.1
2019-05-02,797.6999999999999
2019-05-03,1064.2
2019-05-04,490.7
2019-05-05,482.9999999999999
2019-05-06,355.7999999999999
2019-05-07,609.5999999999999
2019-05-08,410.00000000000006
2019-05-09,494.3
2019-05-10,546.1000000000001
2019-05-11,427.0
2019-05-12,302.49999999999994
2019-05-13,476.70000000000005
2019-05-14,483.5
2019-05-15,755.0999999999999
2019-05-16,702.1000000000001
2019-05-17,645.6
2019-05-18,594.8999999999999
2019-05-19,587.5
2019-05-20,669.9999999999999
2019-05-21,625.1999999999999
2019-05-22,667.6
2019-05-23,699.9999999999999
2019-05-24,780.6000000000001
2019-05-25,333.69999999999993
2019-05-26,221.40000000000003
2019-05-27,251.9
2019-05-28,434.4000000000001
2019-05-29,558.3
2019-05-30,733.1
2019-05-31,648.5
2019-06-01,408.7
2019-06-02,440.40000000000003
2019-06-03,835.5500000000003
2019-06-04,577.1
2019-06-05,685.7
2019-06-06,588.8
2019-06-07,467.6000000000001
2019-06-08,334.3
2019-06-09,361.0
2019-06-10,315.4
2019-06-11,387.3
2019-06-12,390.90000000000003
2019-06-13,355.2000000000001
2019-06-14,474.0
2019-06-15,384.6
2019-06-16,303.20000000000005
2019-06-17,739.9000000000002
2019-06-18,746.6999999999999
2019-06-19,804.0
2019-06-20,697.6999999999999
2019-06-21,835.5
2019-06-22,414.5
2019-06-23,728.3
2019-06-24,1102.9
2019-06-25,838.3000000000001
2019-06-26,587.4999999999999
2019-06-27,524.3
2019-06-28,702.8000000000001
2019-06-29,806.4000000000001
2019-06-30,389.3
2019-07-01,808.4
2019-07-02,585.5
2019-07-03,575.3999999999999
2019-07-04,683.2
2019-07-05,1220.6
2019-07-06,524.2
2019-07-07,309.29999999999995
2019-07-08,570.2
2019-07-09,920.6
2019-07-10,1132.6999999999998
2019-07-11,958.3
2019-07-12,715.9
2019-07-13,321.7
2019-07-14,282.49999999999994
2019-07-15,380.6
2019-07-16,891.8999999999999
2019-07-17,886.1
2019-07-18,617.8000000000001
2019-07-19,430.29999999999995
2019-07-20,221.35000000000002
2019-07-21,203.3
2019-07-22,554.0000000000001
2019-07-23,613.8000000000001
2019-07-24,1014.1999999999999
2019-07-25,1033.1000000000001
2019-07-26,777.55
2019-07-27,251.1
2019-07-28,204.8
2019-07-29,418.7
2019-07-30,363.0
2019-07-31,619.8000000000001
2019-08-01,626.0000000000001
2019-08-02,575.0
2019-08-03,333.00000000000006
2019-08-04,376.49999999999994
2019-08-05,681.4000000000001
2019-08-06,697.6317073170733
2019-08-07,651.4243902439023
2019-08-08,616.0439024390245
2019-08-09,577.6999999999999
2019-08-10,517.8
2019-08-11,330.79999999999995
2019-08-12,530.1
2019-08-13,723.3000000000001
2019-08-14,265.79999999999995
2019-08-15,507.5999999999999
2019-08-16,437.09999999999997
2019-08-17,365.3
2019-08-18,289.0
2019-08-19,910.5999999999999
2019-08-20,1046.0
2019-08-21,930.8000000000001
2019-08-22,780.5999999999998
2019-08-23,645.5999999999999
2019-08-24,895.7
2019-08-25,1005.1999999999999
2019-08-26,762.7000000000002
2019-08-27,961.7
2019-08-28,635.1
2019-08-29,619.1000000000001
2019-08-30,685.8999999999999
2019-08-31,439.1
2019-09-01,260.8
2019-09-02,905.6999999999999
2019-09-03,858.0999999999998
2019-09-04,569.0
2019-09-05,674.3000000000002
2019-09-06,784.9000000000001
2019-09-07,342.80000000000007
2019-09-08,384.40000000000003
2019-09-09,421.7
2019-09-10,715.1999999999999
2019-09-11,577.7000000000002
2019-09-12,619.0999999999999
2019-09-13,456.6
2019-09-14,576.2
2019-09-15,464.79999999999995
2019-09-16,590.8
2019-09-17,457.90000000000003
2019-09-18,611.2
2019-09-19,770.0999999999999
2019-09-20,719.8000000000001
2019-09-21,676.0
2019-09-22,351.5
2019-09-23,410.0999999999999
2019-09-24,282.69999999999993
2019-09-25,370.3
2019-09-26,346.19999999999993
2019-09-27,428.3999999999999
2019-09-28,261.49999999999994
2019-09-29,99.9
2019-09-30,373.5999999999999
2019-10-01,275.45
2019-10-02,463.75
2019-10-03,578.2000000000002
2019-10-04,711.5000000000001
2019-10-05,397.79999999999995
2019-10-06,295.70000000000005
2019-10-07,404.8
2019-10-08,704.3000000000001
2019-10-09,616.6000000000001
2019-10-10,772.9
2019-10-11,321.4
2019-10-12,232.8
2019-10-13,236.60000000000002
2019-10-14,386.6
2019-10-15,496.0
2019-10-16,578.5000000000001
2019-10-17,368.80000000000007
2019-10-18,451.8
2019-10-19,384.20000000000005
2019-10-20,388.9
2019-10-21,319.90000000000003
2019-10-22,846.8000000000002
2019-10-23,893.7
2019-10-24,656.7999999999998
2019-10-25,368.3
2019-10-26,340.35
2019-10-27,855.5999999999999
2019-10-28,2723.2803049555273
2019-10-29,2385.1928843710293
2019-10-30,2371.6528589580685
2019-10-31,2358.1128335451076
2019-11-01,2344.572808132147
2019-11-02,2331.0327827191863
2019-11-03,2317.492757306226
2019-11-04,2303.9527318932655
2019-11-05,2290.4127064803047
2019-11-06,2276.8726810673443
2019-11-07,2263.3326556543834
2019-11-08,2249.792630241423
2019-11-09,2236.252604828462
2019-11-10,2222.7125794155018
2019-11-11,2209.1725540025413
2019-11-12,2195.632528589581
2019-11-13,2182.09250317662
2019-11-14,2168.5524777636597
2019-11-15,2155.0124523506984
2019-11-16,2141.472426937738
2019-11-17,2127.9324015247776
2019-11-18,2114.3923761118167
2019-11-19,2100.8523506988563
2019-11-20,2087.312325285896
2019-11-21,2073.772299872935
2019-11-22,2060.2322744599746
2019-11-23,2046.6922490470142
2019-11-24,2033.1522236340534
2019-11-25,2019.612198221093
2019-11-26,2006.072172808132
2019-11-27,1992.5321473951715
2019-11-28,1978.9921219822108
2019-11-29,1965.4520965692504
2019-11-30,1951.9120711562898
2019-12-01,1938.372045743329
2019-12-02,1924.8320203303683
2019-12-03,1911.2919949174077
2019-12-04,1897.7519695044473
2019-12-05,1884.2119440914864
2019-12-06,1870.671918678526
2019-12-07,1857.1318932655652
2019-12-08,1843.5918678526045
2019-12-09,1830.0518424396441
2019-12-10,1816.5118170266833
2019-12-11,1802.9717916137226
2019-12-12,1789.4317662007625
2019-12-13,1775.8917407878018
2019-12-14,1762.3517153748412
2019-12-15,1748.8116899618806
2019-12-16,1735.27166454892
2019-12-17,1721.7316391359593
2019-12-18,1708.1916137229987
2019-12-19,1694.651588310038
2019-12-20,1681.1115628970772
2019-12-21,1667.5715374841166
2019-12-22,1654.0315120711562
2019-12-23,1640.4914866581958
2019-12-24,1626.9514612452351
2019-12-25,1613.4114358322747
2019-12-26,1599.871410419314
2019-12-27,1586.3313850063532
2019-12-28,1572.7913595933928
2019-12-29,1559.251334180432
2019-12-30,1545.7113087674713
2019-12-31,1532.1712833545107
2020-01-01,1518.6312579415503
2020-01-02,1505.0912325285897
2020-01-03,1491.5512071156288
2020-01-04,1478.0111817026682
2020-01-05,1464.4711562897076
2020-01-06,1450.9311308767471
2020-01-07,1437.3911054637865
2020-01-08,1423.8510800508259
2020-01-09,1410.311054637865
2020-01-10,1396.7710292249049
2020-01-11,1383.2310038119442
2020-01-12,1369.6909783989836
2020-01-13,1356.150952986023
2020-01-14,1342.6109275730623
2020-01-15,1329.070902160102
2020-01-16,1315.530876747141
2020-01-17,1301.9908513341804
2020-01-18,1288.4508259212198
2020-01-19,1274.9108005082592
2020-01-20,1261.3707750952985
2020-01-21,1247.830749682338
2020-01-22,1234.2907242693773
2020-01-23,1220.7506988564166
2020-01-24,1207.2106734434565
2020-01-25,1193.6706480304956
2020-01-26,1180.130622617535
2020-01-27,1166.5905972045741
2020-01-28,1153.0505717916137
2020-01-29,1139.5105463786533
2020-01-30,1125.9705209656927
2020-01-31,1112.430495552732
2020-02-01,1098.8904701397712
2020-02-02,1085.3504447268108
2020-02-03,881.0682337992375
2020-02-04,573.6999999999999
2020-02-05,989.4999999999999
2020-02-06,955.3999999999999
2020-02-07,822.6
2020-02-08,589.8
2020-02-09,361.09999999999997
2020-02-10,500.79999999999984
2020-02-11,742.0999999999999
2020-02-12,640.9000000000001
2020-02-13,312.6
2020-02-14,658.6999999999999
2020-02-15,221.8
2020-02-16,106.70000000000002
2020-02-17,500.69999999999993
2020-02-18,534.8000000000001
2020-02-19,425.90000000000003
2020-02-20,202.5
2020-02-21,719.9
2020-02-22,537.9000000000001
2020-02-23,220.20000000000002
2020-02-24,298.8
2020-02-25,462.6000000000001
2020-02-26,503.5
2020-02-27,364.99999999999994
2020-02-28,362.90000000000003
2020-02-29,404.2
2020-03-01,307.70000000000005
2020-03-02,367.30000000000007
2020-03-03,634.5
2020-03-04,436.09999999999997
2020-03-05,335.40000000000003
2020-03-06,709.9999999999999
2020-03-07,711.6
2020-03-08,293.7
2020-03-09,523.6
2020-03-10,260.4
2020-03-11,680.9000000000001
2020-03-12,705.6999999999998
2020-03-13,793.6999999999998
2020-03-14,307.15
2020-03-15,194.50000000000003
2020-03-16,630.0000000000001
2020-03-17,691.9999999999999
2020-03-18,593.0
2020-03-19,376.79999999999995
2020-03-20,460.80000000000007
2020-03-21,416.69999999999993
2020-03-22,395.8
2020-03-23,616.0
2020-03-24,613.7
2020-03-25,1017.3999999999999
2020-03-26,962.6000000000001
2020-03-27,987.0000000000001
2020-03-28,605.6
2020-03-29,461.20000000000005
2020-03-30,361.0
2020-03-31,432.6
2020-04-01,566.3000000000001
2020-04-02,353.80000000000007
2020-04-03,380.9333333333333
2020-04-04,328.06666666666666
2020-04-05,423.00000000000006
2020-04-06,382.4
2020-04-07,696.0999999999999
2020-04-08,1192.1000000000004
2020-04-09,1305.9000000000003
2020-04-10,997.6
2020-04-11,844.5999999999999
2020-04-12,662.4999999999999
2020-04-13,437.1
2020-04-14,397.90000000000003
2020-04-15,742.8000000000002
2020-04-16,1182.0
2020-04-17,522.9000000000001
2020-04-18,579.4000000000001
2020-04-19,529.1000000000001
2020-04-20,671.7
2020-04-21,785.6
2020-04-22,763.4000000000001
2020-04-23,841.5999999999998
2020-04-24,779.3000000000001
2020-04-25,399.40000000000003
2020-04-26,392.4
2020-04-27,655.6999999999999
2020-04-28,181.8
2020-04-29,315.2
2020-04-30,322.8
2020-05-01,328.6000000000001
2020-05-02,265.2
2020-05-03,269.49999999999994
2020-05-04,385.6
2020-05-05,324.19999999999993
2020-05-06,505.1
2020-05-07,649.8000000000001
2020-05-08,586.9000000000001
2020-05-09,794.6000000000001
2020-05-10,574.4
2020-05-11,435.1
2020-05-12,445.6000000000001
2020-05-13,387.19999999999993
2020-05-14,332.60000000000014
2020-05-15,535.1999999999999
2020-05-16,385.2
2020-05-17,321.00000000000006
2020-05-18,644.5999999999999
2020-05-19,459.4
2020-05-20,426.2
2020-05-21,629.0
2020-05-22,989.0999999999999
2020-05-23,757.3999999999999
2020-05-24,388.6
2020-05-25,405.2
2020-05-26,691.6000000000001
2020-05-27,618.9000000000001
2020-05-28,481.70000000000005
2020-05-29,537.4
2020-05-30,502.20000000000005
2020-05-31,417.80000000000007
2020-06-01,483.4000000000001
2020-06-02,625.9
2020-06-03,630.9
2020-06-04,367.6999999999999
2020-06-05,354.19999999999993
2020-06-06,284.1
2020-06-07,223.3
2020-06-08,432.40000000000003
2020-06-09,470.59999999999997
2020-06-10,413.1
2020-06-11,460.8
2020-06-12,617.1
2020-06-13,299.00000000000006
2020-06-14,357.9000000000001
2020-06-15,494.7999999999999
2020-06-16,393.4000000000001
2020-06-17,460.1
2020-06-18,262.99999999999994
2020-06-19,391.5
2020-06-20,289.8
2020-06-21,255.69999999999996
2020-06-22,650.4999999999999
2020-06-23,604.1999999999999
2020-06-24,712.1
2020-06-25,714.4000000000002
2020-06-26,686.5999999999999
2020-06-27,269.5
2020-06-28,234.8
2020-06-29,659.2999999999998
2020-06-30,424.80000000000007
2020-07-01,388.9000000000001
2020-07-02,460.79999999999995
2020-07-03,652.5
2020-07-04,222.60000000000002
2020-07-05,340.79999999999995
2020-07-06,570.9000000000001
2020-07-07,650.9999999999999
2020-07-08,326.49999999999994
2020-07-09,284.20000000000005
2020-07-10,327.50000000000006
2020-07-11,359.49999999999994
2020-07-12,361.1
2020-07-13,684.6
2020-07-14,417.0000000000001
2020-07-15,543.0999999999999
2020-07-16,397.2
2020-07-17,789.3
2020-07-18,395.20000000000005
2020-07-19,212.10000000000002
2020-07-20,424.19999999999993
2020-07-21,598.1
2020-07-22,840.8000000000001
2020-07-23,873.8000000000001
2020-07-24,760.6999999999999
2020-07-25,282.2
2020-07-26,285.79999999999995
2020-07-27,358.8000000000001
2020-07-28,531.0000000000001
2020-07-29,733.8000000000001
2020-07-30,566.65
2020-07-31,861.6999999999999
2020-08-01,421.0999999999999
2020-08-02,264.8
2020-08-03,478.4
2020-08-04,713.9000000000001
2020-08-05,618.2
2020-08-06,418.29999999999984
2020-08-07,901.4000000000001
2020-08-08,810.9
2020-08-09,704.5000000000001
2020-08-10,851.5999999999999
2020-08-11,1089.6999999999998
2020-08-12,1291.35
2020-08-13,803.8999999999999
2020-08-14,509.09999999999997
2020-08-15,523.2
2020-08-16,556.7000000000002
2020-08-17,456.59999999999997
2020-08-18,358.99999999999994
2020-08-19,237.39999999999998
2020-08-20,664.0
2020-08-21,742.0
2020-08-22,416.3999999999999
2020-08-23,303.1
2020-08-24,517.0
2020-08-25,360.90000000000003
2020-08-26,485.2999999999999
2020-08-27,516.9000000000001
2020-08-28,384.90000000000003
2020-08-29,278.9
2020-08-30,335.30000000000007
2020-08-31,419.6
2020-09-01,769.4999999999999
2020-09-02,628.1999999999999
2020-09-03,405.3
2020-09-04,681.4000000000001
2020-09-05,438.79999999999995
2020-09-06,359.29999999999995
2020-09-07,611.2999999999997
2020-09-08,606.3
2020-09-09,629.1999999999998
2020-09-10,640.0
2020-09-11,770.0999999999999
2020-09-12,540.4
2020-09-13,337.50000000000006
2020-09-14,733.8
2020-09-15,1324.8999999999999
2020-09-16,831.4999999999999
2020-09-17,620.0
2020-09-18,602.7
2020-09-19,587.8
2020-09-20,561.9999999999999
2020-09-21,826.9000000000001
2020-09-22,959.6
2020-09-23,371.20000000000005
2020-09-24,350.80000000000007
2020-09-25,320.59999999999997
2020-09-26,289.7
2020-09-27,240.79999999999998
2020-09-28,715.5000000000001
2020-09-29,546.0999999999999
2020-09-30,438.90000000000003
2020-10-01,464.4
2020-10-02,229.30000000000004
2020-10-03,224.29999999999995
2020-10-04,104.00000000000001
2020-10-05,390.6
2020-10-06,310.40000000000003
2020-10-07,541.0
2020-10-08,272.6
2020-10-09,461.40000000000003
2020-10-10,226.99999999999994
2020-10-11,189.5
2020-10-12,318.3
2020-10-13,253.10000000000002
2020-10-14,331.0
2020-10-15,274.6
2020-10-16,432.90000000000003
2020-10-17,318.19999999999993
2020-10-18,424.6
