MeasurementDateGMT,Greenwich - Eltham: Nitric Oxide (ug/m3),Greenwich - Eltham: Nitrogen Dioxide (ug/m3),Greenwich - Eltham: Oxides of Nitrogen (ug/m3),Greenwich - Eltham: Ozone (ug/m3),Greenwich - Eltham: PM10 Particulate (ug/m3),Greenwich - Eltham: PM2.5 Particulate (ug/m3),Greenwich - Eltham: Sulphur Dioxide (ug/m3)
2018-03-19,39.650000000000006,261.84999999999997,322.25000000000006,1618.3,400.6509316770186,258.19999999999993,23.4
2018-03-20,40.05,276.1,337.55,1585.7000000000003,427.84099378881984,157.79999999999998,14.899999999999995
2018-03-21,254.45000000000005,872.55,1262.9500000000003,855.6,432.90869565217395,261.25,24.900000000000006
2018-03-22,78.09999999999998,391.34999999999997,510.7000000000001,1415.8000000000002,376.8,186.20000000000002,25.400000000000002
2018-03-23,47.99999999999999,162.75,236.40000000000003,1889.0,375.30000000000007,148.20000000000002,23.000000000000004
2018-03-24,62.04999999999999,512.0000000000001,607.5,688.4,670.9999999999999,516.3,22.499999999999996
2018-03-25,211.25,683.2,1006.6999999999999,708.2,774.5000000000001,609.0999999999999,13.5
2018-03-26,119.29999999999998,729.0000000000001,912.0000000000001,1068.0,317.6,192.4,8.2
2018-03-27,63.39999999999999,341.40000000000003,438.20000000000005,1287.6,156.6,119.60000000000001,23.6
2018-03-28,85.45000000000002,691.9,822.75,948.8000000000001,186.79999999999998,115.99999999999999,20.4
2018-03-29,91.94999999999999,302.05,442.74999999999994,1241.1,166.79999999999998,82.1,28.100000000000005
2018-03-30,57.99999999999999,351.25,440.75000000000006,1058.0,196.9,131.20000000000002,22.4
2018-03-31,65.85000000000001,243.3,344.25000000000006,1125.6000000000001,159.7,127.39999999999999,24.999999999999996
2018-04-01,35.050000000000004,248.40000000000003,302.5,1296.3000000000004,287.69999999999993,221.4,24.999999999999996
2018-04-02,34.7,125.45,178.40000000000003,1481.7000000000003,197.29999999999998,124.2,22.599999999999998
2018-04-03,43.15,170.5,236.74999999999997,1619.8000000000002,236.0,125.0,15.199999999999998
2018-04-04,40.800000000000004,139.45000000000002,201.8,1759.9000000000003,261.4,128.85,13.399999999999999
2018-04-05,57.05,225.69999999999996,313.15,1625.7000000000003,154.75,120.00000000000001,24.299999999999997
2018-04-06,53.75,387.35,470.1500000000001,1375.3000000000002,370.4,260.9,24.9
2018-04-07,91.90000000000002,470.75000000000006,612.1499999999999,1132.2,585.0,388.90000000000003,38.5
2018-04-08,42.449999999999996,418.40000000000003,483.25,858.1999999999998,399.19999999999993,342.79999999999995,8.999999999999998
2018-04-09,47.55000000000001,459.45000000000005,532.75,764.9000000000001,564.1999999999999,509.7000000000001,20.5
2018-04-10,90.10000000000001,660.7,798.7999999999998,801.3,686.0999999999999,595.0,21.1
2018-04-11,76.9,496.09999999999997,613.7,475.2,1115.3999999999999,1000.1000000000001,19.400000000000002
2018-04-12,90.20000000000002,387.95,526.5,618.1,768.8,710.2,9.999999999999998
2018-04-13,94.5,486.29999999999995,630.5500000000001,783.6999999999999,571.6,508.59999999999997,21.799999999999997
2018-04-14,75.9,510.15,626.8499999999999,946.2,844.5000000000001,735.2999999999998,23.499999999999996
2018-04-15,67.64999999999999,376.29999999999995,479.85,1189.2,600.0999999999999,501.00000000000006,10.100000000000001
2018-04-16,45.00000000000001,252.20000000000002,321.45,1735.8000000000002,352.1,163.98,24.899999999999995
2018-04-17,42.25000000000001,217.19999999999996,281.5,1872.8000000000004,295.99999999999994,145.01999999999998,5.6
2018-04-18,55.749999999999986,551.6,637.3,1277.1000000000001,461.0,276.4,14.099999999999996
2018-04-19,267.4,872.2000000000002,1281.7500000000002,1502.8999999999996,764.1,549.1999999999999,31.4
2018-04-20,142.6,659.2,877.8,1478.7,720.5,487.90000000000003,34.599999999999994
2018-04-21,136.29999999999998,899.2000000000002,1108.05,797.2000000000003,1038.0,811.9999999999998,26.500000000000007
2018-04-22,67.15,385.1,487.65,1633.9999999999995,777.0000000000002,570.4,12.899999999999999
2018-04-23,53.550000000000004,288.15000000000003,370.55,1541.6,187.30000000000004,98.69999999999999,26.2
2018-04-24,51.89999999999999,239.0,318.45,1352.4499999999998,191.29999999999998,131.29999999999998,17.95
2018-04-25,46.099999999999994,249.39999999999998,319.8,1506.6000000000001,158.09999999999997,91.4,27.9
2018-04-26,52.449999999999996,233.29999999999995,314.49999999999994,1590.7000000000005,245.40000000000003,122.49999999999997,19.299999999999997
2018-04-27,67.0,386.9,489.8500000000001,1073.1999999999998,288.5000000000001,180.0,11.100000000000003
2018-04-28,31.549999999999997,280.0,328.5,1060.0000000000002,214.8,174.5,17.700000000000003
2018-04-29,27.000000000000004,76.85,118.25,1582.9000000000003,173.49999999999997,113.6,-0.4000000000000001
2018-04-30,37.5,292.3999999999999,349.9,1387.2999999999997,243.0,130.5,17.099999999999998
2018-05-01,71.55000000000003,333.6,443.4000000000001,1428.7000000000003,222.30000000000004,149.70000000000002,16.2
2018-05-02,98.55,356.95000000000005,508.1,1447.1,158.9,94.1,18.400000000000002
2018-05-03,100.24999999999999,426.15000000000003,579.9,1236.3000000000002,307.9000000000001,168.20000000000002,23.3
2018-05-04,64.30000000000001,416.20000000000005,514.8000000000001,1432.4000000000003,412.6,262.5,15.699999999999998
2018-05-05,76.05,591.9,707.75,1651.2,554.8499999999999,419.09999999999997,14.599999999999998
2018-05-06,51.75000000000001,688.1500000000001,767.7999999999998,1705.0000000000002,813.9999999999998,669.5000000000001,28.3
2018-05-07,74.69999999999999,906.6499999999999,1021.3499999999999,1670.1,925.9999999999998,787.5,39.4
2018-05-08,203.35000000000008,713.0,1024.9499999999998,1491.8000000000002,643.7000000000002,496.9,29.699999999999996
2018-05-09,67.10000000000001,373.1,475.65,1377.6000000000001,381.4,230.99999999999997,44.79999999999999
2018-05-10,38.3,325.30000000000007,383.55,1517.3999999999999,265.7,174.8,23.0
2018-05-11,43.7,268.34999999999997,335.3500000000001,1626.5999999999997,361.70000000000005,219.90000000000003,17.3
2018-05-12,39.6,350.5,411.5,1223.3999999999999,279.1,208.8,-1.6
2018-05-13,64.30000000000001,441.8499999999999,540.8000000000001,952.1000000000003,344.6,293.19999999999993,10.600000000000003
2018-05-14,88.70000000000002,299.59999999999997,435.99999999999994,1491.9,209.8,158.6,22.3
2018-05-15,40.050000000000004,291.04999999999995,352.90000000000003,1838.5000000000002,278.79999999999995,216.70000000000002,4.6999999999999975
2018-05-16,37.199999999999996,185.74999999999994,243.05,1489.5999999999995,355.9,223.10000000000002,35.7
2018-05-17,35.95,154.74999999999997,209.69999999999996,1515.8999999999999,362.2,171.89999999999998,27.8
2018-05-18,44.599999999999994,295.8,364.29999999999995,1322.4000000000003,340.9,205.49999999999997,14.799999999999997
2018-05-19,93.05,408.75000000000006,552.05,1236.6,452.4,311.5,36.20000000000002
2018-05-20,79.4,346.8,469.04999999999995,1282.8000000000002,480.1000000000001,419.50000000000006,43.100000000000016
2018-05-21,73.80000000000001,555.85,669.15,1419.4999999999998,645.6,528.0999999999999,17.5
2018-05-22,37.25,254.3,311.4,1730.9499999999998,547.7998114985863,356.50000000000006,-0.7999999999999999
2018-05-23,35.65,160.74999999999997,215.74999999999997,1944.2999999999997,559.5811498586239,360.09999999999997,5.2
2018-05-24,74.05,469.50000000000006,583.45,1039.7,557.6810556079171,463.49999999999994,10.7
2018-05-25,57.25,433.19999999999993,521.65,1370.9,555.7809613572101,539.0,7.9
2018-05-26,39.150000000000006,229.74999999999997,289.84999999999997,2019.1999999999998,553.8808671065032,816.9999999999999,15.399999999999995
2018-05-27,56.949999999999996,401.09999999999997,488.3500000000001,1301.6000000000004,551.9807728557963,574.9,20.900000000000006
2018-05-28,52.050000000000004,355.75,436.0999999999999,1304.8000000000002,550.0806786050895,671.7000000000002,24.100000000000005
2018-05-29,37.4,252.7,309.70000000000005,1364.6,548.1805843543825,477.09999999999997,21.7
2018-05-30,55.800000000000004,295.3,380.84999999999997,1108.5999999999997,546.2804901036757,376.2131578947368,14.799999999999997
2018-05-31,82.79999999999998,521.0,647.65,1128.8,544.3803958529687,572.7473684210527,23.1
2018-06-01,50.9,314.69999999999993,392.75,1195.0999999999997,542.4803016022619,396.4894736842105,9.200000000000003
2018-06-02,38.00000000000001,248.9,307.7,1256.1999999999998,540.5802073515549,177.00000000000003,15.7
2018-06-03,37.550000000000004,240.75,298.0500000000001,1491.5,538.6801131008481,216.2,28.200000000000003
2018-06-04,31.099999999999998,209.80000000000004,257.05,1393.1999999999998,536.7800188501412,345.79999999999995,5.8
2018-06-05,33.75000000000001,211.45000000000002,262.95,1377.0,534.8799245994344,206.89999999999998,13.699999999999998
2018-06-06,41.24999999999999,279.55,343.34999999999997,1311.7,532.9798303487274,276.8,21.599999999999998
2018-06-07,39.80000000000001,313.04999999999995,374.24999999999994,1278.6000000000001,531.0797360980206,283.6000000000001,14.5
2018-06-08,45.85,299.74999999999994,370.05,1312.8999999999999,529.1796418473137,272.49999999999994,14.399999999999997
2018-06-09,34.349999999999994,212.2,265.15,1553.9,527.2795475966069,265.40000000000003,15.799999999999992
2018-06-10,33.44999999999999,168.30000000000004,219.40000000000003,1442.2000000000005,525.3794533459,265.20000000000005,11.3
2018-06-11,41.650000000000006,298.84999999999997,362.45,1179.6,523.4793590951931,184.29999999999995,15.799999999999999
2018-06-12,35.5,222.10000000000002,276.75,1163.0,521.5792648444863,198.1,26.1
2018-06-13,96.45,304.25000000000006,452.19999999999993,1346.8999999999999,519.6791705937794,170.79999999999998,36.5
2018-06-14,49.75,221.9,298.15000000000003,1285.4999999999998,517.7790763430726,195.90000000000003,19.999999999999996
2018-06-15,75.94999999999999,404.45000000000005,521.25,1221.1,515.8789820923656,225.6,26.599999999999998
2018-06-16,47.30000000000001,162.14999999999998,234.19999999999996,1321.0999999999997,513.9788878416588,147.7,17.9
2018-06-17,42.35000000000001,71.05,135.95000000000002,1328.5,512.0787935909519,145.2,4.4
2018-06-18,53.70000000000001,142.7,225.10000000000002,1153.8,510.17869934024503,138.5,33.3
2018-06-19,58.250000000000014,131.95,221.55,747.1000000000001,508.2786050895382,103.00000000000001,9.9
2018-06-20,89.64999999999998,176.4,313.75,514.4,506.3785108388313,137.0,7.700000000000001
2018-06-21,43.6,135.79999999999998,202.8,1236.0500000000002,504.47841658812445,136.2,7.05
2018-06-22,49.50000000000001,241.5,317.3,1248.3,502.5783223374176,139.4,31.400000000000002
2018-06-23,49.64999999999999,251.0,327.45,1424.9,500.67822808671076,175.60000000000002,31.900000000000006
2018-06-24,51.49999999999999,351.45,430.54999999999995,1462.6999999999998,498.7781338360039,240.10000000000005,44.29999999999999
2018-06-25,46.65,345.0,416.30000000000007,2121.5,496.878039585297,249.70000000000002,26.400000000000006
2018-06-26,69.2,333.05,439.29999999999995,1461.3999999999999,494.9779453345902,227.50000000000003,26.700000000000003
2018-06-27,47.20000000000002,191.85,264.7,1490.2999999999997,493.0778510838832,200.60000000000005,22.2
2018-06-28,45.60000000000001,233.09999999999997,303.2000000000001,1619.9,491.1777568331763,266.7,15.0
2018-06-29,44.15,193.25000000000003,260.65000000000003,1596.3000000000004,489.2776625824694,231.70000000000002,19.599999999999998
2018-06-30,37.75000000000001,108.64999999999999,166.65,2009.0000000000002,487.3775683317625,210.6,12.3
2018-07-01,42.75,276.45,341.54999999999995,2280.1,485.4774740810557,247.90000000000003,17.3
2018-07-02,42.550000000000004,237.95,303.2499999999999,2079.3,483.5773798303488,173.8,54.7
2018-07-03,39.099999999999994,166.24999999999997,225.29999999999998,1869.0,481.6772855796418,164.8,23.150000000000002
2018-07-04,68.10000000000001,329.8,433.95,1619.4999999999998,479.7771913289349,202.80000000000004,13.900000000000002
2018-07-05,62.35,451.70000000000005,547.5999999999999,1794.4,477.877097078228,386.40000000000003,13.600000000000001
2018-07-06,72.74999999999999,502.9,614.5500000000001,1805.2,475.9770028275211,425.9,22.7
2018-07-07,41.850000000000016,352.40000000000003,416.7999999999999,1977.9,474.0769085768143,469.2,28.800000000000004
2018-07-08,38.79999999999999,287.8,347.5499999999999,1806.8999999999999,472.1768143261074,265.4,14.000000000000004
2018-07-09,70.25000000000001,442.1,549.8,1189.3,470.2767200754004,202.90000000000006,18.1
2018-07-10,39.25000000000001,104.20000000000002,163.8,1150.9999999999998,468.3766258246935,113.1,20.900000000000002
2018-07-11,46.09999999999999,172.6,243.0,1303.8,466.47653157398656,183.10000000000002,24.900000000000006
2018-07-12,50.599999999999994,334.8,412.5,1244.0,464.57643732327983,246.4,7.1
2018-07-13,48.94999999999999,252.45000000000005,327.84999999999997,1456.1999999999998,462.6763430725729,305.9,7.1
2018-07-14,43.3,186.75,253.14999999999998,1844.1,460.77624882186603,317.6000000000001,18.000000000000004
2018-07-15,36.45,223.55000000000004,279.5,2099.2,458.87615457115913,279.2,26.6
2018-07-16,48.199999999999996,406.3,480.55000000000007,1708.2999999999995,456.9760603204523,210.70000000000002,25.9
2018-07-17,42.45,199.6,264.8,1332.9,455.0759660697454,92.1,44.5
2018-07-18,41.2,255.64999999999998,318.9,1413.5,453.17587181903855,112.50000000000001,17.8
2018-07-19,63.75000000000001,406.29999999999995,503.75000000000006,1358.9999999999998,451.27577756833165,137.00000000000003,32.20000000000001
2018-07-20,70.39999999999999,444.34999999999997,552.45,1620.1999999999998,449.3756833176248,199.45000000000002,46.2
2018-07-21,28.900000000000002,311.84999999999997,355.9,2236.2000000000003,447.4755890669179,320.7,25.399999999999995
2018-07-22,33.9,300.8,353.34999999999997,1560.1,445.57549481621106,214.39999999999995,19.4
2018-07-23,45.8,257.55,327.75000000000006,1573.8999999999996,443.6754005655042,163.09999999999997,19.3
2018-07-24,41.54999999999999,240.35000000000002,303.95,1612.8,441.7753063147973,196.2,54.6
2018-07-25,58.65000000000001,418.29999999999995,508.1500000000001,1559.9000000000003,439.8752120640904,258.1,41.0
2018-07-26,86.65,478.24999999999994,611.1,1907.6,437.9751178133836,461.70000000000005,-40.0
2018-07-27,53.49999999999999,414.8000000000002,496.80000000000007,1551.2000000000003,436.0750235626767,299.50000000000006,34.50000000000001
2018-07-28,37.550000000000004,70.10000000000001,128.0,1302.1999999999998,434.17492931196983,127.40000000000002,10.200000000000003
2018-07-29,30.7,56.70000000000001,103.65000000000003,982.9999999999999,432.274835061263,59.39999999999999,10.100000000000001
2018-07-30,71.6,75.3,185.29999999999995,777.9999999999999,430.3747408105561,68.6,17.0
2018-07-31,59.04999999999998,136.29999999999998,226.75000000000003,1079.6,428.47464655984925,89.6,28.900000000000002
2018-08-01,58.55,179.5,268.9,1168.8,426.5745523091424,105.39999999999999,24.700000000000003
2018-08-02,56.49999999999999,226.5,313.34999999999997,1285.7,424.67445805843556,130.1,7.3999999999999995
2018-08-03,104.80000000000001,411.84999999999997,572.7500000000001,1489.6999999999996,422.7743638077287,185.8,20.700000000000003
2018-08-04,38.699999999999996,191.95000000000002,251.89999999999995,1179.0,420.8742695570218,126.99999999999997,21.7
2018-08-05,50.45,234.45,311.90000000000003,1149.4,418.9741753063148,119.60000000000001,25.599999999999998
2018-08-06,51.35,327.35,405.6499999999999,1887.6,417.07408105560796,205.29999999999998,12.499999999999998
2018-08-07,38.85000000000001,352.3,412.2500000000001,1815.1,415.1739868049011,206.59999999999994,7.099999999999999
2018-08-08,36.75,149.6,205.9,1275.7,413.2738925541942,84.19999999999999,36.00000000000001
2018-08-09,110.55,478.35,647.55,353.90000000000003,411.37379830348726,149.10000000000002,21.499999999999996
2018-08-10,57.10000000000001,182.7,270.05,692.1,409.47370405278036,73.4,20.499999999999996
2018-08-11,71.0,214.9,323.50000000000006,895.1,407.5736098020734,105.00000000000001,24.400000000000002
2018-08-12,33.5,63.69999999999999,115.25,1116.4999999999998,405.6735155513665,79.7,24.700000000000003
2018-08-13,53.150000000000006,205.49999999999997,286.95,707.7,403.7734213006597,119.3,14.399999999999997
2018-08-14,69.44999999999999,255.99999999999997,362.4499999999999,901.6,401.8733270499528,110.00000000000003,-5.250000000000001
2018-08-15,46.2,133.4,203.79999999999998,1067.0,399.97323279924586,124.59999999999998,19.6
2018-08-16,64.25000000000001,232.35000000000002,330.8999999999999,616.9999999999999,398.07313854853896,110.70000000000002,5.8999999999999995
2018-08-17,77.6,233.44999999999996,352.35,684.5999999999998,396.173044297832,121.60000000000002,8.200000000000001
2018-08-18,43.5,119.14999999999999,186.1,891.0,394.27295004712516,132.6,30.099999999999998
2018-08-19,40.7,157.64999999999998,219.65,796.6999999999997,392.3728557964183,122.59999999999998,10.8
2018-08-20,84.2,338.94999999999993,468.1,585.7,390.4727615457115,132.50000000000003,13.500000000000002
2018-08-21,78.95,332.45,454.0000000000001,775.2,388.5726672950046,90.3,27.2
2018-08-22,71.20000000000002,328.05,437.69999999999993,536.5999999999999,386.6725730442977,163.4,24.000000000000004
2018-08-23,66.35000000000001,243.05000000000007,344.3,717.1,384.77247879359084,116.3,31.7
2018-08-24,59.8,250.10000000000002,341.54999999999995,800.6999999999999,382.872384542884,67.9,26.8
2018-08-25,96.44999999999999,341.35,489.5,641.1999999999999,380.97229029217715,89.5,9.299999999999999
2018-08-26,55.85,185.14999999999995,271.25,714.1999999999998,379.07219604147025,96.19999999999997,9.299999999999997
2018-08-27,36.80000000000001,169.8,226.20000000000002,768.6999999999999,377.17210179076335,91.89999999999999,5.1
2018-08-28,76.95,372.0999999999999,490.25,712.0,375.2720075400565,133.2,20.099999999999998
2018-08-29,87.29999999999997,533.2,667.05,472.8,373.3719132893496,195.90000000000003,14.799999999999999
2018-08-30,100.8,509.04999999999995,663.4499999999999,606.3999999999999,371.4718190386427,161.99999999999997,36.89999999999999
2018-08-31,108.05000000000001,523.7,689.3499999999999,684.6999999999999,369.57172478793586,210.39999999999998,29.600000000000005
2018-09-01,84.95,371.05000000000007,501.54999999999995,1197.8000000000002,367.67163053722896,214.80000000000004,18.9
2018-09-02,73.34999999999998,462.05000000000007,574.8,1320.6,365.7715362865221,301.40000000000003,52.20000000000001
2018-09-03,192.95,552.65,848.3999999999997,1236.5,363.8714420358152,324.2,29.200000000000003
2018-09-04,34.55,366.59999999999997,419.5,1261.3,361.9713477851084,258.4,17.2
2018-09-05,36.550000000000004,324.5999999999999,381.09999999999997,1062.5,360.0712535344015,199.29999999999998,37.69999999999999
2018-09-06,128.05,448.9,644.95,789.7999999999997,358.1711592836946,246.19999999999996,46.90000000000001
2018-09-07,79.69999999999999,455.8,577.6500000000001,785.9,356.27106503298774,114.7,30.399999999999995
2018-09-08,48.3,281.34999999999997,355.55000000000007,1014.0000000000001,354.3709707822809,110.39999999999999,25.299999999999997
2018-09-09,37.75000000000001,171.8,229.99999999999997,1332.1,352.47087653157405,127.80000000000001,27.200000000000003
2018-09-10,45.6,193.54999999999998,263.09999999999997,1196.5,350.5707822808672,110.6,28.500000000000007
2018-09-11,47.0,133.2,205.30000000000004,1036.4999999999998,348.6706880301603,121.8,11.35
2018-09-12,119.35,429.40000000000003,612.75,616.8000000000001,346.77059377945346,82.0,27.400000000000002
2018-09-13,558.0500000000001,663.75,1519.6499999999999,473.4,344.87049952874656,211.80000000000004,63.49999999999999
2018-09-14,80.54999999999998,388.5,512.25,815.1999999999999,342.97040527803966,99.00000000000001,6.299999999999999
2018-09-15,60.10000000000001,207.6,299.74999999999994,1008.9000000000001,341.0703110273328,130.9,35.599999999999994
