MeasurementDateGMT,Havering - Rainham: Nitric Oxide (ug/m3),Havering - Rainham: Nitrogen Dioxide (ug/m3),Havering - Rainham: Oxides of Nitrogen (ug/m3),Havering - Rainham: PM10 Particulate (ug/m3),Havering - Rainham: PM2.5 Particulate (ug/m3)
2018-01-28,179.19999999999996,429.20000000000005,704.3,165.0,80.60000000000001
2018-01-29,370.40000000000003,751.3,1319.2000000000003,252.20000000000002,92.4
2018-01-30,2127.1,1428.6,4690.199999999998,562.3,308.09999999999997
2018-01-31,393.7999999999999,796.9,1401.1000000000001,282.7000000000001,139.59999999999997
2018-02-01,217.60000000000002,641.6,975.3000000000002,266.5,93.7
2018-02-02,437.1,790.3999999999999,1460.4,372.1000000000001,162.0
2018-02-03,574.4999999999999,1142.3000000000002,2023.4,397.79999999999995,295.5
2018-02-04,14.399999999999999,140.8,162.40000000000003,176.00000000000003,114.2
2018-02-05,29.199999999999996,330.69999999999993,375.70000000000005,259.9,195.39999999999998
2018-02-06,59.70000000000001,525.5999999999999,616.6,404.0,340.3000000000001
2018-02-07,903.4000000000001,966.4,2352.2999999999997,407.7,258.80000000000007
2018-02-08,1905.6,1319.3000000000002,4240.7,568.4999999999999,266.3
2018-02-09,242.2,749.3000000000002,1120.6,241.50000000000003,117.00000000000001
2018-02-10,603.5999999999999,917.2000000000002,1843.2,225.49999999999997,129.9
2018-02-11,130.8,462.2,662.9000000000001,160.3,84.8
2018-02-12,705.8,1181.8000000000002,2263.5999999999995,603.0,162.99999999999997
2018-02-13,347.3,704.5999999999999,1236.8,211.7,128.39999999999998
2018-02-14,859.1000000000001,865.3,2182.0,356.20000000000016,205.7
2018-02-15,460.50000000000006,1007.0999999999999,1712.9,459.40000000000003,151.1
2018-02-16,1405.7999999999997,1560.3999999999999,3715.7000000000003,737.0000000000001,259.9
2018-02-17,1191.2,1495.8000000000002,3322.3,682.5999999999999,410.7
2018-02-18,516.1,1215.2,2006.5000000000005,570.4999999999999,374.40000000000003
2018-02-19,922.3,1085.9999999999998,2500.1,424.0,356.8999999999999
2018-02-20,76.39999999999999,383.90000000000003,500.5999999999999,168.4,136.09999999999997
2018-02-21,52.4,480.70000000000005,561.0,836.9000000000001,792.3
2018-02-22,37.900000000000006,483.40000000000003,541.4,558.2000000000002,487.6999999999999
2018-02-23,50.199999999999996,528.8999999999999,605.5999999999999,475.0000000000001,373.5
2018-02-24,50.5,479.9999999999999,557.8000000000002,598.3000000000001,456.50000000000006
2018-02-25,23.700000000000006,274.49999999999994,310.9,315.00000000000006,186.60000000000002
2018-02-26,12.950000000000001,226.15000000000003,245.64999999999995,165.8,90.0
2018-02-27,291.8,706.2000000000002,1153.2,253.79999999999998,170.9
2018-02-28,103.39999999999998,596.5,755.4,461.2000000000001,396.70000000000005
2018-03-01,40.399999999999984,480.29999999999995,542.1,864.2,639.8
2018-03-02,60.5,702.7999999999998,795.6,971.6,854.0000000000001
2018-03-03,89.30000000000003,895.6,1033.0,1483.7,1388.6000000000001
2018-03-04,294.6,1042.5,1494.0,468.4,405.50000000000006
2018-03-05,410.30000000000007,934.8,1564.1,421.6,202.1
2018-03-06,1221.8,1348.3000000000002,3221.8,756.7,262.9
2018-03-07,846.4999999999999,1456.4,2754.4999999999995,580.5999999999998,333.5999999999999
2018-03-08,428.9000000000001,900.8,1558.7000000000003,375.2,120.6
2018-03-09,1181.6999999999998,1429.3999999999996,3241.2000000000007,547.5,292.09999999999997
2018-03-10,522.6999999999999,966.9000000000001,1768.6,440.1,254.20000000000002
2018-03-11,108.50000000000001,818.3,984.7999999999998,382.9,264.0
2018-03-12,144.00000000000003,708.7,929.4000000000001,209.60000000000002,157.90000000000003
2018-03-13,582.6999999999999,1019.4000000000001,1913.3,515.0,254.3
2018-03-14,412.69999999999993,1004.6000000000001,1637.3,510.59999999999997,231.99999999999997
2018-03-15,376.69999999999993,1132.0000000000002,1709.7,345.90000000000003,251.9
2018-03-16,485.09999999999997,1008.3000000000001,1751.7999999999997,591.5000000000001,213.6
2018-03-17,8.1,257.1,269.4,379.0,279.30000000000007
2018-03-18,13.8,253.4,274.5,559.6,378.20000000000005
2018-03-19,14.200000000000003,263.6,285.2,365.4,207.00000000000009
2018-03-20,37.2,392.8,449.5,302.9,126.8
2018-03-21,1138.9999999999995,1372.7000000000003,3119.0,599.1,303.2
2018-03-22,436.5,1014.7,1683.8999999999999,622.7,246.20000000000002
2018-03-23,413.09999999999997,779.5,1413.2999999999997,469.59999999999985,161.0
2018-03-24,125.6,741.7,934.5,590.4,532.3
2018-03-25,172.4,664.0,928.1999999999998,682.8,555.5
2018-03-26,445.09999999999997,1150.0,1832.7,482.9,251.09999999999997
2018-03-27,506.2,1015.9000000000004,1792.3,340.8,192.3999999999999
2018-03-28,483.4,1204.8,1946.1000000000001,225.8,139.6
2018-03-29,902.2000000000003,1242.0,2625.2,294.5999999999999,141.39999999999995
2018-03-30,139.10000000000002,723.8000000000001,937.2,231.09999999999997,187.30000000000004
2018-03-31,352.0999999999999,671.6999999999999,1211.1999999999998,218.8,156.79999999999998
2018-04-01,105.5,490.3,651.9000000000001,272.2,226.5
2018-04-02,240.0,576.4,944.1000000000003,194.30000000000004,146.5
2018-04-03,397.70000000000005,678.8000000000001,1288.7,294.40000000000003,126.89999999999998
2018-04-04,299.7,637.2999999999998,1096.5,381.1,145.89999999999998
2018-04-05,286.09999999999997,666.1999999999999,1105.2,224.7,111.9
2018-04-06,382.0,1051.1,1636.5999999999997,595.1999999999999,295.90000000000003
2018-04-07,278.4,815.3,1242.6,598.4999999999999,439.9999999999999
2018-04-08,180.1,734.7000000000002,1010.6999999999998,384.4,349.00000000000006
2018-04-09,40.9,453.09999999999997,515.2500000000001,484.70000000000005,445.90000000000003
2018-04-10,64.1,544.3,642.3,549.2,490.70000000000005
2018-04-11,50.8,436.29999999999995,514.0,955.0999999999999,915.7000000000002
2018-04-12,47.30000000000001,352.80000000000007,424.90000000000003,652.4999999999999,630.9
2018-04-13,706.4,1032.5,2115.7000000000003,775.8000000000001,500.3
2018-04-14,377.79999999999995,826.5999999999999,1406.0,830.5999999999999,719.0000000000001
2018-04-15,210.19999999999996,661.7,983.9000000000002,569.6999999999999,483.9
2018-04-16,423.59999999999997,762.2,1411.8,561.6,212.89999999999998
2018-04-17,364.29999999999995,730.1,1288.4,496.30000000000007,174.10000000000002
2018-04-18,469.99999999999994,1016.1999999999999,1737.0,664.1999999999999,354.40000000000003
2018-04-19,480.1,1413.2000000000003,2149.7000000000003,1059.7000000000003,703.0
2018-04-20,496.6,1007.4,1769.5000000000002,897.9999999999998,578.7
2018-04-21,105.60000000000001,803.1,964.8000000000001,881.5,712.7
2018-04-22,192.79999999999998,726.0999999999999,1021.8,811.6,606.3
2018-04-23,320.1,682.8000000000001,1173.0,356.19999999999993,129.80000000000004
2018-04-24,348.1,577.4000000000001,1111.4000000000003,361.59999999999997,156.10000000000002
2018-04-25,309.05000000000007,663.2999999999998,1137.3,329.5,128.60000000000002
2018-04-26,302.1,665.0,1128.5000000000002,424.0,144.7
2018-04-27,286.70000000000005,933.0000000000002,1372.3999999999999,329.5000000000001,198.9
2018-04-28,23.400000000000002,290.09999999999997,326.1,205.60000000000005,178.50000000000006
2018-04-29,-0.2999999999999998,117.10000000000001,116.69999999999997,185.2,139.60000000000002
2018-04-30,38.5,386.4000000000001,445.29999999999995,238.89999999999998,129.0
2018-05-01,465.59999999999997,884.3,1598.3000000000002,344.59999999999997,179.79999999999998
2018-05-02,532.5,886.0999999999999,1702.5999999999997,271.29999999999995,132.5
2018-05-03,767.9999999999999,1163.2,2340.7000000000003,450.90000000000003,226.30000000000004
2018-05-04,476.69999999999993,1101.8999999999999,1833.2,568.8,290.0
2018-05-05,136.8,766.1,975.4999999999998,543.4,410.9
2018-05-06,189.60000000000002,840.5,1131.3999999999999,759.5999999999998,641.0
2018-05-07,121.3,987.0999999999998,1173.5000000000002,816.0,728.7000000000002
2018-05-08,484.50000000000006,1142.9,1885.9,968.5999999999999,749.2000000000003
2018-05-09,289.0,714.3,1157.8000000000002,406.2,197.30000000000004
2018-05-10,148.10000000000002,600.0,826.9000000000001,289.3,148.70000000000002
2018-05-11,385.89999999999986,850.6000000000001,1442.8000000000002,509.1000000000001,251.99999999999994
2018-05-12,289.70000000000005,1033.3,1477.5,397.1,274.5
2018-05-13,198.70000000000002,690.6999999999999,995.5,423.6,331.20000000000005
2018-05-14,36.2,301.79999999999995,357.2,263.20000000000005,180.8
2018-05-15,36.79999999999999,316.70000000000005,372.8999999999999,337.1,236.89999999999998
2018-05-16,12.0,165.7,183.89999999999995,374.99999999999994,206.09999999999997
2018-05-17,30.400000000000002,242.2,289.20000000000005,373.7,149.39999999999998
2018-05-18,57.50000000000001,384.0999999999999,472.29999999999995,350.2,185.79999999999998
2018-05-19,87.29999999999998,483.1999999999999,617.8000000000001,429.9000000000001,277.9
2018-05-20,82.49999999999997,495.1000000000001,621.8000000000001,500.70000000000005,415.4999999999999
2018-05-21,85.7,575.0000000000001,706.3,574.0,444.4999999999999
2018-05-22,28.700000000000003,236.59999999999997,280.8,560.4000000000001,356.39999999999986
2018-05-23,17.400000000000002,151.0,177.79999999999995,519.5000000000001,357.19999999999993
2018-05-24,137.4,536.5,746.5999999999999,613.9000000000001,432.8
2018-05-25,293.65,730.5000000000002,1180.55,638.8,533.3
2018-05-26,19.8,275.6,306.2,896.6999999999999,770.1
2018-05-27,88.50000000000001,601.5,736.9000000000002,865.5,675.8
2018-05-28,36.3,359.4,415.00000000000006,816.9000000000001,683.9
2018-05-29,28.1,212.39999999999998,255.50000000000003,504.50000000000006,460.00000000000006
2018-05-30,113.3,489.29999999999995,663.0000000000001,449.1,359.59999999999997
2018-05-31,50.4,480.79999999999995,557.6999999999999,588.5999999999998,497.9
2018-06-01,393.59999999999997,850.0999999999999,1453.7000000000003,639.0999999999998,463.79999999999984
2018-06-02,243.5,743.8,1117.1999999999998,293.3,189.0
2018-06-03,169.99999999999997,597.9000000000001,858.7999999999998,290.7,198.29999999999998
2018-06-04,7.599999999999997,124.90000000000002,137.09999999999997,277.20000000000005,227.5
2018-06-05,13.799999999999997,156.5,177.70000000000002,314.4,170.5
2018-06-06,32.2,238.70000000000005,287.90000000000003,418.5,190.49999999999997
2018-06-07,46.1,285.90000000000003,357.2,374.2,216.0
2018-06-08,34.50000000000001,234.69999999999996,287.0,344.20000000000005,189.29999999999998
2018-06-09,27.800000000000008,216.70000000000002,259.00000000000006,328.2,206.8
2018-06-10,22.5,163.1,197.50000000000003,282.5999999999999,190.60000000000002
2018-06-11,27.000000000000004,212.69999999999996,254.40000000000003,248.4,125.8
2018-06-12,10.700000000000003,174.00000000000003,190.79999999999995,206.9,129.1
2018-06-13,529.8,759.8000000000001,1572.9000000000003,423.7,211.04999999999995
2018-06-14,254.29999999999998,479.80000000000007,869.7000000000002,387.9,196.79999999999998
2018-06-15,248.70000000000007,742.3999999999999,1124.3,387.29999999999995,220.49999999999997
2018-06-16,235.7,497.8999999999999,859.0,330.69999999999993,165.4
2018-06-17,155.49999999999997,331.40000000000003,569.4999999999999,226.80000000000004,115.6
2018-06-18,254.89999999999998,491.79999999999995,882.6999999999999,297.2,114.09999999999997
2018-06-19,319.55,477.74999999999994,967.5000000000001,196.29999999999995,109.3
2018-06-20,354.40000000000003,428.50000000000006,972.2,260.9,128.70000000000002
2018-06-21,40.9,220.10000000000002,282.90000000000003,213.39999999999998,78.1
2018-06-22,71.7,366.5,476.3,311.6,147.39999999999998
2018-06-23,114.89999999999999,539.7,715.9,364.5,213.80000000000004
2018-06-24,70.29999999999998,436.40000000000003,544.0,368.6,240.09999999999997
2018-06-25,257.99999999999994,838.1999999999999,1233.6,553.5999999999999,318.1
2018-06-26,119.20000000000002,549.2999999999998,732.2999999999998,322.7000000000001,161.8
2018-06-27,46.2,257.9,328.69999999999993,374.5,187.10000000000002
2018-06-28,19.7,227.79999999999995,257.90000000000003,399.70000000000005,209.7
2018-06-29,30.0,243.89999999999995,289.8,360.8,218.29999999999998
2018-06-30,15.099999999999998,168.4,191.8,317.5499999999999,159.94999999999996
2018-07-01,16.90000000000001,309.7000000000001,335.7,441.0,218.8
2018-07-02,15.499999999999996,262.6,287.0,339.99999999999994,144.00000000000003
2018-07-03,19.4,225.7,255.59999999999997,460.79999999999995,298.59999999999997
2018-07-04,86.6,432.9000000000001,565.4000000000001,399.0,200.70000000000002
2018-07-05,368.3,1261.0,1825.4,785.4999999999999,454.9
2018-07-06,89.59999999999998,569.3,706.9999999999999,640.9999999999999,478.6000000000001
2018-07-07,95.60000000000001,647.5,794.1999999999998,663.9000000000001,497.30000000000007
2018-07-08,19.899999999999995,312.3,342.7,337.9,218.0
2018-07-09,162.70000000000005,558.1,807.4999999999998,348.8,187.50000000000003
2018-07-10,19.300000000000004,131.20000000000002,161.20000000000002,245.09999999999997,99.30000000000001
2018-07-11,20.099999999999998,201.2,231.9,292.8999999999999,149.1
2018-07-12,79.2,422.20000000000005,543.3,418.29999999999995,267.1
2018-07-13,68.99999999999997,343.09999999999997,449.0,361.1,200.4
2018-07-14,129.29999999999998,633.0999999999999,831.4,378.30000000000007,243.90000000000006
2018-07-15,150.4,794.4,1025.1,387.8,256.1
2018-07-16,260.40000000000003,906.0,1305.8,404.4,228.9
2018-07-17,257.4,632.4000000000001,1027.4,319.8,127.00000000000001
2018-07-18,477.70000000000016,1077.4,1809.7000000000003,360.3999999999999,164.80000000000007
2018-07-19,223.9,847.7,1191.0,397.1,202.99999999999997
2018-07-20,283.20000000000005,966.0999999999999,1399.7999999999997,440.1,260.6
2018-07-21,158.49999999999997,939.5,1182.0,509.3,366.49999999999994
2018-07-22,207.29999999999998,870.6,1188.1999999999998,377.3,261.1
2018-07-23,355.05,883.6,1428.1000000000004,305.8055865921788,211.13966480446925
2018-07-24,344.7,914.1999999999999,1442.8999999999996,307.736312849162,201.80782122905023
2018-07-25,125.90000000000002,643.9999999999999,837.3000000000001,309.6670391061451,192.4759776536313
2018-07-26,107.90000000000002,844.5000000000001,1010.3000000000001,311.5977653631286,183.1441340782123
2018-07-27,227.59999999999994,1033.0000000000002,1381.6999999999998,313.52849162011177,173.8122905027933
2018-07-28,160.0,335.0000000000001,580.7,315.4592178770949,164.48044692737426
2018-07-29,141.2,273.3,489.9,317.3899441340783,155.14860335195533
2018-07-30,327.35,426.50000000000006,927.9000000000001,299.4156424581006,130.29106145251396
2018-07-31,361.7000000000001,653.9000000000001,1208.4999999999998,279.1,137.20000000000002
2018-08-01,412.0999999999999,799.3,1431.3000000000002,380.7,180.2
2018-08-02,344.19999999999993,886.0,1413.4,392.5,194.4
2018-08-03,345.6999999999999,847.2000000000002,1377.4,486.3,244.20000000000002
2018-08-04,8.1,293.90000000000003,306.4,276.09999999999997,163.39999999999998
2018-08-05,44.19999999999998,332.6,400.3999999999999,219.50000000000003,128.70000000000002
2018-08-06,377.2999999999999,999.7,1577.9,475.10000000000014,233.9
2018-08-07,432.4,1157.0,1819.4999999999995,550.7,306.2
2018-08-08,252.3,570.5,957.1000000000001,287.59999999999997,114.69999999999999
2018-08-09,414.6,816.9000000000001,1452.7,268.1,163.59999999999997
2018-08-10,405.0,667.5999999999999,1288.9,272.5,131.60000000000002
2018-08-11,474.3,642.3,1369.3000000000002,257.5,150.39999999999998
2018-08-12,191.89999999999998,409.4000000000001,704.0000000000001,220.7,115.4
2018-08-13,288.9000000000001,573.6000000000001,1016.9,311.99999999999994,150.90000000000003
2018-08-14,294.80000000000007,738.1,1190.4,304.89999999999986,148.2
2018-08-15,319.65,569.65,1059.85,309.1,149.89999999999998
2018-08-16,448.20000000000005,588.3,1275.9999999999998,316.4,141.5
2018-08-17,708.2,755.9000000000002,1841.4,369.5,156.39999999999998
2018-08-18,261.8,461.69999999999993,862.9000000000001,289.0,136.0
2018-08-19,147.2,340.1,565.2,234.70000000000002,133.60000000000002
2018-08-20,466.70000000000005,771.1999999999999,1486.6,325.4,215.20000000000002
2018-08-21,361.9000000000001,706.6999999999999,1261.3,260.40000000000003,143.7
2018-08-22,510.79999999999995,771.4000000000001,1555.0,374.99999999999994,238.4
2018-08-23,253.1,548.0,936.3,283.0999999999999,169.69999999999996
2018-08-24,290.49999999999994,643.3999999999999,1089.1999999999998,262.5000000000001,114.89999999999998
2018-08-25,343.19999999999993,554.3000000000001,1080.3,190.49999999999997,93.5
2018-08-26,311.6,515.6999999999999,993.7,189.49999999999997,120.20000000000002
2018-08-27,165.89999999999998,466.19999999999993,720.6,208.6,117.6
2018-08-28,990.7000000000002,979.0000000000001,2497.7000000000003,366.5,198.6
2018-08-29,311.70000000000005,589.8,1067.7,310.6,226.8
2018-08-30,150.10000000000002,467.00000000000006,697.4,327.7999999999999,192.40000000000003
2018-08-31,307.09999999999985,602.6000000000001,1074.1,341.29999999999995,194.19999999999996
2018-09-01,236.20000000000005,800.1,1162.2,419.1000000000001,275.79999999999995
2018-09-02,105.09999999999998,650.5000000000001,811.6999999999999,458.10000000000014,332.50000000000006
2018-09-03,458.59999999999997,690.7000000000002,1393.7999999999997,444.99999999999994,307.6
2018-09-04,22.000000000000007,295.2,328.90000000000003,338.49999999999994,234.79999999999998
2018-09-05,25.699999999999996,281.90000000000003,321.3,258.3999999999999,167.79999999999998
2018-09-06,206.70000000000002,569.3000000000001,886.1000000000001,381.3,259.59999999999997
2018-09-07,400.7000000000001,854.8000000000001,1469.5000000000002,292.3,133.3
2018-09-08,431.99999999999983,767.8999999999997,1430.7,269.79999999999995,160.60000000000002
2018-09-09,210.89999999999992,551.6,875.4999999999999,275.3999999999999,132.70000000000002
2018-09-10,331.70000000000005,605.9000000000001,1114.1999999999998,330.50000000000006,133.6
2018-09-11,260.0999999999999,394.50000000000006,793.5,268.69999999999993,119.4
2018-09-12,300.6,340.4,801.7,178.5,113.5
2018-09-13,1526.4499999999996,1021.9,3362.4000000000005,460.99999999999994,283.2
2018-09-14,609.8,937.7999999999998,1872.7999999999997,316.50000000000006,148.99999999999997
2018-09-15,345.49999999999994,722.5999999999999,1251.6,364.49999999999994,210.10000000000002
2018-09-16,189.0,481.1,770.8000000000001,305.20000000000005,150.39999999999998
2018-09-17,296.6999999999999,774.4000000000001,1229.3000000000002,384.49999999999994,192.20000000000002
2018-09-18,218.09999999999997,399.7000000000001,734.2,416.2,153.0
2018-09-19,206.6,365.80000000000007,682.3000000000002,413.90000000000003,165.6
2018-09-20,190.80000000000007,294.4,587.1,432.5000000000001,139.4
2018-09-21,241.20000000000002,539.3000000000001,909.1000000000001,273.4,98.7
2018-09-22,309.6000000000001,669.4999999999999,1144.3,263.29999999999995,136.3
2018-09-23,133.0,342.3,546.2,143.8,88.10000000000001
2018-09-24,889.0,851.5999999999999,2214.9999999999995,286.6000000000001,172.8
2018-09-25,1528.1,1079.0,3421.8,411.4000000000001,250.49999999999997
2018-09-26,1268.3,1396.6,3341.3,534.6999999999999,306.5
2018-09-27,1318.9999999999995,1423.3,3445.1,642.6999999999998,396.1000000000001
2018-09-28,22.200000000000003,244.39999999999995,278.80000000000007,226.00000000000003,90.6
2018-09-29,715.6999999999999,1015.3999999999999,2112.3999999999996,414.69999999999993,226.49999999999997
2018-09-30,461.90000000000003,593.6,1302.1,322.6,215.80000000000004
2018-10-01,112.3,516.7,688.9,230.2,112.29999999999998
2018-10-02,210.30000000000004,570.7999999999998,893.0999999999998,252.19999999999996,99.69999999999999
2018-10-03,995.5000000000001,882.1000000000001,2408.7999999999997,349.1,175.09999999999997
2018-10-04,907.5999999999999,809.9000000000001,2201.7000000000003,418.7999999999999,277.9
2018-10-05,1031.2,1194.6,2775.3,614.3999999999999,416.7
2018-10-06,206.2,378.79999999999995,694.7,268.70000000000005,199.50000000000006
2018-10-07,421.3,642.5,1288.6999999999998,280.09999999999997,157.5
2018-10-08,983.2000000000002,1144.1999999999998,2651.7999999999997,397.80000000000007,209.09999999999997
2018-10-09,914.6,1114.8000000000002,2517.3999999999996,442.3,257.99999999999994
2018-10-10,179.39999999999998,939.2,1214.3000000000002,908.2000000000002,775.3999999999999
2018-10-11,268.2999999999999,623.2000000000002,1034.5000000000002,396.70000000000005,213.79999999999998
2018-10-12,227.50000000000003,533.1,881.7000000000003,370.20000000000005,124.80000000000001
2018-10-13,193.49999999999997,524.9000000000001,821.8000000000001,310.0,184.99999999999997
2018-10-14,29.40000000000001,218.3,263.50000000000006,116.80000000000001,69.89999999999999
2018-10-15,36.300000000000004,336.4,392.0,255.0,155.1
2018-10-16,648.6,794.7999999999998,1789.2999999999997,551.0,360.90000000000003
2018-10-17,796.7999999999997,1094.1000000000001,2315.9,395.9,233.2
2018-10-18,90.4,382.0,521.0,256.29999999999995,156.6
2018-10-19,1061.6999999999998,940.7,2568.7000000000003,407.6000000000001,280.5
2018-10-20,1919.4999999999998,1193.3,4136.499999999999,711.6999999999999,536.0
2018-10-21,888.6,941.8000000000002,2304.2,507.7,404.40000000000003
2018-10-22,804.9,620.9,1855.2,348.09999999999997,183.49999999999997
2018-10-23,401.4999999999999,920.6,1536.2999999999997,417.40000000000003,187.99999999999997
2018-10-24,483.0000000000001,948.7999999999998,1689.7,406.3,216.60000000000002
2018-10-25,661.6999999999999,1060.4,2074.7000000000003,418.3,258.79999999999995
2018-10-26,225.10000000000002,784.5000000000001,1130.0,219.6,120.20000000000003
2018-10-27,32.400000000000006,245.60000000000002,295.3,102.19999999999999,59.300000000000004
2018-10-28,15.000000000000002,188.20000000000002,210.9,94.19999999999999,49.2
2018-10-29,21.099999999999994,265.9,298.3,113.20000000000002,61.5
2018-10-30,216.3,646.0,977.9000000000002,269.6,172.2
2018-10-31,581.6000000000001,958.3000000000001,1850.5,446.99999999999994,338.19999999999993
2018-11-01,803.5000000000002,1063.6,2294.8000000000006,288.3,228.70000000000002
2018-11-02,2149.1,1642.6999999999996,4938.3,667.9,416.79999999999995
2018-11-03,501.8999999999999,1011.7,1781.0000000000002,486.20000000000005,337.5
2018-11-04,299.9,806.8,1266.8,547.5,426.8
2018-11-05,571.1,765.3999999999999,1641.3,964.5999999999999,880.1999999999999
2018-11-06,736.6999999999998,730.2999999999998,1859.8000000000002,629.6,488.29999999999995
2018-11-07,343.15,569.8,1095.5500000000002,230.2,113.50000000000001
2018-11-08,534.1000000000001,917.0000000000001,1735.9000000000003,409.1,175.7
2018-11-09,344.9,653.6999999999999,1182.7,348.6,163.3
2018-11-10,441.29999999999995,831.9000000000002,1509.1,300.0,141.60000000000002
2018-11-11,263.40000000000003,675.6999999999999,1079.2,215.19999999999996,78.49999999999999
2018-11-12,574.0,983.5999999999999,1863.7,260.59999999999997,125.50000000000003
2018-11-13,577.4,1015.5,1900.5,432.6,180.09999999999997
2018-11-14,592.4,1003.8000000000001,1912.1999999999998,487.20000000000005,231.9
2018-11-15,925.6,910.1000000000001,2329.3,684.9000000000002,430.69999999999993
2018-11-16,145.4,556.5,779.6999999999999,262.80000000000007,233.6
2018-11-17,147.5,756.5000000000001,982.9999999999999,496.3999999999999,407.7000000000001
2018-11-18,43.5,443.3,509.8,403.79999999999995,272.6
2018-11-19,12.600000000000001,204.49999999999997,224.1,145.80000000000004,55.89999999999999
2018-11-20,125.19999999999999,435.6,627.3000000000002,306.59999999999997,259.9
2018-11-21,939.4000000000001,943.4,2383.5,548.1,488.90000000000003
2018-11-22,3349.2999999999993,1211.5,6346.700000000001,981.9000000000001,915.1000000000003
2018-11-23,346.49999999999994,899.0000000000001,1430.0,705.1,646.3999999999999
2018-11-24,153.40000000000003,747.1999999999999,982.7,537.5000000000001,475.4000000000001
2018-11-25,12.6,378.2,397.5,389.79999999999995,336.1
2018-11-26,77.60000000000001,535.4,654.4999999999999,285.3,214.39999999999998
2018-11-27,839.9000000000001,993.4000000000002,2281.3999999999996,403.80000000000007,313.00000000000006
2018-11-28,300.70000000000005,626.0999999999999,1087.6,219.3,110.70000000000003
2018-11-29,278.7,509.30000000000007,936.3,289.7,114.59999999999998
2018-11-30,632.6,987.5,1957.1999999999996,479.40000000000003,171.10000000000002
2018-12-01,342.1,753.4999999999999,1278.1999999999998,192.8,92.10000000000001
2018-12-02,207.20000000000002,446.09999999999997,763.3000000000002,130.3,68.60000000000001
2018-12-03,297.69999999999993,792.8,1248.9,368.3,178.4
2018-12-04,2300.7,1661.5999999999997,5188.900000000001,695.1999999999999,395.4
2018-12-05,488.2,878.9499999999999,1627.8499999999997,221.40000000000003,151.0
2018-12-06,428.4000000000001,806.4000000000001,1463.2,267.09999999999997,138.4
2018-12-07,307.69999999999993,648.1000000000001,1119.8,193.39999999999998,83.4
2018-12-08,200.6,512.1999999999999,819.3000000000001,316.20000000000005,152.9
2018-12-09,76.30000000000001,479.4,596.1999999999999,189.29999999999995,96.30000000000003
2018-12-10,622.4000000000001,1343.3000000000002,2297.6,422.40000000000003,181.60000000000002
2018-12-11,2407.2000000000003,1422.3000000000002,5113.399999999999,866.6999999999998,528.5
2018-12-12,271.0,972.5,1388.1,501.9,302.2
2018-12-13,278.00000000000006,943.1999999999998,1369.2999999999997,493.1000000000001,398.2
2018-12-14,1419.8,1295.8999999999999,3472.899999999999,851.6999999999999,543.3
2018-12-15,326.8,675.0,1175.8999999999996,476.8,397.20000000000005
2018-12-16,581.8000000000001,1050.4,1942.3000000000002,309.3999999999999,166.79999999999998
2018-12-17,880.8000000000001,1178.6,2529.0,422.9,208.6
