MeasurementDateGMT,Islington - Arsenal: Nitric Oxide (ug/m3),Islington - Arsenal: Nitrogen Dioxide (ug/m3),Islington - Arsenal: Oxides of Nitrogen (ug/m3),Islington - Arsenal: PM10 Particulate (ug/m3)
2018-02-08,495.5,1190.8000000000002,1950.6,506.19999999999993
2018-02-09,81.7,564.6999999999999,690.2999999999998,292.5
2018-02-10,129.0,917.9,1116.0000000000002,289.29999999999995
2018-02-11,43.3,286.2,352.59999999999997,199.4
2018-02-12,193.4,882.8000000000001,1179.0,336.8
2018-02-13,80.30000000000001,653.7,776.6999999999999,268.6
2018-02-14,362.2,748.3999999999996,1303.8000000000002,364.0
2018-02-15,123.05,814.9999999999999,1003.65,390.9
2018-02-16,293.5,1155.0,1605.4,455.8
2018-02-17,734.9000000000001,1291.2,2417.9000000000005,619.5999999999999
2018-02-18,368.90000000000003,941.9,1507.2,456.3
2018-02-19,300.2,846.9,1307.0000000000002,379.29999999999995
2018-02-20,117.90000000000002,538.7,719.3999999999999,225.90000000000003
2018-02-21,222.8,802.2999999999998,1143.4000000000003,934.8
2018-02-22,106.6,682.0999999999999,845.6999999999999,728.3
2018-02-23,169.49999999999997,764.2,1023.8000000000002,708.7000000000002
2018-02-24,114.7,682.0000000000001,856.9000000000003,778.3999999999999
2018-02-25,67.1,449.7000000000001,552.2,519.4000000000001
2018-02-26,60.699999999999996,450.2999999999999,543.4999999999999,335.7
2018-02-27,137.6,838.5,1049.25,377.5
2018-02-28,143.6,679.3999999999999,899.6,531.3
2018-03-01,80.80000000000001,532.4,656.3,1054.5
2018-03-02,119.6,788.5,971.4000000000001,1118.8999999999996
2018-03-03,166.70000000000002,963.5000000000001,1218.6,1598.5000000000002
2018-03-04,205.90000000000003,896.5000000000001,1212.5,647.5999999999999
2018-03-05,89.5,757.0999999999999,894.2,485.40000000000003
2018-03-06,209.20000000000002,913.0,1233.8999999999999,354.20000000000005
2018-03-07,573.4000000000001,1154.2,2033.1999999999996,474.3000000000001
2018-03-08,66.69999999999999,633.7000000000002,735.9,276.1
2018-03-09,475.70000000000005,1232.6999999999998,1962.0,547.4999999999999
2018-03-10,85.2,778.5999999999998,909.1999999999999,473.30000000000007
2018-03-11,358.50000000000017,1080.5,1630.3000000000002,581.0000000000001
2018-03-12,198.85000000000002,869.35,1174.0000000000002,290.50000000000006
2018-03-13,132.89999999999998,792.0999999999999,996.4000000000001,365.69999999999993
2018-03-14,91.89999999999999,639.8000000000002,780.3,404.0
2018-03-15,124.60000000000001,924.5,1115.8000000000002,352.09999999999997
2018-03-16,153.50000000000003,767.0999999999999,1002.3000000000002,459.7
2018-03-17,35.199999999999996,342.4999999999999,396.50000000000006,457.6
2018-03-18,35.7,361.1,415.3999999999999,710.8000000000001
2018-03-19,39.4,407.7,467.9,534.7999999999997
2018-03-20,54.199999999999996,554.6,637.6,425.00000000000006
2018-03-21,277.9000000000001,935.9,1362.3000000000002,554.8
2018-03-22,88.10000000000001,657.4000000000001,792.3000000000001,519.8999999999999
2018-03-23,42.40000000000001,515.4999999999999,580.4,466.20000000000005
2018-03-24,87.10000000000001,749.7999999999998,883.4,618.5999999999999
2018-03-25,134.2,742.6,948.5,745.9
2018-03-26,60.49999999999999,706.7999999999998,799.0999999999999,397.20000000000005
2018-03-27,109.5,677.3000000000001,845.0000000000001,280.29999999999995
2018-03-28,172.5,977.1999999999999,1241.5,269.3
2018-03-29,174.5,866.5,1134.1000000000001,287.99999999999994
2018-03-30,99.19999999999999,740.7,892.4999999999999,255.70000000000005
2018-03-31,992.9000000000002,1084.7999999999997,2607.2999999999997,240.6
2018-04-01,332.90000000000003,806.5999999999999,1317.1999999999998,448.4
2018-04-02,47.79999999999999,591.8999999999999,665.1999999999998,265.49999999999994
2018-04-03,69.59999999999998,612.8,719.5,315.0
2018-04-04,50.6,522.9000000000001,600.1999999999999,306.29999999999995
2018-04-05,62.09999999999999,474.1000000000001,569.4000000000001,207.0
2018-04-06,129.60000000000002,829.4000000000001,1027.6000000000001,541.0999999999999
2018-04-07,254.00000000000003,1063.3000000000002,1452.9999999999998,719.2000000000002
2018-04-08,86.30000000000004,763.8,896.0,460.5
2018-04-09,79.3,766.1999999999999,887.8,555.8000000000001
2018-04-10,85.10000000000001,783.55,915.0,674.4000000000001
2018-04-11,111.10000000000001,684.9999999999999,855.2000000000002,959.3
2018-04-12,113.60000000000001,520.4000000000001,694.5,778.7
2018-04-13,140.09999999999997,811.0999999999999,1026.2000000000003,580.8
2018-04-14,136.2,881.1999999999999,1090.2,919.0
2018-04-15,70.89999999999999,663.8,772.5999999999999,735.4999999999998
2018-04-16,38.2,551.2,610.2,490.7
2018-04-17,65.50000000000001,640.5999999999999,741.1000000000001,439.9
2018-04-18,67.29999999999998,857.1,960.7000000000002,556.2
2018-04-19,350.5,1298.0000000000002,1835.4000000000003,1112.1
2018-04-20,110.50000000000003,875.3999999999999,1045.0,757.8999999999999
2018-04-21,143.8,1092.7,1313.4,1093.1999999999998
2018-04-22,62.7,555.1000000000001,651.3999999999999,769.4
2018-04-23,51.349999999999994,491.79999999999995,570.5,319.4
2018-04-24,47.2,485.0,557.1999999999999,305.2
2018-04-25,48.49999999999999,417.1999999999999,491.8,292.2
2018-04-26,51.900000000000006,505.7,584.9,393.1000000000001
2018-04-27,120.90000000000002,890.8,1075.8999999999999,351.80000000000007
2018-04-28,54.600000000000016,481.5,565.1999999999998,268.19999999999993
2018-04-29,64.5,325.59999999999997,424.6,346.4
2018-04-30,70.6,497.29999999999995,605.9000000000001,385.4
2018-05-01,110.40000000000002,681.0999999999999,849.8999999999999,342.40000000000003
2018-05-02,87.60000000000001,719.0,853.4,259.4
2018-05-03,178.20000000000005,855.4999999999999,1128.8000000000002,468.90000000000003
2018-05-04,138.70000000000002,883.5,1095.9,580.6
2018-05-05,215.0,905.0999999999998,1234.8000000000002,746.1
2018-05-06,33.400000000000006,784.0999999999999,835.0999999999999,860.5
2018-05-07,51.899999999999984,1007.0000000000001,1085.9999999999998,976.5
2018-05-08,295.19999999999993,1151.3999999999999,1603.9999999999995,968.9000000000001
2018-05-09,76.2,563.9499999999999,680.4000000000001,494.79999999999995
2018-05-10,49.89999999999999,497.50000000000006,574.0,408.3
2018-05-11,62.0,651.7,746.4,562.0
2018-05-12,77.39999999999999,740.0,858.7000000000002,425.65000000000003
2018-05-13,113.39999999999999,606.9,781.0,505.79999999999995
2018-05-14,46.69999999999999,402.8999999999999,474.7,385.8
2018-05-15,53.00000000000001,448.0,529.2000000000002,437.0
2018-05-16,28.200000000000003,335.4,378.99999999999994,575.0000000000001
2018-05-17,34.49999999999999,297.40000000000003,350.2,529.1
2018-05-18,65.60000000000001,526.9,627.5999999999999,503.6999999999999
2018-05-19,147.2,700.2,925.9,674.9000000000001
2018-05-20,96.7,656.3000000000002,804.5,631.0
2018-05-21,89.94999999999999,785.8499999999999,923.7000000000002,867.0
2018-05-22,24.5,293.69999999999993,331.09999999999997,703.2
2018-05-23,27.1,266.40000000000003,307.7999999999999,676.1999999999999
2018-05-24,53.099999999999994,544.7,626.1000000000001,764.8
2018-05-25,95.00000000000001,819.8000000000001,965.5999999999999,670.9
2018-05-26,21.500000000000004,376.3,409.5,941.7
2018-05-27,33.70000000000001,576.9999999999999,628.5,901.6
2018-05-28,29.399999999999995,461.0,506.4,876.1500000000001
2018-05-29,36.300000000000004,348.9,404.29999999999995,548.9999999999999
2018-05-30,80.6,676.5,800.1999999999998,571.9
2018-05-31,55.800000000000004,620.0999999999999,705.7999999999998,740.8999999999999
2018-06-01,57.900000000000006,670.5,759.8,598.9
2018-06-02,37.10000000000001,478.3,535.4,394.4
2018-06-03,50.4,502.99999999999994,580.5999999999999,386.90000000000003
2018-06-04,21.599999999999998,307.2,339.99999999999994,417.00000000000006
2018-06-05,21.400000000000002,248.50000000000006,280.8,410.9
2018-06-06,48.7,336.7,411.59999999999997,589.1
2018-06-07,38.900000000000006,380.7,441.1,549.5999999999999
2018-06-08,40.3,344.6000000000001,406.2,543.5000000000001
2018-06-09,19.2,288.9,318.40000000000003,471.80000000000007
2018-06-10,15.399999999999999,222.29999999999998,246.19999999999996,447.3
2018-06-11,35.5,281.6,335.9,395.7
2018-06-12,56.49999999999999,380.69999999999993,467.40000000000003,388.50000000000006
2018-06-13,140.7,631.4000000000002,847.1000000000001,423.8999999999999
2018-06-14,56.900000000000006,456.1,543.5000000000001,473.1
2018-06-15,56.90000000000002,462.50000000000006,549.9999999999999,504.4
2018-06-16,33.9,364.6,416.3999999999999,360.3
2018-06-17,20.1,268.7,299.8,289.6
2018-06-18,48.4,314.9,389.3,417.1
2018-06-19,85.39999999999999,310.2,441.00000000000006,313.4
2018-06-20,109.10000000000002,324.6,492.29999999999995,292.4
2018-06-21,55.6,260.3,345.8,414.70000000000005
2018-06-22,55.94999999999998,337.35,423.45000000000005,458.00000000000006
2018-06-23,47.7,426.2,499.6,529.3000000000001
2018-06-24,39.39999999999999,413.2,473.9999999999999,462.90000000000003
2018-06-25,54.000000000000014,532.8,615.0999999999999,495.40000000000003
2018-06-26,131.1,661.3000000000003,862.4999999999999,530.4000000000001
2018-06-27,55.2,290.00000000000006,374.69999999999993,471.5
2018-06-28,60.40000000000002,284.6,377.0,534.5999999999999
2018-06-29,64.39999999999998,326.4,425.19999999999993,475.44999999999993
2018-06-30,37.2,175.8,232.70000000000005,469.3
2018-07-01,40.80000000000001,381.8,444.19999999999993,575.6
2018-07-02,47.699999999999996,304.50000000000006,377.70000000000005,507.8999999999999
2018-07-03,32.9,176.5,226.79999999999998,423.0
2018-07-04,54.79999999999999,447.90000000000003,532.1,560.3000000000001
2018-07-05,103.2,807.9,966.0000000000001,865.8
2018-07-06,52.00000000000001,617.4000000000001,697.6000000000001,764.5000000000001
2018-07-07,51.7,530.0,609.2,796.1
2018-07-08,30.600000000000005,464.9000000000001,512.1000000000001,522.3999999999999
2018-07-09,76.09999999999997,540.5,657.8000000000001,523.3000000000001
2018-07-10,39.49999999999999,195.29999999999998,256.40000000000003,400.4999999999999
2018-07-11,32.4,231.3,281.19999999999993,424.1
2018-07-12,36.1,412.79999999999995,468.3,518.5
2018-07-13,64.5,420.0999999999999,518.8999999999999,506.90000000000003
2018-07-14,42.00000000000001,516.7,581.1,446.30000000000007
2018-07-15,123.7,691.8999999999999,881.8000000000001,484.40000000000003
2018-07-16,48.99999999999999,553.8000000000002,628.4999999999999,421.6
2018-07-17,48.1,399.70000000000005,473.7,346.7999999999999
2018-07-18,60.50000000000001,600.1999999999999,692.9,370.3
2018-07-19,280.1,975.0999999999999,1404.2000000000003,544.1
2018-07-20,66.15,752.0999999999999,853.2499999999999,515.1
2018-07-21,47.2,492.8,564.3999999999999,575.8
2018-07-22,37.599999999999994,531.4000000000001,589.0,476.69999999999993
2018-07-23,69.5,504.50000000000006,611.4,455.09999999999997
2018-07-24,61.1,454.0,547.3000000000001,472.40000000000003
2018-07-25,48.599999999999994,489.79999999999995,563.9999999999999,503.00000000000006
2018-07-26,64.20000000000002,591.0,689.7,726.4
2018-07-27,55.99999999999999,587.9000000000001,673.6999999999999,632.9000000000001
2018-07-28,22.2,151.69999999999996,185.70000000000002,442.70000000000005
2018-07-29,20.8,124.59999999999998,156.19999999999996,245.29999999999995
2018-07-30,56.14999999999999,215.25000000000006,301.15000000000003,243.60000000000002
2018-07-31,36.3,257.29999999999995,313.2,308.49999999999994
2018-08-01,69.80000000000001,377.80000000000007,484.59999999999985,389.69999999999993
2018-08-02,74.80000000000001,560.0,674.8000000000001,473.4
2018-08-03,197.5,603.8,906.4,526.1000000000001
2018-08-04,35.9,247.1,302.19999999999993,311.9
2018-08-05,32.8,398.80000000000007,449.2000000000001,342.8999999999999
2018-08-06,120.69999999999997,743.3000000000001,928.4000000000001,562.9
2018-08-07,84.30000000000004,778.0,906.6000000000001,596.35
2018-08-08,42.3,286.7,351.3000000000001,306.79999999999995
2018-08-09,149.4,635.5999999999999,864.4,345.3999999999999
2018-08-10,111.8,548.1999999999999,719.8000000000001,313.90000000000003
2018-08-11,119.1,581.5000000000001,764.0999999999998,317.7
2018-08-12,23.2,349.00000000000006,385.1,278.6000000000001
2018-08-13,72.1,393.79999999999995,504.9,359.05
2018-08-14,89.80000000000001,404.2,542.2000000000002,374.3
2018-08-15,41.79999999999999,424.5,487.80000000000007,375.0
2018-08-16,107.89999999999999,561.3,726.7,384.59999999999997
2018-08-17,139.05000000000004,509.8,722.85,348.00000000000006
2018-08-18,61.2,430.70000000000005,524.8,337.2
2018-08-19,42.0,295.6,359.8,339.7999999999999
2018-08-20,77.5,485.19999999999993,604.0000000000001,306.8
2018-08-21,66.89999999999999,540.1,642.3000000000001,306.09999999999997
2018-08-22,90.89999999999999,641.9,781.4,353.6
2018-08-23,73.0,415.99999999999994,527.1999999999999,331.3
2018-08-24,65.7,392.59999999999997,493.1,316.59999999999997
2018-08-25,192.6,500.1000000000001,795.4,316.40000000000003
2018-08-26,303.59999999999997,581.4,1047.3,289.19999999999993
2018-08-27,48.8,347.3,422.3,252.49999999999997
2018-08-28,57.30000000000001,545.8999999999999,633.8000000000001,344.59999999999997
2018-08-29,179.69999999999993,725.4,1000.8499999999999,381.0
2018-08-30,65.0,493.69999999999993,593.4000000000001,408.40000000000003
2018-08-31,121.60000000000002,758.4000000000001,945.3000000000001,477.09999999999997
2018-09-01,260.2,696.9,1095.8,534.9999999999999
2018-09-02,101.20000000000002,781.0000000000001,936.4999999999999,551.9
2018-09-03,216.29999999999995,928.8999999999999,1260.4999999999998,610.6999999999999
2018-09-04,48.0,495.0999999999999,568.6,477.1
2018-09-05,56.2,409.6000000000001,495.40000000000015,505.59999999999997
2018-09-06,92.2,486.6,627.9999999999999,505.59999999999997
2018-09-07,110.80000000000001,564.6,734.6,355.2
2018-09-08,79.80000000000001,637.5999999999999,759.1999999999998,287.9
2018-09-09,26.2,352.7,392.6000000000001,281.0
2018-09-10,62.900000000000006,415.75,512.0500000000001,403.5
2018-09-11,56.99999999999999,391.2,478.5,369.8
2018-09-12,330.40000000000003,482.9,989.1,311.40000000000003
2018-09-13,742.8999999999999,835.3999999999999,1973.9999999999995,476.3999999999999
2018-09-14,139.9,814.9000000000001,1029.2999999999997,314.70000000000005
2018-09-15,95.49999999999999,599.5,746.2000000000003,373.3
2018-09-16,27.8,428.70000000000005,471.09999999999985,340.7
2018-09-17,35.4,473.7,528.1999999999999,374.8999999999999
2018-09-18,41.1,380.00000000000006,442.7999999999999,405.59999999999997
2018-09-19,38.699999999999996,380.00000000000006,439.50000000000006,503.4
2018-09-20,36.89999999999999,386.4,442.89999999999986,491.8999999999999
2018-09-21,59.6,380.4,472.4,300.40000000000003
2018-09-22,73.4,582.5999999999999,694.3999999999999,286.00000000000006
2018-09-23,53.4,371.59999999999997,453.6,205.39999999999998
2018-09-24,1017.0500000000001,696.4,2255.5,456.0999999999999
2018-09-25,1404.8000000000002,1023.5,3177.6000000000004,566.4000000000001
2018-09-26,400.5,1381.2,1995.2999999999997,512.3000000000001
2018-09-27,255.60000000000002,1128.1000000000001,1520.6,529.8000000000001
2018-09-28,48.5,419.30000000000007,493.49999999999994,341.9
2018-09-29,485.79999999999995,1013.5999999999999,1758.3,536.9
2018-09-30,225.6,617.3,963.0999999999998,331.30000000000007
2018-10-01,82.30000000000001,508.3,634.3,267.7
2018-10-02,89.19999999999999,415.70000000000005,552.2,341.6
2018-10-03,681.4,665.0,1709.7,404.90000000000003
2018-10-04,254.99999999999997,663.0000000000001,1054.1000000000001,406.6999999999998
2018-10-05,551.7,1096.3000000000002,1942.0000000000002,682.6
2018-10-06,58.00000000000001,476.00000000000006,565.0,306.80000000000007
2018-10-07,228.29999999999998,613.0,963.2000000000002,307.5
2018-10-08,157.9,800.3000000000001,1042.6000000000001,301.09999999999997
2018-10-09,294.59999999999997,859.2,1310.8,465.8
2018-10-10,574.7500000000001,1150.1,2031.1,1042.1
2018-10-11,41.90000000000001,490.4,554.3,403.2000000000001
2018-10-12,25.799999999999997,347.2000000000001,387.1999999999999,344.70000000000005
2018-10-13,36.1,365.69999999999993,420.9,372.2999999999999
2018-10-14,17.599999999999994,262.6,289.3,114.7
2018-10-15,59.4,585.1,676.7,258.2
2018-10-16,126.7,592.6999999999999,786.5999999999999,494.19999999999993
2018-10-17,346.4,895.1,1426.1,360.6
2018-10-18,74.19999999999999,584.2,697.9,348.70000000000005
2018-10-19,994.1,999.4999999999999,2523.7,620.5
2018-10-20,2280.8,1235.1999999999998,4732.5,863.9
2018-10-21,416.80000000000007,806.1000000000001,1445.1,478.40000000000003
2018-10-22,332.3,673.7,1183.2,408.30000000000007
2018-10-23,244.2,725.3999999999999,1099.7999999999997,413.49999999999994
2018-10-24,134.29999999999998,625.65,831.2500000000001,427.19999999999993
2018-10-25,223.2,683.7000000000002,1026.0,455.00000000000006
2018-10-26,86.9,597.3999999999999,730.6999999999998,301.90000000000003
2018-10-27,69.2,345.50000000000006,451.90000000000003,170.20000000000002
2018-10-28,30.800000000000008,368.4,416.00000000000006,182.89999999999998
2018-10-29,100.3,568.4999999999999,722.4,237.6
2018-10-30,172.8,609.1,873.7999999999998,357.3999999999999
2018-10-31,1000.7,1052.8999999999999,2587.4999999999995,544.8
2018-11-01,450.19999999999993,992.4,1683.0000000000002,402.5
2018-11-02,1469.9000000000003,1138.0,3391.8,638.1
2018-11-03,89.60000000000001,838.0000000000001,975.2999999999998,459.7
2018-11-04,100.4,692.7000000000002,846.8,617.0999999999999
2018-11-05,973.9000000000001,877.6999999999999,2371.2999999999997,1138.6000000000001
2018-11-06,967.3,582.9000000000001,2066.2000000000003,811.4000000000002
2018-11-07,65.00000000000001,498.1,597.6999999999999,308.0
2018-11-08,73.10000000000002,589.4000000000001,701.9999999999999,445.99999999999994
2018-11-09,276.69999999999993,691.0,1115.3,427.00000000000006
2018-11-10,69.60000000000001,664.6999999999999,771.6000000000001,345.2
2018-11-11,41.9,578.6,642.9,257.59999999999997
2018-11-12,82.89999999999998,792.8000000000002,919.6,356.2000000000001
2018-11-13,95.69999999999997,792.1,938.7000000000002,389.7
2018-11-14,288.5,844.9,1287.0,471.1
2018-11-15,484.8999999999999,865.5999999999999,1608.8000000000002,628.4000000000001
2018-11-16,214.4,705.5,1034.0,357.4999999999999
2018-11-17,214.8,869.4000000000001,1198.6999999999998,612.4999999999999
2018-11-18,128.40000000000003,675.0999999999999,871.7999999999998,493.90000000000003
2018-11-19,47.70000000000001,441.40000000000003,514.4000000000001,245.4
2018-11-20,82.64999999999999,634.3,761.3500000000001,328.4
2018-11-21,655.4,959.2,1963.8999999999999,551.6999999999999
2018-11-22,1658.3999999999999,1107.7000000000003,3650.1,1109.0
2018-11-23,539.1,1070.1999999999998,1896.4000000000003,897.3999999999999
2018-11-24,222.3,895.1999999999999,1236.0,659.5
2018-11-25,66.4,563.9000000000002,665.8,460.89999999999986
2018-11-26,209.1,725.3999999999999,1046.5,363.0
2018-11-27,394.50000000000006,936.0999999999999,1541.2,429.9
2018-11-28,85.99999999999999,722.8,854.4999999999999,315.00000000000006
2018-11-29,38.69999999999999,510.6,570.5999999999999,310.20000000000005
2018-11-30,85.29999999999997,795.0999999999999,925.9,359.9
2018-12-01,51.50000000000001,643.5999999999999,722.6000000000003,246.60000000000002
2018-12-02,28.8,372.80000000000007,416.8,134.7
2018-12-03,82.5,548.3,675.0,334.2
2018-12-04,1008.5000000000001,1226.6,2773.2000000000003,459.1000000000001
2018-12-05,319.2999999999999,925.7,1414.8000000000002,325.4
2018-12-06,69.75,606.8499999999999,713.6500000000002,250.90000000000003
2018-12-07,60.59999999999999,477.7,570.8999999999999,263.49999999999994
2018-12-08,28.499999999999996,337.50000000000006,381.5,364.8
2018-12-09,34.7,358.59999999999997,412.4,217.90000000000003
2018-12-10,287.6,986.1,1427.3999999999999,375.79999999999995
2018-12-11,2113.4,1382.8000000000004,4623.799999999999,864.8999999999997
2018-12-12,161.7,911.5000000000003,1159.6000000000001,487.40000000000003
2018-12-13,446.40000000000003,1033.1,1717.1,523.8
2018-12-14,674.0000000000001,1061.8000000000004,2095.6,661.1999999999999
2018-12-15,76.0,584.2,701.1999999999999,488.9000000000001
2018-12-16,104.19999999999999,794.8000000000003,954.4000000000001,281.8
2018-12-17,197.5,945.5000000000001,1248.8000000000002,366.99999999999994
2018-12-18,26.499999999999993,479.90000000000003,520.3000000000001,387.80000000000007
2018-12-19,47.599999999999994,839.6000000000001,912.65,246.19999999999996
2018-12-20,51.8,717.3,796.4000000000001,285.5
2018-12-21,20.099999999999994,511.49999999999994,542.5,471.15
2018-12-22,62.4,727.4,823.0,355.3
2018-12-23,37.29999999999999,561.4999999999998,618.6,200.80000000000004
2018-12-24,1437.2,981.6,3185.4999999999995,583.0999999999999
2018-12-25,2295.7999999999997,1138.7,4659.3,599.6000000000001
2018-12-26,501.49999999999994,958.7000000000002,1727.8,386.4
2018-12-27,3515.3999999999996,1220.3000000000002,6610.600000000001,1015.1
2018-12-28,1872.5000000000005,1095.7,3967.1,746.0
2018-12-29,158.20000000000002,750.1000000000001,992.7,361.9
2018-12-30,188.19999999999996,717.7,1006.5000000000001,250.90000000000003
2018-12-31,20.099999999999998,382.50000000000006,413.00000000000006,202.4
2019-01-01,1.6000000000000005,425.5,427.99999999999994,276.7
2019-01-02,40.300000000000004,667.8000000000001,729.1,326.09999999999997
2019-01-03,62.4,866.9000000000002,962.6999999999999,529.6
2019-01-04,212.20000000000002,944.0,1269.7,773.5000000000001
2019-01-05,51.7,716.4,795.5999999999999,542.3
2019-01-06,80.9,855.8,979.6000000000001,550.5999999999999
2019-01-07,48.800000000000004,756.5999999999999,831.6999999999999,416.4
2019-01-08,53.2,546.1999999999999,627.8000000000002,464.3999999999999
2019-01-09,79.89999999999998,699.3,821.5,433.85
2019-01-10,522.1999999999999,1146.6,1946.8999999999999,967.0000000000002
2019-01-11,236.0,1027.3,1389.1,544.6
2019-01-12,27.2,710.9,752.6000000000001,308.20000000000005
2019-01-13,-5.4,355.70000000000005,346.5999999999999,312.1000000000001
2019-01-14,84.19999999999999,731.6,860.5,440.1
2019-01-15,94.60000000000002,1007.0,1152.1,340.4
2019-01-16,50.8,831.8999999999999,909.8000000000001,279.3
2019-01-17,117.49999999999999,829.5,1009.5999999999999,318.9
2019-01-18,594.4999999999999,1059.8,1971.7,559.8
2019-01-19,79.30000000000001,870.1999999999999,991.6000000000001,531.2
2019-01-20,487.69999999999993,1109.5000000000002,1857.4000000000003,760.3
2019-01-21,1180.5999999999997,972.9999999999999,2782.7500000000005,947.5
2019-01-22,279.69999999999993,1050.5,1479.3999999999999,349.8
2019-01-23,643.6,910.6000000000001,1897.2,456.0
2019-01-24,1733.4999999999995,1491.9,4150.1,801.8
2019-01-25,398.50000000000006,1107.3,1718.1000000000001,469.1
2019-01-26,50.7,497.4,575.1,284.69999999999993
2019-01-27,41.09999999999999,239.89999999999998,302.8,326.79999999999995
2019-01-28,339.2,827.0,1347.2,398.4000000000001
2019-01-29,302.59999999999997,1227.8,1691.5999999999997,419.49999999999994
2019-01-30,648.0500000000001,1111.4,2105.2999999999997,428.29999999999995
2019-01-31,2098.3000000000006,1311.0000000000002,4528.500000000002,686.5000000000001
2019-02-01,59.9,648.6,740.4999999999999,314.8999999999999
2019-02-02,89.80000000000001,480.9999999999999,618.5,323.49999999999994
2019-02-03,191.90000000000003,880.0000000000001,1174.1999999999998,368.5
2019-02-04,383.99999999999994,931.1999999999998,1520.0,333.3
2019-02-05,290.7999999999999,953.2,1399.1,358.29999999999995
2019-02-06,139.6,890.6999999999999,1105.1,330.9
2019-02-07,37.800000000000004,553.4,611.4,306.2
2019-02-08,25.599999999999998,523.3,562.4000000000001,325.20000000000005
2019-02-09,13.2,407.6,428.09999999999997,372.59999999999997
2019-02-10,59.39999999999999,557.2,648.1,184.50000000000003
2019-02-11,251.8,916.3,1302.6,301.29999999999995
2019-02-12,253.79999999999998,1134.6,1523.8,447.2
2019-02-13,122.60000000000002,987.8999999999999,1176.2,548.0
2019-02-14,1470.1,1517.8000000000002,3771.6000000000004,1022.2999999999997
2019-02-15,1699.6000000000001,1532.9999999999998,4139.0999999999985,1094.8999999999999
2019-02-16,81.49999999999997,1078.3999999999999,1203.2000000000003,730.5
2019-02-17,236.7,817.6,1180.8999999999999,748.7
2019-02-18,55.1,827.3,911.6999999999999,440.79999999999995
2019-02-19,111.5,803.9,974.5,422.7
2019-02-20,69.10000000000001,715.4,821.1999999999999,402.19999999999993
2019-02-21,51.8,814.6999999999999,894.3000000000001,554.4
2019-02-22,586.9000000000001,1268.8000000000002,2168.3999999999996,817.6
2019-02-23,571.9,1109.6,1986.7,907.8
2019-02-24,1014.9000000000001,1337.8999999999999,2894.2000000000003,1192.7000000000003
2019-02-25,1328.6999999999996,1730.5000000000002,3767.999999999999,1217.9000000000003
2019-02-26,1643.8999999999996,1963.7,4484.2,1467.0
2019-02-27,1465.75,1790.4000000000005,4037.6999999999994,1673.4000000000003
2019-02-28,109.2,930.0,1097.6000000000001,796.2
2019-03-01,66.89999999999999,723.9,826.7999999999997,654.3
