MeasurementDateGMT,Hillingdon - Harlington: Nitric Oxide (ug/m3),Hillingdon - Harlington: Nitrogen Dioxide (ug/m3),Hillingdon - Harlington: Oxides of Nitrogen (ug/m3),Hillingdon - Harlington: Ozone (ug/m3),Hillingdon - Harlington: PM10 Particulate (ug/m3),Hillingdon - Harlington: PM2.5 Particulate (ug/m3)
2018-07-04,90.60000000000001,660.4,799.6999999999999,1389.3999999999999,483.90000000000003,246.29999999999998
2018-07-05,111.8,914.3000000000001,1085.9,1519.0000000000002,625.9999999999998,343.80000000000007
2018-07-06,136.40000000000006,871.6000000000001,1080.3000000000002,1403.6,576.9,315.2
2018-07-07,207.89999999999995,841.0999999999998,1160.7,1374.6,580.7,337.2999999999999
2018-07-08,61.900000000000006,497.6000000000001,592.3999999999999,1449.1000000000001,409.4,245.49999999999994
2018-07-09,277.1000000000001,707.9999999999999,1132.7999999999997,1096.3000000000002,535.4,228.80000000000004
2018-07-10,102.29999999999998,280.8,437.0,1011.0000000000001,309.2,136.2
2018-07-11,96.55,318.49999999999994,466.7500000000001,997.0500000000001,394.8999999999999,198.9
2018-07-12,126.6,529.5,723.9000000000001,954.7,512.4,264.3
2018-07-13,92.1,681.1999999999999,822.2,1271.2,526.1999999999999,296.80000000000007
2018-07-14,88.10000000000001,732.8999999999999,867.9000000000002,1533.0000000000002,445.09999999999997,285.7999999999999
2018-07-15,95.3,708.7,854.1999999999999,1420.6000000000001,405.70000000000005,248.69999999999996
2018-07-16,105.19999999999999,633.3,794.3999999999999,1455.4,487.8000000000001,188.7
2018-07-17,69.79999999999998,393.2,500.30000000000007,1098.8,449.40000000000003,111.7
2018-07-18,171.4,748.1000000000001,1010.7000000000002,1028.3999999999999,288.70000000000005,116.6
2018-07-19,249.2,814.3000000000002,1195.9999999999998,1191.9,378.0,157.8
2018-07-20,135.50000000000003,797.4,1005.1000000000004,1464.4999999999998,364.5999999999999,174.9
2018-07-21,65.8,519.7,620.9000000000001,1663.2,492.99999999999994,322.7
2018-07-22,71.6,640.4,750.1000000000001,1038.3,378.80000000000007,192.69999999999996
2018-07-23,186.8,776.3999999999997,1062.7,1062.7,331.3,141.2
2018-07-24,93.99999999999999,618.9,762.9000000000001,1207.1000000000001,361.50000000000006,170.9
2018-07-25,156.10000000000002,754.3000000000002,993.6,1134.6,421.70000000000005,160.2
2018-07-26,169.59999999999994,956.6,1216.6,1520.9,603.0999999999998,339.99999999999994
2018-07-27,173.10000000000002,848.7000000000002,1114.4,1150.3,544.0,270.0
2018-07-28,134.69999999999996,439.6,646.0000000000001,1040.9999999999998,286.30000000000007,125.00000000000001
2018-07-29,195.7,499.20000000000005,799.2999999999998,697.8,188.79999999999998,123.49999999999999
2018-07-30,168.10000000000002,423.1,680.8000000000001,541.8000000000001,264.0,106.80000000000001
2018-07-31,86.1,417.40000000000003,549.4,1006.5999999999999,192.09999999999994,98.49999999999999
2018-08-01,171.3,532.0000000000001,794.5,1008.9000000000001,287.0,118.99999999999999
2018-08-02,159.4,605.5999999999999,850.2999999999998,864.1999999999999,273.90000000000003,109.2
2018-08-03,467.5999999999999,743.1,1460.2,903.1,406.09999999999997,136.5
2018-08-04,61.7,340.59999999999997,435.1,1089.7,293.4,115.99999999999999
2018-08-05,128.7,524.0999999999999,721.1999999999999,1289.6,303.2,143.79999999999998
2018-08-06,321.9000000000001,984.4999999999999,1478.2000000000003,1458.0,447.99999999999994,197.4
2018-08-07,117.9,821.3999999999999,1002.4000000000001,1268.8,499.49999999999994,186.19999999999996
2018-08-08,60.99999999999999,358.1,451.30000000000007,1175.0,237.5,81.70000000000002
2018-08-09,340.1,781.2,1302.4,331.90000000000003,300.40000000000003,137.89999999999998
2018-08-10,152.0,593.3,826.3000000000002,614.5,219.2000000000001,71.50000000000001
2018-08-11,262.29999999999995,727.9,1130.1,659.6999999999999,192.70000000000002,102.4
2018-08-12,143.9,564.9,785.5,748.0000000000001,196.3,95.00000000000001
2018-08-13,111.60000000000001,449.09999999999997,619.9,673.1999999999999,255.59999999999997,117.70000000000002
2018-08-14,127.7,434.9999999999999,630.6000000000001,819.1000000000001,371.19999999999993,127.59999999999998
2018-08-15,76.19999999999997,424.90000000000003,541.9,862.0000000000002,243.15000000000003,124.64999999999999
2018-08-16,152.4,491.1999999999999,724.8000000000001,606.8,186.7,102.79999999999998
2018-08-17,203.9,440.5999999999999,752.9000000000002,701.3,240.69999999999996,114.49999999999999
2018-08-18,94.39999999999999,434.40000000000003,579.3000000000001,687.5999999999999,222.80000000000004,138.9
2018-08-19,80.5,291.30000000000007,415.00000000000006,683.3,188.10000000000005,118.30000000000001
2018-08-20,101.59999999999998,400.70000000000005,556.4999999999999,609.8,231.60000000000002,105.29999999999998
2018-08-21,115.7,593.0999999999998,770.7,810.4000000000001,218.39999999999998,95.5
2018-08-22,111.80000000000001,468.1999999999999,639.9,538.5,341.7000000000001,119.5
2018-08-23,89.19999999999997,323.80000000000007,460.1999999999998,791.0000000000001,234.89999999999998,107.1
2018-08-24,70.60000000000001,338.0,446.4,851.6,350.1999999999999,95.00000000000003
2018-08-25,411.6,498.4,1129.5,688.4000000000001,175.0,91.6
2018-08-26,1399.7404858299594,861.8408906882592,3008.5412955465576,68.79959514170041,347.2462686567164,237.53582089552236
2018-08-27,1097.178947368421,783.0947368421052,2465.81052631579,119.68421052631578,385.34328358208955,247.5044776119403
2018-08-28,987.5757085020242,735.7554655870446,2250.335222672065,172.62024291497977,439.50447761194044,268.99701492537315
2018-08-29,877.9724696356275,688.4161943319839,2034.8599190283403,225.5562753036438,493.6656716417908,290.48955223880597
2018-08-30,768.3692307692309,641.0769230769231,1819.3846153846152,278.4923076923077,547.8268656716419,311.9820895522388
2018-08-31,658.765991902834,593.7376518218624,1603.9093117408906,331.4283400809717,601.9880597014926,333.47462686567167
2018-09-01,549.1627530364372,546.3983805668016,1388.434008097166,384.36437246963555,656.1492537313433,354.9671641791045
2018-09-02,439.55951417004053,499.05910931174094,1172.9587044534412,437.3004048582996,710.310447761194,376.45970149253736
2018-09-03,329.9562753036437,451.7198380566802,957.4834008097166,490.23643724696365,661.5656716417909,346.78955223880604
2018-09-04,220.35303643724694,404.3805668016195,742.0080971659917,543.1724696356275,456.0,272.4
2018-09-05,113.06558704453442,433.0202429149798,606.674898785425,947.6453441295547,418.1,224.9
2018-09-06,193.79999999999998,636.2,933.6,781.2999999999998,332.6999999999999,171.59999999999997
2018-09-07,105.90000000000002,568.0999999999999,730.5999999999999,853.4000000000001,258.30000000000007,90.5
2018-09-08,163.7,756.3000000000001,1007.8000000000001,714.1999999999999,164.69999999999996,87.99999999999997
2018-09-09,57.7,481.0999999999999,569.4,1078.5000000000002,165.6,96.39999999999999
2018-09-10,84.80000000000001,562.0999999999999,692.5000000000001,971.0000000000002,259.3999999999999,109.7
2018-09-11,96.39999999999998,516.5,663.9,853.2000000000003,202.6,100.00000000000001
2018-09-12,747.4000000000001,696.9,1843.0,598.6999999999998,199.70000000000002,104.6
2018-09-13,865.4999999999999,817.4000000000001,2144.5999999999995,490.3,285.5,143.20000000000002
2018-09-14,107.90000000000003,634.6,800.0,734.1,219.0,83.3
2018-09-15,146.9,588.6,814.0,823.1,225.1,128.20000000000002
2018-09-16,122.39999999999998,747.3,934.6999999999999,930.8000000000002,200.3,112.1
2018-09-17,121.1,775.3000000000002,961.0,1198.0,258.6,134.0
2018-09-18,99.10000000000001,534.1,685.5999999999998,1154.6000000000001,336.59999999999997,151.6
2018-09-19,81.90000000000002,480.8,606.4000000000001,1017.9999999999998,274.5,153.99999999999997
2018-09-20,96.30000000000001,488.79999999999995,637.0999999999999,1059.8,272.49999999999994,160.00000000000003
2018-09-21,59.99999999999999,290.6,382.8,1045.8999999999999,153.10000000000002,66.0
2018-09-22,90.5,522.5,661.2,776.3999999999999,191.6,111.6
2018-09-23,93.6,466.2,609.4000000000001,859.4,126.00000000000001,77.40000000000002
2018-09-24,986.5,951.5000000000001,2463.7999999999997,498.5,273.09999999999997,113.4
2018-09-25,1546.4,1139.1,3510.100000000001,538.0,318.19999999999993,181.7
2018-09-26,1063.2,1300.1,2930.1,539.2,363.5,177.3
2018-09-27,783.9000000000001,1275.6999999999998,2477.6000000000004,653.9,392.19999999999993,185.39999999999995
2018-09-28,105.3,516.0,677.7,926.7999999999998,270.0,102.60000000000002
2018-09-29,1157.3999999999999,1154.5,2928.8,431.4000000000001,427.0,198.8
2018-09-30,338.09999999999985,717.1999999999998,1235.0,684.6999999999999,266.7,171.0
2018-10-01,176.19999999999996,583.1999999999999,853.7,810.0999999999999,240.2,88.2
2018-10-02,79.60000000000001,373.09999999999997,494.6999999999999,936.0999999999999,234.5,69.60000000000001
2018-10-03,453.29999999999995,732.8,1427.7,423.0,302.0,97.7
2018-10-04,169.1,588.7,848.1999999999999,434.19999999999993,308.0,184.5
2018-10-05,531.6999999999999,1079.7000000000003,1894.8000000000004,455.4000000000001,607.8000000000001,368.7
2018-10-06,235.00000000000003,455.6,815.8000000000001,884.4999999999999,265.79999999999995,173.89999999999998
2018-10-07,241.79999999999995,627.5,998.4000000000001,744.4999999999999,185.39999999999995,92.1
2018-10-08,264.99999999999994,942.5000000000001,1349.4,596.5999999999999,177.89999999999995,97.6
2018-10-09,491.1,1107.4999999999998,1860.2999999999997,681.7,312.0,183.5
2018-10-10,1003.8,1330.7000000000003,2869.4999999999995,482.90000000000003,857.2999999999998,567.3000000000001
2018-10-11,128.89999999999998,856.1000000000001,1053.6,848.5000000000001,299.7,163.8
2018-10-12,118.29999999999998,572.2,753.5999999999999,1148.1000000000001,297.2,114.3
2018-10-13,177.5,769.4,1041.3999999999999,947.3,260.1,143.09999999999997
2018-10-14,59.099999999999994,307.3,398.2,1203.4,85.5,43.300000000000004
2018-10-15,264.4,706.5,1111.3000000000004,658.6000000000003,198.89999999999998,131.3
2018-10-16,210.79999999999995,782.1999999999998,1105.6000000000001,550.5999999999998,408.5,279.0
2018-10-17,389.19999999999993,1040.0,1636.3,293.40000000000003,295.8,163.99999999999997
2018-10-18,355.29999999999995,792.85,1337.2999999999997,394.29999999999995,352.49999999999994,200.39999999999995
2018-10-19,1639.3000000000002,1219.7,3733.5,255.2,434.70000000000005,242.5
2018-10-20,1337.2999999999997,1146.9999999999998,3198.0,254.50000000000006,565.6,398.6
2018-10-21,685.1999999999998,691.4000000000001,1741.5999999999997,491.0,356.3,256.59999999999997
2018-10-22,594.1,858.6,1769.1999999999998,671.5000000000002,426.4000000000001,192.1
2018-10-23,176.69999999999996,718.8,990.0000000000001,520.5,355.1,161.99999999999994
