MeasurementDateGMT,Lewisham - Deptford: Nitric Oxide (ug/m3),Lewisham - Deptford: Nitrogen Dioxide (ug/m3),Lewisham - Deptford: Oxides of Nitrogen (ug/m3)
2018-03-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-03-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-03-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-03-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-03-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-03-31,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-04-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-05-31,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-06-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-07-31,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-08-31,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-09-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-10-31,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-11-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-01,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-02,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-03,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-04,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-05,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-06,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-07,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-08,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-09,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-10,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-11,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-12,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-13,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-14,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-15,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-16,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-17,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-18,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-19,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-20,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-21,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-22,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-23,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-24,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-25,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-26,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-27,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-28,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-29,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-30,153.60000000000005,578.4000000000002,811.1999999999997
2018-12-31,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-01,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-02,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-03,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-04,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-05,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-06,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-07,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-08,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-09,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-10,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-11,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-12,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-13,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-14,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-15,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-16,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-17,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-18,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-19,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-20,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-21,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-22,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-23,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-24,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-25,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-26,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-27,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-28,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-29,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-30,153.60000000000005,578.4000000000002,811.1999999999997
2019-01-31,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-01,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-02,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-03,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-04,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-05,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-06,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-07,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-08,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-09,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-10,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-11,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-12,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-13,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-14,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-15,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-16,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-17,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-18,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-19,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-20,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-21,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-22,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-23,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-24,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-25,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-26,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-27,153.60000000000005,578.4000000000002,811.1999999999997
2019-02-28,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-01,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-02,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-03,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-04,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-05,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-06,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-07,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-08,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-09,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-10,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-11,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-12,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-13,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-14,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-15,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-16,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-17,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-18,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-19,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-20,153.60000000000005,578.4000000000002,811.1999999999997
2019-03-21,153.60000000000005,578.4000000000002,811.1999999999997
