MeasurementDateGMT,Camden - Swiss Cottage: Nitric Oxide (ug/m3),Camden - Swiss Cottage: Nitrogen Dioxide (ug/m3),Camden - Swiss Cottage: Oxides of Nitrogen (ug/m3),Camden - Swiss Cottage: PM10 Particulate (ug/m3),Camden - Swiss Cottage: PM2.5 Particulate (ug/m3)
2018-04-28,2102.8,1954.5,5178.5,372.5999999999999,197.0
2018-04-29,923.9999999999998,1043.2,2459.899999999999,279.8,97.30000000000001
2018-04-30,1934.5000000000002,1954.6999999999998,4920.700000000002,400.9,167.4
2018-05-01,673.5000000000001,1380.3999999999999,2412.6000000000004,359.09999999999997,158.79999999999998
2018-05-02,593.0999999999998,1266.6999999999998,2175.8,238.1,92.07313432835821
2018-05-03,1065.7999999999997,1718.3000000000004,3352.6000000000004,446.8,203.28358208955223
2018-05-04,1570.0,1990.5,4397.599999999999,580.1000000000001,198.12537313432836
2018-05-05,1491.8999999999996,2486.4999999999995,4774.0,770.3999999999999,192.9671641791045
2018-05-06,742.5999999999999,1802.6999999999998,2941.4,911.9000000000002,187.80895522388062
2018-05-07,880.7000000000002,2304.2000000000007,3654.7000000000003,961.0999999999998,182.65074626865672
2018-05-08,1107.6,1842.7000000000003,3540.7000000000003,915.5999999999998,217.2910447761194
2018-05-09,668.9,1037.2,2062.7000000000003,453.90000000000003,227.3
2018-05-10,564.1999999999999,1064.1000000000001,1929.3999999999999,325.7,128.4
2018-05-11,963.3000000000001,1587.9999999999995,3064.9999999999995,521.4,236.6
2018-05-12,760.0999999999999,1375.3999999999999,2540.6,412.4999999999999,271.8
2018-05-13,811.2,1396.3999999999999,2640.4,477.8,315.09999999999997
2018-05-14,1695.8000000000002,1695.8000000000002,4295.599999999999,437.30000000000007,175.5
2018-05-15,1705.0999999999995,1878.9,4493.1,451.1499999999999,214.10000000000002
2018-05-16,1449.7000000000003,1372.3,3594.7999999999993,529.3,221.49999999999997
2018-05-17,1414.1,1420.8,3588.8,507.0,169.40000000000003
2018-05-18,2056.3999999999996,2087.2999999999997,5240.3,567.9999999999999,236.7
2018-05-19,1374.1000000000004,2000.1000000000001,4107.299999999999,686.8,362.1
2018-05-20,872.1,1568.6999999999996,2905.7,682.3,450.40000000000003
2018-05-21,1861.6000000000001,2417.7000000000003,5271.799999999999,890.3000000000002,561.5
2018-05-22,1504.5,1678.4,3984.7999999999997,729.2,389.7
2018-05-23,1318.9000000000003,1486.7,3508.9,683.6,378.7
2018-05-24,1464.7000000000003,1612.8,3858.8999999999996,805.95,511.25
2018-05-25,1885.2,2072.8,4963.199999999999,794.1,592.8000000000001
2018-05-26,564.8000000000001,1071.8,1938.1999999999998,970.1,767.3
2018-05-27,599.5000000000001,1268.4999999999998,2188.2000000000003,719.7,501.80000000000007
2018-05-28,921.4,1364.8999999999999,2777.3,999.6000000000001,750.9000000000001
2018-05-29,1147.0,1254.5000000000002,3013.9,604.8,462.9
2018-05-30,2303.9793103448274,1999.393103448276,5532.43448275862,775.1999999999999,540.1
2018-05-31,2145.9287977632807,2303.5906803355074,5595.408760484623,992.6999999999999,741.2
2018-06-01,1977.2108108108107,2147.1783783783794,5180.324324324324,688.5000000000001,515.5
2018-06-02,2030.1405405405405,2002.9189189189187,5117.016216216216,314.9,177.8
2018-06-03,2083.0702702702706,1858.6594594594587,5053.708108108108,391.8,236.04999999999998
2018-06-04,2136.0,1714.4000000000003,4990.4,506.4,312.3
2018-06-05,1753.8202702702702,1765.7094594594596,4455.258108108109,458.6,194.80000000000004
2018-06-06,1373.4499999999998,1375.05,3480.8499999999995,619.9499999999999,254.20000000000002
2018-06-07,1630.3,1548.3,4047.9999999999995,618.5,289.3999999999999
2018-06-08,1612.3,1497.1,3969.2000000000003,583.8,266.59999999999997
2018-06-09,1136.1,1245.2999999999997,2987.0,626.1999999999999,303.70000000000005
2018-06-10,674.7,873.5999999999999,1907.7,505.0,291.0
2018-06-11,1323.8,1306.9999999999998,3336.9,406.20000000000005,174.4
2018-06-12,1659.7999999999997,1267.2,3812.6,481.59999999999997,212.29999999999998
2018-06-13,1057.8,1174.45,2796.2,430.59999999999997,165.29999999999995
2018-06-14,594.0,865.9999999999999,1777.1499999999999,404.2,181.60000000000002
2018-06-15,686.1,1001.5000000000001,2053.9,410.9999999999999,188.0
2018-06-16,380.3,716.3000000000001,1299.3,263.8,113.70000000000002
2018-06-17,263.2,550.0999999999999,953.4999999999999,239.0,112.39999999999998
2018-06-18,259.4,515.85,913.7,227.60000000000002,96.8
2018-06-19,631.2999999999998,554.95,1522.9500000000003,200.20000000000002,63.199999999999996
2018-06-20,623.1999999999999,497.0,1452.8,278.79999999999995,117.1
2018-06-21,1955.8000000000002,1575.0,4574.200000000001,444.8,128.89999999999998
2018-06-22,1806.4000000000003,1453.8999999999996,4223.5,483.90000000000003,161.00000000000003
2018-06-23,969.0999999999999,1277.9,2763.8999999999996,431.1,157.4
2018-06-24,959.9999999999999,1430.7999999999997,2902.4,508.5,210.2
2018-06-25,1250.3,1982.5999999999997,3899.8,581.8000000000001,259.80000000000007
2018-06-26,1468.8999999999996,1853.2,4105.4,626.4000000000001,262.8
2018-06-27,1046.4,1218.8000000000002,2822.9999999999995,592.3,241.79999999999998
2018-06-28,1000.5000000000001,1088.6000000000001,2623.0000000000005,603.1000000000001,287.0
2018-06-29,1015.8000000000002,1153.6,2710.9,529.6999999999999,232.60000000000002
2018-06-30,607.6,967.0000000000001,1898.4999999999995,470.0000000000001,173.29999999999998
2018-07-01,437.0,1065.8999999999999,1735.8999999999999,572.0,230.79999999999998
2018-07-02,772.9999999999999,1167.8000000000002,2353.4000000000005,525.0,150.0
2018-07-03,854.3999999999999,1254.2000000000003,2564.1,453.09999999999997,140.9
2018-07-04,1263.1999999999998,1775.4499999999998,3711.6,625.1000000000001,277.99999999999994
2018-07-05,1094.6,2009.1,3687.8,744.85,413.3
2018-07-06,1385.9999999999998,1984.6999999999998,4110.0,731.6,434.4
2018-07-07,731.9000000000002,1481.9,2604.5999999999995,797.8,504.3000000000002
2018-07-08,964.0000000000002,1647.3000000000004,3125.4,559.5,295.8
2018-07-09,1327.4999999999998,1674.8,3710.4000000000005,590.0,254.8
2018-07-10,1530.3000000000002,1241.8999999999999,3588.500000000001,411.5,140.5
2018-07-11,1556.7,1341.9,3729.4,486.80000000000007,212.1
2018-07-12,1518.7999999999995,1664.7,3993.7999999999997,631.0,299.4
2018-07-13,1564.8999999999999,1784.0999999999997,4183.800000000001,629.0,309.6
2018-07-14,983.4999999999998,1626.2000000000003,3134.1,561.5,283.5
2018-07-15,429.1,1199.6,1857.3,423.49999999999994,235.4
2018-07-16,621.1,1225.6,2178.3,493.85,208.40000000000003
2018-07-17,335.84999999999997,674.9,1190.2500000000002,297.5,92.9
2018-07-18,1044.35,1415.9499999999998,3017.2,416.79999999999995,168.5
2018-07-19,1713.5,1923.8,4551.500000000002,526.8000000000001,228.99999999999997
2018-07-20,1244.2,1702.7,3610.2999999999997,513.1999999999998,244.20000000000002
2018-07-21,936.2,1436.5,2872.0,601.4000000000001,384.1
2018-07-22,384.1,942.4,1531.3000000000002,420.7,206.7
2018-07-23,603.2000000000002,1156.0000000000002,2081.2999999999997,359.136,174.76470588235293
2018-07-24,500.19999999999993,936.3000000000001,1703.6000000000001,378.144,230.1647058823529
2018-07-25,1244.1,1318.8999999999996,3226.7,503.0199999999999,311.67058823529413
2018-07-26,1117.2000000000003,1776.2000000000003,3489.3999999999996,842.6,505.20000000000005
2018-07-27,661.8,1266.4999999999998,2281.6,579.1000000000001,276.3
2018-07-28,275.2,560.0,982.0,420.2999999999999,118.3
2018-07-29,293.30000000000007,464.79999999999995,914.1,239.2,59.900000000000006
2018-07-30,680.5999999999999,552.6999999999999,1596.7,260.9,86.80000000000003
2018-07-31,483.20000000000005,733.7000000000002,1474.7,294.1,96.5
2018-08-01,662.7,949.3500000000001,1965.6000000000001,353.09999999999997,144.39999999999995
2018-08-02,888.3,1312.5000000000002,2674.2999999999997,370.8,159.90000000000003
2018-08-03,1643.1,1627.6,4147.199999999999,450.80000000000007,180.3
2018-08-04,1179.3000000000002,1170.8000000000002,2978.5,240.53288590604026,138.49999999999997
2018-08-05,886.7,1235.8,2595.4,246.3221476510067,170.70000000000002
2018-08-06,1036.9999999999998,1567.6000000000004,3157.7999999999997,259.85234899328856,270.28313659359196
2018-08-07,706.9000000000001,1480.0,2564.400000000001,273.3825503355705,349.73220910623945
2018-08-08,349.59999999999997,688.6999999999998,1224.5,286.9127516778523,348.76087689713324
2018-08-09,1890.6,1316.1,4215.3,300.44295302013427,347.78954468802704
2018-08-10,705.0999999999999,917.7,1998.8,306.65436241610735,346.8182124789207
2018-08-11,604.4999999999999,920.3,1847.4000000000003,282.40000000000003,345.8468802698145
2018-08-12,310.99999999999994,642.0000000000001,1118.6,244.3,344.8755480607082
2018-08-13,490.09999999999997,716.6,1468.5000000000002,284.2,343.904215851602
2018-08-14,357.9,632.4,1181.2,255.59999999999997,342.93288364249577
2018-08-15,480.49999999999994,726.4000000000001,1462.7000000000003,321.99999999999994,341.96155143338956
2018-08-16,690.1,801.6000000000001,1859.7,301.7,340.9902192242833
2018-08-17,469.6999999999999,691.9,1412.05,316.1000000000001,340.01888701517703
2018-08-18,364.29999999999995,585.3,1144.0999999999997,311.40000000000003,339.0475548060708
2018-08-19,180.39999999999998,389.90000000000003,666.9,259.8,338.07622259696456
2018-08-20,497.20000000000005,677.3000000000001,1440.1,237.7,337.10489038785835
2018-08-21,631.2,950.1,1917.8000000000004,275.6,336.1335581787521
2018-08-22,582.4,885.5,1778.4000000000005,335.1,335.1622259696458
2018-08-23,542.7,630.9000000000001,1463.5000000000005,261.65,334.1908937605396
2018-08-24,232.3,535.6,891.6,217.40000000000003,333.2195615514334
2018-08-25,1050.5,1013.3999999999999,2624.1,284.59999999999997,332.2482293423271
2018-08-26,616.1,927.3000000000001,1871.4999999999998,270.8,331.27689713322087
2018-08-27,168.2,475.80000000000007,733.1,174.00000000000003,330.30556492411466
2018-08-28,1206.7000000000003,1377.5000000000002,3227.8999999999996,337.2,329.33423271500845
2018-08-29,1868.9,1697.1000000000001,4562.5,483.2,328.3629005059022
2018-08-30,1834.6000000000001,1470.3000000000004,4283.9,474.79999999999995,327.391568296796
2018-08-31,1501.6999999999998,1570.1000000000001,3872.7999999999997,513.6999999999999,301.03153456998314
2018-09-01,900.9000000000001,1516.3,2897.8000000000006,522.8,260.7
2018-09-02,728.7999999999998,1563.0,2680.7000000000003,594.6,348.40000000000003
2018-09-03,1609.8999999999996,2108.8,4577.2,738.3000000000001,411.7
2018-09-04,1471.8,1449.9000000000003,3706.4,555.5,266.2
2018-09-05,1779.9999999999998,1588.9,4318.299999999999,556.5,260.70000000000005
2018-09-06,1165.4000000000003,1140.1999999999998,2926.5,514.8,240.5
2018-09-07,276.6000000000001,681.4,1105.3000000000002,269.3,87.5
2018-09-08,527.8000000000001,1002.9999999999999,1812.4000000000003,295.8,117.4
2018-09-09,168.00000000000003,560.0999999999999,817.4000000000001,225.1,83.3
2018-09-10,335.3999999999999,752.9,1267.0000000000002,310.2,104.8
2018-09-11,433.29999999999995,666.7,1331.1000000000001,325.2,125.89999999999999
2018-09-12,2367.25,1650.0,5279.75,389.8,146.29999999999998
2018-09-13,1504.4,1251.7,3558.3000000000006,443.19999999999993,226.8
2018-09-14,561.7,1074.9,1936.4999999999998,285.30000000000007,114.09999999999998
2018-09-15,533.3,981.3999999999999,1798.7999999999997,362.2,137.7
2018-09-16,277.99999999999994,756.9000000000001,1183.1,334.30000000000007,109.8
2018-09-17,846.1999999999999,1300.9,2598.1,361.49999999999994,158.4
2018-09-18,382.3,684.2999999999998,1270.8,386.5,122.29999999999998
2018-09-19,392.69999999999993,690.3,1292.1000000000001,497.49999999999994,144.2
2018-09-20,406.49999999999994,659.9,1282.8000000000002,444.1,139.89999999999998
2018-09-21,184.39999999999998,527.4,810.0,204.04999999999998,28.4
2018-09-22,1185.9999999999998,1175.9000000000003,2994.3000000000006,291.1,105.79999999999998
2018-09-23,1198.8000000000002,1168.7,3006.8,257.40000000000003,136.1
2018-09-24,2412.7,1716.7,5415.999999999999,383.65000000000003,160.2
2018-09-25,3573.7000000000003,2053.7,7532.900000000001,576.9000000000001,312.50000000000006
2018-09-26,1377.55,1860.6999999999998,3973.3,509.4000000000001,262.40000000000003
2018-09-27,1064.8,1616.8,3249.8,576.3,322.00000000000006
2018-09-28,1653.1000000000004,1288.7000000000003,3823.5000000000005,409.99999999999994,120.0
2018-09-29,1769.3000000000004,1700.3000000000002,4413.400000000001,515.5,218.10000000000005
2018-09-30,952.0000000000001,1300.8999999999999,2760.5,437.4000000000002,228.29999999999995
2018-10-01,1469.0,1273.0,3525.6,326.44999999999993,116.89999999999999
2018-10-02,289.1,654.4,1098.2,249.39999999999998,55.300000000000004
2018-10-03,1249.4999999999998,1132.1000000000001,3047.8999999999996,333.0,143.3
2018-10-04,1035.6999999999998,1038.8999999999999,2627.400000000001,401.4,225.2
2018-10-05,1973.3,1825.0,4850.900000000001,782.5,464.4
2018-10-06,1167.8,1219.7000000000003,3010.2,381.5,182.1
2018-10-07,843.5999999999999,1176.9,2470.2,309.7,124.2
2018-10-08,667.1999999999999,1154.4000000000003,2177.2,324.7,129.90000000000003
2018-10-09,1403.7999999999997,1650.6,3802.7999999999993,446.5,217.40000000000003
2018-10-10,1813.4999999999998,2153.2000000000003,4934.099999999999,1145.3000000000002,840.5
2018-10-11,700.5,1143.0,2217.3,442.7,199.70000000000002
2018-10-12,278.90000000000003,657.9,1085.9,336.2,85.10000000000001
2018-10-13,254.99999999999994,662.3,1053.2,317.4,143.7
2018-10-14,757.5000000000001,908.5999999999999,2070.3,167.59999999999997,53.5
2018-10-15,1553.6000000000001,1262.3000000000002,3644.1999999999994,331.59999999999997,169.39999999999998
2018-10-16,1257.4,1242.4999999999998,3170.4,554.1,328.00000000000006
2018-10-17,1624.3000000000002,1478.2000000000003,3968.1,399.8999999999999,190.5
2018-10-18,1342.7,1256.3,3315.2000000000003,420.4,171.3
2018-10-19,2962.0000000000005,2058.8,6600.5,559.6,262.9
2018-10-20,2764.9000000000005,1835.2,6074.899999999999,911.5999999999999,622.2
2018-10-21,788.6999999999999,1090.6000000000001,2299.7000000000003,538.5999999999999,382.3
2018-10-22,2262.1,1617.8,5086.4000000000015,475.2,182.79999999999998
2018-10-23,442.19999999999993,931.4999999999998,1609.2,370.1,125.9
2018-10-24,654.3000000000001,987.1,1990.3999999999999,423.8,183.99999999999997
2018-10-25,828.5000000000001,1117.1,2387.5999999999995,442.90000000000003,222.70000000000002
2018-10-26,559.6000000000001,1045.2,1902.9000000000003,231.99999999999997,73.10000000000001
2018-10-27,1413.7999999999997,1262.3,3430.3999999999996,250.79999999999998,79.45
2018-10-28,847.6999999999999,910.8,2210.3000000000006,215.40000000000003,33.6
2018-10-29,1788.3000000000002,1324.5,4066.0,281.1000000000001,70.5
2018-10-30,899.0,1026.4,2404.6,314.0,137.09999999999997
2018-10-31,2863.6000000000004,1991.1999999999998,6381.9,610.3000000000001,305.19999999999993
2018-11-01,1767.1,1587.8000000000004,4297.2,464.99999999999994,302.2
2018-11-02,1827.6000000000001,1699.5999999999997,4501.8,582.7,317.3
2018-11-03,732.9000000000001,1329.9999999999998,2453.6000000000004,469.9000000000001,231.79999999999995
2018-11-04,1369.9,1346.7,3446.7000000000003,585.1999999999999,346.00000000000006
2018-11-05,2846.0,1630.8999999999999,5995.200000000001,1383.2000000000003,1018.0999999999998
2018-11-06,2190.2000000000007,1479.7,4838.099999999999,778.0,499.2
2018-11-07,694.4,937.9000000000001,2002.7000000000003,272.49999999999994,98.5
2018-11-08,1417.4999999999998,1389.9,3563.4,414.4,116.1
2018-11-09,1425.1,1333.3000000000004,3518.8000000000006,428.2,164.39999999999998
2018-11-10,753.5,1161.1,2316.0,353.79999999999995,123.1
2018-11-11,368.09999999999997,942.9999999999999,1507.3000000000002,251.4,59.8
2018-11-12,719.0,1218.4,2320.2,347.4,105.7
2018-11-13,603.8000000000001,1117.9,2043.5999999999997,413.6,110.29999999999998
2018-11-14,1769.2000000000003,1433.7999999999997,4146.7,474.6,208.39999999999998
2018-11-15,2586.1,1614.9,5580.1,769.6000000000001,471.2
2018-11-16,2558.499999999999,1449.6000000000001,5372.7,519.0,337.70000000000005
2018-11-17,1195.4,1246.0,3079.3000000000006,686.7,469.20000000000005
2018-11-18,540.6,908.1999999999999,1737.0000000000002,473.09999999999997,228.4
2018-11-19,615.1000000000001,778.4000000000001,1721.1000000000001,247.1,58.0
2018-11-20,934.8,993.0999999999999,2426.3,350.6000000000001,191.59999999999997
2018-11-21,2561.7999999999997,1611.05,5538.900000000001,700.3000000000001,495.95000000000005
2018-11-22,3095.9,1757.5000000000005,6504.799999999999,1223.9999999999998,985.2999999999998
2018-11-23,2643.9,1690.6999999999996,5744.400000000001,1099.8,871.1000000000003
2018-11-24,899.3,1211.1000000000001,2590.1,731.8,550.9000000000001
2018-11-25,610.0999999999999,845.9000000000001,1781.6000000000001,531.6999999999999,392.7000000000001
2018-11-26,2848.000000000001,1672.3999999999996,6039.3,530.3000000000001,300.50000000000006
2018-11-27,2599.4000000000005,1626.8000000000002,5612.599999999999,569.9999999999999,395.70000000000005
2018-11-28,500.09999999999997,1013.5,1780.3999999999999,296.90000000000003,134.8
2018-11-29,361.0999999999999,806.5999999999999,1359.8,279.3,118.19999999999997
2018-11-30,605.7,1170.1999999999998,2098.7000000000003,399.79999999999995,171.60000000000002
2018-12-01,512.8000000000001,1065.1999999999998,1851.7999999999997,256.59999999999997,121.3
2018-12-02,197.2,606.1999999999999,908.4000000000001,146.6,63.5
2018-12-03,522.9,992.5000000000001,1794.2999999999997,325.8999999999999,156.60000000000005
2018-12-04,2241.6000000000004,1948.5,5385.8,491.99999999999994,270.79999999999995
2018-12-05,1222.2,1373.2999999999997,3247.1,347.90000000000003,202.90000000000003
2018-12-06,413.1,995.3,1628.8999999999996,270.1,156.78032786885248
2018-12-07,269.90000000000003,713.9,1127.6999999999998,209.59999999999997,281.2983606557377
