MeasurementDateGMT,Richmond Upon Thames - Chertsey Road: Nitric Oxide (ug/m3),Richmond Upon Thames - Chertsey Road: Nitrogen Dioxide (ug/m3),Richmond Upon Thames - Chertsey Road: Oxides of Nitrogen (ug/m3),Richmond Upon Thames - Chertsey Road: PM10 Particulate (ug/m3)
2018-06-06,559.2042016806723,1106.5000000000002,1965.2529411764708,602.598347107438
2018-06-07,594.6999999999999,878.0000000000001,1788.2,660.6743801652893
2018-06-08,575.4,908.0999999999999,1790.5000000000002,694.113223140496
2018-06-09,308.2,742.8,1215.0,572.6999999999999
2018-06-10,192.10000000000005,550.3999999999999,844.4999999999999,510.0999999999999
2018-06-11,415.79999999999995,744.4,1382.0000000000002,423.1
2018-06-12,693.9999999999999,945.1999999999999,2009.8,458.0000000000001
2018-06-13,495.09999999999997,808.1999999999999,1567.2000000000003,615.3000000000001
2018-06-14,363.3999999999999,592.9,1150.5,616.5
2018-06-15,676.2000000000002,1050.7,2088.1000000000004,524.7
2018-06-16,152.50000000000003,343.1,577.3,411.5
2018-06-17,131.89999999999998,257.0,459.09999999999997,293.7
2018-06-18,357.40000000000003,487.5000000000001,1036.3,460.6999999999999
2018-06-19,563.3000000000001,512.0500000000001,1375.2500000000002,454.9
2018-06-20,632.8999999999997,484.20000000000005,1454.4999999999998,642.9499999999999
2018-06-21,436.09999999999997,559.8999999999999,1228.2999999999997,399.40000000000003
2018-06-22,618.3,819.7,1767.8000000000002,504.19999999999993
2018-06-23,328.1000000000001,729.8000000000001,1232.7,479.9999999999999
2018-06-24,233.644,712.356,1071.3719999999998,431.60400000000004
2018-06-25,229.96800000000007,720.432,1073.7839999999999,572.088
2018-06-26,190.688,661.512,954.5939999999999,647.4580000000001
2018-06-27,439.05,800.9000000000001,1474.2999999999997,592.8999999999999
2018-06-28,433.59999999999997,752.6000000000003,1417.7999999999995,626.6999999999999
2018-06-29,422.80000000000007,760.6999999999998,1409.0000000000005,512.1
2018-06-30,196.7,538.1999999999999,840.0,470.4000000000001
2018-07-01,161.9,800.3000000000001,1048.4,622.4
2018-07-02,342.7,822.7,1348.1999999999998,504.7
2018-07-03,243.50000000000003,566.0,939.5000000000002,432.20000000000005
2018-07-04,361.49999999999994,717.1,1271.2000000000005,595.0999999999999
2018-07-05,444.5,1098.8,1780.2999999999995,736.2999999999998
2018-07-06,487.9,1332.8999999999999,2081.4000000000005,776.1999999999999
2018-07-07,228.1,963.2,1312.6999999999998,687.4
2018-07-08,175.9,801.9,1071.8,481.20000000000005
2018-07-09,525.5000000000001,1074.1999999999998,1879.8000000000002,613.8
2018-07-10,549.2999999999998,667.8999999999999,1510.1000000000004,404.20000000000005
2018-07-11,529.3000000000001,740.2,1551.0999999999997,455.80000000000007
2018-07-12,544.2,974.0000000000001,1807.8,599.7
2018-07-13,332.1000000000001,810.2,1319.2,552.5
2018-07-14,192.09999999999997,596.0000000000001,893.2,510.7
2018-07-15,329.49999999999994,907.6,1412.7,438.7
2018-07-16,462.69999999999993,1023.1999999999999,1732.6999999999996,690.5999999999999
2018-07-17,436.8,574.0,1243.8999999999999,804.1999999999998
2018-07-18,388.84999999999997,615.9000000000001,1212.0,514.9
2018-07-19,301.7,734.0,1196.1999999999998,539.1999999999999
2018-07-20,176.69999999999996,599.9000000000001,870.5000000000002,500.80000000000007
2018-07-21,269.79999999999995,834.8999999999999,1248.8999999999999,602.2
2018-07-22,199.99999999999997,587.3000000000001,894.5000000000001,385.70000000000005
2018-07-23,335.29999999999995,613.5,1127.9,758.0
2018-07-24,292.3499999999999,585.9499999999999,1034.25,790.4500000000002
2018-07-25,459.0,934.5000000000001,1638.3000000000002,761.9
2018-07-26,158.44999999999996,733.75,977.0000000000002,915.7000000000002
2018-07-27,367.8,965.6999999999999,1529.7,893.8999999999999
2018-07-28,90.7,204.5,343.4999999999999,945.9999999999999
2018-07-29,21.799999999999997,92.40000000000002,125.80000000000001,197.39999999999998
2018-07-30,190.4,262.79999999999995,555.2,346.29999999999995
2018-07-31,288.40000000000003,469.3999999999999,911.8000000000001,326.09999999999997
2018-08-01,365.5999999999999,582.2,1143.1999999999998,443.29999999999995
2018-08-02,346.15,699.9,1230.55,458.2
2018-08-03,529.9000000000001,1056.1,1869.0,526.3
2018-08-04,244.8,632.1,1007.2999999999998,338.5
2018-08-05,88.1,426.4,561.0,351.6
2018-08-06,315.1000000000001,922.7,1405.9,534.2
2018-08-07,296.1,926.4999999999999,1380.2999999999997,626.7
2018-08-08,338.30000000000007,521.4000000000001,1040.1999999999998,436.3999999999999
2018-08-09,751.9999999999999,965.9,2118.8,391.09999999999997
2018-08-10,372.59999999999997,623.0,1194.0999999999997,273.6
2018-08-11,227.0,451.8,799.4000000000003,264.9
2018-08-12,35.0,163.29999999999998,216.39999999999998,226.75000000000003
2018-08-13,405.7,656.2,1277.3999999999999,348.69999999999993
2018-08-14,476.0,755.8,1485.7000000000003,329.40000000000003
2018-08-15,245.3,422.00000000000006,798.2000000000002,407.4
2018-08-16,333.40000000000003,536.4000000000001,1047.2,332.35
2018-08-17,449.3999999999999,626.0000000000001,1314.9,379.7
2018-08-18,180.49999999999997,334.69999999999993,611.3999999999999,356.99999999999994
2018-08-19,131.9,309.4,511.6000000000001,299.6999999999999
2018-08-20,379.75,619.45,1201.6999999999998,314.7
2018-08-21,291.7000000000001,585.8000000000001,1032.7,312.59999999999997
2018-08-22,374.00000000000006,574.2,1147.8,462.70000000000005
2018-08-23,324.09999999999997,507.4,1003.9999999999998,283.1
2018-08-24,411.3,543.5000000000001,1173.9999999999998,343.20000000000005
2018-08-25,409.5,636.1,1263.3999999999999,258.8
2018-08-26,97.80000000000004,356.90000000000003,507.00000000000006,229.10000000000005
2018-08-27,190.7,374.1000000000001,666.7999999999998,211.5
2018-08-28,399.70000000000005,689.9999999999999,1302.9,329.7
2018-08-29,610.5000000000001,937.2000000000003,1872.8000000000002,350.1999999999999
2018-08-30,906.0000000000001,1108.2,2496.9999999999995,460.8
2018-08-31,740.4,933.9,2068.8999999999996,463.7
2018-09-01,409.69999999999993,780.6,1408.7,431.6
2018-09-02,303.90000000000003,873.1,1339.0000000000002,503.5
2018-09-03,687.8,1492.5,2547.1,650.3999999999999
2018-09-04,550.3000000000001,991.2000000000002,1834.9,489.5
2018-09-05,572.4000000000001,959.8000000000002,1837.2,478.79999999999995
2018-09-06,667.7999999999998,945.9,1969.2,551.1999999999999
2018-09-07,495.79999999999995,860.3999999999997,1620.0,316.70000000000005
2018-09-08,150.2,443.59999999999997,673.7,250.5
2018-09-09,96.8,414.00000000000006,562.2,279.3
2018-09-10,313.40000000000003,520.0,1000.6,436.9999999999999
2018-09-11,155.20000000000002,362.7,600.8,422.19999999999993
2018-09-12,1430.6000000000001,1159.1000000000004,3351.8,400.0
2018-09-13,1395.9999999999998,990.1999999999999,3133.5000000000005,420.55
2018-09-14,415.80000000000007,719.3999999999999,1356.6000000000001,300.6
2018-09-15,288.9,517.3000000000001,960.6999999999999,377.70000000000005
2018-09-16,34.400000000000006,237.80000000000004,290.80000000000007,360.90000000000003
2018-09-17,77.5,347.59999999999997,466.40000000000003,348.00000000000006
2018-09-18,175.49999999999994,280.70000000000005,549.9,572.4000000000001
2018-09-19,171.80000000000004,255.29999999999998,518.6000000000001,492.3
2018-09-20,127.29999999999995,199.8,395.19999999999993,520.9
2018-09-21,356.19999999999993,433.24999999999994,979.0000000000002,224.79999999999995
2018-09-22,332.0,644.9,1154.3,297.30000000000007
2018-09-23,322.2,641.8000000000001,1135.8,227.2
2018-09-24,1563.3999999999999,1149.6000000000001,3546.5999999999995,434.0
2018-09-25,1533.0,961.3000000000001,3311.799999999999,437.3
2018-09-26,754.6000000000001,1120.0000000000002,2277.1,470.00000000000006
2018-09-27,1089.6000000000001,1372.9,3043.8999999999996,620.1
2018-09-28,611.9,868.3999999999999,1806.7000000000003,507.50000000000006
2018-09-29,1099.7,1215.0000000000002,2901.1,545.3
2018-09-30,459.79999999999995,820.8,1525.7999999999995,374.49999999999994
2018-10-01,604.8999999999999,744.8000000000001,1672.1,338.59999999999997
2018-10-02,443.49999999999994,680.7,1360.3999999999999,305.4000000000001
2018-10-03,1180.5,987.8,2798.1,448.1
2018-10-04,369.2,486.1000000000001,1052.1000000000001,398.7
2018-10-05,600.1999999999999,935.7999999999998,1855.5000000000002,631.5999999999999
2018-10-06,520.7,922.8000000000001,1722.7,352.8
2018-10-07,541.4,901.8000000000001,1732.0999999999997,329.6
2018-10-08,729.6999999999998,857.0000000000001,1975.4,318.3
2018-10-09,865.8999999999999,883.9,2211.2,400.8999999999999
2018-10-10,1289.8999999999999,1585.0000000000002,3592.2,956.9
2018-10-11,59.60000000000001,307.0,398.2000000000001,343.40000000000003
2018-10-12,31.4,160.4,209.40000000000003,327.0000000000001
2018-10-13,29.2,211.79999999999998,257.0,323.40000000000003
2018-10-14,228.78095238095239,541.7190476190476,892.6333333333334,135.3939393939394
2018-10-15,285.7904761904762,577.0095238095239,1015.4666666666667,157.63636363636365
2018-10-16,512.5333333333333,868.6666666666667,1655.4666666666667,326.94545454545454
2018-10-17,1050.195238095238,1213.2047619047619,2824.633333333333,509.7242424242425
2018-10-18,1059.8,1115.8,2740.6000000000004,510.00000000000006
2018-10-19,2318.9,1589.3999999999999,5144.799999999999,693.0000000000001
2018-10-20,1536.7999999999997,1014.4000000000001,3370.7000000000007,702.5999999999999
2018-10-21,607.4,770.6,1701.7999999999997,489.2
2018-10-22,1370.3,1192.0,3293.5000000000005,541.0999999999999
2018-10-23,804.8000000000001,1003.2000000000002,2236.9999999999995,479.49999999999994
2018-10-24,1419.3000000000004,1151.0,3326.7000000000003,558.5
2018-10-25,920.6999999999999,1054.2,2466.1000000000004,467.4
2018-10-26,595.4000000000002,917.7,1830.5,309.0
2018-10-27,417.20000000000005,632.7,1271.9,225.3
2018-10-28,313.4,619.9,1100.7000000000003,193.8
2018-10-29,1026.4999999999998,1072.1,2645.9000000000005,350.6
2018-10-30,705.0999999999999,786.2,1867.5000000000005,320.29999999999995
2018-10-31,1584.5,1080.8000000000002,3510.7999999999997,460.49999999999994
2018-11-01,1380.25,1220.0500000000004,3336.2000000000007,414.30000000000007
2018-11-02,2275.8999999999996,1516.2,5005.799999999999,738.9
2018-11-03,292.3,640.6000000000001,1088.9999999999998,409.29999999999995
2018-11-04,131.3,439.4,641.0,556.0
2018-11-05,2293.8,1246.5,4763.900000000001,1206.2000000000003
2018-11-06,629.4,635.0000000000001,1600.4999999999998,516.2999999999998
2018-11-07,91.9,247.2,388.29999999999995,187.8
2018-11-08,113.20000000000002,440.4,614.3,337.90000000000003
2018-11-09,394.7,498.20000000000005,1103.6000000000001,375.7
2018-11-10,165.7,455.3,710.8000000000001,325.19999999999993
2018-11-11,92.7,351.40000000000003,493.79999999999995,244.8
2018-11-12,117.5,440.8,620.9000000000001,307.00000000000006
2018-11-13,446.3,778.8,1463.0,439.2
2018-11-14,747.1999999999999,793.1,1938.6,489.1000000000001
2018-11-15,751.5,761.1000000000001,1912.9999999999998,604.7000000000002
2018-11-16,579.8000000000002,780.3000000000001,1668.8999999999996,427.2999999999999
2018-11-17,513.4000000000001,1040.1,1827.0,593.6999999999999
2018-11-18,488.90000000000003,1030.8999999999999,1780.2,547.7999999999998
2018-11-19,673.9,862.4000000000002,1895.7,312.59999999999997
2018-11-20,1055.0,1054.6,2672.5999999999995,363.0
2018-11-21,762.3,991.6,2161.0,482.3
2018-11-22,4277.5,1660.8000000000002,8219.4,1127.9
2018-11-23,1314.4,1315.6000000000001,3330.8,910.5999999999999
2018-11-24,805.2000000000002,1259.1,2493.1000000000004,720.4
2018-11-25,630.2,964.1000000000001,1930.6,647.3999999999999
2018-11-26,1347.1,1224.8000000000002,3290.3999999999996,531.0
2018-11-27,394.9000000000001,780.8999999999999,1386.6000000000004,368.9
2018-11-28,143.7,394.50000000000006,614.9,219.8
2018-11-29,181.69999999999996,371.5,650.1000000000001,290.59999999999997
2018-11-30,613.6,953.3000000000001,1894.0,406.9000000000001
2018-12-01,228.3,455.20000000000005,804.7999999999998,208.00000000000003
2018-12-02,219.5,410.6000000000001,747.2000000000002,158.50000000000003
2018-12-03,605.6,906.0,1834.3999999999999,349.3
2018-12-04,1686.1000000000004,1413.8,3999.2999999999997,452.6
2018-12-05,346.3,665.5999999999999,1196.8999999999999,262.40000000000003
2018-12-06,704.3999999999999,859.9,1940.6,271.5
2018-12-07,465.59999999999997,702.0999999999999,1416.5000000000002,254.5
2018-12-08,242.29999999999998,470.6,841.7,350.30000000000007
2018-12-09,371.59999999999997,750.0,1319.6000000000001,201.7
2018-12-10,1180.4,1377.1000000000001,3187.2999999999997,464.4
2018-12-11,2016.8999999999999,1533.1000000000001,4625.9,655.4000000000001
2018-12-12,215.45,859.8500000000001,1189.8500000000001,392.6
2018-12-13,814.4000000000002,1153.4,2401.3999999999996,461.5
2018-12-14,1910.7,1433.8,4363.200000000001,746.5999999999999
2018-12-15,96.49999999999999,507.90000000000003,656.2,411.50000000000006
2018-12-16,287.40000000000003,779.6000000000001,1220.2,237.90000000000003
2018-12-17,819.5,1039.3999999999996,2296.5,311.3
2018-12-18,102.5,360.00000000000006,517.3000000000001,280.20000000000005
2018-12-19,376.6,697.8,1275.1999999999998,179.90000000000003
2018-12-20,619.3,913.8,1863.8000000000002,330.19999999999993
2018-12-21,337.40000000000003,599.3,1116.4999999999998,435.40000000000003
2018-12-22,463.8,895.1999999999999,1606.3999999999999,393.40000000000003
2018-12-23,315.0,723.4,1206.3,196.89999999999998
2018-12-24,1978.6,1405.8,4438.299999999999,639.4
2018-12-25,1281.8000000000002,984.6999999999998,2950.4999999999995,524.6000000000001
2018-12-26,426.09999999999997,766.5000000000001,1419.9,420.2
2018-12-27,3284.9999999999995,1330.8999999999996,6368.000000000002,927.0000000000001
2018-12-28,1475.1999999999998,1113.8000000000002,3375.5,678.5999999999999
2018-12-29,665.9,846.7999999999998,1867.4999999999998,376.8999999999999
2018-12-30,372.9,810.5999999999999,1382.2,281.7
2018-12-31,339.1000000000001,770.7,1290.1000000000001,259.70000000000005
2019-01-01,212.60000000000002,645.6000000000001,971.8,273.1
2019-01-02,670.2500000000001,1170.3000000000002,2197.5499999999997,374.2
2019-01-03,900.6,1414.2,2794.3,653.5
2019-01-04,1185.6000000000001,1539.4,3357.2999999999997,988.0999999999998
2019-01-05,524.1999999999999,1201.3000000000002,2005.5,652.2
2019-01-06,508.9999999999999,1124.3,1904.8999999999999,629.5999999999999
2019-01-07,503.69999999999993,911.0,1683.1000000000001,473.5000000000001
2019-01-08,697.8999999999999,996.7,2066.5000000000005,681.3
2019-01-09,804.8000000000001,1124.9000000000003,2358.7000000000003,514.0
2019-01-10,1712.0,1514.3,4139.200000000001,934.1000000000001
2019-01-11,1276.1999999999998,1378.0,3335.5999999999995,658.9
2019-01-12,293.6000000000001,720.7,1170.9,290.0
2019-01-13,141.8,399.9,616.8,341.90000000000003
2019-01-14,698.0,1007.7999999999997,2078.2000000000003,554.7
2019-01-15,764.1999999999999,1080.0,2251.899999999999,404.3
2019-01-16,557.4,880.7000000000002,1734.8,292.30000000000007
2019-01-17,1059.1999999999998,1266.4,2890.2,468.2
2019-01-18,841.2000000000002,1040.5,2330.8000000000006,447.2000000000001
2019-01-19,119.9,508.80000000000007,692.7000000000002,400.70000000000005
2019-01-20,1400.3,1462.1,3609.2,914.3
2019-01-21,2133.3,1295.3999999999999,4566.400000000001,1127.1
2019-01-22,1346.3,1386.5,3450.6,384.50000000000006
2019-01-23,2090.0000000000005,1569.5000000000002,4773.900000000001,497.00000000000006
2019-01-24,2801.6,1734.4,6030.5,771.9
2019-01-25,1268.3999999999999,1311.1000000000001,3258.9,539.8000000000001
2019-01-26,421.5,697.8000000000001,1343.6,323.1
2019-01-27,154.90000000000003,440.1,678.1,255.99999999999997
2019-01-28,1189.1000000000001,1169.9,2993.2999999999993,648.0
2019-01-29,612.2,1160.9000000000003,2099.5,332.7
2019-01-30,1923.6,1524.7999999999997,4474.7,505.5
2019-01-31,2038.8500000000001,1235.45,4361.150000000001,594.4500000000002
2019-02-01,692.0,1034.1999999999998,2094.8999999999996,371.6
2019-02-02,432.7,801.3,1465.0,380.40000000000003
2019-02-03,542.4,993.5000000000001,1825.0,519.0
2019-02-04,911.2,888.8000000000001,2286.3,323.5
2019-02-05,332.4,699.0999999999998,1208.7000000000007,289.2
2019-02-06,1472.9,1292.6571428571428,3550.7857142857147,326.00000000000006
2019-02-07,775.6999999999999,978.2428571428571,2167.8642857142854,405.20000000000005
2019-02-08,266.2,517.0,924.9999999999999,337.2
2019-02-09,190.89999999999998,436.09999999999997,728.8000000000001,415.9
2019-02-10,391.40000000000003,761.3000000000002,1362.1,189.8
2019-02-11,1485.6000000000004,1576.2,3854.1000000000004,585.1999999999998
2019-02-12,1591.4000000000003,1459.1999999999996,3899.3,610.7999999999998
2019-02-13,405.49999999999994,887.1000000000001,1508.6000000000001,500.4
2019-02-14,2811.9,1716.3999999999996,6027.599999999999,849.1
