MeasurementDateGMT,Greenwich - John Harrison Way: Nitric Oxide (ug/m3),Greenwich - John Harrison Way: Nitrogen Dioxide (ug/m3),Greenwich - John Harrison Way: Oxides of Nitrogen (ug/m3),Greenwich - John Harrison Way: PM10 Particulate (ug/m3),Greenwich - John Harrison Way: PM2.5 Particulate (ug/m3)
2018-03-04,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-05,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-06,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-07,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-08,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-09,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-10,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-11,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-12,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-13,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-14,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-15,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-16,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-17,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-18,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-19,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-20,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-21,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-22,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-23,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-24,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-25,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-26,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-27,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-28,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-29,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-30,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-03-31,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-01,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-02,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-03,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-04,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-05,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-06,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-07,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-08,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-09,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-10,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-11,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-12,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-13,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-14,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-15,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-16,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-17,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-18,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-19,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-20,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-21,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-22,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-23,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-24,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-25,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-26,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-27,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-28,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-29,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-04-30,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-01,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-02,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-03,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-04,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-05,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-06,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-07,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-08,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-09,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-10,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-11,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-12,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-13,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-14,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-15,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-16,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-17,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-18,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-19,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-20,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-21,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-22,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-23,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-24,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-25,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-26,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-27,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-28,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-29,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-30,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-05-31,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-01,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-02,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-03,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-04,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-05,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-06,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-07,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-08,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-09,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-10,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-11,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-12,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-13,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-14,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-15,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-16,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-17,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-18,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-19,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-20,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-21,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-22,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-23,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-24,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-25,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-26,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-27,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-28,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-29,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-06-30,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-07-01,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,223.2000000000001
2018-07-02,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,205.20000000000005
2018-07-03,208.79999999999993,1010.4000000000003,1327.1999999999994,441.5999999999998,175.00000000000003
2018-07-04,208.79999999999993,1010.4000000000003,1327.1999999999994,522.8000000000001,254.7
2018-07-05,208.79999999999993,1010.4000000000003,1327.1999999999994,733.7500000000001,488.7000000000001
2018-07-06,208.79999999999993,1010.4000000000003,1327.1999999999994,732.0999999999999,509.9000000000001
2018-07-07,208.79999999999993,1010.4000000000003,1327.1999999999994,768.7,581.9999999999999
2018-07-08,208.79999999999993,1010.4000000000003,1327.1999999999994,349.9,300.49999999999994
2018-07-09,208.79999999999993,1010.4000000000003,1327.1999999999994,464.69999999999993,241.3
2018-07-10,208.79999999999993,1010.4000000000003,1327.1999999999994,342.20000000000005,130.4
2018-07-11,208.79999999999993,1010.4000000000003,1327.1999999999994,391.20000000000005,234.10000000000002
2018-07-12,208.79999999999993,1010.4000000000003,1327.1999999999994,475.6000000000001,294.1
2018-07-13,208.79999999999993,1010.4000000000003,1327.1999999999994,446.00000000000006,252.5
2018-07-14,208.79999999999993,1010.4000000000003,1327.1999999999994,332.3,241.5
2018-07-15,208.79999999999993,1010.4000000000003,1327.1999999999994,320.6,268.3
2018-07-16,208.79999999999993,1010.4000000000003,1327.1999999999994,438.59999999999997,262.8
2018-07-17,208.79999999999993,1010.4000000000003,1327.1999999999994,370.20000000000005,142.85
2018-07-18,208.79999999999993,1010.4000000000003,1327.1999999999994,347.7,167.8
2018-07-19,208.79999999999993,1010.4000000000003,1327.1999999999994,396.0,182.55
2018-07-20,208.79999999999993,1010.4000000000003,1327.1999999999994,391.79999999999995,281.40000000000003
2018-07-21,208.79999999999993,1010.4000000000003,1327.1999999999994,489.99999999999994,414.40000000000003
2018-07-22,208.79999999999993,1010.4000000000003,1327.1999999999994,349.3,269.0
2018-07-23,208.79999999999993,1010.4000000000003,1327.1999999999994,385.0999999999999,196.3
2018-07-24,208.79999999999993,1010.4000000000003,1327.1999999999994,426.3999999999999,246.10000000000002
2018-07-25,208.79999999999993,1010.4000000000003,1327.1999999999994,595.3000000000001,315.5
2018-07-26,208.79999999999993,1010.4000000000003,1327.1999999999994,821.2499999999999,551.3
2018-07-27,193.29999999999998,921.2000000000003,1214.9999999999998,643.6,382.9
2018-07-28,322.40000000000003,401.19999999999993,895.6,330.6000000000001,158.14999999999998
2018-07-29,119.0,188.00000000000003,369.9000000000001,166.79999999999998,83.6
2018-07-30,276.59999999999997,345.3999999999999,769.5000000000001,195.29999999999995,100.70000000000002
2018-07-31,296.90000000000003,506.40000000000003,961.4999999999999,251.3,122.20000000000002
2018-08-01,338.2000000000001,598.0999999999999,1116.3000000000002,312.7,141.2
2018-08-02,331.70000000000005,775.8999999999999,1284.1,469.99999999999994,170.20000000000002
2018-08-03,227.2,780.8000000000002,1129.7000000000003,525.4000000000001,211.19999999999996
2018-08-04,105.00000000000001,336.59999999999997,497.89999999999986,246.84999999999997,151.5
2018-08-05,79.39999999999999,374.0,495.59999999999997,242.60000000000002,161.20000000000002
2018-08-06,303.2,966.6999999999998,1432.1,490.84999999999997,268.0
2018-08-07,205.90000000000003,873.4000000000001,1189.1000000000001,480.1,297.2
2018-08-08,257.70000000000005,502.90000000000003,898.1999999999999,243.60000000000002,106.20000000000002
2018-08-09,365.4000000000001,847.6,1408.4999999999998,241.60000000000002,165.4
2018-08-10,376.09999999999997,637.5,1213.9,174.74999999999997,100.30000000000001
2018-08-11,241.70000000000002,592.9000000000001,963.3000000000001,171.29999999999998,136.60000000000002
2018-08-12,99.00000000000003,354.7,506.40000000000003,153.50000000000006,114.0
2018-08-13,270.90000000000003,578.1,993.6,272.59999999999997,147.0
2018-08-14,319.99999999999994,582.7999999999998,1073.9,244.79999999999998,139.5
2018-08-15,321.49999999999994,554.4999999999999,1047.4,282.59999999999997,160.4
2018-08-16,417.50000000000006,670.2,1310.2,264.69999999999993,148.59999999999997
2018-08-17,468.79999999999995,685.9,1404.6999999999998,313.8999999999999,158.2
2018-08-18,241.70000000000002,470.3000000000001,840.5,268.6,160.1
2018-08-19,163.49999999999997,363.99999999999994,614.8000000000001,235.7,160.8
2018-08-20,372.2,666.1000000000001,1236.5000000000002,253.00000000000003,155.2
2018-08-21,249.60000000000002,655.9,1038.7,194.70000000000002,118.1
2018-08-22,421.70000000000005,718.1,1364.1,317.5,208.5
2018-08-23,318.0,576.3999999999999,1063.4,265.2,143.70000000000005
2018-08-24,338.30000000000007,586.3999999999999,1105.3,235.2,92.4
2018-08-25,358.9,648.5000000000001,1198.8,188.00000000000003,144.60000000000002
2018-08-26,175.0,523.8000000000001,792.0000000000002,160.49999999999997,142.60000000000005
2018-08-27,198.80000000000004,479.5999999999999,784.3,142.2,102.19999999999999
2018-08-28,272.00000000000006,816.3000000000002,1233.1,227.5,167.6
2018-08-29,295.3,909.9,1362.7999999999997,306.2,213.09999999999997
2018-08-30,174.5,672.9,940.6,314.4,181.2
2018-08-31,175.2,789.5999999999999,1058.3000000000002,385.29999999999995,247.2
2018-09-01,308.2,845.8,1318.1,424.70000000000005,297.4
2018-09-02,241.60000000000002,843.5000000000001,1213.7,524.4499999999999,396.9
2018-09-03,567.4000000000001,1115.1000000000001,1984.8999999999996,612.2,413.50000000000006
2018-09-04,71.30000000000003,578.5999999999999,687.9,405.5,295.5
2018-09-05,84.80000000000001,538.5999999999999,668.9999999999999,330.8,231.10000000000002
2018-09-06,357.50000000000006,744.5,1292.4999999999998,419.79999999999995,292.1
2018-09-07,401.40000000000003,777.3000000000001,1393.3000000000002,246.19999999999996,120.70000000000002
2018-09-08,292.09999999999997,771.6,1219.4000000000005,206.6,139.00000000000003
2018-09-09,216.5,645.1,976.6000000000001,234.84999999999997,145.49999999999997
2018-09-10,370.50000000000006,721.8999999999997,1289.6000000000001,320.4,149.7
2018-09-11,301.29999999999995,538.8,1000.9,306.2,173.89999999999998
2018-09-12,575.7,752.8000000000001,1635.1000000000001,243.8,116.30000000000001
2018-09-13,1291.3,1145.8999999999999,3125.899999999999,432.4999999999999,244.1
2018-09-14,467.8999999999998,834.1,1551.5000000000005,371.40000000000003,128.70000000000005
2018-09-15,348.9,804.9000000000001,1339.5,325.0,183.10000000000005
2018-09-16,109.7,527.6999999999999,695.5000000000001,241.29999999999993,143.3
2018-09-17,160.4,607.8999999999999,853.9999999999999,292.59999999999997,187.49999999999997
2018-09-18,242.69999999999996,521.2,893.3999999999999,402.40000000000003,162.70000000000002
2018-09-19,211.4,436.1000000000001,760.0999999999999,506.7,184.00000000000003
2018-09-20,253.2,463.90000000000003,851.5,438.5,187.29999999999998
2018-09-21,259.0,493.09999999999997,890.1999999999998,283.74999999999994,94.9
2018-09-22,226.4,672.9000000000001,1020.1999999999999,231.99999999999997,95.1
2018-09-23,101.50000000000001,491.19999999999993,646.1999999999999,107.99999999999999,113.19999999999999
2018-09-24,1081.0,1037.1000000000001,2694.2999999999997,289.70000000000005,188.2
2018-09-25,1295.0999999999997,1120.6,3106.499999999999,390.2,269.5
2018-09-26,876.5,1540.8999999999999,2884.5,491.49999999999994,273.29999999999995
2018-09-27,1068.3000000000002,1586.3000000000002,3224.1999999999994,577.3,355.9
2018-09-28,88.99999999999999,466.7000000000001,603.1,230.7,123.60000000000001
2018-09-29,826.6,1211.3,2478.9999999999995,411.15,258.90000000000003
2018-09-30,256.00000000000006,829.5000000000002,1222.1999999999996,324.90000000000003,226.30000000000004
2018-10-01,227.70000000000002,707.0,1056.7999999999997,337.65000000000003,116.9
2018-10-02,336.9999999999999,685.9999999999999,1203.1000000000001,543.1055555555556,117.80000000000004
2018-10-03,858.1999999999998,1003.4,2319.4,514.5444444444445,181.2
2018-10-04,699.5000000000001,840.3,1913.1000000000001,429.6000000000001,279.9000000000001
2018-10-05,1018.1,1408.2,2969.7,686.9,455.70000000000005
2018-10-06,214.49999999999997,638.1,967.3,272.69999999999993,204.79999999999998
2018-10-07,360.8,773.7,1326.6999999999998,232.89999999999998,146.90000000000003
2018-10-08,781.5,1093.6999999999998,2292.4,356.0,155.50000000000003
2018-10-09,534.7,1148.0,1967.9999999999995,363.30000000000007,248.5
2018-10-10,751.1,1449.7999999999997,2601.7,1077.3999999999999,899.1
2018-10-11,155.89999999999998,563.3000000000001,801.9,318.49999999999983,203.00000000000003
2018-10-12,103.20000000000002,344.30000000000007,502.2999999999999,266.7,144.8
2018-10-13,87.5,341.99999999999994,475.99999999999994,240.69999999999996,170.89999999999998
2018-10-14,88.39999999999999,408.2000000000001,543.8000000000001,70.0,71.10000000000001
2018-10-15,214.8,736.5000000000001,1066.3,236.4,222.4
2018-10-16,320.2000000000001,690.6000000000001,1181.2999999999997,416.99999999999994,320.1
2018-10-17,867.8999999999999,1253.1999999999998,2583.5999999999995,309.29999999999995,213.40000000000003
2018-10-18,204.7,710.1000000000001,1023.3999999999999,306.80000000000007,202.50000000000003
2018-10-19,1308.6000000000001,1392.2999999999997,3399.0000000000005,565.6999999999999,354.1000000000001
2018-10-20,1561.4000000000003,1433.4000000000003,3827.6000000000004,712.6,599.7000000000002
2018-10-21,501.1000000000001,984.3000000000001,1753.1,426.3,366.09999999999997
2018-10-22,649.6,872.2,1868.4,373.59999999999997,191.79999999999998
2018-10-23,699.9999999999998,1115.1,2187.9,452.9,221.3
2018-10-24,822.2,1084.5,2345.3000000000006,447.70000000000005,285.19999999999993
