MeasurementDateGMT,Kingston Upon Thames - Kingston Vale: Nitric Oxide (ug/m3),Kingston Upon Thames - Kingston Vale: Nitrogen Dioxide (ug/m3),Kingston Upon Thames - Kingston Vale: Oxides of Nitrogen (ug/m3),Kingston Upon Thames - Kingston Vale: PM10 Particulate (ug/m3)
2018-02-02,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-03,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-04,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-05,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-06,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-07,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-08,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-09,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-10,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-11,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-12,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-13,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-14,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-15,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-16,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-17,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-18,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-19,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-20,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-21,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-22,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-23,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-24,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-25,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-26,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-27,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-02-28,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-01,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-02,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-03,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-04,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-05,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-06,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-07,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-08,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-09,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-10,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-11,686.4000000000003,1080.0,2131.1999999999994,336.0
2018-03-12,541.1,933.9,1762.8999999999996,276.0
2018-03-13,944.4,997.6999999999999,2445.4500000000003,466.0
2018-03-14,735.0999999999999,973.5,2100.5,404.0
2018-03-15,819.9,1237.3,2494.6,474.0
2018-03-16,865.8,956.3,2283.8,521.0
2018-03-17,400.8,718.1,1332.8999999999999,445.0
2018-03-18,379.1,776.6999999999999,1357.6000000000001,641.0
2018-03-19,506.90000000000003,916.2,1692.9999999999998,589.0
2018-03-20,386.3,767.3500000000001,1359.8,394.0
2018-03-21,990.3000000000001,1139.3999999999999,2657.7999999999997,486.0
2018-03-22,321.20000000000005,632.5999999999999,1125.3,415.0
2018-03-23,468.6,866.4,1584.3,518.0
2018-03-24,715.3000000000001,1203.5,2300.2999999999997,735.0
2018-03-25,766.0,1164.9,2339.5000000000005,803.0
2018-03-26,976.6999999999998,1274.5,2772.0000000000005,472.0
2018-03-27,608.8999999999999,983.6,1917.2,276.0
2018-03-28,597.5,1084.9,2001.0,230.0
2018-03-29,1270.3999999999999,1528.7,3476.4999999999995,380.0
2018-03-30,687.6,1225.8000000000002,2281.1,292.0
2018-03-31,408.90000000000003,701.0,1328.0,205.0
2018-04-01,336.9999999999999,756.0,1272.5000000000002,275.0
2018-04-02,393.8,790.4000000000002,1394.5,347.0
2018-04-03,390.50000000000006,743.9,1342.2999999999997,443.0
2018-04-04,331.3999999999999,668.5999999999999,1176.7,388.0
2018-04-05,367.4000000000001,764.15,1327.4,206.0
2018-04-06,923.4,1192.3000000000002,2607.8999999999996,514.0
2018-04-07,645.1,1205.7000000000003,2194.7,723.0
2018-04-08,445.09999999999997,1031.0999999999997,1713.3000000000002,543.0
2018-04-09,711.5,1294.5000000000002,2385.7000000000003,672.0
2018-04-10,832.0,1620.4,2895.8000000000006,959.0
2018-04-11,475.5999999999999,1167.8,1896.4,1120.0
2018-04-12,316.4000000000001,830.5999999999999,1315.6,849.0
2018-04-13,671.9999999999999,1019.1,2050.1,668.0
2018-04-14,736.5000000000001,1247.3999999999999,2376.6,783.0
2018-04-15,485.0999999999999,1056.3999999999999,1800.0,738.0
2018-04-16,388.4,860.4999999999999,1456.3000000000004,530.0
2018-04-17,349.70000000000005,708.1000000000001,1244.1,476.0
2018-04-18,848.7999999999998,1385.1000000000001,2686.5000000000005,656.0
2018-04-19,1038.8999999999999,1847.3999999999996,3439.999999999999,900.0
2018-04-20,794.9,1229.1000000000001,2447.9999999999995,843.0
2018-04-21,407.5,1327.8,1953.0,1061.0
2018-04-22,227.09999999999997,573.7,921.4999999999999,713.0
2018-04-23,245.59999999999994,470.90000000000003,847.6,354.0
2018-04-24,324.50000000000006,472.29999999999995,969.4999999999999,440.0
2018-04-25,279.90000000000003,453.49999999999994,882.8,338.0
2018-04-26,323.80000000000007,543.0,1039.7000000000003,374.0
2018-04-27,1003.0000000000001,1474.5,3012.2000000000003,542.0
2018-04-28,205.70000000000002,612.0000000000001,927.4,313.0
2018-04-29,131.70000000000002,380.7,582.0999999999999,296.0
2018-04-30,449.7,643.7,1333.2,353.0
2018-05-01,578.1,850.0999999999999,1736.7499999999995,314.5
2018-05-02,513.2,835.6999999999998,1622.6999999999998,312.0
2018-05-03,831.5999999999999,921.1999999999998,2196.6,402.0
2018-05-04,650.7,1149.2,2146.8,576.0
2018-05-05,732.0,1479.2000000000003,2601.6000000000004,676.0
2018-05-06,590.9000000000001,1589.6999999999998,2495.7,874.0
2018-05-07,659.2,1630.4,2641.2000000000003,911.0
2018-05-08,743.8,992.4000000000002,2133.3,840.0
2018-05-09,491.4,737.6,1490.7999999999997,537.0
2018-05-10,317.00000000000006,676.6,1162.8,421.0
2018-05-11,814.5,1317.3000000000002,2566.3999999999996,556.0
2018-05-12,560.6999999999999,1028.3,1887.9999999999998,542.0
2018-05-13,496.09999999999997,802.9000000000001,1563.3,505.0
2018-05-14,372.00000000000006,689.1999999999998,1259.5000000000002,364.0
2018-05-15,369.0,827.1,1393.2,442.0
2018-05-16,177.10000000000002,493.9999999999999,765.4,527.0
2018-05-17,294.2,692.6500000000001,1143.75,541.0
2018-05-18,628.2999999999998,1018.6999999999999,1982.0000000000002,480.5
2018-05-19,699.9000000000001,1069.6000000000001,2143.3,620.0
2018-05-20,554.3,1026.8999999999999,1877.0000000000002,611.0
2018-05-21,687.5999999999999,1521.5000000000002,2576.1000000000004,868.0
2018-05-22,162.19999999999996,612.6999999999999,861.8,721.0
2018-05-23,148.09999999999997,500.8,728.0999999999999,748.0
2018-05-24,366.2,817.1999999999998,1378.8,1034.0
2018-05-25,439.0,919.7000000000003,1592.7,760.0
2018-05-26,211.90000000000003,879.1,1203.9,1206.0
2018-05-27,310.29999999999995,915.7,1391.1000000000001,986.0
2018-05-28,240.6,620.8999999999999,990.1999999999999,861.0
2018-05-29,172.95,692.3500000000001,957.7499999999998,782.5
2018-05-30,698.9999999999999,979.5999999999998,2051.5,709.0
2018-05-31,689.9999999999999,1405.1999999999998,2463.1,1218.0
2018-06-01,383.0,747.6999999999998,1334.9999999999998,710.0
2018-06-02,246.8,533.7,911.9999999999999,397.0
2018-06-03,454.8,951.1,1648.3999999999996,477.0
2018-06-04,261.8,741.2999999999998,1142.5,583.0
2018-06-05,333.8,739.0,1250.8000000000002,619.0
2018-06-06,414.9,996.4000000000002,1632.3,768.0
2018-06-07,428.8,993.8000000000001,1651.5000000000002,730.0
2018-06-08,419.9,1005.6,1649.7000000000003,707.0
2018-06-09,316.5000000000001,960.1999999999998,1445.5999999999997,659.0
2018-06-10,280.50000000000006,841.6999999999998,1271.9000000000003,627.0
2018-06-11,515.0,1070.3,1859.7999999999997,503.0
2018-06-12,420.30000000000007,810.1999999999999,1454.9,467.0
2018-06-13,748.7,794.1,1942.6,455.0
2018-06-14,286.59999999999997,508.49999999999994,947.9000000000001,591.0
2018-06-15,588.0000000000001,829.0000000000001,1730.7,544.0
2018-06-16,264.79999999999995,488.6,894.8000000000001,444.0
2018-06-17,194.10000000000002,340.2,637.8,402.0
2018-06-18,186.5,309.6000000000001,595.4000000000001,457.0
2018-06-19,293.19999999999993,355.30000000000007,804.7,316.5
2018-06-20,353.0,431.30000000000007,972.1,388.0
2018-06-21,137.89999999999998,356.09999999999997,567.2,370.0
2018-06-22,374.20000000000005,786.9999999999999,1361.2,444.0
2018-06-23,339.59999999999997,685.5999999999999,1206.5,432.0
2018-06-24,322.79999999999995,974.3,1468.8,521.0
2018-06-25,438.1,1156.1,1827.9,606.0
2018-06-26,598.8,1194.1000000000001,2112.2,591.0
2018-06-27,539.8869565217391,1076.6739130434783,1905.1217391304347,698.9565217391305
2018-06-28,401.8130434782608,1152.1260869565215,1768.4782608695655,808.0434782608695
2018-06-29,341.19999999999993,921.7,1445.3,715.0
2018-06-30,229.5,789.8000000000001,1141.7000000000003,635.0
2018-07-01,243.5,1140.6000000000001,1514.0000000000002,724.0
2018-07-02,330.1,978.9999999999999,1485.3999999999999,591.0
2018-07-03,314.8999999999999,859.1000000000001,1342.1000000000001,558.0
2018-07-04,596.3777777777777,1065.2333333333333,1980.2666666666664,760.0
2018-07-05,336.32222222222225,1168.9666666666667,1684.933333333333,763.0
2018-07-06,446.2,1005.0999999999998,1689.4999999999995,658.0
2018-07-07,280.6,861.0000000000001,1291.3999999999996,649.0
2018-07-08,290.0,875.6999999999999,1320.4,591.0
2018-07-09,351.1,767.2999999999998,1305.8999999999996,632.0
2018-07-10,163.5,415.49999999999994,666.7,477.0
2018-07-11,266.3999999999999,613.0000000000001,1021.5,584.0
2018-07-12,425.05000000000007,1124.8,1776.5500000000004,745.0
2018-07-13,437.7,1101.9999999999998,1772.4,730.0
2018-07-14,367.5000000000001,983.1,1547.1000000000001,624.0
2018-07-15,330.4,865.2999999999998,1372.1999999999998,475.0
2018-07-16,376.4,803.7999999999998,1380.6,478.0
2018-07-17,204.20000000000005,402.8,715.8999999999999,429.0
2018-07-18,496.29999999999995,961.2000000000002,1722.0999999999997,508.0
2018-07-19,750.9999999999999,1296.4000000000003,2447.6999999999994,594.0
2018-07-20,521.1,1270.8999999999999,2070.1,599.0
2018-07-21,225.20000000000002,756.5,1101.3,610.0
2018-07-22,251.8,764.5,1150.1000000000001,498.0
2018-07-23,386.29999999999995,712.4,1304.6999999999998,448.0
2018-07-24,274.8999999999999,591.6999999999998,1012.9999999999998,526.0
2018-07-25,359.2,885.7,1436.8,566.0
2018-07-26,494.1000000000001,1211.6,1969.3,799.0
2018-07-27,356.1,781.1999999999998,1327.7999999999997,617.0
2018-07-28,172.3,328.2,592.4,590.0
2018-07-29,258.4,390.40000000000003,786.4000000000001,503.0
2018-07-30,361.99999999999994,402.8,957.7,460.0
2018-07-31,239.3,456.59999999999997,823.4000000000001,450.0
2018-08-01,461.59999999999997,582.5999999999999,1289.8000000000002,484.0
2018-08-02,458.8999999999999,797.4000000000001,1501.4999999999998,515.0
2018-08-03,532.2,845.8,1662.0,505.0
2018-08-04,175.5,576.3000000000001,845.5999999999999,432.0
2018-08-05,416.0,879.0999999999999,1517.3,469.0
2018-08-06,510.9,950.6999999999998,1733.8999999999999,520.0
2018-08-07,374.1,886.9000000000002,1460.1999999999998,605.0
2018-08-08,214.8,409.59999999999997,739.2999999999998,414.0
2018-08-09,555.5000000000001,796.1,1647.8,557.0
2018-08-10,388.4500000000001,549.7500000000001,1145.5000000000002,411.5
2018-08-11,533.6,598.7,1416.8999999999999,397.0
2018-08-12,208.49999999999997,437.9,757.3,444.0
2018-08-13,289.2,489.4000000000001,933.0,446.0
2018-08-14,354.8,478.99999999999994,1022.9,435.0
2018-08-15,233.9,383.4,742.0000000000001,469.0
2018-08-16,299.79999999999995,487.40000000000003,946.5,496.0
2018-08-17,488.99999999999994,456.3,1206.0,448.0
2018-08-18,220.9,347.2,685.6999999999999,527.0
2018-08-19,136.6,236.7,446.1000000000001,444.0
2018-08-20,317.3,468.50000000000006,954.9000000000001,372.0
2018-08-21,411.6,608.9000000000001,1240.4499999999998,348.0
2018-08-22,366.09999999999997,573.8000000000001,1134.9999999999998,358.5
2018-08-23,211.29999999999995,349.09999999999997,673.1999999999998,317.0
2018-08-24,158.4,297.1,539.9,336.0
2018-08-25,352.4,439.1000000000001,979.2,307.0
2018-08-26,584.1000000000001,521.3000000000001,1417.2999999999995,396.0
2018-08-27,169.7,281.9,542.6,370.0
2018-08-28,858.9000000000001,956.7,2273.2000000000003,428.0
2018-08-29,458.30000000000007,658.6,1361.0,429.0
2018-08-30,797.2000000000002,856.9,2079.3999999999996,465.0
2018-08-31,1147.5000000000002,1222.1,2981.7000000000007,566.0
2018-09-01,997.8999999999999,1046.1,2576.2999999999997,514.0
2018-09-02,694.8999999999999,1105.3,2170.7999999999997,544.5
2018-09-03,785.1000000000003,1168.5,2372.3,628.0
2018-09-04,312.8000000000001,592.2,1071.9000000000003,528.0
2018-09-05,165.5,545.15,798.5500000000001,480.5
2018-09-06,412.19999999999993,643.3999999999999,1275.0,443.0
2018-09-07,389.5,654.0999999999999,1251.1000000000001,321.0
2018-09-08,519.4000000000001,655.4999999999998,1452.1000000000004,389.0
2018-09-09,181.5,443.29999999999995,721.5000000000001,486.0
2018-09-10,240.59999999999997,414.6,783.7,506.0
2018-09-11,245.89999999999998,405.40000000000003,782.7,567.0
2018-09-12,623.5,650.0,1605.9000000000003,386.0
2018-09-13,1589.8,846.9,3284.7,442.0
2018-09-14,435.99999999999994,660.4,1328.8,343.0
2018-09-15,363.59999999999997,599.0,1157.0000000000002,522.0
2018-09-16,225.8,530.8000000000001,876.8000000000002,504.0
2018-09-17,460.1,1090.1,1795.2999999999997,470.0
2018-09-18,207.70000000000002,371.3,689.35,631.0
2018-09-19,232.3,344.4,700.8000000000001,781.0
2018-09-20,224.10000000000008,317.4,660.9,805.0
2018-09-21,153.10000000000002,291.5,526.0,366.0
2018-09-22,483.99999999999994,785.1999999999999,1526.9999999999998,468.0
2018-09-23,495.90000000000003,591.8,1351.9,319.0
2018-09-24,1338.9,916.5999999999998,2969.4,332.0
2018-09-25,1925.6,1114.7,4066.9999999999995,414.0
2018-09-26,1734.5999999999997,1235.7999999999997,3895.4,497.0
2018-09-27,1612.1000000000006,1171.9000000000003,3643.5999999999995,525.0
2018-09-28,433.49999999999994,762.3,1427.2,425.0
2018-09-29,1673.2,1134.2,3699.4,457.0
2018-09-30,764.3,588.0999999999999,1760.1,483.0
2018-10-01,288.9,568.3999999999997,1011.0,291.0
2018-10-02,187.6,446.19999999999993,734.8,351.0
2018-10-03,938.6999999999999,805.9,2245.3,412.0
2018-10-04,644.9,632.3,1621.3999999999996,518.0
2018-10-05,1401.9499999999996,1180.2000000000003,3329.7999999999997,762.0
2018-10-06,521.6999999999999,548.0,1347.7999999999997,469.0
2018-10-07,581.1,682.8,1573.7,349.0
2018-10-08,1009.8000000000001,971.3000000000001,2519.6999999999994,398.0
2018-10-09,1591.0,1217.8,3657.2999999999997,570.0
2018-10-10,1162.6,1427.4999999999998,3209.8,1001.0
2018-10-11,444.70000000000005,864.5999999999998,1546.8000000000004,648.0
2018-10-12,302.00000000000006,584.8000000000001,1047.5,598.0
2018-10-13,264.6,578.7999999999998,985.1999999999999,539.0
2018-10-14,110.60000000000001,428.30000000000007,598.1999999999999,336.0
2018-10-15,422.20000000000005,973.1,1620.4,548.0
2018-10-16,648.8,832.9,1827.7999999999997,651.0
2018-10-17,657.0000000000001,983.2000000000002,1990.3000000000004,523.0
2018-10-18,570.9499999999999,992.0,1867.7,497.0
2018-10-19,2364.3,1197.1999999999998,4822.3,525.0
2018-10-20,2268.4000000000005,1053.2999999999997,4531.5,732.0
2018-10-21,1206.8,752.0999999999999,2602.6999999999994,564.0
2018-10-22,911.1,841.5,2238.0,395.0
2018-10-23,390.1000000000001,846.3000000000001,1444.0000000000002,416.0
2018-10-24,1454.8000000000002,962.4,3192.9000000000005,735.0
2018-10-25,665.4999999999999,830.3000000000001,1850.5000000000005,414.0
2018-10-26,259.29999999999995,675.6,1073.3000000000002,266.0
2018-10-27,200.30000000000004,478.1,785.6,193.0
2018-10-28,226.0,591.1,937.9,232.0
2018-10-29,429.2999999999999,783.2999999999998,1441.1999999999998,224.0
2018-10-30,325.90000000000003,678.3000000000001,1178.0,329.0
2018-10-31,1836.0000000000002,1306.4,4121.2,508.0
2018-11-01,1564.1499999999994,1129.0500000000002,3527.2,479.5
2018-11-02,2507.0999999999995,1222.4,5066.400000000001,646.0
2018-11-03,973.9000000000001,1228.5999999999997,2722.2,528.0
2018-11-04,804.0999999999999,1162.4,2395.2999999999997,621.0
2018-11-05,2449.2000000000003,1284.7,5040.2,1283.0
2018-11-06,1610.6999999999998,1090.3,3560.1,779.0
2018-11-07,456.8999999999999,694.0999999999999,1395.1,448.0
2018-11-08,837.9,1183.8000000000002,2468.2999999999997,491.0
2018-11-09,654.5999999999999,911.2,1914.9,501.0
2018-11-10,726.0999999999999,1057.3000000000002,2170.6,586.0
2018-11-11,395.0,876.9999999999999,1482.4999999999998,380.0
2018-11-12,775.3,1008.0,2196.9,504.0
2018-11-13,465.2,900.0,1613.4,461.0
2018-11-14,1857.9,1211.5,4060.3999999999996,666.0
2018-11-15,2139.9000000000005,1166.2,4447.2,870.0
2018-11-16,1031.5,972.9500000000002,2554.4500000000007,527.0
2018-11-17,741.7,1184.1,2321.2999999999997,640.0
2018-11-18,695.9,1158.4999999999998,2225.5,540.0
2018-11-19,576.6999999999999,889.8999999999999,1774.0999999999997,273.0
2018-11-20,902.1999999999999,1151.6000000000001,2534.9,343.0
2018-11-21,1632.2,1330.0000000000002,3832.7,545.0
2018-11-22,4806.200000000001,1691.8,9061.300000000001,1116.0
2018-11-23,1386.6,1394.8,3520.8000000000006,944.0
2018-11-24,854.5,1344.1000000000001,2654.7000000000003,752.0
2018-11-25,613.1,1099.2,2039.6000000000004,589.0
2018-11-26,648.9000000000001,975.6000000000003,1970.1000000000004,410.0
2018-11-27,1258.3999999999996,1232.8,3162.2000000000003,473.0
2018-11-28,429.85,656.95,1316.4499999999998,533.0
2018-11-29,318.7000000000001,521.8000000000001,1010.3000000000001,464.0
2018-11-30,419.5,810.9,1454.0,432.0
2018-12-01,460.79999999999995,901.8000000000001,1608.6999999999998,357.0
2018-12-02,244.70000000000002,390.4000000000001,765.3999999999997,365.0
2018-12-03,384.3,663.8000000000001,1253.2,553.0
2018-12-04,2495.2999999999993,1435.4,5261.700000000002,552.0
2018-12-05,796.5000000000003,949.3,2170.1,431.0
2018-12-06,412.6000000000001,674.3999999999999,1307.3000000000002,444.0
2018-12-07,250.90000000000003,449.79999999999995,834.1999999999999,316.0
2018-12-08,152.99999999999997,288.6,522.8,346.0
2018-12-09,226.3,518.3,865.3000000000002,256.0
2018-12-10,751.3999999999999,1060.0500000000002,2212.1499999999996,344.0
2018-12-11,4009.4,1779.0000000000002,7926.9,731.0
2018-12-12,967.4,1251.2000000000003,2734.7000000000003,514.0
2018-12-13,1498.8000000000002,1344.1000000000001,3642.4999999999995,548.0
2018-12-14,2674.2999999999997,1535.8999999999996,5636.8,681.0
2018-12-15,517.0,812.9999999999999,1605.8000000000002,386.0
2018-12-16,907.4000000000001,1370.7,2762.2999999999997,365.0
2018-12-17,986.4000000000001,1166.6000000000001,2679.6,439.0
2018-12-18,535.8999999999999,820.2,1641.8999999999999,461.0
2018-12-19,759.8000000000001,1261.3,2426.2999999999997,309.0
2018-12-20,402.70000000000005,762.8000000000001,1380.4,314.0
2018-12-21,227.29999999999995,432.59999999999997,781.0999999999999,467.0
2018-12-22,254.99999999999997,580.1,970.9999999999999,427.0
2018-12-23,304.49999999999994,717.0999999999999,1184.2999999999997,316.0
2018-12-24,2007.8999999999999,1221.8,4300.500000000001,545.0
2018-12-25,1449.2000000000003,1164.6000000000001,3386.3999999999996,538.0
2018-12-26,1117.9000000000003,998.9000000000001,2713.0,494.0
2018-12-27,3580.4,1203.0,6692.899999999999,828.0
2018-12-28,1812.5,1080.0000000000002,3858.7999999999997,698.0
2018-12-29,584.5,638.4,1534.4,430.0
2018-12-30,376.99999999999994,653.7,1232.0000000000002,341.0
2018-12-31,212.69999999999996,518.3,844.5,243.0
2019-01-01,179.89999999999998,510.0,785.7000000000002,313.0
2019-01-02,214.0,769.2000000000002,1097.1000000000001,338.0
2019-01-03,471.1000000000001,1038.6499999999999,1761.3999999999996,309.0
2019-01-04,1204.2,1421.8,3267.8999999999996,681.0
2019-01-05,370.1000000000001,1000.6,1568.0000000000002,542.0
2019-01-06,400.5,988.0000000000001,1602.3,526.0
2019-01-07,325.0,705.5,1203.6999999999998,444.5
2019-01-08,352.3,739.0999999999999,1279.2999999999997,467.5
2019-01-09,291.6,825.1999999999998,1272.3999999999999,339.0
2019-01-10,1768.4,1487.4999999999998,4199.299999999999,672.0
2019-01-11,1404.5000000000002,1369.7,3523.2,574.0
2019-01-12,152.20000000000002,519.7,753.5,208.0
2019-01-13,87.7,292.6000000000001,426.5000000000001,243.0
2019-01-14,341.5,821.9000000000002,1345.7,360.0
2019-01-15,371.6,849.4999999999999,1418.8000000000004,290.5
2019-01-16,384.19999999999993,719.0999999999999,1308.1,252.0
2019-01-17,884.3000000000002,1081.7,2437.7999999999997,359.0
2019-01-18,1850.9000000000003,1474.7,4312.400000000001,580.0
2019-01-19,603.6999999999999,913.8000000000001,1839.2000000000005,470.0
2019-01-20,1538.5,1351.9999999999998,3710.9999999999995,674.0
2019-01-21,2366.2000000000003,1386.1999999999998,5014.600000000001,857.0
2019-01-22,798.4499999999999,1095.55,2319.7,249.0
2019-01-23,1427.4999999999998,1223.1000000000001,3412.1,394.0
2019-01-24,3370.4,1660.3999999999999,6828.000000000001,762.0
2019-01-25,729.7000000000002,1021.9000000000001,2140.2000000000003,420.0
2019-01-26,266.69999999999993,488.4,897.0000000000001,224.0
2019-01-27,117.70000000000002,294.0,473.9,242.0
2019-01-28,1108.6,1035.3000000000002,2735.3999999999996,352.0
2019-01-29,1691.3000000000004,1659.7999999999997,4253.499999999999,477.0
2019-01-30,1648.2999999999997,1405.1000000000001,3932.7999999999997,341.0
2019-01-31,2536.6000000000004,1386.3999999999999,5275.3,590.0
2019-02-01,497.3,1059.7,1822.2,336.0
2019-02-02,185.7,561.1,845.8999999999999,331.0
2019-02-03,866.8000000000001,1091.3,2420.1000000000004,388.0
2019-02-04,921.0000000000001,791.3000000000001,2203.3999999999996,282.0
2019-02-05,1170.5,1131.8000000000002,2926.2999999999993,388.0
2019-02-06,623.0000000000001,1028.7,1983.9,348.0
2019-02-07,259.75,481.70000000000005,880.15,283.0
2019-02-08,216.2,389.8,721.1999999999998,319.0
2019-02-09,193.4,382.70000000000005,679.6,315.0
2019-02-10,209.70000000000002,626.3999999999999,948.1,181.0
2019-02-11,980.5,944.4857142857142,2447.671428571429,379.0
2019-02-12,470.6000000000001,833.6142857142858,1555.0285714285717,450.5
2019-02-13,1051.3,1220.7,2832.9,603.0
2019-02-14,3045.7999999999997,1572.4,6242.800000000001,827.0
2019-02-15,3112.7000000000003,1671.8999999999999,6445.2,967.0
2019-02-16,1097.1,1176.9999999999998,2858.9000000000005,768.0
2019-02-17,692.8999999999999,850.1000000000001,1913.1999999999998,729.0
2019-02-18,603.6999999999998,1040.6,1966.0999999999995,445.0
2019-02-19,375.19999999999993,709.4,1284.8999999999999,409.0
2019-02-20,445.40000000000003,772.55,1455.4,430.5
2019-02-21,440.0999999999999,839.4,1514.3000000000002,592.0
2019-02-22,1311.7,1248.8000000000002,3260.3999999999996,671.0
2019-02-23,1340.3,1256.1000000000001,3311.0000000000005,790.0
2019-02-24,2359.9,1464.6000000000004,5083.099999999999,956.0
2019-02-25,3180.3,1928.1000000000001,6804.499999999999,1147.0
2019-02-26,3457.1999999999994,2110.7,7411.500000000001,1181.0
2019-02-27,3214.9000000000005,1753.8,6683.4,1289.0
2019-02-28,848.6,902.0,2203.2000000000003,690.0
2019-03-01,451.40000000000003,955.1000000000001,1647.3,663.0
2019-03-02,270.7,532.3,947.5999999999998,454.0
2019-03-03,149.9,271.69999999999993,501.49999999999994,359.0
2019-03-04,240.54999999999998,434.75000000000006,803.3,202.0
2019-03-05,402.79999999999995,722.5999999999999,1340.8,309.0
2019-03-06,364.59999999999997,601.6,1160.6999999999998,454.0
2019-03-07,158.70000000000002,326.9000000000001,570.0,223.0
2019-03-08,385.3999999999999,633.0000000000001,1224.1,260.0
2019-03-09,170.70000000000002,368.49999999999994,630.2,438.0
2019-03-10,126.19999999999999,355.49999999999994,549.8999999999999,218.0
2019-03-11,181.4,420.3999999999999,698.5000000000001,275.0
2019-03-12,214.20000000000002,451.7,780.5,248.0
