MeasurementDateGMT,Barking and Dagenham - Scrattons Farm: Nitric Oxide (ug/m3),Barking and Dagenham - Scrattons Farm: Nitrogen Dioxide (ug/m3),Barking and Dagenham - Scrattons Farm: Oxides of Nitrogen (ug/m3),Barking and Dagenham - Scrattons Farm: PM10 Particulate (ug/m3)
2018-02-02,465.2,898.0,1610.8000000000002,410.8
2018-02-03,259.4000000000001,1065.4,1463.8999999999999,323.6000000000001
2018-02-04,87.5,322.9,457.40000000000003,237.1
2018-02-05,156.39999999999995,522.5,762.2999999999998,336.8000000000001
2018-02-06,317.4,794.6999999999999,1281.7999999999997,533.3
2018-02-07,877.3000000000001,1009.9999999999999,2348.2,529.3000000000001
2018-02-08,650.7999999999996,799.0,1796.7,397.1
2018-02-09,125.80000000000003,704.1,896.9,257.59999999999997
2018-02-10,83.60000000000002,545.1999999999999,673.6000000000001,230.9
2018-02-11,33.099999999999994,330.0,381.5,151.3
2018-02-12,179.05,750.8999999999999,1025.1000000000001,317.8
2018-02-13,93.7,672.7,816.4,235.60000000000002
2018-02-14,249.40000000000003,631.3999999999999,1014.1000000000001,323.1
2018-02-15,107.35,741.1999999999999,906.05,376.69999999999993
2018-02-16,351.7,1082.8,1622.0000000000002,487.0999999999999
2018-02-17,693.6,1020.7000000000002,2084.2000000000003,569.3
2018-02-18,362.30000000000007,764.2,1319.9000000000003,467.09999999999985
2018-02-19,376.50000000000006,874.7,1452.5,381.79999999999995
2018-02-20,230.70000000000002,551.3,905.5,244.39999999999995
2018-02-21,319.19999999999993,782.6,1272.2,952.7000000000002
2018-02-22,170.70000000000002,879.5,1141.1,773.3
2018-02-23,197.8,915.9999999999999,1219.5,708.9000000000001
2018-02-24,108.30000000000001,678.1000000000001,843.7000000000002,757.5
2018-02-25,51.5,424.59999999999997,503.7,457.5000000000001
2018-02-26,96.00000000000001,488.0,635.3,389.01111111111106
2018-02-27,275.9,902.5,1324.7,307.6758454106281
2018-02-28,312.5,785.4999999999999,1264.9,305.53043478260867
2018-03-01,93.6,543.9,687.5999999999999,370.64347826086964
2018-03-02,111.3,732.4499999999999,902.9999999999998,435.75652173913045
2018-03-03,117.34999999999998,820.1,999.75,500.8695652173914
2018-03-04,132.79999999999998,725.0,928.4,501.31304347826074
2018-03-05,97.7,551.3000000000001,701.2,420.95
2018-03-06,499.6,802.6,1568.6,406.95
2018-03-07,534.6999999999999,1046.5000000000002,1866.2999999999997,453.80000000000007
2018-03-08,70.5,423.8,532.2,313.59999999999997
2018-03-09,1166.9000000000003,1254.6999999999998,3043.700000000001,616.0500000000001
2018-03-10,143.60000000000002,330.40000000000003,550.5,464.30000000000007
2018-03-11,284.7999999999999,826.8999999999999,1263.8000000000002,504.39999999999986
2018-03-12,245.7,791.7000000000002,1167.9,294.4
2018-03-13,165.1,657.1999999999999,910.4999999999999,346.2
2018-03-14,219.2,807.5000000000001,1143.1,597.9
2018-03-15,239.64999999999998,1022.8499999999999,1390.3,406.20000000000005
2018-03-16,142.5,646.8,865.5999999999998,543.5000000000001
2018-03-17,52.699999999999996,301.7,382.8,488.2
2018-03-18,22.47,218.53500000000003,253.39,739.1999999999999
2018-03-19,51.23,522.565,600.5100000000001,598.0
2018-03-20,141.20000000000002,742.4999999999999,959.0000000000001,475.80000000000007
2018-03-21,703.1000000000004,1125.2,2202.8999999999996,644.8999999999999
2018-03-22,119.6,673.9,857.2000000000002,572.4
2018-03-23,32.5,300.4,349.8,466.40000000000003
2018-03-24,125.00000000000001,833.4,1024.2,615.2999999999998
2018-03-25,268.0,775.9999999999999,1186.8999999999999,781.1999999999999
2018-03-26,148.70000000000005,961.3000000000002,1189.3,483.3
2018-03-27,118.1,732.3999999999999,913.8000000000002,324.6
2018-03-28,100.49999999999999,998.6500000000001,1152.6499999999999,297.7368421052632
2018-03-29,258.9,734.2000000000003,1130.8999999999999,289.06315789473683
2018-03-30,110.30000000000003,689.1000000000001,858.2999999999998,264.3
2018-03-31,23.700000000000003,349.29999999999995,385.50000000000006,154.0
2018-04-01,6.200000000000003,425.4000000000001,434.8999999999999,307.3
2018-04-02,-19.8,271.90000000000003,241.30000000000004,248.90000000000003
2018-04-03,-25.2,183.49999999999997,144.6,316.9999999999999
2018-04-04,-20.599999999999998,326.09999999999985,294.9,326.2000000000001
2018-04-05,6.2,340.4000000000001,349.3999999999999,164.0
2018-04-06,124.4,937.8000000000001,1128.5,675.6
2018-04-07,54.8,571.9999999999999,655.4999999999999,554.5999999999998
2018-04-08,-12.000000000000004,501.5,483.0999999999999,374.30000000000007
2018-04-09,13.600000000000005,570.9000000000001,591.3999999999999,516.6
2018-04-10,128.29999999999998,829.1,1026.2,602.2500000000001
2018-04-11,191.90000000000003,748.5000000000001,1043.2,938.4000000000001
2018-04-12,222.4,633.1,973.9,767.7000000000002
2018-04-13,134.4,707.8000000000001,913.4999999999999,534.9
2018-04-14,206.20000000000002,853.0,1169.5000000000002,769.7999999999998
2018-04-15,84.59999999999997,538.1,667.9000000000001,587.4999999999999
2018-04-16,66.19999999999999,391.99999999999994,493.49999999999994,468.69999999999993
2018-04-17,54.400000000000006,395.59999999999997,478.7,431.30000000000007
2018-04-18,138.4,844.4,1056.55,572.6
2018-04-19,727.0500000000001,1414.8500000000001,2530.0,1016.8999999999997
2018-04-20,374.83092783505157,1147.5649484536084,1723.4360824742269,759.9999999999999
2018-04-21,247.64536082474226,913.1752577319586,1294.119587628866,900.2
2018-04-22,187.07628865979385,762.940206185567,1050.6556701030927,784.5
2018-04-23,126.50721649484541,612.7051546391755,807.1917525773197,330.90000000000003
2018-04-24,45.84020618556702,388.21443298969075,458.5969072164949,282.0
2018-04-25,61.00000000000001,474.69999999999993,568.4999999999999,265.6
2018-04-26,53.60000000000001,478.8,561.1,389.8
2018-04-27,117.49999999999999,946.6,1126.6,368.09999999999997
2018-04-28,46.70000000000001,544.1,615.9,245.10000000000002
2018-04-29,25.1,252.29999999999995,290.5,227.85
2018-04-30,88.0,568.3000000000001,703.5,318.20000000000005
2018-05-01,116.79999999999998,594.6000000000001,773.8999999999995,311.5499999999999
2018-05-02,57.3,576.7,664.8,207.30000000000004
2018-05-03,348.9999999999999,915.0,1449.6000000000004,388.85
2018-05-04,140.59999999999997,983.5,1199.0,535.2
2018-05-05,259.1,920.4999999999999,1317.8,568.9
2018-05-06,45.49999999999999,868.9000000000001,938.6000000000001,715.8
2018-05-07,96.90000000000005,1180.35,1329.1499999999999,849.4000000000001
2018-05-08,512.5000000000001,1190.0999999999997,1975.8,925.0999999999999
2018-05-09,95.89999999999998,640.6,787.7999999999998,446.7
2018-05-10,67.50000000000001,662.6000000000001,766.2,354.70000000000005
2018-05-11,87.60000000000001,713.5999999999999,847.4999999999997,563.9999999999999
2018-05-12,43.100000000000016,660.3000000000001,726.1000000000001,335.8
2018-05-13,162.39999999999998,726.8000000000001,975.6999999999999,437.99999999999994
2018-05-14,147.4,635.8999999999999,861.4,360.30000000000007
2018-05-15,79.69999999999999,654.8,776.9,411.99999999999994
2018-05-16,95.89999999999999,507.9,655.9,496.3
2018-05-17,80.50000000000001,469.09999999999997,592.3,528.4000000000001
2018-05-18,129.6,721.6000000000001,920.0000000000001,472.7
2018-05-19,87.80000000000001,674.3000000000001,808.9000000000001,499.6
2018-05-20,66.60000000000001,589.0999999999999,691.0999999999999,510.09999999999997
2018-05-21,97.49999999999997,862.8000000000002,1012.5,721.0999999999999
2018-05-22,65.89999999999999,518.6000000000001,619.5000000000002,677.6
2018-05-23,72.19999999999997,492.4000000000001,602.4999999999998,578.3
2018-05-24,96.7,702.6,851.0000000000001,712.5000000000002
2018-05-25,78.99999999999999,787.6000000000001,908.8,611.5999999999999
2018-05-26,25.2,584.1,622.4000000000001,875.4000000000001
2018-05-27,38.800000000000004,752.1999999999999,811.4,839.4000000000001
2018-05-28,32.400000000000006,602.8,652.4000000000001,775.8
2018-05-29,52.79999999999999,517.6,598.1999999999998,528.4000000000001
2018-05-30,74.6,756.3999999999999,870.3000000000001,479.1000000000001
2018-05-31,51.15,750.85,829.2500000000001,666.3
2018-06-01,97.2,880.2000000000002,1029.4999999999998,569.1000000000001
2018-06-02,45.99999999999999,679.5,750.4000000000001,336.1
2018-06-03,67.99999999999999,625.4,730.1999999999998,418.65
2018-06-04,45.2,442.0,511.5999999999999,390.40000000000003
2018-06-05,50.6,422.6,500.3999999999999,378.74999999999994
2018-06-06,65.3,445.50000000000006,546.0000000000001,562.9999999999999
2018-06-07,74.89999999999998,475.80000000000007,590.6999999999999,446.8
2018-06-08,57.599999999999994,424.1000000000001,512.6,475.1000000000001
2018-06-09,30.5,319.09999999999997,365.70000000000005,428.7
2018-06-10,29.499999999999996,265.79999999999995,311.30000000000007,375.20000000000005
2018-06-11,80.49999999999999,410.99999999999994,534.4999999999999,387.90000000000003
2018-06-12,85.7,450.20000000000005,581.3000000000001,335.0
2018-06-13,182.59999999999997,494.5,774.5000000000001,393.5
2018-06-14,78.10000000000001,411.4,531.4,470.9999999999999
2018-06-15,100.10000000000001,606.5,759.6999999999999,442.40000000000003
2018-06-16,48.3,261.90000000000003,335.70000000000005,356.29999999999995
2018-06-17,44.4,156.1,223.79999999999998,266.6
2018-06-18,80.10000000000001,299.40000000000003,422.29999999999995,419.9
2018-06-19,101.49999999999999,282.29999999999995,438.0,283.5
2018-06-20,144.2,293.0,514.1999999999999,339.90000000000003
2018-06-21,84.89999999999999,300.2,430.8,329.40000000000003
2018-06-22,117.80000000000001,389.7,570.5,411.79999999999995
2018-06-23,98.30000000000001,454.1,604.8000000000001,596.4
2018-06-24,66.5,420.4,521.9,473.7
2018-06-25,106.69999999999999,617.4,781.0999999999997,482.8
2018-06-26,164.85,583.3500000000001,836.25,438.8999999999999
2018-06-27,82.30000000000001,312.3,438.6,480.9
2018-06-28,80.94999999999997,335.54999999999995,459.90000000000003,561.9000000000001
2018-06-29,87.35000000000001,323.6,458.29999999999995,486.00000000000006
2018-06-30,57.3,233.3,320.90000000000003,480.5
2018-07-01,66.7,364.20000000000005,466.7,558.6999999999999
2018-07-02,88.55,404.59999999999997,540.8499999999999,509.4999999999999
2018-07-03,77.50000000000001,306.5000000000001,425.3999999999999,441.5
2018-07-04,89.0,466.1,603.3,520.05
2018-07-05,164.45,767.1999999999999,1019.2,729.2000000000002
2018-07-06,154.50000000000003,719.1,956.0999999999998,702.2
2018-07-07,108.15,718.4499999999998,884.55,744.8
2018-07-08,50.5,377.70000000000016,455.29999999999995,437.15
2018-07-09,176.95000000000002,591.9,863.7499999999999,426.6
2018-07-10,115.29999999999997,268.2,445.1,361.79999999999995
2018-07-11,103.1,333.29999999999995,491.19999999999993,408.2
2018-07-12,90.60000000000001,429.5,568.8,500.50000000000006
2018-07-13,78.59999999999998,389.80000000000007,509.9,435.6000000000001
2018-07-14,122.29999999999998,683.1999999999999,871.3,464.2000000000001
2018-07-15,125.44999999999999,663.4,855.75,423.09999999999997
2018-07-16,129.74999999999997,522.75,721.3000000000002,467.59999999999997
2018-07-17,89.6,325.2,462.7,367.09999999999997
2018-07-18,101.60000000000001,468.6999999999999,624.6,378.59999999999997
2018-07-19,398.65,866.15,1477.95,547.5999999999999
2018-07-20,133.35000000000002,625.35,829.6999999999999,444.30000000000007
2018-07-21,66.80000000000001,500.5,602.6,514.0000000000001
2018-07-22,81.73333333333336,511.30000000000007,636.7999999999998,383.25
2018-07-23,89.84523809523807,550.5714285714284,689.7857142857142,411.69999999999993
2018-07-24,89.17142857142856,669.5285714285715,807.1142857142856,448.3
2018-07-25,84.94000000000001,587.9,717.4199999999998,547.4
2018-07-26,126.46,882.9999999999999,1077.0800000000002,877.6
2018-07-27,71.0,805.2000000000004,914.5999999999999,715.8
2018-07-28,17.5,193.3,220.10000000000002,433.54999999999995
2018-07-29,13.900000000000002,170.89999999999998,192.4,245.3
2018-07-30,62.600000000000016,269.90000000000003,366.1,242.30000000000007
2018-07-31,50.4,357.8999999999999,435.2,248.0
2018-08-01,97.19999999999997,491.0000000000001,640.3000000000001,338.40000000000003
2018-08-02,81.1,607.4,731.2000000000002,394.49999999999994
2018-08-03,609.1263736263735,960.0483516483516,1893.4087912087914,537.1
2018-08-04,471.4813186813187,918.3824175824176,1640.3604395604398,334.70000000000005
2018-08-05,281.59120879120877,915.8505494505496,1346.6637362637362,311.1
2018-08-06,91.7010989010989,913.3186813186815,1052.967032967033,506.3769456289978
2018-08-07,115.39999999999999,781.0,958.1,556.2732409381663
2018-08-08,44.65000000000001,322.50000000000006,391.40000000000003,555.8587420042644
2018-08-09,152.20000000000005,690.1999999999999,923.5000000000001,555.4442430703624
2018-08-10,95.4,509.6,655.6999999999999,555.0297441364604
2018-08-11,214.5,407.70000000000005,736.5999999999998,554.6152452025584
2018-08-12,12.6,149.9,168.99999999999997,554.2007462686568
2018-08-13,63.6,396.1,493.79999999999995,553.7862473347549
2018-08-14,85.7,452.3,583.5,553.3717484008529
2018-08-15,39.5,290.9,351.84999999999997,552.9572494669509
2018-08-16,102.85000000000001,414.75000000000006,572.35,552.542750533049
2018-08-17,243.8,493.3,867.2,552.1282515991471
2018-08-18,20.299999999999997,242.4,273.1000000000001,551.7137526652451
2018-08-19,21.2,198.7,231.10000000000002,551.2992537313431
2018-08-20,120.09999999999997,460.74999999999994,644.6500000000001,550.8847547974412
2018-08-21,110.39999999999998,630.8,800.8,550.4702558635396
2018-08-22,107.70000000000002,519.1,684.4000000000001,550.0557569296376
2018-08-23,86.6,400.80000000000007,533.5,549.6412579957356
2018-08-24,74.7,402.50000000000006,517.2,549.2267590618336
2018-08-25,266.7,474.1000000000001,882.9000000000001,548.8122601279317
2018-08-26,436.7,347.70000000000016,1017.4,548.3977611940298
2018-08-27,30.000000000000004,341.5,387.3,547.9832622601278
2018-08-28,118.00000000000001,506.20000000000005,687.3000000000001,547.5687633262258
2018-08-29,332.50000000000006,719.7000000000002,1229.2999999999997,547.1542643923241
2018-08-30,173.00000000000003,595.6,860.6000000000003,546.7397654584223
2018-08-31,367.3,692.9000000000001,1256.0,546.3252665245203
2018-09-01,376.2000000000001,835.85,1412.8,545.9107675906183
2018-09-02,98.3,726.2,876.1,545.4962686567164
2018-09-03,277.80000000000007,858.5,1284.5,545.0817697228144
2018-09-04,74.80000000000001,607.2,721.7500000000002,544.6672707889126
2018-09-05,73.30000000000001,537.6,650.5999999999999,544.2527718550106
2018-09-06,152.9,516.7,751.0,543.8382729211086
2018-09-07,120.80000000000001,623.0000000000001,808.1999999999998,543.4237739872067
2018-09-08,81.8,473.8,599.4,543.009275053305
2018-09-09,16.500000000000004,291.69999999999993,317.2,542.594776119403
2018-09-10,59.79999999999998,402.9000000000001,494.79999999999995,542.180277185501
2018-09-11,44.0,254.0,321.1000000000001,541.765778251599
2018-09-12,375.5,617.1999999999999,1192.8999999999999,541.3512793176972
2018-09-13,1719.9999999999998,917.1,3554.2999999999997,540.9367803837953
2018-09-14,117.9,707.7,888.0,540.5222814498933
2018-09-15,84.60000000000001,449.4999999999999,579.1999999999999,540.1077825159913
2018-09-16,21.0,185.9,217.50000000000003,539.6932835820895
2018-09-17,34.2,480.3999999999999,533.4,539.2787846481878
2018-09-18,33.0,237.40000000000003,288.3,538.8642857142858
2018-09-19,33.9,162.6,214.20000000000002,538.4497867803838
2018-09-20,26.5,135.2,187.0,538.0352878464819
2018-09-21,52.10000000000001,337.9,417.8,537.6207889125799
2018-09-22,81.9,619.0,744.3000000000001,537.206289978678
2018-09-23,100.5,460.09999999999997,613.9,536.791791044776
2018-09-24,851.1000000000001,837.5999999999998,2142.6,536.3772921108741
2018-09-25,1653.2000000000003,848.9,3383.7,535.9627931769722
2018-09-26,885.1999999999998,1033.3000000000002,2390.9,535.5482942430705
2018-09-27,743.4000000000001,1211.1000000000001,2350.8999999999996,535.1337953091685
2018-09-28,95.39999999999999,486.50000000000006,633.5000000000002,534.7192963752665
2018-09-29,472.0000000000001,870.2,1593.9,534.3047974413646
2018-09-30,208.7000000000001,601.8,921.5000000000001,533.8902985074627
2018-10-01,130.3,577.6000000000001,777.6999999999999,533.4757995735607
2018-10-02,107.6,549.4000000000001,714.1999999999999,533.0613006396587
2018-10-03,373.09999999999997,697.5999999999998,1269.4,532.6468017057567
2018-10-04,424.7999999999999,529.0999999999999,1180.4,532.2323027718551
2018-10-05,754.2,888.5999999999999,2044.8999999999996,531.8178038379532
2018-10-06,290.7,473.50000000000006,919.6000000000003,531.4033049040512
2018-10-07,123.5,520.0,709.6999999999999,530.9888059701492
2018-10-08,146.60000000000002,692.5999999999999,917.6000000000003,530.5743070362473
2018-10-09,364.2000000000001,751.85,1309.85,530.1598081023453
2018-10-10,494.7,1175.0,1933.8999999999999,529.7453091684434
2018-10-11,67.4,482.30000000000007,585.5500000000001,529.3308102345414
2018-10-12,35.8,157.19999999999996,211.9,528.9163113006394
2018-10-13,32.699999999999996,197.70000000000002,247.9,528.5018123667379
2018-10-14,45.1,289.50000000000006,358.4,528.0873134328359
2018-10-15,164.00000000000003,642.2,893.4,527.6728144989339
2018-10-16,104.80000000000001,472.8,633.6999999999997,527.2583155650319
2018-10-17,369.29999999999995,928.1999999999998,1494.6,526.84381663113
2018-10-18,230.09999999999994,719.5000000000001,1071.8000000000002,526.4293176972282
2018-10-19,1347.1,1029.1999999999998,3094.7,526.0148187633262
2018-10-20,1860.3999999999999,937.8000000000001,3790.6000000000004,525.6003198294242
2018-10-21,434.2,748.0,1414.1999999999998,525.1858208955222
2018-10-22,692.4999999999999,770.3,1832.1000000000001,524.7713219616205
2018-10-23,290.49999999999994,955.8000000000002,1401.6,524.3568230277186
2018-10-24,286.8999999999999,894.1000000000001,1333.5000000000002,523.9423240938166
2018-10-25,272.70000000000005,817.5,1235.4999999999998,523.5278251599146
2018-10-26,131.1,752.9,954.1000000000001,523.1133262260128
2018-10-27,80.29999999999998,351.1000000000001,473.5,522.6988272921109
2018-10-28,68.1,323.59999999999997,427.8,522.2843283582089
2018-10-29,157.79999999999998,463.70000000000005,705.6999999999999,521.8698294243069
2018-10-30,164.10000000000002,615.2,866.7000000000002,521.455330490405
2018-10-31,929.0000000000001,965.6999999999999,2390.2,521.0408315565033
2018-11-01,455.9,952.8,1651.4999999999998,520.6263326226014
2018-11-02,805.6000000000001,1055.9,2291.2,520.2118336886994
2018-11-03,405.44318181818187,576.3693181818182,1197.4840909090913,519.7973347547974
2018-11-04,36.62727272727273,378.7227272727273,433.6636363636364,519.3828358208955
2018-11-05,40.554545454545455,353.19545454545454,414.02727272727276,518.9683368869936
2018-11-06,44.481818181818184,327.6681818181818,394.3909090909091,518.5538379530916
2018-11-07,57.993181818181824,267.99431818181813,356.4340909090908,518.1393390191896
2018-11-08,103.9,545.0,704.9000000000001,517.7248400852877
2018-11-09,272.00000000000006,528.8,946.1999999999999,517.310341151386
2018-11-10,40.00000000000001,248.89999999999998,309.99999999999994,516.8958422174841
2018-11-11,31.699999999999996,224.70000000000002,272.90000000000003,516.4813432835821
2018-11-12,71.1,431.49999999999994,540.6999999999999,516.0668443496801
2018-11-13,98.6,525.9,676.9,515.6523454157782
2018-11-14,297.9,579.2,1036.1,515.2378464818763
2018-11-15,750.0999999999999,786.7,1936.7,514.8233475479743
2018-11-16,270.8,613.6,1028.8,514.4088486140723
2018-11-17,261.6,788.1999999999999,1189.2,513.9943496801704
2018-11-18,116.30000000000003,598.0000000000001,776.3000000000001,513.5798507462688
2018-11-19,100.50000000000003,385.2,539.5,513.1653518123668
2018-11-20,169.99999999999994,582.1,842.9,512.7508528784648
2018-11-21,1242.1000000000001,923.1999999999999,2827.8999999999996,512.3363539445629
2018-11-22,3059.9999999999995,1102.7,5794.300000000001,511.9218550106609
2018-11-23,726.6999999999999,949.3000000000002,2063.9999999999995,511.507356076759
2018-11-24,297.54999999999995,817.6500000000001,1274.1000000000001,511.09285714285704
2018-11-25,92.39999999999999,464.5,606.3,510.67835820895505
2018-11-26,356.1000000000001,756.7,1302.7999999999997,510.2638592750533
2018-11-27,482.9,714.6999999999999,1455.3999999999999,509.8493603411515
2018-11-28,37.60000000000001,292.55,349.74999999999994,509.4348614072495
2018-11-29,29.599999999999998,221.2,266.80000000000007,509.0203624733476
2018-11-30,81.4,585.0,710.0,508.60586353944564
2018-12-01,29.400000000000002,351.4000000000001,396.40000000000003,508.1913646055437
2018-12-02,20.89999999999999,225.49999999999997,257.20000000000005,507.77686567164176
2018-12-03,78.60000000000001,617.8999999999999,738.4,507.3623667377398
2018-12-04,1362.3,1158.3,3247.2,506.9478678038378
2018-12-05,223.99999999999997,704.5999999999999,1048.2000000000003,506.533368869936
2018-12-06,56.6,545.3000000000002,631.9,506.1188699360342
2018-12-07,48.699999999999996,418.20000000000005,492.5,505.7043710021322
2018-12-08,24.999999999999996,309.69999999999993,347.8,505.28987206823024
2018-12-09,29.599999999999998,396.19999999999993,442.0,504.87537313432836
2018-12-10,289.19999999999993,1084.0,1527.1,504.4608742004264
2018-12-11,2943.3,1308.1000000000001,5821.000000000001,504.0463752665245
2018-12-12,529.6999999999999,1212.5,2024.4999999999998,503.6318763326225
2018-12-13,665.3000000000001,1051.3,2071.4,503.2173773987205
2018-12-14,608.5000000000001,987.8000000000001,1920.5999999999997,502.8028784648189
2018-12-15,71.79999999999998,531.0000000000001,641.1999999999998,502.38837953091695
2018-12-16,38.0,532.0999999999999,590.4,501.97388059701495
2018-12-17,172.1,787.8999999999999,1052.0,501.559381663113
2018-12-18,28.2,385.19999999999993,428.59999999999997,501.1448827292111
2018-12-19,42.3,437.2,502.40000000000003,500.7303837953092
2018-12-20,61.1,511.7,605.4000000000001,500.31588486140726
2018-12-21,30.3,427.29999999999995,474.20000000000016,499.90138592750526
2018-12-22,40.999999999999986,593.9999999999999,657.1999999999999,499.4868869936033
2018-12-23,40.300000000000004,532.6999999999999,594.5000000000001,499.0723880597016
2018-12-24,1025.4,935.9000000000002,2507.8,498.6578891257996
2018-12-25,977.9000000000001,791.8000000000001,2290.9999999999995,498.2433901918976
2018-12-26,239.5,472.50000000000006,839.7,497.8288912579957
2018-12-27,3626.4000000000005,995.4000000000002,6555.9,497.4143923240938
2018-12-28,1518.1999999999996,1071.0,3399.2,496.99989339019186
2018-12-29,145.1,773.7,996.2,496.5853944562899
2018-12-30,109.29999999999997,657.7,825.1999999999999,496.1708955223879
2018-12-31,29.900000000000006,407.9000000000001,453.90000000000003,495.75639658848604
2019-01-01,38.2,364.09999999999997,422.50000000000006,495.34189765458433
2019-01-02,94.20000000000002,628.0999999999998,772.8000000000002,494.9273987206824
2019-01-03,147.4,880.8,1106.7,494.5128997867804
2019-01-04,358.4,1062.3,1611.8000000000002,494.09840085287846
2019-01-05,65.7,739.4,840.6999999999999,493.6839019189765
2019-01-06,135.3,930.4,1137.8000000000002,493.26940298507463
2019-01-07,82.80000000000003,753.6,880.2,492.8549040511727
2019-01-08,93.0,653.1,796.1999999999999,492.4404051172707
2019-01-09,108.3,591.7,757.4999999999999,459.1654850746269
2019-01-10,791.0,1131.4,2344.1000000000004,698.4
2019-01-11,274.4,1012.4,1433.2000000000003,500.4
2019-01-12,62.59999999999999,633.3,728.8000000000001,240.20000000000002
2019-01-13,29.999999999999996,298.2,344.40000000000003,248.80000000000004
2019-01-14,156.49999999999994,827.6,1067.5,389.20000000000005
2019-01-15,133.99999999999997,816.7000000000002,1022.1000000000001,300.0
2019-01-16,53.30000000000001,520.75,602.85,229.8
2019-01-17,172.29999999999998,827.5999999999999,1092.1,295.99999999999994
2019-01-18,1399.9000000000005,1147.3999999999999,3293.9,613.9
2019-01-19,154.79999999999998,837.1999999999999,1074.3000000000002,476.29999999999995
2019-01-20,686.2,966.8,2019.3,686.5
2019-01-21,2245.0000000000005,1159.8999999999999,4602.299999999999,915.0000000000002
2019-01-22,275.3,986.6000000000001,1408.8999999999999,343.7
2019-01-23,416.20000000000005,871.3999999999999,1510.1000000000001,383.5
2019-01-24,1515.3,1418.4000000000003,3742.2,673.5
2019-01-25,466.4,1100.8999999999996,1815.7000000000005,467.6000000000001
2019-01-26,30.900000000000002,343.79999999999995,391.59999999999997,265.5
2019-01-27,36.599999999999994,249.19999999999996,305.49999999999994,286.6
2019-01-28,462.09999999999997,901.45,1610.0,375.1
2019-01-29,170.10000000000002,848.7999999999998,1109.3000000000002,367.8
2019-01-30,1232.8,1222.2000000000003,3112.4999999999995,464.2
2019-01-31,2904.200000000001,1259.2999999999997,5712.0,638.9000000000001
2019-02-01,141.29999999999998,598.6999999999999,815.4,329.3999999999999
2019-02-02,62.8,351.2,447.1,302.5
2019-02-03,219.4,651.5000000000002,987.9,315.04999999999995
2019-02-04,220.7,544.0,882.7,232.0
2019-02-05,371.7999999999999,612.0000000000002,1182.5999999999997,299.3000000000001
2019-02-06,209.1,758.1,1078.8999999999999,283.8
2019-02-07,38.55,330.90000000000003,389.5,278.9
2019-02-08,25.299999999999994,105.6,144.2,304.30000000000007
2019-02-09,22.1,127.3,160.5,341.6000000000001
2019-02-10,40.900000000000006,352.50000000000006,415.5,148.79999999999998
2019-02-11,389.99999999999994,1037.2,1634.6999999999998,349.40000000000003
2019-02-12,519.5,874.5,1671.0000000000002,471.9
2019-02-13,285.20000000000005,621.1,1058.6999999999998,495.70000000000005
2019-02-14,2349.2000000000003,1519.8,5122.099999999999,994.3000000000001
2019-02-15,1376.1000000000001,1249.2000000000003,3359.3,953.0999999999998
