MeasurementDateGMT,Camden - Holborn (Bee Midtown): Nitric Oxide (ug/m3),Camden - Holborn (Bee Midtown): Nitrogen Dioxide (ug/m3),Camden - Holborn (Bee Midtown): Oxides of Nitrogen (ug/m3)
2018-02-06,4510.592307692308,2525.0769230769224,9442.26923076923
2018-02-07,3312.082692307692,2453.1230769230765,7532.055769230769
2018-02-08,924.6999999999999,1665.1000000000001,3082.8999999999987
2018-02-09,1387.9,1724.0,3852.3
2018-02-10,560.9999999999999,1314.5,2174.5
2018-02-11,510.9000000000001,1152.3999999999999,1935.9999999999998
2018-02-12,628.0,1455.1999999999998,2417.7
2018-02-13,2200.2999999999997,1838.7999999999997,5212.4
2018-02-14,1874.9999999999998,1690.1999999999996,4565.3
2018-02-15,753.6000000000001,1566.8999999999996,2722.9999999999995
2018-02-16,1231.4,1734.4000000000003,3622.399999999999
2018-02-17,2020.3,1943.8,5041.400000000001
2018-02-18,1186.6000000000004,1688.8999999999999,3508.4999999999995
2018-02-19,1701.5,1579.1999999999996,4188.0
2018-02-20,2052.4,1701.7,4848.8
2018-02-21,4569.7,2544.0,9550.8
2018-02-22,3879.7,2540.2999999999997,8489.000000000002
2018-02-23,3314.099999999999,2374.1000000000004,7455.7
2018-02-24,1961.6,1873.6,4881.199999999999
2018-02-25,1310.3000000000004,1535.7,3544.4999999999995
2018-02-26,3391.8109090909093,2322.0218181818186,7523.283636363636
2018-02-27,4491.1854545454535,2851.2280519480523,9738.02181818182
2018-02-28,4424.16,2824.1485714285723,9608.159999999998
2018-03-01,4357.134545454546,2797.0690909090918,9478.298181818182
2018-03-02,4290.109090909091,2769.9896103896112,9348.436363636363
2018-03-03,4223.083636363636,2742.9101298701307,9218.574545454545
2018-03-04,4156.058181818182,2715.830649350649,9088.712727272727
2018-03-05,4089.0327272727272,2688.751168831168,8958.85090909091
2018-03-06,4022.0072727272727,2661.671688311688,8828.98909090909
2018-03-07,3954.981818181818,2634.5922077922073,8699.127272727274
2018-03-08,3887.9563636363637,2607.5127272727273,8569.265454545453
2018-03-09,3820.9309090909096,2580.4332467532467,8439.403636363637
2018-03-10,3753.9054545454546,2553.3537662337667,8309.541818181819
2018-03-11,3686.88,2526.274285714286,8179.68
2018-03-12,3619.8545454545456,2499.194805194806,8049.818181818181
2018-03-13,3552.829090909091,2472.1153246753256,7919.956363636364
2018-03-14,2913.88,2434.802857142857,6902.78
2018-03-15,2801.8,2531.4,6827.200000000002
2018-03-16,1413.4,1732.1000000000001,3899.1999999999994
2018-03-17,2004.1000000000001,1765.6999999999998,4838.4
2018-03-18,1474.2000000000003,1468.0,3728.9000000000005
2018-03-19,2309.2999999999997,2202.3999999999996,5742.799999999999
2018-03-20,2058.8,2128.6,5285.4
2018-03-21,1348.5000000000002,1871.1,3938.4999999999995
2018-03-22,805.0000000000001,1530.7999999999997,2765.8
2018-03-23,629.0999999999999,1340.1999999999998,2305.0999999999995
2018-03-24,2676.0000000000005,2085.2000000000003,6188.7
2018-03-25,1557.3,1856.9000000000003,4244.5
2018-03-26,1028.2,1799.25,3375.75
2018-03-27,1230.3999999999999,1661.4,3548.1
2018-03-28,1469.9999999999998,1931.9999999999993,4186.2
2018-03-29,2045.6,2188.4,5324.700000000001
2018-03-30,1713.1000000000004,1917.6000000000001,4544.299999999999
2018-03-31,840.8,1191.2999999999997,2480.9000000000005
2018-04-01,1236.2000000000003,1656.9,3552.3
2018-04-02,1079.6,1466.1,3121.2000000000003
2018-04-03,372.5999999999999,1075.9,1647.1999999999998
2018-04-04,669.2000000000002,1290.8,2317.0000000000005
2018-04-05,1261.5,1661.2,3595.4999999999995
2018-04-06,2152.2000000000003,2271.1,5570.7
2018-04-07,1458.8999999999999,1842.8000000000004,4079.5
2018-04-08,1371.6,1761.0,3863.7999999999997
2018-04-09,3068.9,2396.1,7101.4000000000015
2018-04-10,3186.75,2568.15,7454.699999999999
2018-04-11,3193.3999999999996,2084.7000000000003,6981.0
2018-04-12,2493.8000000000006,1865.5,5689.299999999999
2018-04-13,900.8000000000001,1397.9999999999998,2779.8999999999996
2018-04-14,1732.6000000000001,2155.5,4812.300000000001
2018-04-15,855.1999999999999,1381.1,2692.699999999999
2018-04-16,359.7,1151.2999999999997,1703.0999999999997
2018-04-17,422.0000000000001,1255.9999999999998,1902.7000000000003
2018-04-18,1245.5999999999997,1817.6000000000001,3728.25
2018-04-19,3215.0499999999993,3011.2,7939.2
2018-04-20,1769.3999999999996,2372.2,5085.05
2018-04-21,1848.1,2604.399999999999,5438.9000000000015
2018-04-22,531.9,1299.4,2114.7000000000003
2018-04-23,406.4714285714285,1080.8571428571431,1703.4
2018-04-24,344.3285714285715,995.342857142857,1523.2000000000003
2018-04-25,486.90000000000003,1137.6000000000001,1884.3
2018-04-26,435.2000000000001,1142.7,1810.2000000000005
2018-04-27,2730.2000000000003,2309.5,6495.999999999999
2018-04-28,1570.9999999999998,1792.3,4201.3
2018-04-29,881.3000000000001,1350.0000000000005,2701.3
2018-04-30,1150.8,1656.6999999999998,3421.4999999999995
2018-05-01,498.9,1239.7000000000003,2004.5
2018-05-02,819.3999999999999,1546.8999999999996,2803.1000000000004
2018-05-03,1066.2000000000003,1598.0,3233.2999999999997
2018-05-04,1390.75,2055.3,4188.1
2018-05-05,1950.2000000000005,2641.5,5631.65
2018-05-06,1553.05,2535.3499999999995,4916.4
2018-05-07,1520.75,2639.45,4971.150000000001
2018-05-08,2742.0,2307.4,6511.799999999999
2018-05-09,715.9000000000002,1238.75,2336.4499999999994
2018-05-10,755.6999999999998,1309.8999999999999,2468.6999999999994
2018-05-11,1546.5500000000002,1966.8,4338.95
2018-05-12,690.6,1368.6000000000001,2427.5
2018-05-13,817.7,1465.0000000000002,2718.7000000000007
2018-05-14,1247.3,1770.4000000000003,3682.9
2018-05-15,1443.5,2016.6000000000001,4229.8
2018-05-16,1546.7,1635.7999999999997,4007.2000000000003
2018-05-17,2297.8,2067.2,5590.5999999999985
2018-05-18,2369.4999999999995,2306.6,5939.499999999999
2018-05-19,1890.7,2365.6,5264.7
2018-05-20,1304.0,2008.6000000000001,4008.2000000000003
2018-05-21,2416.15,2839.0999999999995,6544.2
2018-05-22,1361.8000000000002,1920.6999999999998,4008.9
2018-05-23,1350.3999999999996,1925.3000000000004,3995.7999999999997
2018-05-24,1524.4999999999998,1938.8999999999996,4276.500000000001
2018-05-25,1601.0,2088.7999999999997,4543.8
2018-05-26,1239.6999999999998,2144.5999999999995,4045.3999999999996
2018-05-27,713.5,1651.8,2745.900000000001
2018-05-28,872.8000000000001,1622.9,2961.5
2018-05-29,1601.0999999999997,1916.2,4370.799999999999
2018-05-30,2504.0,2379.6000000000004,6219.2
2018-05-31,2690.7000000000003,2719.100000000001,6845.200000000002
2018-06-01,538.0,1379.4999999999998,2204.45
2018-06-02,347.1,1259.0,1791.6
2018-06-03,645.4000000000001,1691.1,2681.3
2018-06-04,476.70000000000005,1121.1000000000001,1851.3999999999999
2018-06-05,2047.0499999999997,2049.1,5188.2
2018-06-06,2465.1,2259.6,6039.299999999999
2018-06-07,2815.6,2221.3,6538.4000000000015
2018-06-08,2030.8000000000004,2039.6,5153.4
2018-06-09,1637.9,1956.4,4467.700000000001
2018-06-10,1248.2000000000003,1555.7999999999997,3469.8
2018-06-11,2289.3,2051.5,5562.1
2018-06-12,2324.1,1796.3000000000002,5359.1
2018-06-13,812.1,1230.8,2476.5
2018-06-14,612.1,1034.9,1973.3
2018-06-15,738.2,1289.9,2421.6999999999994
2018-06-16,278.4,774.4000000000001,1201.4
2018-06-17,171.29999999999995,546.7,809.1
2018-06-18,335.2000000000001,773.0999999999998,1287.2999999999997
2018-06-19,516.5,720.8000000000001,1513.1000000000001
2018-06-20,597.1,704.9000000000001,1620.6000000000001
2018-06-21,1184.7,1415.7,3232.4
2018-06-22,1861.3999999999999,1813.0,4667.1
2018-06-23,938.9,1487.5,2926.7
2018-06-24,1176.25,1666.25,3469.2499999999995
2018-06-25,1682.9387096774194,2337.548387096774,4916.890322580645
2018-06-26,2472.2612903225804,2639.651612903225,6428.009677419355
2018-06-27,2224.613351800554,1717.156011080332,5129.292465373962
2018-06-28,2694.164210526316,1928.690526315789,6061.162105263158
2018-06-29,2664.9972299168967,1915.7983379501388,6003.530193905817
2018-06-30,2635.830249307479,1902.9061495844876,5945.898282548477
2018-07-01,2606.6632686980615,1890.0139612188364,5888.266371191136
2018-07-02,2577.4962880886424,1877.1217728531858,5830.634459833795
2018-07-03,2548.329307479224,1864.229584487535,5773.002548476455
2018-07-04,2519.1623268698067,1851.3373961218833,5715.370637119114
2018-07-05,2489.9953462603876,1838.4452077562323,5657.738725761773
2018-07-06,2460.8283656509693,1825.553019390582,5600.106814404433
2018-07-07,2431.661385041552,1812.6608310249308,5542.474903047091
2018-07-08,2402.4944044321333,1799.7686426592793,5484.84299168975
2018-07-09,2373.3274238227145,1786.876454293629,5427.21108033241
2018-07-10,2344.1604432132967,1773.984265927978,5369.5791689750695
2018-07-11,2314.993462603878,1761.092077562327,5311.947257617729
2018-07-12,2285.8264819944598,1748.1998891966757,5254.315346260388
2018-07-13,2256.6595013850415,1735.3077008310254,5196.683434903047
2018-07-14,2227.4925207756232,1722.415512465374,5139.051523545707
2018-07-15,2198.325540166205,1709.5233240997225,5081.419612188365
2018-07-16,2169.1585595567863,1696.6311357340721,5023.787700831025
2018-07-17,2139.9915789473685,1683.7389473684213,4966.155789473684
2018-07-18,2110.82459833795,1670.8467590027697,4908.523878116343
2018-07-19,2081.657617728532,1657.9545706371189,4850.8919667590035
2018-07-20,2052.4906371191137,1645.0623822714686,4793.260055401663
2018-07-21,2023.3236565096954,1632.1701939058173,4735.628144044321
2018-07-22,1994.156675900277,1619.2780055401656,4677.996232686981
2018-07-23,1964.989695290859,1606.3858171745155,4620.36432132964
2018-07-24,1935.8227146814406,1593.4936288088647,4562.732409972298
2018-07-25,1906.6557340720224,1580.6014404432128,4505.100498614958
2018-07-26,1877.4887534626039,1567.709252077562,4447.468587257617
2018-07-27,1848.3217728531854,1554.8170637119117,4389.8366759002765
2018-07-28,1819.1547922437674,1541.9248753462607,4332.204764542936
2018-07-29,1789.987811634349,1529.0326869806092,4274.572853185596
2018-07-30,1760.8208310249308,1516.1404986149587,4216.940941828255
2018-07-31,1731.6538504155126,1503.248310249308,4159.309030470914
2018-08-01,1702.4868698060943,1490.3561218836564,4101.677119113573
2018-08-02,1673.319889196676,1477.4639335180054,4044.0452077562322
2018-08-03,1644.1529085872576,1464.5717451523549,3986.4132963988914
2018-08-04,1614.9859279778393,1451.6795567867036,3928.7813850415505
2018-08-05,1585.818947368421,1438.7873684210524,3871.1494736842105
2018-08-06,1556.651966759003,1425.8951800554019,3813.51756232687
2018-08-07,1527.4849861495845,1413.002991689751,3755.885650969529
2018-08-08,1498.3180055401663,1400.1108033240994,3698.253739612188
2018-08-09,1469.151024930748,1387.2186149584486,3640.621828254848
2018-08-10,1439.9840443213295,1374.326426592798,3582.989916897506
2018-08-11,1410.8170637119115,1361.4342382271466,3525.3580055401653
2018-08-12,1381.6500831024932,1348.5420498614958,3467.7260941828254
2018-08-13,1352.4831024930747,1335.649861495845,3410.0941828254845
2018-08-14,1323.3161218836565,1322.7576731301942,3352.4622714681436
2018-08-15,1294.1491412742382,1309.8654847645425,3294.830360110803
2018-08-16,1264.98216066482,1296.973296398892,3237.1984487534623
2018-08-17,1235.8151800554015,1284.0811080332414,3179.566537396122
2018-08-18,1206.6481994459834,1271.18891966759,3121.934626038781
2018-08-19,1177.4812188365652,1258.296731301939,3064.3027146814397
2018-08-20,1148.314238227147,1245.4045429362882,3006.6708033240993
2018-08-21,1119.1472576177284,1232.5123545706374,2949.0388919667585
2018-08-22,1089.9802770083104,1219.620166204986,2891.406980609418
2018-08-23,1060.813296398892,1206.7279778393352,2833.775069252077
2018-08-24,1031.6463157894736,1193.8357894736846,2776.1431578947368
2018-08-25,1002.4793351800554,1180.943601108033,2718.511246537396
2018-08-26,973.3123545706371,1168.0514127423821,2660.879335180055
2018-08-27,944.1453739612189,1155.1592243767313,2603.2474238227146
2018-08-28,914.9783933518006,1142.2670360110806,2545.6155124653737
2018-08-29,885.8114127423822,1129.3748476454293,2487.9836011080324
2018-08-30,856.6444321329641,1116.4826592797783,2430.351689750692
2018-08-31,827.4774515235458,1103.5904709141278,2372.7197783933516
2018-09-01,798.3104709141274,1090.6982825484765,2315.087867036011
2018-09-02,769.1434903047092,1077.8060941828255,2257.45595567867
2018-09-03,739.9765096952908,1064.9139058171747,2199.824044321329
2018-09-04,710.8095290858726,1052.0217174515235,2142.1921329639886
2018-09-05,681.6425484764544,1039.1295290858727,2084.5602216066472
2018-09-06,652.475567867036,1026.2373407202215,2026.928310249307
2018-09-07,623.3085872576178,1013.3451523545706,1969.2963988919664
2018-09-08,594.1416066481995,1000.4529639889198,1911.6644875346256
2018-09-09,564.9746260387813,987.5607756232687,1854.032576177285
2018-09-10,371.1496952908588,886.0458171745154,1455.4043213296397
2018-09-11,333.4,773.7,1285.1000000000001
2018-09-12,2771.2,2023.6999999999996,6273.3
2018-09-13,1637.8999999999999,1666.9,4178.099999999999
2018-09-14,562.8000000000001,1220.3999999999999,2083.5
2018-09-15,371.2,960.6000000000001,1529.4999999999998
2018-09-16,148.59999999999997,703.8,931.4999999999999
2018-09-17,674.5,1404.0,2437.9000000000005
2018-09-18,204.14999999999995,710.25,1023.1500000000002
2018-09-19,177.00000000000003,619.1,890.6
2018-09-20,221.90000000000003,658.8000000000001,998.7
2018-09-21,535.6999999999999,967.7000000000002,1789.5
2018-09-22,1372.8999999999999,1504.8999999999999,3610.4
2018-09-23,1103.8999999999999,1331.0000000000002,3023.5000000000005
2018-09-24,2505.0,1869.4,5710.3
2018-09-25,3367.7000000000003,1964.3000000000002,7128.600000000001
2018-09-26,775.1999999999999,1676.8000000000002,2865.1
2018-09-27,1275.1000000000001,1906.1999999999998,3861.4000000000005
2018-09-28,2542.0000000000005,1851.1999999999998,5749.4
2018-09-29,1953.6999999999998,1861.6999999999998,4857.3
2018-09-30,841.1000000000001,1247.5,2536.7999999999997
2018-10-01,1146.3,1278.4,3036.0999999999995
2018-10-02,720.4000000000001,1014.8,2119.5000000000005
2018-10-03,1368.7,1345.3999999999999,3443.8999999999996
2018-10-04,669.1999999999998,917.1999999999999,1943.7000000000003
2018-10-05,1915.4,1797.4000000000003,4734.099999999999
2018-10-06,1096.5000000000002,1383.8000000000002,3064.5999999999995
2018-10-07,1004.8999999999999,1403.2,2944.2
2018-10-08,465.3,1239.2,1952.7
2018-10-09,1034.6,1686.8000000000002,3273.1
2018-10-10,4008.9,2876.95,9024.199999999999
2018-10-11,612.1999999999998,1313.3000000000002,2251.4
2018-10-12,289.30000000000007,888.0500000000001,1331.5499999999997
2018-10-13,299.79999999999995,897.7,1357.6
2018-10-14,864.8,1267.2000000000003,2593.1000000000004
2018-10-15,2570.6000000000004,1827.7,5769.8
2018-10-16,987.5000000000001,1326.6999999999998,2840.4
2018-10-17,2519.3,1939.1,5801.599999999999
2018-10-18,3133.2,2187.4,6991.7
2018-10-19,3436.6,2526.7000000000003,7796.1
2018-10-20,2586.2999999999997,2062.1,6027.400000000001
2018-10-21,940.3999999999999,1485.5,2927.599999999999
2018-10-22,1910.1000000000006,1786.6000000000004,4715.4
2018-10-23,1154.5000000000002,1475.0999999999997,3245.2
2018-10-24,1306.9,1486.7000000000003,3490.9
2018-10-25,1119.6999999999996,1577.7,3294.8
2018-10-26,1084.1000000000001,1581.3999999999999,3243.6000000000004
2018-10-27,1108.1999999999998,1342.0,3040.4
2018-10-28,1418.6000000000001,1482.6000000000001,3657.9
2018-10-29,2126.3999999999996,1846.4999999999995,5106.6
2018-10-30,1079.2,1284.9999999999998,2939.6000000000004
2018-10-31,3975.8999999999996,2513.9999999999995,8610.2
2018-11-01,2065.5000000000005,1848.8000000000002,5016.100000000001
2018-11-02,1425.4,1855.8,4041.0
2018-11-03,875.5,1559.4999999999998,2901.7000000000003
2018-11-04,1402.25,1643.7,3793.65
2018-11-05,5092.3,2507.2000000000003,10315.2
2018-11-06,2633.9,1856.5000000000002,5894.800000000001
2018-11-07,1198.9999999999998,1382.1999999999998,3220.5999999999995
2018-11-08,1666.8000000000002,1822.8,4378.500000000001
2018-11-09,1993.1999999999996,1840.8000000000004,4897.3
2018-11-10,856.0,1474.2000000000003,2786.2000000000003
2018-11-11,411.09999999999997,1082.1000000000001,1712.3
2018-11-12,681.5000000000001,1437.5,2481.7999999999997
2018-11-13,494.8,1285.8999999999999,2044.2999999999995
2018-11-14,1648.6000000000001,1653.6000000000001,4181.5
2018-11-15,3527.0,2000.7000000000003,7409.099999999999
2018-11-16,4722.799999999999,2076.6,9318.0
2018-11-17,2694.8999999999996,1811.8,5943.900000000001
2018-11-18,1988.0,1723.6999999999998,4771.499999999999
2018-11-19,2587.3,1823.3000000000002,5790.0999999999985
2018-11-20,3675.1999999999994,1963.6,7598.499999999999
2018-11-21,4039.6,1982.8999999999999,8176.9000000000015
2018-11-22,5923.699999999999,2292.9,11375.500000000002
2018-11-23,4315.9,2129.7000000000003,8747.2
2018-11-24,2851.1,1925.2000000000003,6296.9000000000015
2018-11-25,1981.3,1508.0,4546.2
2018-11-26,2194.2,1660.2000000000003,5024.3
2018-11-27,2847.5,1796.6999999999998,6162.7
2018-11-28,525.8999999999999,1205.3,2011.3999999999999
2018-11-29,339.59999999999997,956.0,1477.2000000000003
2018-11-30,440.00000000000006,1267.9999999999998,1942.3
2018-12-01,463.40000000000003,1212.4,1923.0
2018-12-02,151.0,789.6000000000001,1021.5000000000001
2018-12-03,665.5999999999999,1242.1,2262.8
2018-12-04,1943.0000000000002,1817.0,4796.099999999999
2018-12-05,1534.2,1553.4,3906.2999999999997
2018-12-06,326.04999999999995,1157.95,1658.25
2018-12-07,509.50000000000006,1117.1000000000004,1898.5
2018-12-08,330.40000000000003,969.5000000000001,1476.5
2018-12-09,631.7,1094.2,2062.6000000000004
2018-12-10,1141.4242424242425,1543.932727272727,3294.367272727273
2018-12-11,1037.8909090909092,1630.232727272727,3222.567272727272
2018-12-12,989.0181818181818,1610.3345454545454,3127.265454545454
2018-12-13,940.1454545454545,1590.4363636363632,3031.9636363636364
2018-12-14,891.2727272727271,1570.5381818181818,2936.661818181818
2018-12-15,842.3999999999999,1550.64,2841.36
2018-12-16,793.5272727272727,1530.7418181818184,2746.0581818181818
2018-12-17,827.9212121212121,1564.0436363636363,2832.3563636363633
2018-12-18,1337.8000000000004,1411.8000000000002,3462.8
2018-12-19,618.7000000000002,1383.0,2331.3
2018-12-20,476.2,1221.9,1952.3
2018-12-21,456.8,1078.5,1779.1000000000001
2018-12-22,507.19999999999993,1253.6000000000001,2031.5000000000002
2018-12-23,667.8999999999999,1246.5,2270.9
2018-12-24,2010.6999999999998,1725.1000000000004,4807.9000000000015
2018-12-25,1649.3999999999999,1497.1999999999998,4026.1000000000004
2018-12-26,559.8000000000001,1153.6000000000001,2011.9000000000003
2018-12-27,4197.099999999999,2103.4,8539.000000000002
2018-12-28,2256.4999999999995,1544.3999999999999,5004.2
2018-12-29,740.3,1274.6,2410.0000000000005
2018-12-30,736.0,1220.8999999999999,2349.7999999999997
2018-12-31,547.5999999999999,1028.1,1867.3999999999996
2019-01-01,756.3,1219.0,2378.0
2019-01-02,1305.5,1642.0000000000002,3643.6999999999994
2019-01-03,1764.3999999999999,1890.5999999999997,4595.7
2019-01-04,1577.2000000000003,1675.3999999999996,4094.0
2019-01-05,1007.1999999999999,1537.6999999999998,3082.0000000000005
2019-01-06,899.1999999999998,1450.5000000000002,2829.4
2019-01-07,484.5999999999999,1293.6999999999998,2036.4
2019-01-08,1115.1,1442.8000000000004,3152.3000000000006
2019-01-09,1463.0999999999997,1653.2499999999998,3896.85
2019-01-10,1854.3,1716.4,4559.4
2019-01-11,1669.2999999999995,1718.5,4277.9
2019-01-12,542.5,1210.9,2042.4
2019-01-13,390.8,884.5999999999999,1484.1000000000001
2019-01-14,1010.3000000000001,1457.6999999999998,3006.5999999999995
2019-01-15,380.2,1289.9,1873.4
2019-01-16,433.90000000000003,1136.5,1802.0
2019-01-17,1437.8999999999999,1706.9000000000003,3911.9999999999995
2019-01-18,2398.8499999999995,2170.2999999999997,5848.500000000001
2019-01-19,2114.4,1812.6999999999998,5054.8
2019-01-20,2290.7999999999997,1908.7000000000003,5421.1
2019-01-21,2000.7000000000003,1703.9,4771.4
2019-01-22,1073.1,1649.6,3294.6000000000004
2019-01-23,2164.3,1977.4999999999998,5296.200000000001
2019-01-24,2477.7999999999997,2151.8000000000006,5950.900000000001
2019-01-25,1107.6000000000001,1623.0000000000002,3321.5
2019-01-26,217.79999999999998,945.5000000000001,1279.6999999999998
2019-01-27,459.6,824.4000000000001,1528.8
2019-01-28,1328.8999999999999,1667.2,3704.6
2019-01-29,1489.3000000000002,1891.1,4175.099999999999
2019-01-30,1438.1499999999999,1791.95,3996.7999999999997
2019-01-31,3834.9999999999995,2513.6999999999994,8393.8
2019-02-01,2297.7,1949.8000000000002,5472.500000000001
2019-02-02,1086.0,1370.8000000000002,3036.2000000000003
2019-02-03,549.8000000000001,1215.7000000000003,2058.6
2019-02-04,529.7,1172.1000000000001,1984.9000000000003
2019-02-05,958.1000000000001,1407.7000000000003,2876.400000000001
2019-02-06,805.4,1440.9999999999998,2675.6
2019-02-07,340.49999999999994,997.3999999999999,1519.8999999999996
2019-02-08,174.7,772.7999999999998,1041.0
2019-02-09,184.29999999999995,739.3,1021.9000000000001
2019-02-10,435.9,1097.5000000000002,1765.8999999999999
2019-02-11,1338.1000000000001,1708.5000000000002,3759.6999999999994
2019-02-12,491.5,1398.3,2151.6
2019-02-13,620.7,1387.3999999999999,2339.0
2019-02-14,3117.6999999999994,2262.1000000000004,7042.0
2019-02-15,2254.5999999999995,2099.2,5556.1
2019-02-16,531.3000000000001,1480.5000000000002,2294.8
2019-02-17,515.0,1252.4,2041.9000000000003
2019-02-18,318.6,1192.9,1681.0999999999997
2019-02-19,348.70000000000005,1128.9,1663.9000000000003
2019-02-20,252.6,965.5,1352.8999999999999
2019-02-21,378.69999999999993,1217.6000000000001,1798.3
2019-02-22,2940.100000000001,2050.8999999999996,6559.1
2019-02-23,2314.2000000000003,1889.8999999999999,5438.6
2019-02-24,2977.7,2323.4,6889.3
2019-02-25,4729.999999999999,2954.3,10206.8
2019-02-26,5385.200000000001,3334.0,11591.45
2019-02-27,2990.149999999999,2569.9500000000003,7155.049999999999
2019-02-28,516.7,1448.6000000000001,2240.899999999999
2019-03-01,846.6,1448.8,2746.7999999999997
2019-03-02,316.2999999999999,841.8999999999999,1327.3999999999999
2019-03-03,103.59999999999998,449.1,607.4
2019-03-04,466.5,997.4999999999999,1712.6000000000004
2019-03-05,391.1,1024.1000000000001,1623.6999999999998
2019-03-06,435.60000000000014,962.4,1630.4
2019-03-07,438.59999999999997,927.0000000000001,1599.6999999999998
2019-03-08,488.9,1153.2999999999997,1903.0000000000002
2019-03-09,357.2,934.9000000000001,1482.0
2019-03-10,413.80000000000007,921.4500000000003,1555.4
2019-03-11,596.5999999999999,1096.2999999999997,2010.9999999999998
2019-03-12,354.5,908.0999999999999,1451.2999999999997
2019-03-13,588.7,1027.1,1929.8000000000002
2019-03-14,484.5,1029.0,1772.3
2019-03-15,541.0,971.5000000000003,1800.9999999999998
2019-03-16,138.3,510.09999999999997,722.8
2019-03-17,513.5,963.6,1751.1
2019-03-18,1125.5,1883.8999999999999,3609.6
2019-03-19,451.2000000000001,1219.6,1911.2000000000003
2019-03-20,492.50000000000006,1244.6000000000001,1999.8000000000002
2019-03-21,797.5500000000001,1162.3000000000002,2385.75
2019-03-22,409.15,1053.3,1680.35
2019-03-23,1696.1999999999998,1857.2000000000003,4457.8
2019-03-24,950.8999999999999,1495.4,2953.3000000000006
2019-03-25,1320.1999999999998,1720.2,3745.000000000001
2019-03-26,1423.4999999999998,1974.8,4157.099999999999
2019-03-27,1832.7999999999997,2086.2000000000003,4896.2
2019-03-28,1862.9999999999995,2255.1499999999996,5111.900000000001
2019-03-29,2107.5,2104.2999999999997,5335.4
2019-03-30,2050.45,1990.5,5134.4
2019-03-31,896.9999999999999,1330.4000000000003,2705.9
2019-04-01,1994.1000000000006,2104.7,5161.999999999999
2019-04-02,811.3000000000001,1538.7999999999995,2782.3999999999996
2019-04-03,1350.6000000000001,1783.6999999999996,3855.1
2019-04-04,1672.3499999999995,1914.9499999999996,4478.6
2019-04-05,1572.5000000000002,1926.0000000000002,4337.5
2019-04-06,1502.3000000000002,1703.5,4007.2000000000003
2019-04-07,1170.5000000000002,1345.5999999999997,3140.2999999999997
2019-04-08,1547.1,1826.4000000000003,4199.5
2019-04-09,1826.6,1887.7,4688.599999999999
2019-04-10,1421.9,1627.1000000000004,3807.7000000000003
2019-04-11,1689.6999999999996,1993.85,4584.45
2019-04-12,1837.3999999999996,2095.2999999999997,4912.6
2019-04-13,1252.9999999999998,1693.1,3614.6
2019-04-14,805.2,1440.7999999999997,2675.3999999999996
2019-04-15,1419.0,1903.6000000000001,4078.8999999999996
2019-04-16,2059.55,2258.0499999999997,5417.450000000001
2019-04-17,1275.4,1959.9000000000003,3914.4
2019-04-18,1560.9999999999998,1979.8,4372.2
2019-04-19,774.15,1702.4,2888.7
2019-04-20,590.94,1568.46,2474.29
2019-04-21,580.0933333333334,1761.3066666666666,2651.046666666666
