MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3)
2021-01-22,239.13,694.77,1061.44,273.12,836.7
2021-01-23,324.41,748.74,1246.03,325.45,869.3
2021-01-24,307.34,813.2,1284.47,286.25,706.4
2021-01-25,292.43,818.06,1266.39,351.7,776.5
2021-01-26,468.87,826.96,1545.87,257.1,665.25
2021-01-27,306.08,796.7,1266.21,302.25,964.64
2021-01-28,233.11,607.24,964.65,202.5,979.83
2021-01-29,270.31,628.9,1043.46,301.2,995.02
2021-01-30,316.09,628.59,1113.5,264.7,1010.21
2021-01-31,338.12,652.36,1170.99,383.5,1025.4
2021-02-01,597.98,788.6,1705.72,584.85,1040.59
2021-02-02,351.21,630.59,1169.49,471.48,1055.78
2021-02-03,302.14,718.13,1181.5,379.88,1070.97
2021-02-04,404.89,737.49,1358.54,279.51,1086.16
2021-02-05,285.62,623.33,1061.4,206.68,1101.35
2021-02-06,453.13,728.77,1423.87,384.75,1116.54
2021-02-07,312.78,468.09,947.98,283.6,1131.73
2021-02-08,374.62,563.98,1138.61,240.0,1146.91
2021-02-09,542.3,704.95,1536.25,255.15,1162.1
2021-02-10,510.05,716.65,1498.45,513.55,1177.29
2021-02-11,658.6,884.32,1894.38,655.85,1149.14
2021-02-12,507.25,679.97,1457.58,703.9,1195.25
2021-02-13,314.5,532.67,1015.02,558.85,1203.15
2021-02-14,130.4,340.62,540.62,445.65,1444.7
2021-02-15,241.18,552.72,922.57,301.2,1090.35
2021-02-16,158.83,491.07,734.63,328.55,1220.4
2021-02-17,137.45,431.25,642.25,346.85,1461.7
2021-02-18,139.88,514.8,729.0,259.15,1519.6
2021-02-19,201.72,559.08,868.7,325.35,1456.0
2021-02-20,113.62,498.08,672.32,902.2,1493.4
2021-02-21,307.5,864.02,1335.5,709.4,1220.6
2021-02-22,778.18,1418.82,2612.05,755.75,353.5
2021-02-23,249.56,644.6,1027.07,311.95,1369.0
2021-02-24,189.58,498.1,788.7,390.95,1396.2
2021-02-25,174.35,715.48,982.8,395.5,1326.4
2021-02-26,1099.25,1438.9,3124.2,644.0,772.5
2021-02-27,1315.15,1519.95,3536.42,876.3,632.9
2021-02-28,291.1,814.5,1260.65,624.95,978.9
2021-03-01,666.35,854.82,1876.7,970.2,800.5
2021-03-02,1239.72,1117.68,3018.42,1262.35,322.1
2021-03-03,1611.55,1425.68,3896.7,1368.2,13.1
2021-03-04,631.92,996.12,1964.98,590.7,782.9
2021-03-05,490.65,801.05,1553.4,435.95,1487.9
2021-03-06,450.48,1035.32,1726.45,347.25,1308.3
2021-03-07,537.4,1104.57,1928.38,615.6,1284.2
2021-03-08,690.65,1549.6,2608.52,933.45,456.8
2021-03-09,248.98,934.73,1316.5,553.45,1052.6
2021-03-10,138.2,533.35,745.32,368.95,1548.4
2021-03-11,50.82,320.9,398.6,310.45,1745.7
2021-03-12,87.22,396.62,530.42,249.5,1714.3
2021-03-13,30.4,289.32,335.95,153.65,1808.1
2021-03-14,33.6,340.78,392.52,192.45,1635.0
2021-03-15,367.58,856.9,1420.78,472.5,1633.0
2021-03-16,290.72,771.8,1217.47,481.0,1203.5
2021-03-17,524.72,838.09,1642.74,669.75,1179.25
2021-03-18,563.55,852.42,1716.65,566.05,988.7
2021-03-19,527.28,749.18,1557.88,320.05,1462.9
2021-03-20,289.78,714.55,1159.0,380.45,1091.4
2021-03-21,253.65,618.9,1007.98,371.3,1249.1
2021-03-22,338.05,910.97,1429.62,577.3,1065.1
2021-03-23,288.7,781.9,1224.45,591.2,1153.1
2021-03-24,270.45,660.32,1074.5,613.7,1368.6
2021-03-25,177.15,563.45,835.3,272.05,1439.5
2021-03-26,115.11,401.7,578.56,238.75,1718.2
2021-03-27,48.34,249.45,323.2,278.0,1812.0
2021-03-28,29.74,193.5,239.22,374.52,2004.3
2021-03-29,183.12,545.91,826.86,444.55,1736.4
2021-03-30,1535.74,1745.01,4099.72,892.6,971.3
2021-03-31,2066.71,1811.35,4980.56,1363.1,660.45
2021-04-01,626.24,707.59,1667.89,964.4,1235.05
2021-04-02,242.23,385.42,757.21,355.15,1869.8
2021-04-03,234.32,442.08,801.84,569.8,1882.95
2021-04-04,108.36,394.32,560.7,543.35,1969.1
2021-04-05,171.67,344.77,608.03,377.05,1725.25
2021-04-06,318.09,541.65,1029.37,336.8,1523.6
2021-04-07,241.78,570.01,940.64,295.75,1454.75
2021-04-08,124.91,463.83,655.78,271.85,1523.4
2021-04-09,323.04,575.29,1070.64,280.7,1564.05
2021-04-10,316.69,581.06,1067.03,364.3,1674.65
2021-04-11,181.62,530.93,809.46,253.35,1646.85
2021-04-12,493.56,930.67,1687.04,387.95,1108.55
2021-04-13,434.81,1037.24,1703.62,498.1,924.6
2021-04-14,786.69,1124.92,2331.11,636.95,1322.75
2021-04-15,563.45,861.88,1725.69,384.95,1553.4
2021-04-16,698.63,1057.71,2128.91,462.85,1512.8
2021-04-17,404.17,843.39,1462.98,360.4,1637.4
2021-04-18,348.8,919.98,1454.86,403.55,1563.2
2021-04-19,785.84,1332.28,2537.14,908.6,1241.8
2021-04-20,908.29,1536.54,2929.1,1292.85,1187.3
2021-04-21,579.95,1064.53,1954.02,1213.5,1519.7
2021-04-22,527.49,777.36,1586.4,607.75,1597.4
2021-04-23,697.35,1022.5,2091.81,609.9,1302.65
2021-04-24,382.69,801.05,1387.66,530.3,1727.35
2021-04-25,187.88,392.33,680.6,361.25,1944.2
2021-04-26,455.35,649.7,1347.82,417.55,1981.95
2021-04-27,665.88,1182.52,2203.57,676.05,1582.05
2021-04-28,529.57,895.74,1707.81,799.15,1644.4
2021-04-29,444.06,736.28,1416.85,419.35,1775.0
2021-04-30,545.24,944.42,1780.59,476.25,1569.35
2021-05-01,446.75,919.65,1604.2,527.75,1595.4
2021-05-02,227.35,828.49,1176.82,503.2,1458.9
2021-05-03,41.4,274.2,337.79,384.25,2056.65
2021-05-04,85.1,296.28,426.64,213.05,1864.3
2021-05-05,239.98,544.65,912.64,185.35,1461.65
2021-05-06,360.13,670.18,1222.62,290.95,1314.55
2021-05-07,234.29,515.19,874.4,304.35,1710.05
2021-05-08,63.39,293.38,390.79,258.95,1272.85
2021-05-09,60.18,286.11,378.57,197.9,1259.05
2021-05-10,83.6,296.34,424.65,281.15,1767.3
2021-05-11,389.12,597.95,1194.94,322.3,1682.0
2021-05-12,162.59,393.34,643.04,307.2,1953.9
2021-05-13,665.59,1040.81,2061.3,432.2,1115.45
2021-05-14,519.57,855.06,1651.84,465.9,1539.4
2021-05-15,251.65,570.91,956.85,306.25,1573.85
2021-05-16,57.35,320.16,408.21,237.75,1493.0
2021-05-17,263.04,619.87,1023.32,246.25,1269.5
2021-05-18,195.04,487.3,786.89,237.9,1236.5
2021-05-19,293.6,638.59,1088.92,250.55,1566.3
2021-05-20,218.95,438.79,774.74,357.05,1421.45
2021-05-21,29.59,177.26,222.9,328.45,1772.0
2021-05-22,146.1,505.48,729.41,164.85,1412.9
2021-05-23,24.41,240.8,278.29,184.75,1845.9
2021-05-24,144.02,442.25,663.12,185.8,1906.9
2021-05-25,83.35,409.51,537.19,211.3,1432.1
2021-05-26,244.62,672.5,1047.99,289.35,1399.55
2021-05-27,597.83,1107.7,2024.38,463.6,1379.4
2021-05-28,698.69,1244.91,2316.35,563.5,1386.2
2021-05-29,497.6,1022.72,1785.46,597.05,1638.95
2021-05-30,293.5,613.41,1063.38,541.8,1965.15
2021-05-31,304.54,739.56,1206.55,642.75,1912.85
2021-06-01,519.9,1112.73,1909.66,847.0,2112.1
2021-06-02,520.7,1375.39,2173.95,799.5,2173.95
2021-06-03,52.88,428.04,508.85,485.2,1914.15
2021-06-04,697.18,850.69,1919.91,393.35,967.7
2021-06-05,182.39,572.2,851.9,363.85,1566.5
2021-06-06,102.5,505.9,663.22,239.85,1192.4
2021-06-07,181.99,511.22,790.04,240.95,1399.45
2021-06-08,193.54,515.04,811.64,285.65,1433.75
2021-06-09,75.24,410.5,525.71,283.2,1653.6
2021-06-10,158.51,322.13,565.01,219.7,794.25
2021-06-11,170.53,317.65,578.69,225.0,900.1
2021-06-12,252.54,437.89,825.0,362.9,1561.7
2021-06-13,181.18,420.7,698.03,456.8,1809.35
2021-06-14,211.1,432.21,755.4,418.3,1769.1
2021-06-15,306.25,523.09,992.13,566.2,1425.5
2021-06-16,180.84,461.16,738.16,424.5,1605.75
2021-06-17,329.86,530.59,1035.99,486.28,1026.15
2021-06-18,337.0,505.61,1021.86,378.0,1085.45
2021-06-19,296.81,418.06,872.96,458.73,1158.0
2021-06-20,255.8,379.18,771.26,511.95,1060.0
2021-06-21,270.48,397.74,812.36,624.68,1338.95
2021-06-22,310.58,407.33,883.26,571.41,1219.85
2021-06-23,363.04,520.85,1077.43,439.3,1379.9
2021-06-24,218.11,488.06,822.13,465.7,1045.6
2021-06-25,205.13,394.65,708.86,251.45,1198.35
2021-06-26,267.1,435.05,844.24,420.1,1144.95
2021-06-27,213.84,408.54,736.19,650.75,1427.9
2021-06-28,355.12,506.34,1050.43,509.45,950.6
2021-06-29,350.55,477.36,1014.46,518.65,886.1
2021-06-30,8.38,16.35,29.18,15.5,38.6
