MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Carbon Monoxide (mg/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2020-11-07,1248.17,1257.9,3171.62,861.04,438.4,5.3,65.85,67.0
2020-11-08,929.96,974.33,2400.28,735.46,472.71,5.3,48.0,59.1
2020-11-09,835.22,1100.76,2381.25,399.14,204.52,6.9,163.0,95.7
2020-11-10,544.24,1092.18,1926.72,375.68,167.83,7.0,159.9,70.7
2020-11-11,346.95,774.18,1306.09,342.38,139.14,5.35,302.25,61.0
2020-11-12,314.9,763.65,1246.57,358.15,137.45,6.2,569.3,72.8
2020-11-13,412.61,1027.71,1660.19,470.94,153.76,4.8,392.1,68.2
2020-11-14,156.97,521.99,762.72,494.86,168.06,3.7,650.4,30.6
2020-11-15,128.38,438.33,635.29,332.77,116.37,8.6,942.4,20.5
2020-11-16,327.58,804.29,1306.85,427.15,117.68,8.5,681.0,28.3
2020-11-17,287.81,729.66,1170.72,424.95,121.49,5.7,880.2,40.0
2020-11-18,265.04,619.9,1026.49,519.2,145.3,6.0,638.9,52.7
2020-11-19,387.71,904.6,1499.02,373.26,128.11,6.6,697.6,37.4
2020-11-20,632.52,1182.79,2152.59,406.09,150.92,10.1,245.9,85.1
2020-11-21,254.45,665.29,1055.69,311.24,113.23,5.1,845.3,41.8
2020-11-22,353.14,919.89,1461.24,361.72,121.03,8.9,479.3,32.6
2020-11-23,894.51,1341.73,2713.42,583.66,204.34,10.0,114.0,78.2
2020-11-24,363.93,886.45,1444.49,409.86,141.65,6.4,429.7,39.4
2020-11-25,362.05,949.0,1504.02,566.82,197.46,4.2,358.7,61.2
2020-11-26,647.59,1329.89,2322.95,636.51,222.77,5.4,253.5,45.05
2020-11-27,1445.87,1451.56,3668.45,747.88,344.08,5.2,42.1,80.5
2020-11-28,967.88,1329.34,2813.22,1129.64,510.89,5.8,43.5,73.7
2020-11-29,477.26,1153.51,1885.31,815.82,400.7,4.4,196.6,31.0
2020-11-30,723.27,941.9,2051.27,517.14,232.0,8.6,203.4,99.7
2020-12-01,296.01,965.69,1419.69,401.95,120.31,3.9,775.7,33.5
2020-12-02,1531.81,1472.3,3821.06,694.0,230.12,9.2,126.8,158.0
2020-12-03,782.77,1374.15,2574.46,296.49,136.93,7.0,170.4,141.1
2020-12-04,722.43,1221.19,2329.0,360.7,154.24,10.7,229.6,135.5
2020-12-05,655.1,1136.48,2141.23,400.71,141.55,6.4,462.0,62.7
2020-12-06,357.34,946.39,1494.34,439.95,232.86,4.5,419.7,28.4
2020-12-07,1035.64,1354.53,2942.57,562.16,293.67,5.3,128.9,59.3
2020-12-08,1876.97,1524.52,4402.78,636.19,306.98,9.1,39.7,169.3
2020-12-09,1101.3,1376.26,3064.69,514.55,170.78,9.9,105.7,135.4
2020-12-10,918.52,1110.09,2518.44,520.29,166.09,6.2,265.2,89.6
2020-12-11,1211.82,1479.77,3337.55,502.82,175.9,12.2,180.5,160.7
2020-12-12,765.19,1165.66,2339.17,500.48,190.21,9.0,232.9,54.6
2020-12-13,338.79,861.12,1380.75,284.34,119.52,10.5,322.2,60.7
2020-12-14,438.8,953.37,1625.99,437.16,134.83,8.9,542.4,77.6
2020-12-15,587.2,1172.66,2072.84,489.99,135.64,9.3,263.2,104.6
2020-12-16,499.71,1042.25,1808.4,384.98,122.95,7.9,338.1,76.5
2020-12-17,577.07,1011.35,1896.34,431.31,130.75,8.5,368.9,93.7
2020-12-18,324.41,617.85,1115.33,362.85,131.56,5.43,411.13,87.14
2020-12-19,385.39,708.01,1299.15,385.61,136.87,7.61,312.91,106.85
2020-12-20,276.93,686.09,1110.8,308.07,119.68,8.09,375.79,91.47
2020-12-21,341.63,747.69,1271.52,220.7,94.49,8.57,438.67,76.08
2020-12-22,823.5,1080.61,2343.76,432.78,158.8,9.05,501.55,60.69
2020-12-23,367.02,891.36,1454.18,262.67,114.61,8.9,539.0,45.3
2020-12-24,121.52,454.15,640.41,220.36,126.65,5.8,1213.0,25.28
2020-12-25,157.88,657.37,899.14,250.32,191.11,7.3,931.3,28.4
2020-12-26,139.24,443.19,656.71,179.62,217.8,8.5,870.2,42.9
2020-12-27,213.03,659.31,986.04,250.91,275.69,10.1,976.4,39.5
2020-12-28,310.71,955.66,1431.93,366.26,324.48,5.0,478.8,29.2
2020-12-29,306.51,824.67,1294.76,446.64,346.33,3.7,639.7,14.7
2020-12-30,708.24,1213.98,2299.91,469.57,334.45,7.6,147.5,63.1
2020-12-31,386.74,967.0,1559.72,464.85,385.35,3.4,365.4,37.8
2021-01-01,421.38,793.26,1431.18,600.01,524.8,27.4,321.7,35.2
2021-01-02,214.09,692.54,1021.35,256.47,189.65,25.4,526.45,23.6
2021-01-03,139.45,520.8,737.69,252.14,207.75,25.4,592.3,17.5
2021-01-04,134.13,487.24,697.8,210.92,133.62,25.5,835.3,15.1
2021-01-05,151.5,524.58,760.05,215.61,124.1,26.4,707.4,19.7
2021-01-06,228.07,627.61,972.91,294.97,168.5,27.0,450.3,20.9
2021-01-07,722.28,1021.19,2102.61,473.12,515.75,33.6,172.3,74.3
2021-01-08,768.13,1025.6,2167.96,483.58,578.15,33.8,109.8,66.3
2021-01-09,711.57,1036.35,2088.9,425.95,487.3,34.8,296.5,64.9
2021-01-10,334.21,837.8,1342.58,359.9,461.6,33.3,250.3,66.9
2021-01-11,294.08,818.32,1275.17,288.56,242.9,27.1,479.0,106.7
2021-01-12,300.63,1002.24,1457.68,292.34,188.15,23.0,747.0,66.0
2021-01-13,1077.64,1351.68,2977.09,476.18,381.5,30.2,125.2,167.5
2021-01-14,450.22,1177.32,1857.87,264.56,175.06,24.7,441.0,89.6
2021-01-15,862.49,1149.22,2436.14,550.6,418.94,33.6,270.3,105.5
2021-01-16,444.35,924.56,1599.61,287.98,253.2,30.9,337.3,129.6
2021-01-17,237.8,783.32,1150.81,397.68,263.35,28.5,732.3,103.7
2021-01-18,511.22,1050.4,1829.76,369.25,268.4,29.3,450.5,178.1
2021-01-19,246.33,601.8,987.66,204.52,102.1,21.1,879.9,173.9
2021-01-20,174.23,451.52,731.36,301.97,143.2,19.05,909.1,115.95
2021-01-21,403.62,904.15,1525.89,305.28,152.25,26.0,694.7,74.6
2021-01-22,631.26,1171.95,2136.32,373.56,216.4,29.3,340.3,114.4
2021-01-23,483.88,1055.3,1788.94,374.94,263.8,28.1,526.8,68.3
2021-01-24,335.76,1127.54,1630.67,309.5,274.3,29.0,438.5,72.9
2021-01-25,666.9,1316.24,2319.02,417.78,291.75,30.4,479.9,97.8
2021-01-26,809.09,1274.28,2491.59,355.47,267.0,29.45,348.0,106.8
2021-01-27,827.81,1204.2,2453.99,376.15,283.45,23.6,141.2,76.7
2021-01-28,442.89,957.17,1635.5,334.47,158.15,19.3,337.4,78.5
2021-01-29,368.29,906.44,1473.98,406.36,179.3,20.9,653.4,68.9
2021-01-30,289.43,725.46,1172.14,338.94,174.9,22.3,613.0,51.9
2021-01-31,323.83,781.58,1277.89,377.98,248.85,28.8,544.2,67.7
2021-02-01,430.4,877.69,1520.14,510.64,387.3,26.0,340.8,77.0
2021-02-02,486.74,950.65,1677.97,513.87,263.8,22.9,512.2,143.7
2021-02-03,592.14,1158.98,2058.7,526.7,222.7,25.05,498.7,75.5
2021-02-04,621.79,1224.19,2170.3,423.35,191.55,22.1,348.3,65.7
2021-02-05,487.03,1078.07,1822.51,347.94,169.85,22.6,489.4,68.5
2021-02-06,323.35,810.33,1304.65,365.94,259.1,21.9,504.2,26.1
2021-02-07,100.57,304.97,473.54,363.49,189.5,25.0,1522.9,16.4
2021-02-08,207.12,547.87,873.0,269.08,174.65,29.7,1340.1,21.2
2021-02-09,368.34,874.5,1433.45,298.68,162.44,29.8,1087.7,42.2
2021-02-10,298.48,801.02,1246.05,549.0,164.14,31.3,1142.7,14.6
2021-02-11,555.04,1071.59,1913.01,736.11,296.21,34.3,647.6,82.9
2021-02-12,421.37,841.89,1487.11,771.14,394.05,36.5,743.5,84.8
2021-02-13,362.06,688.75,1249.36,547.75,300.55,37.8,921.4,65.5
2021-02-14,290.48,579.22,1035.15,531.92,295.85,34.0,928.4,58.9
2021-02-15,511.98,875.79,1663.77,392.55,231.4,26.4,364.4,123.2
2021-02-16,427.69,788.65,1448.38,437.66,185.85,24.9,509.3,146.6
2021-02-17,319.79,610.9,1110.36,407.48,152.9,21.5,649.35,130.0
2021-02-18,373.32,740.45,1321.23,416.46,149.5,18.98,514.6,190.2
2021-02-19,306.42,587.15,1069.48,434.28,173.5,13.72,439.0,375.3
2021-02-20,184.93,395.15,694.38,889.8,345.75,12.6,637.5,356.8
2021-02-21,324.38,731.23,1236.46,681.21,325.6,12.9,554.2,339.1
2021-02-22,921.49,1250.91,2647.5,851.62,505.25,17.9,63.5,397.4
2021-02-23,328.46,562.83,1078.43,436.22,223.0,13.5,590.2,356.3
2021-02-24,265.18,528.85,946.37,532.78,243.95,12.3,615.3,376.2
2021-02-25,393.48,938.48,1538.32,572.05,218.0,13.7,732.6,343.0
2021-02-26,770.18,1264.17,2422.85,641.62,306.1,21.4,511.1,388.1
2021-02-27,1033.65,1271.08,2807.85,770.72,506.85,21.1,535.7,368.0
2021-02-28,291.08,725.4,1173.1,586.79,435.45,15.9,808.5,350.1
2021-03-01,430.85,735.4,1392.68,870.65,701.0,16.2,544.7,424.5
2021-03-02,633.46,786.18,1734.65,1080.72,968.65,16.4,304.8,373.2
2021-03-03,1249.1,1130.38,2996.09,1150.31,1107.75,19.0,22.2,264.3
2021-03-04,283.78,631.0,1062.92,542.92,342.55,14.8,750.2,36.5
2021-03-05,272.82,640.5,1053.32,456.63,115.1,19.1,1273.1,21.0
2021-03-06,264.91,828.13,1237.25,456.12,158.8,20.3,1069.4,23.9
2021-03-07,310.63,750.01,1225.71,568.48,356.85,24.7,1022.8,47.1
2021-03-08,943.12,1579.07,2995.76,1134.22,735.2,27.8,229.6,168.1
2021-03-09,565.63,1140.84,1995.93,751.59,408.25,22.7,509.4,147.3
2021-03-10,227.56,583.43,937.7,475.66,301.55,15.2,890.9,145.7
2021-03-11,236.44,505.25,883.48,603.36,170.75,16.7,975.1,142.8
2021-03-12,284.62,671.73,1118.56,435.32,139.3,19.1,936.6,151.6
2021-03-13,186.51,503.69,804.86,358.72,109.5,19.2,1174.2,139.1
2021-03-14,157.38,508.42,764.47,361.0,127.25,18.0,1057.8,112.5
2021-03-15,212.42,820.75,1150.91,540.85,185.0,15.4,1404.0,113.0
2021-03-16,310.5,754.03,1233.35,606.65,208.2,15.0,947.8,121.8
2021-03-17,250.21,707.51,1094.44,676.09,225.3,18.6,1046.4,69.6
2021-03-18,249.4,760.9,1144.99,637.34,234.75,19.0,856.4,63.2
2021-03-19,244.4,651.49,1034.3,384.39,115.7,21.2,1254.6,58.4
2021-03-20,291.42,815.63,1272.75,490.65,251.95,21.7,817.1,69.0
2021-03-21,151.65,512.85,765.71,419.01,207.35,20.5,1173.9,90.8
2021-03-22,405.13,1067.52,1702.76,697.41,381.8,23.74,650.9,163.52
2021-03-23,457.13,1098.31,1809.32,896.15,454.45,17.56,495.7,154.23
2021-03-24,424.45,1061.64,1721.42,796.95,462.55,11.49,633.8,135.31
2021-03-25,328.3,838.3,1351.15,504.56,194.55,7.51,666.6,98.49
2021-03-26,247.03,644.47,1036.71,469.66,155.9,8.5,882.3,60.4
2021-03-27,180.23,532.27,822.32,446.09,151.6,11.4,1119.4,27.2
2021-03-28,116.34,363.29,555.47,523.39,183.5,6.6,1456.4,16.6
2021-03-29,395.92,917.97,1539.72,638.39,244.05,9.1,873.7,44.5
2021-03-30,1266.2,2050.18,4004.56,865.7,415.5,16.5,349.8,84.7
2021-03-31,1760.91,2400.27,5112.77,1281.85,662.95,18.65,136.15,131.05
2021-04-01,312.64,714.67,1206.65,849.85,487.8,18.25,1173.7,21.9
2021-04-02,115.33,336.28,525.74,371.55,122.3,20.8,1747.4,7.9
2021-04-03,102.58,334.61,504.26,538.29,204.45,21.2,1819.0,4.8
2021-04-04,197.45,664.39,979.18,650.95,227.03,23.1,1345.5,23.1
2021-04-05,99.11,395.21,559.0,396.59,111.62,27.7,1521.7,24.7
2021-04-06,235.13,673.52,1045.88,349.46,75.94,29.1,1303.7,24.3
2021-04-07,372.62,902.96,1485.83,511.89,171.85,30.3,897.7,37.4
2021-04-08,409.82,921.74,1561.71,452.66,184.85,29.3,641.0,88.9
2021-04-09,410.8,823.06,1464.13,405.92,213.2,26.6,779.2,105.2
2021-04-10,350.77,595.96,1144.99,376.3,190.15,24.6,1333.9,42.1
2021-04-11,342.42,530.07,1066.27,263.41,172.75,27.8,1326.6,30.1
2021-04-12,678.57,1193.27,2244.65,438.08,265.95,33.5,729.0,85.8
2021-04-13,1011.09,1648.03,3209.08,640.84,401.35,36.7,378.0,133.2
2021-04-14,421.24,1082.38,1738.82,573.05,315.65,27.45,1021.8,35.45
2021-04-15,301.59,822.53,1295.39,430.54,161.45,23.6,1334.7,8.2
2021-04-16,346.4,985.21,1526.62,474.44,234.2,26.5,1164.2,20.7
2021-04-17,257.15,834.54,1238.87,371.96,194.35,29.1,1281.7,22.1
2021-04-18,261.07,920.9,1331.48,416.5,245.85,28.8,1264.2,24.0
2021-04-19,608.65,1491.01,2434.05,872.58,513.0,26.0,723.3,52.7
2021-04-20,609.81,1710.43,2655.48,1212.97,857.35,24.7,787.7,55.5
2021-04-21,409.41,1246.41,1883.94,1229.44,856.75,24.0,898.8,44.1
2021-04-22,425.41,957.12,1618.96,681.95,212.2,26.0,1044.5,51.0
2021-04-23,510.14,1163.37,1954.62,628.61,273.95,26.6,839.1,52.8
2021-04-24,414.81,998.61,1643.58,619.06,286.2,24.2,1199.05,30.7
2021-04-25,137.35,419.93,639.39,407.46,194.7,22.2,1569.9,6.9
2021-04-26,264.08,675.4,1089.17,462.99,174.75,25.0,1542.2,22.3
2021-04-27,556.04,1457.48,2318.61,735.88,392.1,29.8,983.0,68.2
2021-04-28,336.56,927.03,1451.68,728.6,437.05,14.4,1361.9,26.45
2021-04-29,210.58,655.72,986.74,440.02,201.5,10.5,1520.0,1.1
2021-04-30,344.97,964.01,1501.2,529.65,290.5,11.3,1101.2,9.9
2021-05-01,233.78,706.21,1072.88,489.84,279.7,8.6,1433.4,-8.5
2021-05-02,264.78,909.27,1323.0,499.0,409.75,12.0,1211.4,-0.0
2021-05-03,162.99,494.94,752.64,538.42,188.7,5.9,1450.69,9.0
2021-05-04,253.02,568.87,964.48,399.36,137.75,8.6,1025.54,15.0
2021-05-05,457.05,878.16,1586.2,321.98,136.7,14.4,687.07,25.1
2021-05-06,473.02,899.22,1629.82,395.84,162.55,17.9,799.4,29.9
2021-05-07,403.74,910.47,1538.0,406.46,178.85,16.7,828.2,21.8
2021-05-08,295.92,593.56,1059.05,342.9,145.55,2.9,691.6,30.8
2021-05-09,215.28,462.3,807.37,278.33,167.15,0.9,522.9,34.9
2021-05-10,308.1,644.36,1127.15,510.9,193.45,3.0,831.1,41.9
2021-05-11,478.99,877.63,1619.24,520.6,164.5,5.3,741.0,45.3
2021-05-12,510.68,955.65,1750.77,501.45,181.68,6.45,859.8,60.55
2021-05-13,669.31,1291.84,2316.11,526.84,280.35,2.9,672.7,46.1
2021-05-14,336.2,842.3,1365.95,509.67,277.6,3.8,1140.35,15.1
2021-05-15,447.29,957.52,1652.48,412.25,223.85,4.2,1087.1,51.3
2021-05-16,270.83,665.34,1092.55,353.74,149.7,3.7,773.9,44.8
2021-05-17,577.46,1092.71,1981.65,410.76,222.3,9.0,663.4,37.4
2021-05-18,714.13,1143.45,2245.39,448.17,206.45,5.2,426.3,67.5
2021-05-19,422.3,950.71,1605.14,426.35,134.0,12.5,963.5,14.9
2021-05-20,510.62,853.14,1644.67,589.13,197.5,4.6,641.4,69.1
2021-05-21,394.74,669.26,1289.02,478.62,207.75,2.8,916.4,72.1
2021-05-22,554.28,956.73,1815.63,349.81,165.25,10.1,715.3,43.2
2021-05-23,234.27,581.63,957.67,339.19,143.9,4.6,1023.3,36.6
2021-05-24,482.26,958.67,1709.44,339.41,141.0,6.4,841.0,62.6
2021-05-25,614.51,1031.28,1983.67,426.08,166.35,6.3,583.5,53.3
2021-05-26,436.52,977.63,1650.96,404.55,197.1,11.5,812.8,25.1
2021-05-27,650.1,1414.69,2409.79,589.85,309.25,11.2,777.6,33.3
2021-05-28,845.4,1649.03,2939.78,693.38,376.45,4.6,614.8,38.5
2021-05-29,589.62,1237.26,2142.76,667.18,367.9,3.0,1100.4,16.7
2021-05-30,246.61,665.91,1056.66,609.39,344.85,1.2,1458.5,-0.5
2021-05-31,327.97,940.62,1451.24,691.12,383.9,1.5,1362.55,14.4
2021-06-01,996.23,1482.74,3008.83,785.78,371.55,2.5,1516.0,30.9
2021-06-02,507.78,1667.54,2439.42,851.51,395.4,2.0,1472.0,46.8
2021-06-03,647.51,1095.79,2101.3,602.86,394.0,2.7,962.5,35.2
2021-06-04,377.53,768.35,1351.61,382.0,242.35,1.4,733.1,4.8
2021-06-05,380.92,927.56,1523.13,477.38,263.25,1.4,641.71,7.2
2021-06-06,379.32,843.51,1438.89,351.2,215.2,1.2,692.79,17.0
2021-06-07,544.54,1043.68,1888.04,353.6,222.8,1.2,723.8,30.9
2021-06-08,601.91,1089.42,2023.82,448.61,233.95,1.5,728.8,34.0
2021-06-09,601.21,1103.93,2039.89,447.35,204.55,2.3,677.2,48.3
2021-06-10,744.17,819.03,1974.71,293.81,211.65,0.8,348.7,72.76
2021-06-11,700.81,819.35,1909.47,315.16,198.9,0.5,407.2,69.34
2021-06-12,268.61,671.95,1098.45,439.7,231.0,0.1,1109.4,10.1
2021-06-13,255.31,927.2,1329.79,512.43,329.0,0.6,1243.1,13.6
2021-06-14,327.46,869.52,1382.82,469.59,282.85,0.2,1174.7,26.5
2021-06-15,425.02,987.6,1645.5,578.37,273.8,0.0,1034.3,32.5
2021-06-16,511.12,1244.19,2036.44,546.91,360.0,0.0,943.0,68.7
2021-06-17,382.09,809.11,1403.15,452.87,430.43,0.0,757.11,39.56
2021-06-18,241.8,627.01,1007.35,251.03,200.01,0.0,679.19,164.94
2021-06-19,336.27,637.14,1167.38,327.46,190.54,0.0,843.1,47.8
2021-06-20,222.13,453.6,809.9,269.27,183.67,0.0,900.4,49.8
2021-06-21,214.1,482.54,824.69,366.1,211.75,0.0,1164.7,50.2
2021-06-22,218.86,519.46,862.94,471.98,181.35,0.0,1118.71,44.4
2021-06-23,383.72,861.75,1455.39,513.62,236.25,0.0,978.04,66.6
2021-06-24,639.33,1085.98,2070.71,586.49,357.95,0.0,442.4,89.9
2021-06-25,590.83,894.86,1813.7,332.91,221.95,0.0,582.1,109.3
2021-06-26,455.54,809.47,1515.0,449.2,284.4,0.0,722.1,89.7
2021-06-27,207.55,545.48,878.26,549.77,488.55,0.0,1165.6,79.7
2021-06-28,304.4,606.59,1081.99,443.3,228.1,0.0,673.6,87.2
2021-06-29,303.14,600.38,1076.25,463.86,250.7,0.0,652.9,86.5
2021-06-30,6.41,20.28,30.81,13.54,10.35,0.0,23.8,3.5
