MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Sulphur Dioxide (ug/m3)
2020-12-24,565.4,692.6,1559.31,1129.8,291.01,128.15,18.4
2020-12-25,375.11,692.03,1266.89,937.3,315.1,167.7,21.5
2020-12-26,307.08,507.55,977.91,1258.5,279.11,139.4,13.3
2020-12-27,359.1,615.89,1166.22,1280.4,294.46,130.85,31.0
2020-12-28,598.22,989.59,1906.59,618.7,393.1,244.7,25.6
2020-12-29,620.63,926.75,1877.83,641.8,434.09,288.4,23.0
2020-12-30,777.16,1135.28,2326.59,220.2,429.06,276.55,40.8
2020-12-31,644.88,1019.32,2007.75,453.1,474.16,343.45,22.3
2021-01-01,595.06,800.24,1516.9,335.5,536.74,439.05,88.4
2021-01-02,699.95,862.59,1930.68,540.1,369.88,200.3,52.9
2021-01-03,468.25,598.7,1338.82,609.6,355.4,201.2,50.8
2021-01-04,505.21,576.09,1383.78,841.8,322.19,136.7,48.4
2021-01-05,705.76,707.17,1806.55,811.7,323.98,132.6,42.5
2021-01-06,867.71,845.16,2155.35,388.65,346.35,168.75,42.5
2021-01-07,771.94,1045.12,2013.59,262.5,482.7,362.2,78.5
2021-01-08,1129.05,1123.69,2751.62,165.2,585.4,484.65,60.0
2021-01-09,1049.35,1116.21,2590.62,347.2,513.22,381.35,61.6
2021-01-10,435.74,817.38,1398.5,407.8,453.87,379.2,47.0
2021-01-11,359.62,671.32,1233.97,1047.8,316.15,177.98,45.4
2021-01-12,865.7,1141.86,2411.85,786.8,313.46,149.56,49.0
2021-01-13,799.68,1079.49,2189.02,348.2,403.05,261.0,62.9
2021-01-14,742.37,1069.2,2148.7,549.2,279.01,160.17,46.95
2021-01-15,1352.62,1209.48,3155.05,265.5,484.62,324.6,27.9
2021-01-16,524.68,895.73,1582.82,530.9,350.72,203.55,27.2
2021-01-17,434.98,816.47,1327.7,686.2,390.22,192.5,30.9
2021-01-18,463.45,925.56,1632.4,960.4,368.16,170.61,14.2
2021-01-19,334.44,505.63,1065.18,1429.8,322.48,153.79,30.6
2021-01-20,337.58,496.25,1052.55,1421.0,317.52,164.77,55.63
2021-01-21,390.72,701.25,1314.65,1125.9,350.04,166.25,93.67
2021-01-22,564.64,993.51,1844.72,736.5,384.75,197.65,40.6
2021-01-23,557.94,963.56,1727.28,624.3,380.25,237.8,42.2
2021-01-24,563.41,1132.9,1932.67,513.9,397.82,255.2,35.8
2021-01-25,656.24,1111.85,1913.62,494.9,400.48,242.7,38.6
2021-01-26,768.29,1117.86,2275.0,751.7,374.22,216.2,21.5
2021-01-27,644.95,1000.49,1936.32,310.9,376.17,238.4,17.8
2021-01-28,399.11,684.51,1313.88,784.3,312.6,150.9,32.65
2021-01-29,426.99,719.38,1348.7,953.7,348.22,160.05,35.7
2021-01-30,466.68,655.35,1395.28,744.0,323.1,170.35,44.4
2021-01-31,557.58,749.68,1599.42,534.5,405.28,217.3,33.1
2021-02-01,1179.76,1090.11,2881.42,293.8,480.93,344.1,32.7
2021-02-02,475.28,757.95,1514.0,966.3,446.68,236.2,29.6
2021-02-03,486.36,885.99,1602.06,930.2,429.93,190.15,35.2
2021-02-04,830.14,1114.88,2392.39,724.2,395.15,191.85,31.8
2021-02-05,559.01,924.23,1811.42,1099.6,335.95,163.55,25.5
2021-02-06,710.58,873.72,1965.02,514.9,384.0,247.45,34.4
2021-02-07,407.58,481.05,1170.42,1401.6,379.92,181.3,31.4
2021-02-08,539.91,686.55,1544.45,1201.6,312.85,162.15,30.6
2021-02-09,799.5,906.33,1973.65,1121.6,331.79,160.6,29.75
2021-02-10,800.16,1049.83,2264.72,1017.8,432.62,168.65,22.6
2021-02-11,936.8,1265.33,2659.32,801.9,533.25,315.45,23.8
2021-02-12,694.05,1006.46,2028.35,893.9,536.67,295.8,23.9
2021-02-13,561.04,809.54,1697.6,1129.6,455.22,258.6,26.7
2021-02-14,412.14,724.82,1409.68,1275.6,457.9,255.25,31.5
2021-02-15,480.53,851.69,1615.6,929.9,385.62,222.65,22.3
2021-02-16,403.98,770.96,1436.42,1133.6,398.98,202.85,19.0
2021-02-17,489.65,680.64,1496.58,1417.6,394.93,161.4,12.6
2021-02-18,383.2,698.91,1331.02,1335.6,347.95,142.8,23.2
2021-02-19,386.61,717.1,1360.9,1279.6,392.75,168.15,23.6
2021-02-20,349.64,617.64,1219.55,1309.6,643.95,301.1,30.4
2021-02-21,414.36,821.56,1501.6,1097.6,526.25,278.6,23.1
2021-02-22,676.98,1191.3,2189.1,279.7,625.6,392.95,35.4
2021-02-23,377.69,655.54,1285.1,1225.7,370.28,200.2,14.3
2021-02-24,366.01,636.11,1252.15,1249.6,432.85,194.55,17.7
2021-02-25,550.9,1010.44,1754.95,836.2,399.28,187.2,22.6
2021-02-26,1111.78,1432.98,3069.18,600.9,532.4,269.3,24.3
2021-02-27,1028.24,1348.79,2870.55,640.6,588.83,381.4,24.9
2021-02-28,519.96,843.49,1660.72,857.6,561.23,372.45,25.6
2021-03-01,773.58,905.36,2086.1,672.2,719.52,516.25,23.6
2021-03-02,969.65,985.26,2424.55,299.5,836.05,721.35,24.2
2021-03-03,1537.4,1274.57,3484.9,6.0,911.18,783.45,34.8
2021-03-04,1077.51,1137.35,2789.2,654.6,485.25,298.8,18.6
2021-03-05,701.98,874.22,1978.32,1181.7,377.88,144.3,24.9
2021-03-06,772.85,1066.58,2283.82,1129.6,356.72,167.95,23.3
2021-03-07,848.89,1133.49,2456.15,1077.9,519.17,340.8,18.1
2021-03-08,1005.4,1474.32,2917.18,337.3,729.45,567.35,27.5
2021-03-09,567.93,958.53,1709.32,780.5,495.67,324.75,25.7
2021-03-10,359.4,547.09,1168.15,1437.6,397.98,249.18,17.0
2021-03-11,356.89,474.06,1058.88,1413.3,369.67,152.1,23.4
2021-03-12,395.75,595.33,1267.58,1523.3,338.75,137.5,14.6
2021-03-13,345.95,484.8,1004.7,1326.9,279.95,129.05,24.2
2021-03-14,373.76,544.13,991.5,878.0,290.25,136.05,28.4
2021-03-15,897.25,1338.91,2690.8,1115.8,433.78,206.55,43.0
2021-03-16,694.11,999.7,2020.32,826.0,444.55,200.8,35.4
2021-03-17,1094.6,1237.08,2898.15,839.9,539.3,244.0,33.6
2021-03-18,1186.49,1356.2,3151.58,688.3,513.9,255.45,42.3
2021-03-19,733.08,896.88,2050.2,1207.6,321.1,143.35,34.9
2021-03-20,785.34,1125.39,2291.82,772.1,388.48,234.15,36.1
2021-03-21,568.53,845.23,1755.2,1097.7,388.35,206.75,33.8
2021-03-22,676.36,1115.45,2094.9,816.1,498.22,311.35,34.6
2021-03-23,570.12,966.41,1871.5,1147.9,532.9,356.85,37.8
2021-03-24,450.49,841.96,1576.8,1339.6,553.75,351.12,38.4
2021-03-25,428.84,782.75,1479.35,1371.0,378.8,170.55,42.0
2021-03-26,366.05,615.43,1247.0,1608.8,347.3,140.95,36.8
2021-03-27,332.85,483.78,1066.3,1582.6,354.05,148.15,36.9
2021-03-28,303.98,421.38,978.82,1865.2,445.8,180.95,44.6
2021-03-29,388.08,745.1,1403.55,1628.7,444.55,206.3,38.1
2021-03-30,1167.4,1853.79,3499.28,981.8,601.5,347.6,24.2
2021-03-31,1267.58,2060.3,3754.15,560.9,788.58,523.3,32.4
2021-04-01,598.57,855.95,1763.93,1137.8,592.7,373.35,25.4
2021-04-02,494.24,610.79,1440.75,1654.5,350.42,159.55,43.6
2021-04-03,528.69,683.54,1558.35,1672.1,477.12,196.35,44.4
2021-04-04,368.54,626.18,1241.92,1658.2,496.08,272.0,33.4
2021-04-05,538.74,743.84,1594.93,1323.4,360.85,177.8,19.3
2021-04-06,761.35,989.6,2165.87,1103.6,352.7,132.02,10.8
2021-04-07,557.54,926.92,1658.78,776.2,347.67,146.48,28.55
2021-04-08,405.9,799.01,1462.25,1339.5,371.02,144.99,24.2
2021-04-09,563.0,919.06,1799.65,1237.6,362.5,148.5,33.6
2021-04-10,542.79,764.93,1644.07,1413.6,390.05,160.76,28.3
2021-04-11,540.48,828.18,1689.35,1293.6,344.52,147.77,29.1
2021-04-12,767.28,1324.01,2483.3,995.9,381.72,169.53,22.4
2021-04-13,990.12,1481.15,2928.58,882.4,524.1,193.29,21.9
2021-04-14,900.76,1285.3,2644.68,1136.0,482.4,194.8,21.8
2021-04-15,822.95,1032.68,2301.1,1215.7,378.4,169.81,18.6
2021-04-16,853.49,1191.19,2503.57,1219.1,435.05,181.32,18.15
2021-04-17,596.05,977.22,1911.45,1347.0,365.7,171.58,19.6
2021-04-18,559.64,1044.09,1927.48,1436.7,406.65,183.85,22.55
2021-04-19,916.3,1478.95,2839.7,1075.7,638.62,251.11,34.0
2021-04-20,902.59,1607.38,2927.02,1037.6,840.32,339.62,35.1
2021-04-21,716.13,1251.4,2320.82,1110.2,864.28,353.38,23.3
2021-04-22,821.26,1012.18,2303.65,1396.6,508.38,185.99,33.3
2021-04-23,893.81,1174.68,2529.93,1108.9,485.0,197.15,32.8
2021-04-24,601.33,946.49,1888.9,1414.7,504.35,238.2,26.9
2021-04-25,407.23,533.88,1221.03,1626.3,387.2,173.8,20.4
2021-04-26,654.44,836.63,1884.45,1684.1,412.1,174.05,34.3
2021-04-27,821.54,1375.66,2609.05,1347.2,572.5,320.3,27.8
2021-04-28,752.68,1053.14,2209.62,1412.6,587.47,341.45,22.8
2021-04-29,893.94,1103.24,2498.62,1479.0,450.92,204.35,17.4
2021-04-30,772.28,1114.31,2320.88,1360.9,458.95,237.5,33.2
2021-05-01,705.61,983.4,2100.07,1412.7,455.82,253.55,38.8
2021-05-02,401.2,762.11,1403.85,1444.6,431.82,283.7,36.9
2021-05-03,298.51,421.8,959.55,1865.9,401.9,179.15,21.9
2021-05-04,368.71,499.48,1059.2,1367.1,284.08,139.45,20.9
2021-05-05,527.91,790.16,1574.12,1007.6,311.56,147.25,26.5
2021-05-06,641.69,970.5,1951.42,993.7,343.38,171.2,31.65
2021-05-07,479.08,818.6,1534.6,1245.3,344.95,160.95,37.7
2021-05-08,419.78,614.94,1330.9,1191.4,360.05,174.35,23.0
2021-05-09,349.2,595.38,1199.85,1095.6,317.82,151.0,21.4
2021-05-10,351.38,644.28,1267.15,1582.6,364.98,159.15,21.9
2021-05-11,582.61,920.66,1870.05,1502.3,373.45,162.45,20.9
2021-05-12,430.45,758.01,1501.38,1730.2,395.08,162.6,14.7
2021-05-13,859.2,1296.85,2630.66,972.0,432.75,234.4,19.3
2021-05-14,849.16,1226.36,2569.35,1371.5,435.52,235.9,22.3
2021-05-15,634.83,995.41,2027.78,1413.0,380.22,214.2,19.3
2021-05-16,396.7,713.75,1398.15,1293.5,330.78,163.85,29.1
2021-05-17,598.39,1019.89,1912.38,870.3,369.1,187.32,36.4
2021-05-18,462.63,834.3,1591.78,1081.6,354.5,189.65,40.0
2021-05-19,612.01,937.7,1870.12,1087.7,312.98,142.0,30.4
2021-05-20,446.41,646.26,1397.68,1267.5,393.38,172.6,33.3
2021-05-21,365.2,443.31,1094.88,1563.1,370.2,173.0,44.5
2021-05-22,454.46,714.26,1429.75,1085.6,290.55,151.85,43.8
2021-05-23,348.63,485.18,1106.62,1638.0,300.65,137.3,39.9
2021-05-24,455.49,715.51,1464.22,1516.7,300.0,135.95,41.6
2021-05-25,401.79,619.79,1261.82,1093.6,316.35,150.7,36.7
2021-05-26,612.46,948.89,1857.2,922.1,348.05,180.2,32.8
2021-05-27,849.29,1344.54,2597.9,1004.0,455.82,270.05,33.9
2021-05-28,887.38,1473.69,2840.77,1189.2,540.97,341.2,34.9
2021-05-29,688.78,1094.73,2191.1,1436.9,495.13,327.7,41.4
2021-05-30,513.8,712.96,1574.05,1722.0,494.75,300.55,23.3
2021-05-31,530.44,835.64,1708.4,1620.5,554.88,338.05,33.1
2021-06-01,634.0,1058.9,2060.57,1867.7,543.48,311.25,37.4
2021-06-02,641.76,1321.61,2317.43,1937.7,572.51,354.95,31.2
2021-06-03,377.94,696.68,1339.27,1622.7,478.81,323.45,41.65
2021-06-04,952.26,1264.01,2762.32,714.1,422.6,248.65,38.4
2021-06-05,477.29,912.94,1681.12,1181.3,414.05,252.1,38.1
2021-06-06,404.22,793.96,1465.52,1033.6,358.15,205.32,38.6
2021-06-07,470.08,828.03,1614.82,1278.9,349.0,207.45,43.5
2021-06-08,500.11,852.56,1665.55,1261.0,391.82,226.15,35.7
2021-06-09,413.26,712.3,1397.57,1337.1,370.2,202.95,41.6
2021-06-10,455.23,684.36,1457.45,732.5,345.84,200.3,47.9
2021-06-11,418.04,644.66,1350.55,744.1,311.78,172.0,46.3
2021-06-12,576.35,923.78,1851.75,1203.0,395.23,231.3,40.9
2021-06-13,405.03,807.36,1492.1,1670.3,431.15,271.9,39.3
2021-06-14,489.44,879.95,1681.52,1488.8,409.1,235.2,34.4
2021-06-15,722.25,1121.12,2273.6,1273.1,455.9,236.45,17.9
2021-06-16,469.44,1010.14,1783.22,1540.6,441.31,281.25,18.6
2021-06-17,859.93,1216.53,2565.35,800.0,369.37,321.75,17.5
2021-06-18,813.54,1086.54,2361.2,759.8,295.99,153.6,21.9
2021-06-19,676.98,896.06,1997.88,909.6,333.2,164.1,34.3
2021-06-20,531.19,698.34,1588.58,861.8,335.55,186.05,27.9
2021-06-21,598.45,754.26,1728.85,1077.6,355.4,176.25,33.7
2021-06-22,685.54,830.39,1932.12,957.6,381.78,178.85,35.1
2021-06-23,809.31,1114.0,2390.9,1047.5,419.17,223.15,25.6
2021-06-24,622.71,1008.1,1968.58,800.0,455.92,293.75,29.3
2021-06-25,543.06,836.96,1725.23,944.0,343.98,195.5,22.3
2021-06-26,687.89,954.24,2065.4,973.9,404.33,239.55,20.3
2021-06-27,454.61,728.06,1498.62,1263.3,411.35,393.3,27.7
2021-06-28,732.66,957.21,2120.77,688.4,372.86,278.55,18.8
2021-06-29,988.8,1206.56,2757.9,600.6,457.56,281.1,13.1
2021-06-30,20.59,32.33,66.15,25.9,16.3,10.3,0.3
