MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2020-10-22,1164.26,1089.94,2875.0,471.64,130.61,670.82,52.8
2020-10-23,1139.07,1100.19,2846.64,588.24,112.44,522.46,52.8
2020-10-24,509.41,579.37,1360.72,879.71,100.32,902.84,52.8
2020-10-25,607.49,728.6,1660.15,247.7,73.22,801.95,52.8
2020-10-26,1135.79,992.02,2733.84,459.74,103.26,593.62,52.8
2020-10-27,1005.04,924.05,2465.07,314.78,92.63,630.53,52.8
2020-10-28,937.24,841.96,2279.47,381.65,100.87,767.3,52.8
2020-10-29,828.56,780.53,2051.25,314.65,108.22,852.29,52.8
2020-10-30,827.98,780.34,2050.19,330.13,101.01,882.6,52.8
2020-10-31,558.09,618.98,1474.89,388.25,150.69,912.22,52.8
2020-11-01,360.28,382.38,935.36,355.39,117.25,921.16,52.8
2020-11-02,688.72,585.11,1640.85,288.11,96.4,930.16,52.8
2020-11-03,1196.6,1136.18,2970.62,364.84,110.98,703.91,52.8
2020-11-04,3003.01,1733.52,6337.72,765.49,336.11,186.96,52.8
2020-11-05,3700.69,1752.68,7426.71,1646.38,1119.12,86.84,52.8
2020-11-06,1744.02,1402.1,4076.76,1719.3,928.8,105.68,52.8
2020-11-07,1395.66,1079.27,3219.1,1314.84,690.38,61.22,52.8
2020-11-08,1129.42,917.18,2648.7,1158.63,658.82,72.72,52.8
2020-11-09,1119.53,978.27,2695.21,703.99,313.85,141.41,52.8
2020-11-10,1496.65,1260.27,3554.66,637.11,242.43,263.43,52.8
2020-11-11,1005.1,870.14,2410.88,568.34,151.57,538.51,52.8
2020-11-12,872.39,866.17,2204.08,521.1,111.96,890.62,52.8
2020-11-13,1170.0,1214.42,3009.06,624.05,152.0,602.99,52.8
2020-11-14,493.4,565.26,1321.84,389.63,180.25,921.15,52.8
2020-11-15,372.11,423.03,993.56,252.05,64.16,1173.05,52.8
2020-11-16,762.72,724.22,1894.69,352.06,100.9,935.55,52.8
2020-11-17,699.49,727.97,1801.69,424.12,125.95,981.06,52.8
2020-11-18,731.77,654.8,1777.63,527.05,141.76,879.47,52.8
2020-11-19,801.34,934.98,2163.04,358.05,116.26,761.24,52.8
2020-11-20,1626.41,1282.66,3776.07,493.91,157.11,466.91,52.8
2020-11-21,608.96,650.12,1584.37,300.11,98.89,1067.89,52.8
2020-11-22,1031.15,1094.04,2674.79,346.31,162.55,540.72,52.8
2020-11-23,2244.01,1436.41,4877.29,707.36,270.36,212.61,52.8
2020-11-24,1038.09,917.31,2509.78,545.28,156.34,720.49,52.8
2020-11-25,826.8,925.43,2193.28,591.94,246.71,532.29,52.8
2020-11-26,1039.07,1213.97,2807.43,719.34,387.0,185.1,52.8
2020-11-27,1651.38,1242.94,3774.29,753.05,495.1,47.12,52.8
2020-11-28,785.06,1143.8,2348.07,926.65,812.49,58.68,52.8
2020-11-29,552.87,1035.88,1884.0,674.12,593.75,198.91,52.8
2020-11-30,1162.7,936.92,2720.17,584.19,315.39,272.38,52.8
2020-12-01,281.43,780.08,1210.94,375.6,102.08,655.38,52.8
2020-12-02,2205.32,1507.6,4889.83,695.22,288.48,139.66,52.8
2020-12-03,1552.04,1386.01,3765.9,330.48,161.86,378.41,52.8
2020-12-04,1247.82,1174.3,3087.97,278.93,159.49,420.63,52.8
2020-12-05,423.95,875.46,1526.02,281.67,169.27,548.18,52.8
2020-12-06,325.95,820.04,1319.55,296.13,273.38,327.85,52.8
2020-12-07,962.41,1151.02,2626.9,424.26,334.55,137.75,52.8
2020-12-08,2420.63,1500.76,5213.07,637.63,430.73,65.86,52.8
2020-12-09,1674.72,1308.84,3876.95,540.92,214.67,241.89,52.8
2020-12-10,499.8,695.25,1461.99,470.53,204.28,534.94,52.8
2020-12-11,2095.97,1526.89,4740.5,440.15,205.18,332.35,52.8
2020-12-12,1114.81,1158.92,2868.38,396.69,196.86,329.23,52.8
2020-12-13,618.87,801.14,1749.67,254.31,100.48,615.21,52.8
2020-12-14,936.86,948.44,2385.26,342.44,110.24,964.58,52.8
2020-12-15,1349.47,1267.58,3336.48,362.21,125.55,686.68,52.8
2020-12-16,1289.71,1070.47,3048.16,349.26,115.44,698.12,52.8
2020-12-17,1171.17,993.63,2789.75,433.52,111.5,724.38,52.8
2020-12-18,690.68,602.4,1664.89,282.19,99.74,921.1,52.8
2020-12-19,667.23,703.12,1726.47,323.52,122.34,950.07,52.8
2020-12-20,563.39,710.85,1574.56,258.76,84.86,1004.14,52.8
2020-12-21,638.36,633.08,1611.21,189.2,54.66,805.18,52.8
2020-12-22,1092.65,1007.51,2682.41,322.75,166.91,482.34,52.8
2020-12-23,1031.33,1010.48,2591.67,251.21,86.76,591.17,52.8
2020-12-24,138.64,356.81,569.89,114.3,70.36,1087.65,52.8
2020-12-25,235.28,557.03,917.52,235.83,145.01,1010.24,52.8
2020-12-26,292.79,433.29,882.32,195.37,66.98,1125.41,52.8
2020-12-27,600.81,734.73,1656.07,269.82,96.88,1022.68,52.8
2020-12-28,426.82,866.42,1521.49,259.75,217.37,614.52,52.8
2020-12-29,493.87,801.25,1558.97,331.88,263.53,685.15,52.8
2020-12-30,2052.48,1426.42,4573.69,486.16,335.72,413.96,52.8
2020-12-31,1011.54,1100.11,2650.42,426.86,409.98,432.49,52.8
2021-01-01,749.35,839.98,1988.62,521.78,511.51,459.48,52.8
2021-01-02,221.9,615.45,955.9,215.96,162.23,550.83,52.8
2021-01-03,152.33,418.86,652.02,205.08,170.15,622.74,52.8
2021-01-04,144.62,373.96,595.88,179.33,78.55,738.01,52.8
2021-01-05,153.38,440.13,675.02,179.33,73.42,616.17,52.8
2021-01-06,248.76,589.14,970.03,216.04,120.31,414.08,52.8
2021-01-07,1665.45,1306.32,3859.54,609.45,409.93,169.79,52.8
2021-01-08,1002.11,1044.35,2581.46,478.88,445.81,157.75,52.8
2021-01-09,1486.18,1178.55,3457.19,527.87,408.8,282.15,52.8
2021-01-10,832.55,1022.08,2298.59,402.52,404.59,276.1,52.8
2021-01-11,743.35,763.57,1903.01,257.64,146.14,898.8,52.8
2021-01-12,730.76,967.01,2087.72,256.17,147.82,739.1,52.8
2021-01-13,1938.19,1453.53,4428.01,423.2,270.37,216.73,52.8
2021-01-14,282.61,842.81,1275.53,160.2,116.73,597.88,52.8
2021-01-15,1723.92,1217.17,3860.98,516.04,405.73,231.73,52.8
2021-01-16,981.19,1005.52,2510.03,321.61,182.44,506.38,52.8
2021-01-17,501.99,788.39,1558.11,372.26,159.48,795.66,52.8
2021-01-18,1065.82,1029.88,2664.81,358.38,129.82,714.61,52.8
2021-01-19,535.73,506.39,1327.98,211.58,83.89,1095.34,52.8
2021-01-20,466.52,477.03,1191.85,294.26,141.26,1130.89,52.8
2021-01-21,821.54,852.15,2112.18,345.61,100.34,938.63,52.8
2021-01-22,1341.72,1187.9,3244.79,448.76,148.04,555.69,52.8
2021-01-23,1291.13,1253.47,3234.07,359.26,216.17,524.74,52.8
2021-01-24,504.67,1059.89,1833.79,282.22,220.72,467.37,52.8
2021-01-25,1342.79,1346.28,3405.36,456.75,244.9,481.69,52.8
2021-01-26,1816.09,1376.35,4161.21,309.3,187.39,517.73,52.8
2021-01-27,1517.24,1219.87,3546.02,361.04,199.34,290.9,52.8
2021-01-28,807.38,867.38,2104.91,289.4,106.84,613.85,52.8
2021-01-29,866.38,936.72,2266.01,313.31,109.78,789.29,52.8
2021-01-30,186.83,562.07,848.21,229.71,130.76,641.71,52.8
2021-01-31,182.96,622.74,903.33,325.19,203.54,510.16,52.8
2021-02-01,361.18,782.85,1336.09,386.99,294.32,288.48,52.8
2021-02-02,844.42,849.41,2145.02,451.82,178.51,744.38,52.8
2021-02-03,1285.83,1222.74,3194.34,416.58,130.02,662.94,52.8
2021-02-04,976.6,1082.52,2580.09,355.73,142.86,494.8,52.8
2021-02-05,1170.69,1184.12,2978.55,391.67,124.24,592.71,52.8
2021-02-06,540.42,820.72,1649.2,327.54,213.05,361.1,52.8
2021-02-07,43.58,252.78,319.99,234.04,111.48,1260.27,52.8
2021-02-08,137.17,471.19,681.86,218.35,116.21,1087.5,52.8
2021-02-09,202.23,668.44,979.49,229.07,109.62,1003.03,52.8
2021-02-10,183.9,671.83,953.78,281.55,118.26,965.56,52.8
2021-02-11,288.01,851.08,1292.77,501.97,311.85,745.34,52.8
2021-02-12,175.28,635.65,904.2,540.81,298.93,950.7,52.8
2021-02-13,182.19,541.52,820.45,449.64,222.7,1019.19,52.8
2021-02-14,357.8,605.04,1153.63,476.67,219.02,993.45,52.8
2021-02-15,993.24,949.16,2472.35,343.69,175.4,642.53,52.8
2021-02-16,736.04,780.74,1909.61,352.74,155.57,760.98,52.8
2021-02-17,578.32,640.84,1528.04,349.46,142.46,967.59,52.8
2021-02-18,720.35,776.46,1881.21,346.0,127.24,914.02,52.8
2021-02-19,671.5,756.37,1787.02,437.96,146.85,856.44,52.8
2021-02-20,468.33,602.27,1321.16,796.67,249.97,909.46,52.8
2021-02-21,513.9,835.21,1623.69,638.9,258.08,685.94,52.8
2021-02-22,1370.97,1217.69,3319.93,697.61,302.59,303.94,52.8
2021-02-23,735.38,725.62,1853.54,455.6,159.85,806.93,52.8
2021-02-24,695.08,713.86,1779.53,599.1,145.33,863.7,52.8
2021-02-25,1046.21,1096.31,2700.24,547.71,132.62,722.54,52.8
2021-02-26,1601.53,1236.56,3691.82,704.3,151.25,597.35,52.8
2021-02-27,1030.09,1031.17,2609.6,691.15,204.48,649.73,52.8
2021-02-28,215.17,587.98,917.02,467.23,203.73,836.55,52.8
2021-03-01,260.43,626.93,1025.07,596.48,220.73,755.25,52.8
2021-03-02,599.2,774.04,1691.29,782.82,239.1,525.68,52.8
2021-03-03,612.44,900.32,1837.67,749.6,223.25,433.34,52.8
2021-03-04,303.75,686.87,1150.63,442.64,141.42,730.3,52.8
2021-03-05,262.09,608.55,1008.68,415.59,111.97,987.5,52.8
2021-03-06,282.41,713.62,1144.48,386.3,108.46,912.0,52.8
2021-03-07,705.5,973.44,2053.08,584.19,120.89,759.17,52.8
2021-03-08,1496.58,1384.75,3677.01,902.75,138.61,483.25,52.8
2021-03-09,1187.74,1170.81,2990.35,700.24,96.85,652.48,52.8
2021-03-10,618.95,649.86,1598.43,454.99,74.39,1019.87,52.8
2021-03-11,579.31,612.14,1500.09,479.97,52.67,1056.39,52.8
2021-03-12,713.3,753.15,1846.77,448.43,55.78,1042.84,52.8
2021-03-13,548.52,665.86,1506.72,342.43,36.76,1084.58,52.8
2021-03-14,457.16,663.64,1364.27,339.03,33.3,988.23,52.8
2021-03-15,545.08,890.64,1726.35,446.25,56.9,939.3,52.8
2021-03-16,595.53,798.47,1711.42,469.22,77.4,816.79,52.8
2021-03-17,283.58,688.72,1123.9,653.22,168.9,911.62,52.8
2021-03-18,286.76,769.08,1208.68,665.89,212.71,703.89,52.8
2021-03-19,328.6,743.06,1246.42,613.71,147.97,955.13,52.8
2021-03-20,591.84,985.3,1893.36,628.65,257.53,595.85,52.8
2021-03-21,222.04,573.45,913.39,621.22,212.97,944.04,52.8
2021-03-22,1185.8,1412.95,3231.42,689.38,357.46,457.34,52.8
2021-03-23,1316.19,1238.49,3256.83,716.46,398.7,627.49,52.8
2021-03-24,1268.12,1214.9,3159.82,730.1,390.3,771.01,52.8
2021-03-25,990.31,945.75,2464.48,430.95,203.51,959.41,52.8
2021-03-26,735.28,769.61,1897.58,406.49,166.59,1183.48,52.8
2021-03-27,600.8,667.26,1588.48,377.79,164.2,1228.57,52.8
2021-03-28,352.87,493.87,1034.52,424.49,173.64,1428.16,52.8
2021-03-29,834.4,1007.68,2285.85,551.32,209.35,1050.26,52.8
2021-03-30,1704.0,1901.48,4514.27,947.61,303.81,495.11,52.8
2021-03-31,2315.34,2183.45,5733.35,1326.6,434.59,290.25,52.8
2021-04-01,372.05,706.07,1276.55,930.68,364.47,907.76,52.8
2021-04-02,96.6,327.5,475.17,614.26,108.97,1437.91,52.8
2021-04-03,79.48,320.37,442.3,572.35,164.88,1528.12,52.8
2021-04-04,362.64,676.42,1232.43,490.61,257.27,1370.03,52.8
2021-04-05,132.51,372.25,575.66,307.25,132.71,1329.01,52.8
2021-04-06,349.27,627.78,1162.96,307.27,69.54,1081.09,52.8
2021-04-07,885.5,1009.87,2367.36,399.08,117.76,898.42,52.8
2021-04-08,911.13,995.16,2392.14,482.37,130.15,987.58,52.8
2021-04-09,1024.09,953.3,2523.87,478.61,153.58,952.58,52.8
2021-04-10,152.67,505.3,738.73,316.3,127.67,1296.13,52.8
2021-04-11,271.67,639.26,1054.97,253.28,120.59,1131.56,52.8
2021-04-12,1158.22,1346.17,3122.53,474.5,212.18,683.32,52.8
2021-04-13,1779.72,1661.99,4391.06,695.22,305.75,481.72,52.8
2021-04-14,510.96,932.48,1715.9,626.8,261.74,905.86,52.8
2021-04-15,240.94,740.24,1109.55,568.92,126.26,1054.19,52.8
2021-04-16,336.33,899.63,1415.37,587.68,207.95,911.49,52.8
2021-04-17,347.55,826.69,1360.14,568.16,182.24,990.13,52.8
2021-04-18,333.21,821.68,1332.71,574.67,201.94,995.89,52.8
2021-04-19,467.72,1083.64,1800.69,690.95,432.15,792.0,52.8
2021-04-20,487.61,1223.23,1970.42,958.5,829.2,826.94,52.8
2021-04-21,379.79,917.2,1499.02,937.51,647.32,923.37,52.8
2021-04-22,225.06,643.08,987.57,523.01,170.02,1101.16,52.8
2021-04-23,349.66,860.22,1396.49,528.8,226.14,850.75,52.8
2021-04-24,187.79,673.28,961.58,464.18,262.48,1142.85,52.8
2021-04-25,82.76,358.86,485.95,327.79,140.03,1412.01,52.8
2021-04-26,163.33,502.72,753.3,372.1,127.01,1445.49,52.8
2021-04-27,625.27,1089.99,2049.32,654.26,349.47,953.38,52.8
2021-04-28,201.27,717.87,1026.08,667.5,375.31,1160.57,52.8
2021-04-29,197.82,597.14,900.3,493.42,151.13,1343.5,52.8
2021-04-30,654.42,1060.7,2064.0,478.37,234.46,921.44,52.8
2021-05-01,273.44,778.14,1197.93,422.9,271.41,1058.31,52.8
2021-05-02,534.62,1038.79,1858.43,365.23,348.12,880.92,52.8
2021-05-03,388.93,539.25,1135.32,283.59,146.1,1411.61,52.8
2021-05-04,573.97,589.14,1469.81,315.22,60.68,1244.39,52.8
2021-05-05,812.44,866.97,2112.79,291.7,80.13,913.87,52.8
2021-05-06,852.46,885.38,2192.15,403.47,112.46,789.17,52.8
2021-05-07,899.24,933.16,2312.34,391.46,123.08,1002.09,52.8
2021-05-08,531.31,543.51,1358.49,347.91,138.43,879.25,52.8
2021-05-09,487.1,520.93,1267.76,296.13,136.23,768.09,52.8
2021-05-10,652.41,662.11,1662.37,363.41,119.9,1046.61,52.8
2021-05-11,625.98,834.34,1793.69,350.59,126.6,962.1,52.8
2021-05-12,742.62,840.22,1979.02,340.78,138.08,1107.76,52.8
2021-05-13,406.11,870.52,1492.65,350.48,217.06,743.81,52.8
2021-05-14,281.7,726.49,1158.94,308.29,245.68,1062.5,52.8
2021-05-15,589.09,820.14,1723.02,266.57,174.04,920.32,52.8
2021-05-16,605.96,777.65,1706.78,224.73,102.07,839.92,52.8
2021-05-17,810.34,962.96,2205.47,291.77,142.57,702.13,52.8
2021-05-18,1112.17,981.16,2686.6,336.03,120.08,675.64,52.8
2021-05-19,823.33,1004.32,2266.8,275.71,108.46,776.76,52.8
2021-05-20,942.34,799.67,2245.08,496.02,143.37,828.31,52.8
2021-05-21,676.06,529.69,1566.37,377.17,141.95,1184.84,52.8
2021-05-22,802.76,850.81,2081.24,225.11,103.39,797.71,52.8
2021-05-23,395.08,504.6,1110.43,264.16,80.58,1208.79,52.8
2021-05-24,816.67,855.85,2108.34,267.04,81.33,1112.08,52.8
2021-05-25,946.22,804.15,2255.42,298.61,104.96,818.36,52.8
2021-05-26,694.84,867.06,1932.84,323.83,144.72,755.71,52.8
2021-05-27,659.39,961.78,1972.21,411.99,242.57,785.33,52.8
2021-05-28,439.27,916.05,1589.45,532.07,299.88,887.14,52.8
2021-05-29,191.99,686.8,981.39,475.78,340.79,1057.55,52.8
2021-05-30,118.06,394.05,576.02,396.98,291.76,1400.01,52.8
2021-05-31,140.86,565.77,781.64,496.5,364.33,1239.97,52.8
2021-06-01,231.93,819.22,1174.83,603.49,349.83,1312.74,52.8
2021-06-02,267.16,1113.58,1523.29,657.62,409.55,1269.81,52.8
2021-06-03,726.59,940.99,2054.38,591.76,295.82,988.84,52.8
2021-06-04,243.22,586.08,959.21,344.77,197.74,628.03,52.8
2021-06-05,500.77,777.54,1545.43,417.42,232.2,824.44,52.8
2021-06-06,489.63,728.8,1479.55,339.25,184.53,661.99,52.8
2021-06-07,773.17,857.4,2043.09,396.0,190.17,688.56,52.8
2021-06-08,841.19,828.01,2117.53,383.49,184.98,659.13,52.8
2021-06-09,808.61,871.09,2110.71,350.41,147.5,793.84,52.8
2021-06-10,864.92,600.34,1926.83,313.69,148.36,367.88,52.8
2021-06-11,857.23,612.33,1926.23,378.08,154.79,393.06,52.8
2021-06-12,282.56,513.43,947.34,368.13,185.38,843.08,52.8
2021-06-13,396.05,811.01,1418.44,505.73,250.93,855.96,52.8
2021-06-14,460.66,758.51,1464.43,490.5,205.57,879.8,52.8
2021-06-15,190.71,534.84,827.17,469.89,179.72,827.15,52.8
2021-06-16,664.74,1053.42,2072.57,571.1,238.66,641.88,52.8
2021-06-17,382.37,639.15,1225.35,414.82,231.22,446.11,52.8
2021-06-18,156.67,426.98,667.41,208.81,127.03,685.36,52.8
2021-06-19,217.49,394.9,728.98,272.36,165.27,645.91,52.8
2021-06-20,161.74,309.79,557.11,262.38,165.89,634.22,52.8
2021-06-21,137.34,325.91,536.69,279.22,140.61,794.49,52.8
2021-06-22,139.44,295.11,508.76,348.73,138.12,718.49,52.8
2021-06-23,247.9,548.43,929.08,369.5,180.5,683.11,52.8
2021-06-24,898.96,916.43,2295.0,521.0,294.03,409.03,52.8
2021-06-25,728.59,671.0,1788.92,366.56,152.39,467.42,52.8
2021-06-26,227.17,457.23,805.68,327.01,267.64,550.24,52.8
2021-06-27,123.57,395.73,585.62,520.49,412.83,724.82,52.8
2021-06-28,239.21,517.83,884.9,407.31,266.64,507.61,52.8
2021-06-29,166.91,363.89,618.83,428.34,229.54,502.5,52.8
2021-06-30,1.04,9.54,11.13,17.59,10.1,22.25,2.2
